df_hash,22ZHK4.E6KA8L
14.572,-228
14.597,-193
14.622,-146
14.647,-94
14.672,-48
14.697,-18
14.722,-6
14.747,-10
14.772,-21
14.797,-34
14.822,-50
14.847,-76
14.872,-117
14.897,-163
14.922,-196
14.947,-209
14.972,-216
14.997,-246
15.022,-303
15.047,-350
15.072,-320
15.097,-175
15.122,61
15.147,310
15.172,490
15.197,574
15.222,594
15.247,600
15.272,615
15.297,630
15.322,622
15.347,587
15.372,546
15.397,526
15.422,537
15.447,569
15.472,598
15.497,607
15.522,596
15.547,574
15.572,558
15.597,553
15.622,554
15.647,549
15.672,532
15.697,505
15.722,479
15.747,460
15.772,441
15.797,413
15.822,369
15.847,316
15.872,264
15.897,218
15.922,176
15.947,134
15.972,91
15.997,53
16.022,23
16.047,2
16.072,-13
16.097,-24
16.122,-34
16.147,-47
16.172,-71
16.197,-108
16.222,-147
16.247,-171
16.272,-167
16.297,-138
16.322,-97
16.347,-59
16.372,-27
16.397,1
16.422,34
16.447,68
16.472,98
16.497,115
16.522,120
16.547,120
16.572,128
16.597,151
16.622,184
16.647,216
16.672,235
16.697,241
16.722,244
16.747,254
16.772,269
16.797,282
16.822,284
16.847,278
16.872,272
16.897,273
16.922,277
16.947,277
16.972,272
16.997,269
17.022,273
17.047,284
17.072,294
17.097,297
17.122,294
17.147,285
17.172,269
17.197,243
17.222,214
17.247,196
17.272,206
17.297,243
17.322,290
17.347,321
17.372,326
17.397,315
17.422,302
17.447,297
17.472,295
17.497,288
17.522,275
17.547,259
17.572,240
17.597,215
17.622,187
17.647,168
17.672,169
17.697,190
17.722,216
17.747,226
17.772,211
17.797,179
17.822,146
17.847,116
17.872,85
17.897,46
17.922,4
17.947,-29
17.972,-48
17.997,-53
18.022,-53
18.047,-53
18.072,-56
18.097,-60
18.122,-64
18.147,-67
18.172,-66
18.197,-64
18.222,-69
18.247,-87
18.272,-107
18.297,-107
18.322,-65
18.347,18
18.372,117
18.397,198
18.422,249
18.447,282
18.472,319
18.497,365
18.522,405
18.547,426
18.572,428
18.597,423
18.622,424
18.647,425
18.672,417
18.697,395
18.722,364
18.747,335
18.772,312
18.797,290
18.822,265
18.847,237
18.872,210
18.897,184
18.922,158
18.947,128
18.972,101
18.997,80
19.022,69
19.047,61
19.072,51
19.097,39
19.122,26
19.147,17
19.172,8
19.197,-4
19.222,-28
19.247,-57
19.272,-75
19.297,-70
19.322,-34
19.347,23
19.372,86
19.397,142
19.422,189
19.447,236
19.472,286
19.497,336
19.522,376
19.547,397
19.572,405
19.597,410
19.622,424
19.647,448
19.672,473
19.697,493
19.722,509
19.747,522
19.772,533
19.797,539
19.822,540
19.847,541
19.872,542
19.897,540
19.922,523
19.947,485
19.972,431
19.997,374
20.022,325
20.047,280
20.072,229
20.097,166
20.122,94
20.147,21
20.172,-40
20.197,-82
20.222,-96
20.247,-79
20.272,-40
20.297,-1
20.322,16
20.347,12
20.372,2
20.397,7
20.422,30
20.447,53
20.472,61
20.497,52
20.522,44
20.547,54
20.572,83
20.597,120
20.622,156
20.647,186
20.672,213
20.697,231
20.722,237
20.747,229
20.772,218
20.797,209
20.822,203
20.847,191
20.872,171
20.897,145
20.922,118
20.947,89
20.972,53
20.997,13
21.022,-13
21.047,-12
21.072,16
21.097,58
21.122,91
21.147,106
21.172,110
21.197,112
21.222,113
21.247,109
21.272,90
21.297,58
21.322,17
21.347,-23
21.372,-61
21.397,-96
21.422,-129
21.447,-162
21.472,-184
21.497,-183
21.522,-146
21.547,-76
21.572,9
21.597,89
21.622,158
21.647,222
21.672,297
21.697,387
21.722,480
21.747,559
21.772,613
21.797,641
21.822,643
21.847,624
21.872,590
21.897,552
21.922,529
21.947,531
21.972,558
21.997,599
22.022,638
22.047,662
22.072,669
22.097,664
22.122,655
22.147,643
22.172,621
22.197,581
22.222,523
22.247,462
22.272,414
22.297,386
22.322,363
22.347,328
22.372,270
22.397,195
22.422,110
22.447,15
22.472,-95
22.497,-221
22.522,-349
22.547,-459
22.572,-545
22.597,-615
22.622,-676
22.647,-728
22.672,-759
22.697,-762
22.722,-748
22.747,-726
22.772,-697
22.797,-646
22.822,-559
22.847,-441
22.872,-314
22.897,-190
22.922,-65
22.947,76
22.972,237
22.997,398
23.022,539
23.047,652
23.072,751
23.097,847
23.122,929
23.147,976
23.172,980
23.197,961
23.222,949
23.247,960
23.272,984
23.297,1000
23.322,997
23.347,978
23.372,948
23.397,912
23.422,871
23.447,826
23.472,776
23.497,709
23.522,617
23.547,512
23.572,419
23.597,350
23.622,280
23.647,157
23.672,-42
23.697,-291
23.722,-523
23.747,-693
23.772,-805
23.797,-890
23.822,-963
23.847,-1011
23.872,-1029
23.897,-1039
23.922,-1067
23.947,-1109
23.972,-1129
23.997,-1105
24.022,-1060
24.047,-1017
24.072,-939
24.097,-720
24.122,-282
24.147,318
24.172,889
24.197,1237
24.222,1310
24.247,1223
24.272,1142
24.297,1152
24.322,1225
24.347,1295
24.372,1331
24.397,1350
24.422,1364
24.447,1361
24.472,1324
24.497,1263
24.522,1198
24.547,1128
24.572,1014
24.597,823
24.622,564
24.647,290
24.672,50
24.697,-144
24.722,-307
24.747,-441
24.772,-525
24.797,-543
24.822,-519
24.847,-500
24.872,-520
24.897,-567
24.922,-603
24.947,-598
24.972,-559
24.997,-510
25.022,-464
25.047,-418
25.072,-365
25.097,-309
25.122,-261
25.147,-217
25.172,-167
25.197,-104
25.222,-37
25.247,13
25.272,41
25.297,60
25.322,85
25.347,119
25.372,145
25.397,148
25.422,135
25.447,129
25.472,155
25.497,216
25.522,298
25.547,382
25.572,455
25.597,516
25.622,572
25.647,629
25.672,689
25.697,744
25.722,788
25.747,818
25.772,839
25.797,860
25.822,882
25.847,901
25.872,912
25.897,919
25.922,929
25.947,948
25.972,972
25.997,987
26.022,980
26.047,935
26.072,841
26.097,688
26.122,478
26.147,227
26.172,-38
26.197,-289
26.222,-496
26.247,-632
26.272,-683
26.297,-658
26.322,-596
26.347,-538
26.372,-499
26.397,-457
26.422,-383
26.447,-283
26.472,-197
26.497,-160
26.522,-160
26.547,-155
26.572,-117
26.597,-67
26.622,-44
26.647,-58
26.672,-71
26.697,-40
26.722,30
26.747,97
26.772,119
26.797,102
26.822,77
26.847,63
26.872,47
26.897,15
26.922,-15
26.947,-9
26.972,45
26.997,125
27.022,191
27.047,226
27.072,246
27.097,263
27.122,270
27.147,249
27.172,203
27.197,153
27.222,117
27.247,92
27.272,66
27.297,42
27.322,40
27.347,71
27.372,119
27.397,157
27.422,173
27.447,174
27.472,172
27.497,162
27.522,144
27.547,142
27.572,201
27.597,346
27.622,544
27.647,725
27.672,827
27.697,841
27.722,798
27.747,735
27.772,662
27.797,574
27.822,464
27.847,336
27.872,200
27.897,67
27.922,-45
27.947,-126
27.972,-174
27.997,-208
28.022,-252
28.047,-315
28.072,-382
28.097,-432
28.122,-456
28.147,-457
28.172,-437
28.197,-388
28.222,-310
28.247,-214
28.272,-119
28.297,-23
28.322,91
28.347,236
28.372,387
28.397,495
28.422,529
28.447,517
28.472,519
28.497,583
28.522,701
28.547,827
28.572,927
28.597,997
28.622,1052
28.647,1099
28.672,1121
28.697,1109
28.722,1076
28.747,1050
28.772,1050
28.797,1064
28.822,1061
28.847,1020
28.872,946
28.897,864
28.922,794
28.947,735
28.972,671
28.997,582
29.022,466
29.047,332
29.072,191
29.097,45
29.122,-114
29.147,-288
29.172,-451
29.197,-565
29.222,-610
29.247,-607
29.272,-610
29.297,-660
29.322,-749
29.347,-820
29.372,-817
29.397,-740
29.422,-643
29.447,-580
29.472,-556
29.497,-526
29.522,-449
29.547,-337
29.572,-241
29.597,-210
29.622,-234
29.647,-264
29.672,-254
29.697,-203
29.722,-147
29.747,-120
29.772,-128
29.797,-155
29.822,-185
29.847,-215
29.872,-245
29.897,-264
29.922,-258
29.947,-227
29.972,-180
29.997,-127
30.022,-60
30.047,38
30.072,176
30.097,336
30.122,488
30.147,612
30.172,708
30.197,785
30.222,846
30.247,883
30.272,889
30.297,871
30.322,844
30.347,821
30.372,811
30.397,818
30.422,844
30.447,887
30.472,929
30.497,949
30.522,929
30.547,870
30.572,787
30.597,694
30.622,596
30.647,494
30.672,391
30.697,298
30.722,223
30.747,167
30.772,123
30.797,88
30.822,69
30.847,74
30.872,102
30.897,142
30.922,181
30.947,213
30.972,241
30.997,268
31.022,298
31.047,331
31.072,368
31.097,410
31.122,453
31.147,483
31.172,487
31.197,457
31.222,399
31.247,324
31.272,245
31.297,170
31.322,103
31.347,44
31.372,-3
31.397,-39
31.422,-59
31.447,-64
31.472,-61
31.497,-61
31.522,-74
31.547,-105
31.572,-145
31.597,-183
31.622,-207
31.647,-215
31.672,-215
31.697,-220
31.722,-241
31.747,-280
31.772,-326
31.797,-357
31.822,-349
31.847,-292
31.872,-202
31.897,-107
31.922,-31
31.947,20
31.972,61
31.997,106
32.022,155
32.047,199
32.072,229
32.097,249
32.122,268
32.147,296
32.172,328
32.197,353
32.222,361
32.247,353
32.272,337
32.297,324
32.322,320
32.347,333
32.372,369
32.397,425
32.422,488
32.447,535
32.472,552
32.497,542
32.522,520
32.547,499
32.572,480
32.597,448
32.622,395
32.647,329
32.672,270
32.697,232
32.722,208
32.747,178
32.772,133
32.797,87
32.822,68
32.847,89
32.872,113
32.897,66
32.922,-111
32.947,-406
32.972,-717
32.997,-905
33.022,-886
33.047,-688
33.072,-427
33.097,-217
33.122,-99
33.147,-36
33.172,18
33.197,73
33.222,108
33.247,129
33.272,195
33.297,366
33.322,631
33.347,884
33.372,999
33.397,942
33.422,806
33.447,747
33.472,870
33.497,1154
33.522,1489
33.547,1753
33.572,1876
33.597,1850
33.622,1697
33.647,1452
33.672,1147
33.697,811
33.722,462
33.747,108
33.772,-234
33.797,-529
33.822,-723
33.847,-779
33.872,-718
33.897,-619
33.922,-582
33.947,-670
33.972,-867
33.997,-1087
34.022,-1215
34.047,-1171
34.072,-948
34.097,-619
34.122,-289
34.147,-39
34.172,114
34.197,199
34.222,250
34.247,273
34.272,261
34.297,227
34.322,210
34.347,246
34.372,329
34.397,414
34.422,464
34.447,488
34.472,526
34.497,590
34.522,642
34.547,632
34.572,555
34.597,470
34.622,441
34.647,475
34.672,523
34.697,537
34.722,523
34.747,523
34.772,562
34.797,616
34.822,647
34.847,647
34.872,647
34.897,669
34.922,698
34.947,699
34.972,654
34.997,581
35.022,505
35.047,428
35.072,338
35.097,234
35.122,134
35.147,55
35.172,-17
35.197,-113
35.222,-243
35.247,-387
35.272,-511
35.297,-607
35.322,-692
35.347,-779
35.372,-859
35.397,-913
35.422,-940
35.447,-961
35.472,-992
35.497,-1024
35.522,-1021
35.547,-948
35.572,-784
35.597,-533
35.622,-224
35.647,87
35.672,344
35.697,520
35.722,635
35.747,730
35.772,818
35.797,872
35.822,867
35.847,826
35.872,809
35.897,845
35.922,888
35.947,858
35.972,731
35.997,574
36.022,487
36.047,502
36.072,565
36.097,596
36.122,574
36.147,540
36.172,536
36.197,552
36.222,544
36.247,486
36.272,394
36.297,290
36.322,187
36.347,88
36.372,19
36.397,11
36.422,64
36.447,133
36.472,161
36.497,137
36.522,101
36.547,93
36.572,101
36.597,83
36.622,21
36.647,-45
36.672,-63
36.697,-28
36.722,10
36.747,-2
36.772,-72
36.797,-150
36.822,-188
36.847,-172
36.872,-125
36.897,-66
36.922,0
36.947,72
36.972,135
36.997,170
37.022,171
37.047,157
37.072,150
37.097,157
37.122,166
37.147,164
37.172,152
37.197,141
37.222,137
37.247,138
37.272,136
37.297,126
37.322,108
37.347,85
37.372,66
37.397,62
37.422,77
37.447,102
37.472,117
37.497,108
37.522,77
37.547,41
37.572,16
37.597,5
37.622,-3
37.647,-15
37.672,-24
37.697,-20
37.722,-3
37.747,18
37.772,36
37.797,51
37.822,67
37.847,76
37.872,61
37.897,19
37.922,-31
37.947,-57
37.972,-44
37.997,-4
38.022,38
38.047,82
38.072,150
38.097,259
38.122,394
38.147,518
38.172,610
38.197,688
38.222,786
38.247,911
38.272,1033
38.297,1117
38.322,1162
38.347,1202
38.372,1266
38.397,1359
38.422,1467
38.447,1592
38.472,1742
38.497,1910
38.522,2055
38.547,2130
38.572,2116
38.597,2026
38.622,1864
38.647,1592
38.672,1164
38.697,587
38.722,-49
38.747,-615
38.772,-1016
38.797,-1242
38.822,-1345
38.847,-1389
38.872,-1412
38.897,-1422
38.922,-1404
38.947,-1345
38.972,-1249
38.997,-1149
39.022,-1089
39.047,-1085
39.072,-1107
39.097,-1106
39.122,-1057
39.147,-987
39.172,-937
39.197,-914
39.222,-881
39.247,-807
39.272,-709
39.297,-641
39.322,-640
39.347,-690
39.372,-740
39.397,-746
39.422,-695
39.447,-593
39.472,-467
39.497,-353
39.522,-291
39.547,-283
39.572,-286
39.597,-243
39.622,-139
39.647,-14
39.672,104
39.697,262
39.722,534
39.747,920
39.772,1289
39.797,1475
39.822,1440
39.847,1332
39.872,1343
39.897,1521
39.922,1721
39.947,1753
39.972,1571
39.997,1306
40.022,1123
40.047,1067
40.072,1057
40.097,996
40.122,875
40.147,757
40.172,700
40.197,705
40.222,733
40.247,754
40.272,759
40.297,743
40.322,699
40.347,635
40.372,577
40.397,550
40.422,551
40.447,552
40.472,528
40.497,470
40.522,376
40.547,235
40.572,40
40.597,-183
40.622,-383
40.647,-510
40.672,-558
40.697,-559
40.722,-549
40.747,-537
40.772,-519
40.797,-497
40.822,-480
40.847,-464
40.872,-417
40.897,-314
40.922,-168
40.947,-31
40.972,46
40.997,64
41.022,62
41.047,71
41.072,86
41.097,83
41.122,70
41.147,97
41.172,201
41.197,350
41.222,450
41.247,425
41.272,290
41.297,141
41.322,69
41.347,89
41.372,140
41.397,164
41.422,149
41.447,120
41.472,74
41.497,-18
41.522,-178
41.547,-356
41.572,-466
41.597,-458
41.622,-368
41.647,-279
41.672,-232
41.697,-189
41.722,-85
41.747,87
41.772,260
41.797,357
41.822,368
41.847,357
41.872,398
41.897,507
41.922,640
41.947,738
41.972,765
41.997,720
42.022,615
42.047,479
42.072,361
42.097,306
42.122,323
42.147,365
42.172,363
42.197,288
42.222,185
42.247,131
42.272,169
42.297,277
42.322,400
42.347,509
42.372,620
42.397,753
42.422,890
42.447,975
42.472,976
42.497,920
42.522,869
42.547,859
42.572,865
42.597,840
42.622,778
42.647,719
42.672,695
42.697,686
42.722,627
42.747,489
42.772,315
42.797,180
42.822,106
42.847,35
42.872,-106
42.897,-331
42.922,-579
42.947,-785
42.972,-940
42.997,-1071
43.022,-1181
43.047,-1235
43.072,-1200
43.097,-1108
43.122,-1036
43.147,-1037
43.172,-1090
43.197,-1127
43.222,-1096
43.247,-997
43.272,-860
43.297,-709
43.322,-558
43.347,-423
43.372,-320
43.397,-244
43.422,-172
43.447,-96
43.472,-40
43.497,-15
43.522,42
43.547,256
43.572,694
43.597,1245
43.622,1646
43.647,1673
43.672,1346
43.697,921
43.722,684
43.747,710
43.772,838
43.797,860
43.822,734
43.847,591
43.872,561
43.897,606
43.922,565
43.947,351
43.972,79
43.997,-16
44.022,194
44.047,612
44.072,997
44.097,1163
44.122,1082
44.147,840
44.172,535
44.197,250
44.222,75
44.247,92
44.272,294
44.297,551
44.322,700
44.347,677
44.372,551
44.397,416
44.422,290
44.447,156
44.472,66
44.497,131
44.522,379
44.547,653
44.572,743
44.597,591
44.622,302
44.647,-85
44.672,-768
44.697,-1964
44.722,-3520
44.747,-4866
44.772,-5541
44.797,-5743
44.822,-6171
44.847,-7126
44.872,-7810
44.897,-6766
44.922,-3259
44.947,1729
44.972,6013
44.997,7868
45.022,7327
45.047,5915
45.072,5203
45.097,5618
45.122,6504
45.147,7077
45.172,7150
45.197,7014
45.222,6881
45.247,6633
45.272,6054
45.297,5144
45.322,4110
45.347,3129
45.372,2232
45.397,1410
45.422,720
45.447,204
45.472,-242
45.497,-833
45.522,-1688
45.547,-2715
45.572,-3718
45.597,-4582
45.622,-5315
45.647,-5922
45.672,-6314
45.697,-6390
45.722,-6157
45.747,-5720
45.772,-5150
45.797,-4425
45.822,-3543
45.847,-2632
45.872,-1896
45.897,-1433
45.922,-1158
45.947,-943
45.972,-780
45.997,-742
46.022,-788
46.047,-689
46.072,-222
46.097,569
46.122,1362
46.147,1851
46.172,2030
46.197,2160
46.222,2458
46.247,2851
46.272,3047
46.297,2835
46.322,2300
46.347,1774
46.372,1585
46.397,1831
46.422,2321
46.447,2689
46.472,2616
46.497,2014
46.522,1078
46.547,127
46.572,-606
46.597,-1093
46.622,-1408
46.647,-1583
46.672,-1586
46.697,-1438
46.722,-1289
46.747,-1301
46.772,-1457
46.797,-1537
46.822,-1317
46.847,-781
46.872,-111
46.897,510
46.922,1028
46.947,1460
46.972,1766
46.997,1872
47.022,1799
47.047,1690
47.072,1674
47.097,1744
47.122,1862
47.147,2142
47.172,2810
47.197,3864
47.222,4821
47.247,4977
47.272,4011
47.297,2306
47.322,568
47.347,-859
47.372,-2227
47.397,-3856
47.422,-5470
47.447,-6223
47.472,-5469
47.497,-3488
47.522,-1343
47.547,-15
47.572,319
47.597,182
47.622,109
47.647,161
47.672,73
47.697,-272
47.722,-669
47.747,-822
47.772,-662
47.797,-354
47.822,-58
47.847,219
47.872,533
47.897,835
47.922,996
47.947,954
47.972,799
47.997,676
48.022,635
48.047,618
48.072,574
48.097,534
48.122,561
48.147,649
48.172,712
48.197,671
48.222,530
48.247,358
48.272,212
48.297,103
48.322,27
48.347,-8
48.372,5
48.397,57
48.422,114
48.447,159
48.472,198
48.497,236
48.522,256
48.547,234
48.572,172
48.597,109
48.622,87
48.647,115
48.672,168
48.697,216
48.722,243
48.747,243
48.772,222
48.797,198
48.822,200
48.847,239
48.872,293
48.897,332
48.922,351
48.947,392
48.972,497
48.997,649
49.022,774
49.047,801
49.072,738
49.097,656
49.122,612
49.147,590
49.172,536
49.197,431
49.222,318
49.247,256
49.272,247
49.297,231
49.322,153
49.347,27
49.372,-77
49.397,-111
49.422,-91
49.447,-76
49.472,-109
49.497,-173
49.522,-221
49.547,-221
49.572,-179
49.597,-128
49.622,-89
49.647,-68
49.672,-56
49.697,-38
49.722,0
49.747,65
49.772,150
49.797,228
49.822,273
49.847,282
49.872,278
49.897,284
49.922,299
49.947,300
49.972,268
49.997,214
50.022,173
50.047,169
50.072,187
50.097,187
50.122,136
50.147,44
50.172,-51
50.197,-109
50.222,-117
50.247,-83
50.272,-28
50.297,34
50.322,92
50.347,133
50.372,143
50.397,120
50.422,80
50.447,46
50.472,37
50.497,44
50.522,44
50.547,18
50.572,-31
50.597,-84
50.622,-121
50.647,-143
50.672,-166
50.697,-198
50.722,-225
50.747,-219
50.772,-172
50.797,-99
50.822,-25
50.847,40
50.872,110
50.897,194
50.922,286
50.947,368
50.972,428
50.997,472
51.022,511
51.047,539
51.072,551
51.097,550
51.122,557
51.147,580
51.172,594
51.197,560
51.222,468
51.247,359
51.272,290
51.297,283
51.322,309
51.347,319
51.372,299
51.397,269
51.422,246
51.447,217
51.472,154
51.497,60
51.522,-13
51.547,-13
51.572,64
51.597,171
51.622,244
51.647,257
51.672,228
51.697,191
51.722,167
51.747,156
51.772,154
51.797,159
51.822,167
51.847,173
51.872,174
51.897,174
51.922,171
51.947,162
51.972,144
51.997,126
52.022,126
52.047,161
52.072,224
52.097,290
52.122,337
52.147,367
52.172,396
52.197,437
52.222,487
52.247,531
52.272,560
52.297,582
52.322,610
52.347,653
52.372,708
52.397,761
52.422,796
52.447,802
52.472,779
52.497,736
52.522,688
52.547,646
52.572,608
52.597,560
52.622,475
52.647,321
52.672,88
52.697,-204
52.722,-502
52.747,-755
52.772,-948
52.797,-1110
52.822,-1273
52.847,-1420
52.872,-1482
52.897,-1404
52.922,-1223
52.947,-1083
52.972,-1145
52.997,-1450
53.022,-1848
53.047,-2070
53.072,-1904
53.097,-1346
53.122,-621
53.147,-32
53.172,237
53.197,228
53.222,142
53.247,166
53.272,334
53.297,531
53.322,634
53.347,632
53.372,640
53.397,786
53.422,1103
53.447,1500
53.472,1845
53.497,2052
53.522,2124
53.547,2139
53.572,2197
53.597,2369
53.622,2649
53.647,2954
53.672,3172
53.697,3251
53.722,3236
53.747,3210
53.772,3192
53.797,3105
53.822,2859
53.847,2468
53.872,2039
53.897,1634
53.922,1154
53.947,412
53.972,-649
53.997,-1824
54.022,-2752
54.047,-3187
54.072,-3175
54.097,-2970
54.122,-2794
54.147,-2700
54.172,-2632
54.197,-2564
54.222,-2538
54.247,-2579
54.272,-2632
54.297,-2608
54.322,-2492
54.347,-2346
54.372,-2213
54.397,-2035
54.422,-1711
54.447,-1240
54.472,-766
54.497,-470
54.522,-401
54.547,-424
54.572,-336
54.597,-9
54.622,546
54.647,1228
54.672,1890
54.697,2379
54.722,2576
54.747,2455
54.772,2111
54.797,1690
54.822,1275
54.847,859
54.872,441
54.897,135
54.922,129
54.947,489
54.972,1034
54.997,1436
55.022,1477
55.047,1216
55.072,899
55.097,715
55.122,660
55.147,615
55.172,510
55.197,386
55.222,303
55.247,250
55.272,161
55.297,10
55.322,-161
55.347,-306
55.372,-434
55.397,-589
55.422,-770
55.447,-900
55.472,-904
55.497,-783
55.522,-620
55.547,-486
55.572,-384
55.597,-275
55.622,-139
55.647,-1
55.672,118
55.697,242
55.722,414
55.747,644
55.772,886
55.797,1075
55.822,1181
55.847,1214
55.872,1207
55.897,1187
55.922,1183
55.947,1227
55.972,1333
55.997,1470
56.022,1568
56.047,1559
56.072,1428
56.097,1220
56.122,1011
56.147,861
56.172,787
56.197,765
56.222,752
56.247,716
56.272,664
56.297,630
56.322,641
56.347,686
56.372,722
56.397,716
56.422,667
56.447,592
56.472,485
56.497,311
56.522,58
56.547,-230
56.572,-469
56.597,-605
56.622,-655
56.647,-678
56.672,-706
56.697,-725
56.722,-721
56.747,-724
56.772,-786
56.797,-908
56.822,-1017
56.847,-1022
56.872,-906
56.897,-735
56.922,-591
56.947,-494
56.972,-406
56.997,-295
57.022,-178
57.047,-98
57.072,-72
57.097,-96
57.122,-180
57.147,-370
57.172,-692
57.197,-1093
57.222,-1454
57.247,-1680
57.272,-1768
57.297,-1785
57.322,-1769
57.347,-1672
57.372,-1418
57.397,-1003
57.422,-529
57.447,-123
57.472,164
57.497,376
57.522,583
57.547,801
57.572,991
57.597,1116
57.622,1181
57.647,1220
57.672,1249
57.697,1257
57.722,1231
57.747,1184
57.772,1142
57.797,1116
57.822,1092
57.847,1050
57.872,993
57.897,941
57.922,903
57.947,871
57.972,831
