df_hash,22ZHK4.E6KA8L
318.816,32.938
319.839,32.938
320.817,32.969
321.880,32.906
322.813,32.906
323.837,32.938
324.812,32.938
325.835,32.969
326.846,33.000
327.834,33.094
328.809,33.094
329.833,33.156
330.808,33.156
331.833,33.219
332.826,33.219
333.831,33.156
334.806,33.125
335.829,33.125
336.804,33.125
337.828,33.094
339.050,33.062
339.827,33.000
340.802,32.969
341.925,33.000
342.898,32.969
343.826,32.969
344.799,33.000
345.826,33.031
346.798,33.000
347.822,33.000
348.797,33.062
349.869,33.062
350.869,33.062
351.819,33.031
352.943,33.062
353.818,33.094
354.793,33.062
355.817,33.094
356.941,33.094
357.822,33.094
358.791,33.094
359.815,33.125
360.790,33.156
361.818,33.156
362.788,33.125
363.865,33.094
364.787,33.125
365.811,33.094
366.835,33.094
367.810,33.125
368.833,33.094
369.857,33.094
370.832,33.062
371.807,33.094
372.838,33.125
373.826,33.156
374.829,33.188
375.805,33.219
376.829,33.219
377.952,33.188
378.827,33.250
379.804,33.250
380.825,33.250
381.800,33.250
382.825,33.219
383.800,33.219
384.823,33.188
385.798,33.156
386.822,33.188
387.819,33.188
388.830,33.188
389.845,33.188
390.820,33.219
391.848,33.250
392.916,33.281
393.794,33.312
394.822,33.312
395.792,33.312
396.816,33.344
397.796,33.312
398.815,33.312
399.790,33.281
400.822,33.281
401.789,33.312
402.812,33.250
403.790,33.250
404.811,33.250
405.886,33.250
406.810,33.219
407.834,33.188
408.812,33.188
409.813,33.188
410.828,33.188
411.783,33.188
412.806,33.219
413.793,33.188
414.809,33.156
415.829,33.156
416.818,33.156
417.863,33.219
418.803,33.250
419.826,33.188
420.801,33.156
421.830,33.125
422.800,33.125
423.824,33.156
424.799,33.188
425.822,33.156
426.797,33.125
427.821,33.094
428.798,33.062
429.820,33.125
430.797,33.125
431.829,33.125
432.794,33.156
434.083,33.156
434.807,33.156
435.816,33.219
436.791,33.250
437.816,33.250
438.790,33.250
439.814,33.281
440.789,33.250
441.848,33.250
442.810,33.250
444.054,33.219
445.081,33.250
445.810,33.250
446.785,33.250
447.808,33.250
448.981,33.250
449.808,33.250
450.783,33.281
451.839,33.312
452.781,33.281
453.805,33.281
454.782,33.281
455.804,33.281
456.779,33.281
457.803,33.281
458.777,33.312
459.852,33.281
460.776,33.281
461.820,33.281
462.824,33.281
463.798,33.312
464.823,33.312
465.846,33.312
466.821,33.312
467.796,33.344
468.820,33.375
469.813,33.406
470.819,33.406
471.794,33.438
472.829,33.531
473.793,33.500
474.816,33.594
476.035,33.594
476.863,33.562
477.796,33.562
478.814,33.500
479.789,33.500
480.812,33.469
481.788,33.469
482.811,33.375
483.883,33.344
484.810,33.250
485.884,33.250
486.860,33.250
487.784,33.281
488.807,33.281
490.614,33.281
490.810,33.281
491.797,33.312
