df_hash,22ZHK4.E6KA8L
436.456,61
437.376,61
438.293,61
439.423,61
440.645,61
441.227,61
442.791,61
443.327,60
444.201,60
445.419,57
446.297,55
447.174,56
448.393,56
449.271,56
450.149,55
451.372,55
452.244,55
453.126,55
454.342,55
455.218,55
456.096,55
457.315,53
458.192,54
459.069,54
460.288,57
461.166,58
462.100,56
463.281,56
464.139,56
465.066,56
466.333,55
467.114,55
468.041,55
469.209,55
470.136,54
471.016,54
472.183,54
473.109,54
473.987,54
475.157,54
476.083,54
476.961,54
478.131,54
479.057,54
479.952,54
481.153,54
482.067,54
482.908,54
484.176,54
485.005,54
485.916,54
487.101,54
487.984,57
488.887,55
490.617,58
490.952,57
491.830,56
