df_hash,22ZHK4.E6KA8L
13.752,0.979
13.782,0.981
13.812,0.974
13.842,0.979
13.872,0.980
13.902,0.977
13.932,0.979
13.962,0.976
13.992,0.973
14.022,0.971
14.052,0.986
14.082,0.982
14.112,0.979
14.142,0.978
14.172,0.976
14.202,0.976
14.232,0.980
14.262,0.978
14.292,0.979
14.322,0.981
14.352,0.981
14.382,0.981
14.412,0.977
14.442,0.976
14.472,0.974
14.502,0.977
14.532,0.981
14.562,0.984
14.592,0.979
14.622,0.976
14.652,0.977
14.682,0.974
14.712,0.984
14.742,0.981
14.772,0.979
14.802,0.976
14.832,0.975
14.862,0.980
14.892,0.979
14.922,0.976
14.952,0.977
14.982,0.983
15.012,0.977
15.042,0.986
15.072,0.987
15.102,0.982
15.132,0.976
15.162,0.978
15.192,0.979
15.222,0.983
15.252,0.979
15.282,0.978
15.312,0.977
15.342,0.981
15.372,0.979
15.402,0.975
15.432,0.980
15.462,0.984
15.492,0.979
15.522,0.982
15.552,0.977
15.582,0.982
15.612,0.983
15.642,0.979
15.672,0.976
15.702,0.976
15.732,0.977
15.762,0.989
15.792,0.985
15.822,0.977
15.852,0.976
15.882,0.981
15.912,0.985
15.942,0.979
15.972,0.975
16.002,0.978
16.032,0.980
16.062,0.979
16.092,0.984
16.122,0.985
16.152,0.982
16.182,0.977
16.212,0.978
16.242,0.979
16.272,0.980
16.302,0.986
16.332,0.980
16.362,0.982
16.392,0.978
16.422,0.983
16.452,0.983
16.482,0.980
16.512,0.980
16.542,0.979
16.572,0.979
16.602,0.984
16.632,0.979
16.662,0.983
16.692,0.979
16.722,0.979
16.752,0.987
16.782,0.983
16.812,0.978
16.842,0.979
16.872,0.981
16.902,0.979
16.932,0.980
16.962,0.978
16.992,0.981
17.022,0.975
17.052,0.983
17.082,0.984
17.112,0.984
17.142,0.978
17.172,0.975
17.202,0.985
17.232,0.980
17.262,0.985
17.292,0.978
17.322,0.978
17.352,0.980
17.382,0.979
17.412,0.985
17.442,0.981
17.472,0.984
17.502,0.981
17.532,0.984
17.562,0.983
17.592,0.980
17.622,0.978
17.652,0.984
17.682,0.986
17.712,0.981
17.742,0.983
17.772,0.983
17.802,0.980
17.832,0.983
17.862,0.988
17.892,0.982
17.922,0.979
17.952,0.974
17.982,0.979
18.012,0.982
18.042,0.978
18.072,0.980
18.102,0.984
18.132,0.983
18.162,0.986
18.192,0.983
18.222,0.980
18.252,0.980
18.282,0.980
18.312,0.986
18.342,0.983
18.372,0.979
18.402,0.987
18.432,0.980
18.462,0.977
18.492,0.989
18.522,0.987
18.552,0.980
18.582,0.979
18.612,0.981
18.642,0.981
18.672,0.983
18.702,0.981
18.732,0.975
18.762,0.981
18.792,0.978
18.822,0.989
18.852,0.986
18.882,0.978
18.912,0.976
18.942,0.984
18.972,0.982
19.002,0.982
19.032,0.980
19.062,0.984
19.092,0.981
19.122,0.981
19.152,0.984
19.182,0.980
19.212,0.981
19.242,0.979
19.272,0.983
19.302,0.981
19.332,0.978
19.362,0.978
19.392,0.982
19.422,0.987
19.452,0.987
19.482,0.979
19.512,0.977
19.542,0.979
19.572,0.983
19.602,0.979
19.632,0.978
19.662,0.979
19.692,0.973
19.722,0.990
19.752,0.987
19.782,0.983
19.812,0.980
19.842,0.980
19.872,0.980
19.902,0.982
19.932,0.981
19.962,0.982
19.992,0.981
20.022,0.979
20.052,0.986
20.082,0.986
20.112,0.980
20.142,0.978
20.172,0.980
20.202,0.977
20.232,0.976
20.262,0.991
20.292,0.981
20.322,0.983
20.352,0.980
20.382,0.984
20.412,0.986
20.442,0.978
20.472,0.979
20.502,0.979
20.532,0.982
20.562,0.980
20.592,0.991
20.622,0.983
20.652,0.979
20.682,0.977
20.712,0.979
20.742,0.983
20.772,0.985
20.802,0.982
20.832,0.978
20.862,0.979
20.892,0.982
20.922,0.985
20.952,0.984
20.982,0.981
21.012,0.984
21.042,0.975
21.072,0.981
21.102,0.979
21.132,0.978
21.162,0.992
21.192,0.981
21.222,0.979
21.252,0.975
21.282,0.982
21.312,0.984
21.342,0.980
21.372,0.980
21.402,0.979
21.432,0.980
21.462,0.981
21.492,0.984
21.522,0.983
21.552,0.974
21.582,0.978
21.612,0.986
21.642,0.980
21.672,0.985
21.702,0.981
21.732,0.977
21.762,0.981
21.792,0.976
21.822,0.985
21.852,0.977
21.882,0.986
21.912,0.979
21.942,0.984
21.972,0.981
22.002,0.983
22.032,0.978
22.062,0.975
22.092,0.994
22.122,0.979
22.152,0.978
22.182,0.974
22.212,0.980
22.242,0.979
22.272,0.987
22.302,0.978
22.332,0.975
22.362,0.975
22.392,0.985
22.422,0.987
22.452,0.983
22.482,0.975
22.512,0.977
22.542,0.984
22.572,0.979
22.602,0.985
22.632,0.981
22.662,0.983
22.692,0.980
22.722,0.989
22.752,0.985
22.782,0.979
22.812,0.979
22.842,0.987
22.872,0.975
22.902,0.975
22.932,0.983
22.962,0.985
22.992,0.983
23.022,0.974
23.052,0.972
23.082,0.981
23.112,0.979
23.142,0.982
23.172,0.981
23.202,0.980
23.232,0.976
23.262,0.985
23.292,0.991
23.322,0.979
23.352,0.979
23.382,0.982
23.412,0.983
23.442,0.980
23.472,0.977
23.502,0.976
23.532,0.978
23.562,0.987
23.592,0.983
23.622,0.981
23.652,0.980
23.682,0.977
23.712,0.982
23.742,0.990
23.772,0.976
23.802,0.980
23.832,0.980
23.862,0.982
23.892,0.981
23.922,0.973
23.952,0.981
23.982,0.975
24.012,0.979
24.042,0.982
24.072,0.986
24.102,0.986
24.132,0.969
24.162,0.964
24.192,0.985
24.222,0.989
24.252,0.979
24.282,0.980
24.312,0.979
24.342,0.977
24.372,0.989
24.402,0.985
24.432,0.970
24.462,0.971
24.492,0.983
24.522,0.983
24.552,0.978
24.582,0.982
24.612,0.982
24.642,0.974
24.672,0.976
24.702,0.972
24.732,0.974
24.762,0.992
24.792,0.981
24.822,0.977
24.852,0.974
24.882,0.981
24.912,0.985
24.942,0.977
24.972,0.972
25.002,0.980
25.032,0.992
25.062,0.980
25.092,0.991
25.122,0.991
25.152,0.977
25.182,0.967
25.212,0.975
25.242,0.982
25.272,0.984
25.302,0.981
25.332,0.979
25.362,0.978
25.392,0.980
25.422,0.977
25.452,0.982
25.482,0.982
25.512,0.982
25.542,0.972
25.572,0.970
25.602,0.982
25.632,0.982
25.662,0.972
25.692,0.976
25.722,0.978
25.752,0.978
25.782,0.976
25.812,0.974
25.842,0.970
25.872,0.969
25.902,0.960
25.932,0.929
25.962,0.951
25.992,0.958
26.022,0.962
26.052,0.969
26.082,0.983
26.112,0.985
26.142,0.990
26.172,0.999
26.202,1.000
26.232,0.988
26.262,0.981
26.292,0.980
26.322,0.979
26.352,0.977
26.382,0.971
26.412,0.959
26.442,0.958
26.472,0.953
26.502,0.959
26.532,0.966
26.562,0.970
26.592,0.971
26.622,0.965
26.652,0.963
26.682,0.964
26.712,0.954
26.742,0.947
26.772,0.954
26.802,0.959
26.832,0.960
26.862,0.963
26.892,0.950
26.922,0.960
26.952,0.958
26.982,0.953
27.012,0.958
27.042,0.948
27.072,0.955
27.102,0.953
27.132,0.959
27.162,0.959
27.192,0.959
27.222,0.959
27.252,0.964
27.282,0.965
27.312,0.957
27.342,0.958
27.372,0.958
27.402,0.958
27.432,0.964
27.462,0.960
27.492,0.965
27.522,0.960
27.552,0.961
27.582,0.953
27.612,0.956
27.642,0.959
27.672,0.956
27.702,0.958
27.732,0.958
27.762,0.962
27.792,0.959
27.822,0.959
27.852,0.957
27.882,0.964
27.912,0.961
27.942,0.959
27.972,0.957
28.002,0.961
28.032,0.960
28.062,0.959
28.092,0.963
28.122,0.962
28.152,0.959
28.182,0.962
28.212,0.967
28.242,0.959
28.272,0.957
28.302,0.958
28.332,0.960
28.362,0.960
28.392,0.965
28.422,0.958
28.452,0.968
28.482,0.969
28.512,0.964
28.542,0.965
28.572,0.964
28.602,0.963
28.632,0.955
28.662,0.952
28.692,0.954
28.722,0.963
28.752,0.963
28.782,0.958
28.812,0.962
28.842,0.957
28.872,0.956
28.902,0.953
28.932,0.963
28.962,0.958
28.992,0.963
29.022,0.958
29.052,0.959
29.082,0.960
29.112,0.964
29.142,0.965
29.172,0.965
29.202,0.968
29.232,0.963
29.262,0.961
29.292,0.955
29.322,0.960
29.352,0.955
29.382,0.961
29.412,0.951
29.442,0.961
29.472,0.954
29.502,0.963
29.532,0.955
29.562,0.957
29.592,0.964
29.622,0.958
29.652,0.958
29.682,0.959
29.712,0.955
29.742,0.962
29.772,0.968
29.802,0.961
29.832,0.961
29.862,0.961
29.892,0.960
29.922,0.958
29.952,0.960
29.982,0.952
30.012,0.956
30.042,0.958
30.072,0.957
30.102,0.958
30.132,0.962
30.162,0.973
30.192,0.972
30.222,0.968
30.252,0.960
30.282,0.948
30.312,0.958
30.342,0.961
30.372,0.951
30.402,0.965
30.432,0.964
30.462,0.948
30.492,0.970
30.522,0.979
30.552,0.981
30.582,0.966
30.612,0.951
30.642,0.951
30.672,0.965
30.702,0.958
30.732,0.959
30.762,0.958
30.792,0.975
30.822,0.958
30.852,0.958
30.882,0.969
30.912,0.957
30.942,0.957
30.972,0.964
31.002,0.958
31.032,0.980
31.062,0.960
31.092,0.959
31.122,0.966
31.152,0.952
31.182,0.960
31.212,0.956
31.242,0.962
31.272,0.956
31.302,0.958
31.332,0.971
31.362,0.961
31.392,0.957
31.422,0.958
31.452,0.955
31.482,0.961
31.512,0.961
31.542,0.957
31.572,0.961
31.602,0.956
31.632,0.960
31.662,0.959
31.692,0.963
31.722,0.961
31.752,0.959
31.782,0.956
31.812,0.951
31.842,0.956
31.872,0.956
31.902,0.958
31.932,0.961
31.962,0.964
31.992,0.963
32.022,0.965
32.052,0.967
32.082,0.959
32.112,0.954
32.142,0.957
32.172,0.960
32.202,0.960
32.232,0.963
32.262,0.966
32.292,0.959
32.322,0.960
32.352,0.958
32.382,0.961
32.412,0.958
32.442,0.963
32.472,0.960
32.502,0.958
32.532,0.960
32.562,0.959
32.592,0.963
32.622,0.963
32.652,0.955
32.682,0.959
32.712,0.958
32.742,0.958
32.772,0.961
32.802,0.957
32.832,0.951
32.862,0.958
32.892,0.965
32.922,0.963
32.952,0.963
32.982,0.959
33.012,0.967
33.042,0.971
33.072,0.982
33.102,0.984
33.132,0.968
33.162,0.967
33.192,0.998
33.222,0.975
33.252,0.944
33.282,0.974
33.312,0.957
33.342,0.932
33.372,0.952
33.402,0.961
33.432,0.940
33.462,0.944
33.492,0.953
33.522,0.951
33.552,0.959
33.582,0.949
33.612,0.953
33.642,0.961
33.672,0.958
33.702,0.961
33.732,0.958
33.762,0.958
33.792,0.951
33.822,0.960
33.852,0.963
33.882,0.965
33.912,0.969
33.942,0.966
33.972,0.962
34.002,0.960
34.032,0.958
34.062,0.959
34.092,0.959
34.122,0.958
34.152,0.964
34.182,0.969
34.212,0.966
34.242,0.963
34.272,0.960
34.302,0.960
34.332,0.960
34.362,0.956
34.392,0.950
34.422,0.962
34.452,0.964
34.482,0.960
34.512,0.960
34.542,0.965
34.572,0.963
34.602,0.966
34.632,0.961
34.662,0.961
34.692,0.971
34.722,0.968
34.752,0.960
34.782,0.957
34.812,0.956
34.842,0.961
34.872,0.962
34.902,0.965
34.932,0.954
34.962,0.954
34.992,0.964
35.022,0.969
35.052,0.966
35.082,0.958
35.112,0.947
35.142,0.947
35.172,0.954
35.202,0.957
35.232,0.964
35.262,0.964
35.292,0.967
35.322,0.960
35.352,0.960
35.382,0.959
35.412,0.949
35.442,0.958
35.472,0.954
35.502,0.955
35.532,0.965
35.562,0.963
35.592,0.957
35.622,0.954
35.652,0.955
35.682,0.957
35.712,0.959
35.742,0.956
35.772,0.940
35.802,0.943
35.832,0.933
35.862,0.937
35.892,0.939
35.922,0.941
35.952,0.952
35.982,0.966
36.012,0.965
36.042,0.979
36.072,0.980
36.102,0.983
36.132,0.981
36.162,0.986
36.192,0.976
36.222,0.955
36.252,0.951
36.282,0.948
36.312,0.952
36.342,0.948
36.372,0.961
36.402,0.958
36.432,0.958
36.462,0.955
36.492,0.952
36.522,0.963
36.552,0.956
36.582,0.958
36.612,0.951
36.642,0.951
36.672,0.975
36.702,0.949
36.732,0.957
36.762,0.962
36.792,0.947
36.822,0.944
36.852,0.949
36.882,0.951
36.912,0.945
36.942,0.951
36.972,0.952
37.002,0.957
37.032,0.958
37.062,0.956
37.092,0.949
37.122,0.955
37.152,0.948
37.182,0.956
37.212,0.995
37.242,0.974
37.272,0.992
37.302,0.962
37.332,0.956
37.362,0.991
37.392,0.982
37.422,0.964
37.452,0.936
37.482,0.915
37.512,0.957
37.542,0.953
37.572,0.945
37.602,0.951
37.632,0.957
37.662,0.948
37.692,0.954
37.722,0.948
37.752,0.943
37.782,0.946
37.812,0.947
37.842,0.944
37.872,0.945
37.902,0.946
37.932,0.938
37.962,0.936
37.992,0.945
38.022,0.967
38.052,0.987
38.082,0.970
38.112,0.972
38.142,0.967
38.172,0.976
38.202,0.982
38.232,0.986
38.262,0.963
38.292,0.953
38.322,0.946
38.352,0.951
38.382,0.959
38.412,0.963
38.442,0.959
38.472,0.954
38.502,0.959
38.532,0.958
38.562,0.960
38.592,0.958
38.622,0.958
38.652,0.970
38.682,0.969
38.712,0.969
38.742,0.961
38.772,0.989
38.802,0.977
38.832,1.000
38.862,0.992
38.892,0.973
38.922,0.979
38.952,0.970
38.982,0.945
39.012,0.965
39.042,0.964
39.072,0.948
39.102,0.967
39.132,0.970
39.162,0.987
39.192,0.992
39.222,0.995
39.252,0.987
39.282,0.980
39.312,0.987
39.342,0.982
39.372,0.980
39.402,0.951
39.432,0.969
39.462,0.967
39.492,0.979
39.522,0.977
39.552,0.965
39.582,0.984
39.612,0.993
39.642,0.964
39.672,0.965
39.702,0.992
39.732,0.985
39.762,0.977
39.792,0.976
39.822,0.978
39.852,0.979
39.882,0.962
39.912,0.957
39.942,0.939
39.972,0.936
40.002,0.976
40.032,0.966
40.062,0.961
40.092,0.967
40.122,0.933
40.152,0.932
40.182,0.944
40.212,0.939
40.242,0.937
40.272,0.941
40.302,0.930
40.332,0.935
40.362,1.009
40.392,0.914
40.422,0.918
40.452,1.007
40.482,0.948
40.512,0.910
40.542,0.954
40.572,0.941
40.602,0.926
40.632,0.953
40.662,0.961
40.692,0.972
40.722,0.964
40.752,0.934
40.782,0.948
40.812,0.971
40.842,0.960
40.872,0.955
40.902,0.956
40.932,0.967
40.962,0.956
40.992,0.960
41.022,0.983
41.052,0.933
41.082,0.929
41.112,0.981
41.142,1.003
41.172,1.021
41.202,1.023
41.232,1.023
41.262,1.021
41.292,0.993
41.322,0.992
41.352,0.955
41.382,0.922
41.412,0.919
41.442,0.892
41.472,1.003
41.502,1.026
41.532,1.018
41.562,1.019
41.592,0.998
41.622,1.013
41.652,1.000
41.682,0.936
41.712,0.994
41.742,1.004
41.772,0.986
41.802,1.008
41.832,0.997
41.862,0.999
41.892,1.017
41.922,1.003
41.952,0.979
41.982,1.006
42.012,1.001
42.042,0.980
42.072,1.000
42.102,0.969
42.132,1.003
42.162,1.000
42.192,1.035
42.222,0.995
42.252,0.998
42.282,0.995
42.312,1.009
42.342,0.981
42.372,1.133
42.402,0.963
42.432,1.005
42.462,0.992
42.492,0.964
42.522,0.989
42.552,1.027
42.582,1.006
42.612,0.988
42.642,0.979
42.672,0.954
42.702,0.910
42.732,0.914
42.762,0.946
42.792,0.993
42.822,0.929
42.852,0.963
42.882,0.886
42.912,0.950
42.942,0.971
42.972,0.997
43.002,1.023
43.032,1.041
43.062,1.034
43.092,0.990
43.122,1.007
43.152,0.957
43.182,0.905
43.212,0.913
43.242,0.921
43.272,0.966
43.302,0.962
43.332,1.000
43.362,0.958
43.392,0.949
43.422,0.944
43.452,0.951
43.482,0.949
43.512,0.938
43.542,0.940
43.572,0.939
43.602,0.924
43.632,0.950
43.662,0.918
43.692,0.957
43.722,0.949
43.752,0.988
43.782,0.980
43.812,0.964
43.842,0.954
43.872,0.935
43.902,0.948
43.932,0.941
43.962,0.970
43.992,0.976
44.022,0.963
44.052,0.954
44.082,0.946
44.112,0.956
44.142,0.964
44.172,0.964
44.202,0.938
44.232,0.947
44.262,0.965
44.292,0.999
44.322,1.005
44.352,0.968
44.382,1.039
44.412,1.002
44.442,0.898
44.472,0.879
44.502,0.892
44.532,0.933
44.562,0.949
44.592,0.944
44.622,0.986
44.652,1.045
44.682,1.011
44.712,0.985
44.742,0.961
44.772,0.980
44.802,0.938
44.832,0.975
44.862,0.979
44.892,0.995
44.922,1.078
44.952,0.985
44.982,1.002
45.012,1.017
45.042,1.002
45.072,1.003
45.102,0.992
45.132,0.969
45.162,0.958
45.192,0.944
45.222,0.924
45.252,0.955
45.282,0.986
45.312,0.973
45.342,0.963
45.372,0.975
45.402,0.977
45.432,0.960
45.462,0.960
45.492,0.965
45.522,0.960
45.552,0.960
45.582,0.944
45.612,0.961
45.642,0.971
45.672,0.970
45.702,0.967
45.732,0.968
45.762,0.971
45.792,0.961
45.822,0.959
45.852,0.952
45.882,0.956
45.912,0.964
45.942,0.966
45.972,0.971
46.002,0.987
46.032,0.967
46.062,0.951
46.092,0.969
46.122,0.966
46.152,0.956
46.182,0.959
46.212,0.964
46.242,0.948
46.272,0.946
46.302,0.959
46.332,0.946
46.362,0.965
46.392,0.955
46.422,0.955
46.452,0.964
46.482,0.962
46.512,0.977
46.542,0.984
46.572,0.973
46.602,0.989
46.632,0.988
46.662,0.972
46.692,0.974
46.722,1.003
46.752,0.988
46.782,0.968
46.812,0.970
46.842,0.969
46.872,0.977
46.902,0.964
46.932,0.988
46.962,0.964
46.992,0.964
47.022,0.970
47.052,0.983
47.082,0.968
47.112,0.956
47.142,0.959
47.172,0.964
47.202,0.976
47.232,0.969
47.262,0.959
47.292,0.952
47.322,0.957
47.352,0.958
47.382,0.969
47.412,0.971
47.442,0.956
47.472,0.965
47.502,0.950
47.532,0.944
47.562,0.963
47.592,0.964
47.622,0.961
47.652,0.948
47.682,0.954
47.712,0.958
47.742,0.957
47.772,0.966
47.802,0.971
47.832,0.958
47.862,0.958
47.892,0.963
47.922,0.948
47.952,0.950
47.982,0.964
48.012,0.969
48.042,0.977
48.072,0.974
48.102,0.973
48.132,0.964
48.162,0.966
48.192,0.952
48.222,0.961
48.252,0.976
48.282,0.965
48.312,0.957
48.342,0.952
48.372,0.959
48.402,0.967
48.432,0.967
48.462,0.964
48.492,0.960
48.522,0.946
48.552,0.956
48.582,0.967
48.612,0.959
48.642,0.957
48.672,0.965
48.702,0.971
48.732,0.963
48.762,0.961
48.792,0.961
48.822,0.961
48.852,0.964
48.882,0.964
48.912,0.964
48.942,0.958
48.972,0.958
49.002,0.974
49.032,0.970
49.062,0.972
49.092,0.960
49.122,0.958
49.152,0.973
49.182,0.975
49.212,0.975
49.242,0.955
49.272,0.948
49.302,0.961
49.332,0.970
49.362,0.979
49.392,0.977
49.422,0.970
49.452,0.959
49.482,0.956
49.512,0.954
49.542,0.958
49.572,0.968
49.602,0.970
49.632,0.970
49.662,0.972
49.692,0.965
49.722,0.966
49.752,0.965
49.782,0.970
49.812,0.970
49.842,0.975
49.872,0.970
49.902,0.969
49.932,0.969
49.962,0.963
49.992,0.959
50.022,0.969
50.052,0.960
50.082,0.958
50.112,0.952
50.142,0.956
50.172,0.967
50.202,0.967
50.232,0.974
50.262,0.975
50.292,0.972
50.322,0.971
50.352,0.985
50.382,0.984
50.412,1.022
50.442,0.982
50.472,0.941
50.502,0.924
50.532,0.903
50.562,0.957
50.592,1.043
50.622,1.044
50.652,0.989
50.682,0.955
50.712,0.946
50.742,0.969
50.772,0.962
50.802,0.963
50.832,0.959
50.862,0.976
50.892,0.998
50.922,0.985
50.952,0.993
50.982,0.995
51.012,1.003
51.042,0.998
51.072,0.986
51.102,0.976
51.132,0.989
51.162,0.964
51.192,0.976
51.222,1.002
51.252,0.979
51.282,0.988
51.312,0.936
51.342,0.936
51.372,0.950
51.402,0.962
51.432,0.990
51.462,1.007
51.492,1.011
51.522,1.004
51.552,0.925
51.582,0.908
51.612,0.916
51.642,0.918
51.672,0.945
51.702,0.985
51.732,0.972
51.762,0.951
51.792,0.966
51.822,0.974
51.852,0.943
51.882,0.964
51.912,1.026
51.942,1.033
51.972,0.990
52.002,0.945
52.032,0.883
52.062,0.914
52.092,0.938
52.122,0.958
52.152,1.014
52.182,1.033
52.212,1.041
52.242,1.022
52.272,0.983
52.302,0.948
52.332,0.936
52.362,0.918
52.392,0.962
52.422,0.982
52.452,0.986
52.482,0.935
52.512,0.927
52.542,0.939
52.572,0.988
52.602,0.979
52.632,0.987
52.662,0.965
52.692,0.946
52.722,0.963
52.752,0.980
52.782,0.977
52.812,0.970
52.842,0.968
52.872,0.948
52.902,0.947
52.932,0.956
52.962,0.961
52.992,0.964
53.022,0.993
53.052,0.998
53.082,0.984
53.112,0.974
53.142,0.979
53.172,0.978
53.202,0.963
53.232,0.972
53.262,0.971
53.292,0.970
53.322,0.978
53.352,0.969
53.382,0.972
53.412,0.984
53.442,0.983
53.472,0.979
53.502,0.968
53.532,0.970
53.562,0.973
53.592,0.974
53.622,0.987
53.652,0.977
53.682,0.977
53.712,0.966
53.742,0.974
53.772,0.968
53.802,0.977
53.832,0.965
53.862,0.968
53.892,0.970
53.922,0.968
53.952,0.972
53.982,0.984
54.012,0.986
54.042,0.981
54.072,0.971
54.102,0.975
54.132,0.966
54.162,0.979
54.192,0.976
54.222,0.973
54.252,0.969
54.282,0.945
54.312,0.963
54.342,0.978
54.372,0.979
54.402,0.974
54.432,0.968
54.462,0.972
54.492,0.973
54.522,0.966
54.552,0.959
54.582,0.958
54.612,0.962
54.642,0.982
54.672,0.988
54.702,0.985
54.732,0.969
54.762,0.950
54.792,0.956
54.822,0.966
54.852,0.972
54.882,0.971
54.912,0.974
54.942,0.977
54.972,0.974
55.002,0.971
55.032,0.971
55.062,0.970
55.092,0.966
55.122,0.973
55.152,0.968
55.182,0.967
55.212,0.981
55.242,0.979
55.272,0.969
55.302,0.966
55.332,0.965
55.362,0.971
55.392,0.968
55.422,0.968
55.452,0.973
55.482,0.971
55.512,0.973
55.542,0.979
55.572,0.974
55.602,0.970
55.632,0.963
55.662,0.969
55.692,0.974
55.722,0.972
55.752,0.973
55.782,0.966
55.812,0.970
55.842,0.970
55.872,0.971
55.902,0.965
55.932,0.968
55.962,0.965
55.992,0.975
56.022,0.972
56.052,0.971
56.082,0.972
56.112,0.970
56.142,0.967
