df_hash,22ZHK4.E6KA8L
260.892,1.002
260.922,1.002
260.952,1.012
260.982,1.012
261.012,1.011
261.042,1.013
261.072,1.014
261.102,1.015
261.132,1.012
261.162,1.012
261.192,1.010
261.222,1.002
261.252,1.009
261.282,1.003
261.312,1.011
261.342,1.018
261.372,1.008
261.402,1.010
261.432,1.012
261.462,1.017
261.492,1.016
261.522,1.023
261.552,1.020
261.582,1.016
261.612,1.008
261.642,1.013
261.672,1.023
261.702,1.062
261.732,1.031
261.762,1.011
261.792,1.011
261.822,0.986
261.852,0.983
261.882,0.986
261.912,1.010
261.942,0.995
261.972,1.006
262.002,1.008
262.032,1.009
262.062,1.010
262.092,1.008
262.122,0.994
262.152,0.997
262.182,0.998
262.212,1.002
262.242,1.002
262.272,1.015
262.302,1.011
262.332,1.012
262.362,1.020
262.392,1.009
262.422,1.007
262.452,1.015
262.482,1.001
262.512,0.986
262.542,1.006
262.572,1.014
262.602,1.003
262.632,1.016
262.662,1.010
262.692,1.011
262.722,1.009
262.752,1.005
262.782,1.004
262.812,0.999
262.842,1.011
262.872,1.011
262.902,1.004
262.932,1.001
262.962,1.005
262.992,1.000
263.022,1.000
263.052,1.002
263.082,1.009
263.112,1.007
263.142,1.004
263.172,1.007
263.202,1.007
263.232,1.006
263.262,1.005
263.292,1.004
263.322,1.000
263.352,1.001
263.382,1.001
263.412,0.991
263.442,1.005
263.472,1.004
263.502,1.001
263.532,0.996
263.562,1.003
263.592,1.010
263.622,1.007
263.652,1.004
263.682,1.015
263.712,1.017
263.742,1.016
263.772,1.020
263.802,1.004
263.832,1.008
263.862,1.007
263.892,1.005
263.922,1.001
263.952,1.005
263.982,0.996
264.012,1.007
264.042,1.001
264.072,1.012
264.102,1.013
264.132,1.010
264.162,1.015
264.192,1.008
264.222,1.004
264.252,1.000
264.282,1.005
264.312,0.999
264.342,1.011
264.372,1.012
264.402,1.012
264.432,1.006
264.462,1.012
264.492,1.008
264.522,1.009
264.552,1.012
264.582,1.005
264.612,1.003
264.642,1.005
264.672,1.006
264.702,1.006
264.732,1.015
264.762,1.012
264.792,1.004
264.822,1.002
264.852,1.009
264.882,1.004
264.912,1.009
264.942,1.012
264.972,0.998
265.002,1.005
265.032,1.007
265.062,1.009
265.092,1.012
265.122,1.007
265.152,1.001
265.182,1.005
265.212,1.006
265.242,1.010
265.272,1.005
265.302,1.006
265.332,1.004
265.362,1.001
265.392,1.001
265.422,1.009
265.452,1.003
265.482,1.001
265.512,1.001
265.542,1.009
265.572,1.001
265.602,1.011
265.632,1.012
265.662,0.999
265.692,1.000
265.722,1.006
265.752,1.017
265.782,1.015
265.812,1.039
265.842,1.024
265.872,1.027
265.902,1.015
265.932,1.001
265.962,0.987
265.992,0.990
266.022,0.974
266.052,0.993
266.082,0.993
266.112,0.987
266.142,0.995
266.172,1.003
266.202,1.009
266.232,1.018
266.262,1.028
266.292,1.029
266.322,1.018
266.352,1.005
266.382,1.001
266.412,0.996
266.442,1.015
266.472,1.012
266.502,1.016
266.532,1.009
266.562,1.012
266.592,1.012
266.622,1.012
266.652,1.011
266.682,1.008
266.712,1.011
266.742,1.011
266.772,1.005
266.802,1.003
266.832,1.009
266.862,1.011
266.892,1.012
266.922,1.015
266.952,1.012
266.982,1.005
267.012,1.009
267.042,1.014
267.072,1.012
267.102,1.010
267.132,1.008
267.162,1.013
267.192,1.018
267.222,1.011
267.252,1.002
267.282,1.006
267.312,1.002
267.342,1.006
267.372,1.013
267.402,1.015
267.432,1.016
267.462,1.009
267.492,1.013
267.522,1.011
267.552,1.006
267.582,1.012
267.612,1.012
267.642,1.006
267.672,1.009
267.702,1.012
267.732,1.011
267.762,1.009
267.792,1.014
267.822,1.020
267.852,1.017
267.882,1.013
267.912,1.004
267.942,1.012
267.972,1.015
268.002,1.000
268.032,1.010
268.062,1.013
268.092,1.021
268.122,1.016
268.152,1.007
268.182,1.007
268.212,1.010
268.242,1.004
268.272,1.007
268.302,1.011
268.332,1.012
268.362,1.014
268.392,1.008
268.422,1.008
268.452,1.003
268.482,1.013
268.512,1.007
268.542,1.009
268.572,1.013
268.602,1.016
268.632,1.016
268.662,1.009
268.692,1.011
268.722,1.009
268.752,1.011
268.782,1.000
268.812,1.005
268.842,1.015
268.872,1.009
268.902,1.011
268.932,1.013
268.962,1.007
268.992,1.015
269.022,1.003
269.052,1.007
269.082,1.009
269.112,1.012
269.142,1.006
269.172,1.016
269.202,1.016
269.232,1.003
269.262,1.004
269.292,0.997
269.322,1.000
269.352,1.001
269.382,1.013
269.412,1.019
269.442,1.014
269.472,1.006
269.502,0.999
269.532,0.999
269.562,1.005
269.592,1.006
269.622,1.023
269.652,1.025
269.682,0.995
269.712,0.994
269.742,1.014
269.772,1.009
269.802,1.005
269.832,1.016
269.862,1.021
269.892,1.021
269.922,1.021
269.952,1.017
269.982,1.020
270.012,1.013
270.042,1.013
270.072,1.015
270.102,1.006
270.132,1.003
270.162,1.019
270.192,1.005
270.222,1.022
270.252,1.012
270.282,1.006
270.312,1.029
270.342,1.015
270.372,1.030
270.402,1.038
270.432,1.019
270.462,1.007
270.492,0.999
270.522,0.993
270.552,1.007
270.582,1.021
270.612,1.011
270.642,1.028
270.672,1.031
270.702,1.019
270.732,1.019
270.762,1.010
270.792,0.999
270.822,1.012
270.852,1.015
270.882,1.004
270.912,1.010
270.942,1.025
270.972,1.027
271.002,1.025
271.032,1.035
271.062,1.014
271.092,1.013
271.122,1.033
271.152,1.031
271.182,1.028
271.212,1.011
271.242,1.023
271.272,1.031
271.302,1.020
271.332,1.031
271.362,1.040
271.392,1.031
271.422,1.023
271.452,1.020
271.482,0.997
271.512,1.017
271.542,1.022
271.572,1.037
271.602,1.036
271.632,1.041
271.662,1.052
271.692,1.054
271.722,1.054
271.752,1.055
271.782,1.052
271.812,1.035
271.842,1.045
271.872,1.024
271.902,1.019
271.932,1.020
271.962,1.033
271.992,1.035
272.022,1.038
272.052,1.041
272.082,1.043
272.112,1.027
272.142,1.021
272.172,1.022
272.202,1.030
272.232,1.034
272.262,1.035
272.292,1.029
272.322,1.033
272.352,1.037
272.382,1.034
272.412,1.023
272.442,1.030
272.472,1.031
272.502,1.032
272.532,1.031
272.562,1.039
272.592,1.032
272.622,1.031
272.652,1.036
272.682,1.031
272.712,1.024
272.742,1.029
272.772,1.026
272.802,1.026
272.832,1.031
272.862,1.029
272.892,1.021
272.922,1.027
272.952,1.030
272.982,1.033
273.012,1.034
273.042,1.041
273.072,1.036
273.102,1.028
273.132,1.024
273.162,1.021
273.192,1.032
273.222,1.027
273.252,1.021
273.282,1.028
273.312,1.033
273.342,1.028
273.372,1.029
273.402,1.020
273.432,1.039
273.462,1.035
273.492,1.032
273.522,1.027
273.552,1.017
273.582,1.025
273.612,1.023
273.642,1.029
273.672,1.023
273.702,1.027
273.732,1.023
273.762,1.026
273.792,1.026
273.822,1.031
273.852,1.037
273.882,1.032
273.912,1.029
273.942,1.028
273.972,1.036
274.002,1.027
274.032,1.027
274.062,1.029
274.092,1.025
274.122,1.028
274.152,1.037
274.182,1.034
274.212,1.037
274.242,1.027
274.272,1.022
274.302,1.024
274.332,1.021
274.362,1.024
274.392,1.029
274.422,1.023
274.452,1.029
274.482,1.029
274.512,1.029
274.542,1.028
274.572,1.022
274.602,1.032
274.632,1.033
274.662,1.037
274.692,1.028
274.722,1.011
274.752,1.013
274.782,1.023
274.812,1.025
274.842,1.032
274.872,1.034
274.902,1.029
274.932,1.025
274.962,1.029
274.992,1.027
275.022,1.033
275.052,1.036
275.082,1.029
275.112,1.021
275.142,1.020
275.172,1.015
275.202,0.993
275.232,0.994
275.262,1.014
275.292,1.030
275.322,1.033
275.352,1.021
275.382,1.029
275.412,1.023
275.442,1.022
275.472,1.028
275.502,1.032
275.532,1.027
275.562,1.030
275.592,1.035
275.622,1.036
275.652,1.031
275.682,1.014
275.712,1.014
275.742,1.021
275.772,1.034
275.802,1.009
275.832,1.018
275.862,1.045
275.892,1.020
275.922,1.028
275.952,1.047
275.982,1.011
276.012,1.019
276.042,1.020
276.072,1.009
276.102,1.015
276.132,1.018
276.162,1.026
276.192,1.030
276.222,1.026
276.252,0.981
276.282,1.103
276.312,1.090
276.342,1.034
276.372,1.020
276.402,1.017
276.432,1.038
276.462,1.013
276.492,1.025
276.522,1.023
276.552,0.996
276.582,1.028
276.612,1.013
276.642,0.997
276.672,0.989
276.702,0.987
276.732,1.008
276.762,1.021
276.792,1.010
276.822,1.023
276.852,0.991
276.882,1.027
276.912,1.006
276.942,1.012
276.972,1.015
277.002,0.995
277.032,1.017
277.062,1.029
277.092,1.024
277.122,1.012
277.152,1.018
277.182,1.015
277.212,1.014
277.242,1.023
277.272,1.005
277.302,1.010
277.332,0.998
277.362,1.005
277.392,1.010
277.422,1.015
277.452,1.013
277.482,1.006
277.512,1.010
277.542,1.013
277.572,1.010
277.602,1.009
277.632,1.015
277.662,1.024
277.692,1.023
277.722,1.003
277.752,1.019
277.782,1.031
277.812,1.014
277.842,1.014
277.872,1.016
277.902,1.008
277.932,1.016
277.962,1.022
277.992,1.019
278.022,1.018
278.052,1.019
278.082,1.016
278.112,1.010
278.142,1.019
278.172,1.018
278.202,1.015
278.232,1.013
278.262,1.013
278.292,1.018
278.322,1.020
278.352,1.016
278.382,1.012
278.412,1.017
278.442,1.014
278.472,1.012
278.502,1.010
278.532,1.017
278.562,1.012
278.592,1.014
278.622,1.009
278.652,1.024
278.682,1.016
278.712,1.025
278.742,1.019
278.772,1.021
278.802,1.009
278.832,1.007
278.862,1.021
278.892,1.031
278.922,1.021
278.952,1.017
278.982,1.010
279.012,1.012
279.042,1.019
279.072,1.021
279.102,1.018
279.132,1.021
279.162,1.009
279.192,1.017
279.222,1.024
279.252,1.021
279.282,1.020
279.312,1.019
279.342,1.019
279.372,1.020
279.402,1.027
279.432,1.013
279.462,1.013
279.492,1.015
279.522,1.019
279.552,1.017
279.582,1.019
279.612,1.026
279.642,1.025
279.672,1.023
279.702,1.032
279.732,1.022
279.762,1.023
279.792,1.027
279.822,1.021
279.852,1.026
279.882,1.022
279.912,1.025
279.942,1.015
279.972,1.038
280.002,1.031
280.032,1.024
280.062,1.022
280.092,1.023
280.122,1.031
280.152,1.028
280.182,1.018
280.212,1.021
280.242,1.030
280.272,1.021
280.302,1.013
280.332,1.024
280.362,1.036
280.392,1.016
280.422,1.016
280.452,1.029
280.482,1.003
280.512,1.017
280.542,1.024
280.572,1.021
280.602,1.009
280.632,1.016
280.662,1.032
280.692,1.030
280.722,1.045
280.752,1.064
280.782,1.061
280.812,1.050
280.842,1.027
280.872,1.009
280.902,0.992
280.932,0.978
280.962,1.001
280.992,0.993
281.022,1.000
281.052,1.009
281.082,1.018
281.112,1.010
281.142,1.010
281.172,1.020
281.202,1.023
281.232,1.014
281.262,1.013
281.292,1.021
281.322,1.014
281.352,0.998
281.382,1.021
281.412,1.021
281.442,1.032
281.472,1.032
281.502,1.013
281.532,1.019
281.562,1.028
281.592,1.013
281.622,1.013
281.652,1.019
281.682,1.018
281.712,1.019
281.742,1.008
281.772,1.026
281.802,1.026
281.832,1.017
281.862,1.025
281.892,1.029
281.922,1.023
281.952,1.026
281.982,1.027
282.012,1.022
282.042,1.019
282.072,1.022
282.102,1.012
282.132,1.033
282.162,1.035
282.192,1.023
282.222,1.023
282.252,1.031
282.282,1.015
282.312,1.028
282.342,1.025
282.372,1.018
282.402,1.020
282.432,1.023
282.462,1.024
282.492,1.030
282.522,1.019
282.552,1.024
282.582,1.027
282.612,1.022
282.642,1.025
282.672,1.025
282.702,1.024
282.732,1.024
282.762,1.019
282.792,1.026
282.822,1.023
282.852,1.018
282.882,1.027
282.912,1.036
282.942,1.027
282.972,1.026
283.002,1.027
283.032,1.021
283.062,1.021
283.092,1.021
283.122,1.021
283.152,1.013
283.182,1.015
283.212,1.034
283.242,1.027
283.272,1.023
283.302,1.032
283.332,1.022
283.362,1.020
283.392,1.022
283.422,1.021
283.452,1.023
283.482,1.020
283.512,1.017
283.542,1.021
283.572,1.025
283.602,1.015
283.632,1.015
283.662,1.017
283.692,1.026
283.722,1.025
283.752,1.024
283.782,1.022
283.812,1.022
283.842,1.023
283.872,1.021
283.902,1.021
283.932,1.022
283.962,1.021
283.992,1.024
284.022,1.018
284.052,1.022
284.082,1.023
284.112,1.018
284.142,1.023
284.172,1.026
284.202,1.014
284.232,1.024
284.262,1.021
284.292,1.018
284.322,1.027
284.352,1.029
284.382,1.020
284.412,1.012
284.442,1.016
284.472,1.021
284.502,1.031
284.532,1.023
284.562,1.021
284.592,1.027
284.622,1.021
284.652,1.028
284.682,1.029
284.712,1.023
284.742,1.021
284.772,1.021
284.802,1.029
284.832,1.032
284.862,1.034
284.892,1.030
284.922,1.023
284.952,1.033
284.982,1.038
285.012,1.047
285.042,1.050
285.072,1.041
285.102,1.049
285.132,1.047
285.162,1.038
285.192,1.041
285.222,1.023
285.252,1.013
285.282,0.997
285.312,1.021
285.342,1.006
285.372,1.008
285.402,1.004
285.432,0.994
285.462,0.999
285.492,0.988
285.522,1.005
285.552,1.023
285.582,1.008
285.612,1.018
285.642,1.000
285.672,1.005
285.702,1.000
285.732,0.989
285.762,1.001
285.792,1.003
285.822,1.002
285.852,1.013
285.882,1.005
285.912,1.008
285.942,1.016
285.972,1.010
286.002,1.026
286.032,1.002
286.062,0.956
286.092,0.989
286.122,1.040
286.152,1.009
286.182,0.988
286.212,1.003
286.242,0.977
286.272,1.012
286.302,1.011
286.332,1.036
286.362,1.041
286.392,1.015
286.422,1.043
286.452,1.036
286.482,1.020
286.512,1.034
286.542,1.066
286.572,1.040
286.602,1.029
286.632,1.021
286.662,1.027
286.692,1.035
286.722,1.063
286.752,1.082
286.782,1.071
286.812,1.070
286.842,1.059
286.872,1.048
286.902,1.054
286.932,1.059
286.962,1.045
286.992,1.034
287.022,1.041
287.052,1.045
287.082,1.035
287.112,1.035
287.142,1.042
287.172,1.029
287.202,1.034
287.232,1.036
287.262,1.029
287.292,1.021
287.322,1.014
287.352,1.029
287.382,1.028
287.412,1.025
287.442,1.027
287.472,1.041
287.502,1.034
287.532,1.036
287.562,1.024
287.592,1.036
287.622,1.035
287.652,1.040
287.682,1.037
287.712,1.031
287.742,1.040
287.772,1.029
287.802,1.024
287.832,1.022
287.862,1.023
287.892,1.024
287.922,1.016
287.952,1.033
287.982,1.030
288.012,1.021
288.042,1.015
288.072,1.024
288.102,1.029
288.132,1.030
288.162,1.049
288.192,1.061
288.222,1.052
288.252,1.038
288.282,1.015
288.312,0.997
288.342,0.984
288.372,0.982
288.402,0.997
288.432,1.014
288.462,1.023
288.492,1.051
288.522,1.069
288.552,1.071
288.582,1.054
288.612,1.023
288.642,1.018
288.672,1.017
288.702,1.015
288.732,1.015
288.762,1.034
288.792,1.031
288.822,1.035
288.852,1.021
288.882,1.021
288.912,1.036
288.942,1.040
288.972,1.032
289.002,1.033
289.032,1.020
289.062,1.030
289.092,1.018
289.122,1.024
289.152,1.030
289.182,1.033
289.212,1.031
289.242,1.034
289.272,1.020
289.302,1.020
289.332,1.036
289.362,1.033
289.392,1.026
289.422,1.023
289.452,1.029
289.482,1.024
289.512,1.028
289.542,1.030
289.572,1.027
289.602,1.039
289.632,1.051
289.662,1.036
289.692,1.023
289.722,1.030
289.752,1.033
289.782,1.024
289.812,1.020
289.842,1.036
289.872,1.033
289.902,1.016
289.932,1.037
289.962,1.028
289.992,1.034
290.022,1.011
290.052,1.048
290.082,1.036
290.112,1.022
290.142,1.032
290.172,1.028
290.202,1.021
290.232,1.027
290.262,1.032
290.292,1.020
290.322,1.026
290.352,1.035
290.382,1.023
290.412,1.038
290.442,1.036
290.472,1.030
290.502,1.036
290.532,1.033
290.562,1.032
290.592,1.039
290.622,1.028
290.652,1.026
290.682,1.029
290.712,1.036
290.742,1.035
290.772,1.036
290.802,1.022
290.832,1.028
290.862,1.020
290.892,1.032
290.922,1.040
290.952,1.044
290.982,1.028
291.012,1.038
291.042,1.037
291.072,1.026
291.102,1.020
291.132,1.020
291.162,1.021
291.192,1.014
291.222,1.021
291.252,1.024
291.282,1.011
291.312,1.017
291.342,1.006
291.372,0.994
291.402,0.998
291.432,0.999
291.462,1.003
291.492,0.973
291.522,1.005
291.552,1.013
291.582,0.988
291.612,1.006
291.642,1.059
291.672,1.048
291.702,1.097
291.732,1.124
291.762,1.111
291.792,1.130
291.822,1.133
291.852,1.072
291.882,1.069
291.912,1.082
291.942,1.075
291.972,1.113
292.002,1.104
292.032,1.104
292.062,1.103
292.092,1.083
292.122,1.048
292.152,1.025
292.182,0.999
292.212,1.001
292.242,0.990
292.272,0.973
292.302,1.019
292.332,1.019
292.362,1.015
292.392,1.031
292.422,1.012
292.452,1.014
292.482,1.023
292.512,0.988
292.542,1.006
292.572,1.029
292.602,1.035
292.632,1.031
292.662,1.018
292.692,1.008
292.722,1.035
292.752,1.055
292.782,1.045
292.812,1.034
292.842,1.010
292.872,0.963
292.902,0.981
292.932,0.979
292.962,0.974
292.992,0.960
293.022,1.004
293.052,0.999
293.082,1.022
293.112,1.043
293.142,1.047
293.172,1.040
293.202,1.033
293.232,1.021
293.262,1.044
293.292,1.039
293.322,1.028
293.352,1.031
293.382,1.032
293.412,1.021
293.442,1.024
293.472,1.039
293.502,1.036
293.532,1.034
293.562,1.028
293.592,1.031
293.622,1.027
293.652,1.017
293.682,1.032
293.712,1.034
293.742,1.026
293.772,1.033
293.802,1.039
293.832,1.051
293.862,1.028
293.892,0.999
293.922,1.015
293.952,1.031
293.982,1.037
294.012,1.020
294.042,1.021
294.072,1.044
294.102,1.038
294.132,1.023
294.162,1.037
294.192,1.042
294.222,1.042
294.252,1.037
294.282,1.041
294.312,1.052
294.342,1.051
294.372,1.057
294.402,1.057
294.432,1.045
294.462,1.055
294.492,1.054
294.522,1.056
294.552,1.044
294.582,1.041
294.612,1.024
294.642,1.016
294.672,1.035
294.702,1.018
294.732,1.017
294.762,1.019
294.792,1.002
294.822,1.006
294.852,1.015
294.882,1.024
294.912,1.025
294.942,1.024
294.972,1.024
295.002,1.033
295.032,1.029
295.062,1.022
295.092,1.020
295.122,1.022
295.152,1.018
295.182,1.001
295.212,1.012
295.242,1.029
295.272,1.028
295.302,1.032
295.332,1.030
295.362,1.023
295.392,1.023
295.422,1.030
295.452,1.026
295.482,1.020
295.512,1.012
295.542,1.021
295.572,1.027
295.602,1.014
295.632,1.000
295.662,1.020
295.692,1.016
295.722,1.025
295.752,1.031
295.782,1.020
295.812,1.017
295.842,1.018
295.872,1.038
295.902,1.039
295.932,1.042
295.962,1.039
295.992,1.021
296.022,1.037
296.052,1.023
296.082,1.019
296.112,1.035
296.142,1.019
296.172,1.008
296.202,0.989
296.232,1.013
296.262,1.018
296.292,0.989
296.322,0.997
296.352,1.029
296.382,1.040
296.412,1.000
296.442,1.001
296.472,1.103
296.502,1.013
296.532,1.052
296.562,1.048
296.592,1.005
296.622,1.017
296.652,1.026
296.682,1.026
296.712,1.017
296.742,1.026
296.772,1.020
296.802,1.020
296.832,1.030
296.862,1.021
296.892,1.024
296.922,1.034
296.952,1.014
296.982,1.012
297.012,1.028
297.042,1.038
297.072,1.035
297.102,1.015
297.132,1.014
297.162,1.026
297.192,1.021
297.222,1.013
297.252,1.025
297.282,1.043
297.312,1.047
297.342,1.031
297.372,1.019
297.402,1.013
297.432,1.035
297.462,1.036
297.492,1.034
297.522,1.035
297.552,1.036
297.582,1.030
297.612,1.038
297.642,1.046
297.672,1.030
297.702,1.012
297.732,1.032
297.762,1.049
297.792,1.032
297.822,1.057
297.852,1.040
297.882,1.040
297.912,1.037
297.942,1.047
297.972,1.049
298.002,1.034
298.032,1.036
298.062,1.036
298.092,1.050
298.122,1.034
298.152,1.043
298.182,1.062
298.212,1.050
298.242,1.033
298.272,1.034
298.302,1.038
298.332,1.044
298.362,1.037
298.392,1.033
298.422,1.014
298.452,0.989
298.482,1.026
298.512,1.017
298.542,1.064
298.572,1.056
298.602,1.052
298.632,1.061
298.662,1.021
298.692,1.058
298.722,1.059
298.752,1.046
298.782,1.016
298.812,1.015
298.842,1.013
298.872,1.027
298.902,1.035
298.932,1.053
298.962,1.045
298.992,1.021
299.022,1.012
299.052,1.029
299.082,1.048
299.112,1.007
299.142,1.017
299.172,1.045
299.202,1.031
299.232,1.025
299.262,0.999
299.292,1.045
299.322,1.040
299.352,1.024
299.382,1.017
299.412,1.043
299.442,1.032
299.472,1.036
299.502,1.038
299.532,1.030
299.562,1.021
299.592,1.037
299.622,1.021
299.652,1.038
299.682,1.035
299.712,1.021
299.742,1.017
299.772,1.024
299.802,1.049
299.832,1.059
299.862,1.056
299.892,1.049
299.922,1.034
299.952,1.034
299.982,1.034
300.012,1.031
300.042,1.028
300.072,1.026
300.102,1.029
300.132,1.031
300.162,1.048
300.192,1.053
300.222,1.034
300.252,1.020
300.282,1.030
300.312,1.037
300.342,1.024
300.372,1.021
300.402,1.046
300.432,1.040
300.462,1.031
300.492,1.038
300.522,1.039
300.552,1.037
300.582,1.032
300.612,1.034
300.642,1.026
300.672,1.038
300.702,1.050
300.732,1.033
300.762,1.040
300.792,1.038
300.822,1.029
300.852,1.037
300.882,1.040
300.912,1.035
300.942,1.022
300.972,1.042
301.002,1.041
301.032,1.024
301.062,1.025
301.092,1.021
301.122,1.021
301.152,1.024
301.182,1.034
301.212,1.043
301.242,1.034
301.272,1.034
301.302,1.037
301.332,1.034
301.362,1.029
301.392,1.033
301.422,1.024
301.452,1.027
301.482,1.024
301.512,1.046
301.542,1.012
301.572,1.001
301.602,1.003
301.632,1.020
301.662,1.027
301.692,1.022
301.722,1.030
301.752,1.026
301.782,1.042
301.812,1.033
301.842,1.029
301.872,1.033
301.902,1.055
301.932,1.070
301.962,1.039
301.992,1.034
302.022,1.042
302.052,1.022
302.082,1.014
302.112,1.035
302.142,1.029
302.172,1.035
302.202,1.025
302.232,1.026
302.262,1.049
302.292,1.054
302.322,1.051
302.352,1.031
302.382,1.051
302.412,1.038
302.442,1.024
302.472,1.023
302.502,1.021
302.532,1.030
302.562,1.041
302.592,1.076
302.622,1.074
302.652,1.022
302.682,1.036
302.712,1.046
302.742,1.028
302.772,1.010
302.802,1.057
302.832,1.044
302.862,1.039
302.892,1.046
302.922,1.035
302.952,1.046
302.982,1.035
303.012,1.025
303.042,1.032
303.072,1.033
303.102,1.021
303.132,1.031
303.162,1.062
303.192,1.044
303.222,1.065
303.252,1.039
303.282,1.048
303.312,1.036
303.342,1.046
303.372,1.047
303.402,1.047
303.432,1.036
303.462,1.031
303.492,1.040
303.522,1.042
303.552,1.048
303.582,1.053
303.612,1.047
303.642,1.032
303.672,1.034
303.702,1.038
303.732,1.037
303.762,1.048
303.792,1.045
303.822,1.038
303.852,1.023
303.882,1.027
303.912,1.024
303.942,1.014
303.972,1.027
304.002,1.027
304.032,1.023
304.062,1.028
304.092,1.021
304.122,1.021
304.152,1.028
304.182,1.020
304.212,1.033
304.242,1.030
304.272,1.024
304.302,1.030
304.332,1.037
304.362,1.021
304.392,1.028
304.422,1.037
304.452,1.039
304.482,1.042
304.512,1.053
304.542,1.039
304.572,1.036
304.602,1.035
304.632,1.032
304.662,1.029
304.692,1.028
304.722,1.025
304.752,1.039
304.782,1.049
304.812,1.035
304.842,1.036
304.872,1.033
304.902,1.039
304.932,1.036
304.962,1.028
304.992,1.033
305.022,1.027
305.052,1.016
305.082,1.023
305.112,1.028
305.142,1.023
305.172,1.034
305.202,1.031
305.232,1.043
305.262,1.034
305.292,1.033
305.322,1.025
305.352,1.037
305.382,1.034
305.412,1.024
305.442,1.029
305.472,1.032
305.502,1.027
305.532,1.010
305.562,1.021
305.592,1.035
305.622,1.037
305.652,1.036
305.682,1.035
305.712,1.036
305.742,1.029
305.772,1.032
305.802,1.011
305.832,1.024
305.862,1.032
305.892,1.033
305.922,1.053
305.952,1.033
305.982,1.021
306.012,1.048
306.042,1.039
306.072,1.028
306.102,1.045
306.132,1.033
306.162,1.032
306.192,1.031
306.222,1.008
306.252,0.990
306.282,1.014
306.312,1.010
306.342,1.066
306.372,1.068
306.402,1.067
306.432,1.050
306.462,1.045
306.492,1.013
306.522,0.999
306.552,1.008
306.582,1.005
306.612,1.011
306.642,1.020
306.672,1.032
306.702,1.029
306.732,1.003
306.762,0.990
306.792,0.979
306.822,0.992
306.852,1.010
306.882,1.000
306.912,1.004
306.942,1.027
306.972,1.015
307.002,1.020
307.032,1.010
307.062,1.002
307.092,0.994
307.122,0.993
307.152,1.000
307.182,0.993
307.212,1.008
307.242,1.006
307.272,1.002
307.302,1.000
307.332,0.985
307.362,0.980
307.392,1.000
307.422,1.008
307.452,1.005
307.482,1.005
307.512,1.008
307.542,1.005
307.572,1.011
307.602,1.009
307.632,1.003
307.662,1.005
307.692,1.009
307.722,1.013
307.752,1.021
307.782,1.002
307.812,0.997
307.842,0.999
307.872,1.011
307.902,1.021
307.932,1.013
307.962,1.014
307.992,1.016
308.022,1.012
308.052,1.011
308.082,1.013
308.112,0.997
308.142,1.004
308.172,1.012
308.202,1.002
308.232,1.004
308.262,1.004
308.292,1.002
308.322,1.002
308.352,1.003
308.382,1.004
308.412,1.012
308.442,1.014
308.472,1.010
308.502,1.001
308.532,1.016
308.562,1.006
308.592,1.002
308.622,0.997
308.652,1.002
308.682,0.999
308.712,1.004
308.742,1.020
308.772,1.011
308.802,1.014
308.832,1.006
308.862,1.014
308.892,1.011
308.922,1.014
308.952,1.010
308.982,1.009
309.012,1.010
309.042,0.994
309.072,1.001
309.102,1.011
309.132,0.996
309.162,0.997
309.192,1.007
309.222,1.012
309.252,1.015
309.282,1.000
309.312,0.998
309.342,1.010
309.372,1.020
309.402,1.004
309.432,1.008
309.462,1.006
309.492,0.991
309.522,0.994
309.552,1.011
309.582,1.016
309.612,1.030
309.642,1.013
309.672,1.007
309.702,1.013
309.732,1.006
309.762,1.000
309.792,0.999
309.822,1.010
309.852,1.015
309.882,1.015
309.912,1.010
309.942,1.006
309.972,1.014
310.002,1.003
310.032,1.006
310.062,1.011
310.092,1.007
310.122,1.004
310.152,1.008
310.182,1.015
310.212,1.013
310.242,1.021
310.272,1.019
310.302,1.017
310.332,1.008
310.362,1.023
310.392,1.020
310.422,1.006
310.452,1.007
310.482,1.009
310.512,0.994
310.542,0.996
310.572,1.005
310.602,1.002
310.632,1.000
310.662,1.003
310.692,1.010
310.722,1.014
310.752,1.013
310.782,1.013
310.812,1.008
310.842,1.016
310.872,1.038
310.902,1.038
310.932,1.031
310.962,1.029
310.992,0.994
311.022,1.020
311.052,1.032
311.082,1.007
311.112,1.014
311.142,1.007
311.172,0.995
311.202,1.024
311.232,1.016
311.262,1.024
311.292,1.038
311.322,1.042
311.352,1.031
311.382,1.009
311.412,1.002
311.442,0.982
311.472,0.994
311.502,1.002
311.532,1.015
311.562,1.009
311.592,1.025
311.622,1.039
311.652,1.009
311.682,1.006
311.712,1.029
311.742,0.999
311.772,1.073
311.802,1.004
311.832,1.010
311.862,1.006
311.892,1.006
311.922,1.020
311.952,1.022
311.982,1.019
312.012,1.033
312.042,1.015
312.072,1.025
312.102,1.016
312.132,1.018
312.162,1.027
312.192,1.021
312.222,1.029
312.252,1.023
312.282,1.002
312.312,1.031
312.342,1.030
312.372,1.034
312.402,1.028
312.432,1.033
312.462,1.052
312.492,1.026
312.522,1.022
312.552,1.034
312.582,1.037
312.612,1.019
312.642,1.032
312.672,1.022
312.702,1.023
312.732,1.029
312.762,1.031
312.792,1.037
312.822,1.043
312.852,1.032
312.882,1.027
312.912,1.033
312.942,1.033
312.972,1.027
313.002,1.024
313.032,1.027
313.062,1.021
313.092,1.024
313.122,1.025
313.152,1.026
313.182,1.029
313.212,1.026
313.242,1.030
313.272,1.042
