df_hash,22ZHK4.E6KA8L
437.379,3
438.500,0
439.427,0
440.649,9
441.230,7
442.801,0
443.521,32
444.228,0
445.423,37
446.300,36
447.178,0
448.397,0
449.279,18
450.156,20
451.708,18
452.248,17
453.220,0
454.346,22
455.221,6
456.110,3
457.325,45
458.195,31
459.073,35
460.292,51
461.169,34
462.144,31
463.288,30
464.143,0
465.069,29
466.339,54
467.130,44
468.046,57
469.213,61
470.139,61
471.065,21
472.187,11
473.113,13
473.991,7
475.161,9
476.087,0
476.965,0
478.134,0
479.060,24
479.955,22
481.157,0
482.070,23
482.912,13
484.179,0
485.008,11
486.031,13
487.105,15
488.274,32
489.103,17
490.621,24
490.957,24
491.833,19
