df_hash,22ZHK4.A59L8C
14.191,1.010
14.221,1.009
14.251,1.002
14.281,1.015
14.311,1.007
14.341,1.007
14.371,1.010
14.401,0.999
14.431,1.013
14.461,1.016
14.491,0.999
14.521,1.008
14.551,1.009
14.581,1.005
14.611,1.008
14.641,1.011
14.671,1.005
14.701,1.002
14.731,1.010
14.761,1.009
14.791,1.006
14.821,1.010
14.851,1.008
14.881,1.006
14.911,1.011
14.941,1.009
14.971,1.009
15.001,1.009
15.031,1.014
15.061,1.005
15.091,1.005
15.121,1.012
15.151,1.002
15.181,1.006
15.211,1.009
15.241,1.004
15.271,1.011
15.301,1.018
15.331,1.001
15.361,1.011
15.391,1.015
15.421,1.001
15.451,1.006
15.481,1.009
15.511,1.011
15.541,1.008
15.571,1.012
15.601,1.004
15.631,1.009
15.661,1.010
15.691,1.006
15.721,1.008
15.751,1.007
15.781,1.004
15.811,1.013
15.841,1.007
15.871,1.005
15.901,1.012
15.931,1.011
15.961,1.011
15.991,1.005
16.021,1.006
16.051,1.010
16.081,1.013
16.111,1.005
16.141,1.009
16.171,1.014
16.201,1.003
16.231,1.021
16.261,1.014
16.291,0.999
16.321,1.003
16.351,0.999
16.381,1.003
16.411,1.009
16.441,1.016
16.471,1.017
16.501,1.014
16.531,1.006
16.561,1.000
16.591,1.008
16.621,1.008
16.651,1.015
16.681,1.038
16.711,1.015
16.741,1.011
16.771,1.000
16.801,0.999
16.831,0.987
16.861,1.001
16.891,1.008
16.921,0.997
16.951,1.001
16.981,1.026
17.011,1.025
17.041,1.012
17.071,0.982
17.101,1.003
17.131,1.015
17.161,1.014
17.191,1.007
17.221,1.004
17.251,1.016
17.281,1.014
17.311,1.000
17.341,1.012
17.371,1.023
17.401,1.005
17.431,0.993
17.461,1.011
17.491,1.009
17.521,1.010
17.551,1.014
17.581,1.025
17.611,1.016
17.641,0.987
17.671,1.000
17.701,1.008
17.731,1.018
17.761,1.043
17.791,1.027
17.821,1.012
17.851,1.008
17.881,1.007
17.911,1.001
17.941,1.008
17.971,1.010
18.001,1.021
18.031,1.029
18.061,1.013
18.091,1.015
18.121,1.017
18.151,1.016
18.181,1.012
18.211,1.023
18.241,1.011
18.271,1.013
18.301,1.006
18.331,1.014
18.361,1.021
18.391,1.017
18.421,1.019
18.451,1.010
18.481,1.014
18.511,1.017
18.541,1.011
18.571,1.005
18.601,1.017
18.631,1.019
18.661,1.014
18.691,1.021
18.721,1.016
18.751,1.017
18.781,1.025
18.811,1.015
18.841,0.998
18.871,1.009
18.901,1.017
18.931,1.006
18.961,1.008
18.991,1.021
19.021,1.021
19.051,1.010
19.081,1.006
19.111,1.007
19.141,1.019
19.171,1.023
19.201,1.024
19.231,1.009
19.261,1.004
19.291,1.008
19.321,1.016
19.351,1.020
19.381,1.020
19.411,1.018
19.441,1.007
19.471,1.002
19.501,1.010
19.531,1.022
19.561,1.015
19.591,1.006
19.621,1.019
19.651,1.018
19.681,1.005
19.711,1.005
19.741,1.009
19.771,1.015
19.801,1.015
19.831,1.006
19.861,1.014
19.891,1.022
19.921,1.019
19.951,1.019
19.981,1.021
20.011,1.015
20.041,1.011
20.071,1.021
20.101,1.029
20.131,1.028
20.161,1.010
20.191,0.998
20.221,1.000
20.251,1.006
20.281,1.024
20.311,1.009
20.341,1.018
20.371,1.022
20.401,1.018
20.431,1.007
20.461,1.015
20.491,1.021
20.521,1.007
20.551,1.015
20.581,1.016
20.611,1.018
20.641,1.022
20.671,1.006
20.701,1.012
20.731,1.020
20.761,1.008
20.791,1.017
20.821,1.029
20.851,1.016
20.881,1.012
20.911,1.012
20.941,1.018
20.971,1.021
21.001,1.015
21.031,1.011
21.061,1.019
21.091,1.016
21.121,1.013
21.151,1.017
21.181,1.018
21.211,1.023
21.241,1.019
21.271,1.013
21.301,1.014
21.331,1.025
21.361,1.024
21.391,1.001
21.421,1.018
21.451,1.001
21.481,1.003
21.511,1.028
21.541,1.016
21.571,1.022
21.601,1.019
21.631,1.016
21.661,1.014
21.691,1.018
21.721,1.024
21.751,1.024
21.781,0.985
21.811,1.011
21.841,1.007
21.871,1.027
21.901,1.022
21.931,1.021
21.961,1.003
21.991,1.000
22.021,1.002
22.051,1.013
22.081,1.024
22.111,1.007
22.141,1.004
22.171,0.995
22.201,1.012
22.231,1.023
22.261,1.008
22.291,1.009
22.321,1.007
22.351,1.006
22.381,1.025
22.411,1.029
22.441,1.027
22.471,1.013
22.501,1.007
22.531,0.996
22.561,1.002
22.591,1.017
22.621,1.016
22.651,0.984
22.681,1.001
22.711,1.016
22.741,1.008
22.771,0.995
22.801,1.017
22.831,1.014
22.861,0.987
22.891,1.026
22.921,1.039
22.951,1.048
22.981,1.034
23.011,1.005
23.041,0.982
23.071,0.979
23.101,1.000
23.131,0.987
23.161,0.972
23.191,1.011
23.221,1.003
23.251,0.993
23.281,1.010
23.311,1.026
23.341,1.020
23.371,1.028
23.401,1.034
23.431,1.002
23.461,1.009
23.491,1.018
23.521,1.002
23.551,0.978
23.581,0.968
23.611,0.997
23.641,1.019
23.671,1.018
23.701,1.002
23.731,0.979
23.761,0.956
23.791,0.974
23.821,1.023
23.851,1.034
23.881,1.031
23.911,1.038
23.941,1.051
23.971,1.023
24.001,0.977
24.031,0.985
24.061,1.008
24.091,1.015
24.121,1.002
24.151,1.002
24.181,1.010
24.211,1.019
24.241,0.970
24.271,0.974
24.301,0.991
24.331,1.001
24.361,1.023
24.391,1.010
24.421,1.006
24.451,1.029
24.481,1.046
24.511,1.024
24.541,1.032
24.571,1.035
24.601,0.986
24.631,0.973
24.661,0.993
24.691,1.003
24.721,0.984
24.751,0.989
24.781,1.017
24.811,1.013
24.841,1.008
24.871,1.028
24.901,1.045
24.931,1.008
24.961,0.962
24.991,1.006
25.021,1.026
25.051,0.994
25.081,0.981
25.111,1.007
25.141,1.011
25.171,1.043
25.201,1.022
25.231,0.995
25.261,0.990
25.291,1.018
25.321,1.032
25.351,1.021
25.381,1.032
25.411,1.028
25.441,0.989
25.471,0.973
25.501,0.982
25.531,1.029
25.561,1.016
25.591,1.002
25.621,1.000
25.651,1.021
25.681,1.019
25.711,1.031
25.741,1.014
25.771,0.997
25.801,0.990
25.831,0.987
25.861,1.010
25.891,1.031
25.921,1.021
25.951,1.020
25.981,1.021
26.011,1.034
26.041,1.019
26.071,1.021
26.101,1.053
26.131,1.028
26.161,0.983
26.191,0.998
26.221,1.017
26.251,1.000
26.281,0.989
26.311,1.008
26.341,1.011
26.371,1.006
26.401,1.031
26.431,1.025
26.461,1.007
26.491,1.004
26.521,1.032
26.551,1.045
26.581,1.038
26.611,1.014
26.641,1.003
26.671,1.011
26.701,1.071
26.731,1.127
26.761,1.039
26.791,0.940
26.821,0.954
26.851,0.948
26.881,0.971
26.911,0.998
26.941,1.040
26.971,1.063
27.001,1.074
27.031,1.069
27.061,1.028
27.091,1.006
27.121,1.008
27.151,1.013
27.181,1.025
27.211,1.019
27.241,1.022
27.271,1.031
27.301,1.041
27.331,0.984
27.361,0.979
27.391,1.001
27.421,1.005
27.451,1.049
27.481,1.034
27.511,1.019
27.541,1.014
27.571,1.021
27.601,1.021
27.631,1.012
27.661,1.004
27.691,0.995
27.721,1.009
27.751,1.055
27.781,1.071
27.811,1.048
27.841,1.040
27.871,1.031
27.901,1.002
27.931,0.979
27.961,0.995
27.991,1.007
28.021,1.010
28.051,1.021
28.081,1.025
28.111,1.019
28.141,1.007
28.171,1.012
28.201,1.029
28.231,1.048
28.261,1.038
28.291,1.038
28.321,1.014
28.351,1.003
28.381,1.009
28.411,1.018
28.441,1.023
28.471,1.021
28.501,1.021
28.531,1.020
28.561,1.011
28.591,0.987
28.621,1.013
28.651,1.021
28.681,1.014
28.711,1.020
28.741,1.016
28.771,1.051
28.801,1.067
28.831,1.018
28.861,0.984
28.891,0.972
28.921,0.955
28.951,0.970
28.981,1.004
29.011,1.034
29.041,1.029
29.071,1.034
29.101,1.070
29.131,1.024
29.161,0.965
29.191,0.991
29.221,1.012
29.251,1.019
29.281,1.024
29.311,1.013
29.341,0.997
29.371,1.007
29.401,1.036
29.431,1.045
29.461,1.025
29.491,1.017
29.521,1.010
29.551,1.006
29.581,1.002
29.611,0.982
29.641,0.974
29.671,0.985
29.701,0.997
29.731,1.004
29.761,1.020
29.791,1.033
29.821,1.036
29.851,1.019
29.881,1.029
29.911,1.016
29.941,0.995
29.971,1.004
30.001,1.003
30.031,0.996
30.061,1.006
30.091,1.032
30.121,1.052
30.151,1.052
30.181,1.023
30.211,0.995
30.241,0.985
30.271,0.989
30.301,0.986
30.331,0.994
30.361,1.014
30.391,1.023
30.421,1.014
30.451,1.010
30.481,1.006
30.511,1.012
30.541,1.001
30.571,1.000
30.601,1.020
30.631,1.017
30.661,1.005
30.691,1.009
30.721,1.014
30.751,1.020
30.781,1.014
30.811,1.013
30.841,1.004
30.871,0.994
30.901,0.996
30.931,1.005
30.961,1.019
30.991,1.016
31.021,1.022
31.051,1.023
31.081,1.009
31.111,1.015
31.141,1.019
31.171,1.012
31.201,1.013
31.231,1.008
31.261,1.006
31.291,1.014
31.321,1.019
31.351,1.012
31.381,1.011
31.411,1.006
31.441,1.015
31.471,1.017
31.501,1.003
31.531,1.005
31.561,1.009
31.591,1.009
31.621,1.020
31.651,1.014
31.681,1.006
31.711,1.006
31.741,1.014
31.771,1.014
31.801,1.008
31.831,1.013
31.861,1.010
31.891,1.014
31.921,1.009
31.951,1.012
31.981,1.016
32.011,1.011
32.041,1.015
32.071,1.011
32.101,1.006
32.131,1.009
32.161,1.005
32.191,1.010
32.221,1.011
32.251,1.012
32.281,1.012
32.311,1.010
32.341,1.012
32.371,1.014
32.401,1.012
32.431,1.006
32.461,1.014
32.491,1.011
32.521,1.004
32.551,1.016
32.581,1.013
32.611,1.008
32.641,1.015
32.671,1.010
32.701,1.009
32.731,1.016
32.761,1.010
32.791,1.007
32.821,1.008
32.851,1.010
32.881,1.012
32.911,1.013
32.941,1.011
32.971,1.012
33.001,1.009
33.031,1.005
33.061,1.013
33.091,1.014
33.121,1.005
33.151,1.013
33.181,1.009
33.211,1.005
33.241,1.018
33.271,1.020
33.301,1.011
33.331,1.012
33.361,1.013
33.391,1.007
33.421,1.014
33.451,1.009
33.481,1.007
33.511,1.012
33.541,1.013
33.571,1.017
33.601,1.019
33.631,1.010
33.661,1.013
33.691,1.011
33.721,1.007
33.751,1.017
33.781,1.006
33.811,1.012
33.841,1.014
33.871,1.012
33.901,1.006
33.931,1.013
33.961,1.013
33.991,1.012
34.021,1.016
34.051,1.012
34.081,1.005
34.111,1.006
34.141,1.010
34.171,1.015
34.201,1.010
34.231,1.015
34.261,1.016
34.291,1.011
34.321,1.014
34.351,1.015
34.381,1.001
34.411,1.016
34.441,1.016
34.471,1.006
34.501,1.011
34.531,1.010
34.561,1.016
34.591,1.010
34.621,1.013
34.651,1.014
34.681,1.010
34.711,1.006
34.741,1.015
34.771,1.009
34.801,1.006
34.831,1.015
34.861,1.015
34.891,1.013
34.921,1.007
34.951,1.010
34.981,1.015
35.011,1.012
35.041,1.010
35.071,1.013
35.101,1.013
35.131,1.020
35.161,1.008
35.191,1.013
35.221,1.011
35.251,1.010
35.281,1.015
35.311,1.015
35.341,1.011
35.371,1.015
35.401,1.014
35.431,1.010
35.461,1.009
35.491,1.006
35.521,1.011
35.551,1.020
35.581,1.011
35.611,1.009
35.641,1.015
35.671,1.012
35.701,1.010
35.731,1.008
35.761,1.005
35.791,1.014
35.821,1.017
35.851,1.010
35.881,1.012
35.911,1.017
35.941,1.009
35.971,1.015
36.001,1.018
36.031,1.006
36.061,1.008
36.091,1.020
36.121,1.013
36.151,1.007
36.181,1.019
36.211,1.007
36.241,1.010
36.271,1.011
36.301,1.014
36.331,1.010
36.361,1.017
36.391,1.012
36.421,1.013
36.451,1.015
36.481,1.008
36.511,1.016
36.541,1.013
36.571,1.010
36.601,1.013
36.631,1.018
36.661,1.013
36.691,1.008
36.721,1.019
36.751,1.015
36.781,1.009
36.811,1.016
36.841,1.013
36.871,1.011
36.901,1.011
36.931,1.012
36.961,1.018
36.991,1.017
37.021,1.009
37.051,1.011
37.081,1.020
37.111,1.016
37.141,1.009
37.171,1.010
37.201,1.013
37.231,1.017
37.261,1.008
37.291,1.018
37.321,1.012
37.351,1.012
37.381,1.014
37.411,1.013
37.441,1.013
37.471,1.012
37.501,1.010
37.531,1.018
37.561,1.015
37.591,1.008
37.621,1.015
37.651,1.017
37.681,1.013
37.711,1.014
37.741,1.016
37.771,1.011
37.801,1.007
37.831,1.016
37.861,1.011
37.891,1.009
37.921,1.014
37.951,1.020
37.981,1.008
38.011,1.015
38.041,1.021
38.071,1.001
38.101,1.018
38.131,1.016
38.161,1.009
38.191,1.013
38.221,1.009
38.251,1.013
38.281,1.017
38.311,1.011
38.341,1.014
38.371,1.018
38.401,1.011
38.431,1.014
38.461,1.012
38.491,1.008
38.521,1.009
38.551,1.012
38.581,1.015
38.611,1.014
38.641,1.015
38.671,1.016
38.701,1.012
38.731,1.013
38.761,1.014
38.791,1.011
38.821,1.018
38.851,1.014
38.881,1.008
38.911,1.012
38.941,1.008
38.971,1.018
39.001,1.017
39.031,1.010
39.061,1.017
39.091,1.015
39.121,1.013
39.151,1.013
39.181,1.013
39.211,1.021
39.241,1.013
39.271,1.007
39.301,1.012
39.331,1.013
39.361,1.018
39.391,1.015
39.421,1.013
39.451,1.015
39.481,1.015
39.511,1.011
39.541,1.015
39.571,1.014
39.601,1.016
39.631,1.008
39.661,1.013
39.691,1.018
39.721,1.012
39.751,1.015
39.781,1.013
39.811,1.014
39.841,1.021
39.871,1.013
39.901,1.009
39.931,1.018
39.961,1.015
39.991,1.008
40.021,1.017
40.051,1.013
40.081,1.004
40.111,1.018
40.141,1.021
40.171,1.014
40.201,1.010
40.231,1.019
40.261,1.015
40.291,1.008
40.321,1.013
40.351,1.017
40.381,1.006
40.411,1.019
40.441,1.014
40.471,1.012
40.501,1.015
40.531,1.010
40.561,1.017
40.591,1.014
40.621,1.010
40.651,1.016
40.681,1.020
40.711,1.010
40.741,1.014
40.771,1.011
40.801,1.011
40.831,1.010
40.861,1.017
40.891,1.012
40.921,1.010
40.951,1.014
40.981,1.016
41.011,1.013
41.041,1.013
41.071,1.007
41.101,1.012
41.131,1.022
41.161,1.015
41.191,1.006
41.221,1.013
41.251,1.009
41.281,1.012
41.311,1.021
41.341,1.018
41.371,1.011
41.401,1.013
41.431,1.016
41.461,1.014
41.491,1.014
41.521,1.010
41.551,1.017
41.581,1.012
41.611,1.016
41.641,1.016
41.671,1.016
41.701,1.015
41.731,1.012
41.761,1.017
41.791,1.013
41.821,1.008
41.851,1.016
41.881,1.015
41.911,1.015
41.941,1.016
41.971,1.014
42.001,1.014
42.031,1.016
42.061,1.020
42.091,1.010
42.121,1.013
42.151,1.018
42.181,1.012
42.211,1.010
42.241,1.008
42.271,1.016
42.301,1.017
42.331,1.012
42.361,1.018
42.391,1.017
42.421,1.012
42.451,1.015
42.481,1.013
42.511,1.015
42.541,1.020
42.571,1.015
42.601,1.006
42.631,1.022
42.661,1.014
42.691,1.006
42.721,1.021
42.751,1.012
42.781,1.011
42.811,1.016
42.841,1.010
42.871,1.013
42.901,1.014
42.931,1.011
42.961,1.011
42.991,1.013
43.021,1.018
43.051,1.017
43.081,1.014
43.111,1.015
43.141,1.015
43.171,1.010
43.201,1.013
43.231,1.017
43.261,1.008
43.291,1.017
43.321,1.011
43.351,1.014
43.381,1.018
43.411,1.010
43.441,1.012
43.471,1.009
43.501,1.011
43.531,1.017
43.561,1.013
43.591,1.011
43.621,1.014
43.651,1.017
43.681,1.007
43.711,1.017
43.741,1.019
43.771,1.005
43.801,1.017
43.831,1.022
43.861,1.007
43.891,1.007
43.921,1.020
43.951,1.016
43.981,1.007
44.011,1.016
44.041,1.019
44.071,1.009
44.101,1.017
44.131,1.016
44.161,1.008
44.191,1.015
44.221,1.019
44.251,1.014
44.281,1.014
44.311,1.013
44.341,1.011
44.371,1.021
44.401,1.007
44.431,1.021
44.461,1.010
44.491,1.006
44.521,1.012
44.551,1.011
44.581,1.015
44.611,1.014
44.641,1.009
44.671,1.014
44.701,1.020
44.731,1.009
44.761,1.017
44.791,1.013
44.821,1.012
44.851,1.020
44.881,1.016
44.911,1.010
44.941,1.010
44.971,1.013
45.001,1.013
45.031,1.012
45.061,1.014
45.091,1.018
45.121,1.017
45.151,1.014
45.181,1.011
45.211,1.012
45.241,1.013
45.271,1.011
45.301,1.011
45.331,1.016
45.361,1.012
45.391,1.010
45.421,1.019
45.451,1.016
45.481,1.010
45.511,1.018
45.541,1.017
45.571,1.014
45.601,1.014
45.631,1.014
45.661,1.015
45.691,1.013
45.721,1.009
45.751,1.019
45.781,1.016
45.811,1.009
45.841,1.014
45.871,1.015
45.901,1.011
45.931,1.021
45.961,1.017
45.991,1.009
46.021,1.021
46.051,1.015
46.081,1.010
46.111,1.017
46.141,1.013
46.171,1.015
46.201,1.018
46.231,1.014
46.261,1.017
46.291,1.013
46.321,1.016
46.351,1.009
46.381,1.018
46.411,1.021
46.441,1.007
46.471,1.010
46.501,1.018
46.531,1.013
46.561,1.012
46.591,1.016
46.621,1.018
46.651,1.014
46.681,1.014
46.711,1.015
46.741,1.014
46.771,1.008
46.801,1.018
46.831,1.015
46.861,1.011
46.891,1.017
46.921,1.017
46.951,1.013
46.981,1.013
47.011,1.021
47.041,1.014
47.071,1.007
47.101,1.015
47.131,1.012
47.161,1.008
47.191,1.016
47.221,1.017
47.251,1.012
47.281,1.015
47.311,1.017
47.341,1.009
47.371,1.008
47.401,1.011
47.431,1.014
47.461,1.014
47.491,1.016
47.521,1.015
47.551,1.019
47.581,1.014
47.611,1.013
47.641,1.016
47.671,1.012
47.701,1.013
47.731,1.017
47.761,1.017
47.791,1.014
47.821,1.021
47.851,1.015
47.881,1.012
47.911,1.012
47.941,1.017
47.971,1.014
48.001,1.007
48.031,1.020
48.061,1.024
48.091,1.013
48.121,1.019
48.151,1.016
48.181,1.007
48.211,1.005
48.241,1.017
48.271,1.026
48.301,1.017
48.331,1.019
48.361,1.018
48.391,1.019
48.421,1.019
48.451,1.020
48.481,1.023
48.511,1.021
48.541,1.021
48.571,1.017
48.601,1.015
48.631,1.020
48.661,1.027
48.691,1.019
48.721,1.032
48.751,1.028
48.781,1.022
48.811,1.026
48.841,1.027
48.871,1.023
48.901,1.033
48.931,1.032
48.961,1.028
48.991,1.028
49.021,1.029
49.051,1.042
49.081,1.023
49.111,1.011
49.141,1.030
49.171,1.039
49.201,1.038
49.231,1.033
49.261,1.027
49.291,1.024
49.321,1.022
49.351,1.024
49.381,1.024
49.411,1.026
49.441,1.029
49.471,1.022
49.501,1.026
49.531,1.014
49.561,1.021
49.591,1.023
49.621,1.027
49.651,1.037
49.681,1.034
49.711,1.029
49.741,1.030
49.771,1.032
49.801,1.025
49.831,1.033
49.861,1.035
49.891,1.027
49.921,1.025
49.951,1.028
49.981,1.027
50.011,1.031
50.041,1.030
50.071,1.029
50.101,1.027
50.131,1.032
50.161,1.029
50.191,1.025
50.221,1.031
50.251,1.028
50.281,1.026
50.311,1.026
50.341,1.022
50.371,1.035
50.401,1.028
50.431,1.026
50.461,1.027
50.491,1.026
50.521,1.033
50.551,1.036
50.581,1.023
50.611,1.023
50.641,1.025
50.671,1.022
50.701,1.024
50.731,1.025
50.761,1.028
50.791,1.036
50.821,1.029
50.851,1.024
50.881,1.025
50.911,1.027
50.941,1.037
50.971,1.029
51.001,1.031
51.031,1.034
51.061,1.022
51.091,1.026
51.121,1.026
51.151,1.030
51.181,1.033
51.211,1.025
51.241,1.021
51.271,1.027
51.301,1.028
51.331,1.025
51.361,1.032
51.391,1.028
51.421,1.027
51.451,1.028
51.481,1.025
51.511,1.025
51.541,1.026
51.571,1.024
51.601,1.031
51.631,1.035
51.661,1.026
51.691,1.031
51.721,1.030
51.751,1.019
51.781,1.033
51.811,1.030
51.841,1.022
51.871,1.029
51.901,1.031
51.931,1.024
51.961,1.023
51.991,1.034
52.021,1.028
52.051,1.027
52.081,1.029
52.111,1.029
52.141,1.021
52.171,1.027
52.201,1.025
52.231,1.031
52.261,1.028
52.291,1.025
52.321,1.025
52.351,1.031
52.381,1.030
52.411,1.029
52.441,1.031
52.471,1.029
52.501,1.018
52.531,1.034
52.561,1.028
52.591,1.022
52.621,1.033
52.651,1.028
52.681,1.027
52.711,1.032
52.741,1.031
52.771,1.025
52.801,1.029
52.831,1.032
52.861,1.026
52.891,1.025
52.921,1.025
52.951,1.027
52.981,1.030
53.011,1.031
53.041,1.031
53.071,1.031
53.101,1.029
53.131,1.026
53.161,1.028
53.191,1.028
53.221,1.024
53.251,1.034
53.281,1.031
53.311,1.024
53.341,1.027
53.371,1.024
53.401,1.029
53.431,1.028
53.461,1.025
53.491,1.021
53.521,1.027
53.551,1.031
53.581,1.028
53.611,1.029
53.641,1.027
53.671,1.026
53.701,1.031
53.731,1.026
53.761,1.029
53.791,1.027
53.821,1.023
53.851,1.028
53.881,1.025
53.911,1.027
53.941,1.026
53.971,1.031
54.001,1.033
54.031,1.028
54.061,1.027
54.091,1.030
54.121,1.027
54.151,1.028
54.181,1.029
54.211,1.019
54.241,1.029
54.271,1.029
54.301,1.028
54.331,1.029
54.361,1.031
54.391,1.030
54.421,1.027
54.451,1.025
54.481,1.025
54.511,1.029
54.541,1.028
54.571,1.023
54.601,1.026
54.631,1.029
54.661,1.022
54.691,1.031
54.721,1.032
54.751,1.023
54.781,1.028
54.811,1.032
54.841,1.025
54.871,1.021
54.901,1.033
54.931,1.035
54.961,1.021
54.991,1.028
55.021,1.031
55.051,1.031
55.081,1.021
55.111,1.033
55.141,1.026
55.171,1.026
55.201,1.033
55.231,1.024
55.261,1.022
55.291,1.030
55.321,1.033
55.351,1.019
55.381,1.032
55.411,1.033
55.441,1.025
55.471,1.026
55.501,1.030
55.531,1.028
55.561,1.026
55.591,1.033
55.621,1.025
55.651,1.029
55.681,1.030
55.711,1.024
55.741,1.025
55.771,1.028
55.801,1.023
55.831,1.027
55.861,1.034
55.891,1.026
55.921,1.024
55.951,1.028
55.981,1.030
56.011,1.032
56.041,1.026
56.071,1.027
56.101,1.028
56.131,1.028
56.161,1.029
56.191,1.033
56.221,1.031
56.251,1.024
56.281,1.024
56.311,1.024
56.341,1.021
56.371,1.022
56.401,1.029
56.431,1.026
56.461,1.028
56.491,1.035
56.521,1.025
56.551,1.025
56.581,1.025
56.611,1.027
