df_hash,22ZHK4.S8EAUS
429.485,72
430.412,70
431.581,69
432.459,69
433.385,70
434.555,72
435.481,71
436.359,74
437.529,72
438.455,72
439.333,67
440.503,66
441.429,65
442.307,66
443.525,66
444.412,73
445.306,77
446.504,73
447.376,73
448.254,72
449.473,71
450.350,71
451.276,73
452.447,74
453.346,73
454.250,72
455.420,71
456.346,70
457.224,70
458.394,74
459.320,77
460.198,78
461.416,76
462.294,74
463.172,72
464.393,71
465.271,70
466.194,69
467.367,69
468.251,69
469.168,69
470.779,69
471.215,70
472.142,70
473.312,71
474.241,73
475.115,75
476.285,73
477.211,73
478.091,73
479.336,73
480.185,72
481.104,71
482.281,72
483.159,73
484.037,74
485.365,75
486.133,76
487.063,77
488.229,76
489.136,76
490.033,68
491.203,63
492.129,60
493.007,60
494.179,62
495.152,64
495.980,66
497.199,64
498.087,69
498.955,67
500.173,66
501.058,61
501.999,59
503.213,58
504.024,58
504.951,59
506.120,61
506.998,62
507.924,63
509.146,64
510.024,64
510.923,64
512.217,63
512.994,63
513.872,63
515.091,63
515.970,54
516.896,50
518.064,53
518.958,54
519.868,53
521.052,52
