df_hash,22ZHK4.S8EAUS
349.438,490
349.730,785
349.743,290
349.920,10
350.169,120
350.949,275
351.681,740
352.509,770
353.338,805
354.174,870
355.093,830
355.314,800
355.726,290
356.116,435
356.409,480
357.096,270
357.922,745
358.752,830
359.578,810
360.314,745
360.845,710
361.528,675
362.270,690
362.941,660
363.773,665
364.457,710
365.184,890
366.257,720
367.232,1020
367.524,1020
367.526,260
368.207,10
369.035,740
369.474,775
369.477,430
369.484,15
369.767,15
370.449,280
371.375,765
372.116,765
372.837,750
373.910,805
375.038,1080
376.043,1090
376.689,990
377.615,795
378.541,840
379.522,955
380.444,995
381.320,905
382.003,840
382.832,755
383.818,850
384.635,920
385.339,830
386.293,815
387.462,930
388.535,1110
389.657,1130
390.631,1070
391.607,995
392.442,950
393.459,960
394.239,920
395.214,885
396.189,920
397.070,990
397.847,870
398.676,815
399.602,850
400.235,810
401.210,765
401.893,860
402.721,805
403.842,845
404.818,1060
405.793,1065
406.622,930
407.639,840
408.426,895
409.401,955
410.086,890
410.912,765
411.643,765
412.472,780
413.301,745
414.275,850
415.250,985
416.082,1015
416.908,920
417.736,795
418.565,805
419.446,840
420.271,885
421.100,805
421.930,805
422.909,895
423.735,930
424.415,845
425.147,725
425.975,750
426.966,815
427.926,945
428.852,955
429.583,970
430.434,820
431.241,775
432.073,800
432.946,885
433.634,805
434.311,725
434.994,690
435.969,735
436.944,915
437.773,960
438.779,955
439.041,875
439.625,370
440.406,530
441.234,895
441.965,735
442.502,680
443.331,685
444.061,730
444.992,805
445.866,905
446.714,885
447.523,880
448.351,840
449.329,805
449.863,780
450.741,785
451.690,825
452.544,900
453.574,930
454.348,890
455.032,815
455.713,740
456.444,710
457.273,740
457.956,785
458.784,795
460.054,795
460.639,880
461.566,905
462.246,850
463.078,800
464.054,845
464.927,950
465.756,945
466.584,850
467.418,830
468.406,870
469.216,945
469.899,845
470.923,725
471.020,1005
472.457,690
473.117,740
473.946,785
474.635,720
475.359,690
476.334,700
477.309,1035
477.313,1000
477.992,10
478.820,685
479.503,810
480.676,795
481.410,850
482.038,840
482.866,770
483.598,775
484.232,780
485.288,685
485.938,755
486.916,885
487.997,1020
488.961,1080
490.279,1065
491.060,1050
491.886,975
492.869,905
493.690,900
494.567,840
495.395,890
496.088,770
496.761,715
497.736,735
498.862,990
499.978,1105
500.959,1065
501.928,1035
502.903,1005
503.878,965
504.756,940
505.705,940
506.515,895
507.638,925
508.610,995
509.436,1005
510.265,925
511.044,820
511.385,710
511.850,330
512.945,490
514.944,1100
516.846,1940
516.859,1965
516.862,10
516.968,10
517.089,230
517.093,10
518.656,1495
518.893,140
519.944,265
519.949,950
520.307,10
520.316,435
521.428,15
