df_hash,22ZHK4.S8EAUS
14.306,0.996
14.336,1.002
14.366,0.984
14.396,0.993
14.426,1.002
14.456,0.989
14.486,0.986
14.516,0.992
14.546,0.995
14.576,0.993
14.606,0.997
14.636,0.994
14.666,0.989
14.696,0.988
14.726,0.974
14.756,0.967
14.786,1.010
14.816,1.001
14.846,1.008
14.876,1.016
14.906,1.021
14.936,1.004
14.966,1.001
14.996,1.008
15.026,1.002
15.056,1.002
15.086,0.997
15.116,0.987
15.146,0.990
15.176,0.996
15.206,0.995
15.236,0.999
15.266,0.993
15.296,0.993
15.326,0.993
15.356,0.994
15.386,0.994
15.416,1.007
15.446,1.002
15.476,1.002
15.506,0.996
15.536,0.994
15.566,0.993
15.596,0.998
15.626,0.995
15.656,0.996
15.686,0.996
15.716,1.001
15.746,1.006
15.776,1.002
15.806,0.992
15.836,0.984
15.866,1.005
15.896,1.007
15.926,0.990
15.956,0.992
15.986,0.983
16.016,0.995
16.046,0.990
16.076,0.995
16.106,0.999
16.136,0.995
16.166,1.000
16.196,0.995
16.226,1.002
16.256,1.002
16.286,0.996
16.316,1.003
16.346,0.997
16.376,0.994
16.406,0.999
16.436,0.993
16.466,0.997
16.496,1.003
16.526,0.999
16.556,0.991
16.586,1.001
16.616,1.010
16.646,1.003
16.676,1.000
16.706,0.992
16.736,0.982
16.766,0.997
16.796,1.004
16.826,1.000
16.856,0.998
16.886,0.996
16.916,1.002
16.946,1.000
16.976,0.995
17.006,0.996
17.036,1.001
17.066,1.000
17.096,1.001
17.126,1.001
17.156,1.003
17.186,0.997
17.216,1.005
17.246,1.000
17.276,1.000
17.306,0.995
17.336,0.987
17.366,1.001
17.396,1.008
17.426,1.008
17.456,1.008
17.486,1.004
17.516,1.005
17.546,1.003
17.576,0.995
17.606,1.019
17.636,1.060
17.666,1.006
17.696,0.966
17.726,0.981
17.756,1.005
17.786,1.001
17.816,1.013
17.846,1.006
17.876,0.995
17.906,0.990
17.936,0.993
17.966,0.989
17.996,0.997
18.026,1.013
18.056,1.023
18.086,1.036
18.116,1.042
18.146,1.027
18.176,1.050
18.206,1.051
18.236,1.033
18.266,1.020
18.296,1.011
18.326,1.015
18.356,1.028
18.386,1.039
18.416,1.035
18.446,1.021
18.476,1.009
18.506,0.996
18.536,0.981
18.566,0.988
18.596,1.006
18.626,1.016
18.656,1.020
18.686,1.013
18.716,1.027
18.746,1.042
18.776,1.024
18.806,1.012
18.836,1.012
18.866,1.033
18.896,1.038
18.926,1.023
18.956,1.019
18.986,1.016
19.016,1.024
19.046,1.020
19.076,1.010
19.106,1.004
19.136,1.018
19.166,1.011
19.196,1.019
19.226,1.044
19.256,1.033
19.286,1.021
19.316,1.019
19.346,1.016
19.376,1.021
19.406,1.018
19.436,1.019
19.466,1.017
19.496,1.027
19.526,1.025
19.556,1.021
19.586,1.027
19.616,1.020
19.646,1.014
19.676,1.017
19.706,1.018
19.736,1.021
19.766,1.027
19.796,1.031
19.826,1.041
19.856,1.041
19.886,1.029
19.916,1.026
19.946,1.028
19.976,1.025
20.006,1.028
20.036,1.026
20.066,1.024
20.096,1.023
20.126,1.031
20.156,1.031
20.186,1.027
20.216,1.022
20.246,1.018
20.276,1.027
20.306,1.027
20.336,1.024
20.366,1.031
20.396,1.018
20.426,1.026
20.456,1.032
20.486,1.026
20.516,1.024
20.546,1.025
20.576,1.027
20.606,1.023
20.636,1.026
20.666,1.025
20.696,1.029
20.726,1.025
20.756,1.032
20.786,1.025
20.816,1.026
20.846,1.033
20.876,1.031
20.906,1.022
20.936,1.020
20.966,1.023
20.996,1.025
21.026,1.025
21.056,1.022
21.086,1.027
21.116,1.025
21.146,1.026
21.176,1.026
21.206,1.030
21.236,1.033
21.266,1.025
21.296,1.023
21.326,1.031
21.356,1.026
21.386,1.029
21.416,1.030
21.446,1.031
21.476,1.029
21.506,1.029
21.536,1.021
21.566,1.034
21.596,1.037
21.626,1.030
21.656,1.023
21.686,1.021
21.716,1.025
21.746,1.029
21.776,1.023
21.806,1.029
21.836,1.023
21.866,1.029
21.896,1.029
21.926,1.025
21.956,1.028
21.986,1.024
22.016,1.024
22.046,1.028
22.076,1.032
22.106,1.027
22.136,1.026
22.166,1.028
22.196,1.025
22.226,1.023
22.256,1.029
22.286,1.021
22.316,1.026
22.346,1.033
22.376,1.026
22.406,1.031
22.436,1.021
22.466,1.025
22.496,1.026
22.526,1.031
22.556,1.028
22.586,1.016
22.616,1.026
22.646,1.028
22.676,1.025
22.706,1.024
22.736,1.026
22.766,1.023
22.796,1.028
22.826,1.031
22.856,1.025
22.886,1.027
22.916,1.031
22.946,1.026
22.976,1.024
23.006,1.024
23.036,1.026
23.066,1.028
23.096,1.030
23.126,1.024
23.156,1.017
23.186,1.030
23.216,1.041
23.246,1.029
23.276,1.024
23.306,1.021
23.336,1.030
23.366,1.028
23.396,1.026
23.426,1.021
23.456,1.018
23.486,1.028
23.516,1.033
23.546,1.025
23.576,1.026
23.606,1.025
23.636,1.021
23.666,1.028
23.696,1.032
23.726,1.026
23.756,1.024
23.786,1.025
23.816,1.025
23.846,1.024
23.876,1.022
23.906,1.024
23.936,1.029
23.966,1.024
23.996,1.028
24.026,1.031
24.056,1.024
24.086,1.024
24.116,1.021
24.146,1.030
24.176,1.026
24.206,1.020
24.236,1.022
24.266,1.034
24.296,1.040
24.326,1.025
24.356,1.022
24.386,1.020
24.416,1.030
24.446,1.026
24.476,1.031
24.506,1.021
24.536,1.015
24.566,1.032
24.596,1.029
24.626,1.021
24.656,1.024
24.686,1.023
24.716,1.029
24.746,1.031
24.776,1.030
24.806,1.027
24.836,1.022
24.866,1.023
24.896,1.026
24.926,1.034
24.956,1.043
24.986,1.034
25.016,1.041
25.046,1.035
25.076,1.047
25.106,1.050
25.136,1.030
25.166,1.018
25.196,1.031
25.226,1.028
25.256,1.026
25.286,1.007
25.316,0.994
25.346,0.977
25.376,0.959
25.406,0.962
25.436,0.980
25.466,0.999
25.496,0.991
25.526,0.993
25.556,0.984
25.586,1.004
25.616,1.008
25.646,1.017
25.676,1.030
25.706,1.027
25.736,1.010
25.766,1.000
25.796,1.000
25.826,1.018
25.856,1.021
25.886,1.022
25.916,1.022
25.946,1.020
25.976,1.027
26.006,1.048
26.036,1.051
26.066,1.049
26.096,1.049
26.126,1.043
26.156,1.017
26.186,0.979
26.216,0.986
26.246,1.020
26.276,1.058
26.306,1.054
26.336,1.052
26.366,1.060
26.396,1.066
26.426,1.055
26.456,1.050
26.486,1.054
26.516,1.058
26.546,1.042
26.576,1.040
26.606,1.042
26.636,1.036
26.666,1.021
26.696,1.030
26.726,1.046
26.756,1.047
26.786,1.051
26.816,1.058
26.846,1.067
26.876,1.062
26.906,1.061
26.936,1.051
26.966,1.046
26.996,1.044
27.026,1.043
27.056,1.053
27.086,1.041
27.116,1.036
27.146,1.046
27.176,1.044
27.206,1.049
27.236,1.039
27.266,1.042
27.296,1.045
27.326,1.041
27.356,1.040
27.386,1.037
27.416,1.048
27.446,1.045
27.476,1.067
27.506,1.073
27.536,1.071
27.566,1.073
27.596,1.044
27.626,1.023
27.656,1.033
27.686,1.013
27.716,0.999
27.746,1.020
27.776,1.017
27.806,1.033
27.836,1.049
27.866,1.040
27.896,1.038
27.926,1.039
27.956,1.053
27.986,1.050
28.016,1.058
28.046,1.051
28.076,1.051
28.106,1.045
28.136,1.045
28.166,1.045
28.196,1.043
28.226,1.044
28.256,1.039
28.286,1.034
28.316,1.036
28.346,1.042
28.376,1.046
28.406,1.051
28.436,1.045
28.466,1.040
28.496,1.038
28.526,1.051
28.556,1.047
28.586,1.046
28.616,1.033
28.646,1.040
28.676,1.041
28.706,1.037
28.736,1.043
28.766,1.036
28.796,1.038
28.826,1.043
28.856,1.045
28.886,1.041
28.916,1.040
28.946,1.044
28.976,1.048
29.006,1.043
29.036,1.035
29.066,1.039
29.096,1.045
29.126,1.041
29.156,1.042
29.186,1.040
29.216,1.042
29.246,1.040
29.276,1.042
29.306,1.038
29.336,1.036
29.366,1.039
29.396,1.055
29.426,1.046
29.456,1.038
29.486,1.038
29.516,1.038
29.546,1.037
29.576,1.042
29.606,1.047
29.636,1.038
29.666,1.044
29.696,1.045
29.726,1.044
29.756,1.043
29.786,1.043
29.816,1.038
29.846,1.042
29.876,1.042
29.906,1.046
29.936,1.042
29.966,1.043
29.996,1.046
30.026,1.041
30.056,1.036
30.086,1.038
30.116,1.045
30.146,1.043
30.176,1.041
30.206,1.043
30.236,1.041
30.266,1.046
30.296,1.046
30.326,1.045
30.356,1.042
30.386,1.036
30.416,1.039
30.446,1.043
30.476,1.042
30.506,1.040
30.536,1.040
30.566,1.041
30.596,1.043
30.626,1.046
30.656,1.039
30.686,1.043
30.716,1.045
30.746,1.048
30.776,1.041
30.806,1.038
30.836,1.039
30.866,1.042
30.896,1.039
30.926,1.042
30.956,1.047
30.986,1.042
31.016,1.043
31.046,1.040
31.076,1.047
31.106,1.041
31.136,1.037
31.166,1.046
31.196,1.039
31.226,1.036
31.256,1.041
31.286,1.043
31.316,1.051
31.346,1.040
31.376,1.034
31.406,1.041
31.436,1.043
31.466,1.039
31.496,1.039
31.526,1.044
31.556,1.038
31.586,1.044
31.616,1.046
31.646,1.040
31.676,1.042
31.706,1.045
31.736,1.044
31.766,1.046
31.796,1.039
31.826,1.042
31.856,1.044
31.886,1.044
31.916,1.043
31.946,1.041
31.976,1.041
32.006,1.039
32.036,1.042
32.066,1.039
32.096,1.043
32.126,1.039
32.156,1.042
32.186,1.043
32.216,1.043
32.246,1.047
32.276,1.039
32.306,1.036
32.336,1.040
32.366,1.045
32.396,1.046
32.426,1.036
32.456,1.036
32.486,1.035
32.516,1.041
32.546,1.037
32.576,1.046
32.606,1.043
32.636,1.032
32.666,1.046
32.696,1.049
32.726,1.044
32.756,1.037
32.786,1.038
32.816,1.044
32.846,1.042
32.876,1.040
32.906,1.040
32.936,1.042
32.966,1.048
32.996,1.041
33.026,1.044
33.056,1.046
33.086,1.047
33.116,1.042
33.146,1.044
33.176,1.039
33.206,1.042
33.236,1.044
33.266,1.047
33.296,1.045
33.326,1.033
33.356,1.037
33.386,1.048
33.416,1.053
33.446,1.045
33.476,1.042
33.506,1.036
33.536,1.041
33.566,1.039
33.596,1.046
33.626,1.041
33.656,1.039
33.686,1.037
33.716,1.047
33.746,1.043
33.776,1.045
33.806,1.040
33.836,1.039
33.866,1.041
33.896,1.044
33.926,1.044
33.956,1.038
33.986,1.045
34.016,1.040
34.046,1.042
34.076,1.040
34.106,1.043
34.136,1.045
34.166,1.044
34.196,1.045
34.226,1.044
34.256,1.045
34.286,1.046
34.316,1.044
34.346,1.041
34.376,1.040
34.406,1.042
34.436,1.045
34.466,1.045
34.496,1.038
34.526,1.039
34.556,1.046
34.586,1.043
34.616,1.044
34.646,1.049
34.676,1.042
34.706,1.039
34.736,1.043
34.766,1.044
34.796,1.042
34.826,1.043
34.856,1.045
34.886,1.046
34.916,1.048
34.946,1.038
34.976,1.037
35.006,1.039
35.036,1.043
35.066,1.054
35.096,1.042
35.126,1.045
35.156,1.039
35.186,1.033
35.216,1.037
35.246,1.036
35.276,1.040
35.306,1.035
35.336,1.042
35.366,1.045
35.396,1.048
35.426,1.044
35.456,1.044
35.486,1.041
35.516,1.040
35.546,1.041
35.576,1.042
35.606,1.042
35.636,1.044
35.666,1.043
35.696,1.047
35.726,1.043
35.756,1.043
35.786,1.040
35.816,1.040
35.846,1.044
35.876,1.044
35.906,1.050
35.936,1.040
35.966,1.040
35.996,1.037
36.026,1.040
36.056,1.039
36.086,1.043
36.116,1.039
36.146,1.032
36.176,1.044
36.206,1.047
36.236,1.041
36.266,1.043
36.296,1.045
36.326,1.043
36.356,1.039
36.386,1.040
36.416,1.042
36.446,1.042
36.476,1.045
36.506,1.045
36.536,1.041
36.566,1.039
36.596,1.039
36.626,1.042
36.656,1.041
36.686,1.041
36.716,1.043
36.746,1.044
36.776,1.039
36.806,1.036
36.836,1.041
36.866,1.051
36.896,1.049
36.926,1.043
36.956,1.036
36.986,1.036
37.016,1.038
37.046,1.039
37.076,1.045
37.106,1.044
37.136,1.031
37.166,1.047
37.196,1.046
37.226,1.043
37.256,1.041
37.286,1.045
37.316,1.042
37.346,1.041
37.376,1.045
37.406,1.043
37.436,1.041
37.466,1.040
37.496,1.043
37.526,1.042
37.556,1.041
37.586,1.039
37.616,1.043
37.646,1.038
37.676,1.037
37.706,1.041
37.736,1.047
37.766,1.046
37.796,1.041
37.826,1.029
37.856,1.044
37.886,1.056
37.916,1.047
37.946,1.034
37.976,1.034
38.006,1.036
38.036,1.042
38.066,1.047
38.096,1.042
38.126,1.040
38.156,1.036
38.186,1.044
38.216,1.044
38.246,1.040
38.276,1.038
38.306,1.041
38.336,1.041
38.366,1.043
38.396,1.042
38.426,1.038
38.456,1.040
38.486,1.046
38.516,1.040
38.546,1.041
38.576,1.041
38.606,1.039
38.636,1.037
38.666,1.040
38.696,1.047
38.726,1.042
38.756,1.039
38.786,1.042
38.816,1.044
38.846,1.047
38.876,1.038
38.906,1.039
38.936,1.035
38.966,1.035
38.996,1.039
39.026,1.041
39.056,1.041
39.086,1.039
39.116,1.040
39.146,1.050
39.176,1.040
39.206,1.038
39.236,1.039
39.266,1.039
39.296,1.037
39.326,1.044
39.356,1.046
39.386,1.038
39.416,1.040
39.446,1.041
39.476,1.042
39.506,1.044
39.536,1.038
39.566,1.038
39.596,1.044
39.626,1.041
39.656,1.039
39.686,1.042
39.716,1.042
39.746,1.036
39.776,1.036
39.806,1.043
39.836,1.049
39.866,1.043
39.896,1.040
39.926,1.037
39.956,1.038
39.986,1.038
40.016,1.034
40.046,1.040
40.076,1.042
40.106,1.035
40.136,1.050
40.166,1.047
40.196,1.037
40.226,1.038
40.256,1.041
40.286,1.040
40.316,1.044
40.346,1.039
40.376,1.044
40.406,1.043
40.436,1.044
40.466,1.041
40.496,1.044
40.526,1.038
40.556,1.040
40.586,1.038
40.616,1.037
40.646,1.043
40.676,1.042
40.706,1.042
40.736,1.036
40.766,1.041
40.796,1.041
40.826,1.048
40.856,1.043
40.886,1.040
40.916,1.036
40.946,1.037
40.976,1.035
41.006,1.038
41.036,1.043
41.066,1.044
41.096,1.035
41.126,1.043
41.156,1.048
41.186,1.042
41.216,1.034
41.246,1.041
41.276,1.038
41.306,1.042
41.336,1.042
41.366,1.047
41.396,1.040
41.426,1.042
41.456,1.042
41.486,1.040
41.516,1.035
41.546,1.036
41.576,1.043
41.606,1.045
41.636,1.038
41.666,1.037
41.696,1.038
41.726,1.038
41.756,1.047
41.786,1.051
41.816,1.040
41.846,1.033
41.876,1.037
41.906,1.040
41.936,1.040
41.966,1.038
41.996,1.037
42.026,1.041
42.056,1.038
42.086,1.041
42.116,1.042
42.146,1.039
42.176,1.040
42.206,1.039
42.236,1.038
42.266,1.042
42.296,1.043
42.326,1.039
42.356,1.042
42.386,1.047
42.416,1.040
42.446,1.042
42.476,1.043
42.506,1.040
42.536,1.039
42.566,1.040
42.596,1.049
42.626,1.043
42.656,1.040
42.686,1.035
42.716,1.040
42.746,1.040
42.776,1.041
42.806,1.041
42.836,1.040
42.866,1.041
42.896,1.047
42.926,1.042
42.956,1.042
42.986,1.038
43.016,1.040
43.046,1.041
43.076,1.045
43.106,1.040
43.136,1.037
43.166,1.038
43.196,1.045
43.226,1.046
43.256,1.043
43.286,1.036
43.316,1.036
43.346,1.038
43.376,1.041
43.406,1.043
43.436,1.047
43.466,1.041
43.496,1.038
43.526,1.033
43.556,1.039
43.586,1.038
43.616,1.042
43.646,1.042
43.676,1.039
43.706,1.046
43.736,1.042
43.766,1.038
43.796,1.038
43.826,1.039
43.856,1.044
43.886,1.047
43.916,1.040
43.946,1.039
43.976,1.041
44.006,1.042
44.036,1.039
44.066,1.040
44.096,1.040
44.126,1.044
44.156,1.047
44.186,1.039
44.216,1.037
44.246,1.036
44.276,1.043
44.306,1.055
44.336,1.038
44.366,1.033
44.396,1.038
44.426,1.038
44.456,1.039
44.486,1.041
44.516,1.039
44.546,1.034
44.576,1.043
44.606,1.047
44.636,1.039
44.666,1.035
44.696,1.041
44.726,1.043
44.756,1.045
44.786,1.043
44.816,1.040
44.846,1.044
44.876,1.039
44.906,1.038
44.936,1.038
44.966,1.040
44.996,1.037
45.026,1.042
45.056,1.042
45.086,1.045
45.116,1.039
45.146,1.037
45.176,1.037
45.206,1.042
45.236,1.050
45.266,1.044
45.296,1.037
45.326,1.034
45.356,1.037
45.386,1.041
45.416,1.041
45.446,1.039
45.476,1.036
45.506,1.037
45.536,1.046
45.566,1.043
45.596,1.037
45.626,1.039
45.656,1.040
45.686,1.040
45.716,1.041
45.746,1.042
45.776,1.042
45.806,1.039
45.836,1.041
45.866,1.039
45.896,1.040
45.926,1.038
45.956,1.039
45.986,1.042
46.016,1.039
46.046,1.042
46.076,1.039
46.106,1.036
46.136,1.044
46.166,1.046
46.196,1.047
46.226,1.043
46.256,1.033
46.286,1.036
46.316,1.040
46.346,1.038
46.376,1.037
46.406,1.041
46.436,1.038
46.466,1.046
46.496,1.043
46.526,1.040
46.556,1.042
46.586,1.038
46.616,1.039
46.646,1.044
46.676,1.049
46.706,1.040
46.736,1.036
46.766,1.039
46.796,1.044
46.826,1.041
46.856,1.043
46.886,1.038
46.916,1.034
46.946,1.037
46.976,1.044
47.006,1.046
47.036,1.032
47.066,1.034
47.096,1.039
47.126,1.044
47.156,1.051
47.186,1.041
47.216,1.037
47.246,1.032
47.276,1.036
47.306,1.037
47.336,1.039
47.366,1.042
47.396,1.033
47.426,1.044
47.456,1.048
47.486,1.041
47.516,1.036
47.546,1.043
47.576,1.040
47.606,1.044
47.636,1.043
47.666,1.037
47.696,1.036
47.726,1.044
47.756,1.043
47.786,1.035
47.816,1.037
47.846,1.045
47.876,1.039
47.906,1.036
47.936,1.041
47.966,1.040
47.996,1.045
48.026,1.044
48.056,1.043
48.086,1.038
48.116,1.038
48.146,1.038
48.176,1.046
48.206,1.048
48.236,1.039
48.266,1.036
48.296,1.036
48.326,1.037
48.356,1.043
48.386,1.046
48.416,1.052
48.446,1.046
48.476,1.043
48.506,1.034
48.536,1.034
48.566,1.029
48.596,1.026
48.626,1.035
48.656,1.040
48.686,1.047
48.716,1.040
48.746,1.042
48.776,1.042
48.806,1.040
48.836,1.035
48.866,1.039
48.896,1.034
48.926,1.042
48.956,1.043
48.986,1.038
49.016,1.040
49.046,1.044
49.076,1.044
49.106,1.040
49.136,1.033
49.166,1.039
49.196,1.045
49.226,1.052
49.256,1.041
49.286,1.035
49.316,1.033
49.346,1.033
49.376,1.038
49.406,1.045
49.436,1.041
49.466,1.035
49.496,1.041
49.526,1.043
49.556,1.037
49.586,1.036
49.616,1.038
49.646,1.043
49.676,1.043
49.706,1.040
49.736,1.037
49.766,1.039
49.796,1.041
49.826,1.041
49.856,1.035
49.886,1.039
49.916,1.038
49.946,1.039
49.976,1.043
50.006,1.041
50.036,1.041
50.066,1.031
50.096,1.036
50.126,1.041
50.156,1.048
50.186,1.043
50.216,1.039
50.246,1.033
50.276,1.035
50.306,1.038
50.336,1.040
50.366,1.039
50.396,1.037
50.426,1.034
50.456,1.044
50.486,1.045
50.516,1.038
50.546,1.039
50.576,1.044
50.606,1.046
50.636,1.040
50.666,1.039
50.696,1.038
50.726,1.039
50.756,1.037
50.786,1.039
50.816,1.041
50.846,1.038
50.876,1.038
50.906,1.040
50.936,1.044
50.966,1.042
50.996,1.034
51.026,1.040
51.056,1.038
51.086,1.040
51.116,1.048
51.146,1.040
51.176,1.039
51.206,1.035
51.236,1.031
51.266,1.036
51.296,1.043
51.326,1.041
51.356,1.030
51.386,1.040
51.416,1.042
51.446,1.040
51.476,1.038
51.506,1.040
51.536,1.040
51.566,1.045
51.596,1.043
51.626,1.038
51.656,1.037
51.686,1.036
51.716,1.037
51.746,1.040
51.776,1.044
51.806,1.037
51.836,1.039
51.866,1.038
51.896,1.038
51.926,1.040
51.956,1.036
51.986,1.041
52.016,1.037
52.046,1.045
52.076,1.051
52.106,1.035
52.136,1.032
52.166,1.037
52.196,1.040
52.226,1.033
52.256,1.036
52.286,1.046
52.316,1.035
52.346,1.043
52.376,1.040
52.406,1.038
52.436,1.035
52.466,1.038
52.496,1.041
52.526,1.045
52.556,1.046
52.586,1.033
52.616,1.036
52.646,1.037
52.676,1.039
52.706,1.039
52.736,1.039
52.766,1.041
52.796,1.041
52.826,1.041
52.856,1.039
52.886,1.036
52.916,1.032
52.946,1.035
52.976,1.043
53.006,1.046
53.036,1.052
53.066,1.042
53.096,1.035
53.126,1.031
53.156,1.038
53.186,1.044
53.216,1.041
53.246,1.037
53.276,1.038
53.306,1.048
53.336,1.043
53.366,1.038
53.396,1.037
53.426,1.039
53.456,1.038
53.486,1.043
53.516,1.042
53.546,1.039
53.576,1.043
53.606,1.043
53.636,1.036
53.666,1.037
53.696,1.042
53.726,1.037
53.756,1.032
53.786,1.034
53.816,1.039
53.846,1.044
53.876,1.053
53.906,1.044
53.936,1.035
53.966,1.037
53.996,1.037
54.026,1.035
54.056,1.043
54.086,1.042
54.116,1.041
54.146,1.039
54.176,1.040
54.206,1.040
54.236,1.038
54.266,1.043
54.296,1.040
54.326,1.040
54.356,1.042
54.386,1.040
54.416,1.044
54.446,1.040
54.476,1.038
54.506,1.041
54.536,1.042
54.566,1.039
54.596,1.042
54.626,1.039
54.656,1.036
54.686,1.041
54.716,1.051
54.746,1.042
54.776,1.038
54.806,1.033
54.836,1.033
54.866,1.039
54.896,1.044
54.926,1.040
54.956,1.040
54.986,1.035
55.016,1.047
55.046,1.043
55.076,1.039
55.106,1.039
55.136,1.037
55.166,1.043
55.196,1.042
55.226,1.046
55.256,1.038
55.286,1.039
55.316,1.042
55.346,1.039
55.376,1.037
55.406,1.045
55.436,1.045
55.466,1.043
55.496,1.037
55.526,1.036
55.556,1.041
55.586,1.045
55.616,1.050
55.646,1.039
55.676,1.033
55.706,1.037
55.736,1.039
55.766,1.041
55.796,1.040
55.826,1.037
55.856,1.037
55.886,1.047
55.916,1.042
55.946,1.040
55.976,1.038
56.006,1.033
56.036,1.040
56.066,1.043
56.096,1.044
56.126,1.034
56.156,1.039
56.186,1.044
56.216,1.041
56.246,1.040
56.276,1.039
56.306,1.038
56.336,1.039
56.366,1.037
56.396,1.043
56.426,1.040
56.456,1.036
56.486,1.036
56.516,1.042
56.546,1.053
56.576,1.043
56.606,1.037
56.636,1.032
56.666,1.037
56.696,1.042
