df_hash,22ZHK4.S8EAUS
272.216,1.035
272.246,1.028
272.276,1.033
272.306,1.028
272.336,1.008
272.366,1.017
272.396,1.023
272.426,1.024
272.456,1.021
272.486,1.013
272.516,1.024
272.546,1.021
272.576,1.021
272.606,1.020
272.636,1.021
272.666,1.031
272.696,1.033
272.726,1.025
272.756,1.028
272.786,1.029
272.816,1.020
272.846,1.018
272.876,1.030
272.906,1.021
272.936,1.024
272.966,1.024
272.996,1.018
273.026,1.025
273.056,1.025
273.086,1.025
273.116,1.027
273.146,1.030
273.176,1.030
273.206,1.026
273.236,1.021
273.266,1.034
273.296,1.032
273.326,1.026
273.356,1.032
273.386,1.023
273.416,1.031
273.446,1.024
273.476,1.021
273.506,1.022
273.536,1.024
273.566,1.027
273.596,1.022
273.626,1.021
273.656,1.025
273.686,1.028
273.716,1.022
273.746,1.029
273.776,1.033
273.806,1.027
273.836,1.029
273.866,1.025
273.896,1.024
273.926,1.020
273.956,1.022
273.986,1.028
274.016,1.025
274.046,1.025
274.076,1.025
274.106,1.020
274.136,1.024
274.166,1.039
274.196,1.035
274.226,1.029
274.256,1.028
274.286,1.029
274.316,1.022
274.346,1.030
274.376,1.022
274.406,1.013
274.436,1.020
274.466,1.009
274.496,1.017
274.526,1.014
274.556,1.011
274.586,1.011
274.616,1.011
274.646,1.003
274.676,1.002
274.706,1.022
274.736,1.021
274.766,1.020
274.796,1.015
274.826,1.021
274.856,1.021
274.886,1.027
274.916,1.014
274.946,1.011
274.976,1.028
275.006,1.028
275.036,1.019
275.066,1.030
275.096,1.025
275.126,1.029
275.156,1.023
275.186,1.017
275.216,1.015
275.246,1.034
275.276,1.029
275.306,1.006
275.336,1.006
275.366,1.008
275.396,1.001
275.426,1.011
275.456,1.012
275.486,0.996
275.516,0.998
275.546,1.014
275.576,1.001
275.606,1.011
275.636,1.011
275.666,1.004
275.696,0.993
275.726,1.006
275.756,1.012
275.786,0.996
275.816,1.007
275.846,1.038
275.876,1.026
275.906,1.050
275.936,1.046
275.966,1.055
275.996,1.057
276.026,1.051
276.056,1.056
276.086,1.042
276.116,1.049
276.146,1.056
276.176,1.046
276.206,1.046
276.236,1.043
276.266,1.043
276.296,1.049
276.326,1.048
276.356,1.043
276.386,1.038
276.416,1.032
276.446,1.034
276.476,1.035
276.506,1.039
276.536,1.036
276.566,1.034
276.596,1.023
276.626,1.047
276.656,1.039
276.686,1.037
276.716,1.040
276.746,1.040
276.776,1.039
276.806,1.041
276.836,1.034
276.866,1.031
276.896,1.029
276.926,1.032
276.956,1.043
276.986,1.035
277.016,1.036
277.046,1.039
277.076,1.029
277.106,1.036
277.136,1.041
277.166,1.026
277.196,1.032
277.226,1.030
277.256,1.052
277.286,1.041
277.316,1.039
277.346,1.033
277.376,1.035
277.406,1.034
277.436,1.031
277.466,1.036
277.496,1.026
277.526,1.035
277.556,1.039
277.586,1.034
277.616,1.034
277.646,1.033
277.676,1.029
277.706,1.040
277.736,1.033
277.766,1.037
277.796,1.033
277.826,1.030
277.856,1.036
277.886,1.040
277.916,1.041
277.946,1.033
277.976,1.042
278.006,1.047
278.036,1.036
278.066,1.046
278.096,1.037
278.126,1.025
278.156,1.028
278.186,1.025
278.216,1.029
278.246,1.039
278.276,1.044
278.306,1.046
278.336,1.038
278.366,1.035
278.396,1.046
278.426,1.039
278.456,1.041
278.486,1.047
278.516,1.053
278.546,1.062
278.576,1.060
278.606,1.056
278.636,1.050
278.666,1.049
278.696,1.031
278.726,1.021
278.756,1.002
278.786,1.001
278.816,1.009
278.846,1.021
278.876,0.990
278.906,1.007
278.936,1.017
278.966,1.031
278.996,1.028
279.026,1.028
279.056,1.020
279.086,0.999
279.116,0.999
279.146,0.997
279.176,1.010
279.206,1.010
279.236,1.001
279.266,1.001
279.296,0.998
279.326,1.001
279.356,1.044
279.386,1.033
279.416,0.958
279.446,0.978
279.476,1.010
279.506,1.003
279.536,1.017
279.566,1.015
279.596,0.998
279.626,1.024
279.656,1.023
279.686,1.002
279.716,1.005
279.746,0.994
279.776,1.013
279.806,1.026
279.836,1.029
279.866,1.024
279.896,1.021
279.926,1.030
279.956,1.037
279.986,1.045
280.016,1.040
280.046,1.040
280.076,1.047
280.106,1.041
280.136,1.030
280.166,1.033
280.196,1.035
280.226,1.039
280.256,1.041
280.286,1.037
280.316,1.031
280.346,1.040
280.376,1.026
280.406,1.028
280.436,1.035
280.466,1.045
280.496,1.027
280.526,1.029
280.556,1.031
280.586,1.033
280.616,1.032
280.646,1.026
280.676,1.026
280.706,1.020
280.736,1.021
280.766,1.019
280.796,1.018
280.826,1.031
280.856,1.039
280.886,1.024
280.916,1.025
280.946,1.034
280.976,1.025
281.006,1.029
281.036,1.029
281.066,1.027
281.096,1.028
281.126,1.033
281.156,1.029
281.186,1.028
281.216,1.023
281.246,1.024
281.276,1.027
281.306,1.027
281.336,1.025
281.366,1.024
281.396,1.028
281.426,1.034
281.456,1.024
281.486,1.022
281.516,1.026
281.546,1.030
281.576,1.022
281.606,1.025
281.636,1.028
281.666,1.030
281.696,1.028
281.726,1.028
281.756,1.027
281.786,1.025
281.816,1.023
281.846,1.025
281.876,1.024
281.906,1.026
281.936,1.027
281.966,1.029
281.996,1.032
282.026,1.021
282.056,1.023
282.086,1.030
282.116,1.031
282.146,1.025
282.176,1.026
282.206,1.033
282.236,1.029
282.266,1.019
282.296,1.021
282.326,1.030
282.356,1.034
282.386,1.024
282.416,1.024
282.446,1.029
282.476,1.028
282.506,1.028
282.536,1.025
282.566,1.025
282.596,1.024
282.626,1.015
282.656,1.028
282.686,1.024
282.716,1.032
282.746,1.026
282.776,1.023
282.806,1.021
282.836,1.016
282.866,1.019
282.896,1.021
282.926,1.022
282.956,1.031
282.986,1.031
283.016,1.030
283.046,1.029
283.076,1.024
283.106,1.023
283.136,1.031
283.166,1.026
283.196,1.023
283.226,1.026
283.256,1.026
283.286,1.025
283.316,1.025
283.346,1.015
283.376,1.015
283.406,1.034
283.436,1.032
283.466,1.023
283.496,1.026
283.526,1.029
283.556,1.026
283.586,1.025
283.616,1.022
283.646,1.025
283.676,1.023
283.706,1.024
283.736,1.025
283.766,1.027
283.796,1.024
283.826,1.027
283.856,1.033
283.886,1.030
283.916,1.028
283.946,1.027
283.976,1.024
284.006,1.026
284.036,1.028
284.066,1.021
284.096,1.023
284.126,1.029
284.156,1.020
284.186,1.015
284.216,1.025
284.246,1.028
284.276,1.024
284.306,1.030
284.336,1.031
284.366,1.023
284.396,1.017
284.426,1.017
284.456,1.024
284.486,1.028
284.516,1.027
284.546,1.027
284.576,1.027
284.606,1.026
284.636,1.024
284.666,1.020
284.696,1.016
284.726,1.020
284.756,1.020
284.786,1.029
284.816,1.033
284.846,1.029
284.876,1.028
284.906,1.021
284.936,1.021
284.966,1.022
284.996,1.022
285.026,1.028
285.056,1.025
285.086,1.029
285.116,1.026
285.146,1.023
285.176,1.026
285.206,1.033
285.236,1.033
285.266,1.036
285.296,1.026
285.326,1.022
285.356,1.033
285.386,1.031
285.416,1.029
285.446,1.028
285.476,1.022
285.506,1.021
285.536,1.047
285.566,1.045
285.596,1.033
285.626,1.046
285.656,1.031
285.686,1.021
285.716,1.024
285.746,1.022
285.776,1.018
285.806,1.031
285.836,1.035
285.866,1.042
285.896,1.035
285.926,1.032
285.956,1.018
285.986,1.021
286.016,1.021
286.046,1.025
286.076,1.026
286.106,1.036
286.136,1.032
286.166,1.037
286.196,1.030
286.226,1.027
286.256,1.030
286.286,1.030
286.316,1.030
286.346,1.027
286.376,1.030
286.406,1.031
286.436,1.026
286.466,1.030
286.496,1.021
286.526,1.032
286.556,1.029
286.586,1.017
286.616,1.017
286.646,1.020
286.676,1.017
286.706,1.030
286.736,1.033
286.766,1.032
286.796,1.024
286.826,1.026
286.856,1.023
286.886,1.025
286.916,1.027
286.946,1.027
286.976,1.025
287.006,1.027
287.036,1.035
287.066,1.030
287.096,1.025
287.126,1.021
287.156,1.029
287.186,1.025
287.216,1.024
287.246,1.027
287.276,1.030
287.306,1.031
287.336,1.025
287.366,1.036
287.396,1.031
287.426,1.034
287.456,1.028
287.486,1.026
287.516,1.037
287.546,1.038
287.576,1.031
287.606,1.020
287.636,1.020
287.666,1.022
287.696,1.020
287.726,1.026
287.756,1.033
287.786,1.025
287.816,1.029
287.846,1.025
287.876,1.021
287.906,1.012
287.936,1.022
287.966,1.022
287.996,1.020
288.026,1.029
288.056,1.031
288.086,1.024
288.116,1.016
288.146,1.021
288.176,1.020
288.206,1.024
288.236,1.020
288.266,1.021
288.296,1.021
288.326,1.021
288.356,1.013
288.386,1.023
288.416,1.028
288.446,1.018
288.476,1.025
288.506,1.021
288.536,1.021
288.566,1.021
288.596,1.018
288.626,1.021
288.656,1.021
288.686,1.015
288.716,1.020
288.746,1.015
288.776,1.015
288.806,1.023
288.836,1.021
288.866,1.019
288.896,1.021
288.926,1.016
288.956,1.019
288.986,1.019
289.016,1.026
289.046,1.027
289.076,1.025
289.106,1.027
289.136,1.020
289.166,1.021
289.196,1.018
289.226,1.010
289.256,1.013
289.286,1.021
289.316,1.017
289.346,1.015
289.376,1.017
289.406,1.020
289.436,1.019
289.466,1.021
289.496,1.021
289.526,1.023
289.556,1.024
289.586,1.020
289.616,1.027
289.646,1.015
289.676,1.019
289.706,1.021
289.736,1.021
289.766,1.021
289.796,1.022
289.826,1.034
289.856,1.033
289.886,1.024
289.916,1.025
289.946,1.018
289.976,1.002
290.006,1.021
290.036,1.020
290.066,1.000
290.096,1.012
290.126,1.009
290.156,1.005
290.186,1.022
290.216,1.009
290.246,1.008
290.276,1.020
290.306,1.022
290.336,1.015
290.366,1.007
290.396,1.037
290.426,1.018
290.456,1.012
290.486,1.021
290.516,1.012
290.546,1.008
290.576,1.005
290.606,1.007
290.636,1.000
290.666,1.001
290.696,0.995
290.726,1.010
290.756,1.022
290.786,1.015
290.816,1.016
290.846,1.017
290.876,1.016
290.906,1.012
290.936,1.006
290.966,1.008
290.996,1.016
291.026,1.016
291.056,1.014
291.086,1.015
291.116,0.998
291.146,1.010
291.176,1.006
291.206,1.013
291.236,1.023
291.266,1.012
291.296,1.012
291.326,1.015
291.356,1.010
291.386,0.998
291.416,1.015
291.446,1.020
291.476,1.019
291.506,1.004
291.536,1.012
291.566,1.006
291.596,1.007
291.626,1.017
291.656,1.007
291.686,1.016
291.716,1.013
291.746,1.009
291.776,1.013
291.806,1.012
291.836,1.021
291.866,1.015
291.896,1.011
291.926,1.021
291.956,1.008
291.986,1.017
292.016,1.013
292.046,1.008
292.076,1.013
292.106,1.013
292.136,1.016
292.166,1.014
292.196,1.013
292.226,1.022
292.256,1.021
292.286,1.012
292.316,1.021
292.346,1.027
292.376,1.022
292.406,1.020
292.436,1.023
292.466,1.015
292.496,1.017
292.526,1.021
292.556,1.023
292.586,1.027
292.616,1.020
292.646,1.020
292.676,1.023
292.706,1.019
292.736,1.027
292.766,1.019
292.796,1.025
292.826,1.023
292.856,1.019
292.886,1.020
292.916,1.023
292.946,1.019
292.976,1.020
293.006,1.025
293.036,1.023
293.066,1.021
293.096,1.019
293.126,1.015
293.156,1.021
293.186,1.029
293.216,1.014
293.246,1.025
293.276,1.019
293.306,1.018
293.336,1.021
293.366,1.017
293.396,1.017
293.426,1.020
293.456,1.017
293.486,1.012
293.516,1.015
293.546,1.023
293.576,1.028
293.606,1.025
293.636,1.031
293.666,1.014
293.696,1.016
293.726,1.008
293.756,1.015
293.786,1.019
293.816,1.024
293.846,1.025
293.876,1.020
293.906,1.014
293.936,1.016
293.966,1.020
293.996,1.023
294.026,1.022
294.056,1.019
294.086,1.019
294.116,1.029
294.146,1.023
294.176,1.025
294.206,1.024
294.236,1.023
294.266,1.025
294.296,1.024
294.326,1.025
294.356,1.019
294.386,1.026
294.416,1.018
294.446,1.019
294.476,1.016
294.506,1.008
294.536,1.011
294.566,1.008
294.596,1.002
294.626,1.013
294.656,1.030
294.686,1.021
294.716,1.013
294.746,1.006
294.776,1.016
294.806,1.028
294.836,1.015
294.866,1.017
294.896,1.011
294.926,1.006
294.956,1.013
294.986,1.009
295.016,1.016
295.046,1.025
295.076,1.010
295.106,1.011
295.136,1.020
295.166,1.021
295.196,1.013
295.226,1.012
295.256,1.017
295.286,1.020
295.316,1.017
295.346,1.015
295.376,1.012
295.406,1.013
295.436,1.021
295.466,1.028
295.496,1.013
295.526,1.019
295.556,1.020
295.586,1.009
295.616,1.019
295.646,1.015
295.676,1.017
295.706,1.022
295.736,1.014
295.766,1.021
295.796,1.024
295.826,1.014
295.856,1.020
295.886,1.021
295.916,1.021
295.946,1.017
295.976,1.016
296.006,1.021
296.036,1.028
296.066,1.011
296.096,1.009
296.126,0.988
296.156,0.980
296.186,0.998
296.216,1.013
296.246,1.003
296.276,1.001
296.306,1.010
296.336,1.006
296.366,1.012
296.396,1.012
296.426,1.013
296.456,1.019
296.486,1.020
296.516,1.018
296.546,1.032
296.576,1.034
296.606,1.029
296.636,1.036
296.666,1.034
296.696,1.021
296.726,1.037
296.756,1.039
296.786,1.021
296.816,1.021
296.846,1.037
296.876,1.044
296.906,1.028
296.936,1.036
296.966,1.041
296.996,1.030
297.026,1.029
297.056,1.028
297.086,1.021
297.116,1.035
297.146,1.046
297.176,1.038
297.206,1.036
297.236,1.055
297.266,1.049
297.296,1.060
297.326,1.062
297.356,1.048
297.386,1.051
297.416,1.052
297.446,1.052
297.476,1.062
297.506,1.055
297.536,1.058
297.566,1.060
297.596,1.053
297.626,1.046
297.656,1.055
297.686,1.057
297.716,1.058
297.746,1.062
297.776,1.047
297.806,1.044
297.836,1.053
297.866,1.051
297.896,1.046
297.926,1.039
297.956,1.037
297.986,1.039
298.016,1.036
298.046,1.037
298.076,1.042
298.106,1.050
298.136,1.052
298.166,1.054
298.196,1.052
298.226,1.056
298.256,1.050
298.286,1.047
298.316,1.048
298.346,1.059
298.376,1.045
298.406,1.049
298.436,1.051
298.466,1.047
298.496,1.053
298.526,1.058
298.556,1.056
298.586,1.058
298.616,1.058
298.646,1.050
298.676,1.050
298.706,1.050
298.736,1.046
298.766,1.043
298.796,1.056
298.826,1.051
298.856,1.054
298.886,1.057
298.916,1.051
298.946,1.048
298.976,1.052
299.006,1.051
299.036,1.050
299.066,1.046
299.096,1.057
299.126,1.053
299.156,1.051
299.186,1.050
299.216,1.050
299.246,1.055
299.276,1.050
299.306,1.051
299.336,1.044
299.366,1.053
299.396,1.050
299.426,1.048
299.456,1.061
299.486,1.057
299.516,1.046
299.546,1.052
299.576,1.045
299.606,1.052
299.636,1.049
299.666,1.055
299.696,1.060
299.726,1.058
299.756,1.050
299.786,1.046
299.816,1.045
299.846,1.047
299.876,1.046
299.906,1.053
299.936,1.054
299.966,1.052
299.996,1.048
300.026,1.054
300.056,1.053
300.086,1.051
300.116,1.044
300.146,1.049
300.176,1.055
300.206,1.049
300.236,1.054
300.266,1.055
300.296,1.055
300.326,1.051
300.356,1.053
300.386,1.045
300.416,1.056
300.446,1.058
300.476,1.051
300.506,1.053
300.536,1.048
300.566,1.060
300.596,1.057
300.626,1.050
300.656,1.049
300.686,1.051
300.716,1.051
300.746,1.046
300.776,1.048
300.806,1.049
300.836,1.050
300.866,1.053
300.896,1.052
300.926,1.048
300.956,1.046
300.986,1.051
301.016,1.046
301.046,1.045
301.076,1.058
301.106,1.060
301.136,1.040
301.166,1.055
301.196,1.060
301.226,1.053
301.256,1.051
301.286,1.052
301.316,1.055
301.346,1.062
301.376,1.045
301.406,1.052
301.436,1.051
301.466,1.056
301.496,1.040
301.526,1.046
301.556,1.049
301.586,1.057
301.616,1.066
301.646,1.060
301.676,1.057
301.706,1.048
301.736,1.057
301.766,1.049
301.796,1.044
301.826,1.050
301.856,1.048
301.886,1.051
301.916,1.064
301.946,1.059
301.976,1.048
302.006,1.039
302.036,1.037
302.066,1.053
302.096,1.064
302.126,1.078
302.156,1.089
302.186,1.064
302.216,1.054
302.246,1.081
302.276,1.055
302.306,1.067
302.336,1.050
302.366,1.041
302.396,1.050
302.426,1.043
302.456,1.034
302.486,1.036
302.516,1.035
302.546,1.035
302.576,1.040
302.606,1.047
302.636,1.002
302.666,1.047
302.696,1.024
302.726,1.040
302.756,1.065
302.786,1.056
302.816,1.074
302.846,1.076
302.876,1.084
302.906,1.073
302.936,1.064
302.966,1.060
302.996,1.049
303.026,1.048
303.056,1.057
303.086,1.060
303.116,1.062
303.146,1.065
303.176,1.063
303.206,1.057
303.236,1.052
303.266,1.054
303.296,1.054
303.326,1.055
303.356,1.059
303.386,1.066
303.416,1.061
303.446,1.060
303.476,1.061
303.506,1.063
303.536,1.056
303.566,1.053
303.596,1.062
303.626,1.061
303.656,1.055
303.686,1.052
303.716,1.043
303.746,1.056
303.776,1.063
303.806,1.057
303.836,1.050
303.866,1.052
303.896,1.051
303.926,1.052
303.956,1.055
303.986,1.055
304.016,1.053
304.046,1.054
304.076,1.054
304.106,1.058
304.136,1.063
304.166,1.071
304.196,1.067
304.226,1.061
304.256,1.053
304.286,1.050
304.316,1.044
304.346,1.053
304.376,1.064
304.406,1.064
304.436,1.062
304.466,1.057
304.496,1.058
304.526,1.046
304.556,1.041
304.586,1.050
304.616,1.056
304.646,1.055
304.676,1.055
304.706,1.049
304.736,1.052
304.766,1.051
304.796,1.045
304.826,1.049
304.856,1.053
304.886,1.055
304.916,1.056
304.946,1.062
304.976,1.064
305.006,1.060
305.036,1.054
305.066,1.049
305.096,1.047
305.126,1.057
305.156,1.059
305.186,1.060
305.216,1.063
305.246,1.061
305.276,1.043
305.306,1.059
305.336,1.067
305.366,1.058
305.396,1.053
305.426,1.050
305.456,1.046
305.486,1.052
305.516,1.053
305.546,1.054
305.576,1.057
305.606,1.053
305.636,1.050
305.666,1.055
305.696,1.056
305.726,1.051
305.756,1.063
305.786,1.062
305.816,1.055
305.846,1.053
305.876,1.052
305.906,1.055
305.936,1.057
305.966,1.056
305.996,1.058
306.026,1.048
306.056,1.049
306.086,1.058
306.116,1.064
306.146,1.066
306.176,1.071
306.206,1.050
306.236,1.052
306.266,1.041
306.296,1.047
306.326,1.052
306.356,1.054
306.386,1.060
306.416,1.060
306.446,1.057
306.476,1.062
306.506,1.054
306.536,1.059
306.566,1.059
306.596,1.051
306.626,1.046
306.656,1.040
306.686,1.057
306.716,1.069
306.746,1.065
306.776,1.050
306.806,1.060
306.836,1.063
306.866,1.043
306.896,1.065
306.926,1.034
306.956,1.022
306.986,1.045
307.016,1.037
307.046,1.041
307.076,1.051
307.106,1.060
307.136,1.050
307.166,1.045
307.196,1.056
307.226,1.045
307.256,1.055
307.286,1.064
307.316,1.066
307.346,1.064
307.376,1.051
307.406,1.050
307.436,1.052
307.466,1.054
307.496,1.055
307.526,1.061
307.556,1.062
307.586,1.061
307.616,1.052
307.646,1.049
307.676,1.049
307.706,1.047
307.736,1.056
307.766,1.070
307.796,1.066
307.826,1.051
307.856,1.071
307.886,1.060
307.916,1.052
307.946,1.071
307.976,1.078
308.006,1.079
308.036,1.085
308.066,1.103
308.096,1.106
308.126,1.086
308.156,1.070
308.186,1.046
308.216,1.026
308.246,1.010
308.276,1.013
308.306,0.993
308.336,0.991
308.366,1.002
308.396,1.016
308.426,1.022
308.456,1.029
308.486,1.031
308.516,1.041
308.546,1.046
308.576,1.045
308.606,1.057
308.636,1.056
308.666,1.056
308.696,1.044
308.726,1.039
308.756,1.050
308.786,1.055
308.816,1.062
308.846,1.054
308.876,1.043
308.906,1.051
308.936,1.052
308.966,1.048
308.996,1.051
309.026,1.052
309.056,1.049
309.086,1.042
309.116,1.048
309.146,1.051
309.176,1.035
309.206,1.045
309.236,1.060
309.266,1.048
309.296,1.050
309.326,1.051
309.356,1.051
309.386,1.051
309.416,1.056
309.446,1.050
309.476,1.046
309.506,1.048
309.536,1.044
309.566,1.053
309.596,1.062
309.626,1.050
309.656,1.046
309.686,1.048
309.716,1.055
309.746,1.061
309.776,1.057
309.806,1.054
309.836,1.065
309.866,1.062
309.896,1.078
309.926,1.072
309.956,1.065
309.986,1.065
310.016,1.060
310.046,1.064
310.076,1.060
310.106,1.062
310.136,1.054
310.166,1.056
310.196,1.060
310.226,1.048
310.256,1.043
310.286,1.032
310.316,1.028
310.346,1.020
310.376,1.017
310.406,1.016
310.436,1.012
310.466,1.031
310.496,1.021
310.526,1.024
310.556,1.015
310.586,0.993
310.616,0.987
310.646,0.981
310.676,0.994
310.706,1.003
310.736,1.021
310.766,1.025
310.796,1.023
310.826,1.022
310.856,1.038
310.886,1.029
310.916,0.982
310.946,1.009
310.976,1.029
311.006,1.024
311.036,1.024
311.066,1.010
311.096,1.024
311.126,1.045
311.156,1.032
311.186,1.028
311.216,1.014
311.246,0.982
311.276,0.991
311.306,1.007
311.336,1.001
311.366,1.000
311.396,1.012
311.426,1.017
311.456,1.024
311.486,1.031
311.516,1.021
311.546,1.028
311.576,1.018
311.606,1.018
311.636,1.014
311.666,1.013
311.696,1.002
311.726,1.018
311.756,1.016
311.786,1.004
311.816,0.997
311.846,0.997
311.876,1.021
311.906,1.032
311.936,1.040
311.966,1.052
311.996,1.051
312.026,1.044
312.056,1.049
312.086,1.029
312.116,1.018
312.146,1.021
312.176,1.026
312.206,1.034
312.236,1.038
312.266,1.038
312.296,1.032
312.326,1.027
312.356,1.035
312.386,1.035
312.416,1.036
312.446,1.021
312.476,1.026
312.506,1.029
312.536,1.021
312.566,1.029
312.596,1.035
312.626,1.030
312.656,1.031
312.686,1.023
312.716,1.020
312.746,1.022
312.776,1.024
312.806,1.022
312.836,1.022
312.866,1.023
312.896,1.032
312.926,1.029
312.956,1.029
312.986,1.027
313.016,1.021
313.046,1.026
313.076,1.016
313.106,1.015
313.136,1.021
313.166,1.021
313.196,1.025
313.226,1.025
313.256,1.027
313.286,1.032
313.316,1.018
313.346,1.021
313.376,1.028
313.406,1.029
313.436,1.021
313.466,1.022
313.496,1.023
313.526,1.026
313.556,1.031
313.586,1.018
313.616,1.022
313.646,1.021
313.676,1.026
313.706,1.032
313.736,1.017
313.766,1.024
313.796,1.029
313.826,1.019
313.856,1.015
313.886,1.021
313.916,1.013
313.946,1.016
313.976,1.025
314.006,1.021
314.036,1.022
314.066,1.025
314.096,1.021
314.126,1.023
314.156,1.019
314.186,1.014
314.216,1.017
314.246,1.021
314.276,1.019
314.306,1.028
314.336,1.022
314.366,1.021
314.396,1.020
314.426,1.022
314.456,1.025
314.486,1.021
314.516,1.015
314.546,1.018
314.576,1.025
314.606,1.019
314.636,1.015
314.666,1.019
314.696,1.020
314.726,1.021
314.756,1.013
314.786,1.020
314.816,1.020
314.846,1.025
314.876,1.027
314.906,1.035
314.936,1.027
314.966,1.022
314.996,1.022
315.026,1.033
315.056,1.020
315.086,1.020
315.116,1.026
315.146,1.028
315.176,1.028
315.206,1.027
315.236,1.027
315.266,1.022
315.296,1.021
315.326,1.021
315.356,1.016
315.386,1.021
315.416,1.021
315.446,1.018
315.476,1.021
315.506,1.022
315.536,1.024
315.566,1.021
315.596,1.018
315.626,1.026
315.656,1.022
315.686,1.016
315.716,1.022
315.746,1.023
315.776,1.021
315.806,1.022
315.836,1.029
315.866,1.027
315.896,1.026
315.926,1.028
315.956,1.032
315.986,1.035
316.016,1.036
316.046,1.030
316.076,1.024
316.106,1.030
316.136,1.018
316.166,1.007
316.196,1.021
316.226,1.028
316.256,1.021
316.286,1.021
316.316,1.023
316.346,1.020
316.376,1.028
316.406,1.021
316.436,1.012
316.466,1.009
316.496,0.998
316.526,0.995
316.556,0.994
316.586,0.997
316.616,1.006
316.646,1.002
316.676,0.994
316.706,1.005
316.736,1.000
316.766,0.994
316.796,0.994
316.826,0.985
316.856,1.000
316.886,0.995
316.916,1.003
316.946,1.005
316.976,1.010
317.006,1.007
317.036,1.000
317.066,0.986
317.096,1.002
317.126,0.995
317.156,0.982
317.186,0.996
317.216,0.981
317.246,0.993
317.276,0.973
317.306,0.994
317.336,1.035
317.366,1.017
317.396,1.022
317.426,1.043
317.456,0.997
317.486,1.034
317.516,1.036
317.546,1.059
317.576,1.062
317.606,1.074
317.636,1.096
317.666,1.074
317.696,1.066
317.726,1.071
317.756,1.061
317.786,1.066
317.816,1.089
317.846,1.100
317.876,1.112
317.906,1.127
317.936,1.113
317.966,1.112
317.996,1.099
318.026,1.080
318.056,1.066
318.086,1.051
318.116,1.026
318.146,1.014
318.176,0.991
318.206,0.979
318.236,0.994
318.266,0.966
318.296,0.984
318.326,0.987
318.356,0.977
318.386,0.972
318.416,0.985
318.446,1.028
318.476,1.021
318.506,0.981
318.536,0.975
318.566,0.980
318.596,0.995
318.626,1.017
318.656,0.992
318.686,0.947
318.716,0.943
318.746,0.986
318.776,0.967
318.806,0.984
318.836,1.021
318.866,1.008
318.896,1.009
318.926,1.037
318.956,1.039
318.986,1.035
319.016,1.040
319.046,1.072
319.076,1.046
319.106,1.045
319.136,1.056
319.166,1.039
319.196,1.041
319.226,1.047
319.256,1.054
319.286,1.044
319.316,1.042
319.346,1.046
319.376,1.043
319.406,1.036
319.436,1.031
319.466,1.019
319.496,1.007
319.526,1.008
319.556,0.997
319.586,1.032
319.616,1.062
319.646,1.039
319.676,1.048
319.706,1.067
319.736,1.056
319.766,1.038
319.796,1.040
319.826,1.056
319.856,1.063
319.886,1.060
319.916,1.059
319.946,1.026
319.976,1.029
320.006,1.026
320.036,1.015
320.066,1.021
320.096,1.024
320.126,1.045
320.156,1.038
320.186,1.005
320.216,1.015
320.246,1.019
320.276,1.023
320.306,1.021
320.336,1.032
320.366,1.056
320.396,1.062
320.426,1.062
320.456,1.054
320.486,1.051
320.516,1.048
320.546,1.058
320.576,1.055
320.606,1.055
320.636,1.045
320.666,1.043
320.696,1.039
320.726,1.033
320.756,1.057
320.786,1.053
320.816,1.042
320.846,1.043
320.876,1.028
320.906,1.029
320.936,1.032
320.966,1.034
320.996,1.037
321.026,1.041
321.056,1.046
321.086,1.031
321.116,1.039
321.146,1.027
321.176,1.036
321.206,1.044
321.236,1.041
321.266,1.047
321.296,1.049
321.326,1.041
321.356,1.035
321.386,1.042
321.416,1.040
321.446,1.028
321.476,1.046
321.506,1.040
321.536,1.032
321.566,1.026
321.596,1.047
321.626,1.052
321.656,1.051
321.686,1.034
321.716,1.045
321.746,1.049
321.776,1.043
321.806,1.041
321.836,1.039
321.866,1.041
321.896,1.044
321.926,1.039
321.956,1.044
321.986,1.048
322.016,1.042
322.046,1.038
322.076,1.044
322.106,1.042
322.136,1.041
322.166,1.043
322.196,1.042
322.226,1.045
322.256,1.037
322.286,1.041
322.316,1.045
322.346,1.039
322.376,1.045
322.406,1.041
322.436,1.043
322.466,1.044
322.496,1.043
322.526,1.036
322.556,1.037
322.586,1.043
322.616,1.046
322.646,1.048
322.676,1.045
322.706,1.046
322.736,1.044
322.766,1.035
322.796,1.038
322.826,1.045
322.856,1.038
322.886,1.034
322.916,1.039
322.946,1.046
322.976,1.047
323.006,1.039
323.036,1.042
323.066,1.038
323.096,1.036
323.126,1.040
323.156,1.042
323.186,1.040
323.216,1.040
323.246,1.045
323.276,1.046
323.306,1.035
323.336,1.040
323.366,1.053
323.396,1.051
323.426,1.043
323.456,1.039
323.486,1.033
323.516,1.035
323.546,1.035
323.576,1.024
323.606,1.040
323.636,1.050
323.666,1.040
323.696,1.046
323.726,1.049
323.756,1.052
323.786,1.059
323.816,1.045
323.846,1.056
323.876,1.049
323.906,1.040
323.936,1.043
323.966,1.036
323.996,1.034
324.026,1.047
324.056,1.050
324.086,1.044
324.116,1.069
324.146,1.064
324.176,1.062
324.206,1.081
324.236,1.080
324.266,1.061
324.296,1.055
324.326,1.021
324.356,0.999
324.386,0.985
324.416,0.994
324.446,1.005
324.476,1.000
324.506,1.016
324.536,1.027
324.566,1.030
324.596,1.026
