df_hash,22ZHK4.TDZQKW
114.803,450
114.950,1240
114.956,110
115.145,180
115.151,15
115.343,10
115.348,20
115.636,255
115.876,235
115.879,20
116.071,30
116.074,390
116.803,10
116.949,665
116.965,195
117.436,25
118.026,455
118.704,670
118.901,650
119.002,265
119.145,15
119.396,395
120.118,10
120.263,675
120.269,170
120.313,10
120.318,20
120.323,30
120.653,20
121.336,425
121.629,685
122.068,175
122.750,505
122.755,700
123.433,10
124.118,715
124.264,705
124.952,10
125.117,700
125.675,150
125.678,550
126.406,10
127.335,700
127.338,705
127.723,10
127.925,705
128.453,160
128.600,555
129.136,180
129.818,535
129.969,695
130.501,175
130.504,505
131.233,10
132.890,705
133.231,1635
133.234,280
133.282,25
133.285,20
134.401,10
134.547,1330
134.552,10
134.707,135
134.846,55
134.851,10
134.854,10
135.132,395
135.136,10
136.497,695
136.501,775
136.643,10
136.648,110
136.692,15
136.795,15
136.841,10
136.845,10
136.849,15
136.939,15
136.948,155
136.951,15
136.954,15
136.985,10
136.988,15
137.082,10
137.088,15
137.094,15
137.180,10
137.185,240
137.472,190
138.307,620
138.352,215
138.740,45
139.568,465
140.933,780
141.226,1420
141.665,330
141.669,345
143.033,10
143.712,1340
144.443,700
144.834,700
144.837,530
145.126,10
145.272,285
145.808,10
146.025,590
146.149,260
146.153,10
146.785,695
146.835,10
147.320,20
147.904,535
147.908,600
148.053,10
148.099,150
148.103,10
148.106,10
148.109,10
148.197,15
148.201,10
148.205,10
148.211,10
148.443,25
149.176,355
149.854,630
149.859,675
150.001,10
150.004,175
150.586,25
150.988,475
151.075,515
151.085,70
151.951,10
151.954,870
152.049,200
152.950,800
153.171,10
153.462,465
154.827,1420
154.973,10
155.179,250
155.269,10
156.242,1095
156.402,10
156.436,160
156.439,20
156.447,15
156.452,15
156.551,20
156.782,50
157.022,365
157.508,10
157.512,660
158.191,10
158.194,650
158.337,10
158.727,135
158.736,495
159.034,10
159.462,185
159.994,455
160.141,650
160.144,10
160.677,110
160.823,500
160.827,180
161.262,30
161.268,420
161.423,10
161.573,200
161.655,10
162.642,705
162.679,385
162.774,10
162.777,110
162.822,90
162.826,15
162.829,10
162.920,10
163.894,375
163.899,670
164.587,10
164.727,665
165.266,15
165.408,655
165.552,200
165.844,75
166.534,370
166.676,660
167.210,10
167.795,640
168.039,650
168.477,190
169.017,450
169.021,620
169.747,10
169.842,600
170.282,170
170.378,465
170.964,10
171.549,620
172.088,615
172.235,630
172.814,10
173.352,615
173.647,630
174.038,260
174.576,365
175.304,620
175.546,625
176.424,265
176.521,845
176.814,390
178.626,1370
179.308,535
179.446,720
179.449,170
179.592,15
181.155,635
181.159,895
181.162,10
181.254,250
181.447,20
181.451,45
181.542,140
181.546,10
181.704,220
181.860,20
181.888,20
181.902,15
181.907,15
183.638,990
184.032,840
184.037,390
184.321,235
184.327,10
184.369,15
185.151,880
186.271,10
186.276,1155
186.417,10
186.422,10
186.570,270
186.663,10
186.954,270
187.099,145
187.103,120
187.246,15
187.250,10
187.254,10
187.295,10
187.298,75
187.392,170
188.903,1165
189.879,260
190.415,1030
191.146,620
191.150,635
191.244,10
191.389,240
191.393,10
191.974,415
191.978,165
192.026,15
192.029,30
192.521,25
193.344,560
193.491,825
193.632,10
193.661,180
193.781,15
193.784,15
194.168,15
194.466,585
194.612,200
194.620,20
195.003,25
195.735,540
196.027,765
196.557,200
196.562,570
196.726,10
196.996,200
197.240,20
197.629,565
197.634,200
197.681,20
198.214,15
198.218,535
198.800,160
199.048,620
199.634,165
199.774,630
199.779,10
199.895,185
200.018,10
200.024,10
200.461,20
200.652,585
201.286,195
201.481,605
201.969,175
202.261,610
202.264,180
203.382,20
204.893,1215
205.429,1520
205.576,700
205.579,10
207.867,1480
207.874,740
208.600,10
208.603,685
209.183,10
209.193,700
210.015,10
210.159,750
210.743,200
210.891,555
211.572,195
212.255,585
213.084,805
213.429,830
213.913,175
214.253,660
214.257,180
214.260,10
214.302,10
214.306,10
214.309,15
214.313,10
214.741,15
214.746,515
214.898,10
215.620,140
215.715,665
215.719,10
216.301,190
216.550,625
217.131,175
217.958,655
218.007,805
218.153,10
218.250,175
218.254,15
218.787,25
218.790,550
218.933,10
219.470,185
219.762,605
220.298,185
220.445,615
221.127,175
221.273,630
222.004,200
222.687,605
222.980,730
223.564,320
223.567,505
223.615,10
223.954,15
224.198,495
224.201,265
224.490,10
224.494,210
225.222,10
225.807,540
225.811,755
225.892,10
225.907,65
226.050,175
226.054,15
226.057,10
226.060,15
227.126,395
227.143,735
227.805,10
228.098,705
228.103,190
228.147,15
228.151,10
228.154,15
228.244,20
228.635,10
229.372,480
229.512,710
230.048,160
230.052,580
230.194,10
230.877,170
230.884,585
231.120,10
231.559,170
232.411,600
232.534,780
232.538,190
233.121,25
233.948,550
233.952,760
234.097,10
234.143,185
234.147,10
234.150,10
234.154,15
234.192,15
234.633,20
235.462,450
236.044,705
236.047,790
236.142,15
236.148,10
236.190,10
236.194,15
236.197,15
236.242,30
236.246,15
236.249,10
236.727,10
237.556,570
238.239,750
238.251,715
238.970,10
239.213,755
239.217,175
239.653,25
240.480,530
240.627,745
241.163,155
241.897,550
241.999,700
242.577,160
243.260,545
243.800,715
243.944,555
244.697,10
244.793,900
244.822,10
244.834,45
244.923,90
245.015,10
245.355,10
245.359,495
245.892,10
245.897,560
246.090,10
246.096,75
247.309,80
247.842,1155
248.528,600
249.260,645
249.353,700
249.369,10
249.406,255
249.499,10
249.503,10
249.548,10
249.552,15
249.557,15
249.793,335
250.084,10
250.088,190
250.476,15
250.624,455
251.157,10
251.160,675
251.449,10
251.888,230
251.891,430
252.570,10
252.727,690
252.768,145
252.773,20
252.776,60
252.863,15
252.866,10
253.107,10
253.838,375
254.520,680
254.524,680
254.718,10
255.203,155
255.886,530
256.617,690
256.620,705
256.763,10
256.767,175
256.814,15
256.821,10
256.874,10
257.007,10
257.012,10
257.300,40
257.592,460
257.595,285
257.643,15
258.131,15
258.810,440
259.493,745
260.371,725
260.380,770
261.053,10
261.057,730
261.735,10
261.740,685
262.418,10
262.565,700
263.174,180
263.832,525
263.836,710
264.514,10
265.197,685
265.211,725
265.928,10
266.757,730
266.905,740
267.488,165
267.491,550
268.122,10
268.853,675
268.857,685
269.020,10
269.535,170
270.218,525
270.559,705
270.949,255
270.954,440
271.632,10
271.644,685
272.314,10
273.002,700
273.157,720
273.714,175
274.149,585
274.167,420
274.170,10
274.289,15
274.435,245
275.093,680
275.776,10
277.191,690
277.874,1405
278.847,730
279.529,905
279.533,710
279.581,15
279.584,15
279.676,10
279.683,95
280.118,10
280.260,475
280.358,165
280.361,15
280.520,10
280.534,15
280.660,375
281.772,690
281.778,315
281.820,10
281.824,20
282.066,15
283.283,285
283.724,1295
283.868,210
283.872,360
284.112,10
284.697,215
284.702,620
284.900,10
284.992,135
285.092,175
286.354,1375
287.037,10
287.041,590
287.045,10
287.331,10
287.381,305
287.385,10
287.389,10
287.476,15
287.481,40
287.622,235
288.841,1280
290.400,1320
290.404,190
290.407,25
290.498,20
290.790,20
290.794,350
291.473,10
291.668,640
291.679,130
291.688,20
291.765,35
291.769,15
291.772,10
291.775,10
292.059,70
292.073,310
292.596,10
293.277,605
293.280,645
294.011,10
294.836,650
294.840,900
294.983,10
294.986,105
295.373,10
295.524,350
295.665,220
295.670,10
295.673,15
295.676,10
295.766,15
296.105,15
296.786,480
296.933,760
296.936,130
297.031,10
297.079,90
297.084,15
297.180,10
297.183,15
297.225,25
297.229,25
297.232,15
297.235,10
297.277,15
297.280,20
297.351,20
297.616,25
297.762,280
298.298,175
299.127,575
299.130,715
299.133,10
299.324,160
299.713,20
299.955,555
300.540,215
300.687,515
301.223,155
301.369,565
301.373,175
301.424,45
301.442,20
301.916,15
302.003,430
302.051,10
302.198,290
302.204,10
303.465,1065
303.468,205
303.564,35
303.855,150
304.006,280
304.148,150
304.343,315
304.550,160
304.687,10
306.391,990
306.780,910
306.783,415
306.786,10
306.927,20
307.073,230
308.048,280
308.442,670
308.447,465
308.454,10
308.737,25
308.741,20
309.023,10
309.852,410
309.863,890
310.244,10
311.074,390
311.221,860
311.363,10
311.366,340
311.509,10
313.313,1210
314.585,635
314.727,1250
314.753,10
314.828,285
314.884,20
314.892,10
315.019,205
315.120,110
315.263,90
315.267,15
315.312,10
315.315,20
315.318,40
315.409,55
316.774,295
317.116,1165
317.505,240
317.511,410
317.554,15
317.560,10
317.603,15
317.749,220
317.754,10
317.895,10
317.901,10
317.906,195
319.167,570
319.309,575
319.331,10
319.699,160
319.846,415
320.382,225
320.387,485
321.357,10
321.503,970
321.649,260
321.795,155
321.945,125
323.063,625
323.745,565
323.749,660
323.892,155
323.895,20
324.184,310
325.562,10
325.718,1280
325.744,200
325.747,15
325.750,15
325.766,15
325.841,10
325.845,20
326.086,85
326.816,275
327.501,690
328.182,665
328.331,685
328.621,200
328.627,290
328.669,10
328.678,15
328.864,10
328.882,185
329.597,780
329.741,10
329.745,80
329.798,15
329.989,220
330.034,10
330.037,10
330.040,10
330.150,135
330.292,185
330.326,10
330.439,180
331.399,550
331.789,360
332.374,380
332.667,600
333.069,320
333.617,355
334.422,620
335.010,740
335.013,680
335.153,10
335.301,240
335.305,10
336.434,370
336.569,710
337.103,10
337.785,760
337.788,615
338.079,10
338.083,255
338.370,10
339.053,365
339.297,680
339.738,275
339.744,425
340.418,10
340.710,640
340.714,310
340.857,15
341.249,320
342.368,635
342.660,660
342.953,290
343.489,285
343.782,605
344.068,540
344.071,10
345.298,540
345.731,675
346.414,515
346.419,585
346.951,10
347.535,560
347.538,585
348.072,10
348.075,565
348.079,10
348.364,200
349.341,1090
349.534,15
349.538,15
349.583,15
349.586,10
349.589,10
349.634,10
349.638,10
349.641,10
349.892,15
351.454,340
351.495,1655
351.523,10
351.719,10
351.826,285
353.239,1395
353.386,10
353.775,225
353.779,440
354.484,10
355.189,685
355.192,640
355.735,10
356.408,580
356.700,715
356.704,205
356.708,20
357.094,70
357.675,315
358.072,685
358.211,535
358.216,10
359.186,655
359.190,295
359.487,10
359.641,325
359.771,140
359.775,15
359.820,35
359.824,25
359.828,15
360.016,25
361.283,295
361.287,1225
361.966,10
362.550,600
362.555,600
363.233,10
363.381,690
363.556,230
363.574,80
363.580,20
363.585,20
363.590,10
363.623,10
363.629,10
363.673,10
363.682,15
363.915,260
365.184,670
365.866,690
367.136,660
368.498,1235
369.181,1415
369.915,660
369.960,695
370.597,10
370.740,690
370.743,10
371.179,170
371.277,500
372.014,10
372.691,720
373.388,745
374.220,745
374.368,735
374.892,185
375.615,525
375.621,710
376.298,10
376.984,710
376.987,720
377.712,10
378.394,705
378.398,665
379.078,10
379.759,725
380.490,720
380.588,730
381.368,10
382.010,735
382.684,705
383.513,755
384.244,750
384.927,745
385.219,740
385.222,260
386.291,10
386.296,1135
387.022,10
387.026,650
387.705,10
387.710,715
388.421,10
388.584,660
388.680,165
388.683,15
388.694,10
388.701,15
388.708,20
388.729,20
388.732,15
388.736,10
388.740,10
388.781,10
388.784,15
389.076,20
389.801,360
389.805,685
390.484,10
390.491,710
391.166,10
391.898,700
392.586,705
394.118,760
394.238,1450
394.241,165
394.384,30
394.387,95
394.481,15
394.485,10
394.488,10
394.533,10
394.536,15
394.540,10
394.579,15
394.582,20
394.586,15
394.589,15
394.627,10
394.644,15
394.673,10
394.711,10
394.774,10
394.831,235
395.506,725
396.336,10
396.480,735
396.578,330
396.582,10
397.017,420
397.309,10
397.700,355
397.711,395
397.845,10
397.851,145
397.942,10
398.040,15
398.045,35
398.050,15
398.055,10
398.141,10
398.430,15
399.113,410
399.119,755
399.795,10
399.801,685
400.478,10
401.307,710
401.452,710
401.456,150
401.501,10
401.505,10
401.508,30
401.553,30
401.556,15
401.559,15
401.748,10
401.891,20
402.209,385
402.213,190
402.216,20
402.233,10
402.281,10
402.427,195
402.431,10
402.434,45
402.605,205
402.723,10
403.419,800
403.582,10
403.843,125
403.849,230
403.853,15
403.988,220
404.378,355
404.670,10
405.352,335
405.937,620
406.766,650
406.815,780
406.820,15
407.161,15
408.571,325
408.862,1415
409.253,400
409.944,345
409.984,765
410.234,10
410.279,195
410.285,20
410.290,15
410.296,15
410.861,20
410.910,485
411.495,10
412.226,715
412.275,750
413.010,10
413.689,765
413.840,720
414.470,180
414.566,520
415.155,155
415.795,565
415.937,735
416.077,10
416.081,200
416.227,20
416.230,15
416.517,15
417.347,435
418.028,800
418.032,660
418.711,10
418.861,725
419.003,140
419.298,35
419.303,45
419.393,10
420.124,465
420.808,715
420.953,740
421.099,10
421.635,175
421.638,550
421.785,10
421.937,250
421.979,15
421.989,10
423.073,415
423.209,725
423.732,220
424.414,500
424.904,720
424.909,355
425.101,10
425.685,325
425.730,495
425.733,10
425.836,210
427.046,1165
427.050,10
427.053,15
427.925,265
427.973,670
428.217,215
428.607,405
428.752,10
428.756,155
428.801,15
428.805,10
428.808,20
428.865,25
428.899,15
429.143,10
429.736,345
430.805,600
430.946,1255
432.360,1300
432.457,10
432.461,170
432.506,15
432.510,10
432.513,10
432.517,10
432.555,15
432.612,15
432.652,15
432.896,115
432.900,270
433.878,10
433.882,755
433.920,155
433.923,10
433.926,10
433.929,15
433.969,15
433.974,10
434.407,20
434.554,470
435.142,165
435.285,590
435.385,225
435.480,10
435.484,10
435.822,440
436.504,10
436.798,715
436.808,270
436.813,15
437.332,10
438.015,450
438.162,715
438.746,140
438.750,570
438.892,10
439.437,220
440.112,490
440.258,725
440.291,165
440.406,20
440.413,10
440.416,10
440.843,20
440.847,500
440.894,10
441.086,10
441.090,185
441.235,15
441.525,20
441.529,440
442.207,10
442.211,675
442.356,10
442.360,10
442.363,135
442.503,25
443.621,35
443.624,1125
444.990,10
445.036,1500
445.279,10
445.282,205
445.815,15
446.499,505
446.969,810
447.772,405
449.130,810
449.422,1335
450.007,275
450.690,635
450.701,660
451.372,10
451.376,665
451.519,10
451.522,180
451.570,15
451.573,10
451.582,15
451.665,10
451.960,15
452.640,400
452.643,695
453.615,10
453.665,930
453.859,10
454.005,335
455.429,775
455.473,710
456.105,10
456.930,710
456.934,745
457.076,10
457.618,145
457.759,590
458.295,160
458.298,565
459.028,10
459.711,710
460.002,705
460.391,190
460.394,515
461.269,10
461.951,720
461.954,700
462.634,10
463.365,700
463.999,735
464.730,730
464.734,725
465.413,10
466.095,720
467.103,625
467.108,1035
467.411,15
467.414,215
467.611,240
469.312,1460
469.331,205
469.361,10
469.366,10
469.372,15
469.461,15
469.469,15
469.474,10
469.704,25
470.434,400
470.532,725
470.677,165
470.683,10
470.973,10
471.116,95
471.268,445
471.945,10
471.948,715
472.240,10
472.250,285
472.627,10
472.632,420
473.412,10
474.139,715
474.142,785
474.187,10
474.191,10
474.195,15
474.288,20
474.724,10
475.458,535
475.461,660
475.991,10
476.674,630
476.677,605
476.820,10
476.824,170
476.869,15
476.880,45
476.883,25
476.936,10
476.967,10
476.970,15
477.210,35
477.795,275
478.477,635
479.019,640
479.160,625
479.712,10
479.845,615
480.427,175
480.964,485
481.663,675
482.377,675
482.475,670
482.622,235
483.352,430
483.356,305
483.453,10
483.746,20
484.332,345
484.428,665
485.010,10
485.400,640
485.692,705
487.057,715
487.061,660
487.350,10
488.472,290
488.482,1050
488.642,10
488.666,165
488.669,10
488.673,10
488.676,10
488.766,10
489.009,10
489.739,425
490.429,695
490.567,695
490.571,160
490.575,10
491.737,15
491.743,1110
491.956,10
491.981,280
492.178,10
492.183,10
492.371,330
492.689,10
492.764,245
492.769,10
492.774,20
492.907,20
492.913,310
493.594,10
494.324,610
494.863,610
494.955,615
495.004,10
495.443,155
496.125,480
496.128,690
496.281,10
496.369,220
496.372,15
496.466,10
496.469,15
496.473,30
496.810,360
496.954,10
496.978,185
496.999,20
497.100,25
497.490,20
498.173,430
498.468,695
498.904,160
498.907,545
499.050,10
499.053,135
499.204,15
499.635,25
499.732,535
500.269,175
500.453,540
501.004,135
501.049,565
501.097,10
501.109,150
501.682,25
501.686,510
502.366,10
502.513,735
503.048,165
503.051,555
503.340,15
503.879,170
504.029,550
504.071,145
504.075,25
504.078,10
504.081,10
504.120,10
504.123,10
504.126,10
504.130,15
504.465,20
504.610,415
505.143,10
506.119,660
506.314,1020
506.317,10
506.411,265
506.558,130
506.657,125
507.777,865
508.215,225
508.218,370
508.898,10
509.580,760
510.309,660
510.313,710
510.320,10
510.408,10
510.413,125
510.458,20
510.462,10
510.465,15
510.555,10
510.994,15
511.006,485
511.042,10
511.047,10
511.050,15
511.140,15
511.162,10
511.248,235
511.289,10
511.292,10
511.383,110
511.399,20
511.432,15
511.437,15
511.440,15
511.566,15
511.579,15
511.582,15
511.585,15
511.589,10
511.676,195
512.383,695
513.138,10
513.772,675
514.455,710
514.606,705
514.760,240
514.796,15
514.800,15
514.803,15
514.806,15
514.894,15
514.898,15
515.332,325
515.430,265
515.434,15
515.478,10
515.482,10
515.486,10
515.576,20
515.580,25
515.872,20
516.405,275
516.941,660
516.945,550
517.380,10
518.209,300
519.035,870
520.305,710
520.309,1430
520.695,10
521.575,400
522.401,535
522.940,1135
523.230,645
523.233,245
523.397,10
523.474,30
523.498,210
524.741,1140
524.887,165
524.891,60
525.156,15
525.716,275
526.253,575
526.398,575
526.548,275
527.520,340
528.056,585
528.202,635
528.349,310
528.889,280
528.936,235
528.951,10
529.323,10
529.873,335
530.006,660
530.012,120
530.166,125
530.206,10
530.214,10
530.689,365
531.274,175
531.810,505
531.956,675
532.141,10
532.151,160
532.155,10
532.158,10
532.161,15
532.207,15
532.217,15
532.221,10
532.638,15
532.785,460
532.789,160
532.882,20
532.886,15
533.371,40
533.389,510
533.468,10
533.518,165
533.613,10
533.621,15
533.626,10
533.663,10
533.668,10
534.052,20
534.343,480
534.358,165
534.591,65
534.881,25
535.029,500
535.035,165
535.040,15
535.046,70
535.564,20
535.710,485
536.246,145
536.980,530
537.660,720
537.954,685
537.964,280
537.971,10
538.344,15
538.391,400
538.397,10
538.490,10
538.505,205
539.318,695
539.610,15
539.902,355
539.908,310
540.049,135
542.160,595
542.242,1425
542.246,230
543.510,370
543.949,835
544.339,490
545.167,315
545.460,1125
547.508,1235
549.604,965
550.189,2105
551.264,455
552.139,1135
552.143,920
552.258,10
552.382,10
552.386,145
552.389,20
552.392,10
552.433,15
552.443,10
552.456,15
552.459,10
552.480,15
552.484,10
552.529,20
552.533,115
552.536,15
552.675,10
554.478,15
554.482,1815
