df_hash,22ZHK4.TDZQKW
13.820,1.040
13.850,1.033
13.880,1.029
13.910,1.035
13.940,1.036
13.970,1.037
14.000,1.038
14.030,1.039
14.060,1.035
14.090,1.033
14.120,1.036
14.150,1.029
14.180,1.039
14.210,1.034
14.240,1.038
14.270,1.037
14.300,1.032
14.330,1.041
14.360,1.034
14.390,1.034
14.420,1.033
14.450,1.032
14.480,1.035
14.510,1.033
14.540,1.037
14.570,1.034
14.600,1.030
14.630,1.030
14.660,1.037
14.690,1.036
14.720,1.038
14.750,1.041
14.780,1.040
14.810,1.033
14.840,1.033
14.870,1.036
14.900,1.039
14.930,1.036
14.960,1.030
14.990,1.030
15.020,1.043
15.050,1.034
15.080,1.033
15.110,1.036
15.140,1.036
15.170,1.033
15.200,1.040
15.230,1.039
15.260,1.034
15.290,1.032
15.320,1.036
15.350,1.036
15.380,1.033
15.410,1.036
15.440,1.033
15.470,1.040
15.500,1.041
15.530,1.036
15.560,1.036
15.590,1.037
15.620,1.033
15.650,1.032
15.680,1.033
15.710,1.041
15.740,1.038
15.770,1.030
15.800,1.031
15.830,1.042
15.860,1.037
15.890,1.033
15.920,1.035
15.950,1.032
15.980,1.033
16.010,1.037
16.040,1.039
16.070,1.035
16.100,1.034
16.130,1.032
16.160,1.034
16.190,1.031
16.220,1.035
16.250,1.032
16.280,1.038
16.310,1.040
16.340,1.035
16.370,1.036
16.400,1.033
16.430,1.032
16.460,1.034
16.490,1.034
16.520,1.037
16.550,1.032
16.580,1.029
16.610,1.041
16.640,1.033
16.670,1.034
16.700,1.036
16.730,1.035
16.760,1.036
16.790,1.037
16.820,1.037
16.850,1.032
16.880,1.032
16.910,1.036
16.940,1.037
16.970,1.034
17.000,1.037
17.030,1.035
17.060,1.037
17.090,1.037
17.120,1.039
17.150,1.035
17.180,1.035
17.210,1.033
17.240,1.035
17.270,1.037
17.300,1.039
17.330,1.031
17.360,1.032
17.390,1.042
17.420,1.039
17.450,1.033
17.480,1.038
17.510,1.032
17.540,1.033
17.570,1.032
17.600,1.041
17.630,1.036
17.660,1.034
17.690,1.035
17.720,1.032
17.750,1.030
17.780,1.032
17.810,1.033
17.840,1.038
17.870,1.037
17.900,1.035
17.930,1.036
17.960,1.035
17.990,1.034
18.020,1.033
18.050,1.036
18.080,1.031
18.110,1.031
18.140,1.034
18.170,1.036
18.200,1.035
18.230,1.027
18.260,1.031
18.290,1.037
18.320,1.036
18.350,1.034
18.380,1.035
18.410,1.032
18.440,1.036
18.470,1.034
18.500,1.030
18.530,1.036
18.560,1.035
18.590,1.036
18.620,1.036
18.650,1.037
18.680,1.037
18.710,1.036
18.740,1.029
18.770,1.033
18.800,1.038
18.830,1.033
18.860,1.034
18.890,1.030
18.920,1.032
18.950,1.036
18.980,1.036
19.010,1.038
19.040,1.037
19.070,1.033
19.100,1.031
19.130,1.040
19.160,1.027
19.190,1.021
19.220,1.025
19.250,1.028
19.280,1.031
19.310,1.035
19.340,1.036
19.370,1.035
19.400,1.032
19.430,1.028
19.460,1.027
19.490,1.031
19.520,1.037
19.550,1.039
19.580,1.039
19.610,1.038
19.640,1.032
19.670,1.030
19.700,1.034
19.730,1.035
19.760,1.041
19.790,1.043
19.820,1.046
19.850,1.049
19.880,1.051
19.910,1.049
19.940,1.050
19.970,1.042
20.000,1.039
20.030,1.046
20.060,1.043
20.090,1.039
20.120,1.047
20.150,1.052
20.180,1.020
20.210,1.045
20.240,1.046
20.270,1.044
20.300,1.042
20.330,1.041
20.360,1.043
20.390,1.034
20.420,1.037
20.450,1.045
20.480,1.042
20.510,1.041
20.540,1.033
20.570,1.034
20.600,1.040
20.630,1.038
20.660,1.037
20.690,1.030
20.720,1.027
20.750,1.029
20.780,1.034
20.810,1.038
20.840,1.047
20.870,1.037
20.900,1.053
20.930,1.047
20.960,1.043
20.990,1.053
21.020,1.053
21.050,1.051
21.080,1.040
21.110,1.044
21.140,1.046
21.170,1.044
21.200,1.045
21.230,1.047
21.260,1.039
21.290,1.040
21.320,1.045
21.350,1.040
21.380,1.038
21.410,1.032
21.440,1.041
21.470,1.040
21.500,1.040
21.530,1.041
21.560,1.045
21.590,1.042
21.620,1.043
21.650,1.042
21.680,1.041
21.710,1.039
21.740,1.041
21.770,1.041
21.800,1.043
21.830,1.037
21.860,1.039
21.890,1.039
21.920,1.042
21.950,1.048
21.980,1.038
22.010,1.037
22.040,1.042
22.070,1.048
22.100,1.044
22.130,1.038
22.160,1.038
22.190,1.045
22.220,1.047
22.250,1.043
22.280,1.040
22.310,1.045
22.340,1.030
22.370,1.044
22.400,1.045
22.430,1.043
22.460,1.040
22.490,1.039
22.520,1.039
22.550,1.033
22.580,1.042
22.610,1.045
22.640,1.037
22.670,1.030
22.700,1.037
22.730,1.047
22.760,1.038
22.790,1.040
22.820,1.048
22.850,1.051
22.880,1.048
22.910,1.046
22.940,1.044
22.970,1.037
23.000,1.042
23.030,1.042
23.060,1.041
23.090,1.045
23.120,1.041
23.150,1.040
23.180,1.040
23.210,1.054
23.240,1.051
23.270,1.037
23.300,1.039
23.330,1.039
23.360,1.042
23.390,1.044
23.420,1.040
23.450,1.035
23.480,1.035
23.510,1.037
23.540,1.043
23.570,1.039
23.600,1.040
23.630,1.041
23.660,1.041
23.690,1.042
23.720,1.043
23.750,1.046
23.780,1.048
23.810,1.045
23.840,1.042
23.870,1.038
23.900,1.040
23.930,1.037
23.960,1.047
23.990,1.040
24.020,1.040
24.050,1.042
24.080,1.041
24.110,1.044
24.140,1.044
24.170,1.045
24.200,1.040
24.230,1.042
24.260,1.047
24.290,1.041
24.320,1.044
24.350,1.043
24.380,1.039
24.410,1.039
24.440,1.044
24.470,1.043
24.500,1.042
24.530,1.045
24.560,1.046
24.590,1.041
24.620,1.041
24.650,1.043
24.680,1.042
24.710,1.046
24.740,1.037
24.770,1.040
24.800,1.049
24.830,1.040
24.860,1.041
24.890,1.037
24.920,1.042
24.950,1.043
24.980,1.046
25.010,1.044
25.040,1.040
25.070,1.039
25.100,1.045
25.130,1.045
25.160,1.041
25.190,1.039
25.220,1.045
25.250,1.043
25.280,1.042
25.310,1.042
25.340,1.044
25.370,1.040
25.400,1.045
25.430,1.047
25.460,1.040
25.490,1.043
25.520,1.040
25.550,1.043
25.580,1.042
25.610,1.041
25.640,1.030
25.670,1.043
25.700,1.040
25.730,1.043
25.760,1.043
25.790,1.047
25.820,1.044
25.850,1.043
25.880,1.036
25.910,1.043
25.940,1.041
25.970,1.045
26.000,1.044
26.030,1.045
26.060,1.046
26.090,1.044
26.120,1.042
26.150,1.038
26.180,1.047
26.210,1.046
26.240,1.045
26.270,1.043
26.300,1.043
26.330,1.036
26.360,1.038
26.390,1.037
26.420,1.043
26.450,1.042
26.480,1.047
26.510,1.044
26.540,1.043
26.570,1.041
26.600,1.043
26.630,1.047
26.660,1.043
26.690,1.046
26.720,1.047
26.750,1.043
26.780,1.049
26.810,1.047
26.840,1.044
26.870,1.043
26.900,1.049
26.930,1.044
26.960,1.036
26.990,1.041
27.020,1.041
27.050,1.034
27.080,1.037
27.110,1.040
27.140,1.044
27.170,1.033
27.200,1.036
27.230,1.041
27.260,1.037
27.290,1.039
27.320,1.041
27.350,1.046
27.380,1.038
27.410,1.040
27.440,1.036
27.470,1.019
27.500,1.035
27.530,1.041
27.560,1.021
27.590,1.003
27.620,1.058
27.650,1.037
27.680,1.040
27.710,1.043
27.740,1.055
27.770,1.030
27.800,1.015
27.830,1.047
27.860,1.039
27.890,1.041
27.920,1.057
27.950,1.062
27.980,1.035
28.010,1.037
28.040,1.039
28.070,1.019
28.100,1.042
28.130,1.021
28.160,1.026
28.190,1.049
28.220,1.053
28.250,1.039
28.280,1.027
28.310,1.044
28.340,1.060
28.370,1.036
28.400,1.037
28.430,1.044
28.460,1.038
28.490,1.049
28.520,1.046
28.550,1.030
28.580,1.037
28.610,1.036
28.640,1.036
28.670,1.029
28.700,1.033
28.730,1.033
28.760,1.033
28.790,1.033
28.820,1.043
28.850,1.041
28.880,1.034
28.910,1.033
28.940,1.045
28.970,1.042
29.000,1.036
29.030,1.036
29.060,1.035
29.090,1.031
29.120,1.033
29.150,1.038
29.180,1.029
29.210,1.034
29.240,1.035
29.270,1.033
29.300,1.034
29.330,1.038
29.360,1.041
29.390,1.037
29.420,1.033
29.450,1.034
29.480,1.046
29.510,1.042
29.540,1.039
29.570,1.034
29.600,1.038
29.630,1.034
29.660,1.033
29.690,1.038
29.720,1.040
29.750,1.037
29.780,1.037
29.810,1.038
29.840,1.033
29.870,1.032
29.900,1.040
29.930,1.035
29.960,1.035
29.990,1.037
30.020,1.033
30.050,1.033
30.080,1.037
30.110,1.040
30.140,1.038
30.170,1.043
30.200,1.038
30.230,1.030
30.260,1.029
30.290,1.039
30.320,1.036
30.350,1.029
30.380,1.037
30.410,1.039
30.440,1.037
30.470,1.038
30.500,1.042
30.530,1.033
30.560,1.035
30.590,1.039
30.620,1.040
30.650,1.037
30.680,1.036
30.710,1.033
30.740,1.033
30.770,1.043
30.800,1.039
30.830,1.037
30.860,1.034
30.890,1.032
30.920,1.036
30.950,1.038
30.980,1.035
31.010,1.036
31.040,1.034
31.070,1.035
31.100,1.035
31.130,1.037
31.160,1.043
31.190,1.035
31.220,1.035
31.250,1.039
31.280,1.043
31.310,1.031
31.340,1.037
31.370,1.036
31.400,1.036
31.430,1.030
31.460,1.031
31.490,1.034
31.520,1.038
31.550,1.040
31.580,1.038
31.610,1.039
31.640,1.035
31.670,1.033
31.700,1.039
31.730,1.040
31.760,1.037
31.790,1.032
31.820,1.039
31.850,1.039
31.880,1.038
31.910,1.032
31.940,1.035
31.970,1.030
32.000,1.036
32.030,1.041
32.060,1.039
32.090,1.034
32.120,1.034
32.150,1.038
32.180,1.036
32.210,1.033
32.240,1.038
32.270,1.036
32.300,1.038
32.330,1.038
32.360,1.042
32.390,1.037
32.420,1.032
32.450,1.040
32.480,1.036
32.510,1.037
32.540,1.034
32.570,1.032
32.600,1.042
32.630,1.039
32.660,1.037
32.690,1.036
32.720,1.037
32.750,1.034
32.780,1.038
32.810,1.037
32.840,1.032
32.870,1.034
32.900,1.035
32.930,1.033
32.960,1.035
32.990,1.033
33.020,1.033
33.050,1.038
33.080,1.038
33.110,1.039
33.140,1.038
33.170,1.033
33.200,1.038
33.230,1.037
33.260,1.041
33.290,1.032
33.320,1.034
33.350,1.041
33.380,1.039
33.410,1.036
33.440,1.036
33.470,1.037
33.500,1.035
33.530,1.037
33.560,1.039
33.590,1.035
33.620,1.038
33.650,1.040
33.680,1.031
33.710,1.033
33.740,1.038
33.770,1.037
33.800,1.038
33.830,1.038
33.860,1.040
33.890,1.037
33.920,1.038
33.950,1.041
33.980,1.036
34.010,1.033
34.040,1.035
34.070,1.043
34.100,1.033
34.130,1.036
34.160,1.035
34.190,1.036
34.220,1.037
34.250,1.044
34.280,1.047
34.310,1.031
34.340,1.033
34.370,1.044
34.400,1.039
34.430,1.035
34.460,1.038
34.490,1.033
34.520,1.035
34.550,1.036
34.580,1.035
34.610,1.038
34.640,1.039
34.670,1.044
34.700,1.030
34.730,1.034
34.760,1.036
34.790,1.034
34.820,1.039
34.850,1.034
34.880,1.037
34.910,1.030
34.940,1.034
34.970,1.039
35.000,1.041
35.030,1.034
35.060,1.035
35.090,1.038
35.120,1.033
35.150,1.030
35.180,1.036
35.210,1.039
35.240,1.036
35.270,1.043
35.300,1.040
35.330,1.036
35.360,1.041
35.390,1.037
35.420,1.036
35.450,1.039
35.480,1.040
35.510,1.037
35.540,1.029
35.570,1.031
35.600,1.034
35.630,1.035
35.660,1.038
35.690,1.042
35.720,1.033
35.750,1.049
35.780,1.039
35.810,1.038
35.840,1.030
35.870,1.032
35.900,1.032
35.930,1.037
35.960,1.034
35.990,1.039
36.020,1.042
36.050,1.034
36.080,1.041
36.110,1.042
36.140,1.038
36.170,1.026
36.200,1.031
36.230,1.031
36.260,1.025
36.290,1.031
36.320,1.019
36.350,1.028
36.380,1.039
36.410,1.039
36.440,1.030
36.470,1.034
36.500,1.043
36.530,1.045
36.560,1.033
36.590,1.036
36.620,1.044
36.650,1.042
36.680,1.024
36.710,1.030
36.740,1.036
36.770,1.045
36.800,1.045
36.830,1.042
36.860,1.040
36.890,1.061
36.920,1.032
36.950,1.049
36.980,1.053
37.010,1.062
37.040,1.059
37.070,1.053
37.100,1.055
37.130,1.042
37.160,1.036
37.190,1.045
37.220,1.042
37.250,1.039
37.280,1.045
37.310,1.047
37.340,1.040
37.370,1.039
37.400,1.045
37.430,1.047
37.460,1.045
37.490,1.044
37.520,1.041
37.550,1.042
37.580,1.049
37.610,1.041
37.640,1.040
37.670,1.036
37.700,1.047
37.730,1.043
37.760,1.041
37.790,1.039
37.820,1.039
37.850,1.043
37.880,1.041
37.910,1.046
37.940,1.044
37.970,1.042
38.000,1.044
38.030,1.047
38.060,1.044
38.090,1.051
38.120,1.054
38.150,1.043
38.180,1.042
38.210,1.039
38.240,1.045
38.270,1.045
38.300,1.036
38.330,1.032
38.360,1.046
38.390,1.044
38.420,1.039
38.450,1.037
38.480,1.040
38.510,1.043
38.540,1.049
38.570,1.043
38.600,1.042
38.630,1.039
38.660,1.043
38.690,1.042
38.720,1.038
38.750,1.044
38.780,1.044
38.810,1.043
38.840,1.043
38.870,1.036
38.900,1.038
38.930,1.043
38.960,1.043
38.990,1.038
39.020,1.043
39.050,1.047
39.080,1.043
39.110,1.040
39.140,1.044
39.170,1.045
39.200,1.041
39.230,1.042
39.260,1.048
39.290,1.046
39.320,1.041
39.350,1.041
39.380,1.041
39.410,1.042
39.440,1.044
39.470,1.041
39.500,1.043
39.530,1.043
39.560,1.045
39.590,1.037
39.620,1.041
39.650,1.045
39.680,1.046
39.710,1.045
39.740,1.042
39.770,1.043
39.800,1.041
39.830,1.041
39.860,1.047
39.890,1.045
39.920,1.041
39.950,1.044
39.980,1.044
40.010,1.042
40.040,1.040
40.070,1.042
40.100,1.039
40.130,1.049
40.160,1.048
40.190,1.043
40.220,1.040
40.250,1.043
40.280,1.041
40.310,1.038
40.340,1.048
40.370,1.042
40.400,1.040
40.430,1.041
40.460,1.051
40.490,1.045
40.520,1.042
40.550,1.044
40.580,1.044
40.610,1.038
40.640,1.039
40.670,1.049
40.700,1.041
40.730,1.040
40.760,1.042
40.790,1.036
40.820,1.041
40.850,1.047
40.880,1.043
40.910,1.043
40.940,1.046
40.970,1.047
41.000,1.045
41.030,1.041
41.060,1.039
41.090,1.047
41.120,1.037
41.150,1.042
41.180,1.044
41.210,1.044
41.240,1.047
41.270,1.040
41.300,1.046
41.330,1.044
41.360,1.041
41.390,1.040
41.420,1.048
41.450,1.039
41.480,1.045
41.510,1.045
41.540,1.041
41.570,1.033
41.600,1.038
41.630,1.044
41.660,1.045
41.690,1.049
41.720,1.043
41.750,1.044
41.780,1.040
41.810,1.044
41.840,1.038
41.870,1.048
41.900,1.042
41.930,1.042
41.960,1.045
41.990,1.042
42.020,1.047
42.050,1.040
42.080,1.035
42.110,1.042
42.140,1.038
42.170,1.039
42.200,1.042
42.230,1.046
42.260,1.046
42.290,1.041
42.320,1.038
42.350,1.039
42.380,1.041
42.410,1.048
42.440,1.044
42.470,1.046
42.500,1.043
42.530,1.043
42.560,1.044
42.590,1.038
42.620,1.044
42.650,1.043
42.680,1.045
42.710,1.050
42.740,1.039
42.770,1.056
42.800,1.045
42.830,1.040
42.860,1.041
42.890,1.045
42.920,1.045
42.950,1.043
42.980,1.043
43.010,1.043
43.040,1.042
43.070,1.046
43.100,1.057
43.130,1.039
43.160,1.039
43.190,1.043
43.220,1.039
43.250,1.042
43.280,1.046
43.310,1.040
43.340,1.049
43.370,1.040
43.400,1.040
43.430,1.046
43.460,1.042
43.490,1.042
43.520,1.044
43.550,1.039
43.580,1.044
43.610,1.042
43.640,1.049
43.670,1.044
43.700,1.038
43.730,1.041
43.760,1.042
43.790,1.046
43.820,1.044
43.850,1.040
43.880,1.047
43.910,1.044
43.940,1.043
43.970,1.044
44.000,1.040
44.030,1.044
44.060,1.043
44.090,1.046
44.120,1.039
44.150,1.044
44.180,1.042
44.210,1.042
44.240,1.044
44.270,1.041
44.300,1.042
44.330,1.043
44.360,1.044
44.390,1.042
44.420,1.042
44.450,1.041
44.480,1.040
44.510,1.044
44.540,1.043
44.570,1.043
44.600,1.044
44.630,1.041
44.660,1.041
44.690,1.046
44.720,1.042
44.750,1.039
44.780,1.045
44.810,1.041
44.840,1.047
44.870,1.043
44.900,1.042
44.930,1.043
44.960,1.045
44.990,1.042
45.020,1.045
45.050,1.037
45.080,1.043
45.110,1.043
45.140,1.038
45.170,1.045
45.200,1.046
45.230,1.042
45.260,1.043
45.290,1.044
45.320,1.042
45.350,1.041
45.380,1.047
45.410,1.049
45.440,1.045
45.470,1.043
45.500,1.044
45.530,1.045
45.560,1.045
45.590,1.046
45.620,1.038
45.650,1.040
45.680,1.048
45.710,1.036
45.740,1.042
45.770,1.044
45.800,1.044
45.830,1.040
45.860,1.042
45.890,1.043
45.920,1.043
45.950,1.045
45.980,1.043
46.010,1.039
46.040,1.044
46.070,1.045
46.100,1.039
46.130,1.042
46.160,1.044
46.190,1.048
46.220,1.047
46.250,1.045
46.280,1.040
46.310,1.047
46.340,1.043
46.370,1.042
46.400,1.042
46.430,1.049
46.460,1.042
46.490,1.045
46.520,1.043
46.550,1.042
46.580,1.041
46.610,1.046
46.640,1.051
46.670,1.041
46.700,1.041
46.730,1.046
46.760,1.040
46.790,1.041
46.820,1.042
46.850,1.043
46.880,1.044
46.910,1.042
46.940,1.046
46.970,1.044
47.000,1.041
47.030,1.041
47.060,1.044
47.090,1.040
47.120,1.043
47.150,1.042
47.180,1.042
47.210,1.047
47.240,1.043
47.270,1.043
47.300,1.042
47.330,1.040
47.360,1.040
47.390,1.048
47.420,1.041
47.450,1.045
47.480,1.041
47.510,1.039
47.540,1.038
47.570,1.042
47.600,1.043
47.630,1.046
47.660,1.045
47.690,1.044
47.720,1.040
47.750,1.046
47.780,1.041
47.810,1.044
47.840,1.037
47.870,1.037
47.900,1.039
47.930,1.041
47.960,1.047
47.990,1.047
48.020,1.041
48.050,1.037
48.080,1.037
48.110,1.045
48.140,1.045
48.170,1.045
48.200,1.046
48.230,1.045
48.260,1.043
48.290,1.043
48.320,1.042
48.350,1.046
48.380,1.045
48.410,1.044
48.440,1.044
48.470,1.043
48.500,1.049
48.530,1.039
48.560,1.048
48.590,1.042
48.620,1.043
48.650,1.049
48.680,1.040
48.710,1.044
48.740,1.042
48.770,1.041
48.800,1.041
48.830,1.042
48.860,1.038
48.890,1.041
48.920,1.043
48.950,1.044
48.980,1.041
49.010,1.044
49.040,1.040
49.070,1.042
49.100,1.046
49.130,1.043
49.160,1.044
49.190,1.042
49.220,1.049
49.250,1.044
49.280,1.047
49.310,1.039
49.340,1.036
49.370,1.044
49.400,1.043
49.430,1.042
49.460,1.039
49.490,1.041
49.520,1.042
49.550,1.043
49.580,1.045
49.610,1.046
49.640,1.045
49.670,1.045
49.700,1.038
49.730,1.042
49.760,1.043
49.790,1.043
49.820,1.050
49.850,1.043
49.880,1.044
49.910,1.042
49.940,1.046
49.970,1.037
50.000,1.043
50.030,1.041
50.060,1.044
50.090,1.046
50.120,1.041
50.150,1.041
50.180,1.039
50.210,1.040
50.240,1.042
50.270,1.045
50.300,1.045
50.330,1.042
50.360,1.050
50.390,1.043
50.420,1.039
50.450,1.037
50.480,1.042
50.510,1.044
50.540,1.043
50.570,1.045
50.600,1.044
50.630,1.045
50.660,1.041
50.690,1.037
50.720,1.044
50.750,1.040
50.780,1.044
50.810,1.047
50.840,1.039
50.870,1.044
50.900,1.039
50.930,1.040
50.960,1.043
50.990,1.042
51.020,1.041
51.050,1.041
51.080,1.040
51.110,1.045
51.140,1.042
51.170,1.039
51.200,1.042
51.230,1.040
51.260,1.045
51.290,1.047
51.320,1.047
51.350,1.044
51.380,1.045
51.410,1.038
51.440,1.047
51.470,1.043
51.500,1.045
51.530,1.045
51.560,1.044
51.590,1.047
51.620,1.050
51.650,1.052
51.680,1.049
51.710,1.050
51.740,1.054
51.770,1.054
51.800,1.053
51.830,1.049
51.860,1.044
51.890,1.038
51.920,1.044
51.950,1.049
51.980,1.057
52.010,1.049
52.040,1.054
52.070,1.052
52.100,1.052
52.130,1.053
52.160,1.048
52.190,0.969
52.220,0.973
52.250,1.033
52.280,1.067
52.310,1.014
52.340,0.990
52.370,1.012
52.400,1.018
52.430,0.983
52.460,0.995
52.490,1.018
52.520,0.996
52.550,0.997
52.580,1.012
52.610,1.009
52.640,1.001
52.670,1.015
52.700,1.009
52.730,1.004
52.760,1.005
52.790,0.986
52.820,1.000
52.850,1.021
52.880,0.995
52.910,0.990
52.940,1.008
52.970,0.997
53.000,0.997
53.030,1.019
53.060,1.012
53.090,1.023
53.120,1.010
53.150,1.011
53.180,1.018
53.210,1.032
53.240,1.045
53.270,1.047
53.300,1.044
53.330,1.010
53.360,1.002
53.390,0.986
53.420,0.984
53.450,0.978
53.480,0.977
53.510,0.992
53.540,0.999
53.570,0.980
53.600,0.994
53.630,1.002
53.660,0.974
53.690,0.959
53.720,0.971
53.750,1.032
53.780,1.062
53.810,1.034
53.840,1.025
53.870,1.025
53.900,0.997
53.930,1.064
53.960,1.084
53.990,1.007
54.020,0.970
54.050,0.958
54.080,0.937
54.110,0.933
54.140,0.947
54.170,0.975
54.200,1.011
54.230,1.006
54.260,1.021
54.290,1.013
54.320,0.998
54.350,0.993
54.380,1.000
54.410,1.034
54.440,1.056
54.470,1.060
54.500,1.049
54.530,1.024
54.560,1.012
54.590,1.012
54.620,1.024
54.650,1.003
54.680,1.011
54.710,1.029
54.740,1.017
54.770,0.989
54.800,0.994
54.830,1.019
54.860,1.008
54.890,1.004
54.920,1.013
54.950,1.001
54.980,0.979
55.010,1.003
55.040,0.990
55.070,0.986
55.100,0.987
55.130,0.998
55.160,1.002
55.190,1.000
55.220,0.999
55.250,1.002
55.280,1.005
55.310,1.011
55.340,1.006
55.370,1.004
55.400,1.010
55.430,1.003
55.460,0.991
55.490,0.989
55.520,1.002
55.550,1.006
55.580,1.003
55.610,1.001
55.640,1.005
55.670,1.006
55.700,1.004
55.730,1.002
55.760,1.005
55.790,1.004
55.820,1.006
55.850,1.005
55.880,1.008
55.910,1.003
55.940,0.978
55.970,1.009
56.000,1.016
56.030,1.011
56.060,1.006
56.090,1.006
56.120,1.000
56.150,1.003
56.180,1.001
56.210,1.002
