df_hash,22ZHK4.L745P3
240.660,1.033
240.690,1.028
240.720,1.002
240.750,0.994
240.780,0.998
240.810,1.019
240.840,0.990
240.870,0.991
240.900,1.012
240.930,0.961
240.960,0.939
240.990,0.959
241.020,0.979
241.050,0.966
241.080,0.979
241.110,0.990
241.140,0.999
241.170,0.988
241.200,0.994
241.230,0.996
241.260,0.968
241.290,0.979
241.320,0.993
241.350,0.992
241.380,0.988
241.410,0.992
241.440,0.992
241.470,0.980
241.500,0.964
241.530,0.943
241.560,0.967
241.590,0.993
241.620,1.014
241.650,1.026
241.680,1.002
241.710,0.985
241.740,0.976
241.770,0.951
241.800,0.980
241.830,0.990
241.860,0.996
241.890,1.004
241.920,1.004
241.950,0.983
241.980,0.955
242.010,0.973
242.040,0.992
242.070,1.000
242.100,0.994
242.130,1.001
242.160,0.999
242.190,0.981
242.220,0.968
242.250,0.976
242.280,0.990
242.310,0.993
242.340,0.998
242.370,1.000
242.400,0.995
242.430,0.981
242.460,0.971
242.490,0.986
242.520,0.983
242.550,1.004
242.580,1.002
242.610,0.987
242.640,0.979
242.670,0.983
242.700,0.978
242.730,0.986
242.760,0.993
242.790,0.994
242.820,0.998
242.850,0.985
242.880,0.985
242.910,0.985
242.940,0.989
242.970,0.992
243.000,0.987
243.030,1.000
243.060,0.995
243.090,0.992
243.120,0.991
243.150,0.992
243.180,1.006
243.210,1.020
243.240,1.016
243.270,1.015
243.300,1.027
243.330,1.023
243.360,1.029
243.390,1.020
243.420,1.011
243.450,1.009
243.480,1.003
243.510,1.006
243.540,1.017
243.570,0.985
243.600,0.980
243.630,0.972
243.660,0.969
243.690,0.963
243.720,0.964
243.750,0.958
243.780,0.956
243.810,0.968
243.840,0.973
243.870,0.970
243.900,0.980
243.930,0.974
243.960,0.965
243.990,0.953
244.020,0.957
244.050,0.957
244.080,0.961
244.110,0.975
244.140,0.979
244.170,0.965
244.200,0.966
244.230,0.960
244.260,0.967
244.290,0.978
244.320,0.982
244.350,0.968
244.380,0.963
244.410,0.958
244.440,0.960
244.470,0.943
244.500,0.960
244.530,0.964
244.560,0.973
244.590,0.996
244.620,0.985
244.650,0.995
244.680,1.003
244.710,1.002
244.740,0.989
244.770,0.994
244.800,0.986
244.830,0.990
244.860,0.992
244.890,0.985
244.920,0.988
244.950,1.002
244.980,0.981
245.010,0.995
245.040,0.999
245.070,1.011
245.100,0.999
245.130,0.998
245.160,1.003
245.190,0.999
245.220,0.977
245.250,0.964
245.280,0.986
245.310,0.998
245.340,0.980
245.370,0.977
245.400,0.976
245.430,0.979
245.460,0.987
245.490,0.989
245.520,0.995
245.550,1.000
245.580,0.994
245.610,1.000
245.640,0.995
245.670,0.997
245.700,0.992
245.730,0.992
245.760,0.985
245.790,0.983
245.820,0.989
245.850,0.994
245.880,0.990
245.910,0.985
245.940,0.991
245.970,0.994
246.000,0.985
246.030,0.990
246.060,0.988
246.090,0.990
246.120,0.988
246.150,0.986
246.180,0.985
246.210,0.981
246.240,0.992
246.270,0.992
246.300,0.989
246.330,0.988
246.360,0.990
246.390,0.989
246.420,0.987
246.450,0.983
246.480,0.991
246.510,0.987
246.540,0.991
246.570,0.990
246.600,0.985
246.630,0.992
246.660,0.993
246.690,0.988
246.720,0.987
246.750,0.988
246.780,0.989
246.810,0.986
246.840,0.986
246.870,0.994
246.900,0.989
246.930,0.997
246.960,0.986
246.990,0.984
247.020,0.984
247.050,0.984
247.080,0.985
247.110,0.993
247.140,0.988
247.170,0.990
247.200,0.977
247.230,0.985
247.260,0.992
247.290,0.992
247.320,0.985
247.350,0.978
247.380,0.992
247.410,0.985
247.440,0.979
247.470,0.983
247.500,0.979
247.530,0.994
247.560,0.981
247.590,0.991
247.620,0.988
247.650,0.985
247.680,0.993
247.710,0.987
247.740,0.980
247.770,0.974
247.800,0.973
247.830,0.962
247.860,0.946
247.890,0.889
247.920,0.917
247.950,0.925
247.980,1.003
248.010,1.050
248.040,1.051
248.070,1.060
248.100,1.043
248.130,1.012
248.160,0.992
248.190,0.981
248.220,0.966
248.250,0.962
248.280,0.964
248.310,0.969
248.340,0.975
248.370,0.975
248.400,0.972
248.430,0.970
248.460,0.973
248.490,0.984
248.520,0.986
248.550,0.994
248.580,1.016
248.610,1.000
248.640,0.963
248.670,0.968
248.700,0.973
248.730,0.957
248.760,0.946
248.790,0.959
248.820,0.963
248.850,0.995
248.880,0.979
248.910,0.985
248.940,0.975
248.970,0.985
249.000,0.994
249.030,0.993
249.060,0.994
249.090,1.016
249.120,1.002
249.150,1.002
249.180,1.003
249.210,0.993
249.240,0.997
249.270,1.005
249.300,0.988
249.330,0.984
249.360,0.993
249.390,0.976
249.420,0.974
249.450,0.986
249.480,0.975
249.510,0.970
249.540,0.978
249.570,0.972
249.600,0.979
249.630,0.980
249.660,0.977
249.690,0.979
249.720,0.976
249.750,0.971
249.780,0.953
249.810,0.964
249.840,0.977
249.870,0.967
249.900,0.969
249.930,0.972
249.960,0.985
249.990,0.975
250.020,0.975
250.050,0.988
250.080,0.984
250.110,0.982
250.140,0.988
250.170,0.991
250.200,0.987
250.230,0.982
250.260,0.985
250.290,0.997
250.320,0.996
250.350,0.990
250.380,0.989
250.410,0.992
250.440,0.992
250.470,0.994
250.500,0.995
250.530,0.986
250.560,0.988
250.590,0.985
250.620,0.984
250.650,0.979
250.680,0.982
250.710,0.976
250.740,0.989
250.770,1.005
250.800,1.001
250.830,0.995
250.860,0.990
250.890,0.991
250.920,0.990
250.950,0.988
250.980,0.992
251.010,0.996
251.040,0.994
251.070,0.991
251.100,1.006
251.130,0.982
251.160,0.995
251.190,0.978
251.220,0.988
251.250,0.998
251.280,0.986
251.310,0.996
251.340,1.001
251.370,0.990
251.400,0.978
251.430,0.982
251.460,0.985
251.490,0.979
251.520,0.983
251.550,1.001
251.580,0.992
251.610,0.992
251.640,0.984
251.670,0.972
251.700,0.978
251.730,0.984
251.760,0.994
251.790,1.008
251.820,1.004
251.850,0.987
251.880,0.996
251.910,0.978
251.940,0.988
251.970,0.977
252.000,0.965
252.030,0.971
252.060,0.976
252.090,0.970
252.120,0.967
252.150,0.987
252.180,0.990
252.210,0.978
252.240,0.984
252.270,0.980
252.300,0.988
252.330,0.988
252.360,0.986
252.390,0.991
252.420,1.001
252.450,0.994
252.480,0.986
252.510,0.982
252.540,0.982
252.570,0.987
252.600,0.988
252.630,0.972
252.660,0.979
252.690,0.982
252.720,0.986
252.750,0.976
252.780,0.979
252.810,0.982
252.840,0.976
252.870,0.972
252.900,0.980
252.930,0.976
252.960,0.980
252.990,0.980
253.020,0.971
253.050,0.971
253.080,0.981
253.110,0.976
253.140,0.974
253.170,0.978
253.200,0.973
253.230,0.973
253.260,0.980
253.290,0.985
253.320,0.976
253.350,0.980
253.380,0.978
253.410,0.966
253.440,0.971
253.470,0.983
253.500,0.985
253.530,0.977
253.560,0.979
253.590,0.984
253.620,0.976
253.650,0.976
253.680,0.981
253.710,0.973
253.740,0.974
253.770,0.979
253.800,0.974
253.830,0.982
253.860,0.979
253.890,0.991
253.920,0.982
253.950,0.968
253.980,0.990
254.010,0.989
254.040,0.969
254.070,0.993
254.100,0.974
254.130,0.972
254.160,0.979
254.190,0.991
254.220,0.982
254.250,0.985
254.280,0.987
254.310,0.985
254.340,0.986
254.370,0.955
254.400,0.983
254.430,0.992
254.460,0.973
254.490,0.983
254.520,0.983
254.550,0.967
254.580,0.954
254.610,0.947
254.640,0.943
254.670,0.943
254.700,0.960
254.730,0.988
254.760,1.000
254.790,1.011
254.820,1.000
254.850,1.014
254.880,0.989
254.910,0.992
254.940,0.980
254.970,0.975
255.000,0.951
255.030,0.956
255.060,0.984
255.090,0.976
255.120,0.978
255.150,0.967
255.180,0.975
255.210,0.975
255.240,0.967
255.270,0.960
255.300,0.967
255.330,0.959
255.360,0.976
255.390,0.965
255.420,0.979
255.450,0.975
255.480,0.970
255.510,0.971
255.540,0.972
255.570,0.963
255.600,0.958
255.630,0.959
255.660,0.974
255.690,0.972
255.720,0.963
255.750,0.977
255.780,0.963
255.810,0.969
255.840,0.976
255.870,0.970
255.900,0.972
255.930,0.965
255.960,0.964
255.990,0.971
256.020,0.963
256.050,0.973
256.080,0.978
256.110,0.975
256.140,0.994
256.170,1.016
256.200,1.001
256.230,0.983
256.260,0.956
256.290,0.962
256.320,0.960
256.350,0.960
256.380,0.953
256.410,0.963
256.440,0.974
256.470,0.975
256.500,0.976
256.530,0.971
256.560,0.979
256.590,0.986
256.620,0.987
256.650,0.986
256.680,0.971
256.710,0.975
256.740,0.961
256.770,0.975
256.800,0.980
256.830,0.991
256.860,0.989
256.890,0.948
256.920,0.961
256.950,0.971
256.980,0.989
257.010,0.989
257.040,1.005
257.070,1.014
257.100,0.965
257.130,0.999
257.160,0.969
257.190,0.977
257.220,0.964
257.250,0.973
257.280,0.963
257.310,0.978
257.340,0.969
257.370,0.970
257.400,1.003
257.430,0.969
257.460,0.973
257.490,0.988
257.520,0.989
257.550,0.995
257.580,0.991
257.610,0.992
257.640,0.993
257.670,0.967
257.700,0.986
257.730,1.004
257.760,0.999
257.790,0.995
257.820,1.003
257.850,1.003
257.880,0.997
257.910,0.996
257.940,0.982
257.970,0.985
258.000,0.984
258.030,0.974
258.060,0.977
258.090,0.987
258.120,0.976
258.150,0.968
258.180,0.977
258.210,0.974
258.240,0.960
258.270,0.952
258.300,0.949
258.330,0.965
258.360,0.970
258.390,0.953
258.420,0.980
258.450,0.967
258.480,0.986
258.510,0.987
258.540,0.994
258.570,0.996
258.600,0.989
258.630,0.997
258.660,1.001
258.690,0.994
258.720,1.000
258.750,0.986
258.780,0.967
258.810,0.974
258.840,0.979
258.870,0.985
258.900,0.995
258.930,1.011
258.960,1.011
258.990,1.023
259.020,1.010
259.050,0.982
259.080,0.985
259.110,0.985
259.140,0.983
259.170,0.985
259.200,0.991
259.230,0.990
259.260,0.993
259.290,0.961
259.320,0.961
259.350,1.016
259.380,1.050
259.410,1.017
259.440,1.000
259.470,1.007
259.500,0.989
259.530,0.960
259.560,0.941
259.590,0.949
259.620,0.954
259.650,0.954
259.680,0.954
259.710,0.974
259.740,0.954
259.770,0.963
259.800,0.971
259.830,1.003
259.860,0.984
259.890,0.969
259.920,0.941
259.950,0.930
259.980,0.923
260.010,0.943
260.040,0.971
260.070,0.971
260.100,0.969
260.130,0.987
260.160,0.983
260.190,0.987
260.220,0.965
260.250,0.973
260.280,0.952
260.310,0.937
260.340,0.962
260.370,0.958
260.400,0.944
260.430,0.948
260.460,0.929
260.490,0.958
260.520,0.996
260.550,1.037
260.580,1.034
260.610,1.009
260.640,1.009
260.670,0.989
260.700,0.946
260.730,0.976
260.760,0.980
260.790,0.975
260.820,1.022
260.850,0.968
260.880,0.971
260.910,0.944
260.940,0.930
260.970,0.946
261.000,0.992
261.030,0.958
261.060,0.959
261.090,0.953
261.120,0.963
261.150,0.960
261.180,0.955
261.210,0.955
261.240,0.982
261.270,0.985
261.300,0.969
261.330,0.991
261.360,0.979
261.390,0.945
261.420,0.931
261.450,0.945
261.480,0.960
261.510,0.970
261.540,0.973
261.570,0.984
261.600,0.985
261.630,0.939
261.660,0.944
261.690,0.955
261.720,0.960
261.750,0.976
261.780,0.979
261.810,0.982
261.840,0.960
261.870,0.938
261.900,0.951
261.930,0.965
261.960,0.968
261.990,0.977
262.020,0.979
262.050,0.978
262.080,0.966
262.110,0.938
262.140,0.948
262.170,0.971
262.200,0.975
262.230,0.969
262.260,0.976
262.290,0.976
262.320,0.958
262.350,0.938
262.380,0.957
262.410,0.976
262.440,0.999
262.470,1.029
262.500,1.038
262.530,1.027
262.560,1.007
262.590,1.001
262.620,0.978
262.650,0.982
262.680,0.985
262.710,0.954
262.740,0.946
262.770,0.947
262.800,0.952
262.830,0.945
262.860,0.966
262.890,0.959
262.920,0.981
262.950,0.984
262.980,0.987
263.010,0.971
263.040,0.968
263.070,0.979
263.100,0.971
263.130,0.974
263.160,0.975
263.190,0.943
263.220,0.956
263.250,0.960
263.280,0.942
263.310,0.951
263.340,0.967
263.370,0.961
263.400,0.979
263.430,1.017
263.460,1.047
263.490,1.085
263.520,1.058
263.550,1.033
263.580,1.007
263.610,0.980
263.640,0.982
263.670,0.991
263.700,0.987
263.730,0.979
263.760,0.981
263.790,0.977
263.820,0.989
263.850,0.971
263.880,0.999
263.910,0.988
263.940,0.960
263.970,0.955
264.000,0.958
264.030,0.971
264.060,0.974
264.090,0.988
264.120,0.978
264.150,0.972
264.180,0.972
264.210,0.928
264.240,0.951
264.270,1.015
264.300,0.965
264.330,0.967
264.360,1.015
264.390,1.012
264.420,0.989
264.450,0.984
264.480,0.986
264.510,1.008
264.540,0.989
264.570,0.957
264.600,0.953
264.630,0.956
264.660,0.951
264.690,0.904
264.720,0.928
264.750,0.987
264.780,0.996
264.810,1.000
264.840,1.011
264.870,1.024
264.900,1.012
264.930,0.963
264.960,0.956
264.990,0.968
265.020,0.958
265.050,0.955
265.080,0.975
265.110,0.947
265.140,0.980
265.170,0.977
265.200,0.979
265.230,1.021
265.260,1.023
265.290,1.031
265.320,1.081
265.350,1.077
265.380,1.065
265.410,1.044
265.440,0.997
265.470,0.962
265.500,0.962
265.530,0.997
265.560,0.980
265.590,0.974
265.620,0.990
265.650,1.000
265.680,0.959
265.710,0.999
265.740,1.003
265.770,0.990
265.800,0.976
265.830,0.968
265.860,0.976
265.890,0.978
265.920,0.972
265.950,0.955
265.980,0.963
266.010,0.978
266.040,0.997
266.070,1.003
266.100,0.979
266.130,0.941
266.160,0.956
266.190,0.963
266.220,0.994
266.250,0.977
266.280,0.973
266.310,1.002
266.340,0.972
266.370,0.986
266.400,1.037
266.430,1.048
266.460,1.039
266.490,1.022
266.520,0.986
266.550,0.984
266.580,0.957
266.610,0.968
266.640,0.979
266.670,0.979
266.700,0.975
266.730,0.973
266.760,0.992
266.790,0.994
266.820,1.005
266.850,1.006
266.880,0.996
266.910,0.991
266.940,0.987
266.970,0.987
267.000,0.996
267.030,0.992
267.060,0.991
267.090,0.995
267.120,0.994
267.150,0.988
267.180,0.984
267.210,0.984
267.240,0.988
267.270,0.992
267.300,0.997
267.330,0.995
267.360,1.005
267.390,1.000
267.420,0.991
267.450,0.995
267.480,0.999
267.510,0.991
267.540,0.988
267.570,0.986
267.600,0.982
267.630,0.990
267.660,0.998
267.690,1.000
267.720,0.992
267.750,0.992
267.780,0.996
267.810,0.995
267.840,0.991
267.870,0.993
267.900,0.990
267.930,0.990
267.960,0.994
267.990,1.004
268.020,0.992
268.050,0.993
268.080,0.989
268.110,0.990
268.140,0.993
268.170,0.985
268.200,0.996
268.230,0.995
268.260,0.990
268.290,0.991
268.320,0.986
268.350,0.994
268.380,0.994
268.410,0.998
268.440,0.992
268.470,0.986
268.500,0.999
268.530,0.997
268.560,0.988
268.590,0.990
268.620,0.996
268.650,0.991
268.680,0.997
268.710,0.995
268.740,0.990
268.770,0.990
268.800,0.986
268.830,0.995
268.860,0.998
268.890,0.992
268.920,0.993
268.950,0.990
268.980,0.992
269.010,0.999
269.040,0.991
269.070,0.993
269.100,0.996
269.130,0.991
269.160,0.992
269.190,0.993
269.220,0.992
269.250,0.994
269.280,0.989
269.310,0.995
269.340,0.991
269.370,0.993
269.400,0.996
269.430,0.997
269.460,0.991
269.490,0.993
269.520,0.990
269.550,0.990
269.580,0.998
269.610,0.986
269.640,0.991
269.670,0.995
269.700,0.994
269.730,1.005
269.760,1.015
269.790,1.005
269.820,1.001
269.850,0.985
269.880,0.971
269.910,0.963
269.940,0.959
269.970,0.966
270.000,0.992
270.030,1.009
270.060,1.033
270.090,1.017
270.120,0.994
270.150,0.989
270.180,0.984
270.210,0.980
270.240,0.991
270.270,0.994
270.300,0.994
270.330,0.986
270.360,0.997
270.390,0.982
270.420,0.986
270.450,0.995
270.480,0.984
270.510,0.995
270.540,0.991
270.570,0.987
270.600,0.992
270.630,0.993
270.660,0.993
270.690,0.996
270.720,0.992
270.750,0.989
270.780,0.988
270.810,0.985
270.840,0.994
270.870,0.994
270.900,0.992
270.930,0.987
270.960,0.992
270.990,0.986
271.020,0.990
271.050,0.992
271.080,0.996
271.110,0.994
271.140,0.995
271.170,0.993
271.200,0.994
271.230,0.992
271.260,0.989
271.290,0.991
271.320,0.994
271.350,0.989
271.380,0.985
271.410,0.993
271.440,0.991
271.470,0.991
271.500,0.992
271.530,0.989
271.560,0.992
271.590,0.994
271.620,0.992
271.650,0.990
271.680,0.995
271.710,0.992
271.740,0.991
271.770,0.996
271.800,0.989
271.830,0.990
271.860,0.995
271.890,0.990
271.920,0.990
271.950,0.996
271.980,0.990
272.010,0.988
272.040,0.996
272.070,0.989
272.100,0.995
272.130,0.990
272.160,0.988
272.190,0.993
272.220,0.988
272.250,0.990
272.280,0.989
272.310,0.992
272.340,0.989
272.370,0.990
272.400,0.993
272.430,0.984
272.460,0.986
272.490,0.994
272.520,0.995
272.550,0.990
272.580,0.994
272.610,0.990
272.640,0.988
272.670,0.989
272.700,0.987
272.730,0.992
272.760,0.993
272.790,0.995
272.820,0.990
272.850,0.988
272.880,0.987
272.910,0.991
272.940,0.994
272.970,0.992
273.000,0.992
273.030,0.990
273.060,0.985
273.090,0.987
273.120,0.994
273.150,0.991
273.180,0.989
273.210,0.996
273.240,0.992
273.270,0.988
273.300,0.994
273.330,0.984
273.360,0.996
273.390,0.990
273.420,0.991
273.450,0.990
273.480,0.993
273.510,0.989
273.540,0.986
273.570,0.991
273.600,0.992
273.630,0.993
273.660,0.990
273.690,0.987
273.720,0.989
273.750,0.999
273.780,0.992
273.810,0.988
273.840,0.998
273.870,0.993
273.900,0.996
273.930,0.995
273.960,0.993
273.990,0.984
274.020,0.995
274.050,0.990
274.080,0.994
274.110,0.994
274.140,0.989
274.170,0.986
274.200,0.986
274.230,0.983
274.260,0.987
274.290,0.988
274.320,0.986
274.350,0.986
274.380,0.996
274.410,0.989
274.440,0.990
274.470,0.996
274.500,0.987
274.530,0.986
274.560,0.985
274.590,0.981
274.620,0.983
274.650,0.992
274.680,0.989
274.710,0.983
274.740,0.991
274.770,0.989
274.800,0.978
274.830,0.980
274.860,0.993
274.890,0.985
274.920,0.985
274.950,0.982
274.980,0.992
275.010,0.995
275.040,0.983
275.070,0.986
275.100,0.993
275.130,0.991
275.160,0.984
275.190,0.989
275.220,0.993
275.250,0.992
275.280,0.986
275.310,0.987
275.340,0.987
275.370,0.986
275.400,0.986
275.430,0.987
275.460,0.986
275.490,0.992
275.520,0.985
275.550,0.991
275.580,0.986
275.610,0.993
275.640,0.986
275.670,0.987
275.700,0.989
275.730,0.988
275.760,0.976
275.790,0.958
275.820,0.960
275.850,0.969
275.880,0.982
275.910,1.029
275.940,1.018
275.970,1.027
276.000,0.989
276.030,1.010
276.060,0.923
276.090,0.938
276.120,0.996
276.150,0.968
276.180,0.994
276.210,0.979
276.240,0.994
276.270,0.993
276.300,0.983
276.330,0.967
276.360,0.987
276.390,0.972
276.420,0.984
276.450,0.994
276.480,0.991
276.510,0.993
276.540,0.986
276.570,0.968
276.600,0.998
276.630,1.005
276.660,0.981
276.690,0.973
276.720,0.980
276.750,0.976
276.780,0.976
276.810,0.983
276.840,0.986
276.870,0.985
276.900,0.980
276.930,0.982
276.960,0.980
276.990,0.981
277.020,0.980
277.050,0.986
277.080,0.973
277.110,0.983
277.140,0.990
277.170,0.980
277.200,0.979
277.230,0.981
277.260,0.979
277.290,0.982
277.320,0.983
277.350,0.987
277.380,0.983
277.410,0.979
277.440,0.977
277.470,0.985
277.500,0.994
277.530,0.986
277.560,0.989
277.590,0.996
277.620,0.994
277.650,0.980
277.680,0.977
277.710,0.976
277.740,0.976
277.770,0.983
277.800,0.990
277.830,0.984
277.860,0.972
277.890,0.969
277.920,0.979
277.950,0.991
277.980,0.980
278.010,0.984
278.040,0.982
278.070,0.983
278.100,0.980
278.130,0.985
278.160,0.983
278.190,0.989
278.220,0.990
278.250,0.986
278.280,0.984
278.310,0.980
278.340,0.981
278.370,0.978
278.400,0.995
278.430,0.991
278.460,0.976
278.490,0.969
278.520,0.960
278.550,0.974
278.580,0.981
278.610,0.979
278.640,0.982
278.670,0.996
278.700,0.985
278.730,0.973
278.760,0.981
278.790,0.987
278.820,0.980
278.850,0.979
278.880,0.976
278.910,0.980
278.940,0.984
278.970,0.979
279.000,0.985
279.030,0.989
279.060,0.993
279.090,0.988
279.120,0.981
279.150,0.964
279.180,0.970
279.210,0.959
279.240,0.970
279.270,0.994
279.300,1.025
279.330,1.013
279.360,0.989
279.390,0.961
279.420,0.973
279.450,0.979
279.480,0.983
279.510,0.989
279.540,1.004
279.570,0.997
279.600,0.995
279.630,0.994
279.660,0.986
279.690,0.991
279.720,0.988
279.750,1.010
279.780,1.030
279.810,1.036
279.840,1.029
279.870,0.989
279.900,0.962
279.930,0.950
279.960,0.948
279.990,0.950
280.020,0.984
280.050,0.975
280.080,0.976
280.110,0.982
280.140,0.993
280.170,0.995
280.200,0.978
280.230,0.977
280.260,0.976
280.290,0.973
280.320,0.970
280.350,0.982
280.380,0.985
280.410,0.991
280.440,0.992
280.470,0.988
280.500,0.986
280.530,0.988
280.560,0.990
280.590,1.004
280.620,0.996
280.650,0.981
280.680,0.982
280.710,0.993
280.740,0.973
280.770,0.985
280.800,0.985
280.830,0.975
280.860,0.977
280.890,0.978
280.920,0.983
280.950,0.996
280.980,1.003
281.010,0.998
281.040,0.984
281.070,0.984
281.100,0.985
281.130,0.983
281.160,0.985
281.190,0.983
281.220,0.985
281.250,0.990
281.280,0.990
281.310,0.987
281.340,0.988
281.370,0.990
281.400,0.990
281.430,0.986
281.460,0.984
281.490,0.988
281.520,0.990
281.550,0.986
281.580,0.984
281.610,0.991
281.640,0.991
281.670,0.984
281.700,0.979
281.730,0.987
281.760,0.974
281.790,0.978
281.820,0.987
281.850,0.981
281.880,0.985
281.910,0.999
281.940,0.990
281.970,0.983
282.000,0.986
282.030,0.991
282.060,0.984
282.090,0.982
282.120,0.980
282.150,0.989
282.180,0.984
282.210,0.986
282.240,0.992
282.270,0.990
282.300,0.982
282.330,0.993
282.360,0.994
282.390,0.991
282.420,0.993
282.450,0.996
282.480,1.001
282.510,0.991
282.540,0.995
282.570,0.993
282.600,0.987
282.630,0.983
282.660,0.985
282.690,0.985
282.720,0.990
282.750,0.995
282.780,0.987
282.810,0.984
282.840,0.991
282.870,0.994
282.900,0.994
282.930,0.994
282.960,0.991
282.990,0.994
283.020,0.993
283.050,0.988
283.080,0.994
283.110,0.988
283.140,0.992
283.170,0.993
283.200,0.990
283.230,0.994
283.260,0.995
283.290,0.992
283.320,0.989
283.350,0.996
283.380,0.992
283.410,0.993
283.440,0.992
283.470,0.988
283.500,0.994
283.530,0.994
283.560,0.992
283.590,0.993
283.620,0.986
283.650,0.990
283.680,0.999
283.710,0.993
283.740,0.991
283.770,0.991
283.800,0.993
283.830,0.995
283.860,0.994
283.890,0.988
283.920,0.994
283.950,0.988
283.980,0.985
284.010,0.982
284.040,0.996
284.070,0.995
284.100,0.993
284.130,0.985
284.160,0.993
284.190,0.989
284.220,0.989
284.250,0.993
284.280,0.991
284.310,0.983
284.340,0.989
284.370,0.989
284.400,0.984
284.430,0.990
284.460,0.980
284.490,0.970
284.520,0.974
284.550,0.972
284.580,0.955
284.610,0.986
284.640,0.990
284.670,0.959
284.700,0.993
284.730,0.970
284.760,0.991
284.790,0.994
284.820,1.005
284.850,0.992
284.880,0.987
284.910,0.989
284.940,0.989
284.970,0.982
285.000,0.975
285.030,0.981
285.060,0.977
285.090,0.978
285.120,0.979
285.150,0.976
285.180,0.983
285.210,0.974
285.240,0.976
285.270,0.979
285.300,0.982
285.330,0.981
285.360,0.984
285.390,0.978
285.420,0.987
285.450,1.000
285.480,1.015
285.510,1.028
285.540,1.021
285.570,0.979
285.600,0.974
285.630,0.944
285.660,0.957
285.690,0.973
285.720,0.955
285.750,0.958
285.780,0.972
285.810,0.970
285.840,0.979
285.870,0.980
285.900,0.985
285.930,0.987
285.960,0.992
285.990,0.982
286.020,0.982
286.050,0.985
286.080,0.981
286.110,0.982
286.140,0.988
286.170,0.985
286.200,0.984
286.230,0.983
286.260,0.984
286.290,0.979
286.320,0.983
286.350,0.984
286.380,0.984
286.410,0.986
286.440,0.982
286.470,0.985
286.500,0.972
286.530,0.978
286.560,0.995
286.590,1.013
286.620,1.008
286.650,1.017
286.680,0.985
286.710,0.992
286.740,0.992
286.770,0.997
286.800,0.976
286.830,0.964
286.860,0.995
286.890,1.019
286.920,0.982
286.950,0.977
286.980,1.001
287.010,1.027
287.040,0.986
287.070,0.979
287.100,1.004
287.130,0.983
287.160,0.990
287.190,0.995
287.220,1.000
287.250,0.990
287.280,0.989
287.310,0.991
287.340,0.990
287.370,0.994
287.400,1.000
287.430,1.000
287.460,0.999
287.490,0.988
287.520,0.996
287.550,1.002
287.580,0.998
287.610,0.991
287.640,1.003
287.670,1.009
287.700,1.001
287.730,0.993
287.760,1.005
287.790,0.996
287.820,1.004
287.850,1.002
287.880,0.999
287.910,0.998
287.940,1.003
287.970,1.000
288.000,1.003
288.030,0.998
288.060,1.005
288.090,1.001
288.120,0.994
288.150,0.994
288.180,0.988
288.210,0.998
288.240,1.003
288.270,0.994
288.300,0.995
288.330,0.992
288.360,0.999
288.390,0.996
288.420,0.998
288.450,0.998
288.480,0.994
288.510,0.999
288.540,1.001
288.570,0.997
288.600,0.994
288.630,1.000
288.660,0.997
288.690,0.996
288.720,0.998
288.750,0.997
288.780,0.998
288.810,0.999
288.840,0.998
288.870,1.000
288.900,0.994
288.930,1.002
288.960,0.999
288.990,0.998
289.020,1.001
289.050,1.000
289.080,1.000
289.110,1.001
289.140,0.997
289.170,0.997
289.200,1.003
289.230,1.001
289.260,0.996
289.290,0.993
289.320,1.005
289.350,0.998
289.380,0.972
289.410,1.004
289.440,1.022
289.470,1.023
289.500,1.000
289.530,0.978
289.560,0.998
289.590,1.014
289.620,1.015
289.650,1.001
289.680,0.990
289.710,0.989
289.740,0.996
289.770,1.001
289.800,1.002
289.830,1.007
289.860,1.003
289.890,0.998
289.920,0.997
289.950,0.997
289.980,0.993
290.010,0.992
290.040,1.004
290.070,0.998
290.100,1.013
290.130,0.997
290.160,0.999
290.190,0.999
290.220,1.010
290.250,0.995
290.280,0.996
290.310,0.999
290.340,1.000
290.370,0.988
290.400,0.995
290.430,1.005
290.460,1.020
290.490,1.011
290.520,1.014
290.550,1.011
290.580,0.986
290.610,0.982
290.640,0.970
290.670,0.979
290.700,0.982
290.730,0.993
290.760,1.005
290.790,1.006
290.820,1.005
290.850,1.001
290.880,1.000
290.910,0.995
290.940,0.990
290.970,0.991
291.000,0.996
291.030,1.010
291.060,1.003
291.090,0.999
291.120,1.004
291.150,1.010
291.180,1.002
291.210,1.012
291.240,1.013
291.270,1.010
291.300,1.010
291.330,1.006
291.360,1.015
291.390,1.006
291.420,1.009
291.450,0.999
291.480,1.000
291.510,0.999
291.540,1.007
291.570,0.998
291.600,0.993
291.630,0.991
291.660,0.988
291.690,0.994
291.720,0.996
291.750,1.003
291.780,0.997
291.810,1.002
291.840,1.005
291.870,0.994
291.900,0.991
291.930,0.991
291.960,0.996
291.990,1.000
292.020,0.990
292.050,0.997
292.080,1.000
292.110,1.001
292.140,1.012
292.170,1.005
292.200,1.009
292.230,1.017
292.260,1.001
292.290,1.001
292.320,1.008
292.350,1.008
292.380,1.005
292.410,1.005
292.440,1.000
292.470,1.012
292.500,1.004
292.530,1.001
292.560,1.005
292.590,1.005
292.620,1.004
292.650,1.003
292.680,1.003
292.710,1.006
292.740,1.010
292.770,1.003
292.800,1.003
292.830,1.006
292.860,1.006
292.890,1.008
292.920,0.995
292.950,1.001
292.980,1.009
293.010,1.004
293.040,0.999
