df_hash,22ZHK4.L745P3
353.637,0.320
353.932,0.320
357.003,0.320
361.976,0.320
362.612,0.320
363.487,0.320
366.220,0.320
366.902,0.320
370.908,0.320
374.119,0.320
374.946,0.320
385.132,0.320
412.142,0.320
413.310,0.330
418.868,0.340
420.037,0.340
423.596,0.340
424.717,0.330
425.402,0.320
426.083,0.320
427.496,0.330
428.036,0.330
430.470,0.340
431.104,0.340
432.334,0.340
433.733,0.340
434.909,0.340
435.840,0.340
436.513,0.340
437.044,0.340
441.487,0.340
442.316,0.330
442.950,0.330
443.586,0.330
444.172,0.330
444.856,0.330
446.320,0.330
446.658,0.330
447.386,0.330
448.806,0.330
449.480,0.330
450.225,0.330
451.043,0.330
451.634,0.340
452.454,0.330
454.406,0.340
455.089,0.340
458.602,0.340
459.281,0.330
460.650,0.340
462.012,0.340
462.602,0.340
463.471,0.330
464.693,0.330
465.567,0.320
466.448,0.320
466.887,0.320
467.619,0.320
468.541,0.320
469.181,0.320
469.812,0.310
470.494,0.310
471.198,0.310
472.005,0.310
472.588,0.310
473.419,0.300
474.200,0.300
474.930,0.300
483.364,0.300
489.435,0.300
495.459,0.300
496.220,0.300
