df_hash,22ZHK4.L745P3
353.936,0.729
357.007,0.739
361.982,0.744
362.616,0.770
363.491,0.798
366.461,0.798
366.906,0.798
370.914,0.777
374.124,0.798
374.954,0.798
385.136,0.794
412.146,0.776
413.316,0.755
418.873,0.776
420.043,0.794
423.602,0.794
424.721,0.794
425.406,0.776
426.093,0.776
427.500,0.802
428.040,0.802
430.473,0.780
431.107,0.762
432.338,0.762
433.737,0.758
434.912,0.758
435.847,0.751
436.517,0.745
437.049,0.745
441.492,0.743
442.345,0.741
442.953,0.739
443.591,0.739
444.181,0.721
444.863,0.702
446.327,0.702
446.661,0.696
447.390,0.696
448.809,0.688
449.483,0.665
450.233,0.653
451.049,0.650
451.725,0.643
452.459,0.636
454.413,0.636
455.095,0.643
458.608,0.643
459.288,0.650
460.654,0.650
462.017,0.650
462.606,0.643
463.475,0.650
464.697,0.653
465.571,0.656
466.451,0.648
466.890,0.648
467.632,0.648
468.554,0.659
469.190,0.662
469.815,0.668
470.497,0.674
471.225,0.678
472.009,0.678
472.594,0.678
473.425,0.674
474.212,0.668
474.934,0.668
483.373,0.668
489.453,0.674
495.601,0.678
496.238,0.678
