df_hash,22ZHK4.L745P3
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.HN75
person_label,V121
date_time_start,2026-04-06_13-33-18.934000_+03
date_time_start_unix,1775464398.934
date_time_end,2026-04-06_13-41-40.504000_+03
length_difference_noticed,no

time,ppg_med
243.055,824
243.080,783
243.105,677
243.130,473
243.155,210
243.180,-18
243.205,-144
243.230,-162
243.255,-127
243.280,-101
243.305,-123
243.330,-195
243.355,-291
243.380,-374
243.405,-409
243.430,-402
243.455,-398
243.480,-448
243.505,-552
243.530,-653
243.555,-678
243.580,-612
243.605,-501
243.630,-404
243.655,-335
243.680,-268
243.705,-182
243.730,-91
243.755,-25
243.780,15
243.805,70
243.830,177
243.855,338
243.880,514
243.905,666
243.930,772
243.955,826
243.980,826
244.005,773
244.030,686
244.055,586
244.080,480
244.105,351
244.130,196
244.155,52
244.180,-15
244.205,31
244.230,166
244.255,317
244.280,430
244.305,503
244.330,561
244.355,610
244.380,631
244.405,611
244.430,570
244.455,544
244.480,543
244.505,547
244.530,529
244.555,484
244.580,431
244.605,379
244.630,321
244.655,256
244.680,201
244.705,172
244.730,161
244.755,137
244.780,89
244.805,50
244.830,74
244.855,175
244.880,307
244.905,403
244.930,442
244.955,452
244.980,474
245.005,508
245.030,521
245.055,493
245.080,441
245.105,401
245.130,384
245.155,371
245.180,338
245.205,287
245.230,230
245.255,173
245.280,106
245.305,19
245.330,-76
245.355,-170
245.380,-262
245.405,-365
245.430,-474
245.455,-553
245.480,-555
245.505,-476
245.530,-363
245.555,-278
245.580,-245
245.605,-238
245.630,-220
245.655,-187
245.680,-162
245.705,-163
245.730,-174
245.755,-155
245.780,-90
245.805,4
245.830,99
245.855,181
245.880,263
245.905,354
245.930,440
245.955,497
245.980,516
246.005,511
246.030,502
246.055,485
246.080,440
246.105,366
246.130,304
246.155,304
246.180,381
246.205,496
246.230,584
246.255,616
246.280,617
246.305,626
246.330,653
246.355,669
246.380,651
246.405,609
246.430,576
246.455,572
246.480,579
246.505,569
246.530,535
246.555,496
246.580,469
246.605,448
246.630,415
246.655,369
246.680,324
246.705,286
246.730,239
246.755,165
246.780,86
246.805,61
246.830,134
246.855,286
246.880,440
246.905,530
246.930,548
246.955,537
246.980,529
247.005,518
247.030,474
247.055,393
247.080,301
247.105,228
247.130,175
247.155,119
247.180,47
247.205,-32
247.230,-105
247.255,-170
247.280,-235
247.305,-297
247.330,-345
247.355,-375
247.380,-405
247.405,-450
247.430,-486
247.455,-459
247.480,-332
247.505,-127
247.530,83
247.555,239
247.580,339
247.605,420
247.630,506
247.655,577
247.680,596
247.705,553
247.730,477
247.755,407
247.780,354
247.805,306
247.830,256
247.855,211
247.880,180
247.905,153
247.930,114
247.955,61
247.980,12
248.005,-17
248.030,-41
248.055,-84
248.080,-145
248.105,-181
248.130,-141
248.155,-15
248.180,151
248.205,293
248.230,384
248.255,442
248.280,501
248.305,564
248.330,605
248.355,607
248.380,583
248.405,562
248.430,559
248.455,560
248.480,541
248.505,499
248.530,451
248.555,409
248.580,366
248.605,309
248.630,242
248.655,181
248.680,133
248.705,80
248.730,0
248.755,-98
248.780,-167
248.805,-154
248.830,-55
248.855,84
248.880,201
248.905,270
248.930,307
248.955,337
248.980,364
249.005,373
249.030,355
249.055,322
249.080,295
249.105,281
249.130,269
249.155,247
249.180,213
249.205,170
249.230,120
249.255,61
249.280,3
249.305,-42
249.330,-74
249.355,-105
249.380,-147
249.405,-179
249.430,-156
249.455,-44
249.480,137
249.505,325
249.530,462
249.555,537
249.580,581
249.605,615
249.630,631
249.655,611
249.680,557
249.705,503
249.730,474
249.755,462
249.780,439
249.805,394
249.830,348
249.855,328
249.880,332
249.905,326
249.930,285
249.955,214
249.980,134
250.005,52
250.030,-42
250.055,-152
250.080,-238
250.105,-249
250.130,-166
250.155,-29
250.180,99
250.205,183
250.230,232
250.255,269
250.280,300
250.305,309
250.330,292
250.355,267
250.380,259
250.405,268
250.430,275
250.455,265
250.480,249
250.505,250
250.530,274
250.555,299
250.580,303
250.605,283
250.630,248
250.655,197
250.680,121
250.705,21
250.730,-62
250.755,-76
250.780,3
250.805,143
250.830,274
250.855,355
250.880,391
250.905,412
250.930,435
250.955,447
250.980,437
251.005,414
251.030,405
251.055,419
251.080,444
251.105,464
251.130,480
251.155,495
251.180,499
251.205,462
251.230,369
251.255,239
251.280,120
251.305,36
251.330,-28
251.355,-101
251.380,-179
251.405,-213
251.430,-158
251.455,-23
251.480,127
251.505,234
251.530,282
251.555,300
251.580,313
251.605,320
251.630,304
251.655,268
251.680,236
251.705,223
251.730,223
251.755,216
251.780,195
251.805,170
251.830,153
251.855,137
251.880,112
251.905,78
251.930,46
251.955,17
251.980,-26
252.005,-95
252.030,-167
252.055,-186
252.080,-113
252.105,35
252.130,200
252.155,326
252.180,399
252.205,440
252.230,470
252.255,493
252.280,501
252.305,500
252.330,504
252.355,521
252.380,543
252.405,555
252.430,546
252.455,516
252.480,472
252.505,419
252.530,365
252.555,313
252.580,256
252.605,179
252.630,84
252.655,0
252.680,-28
252.705,28
252.730,150
252.755,283
252.780,377
252.805,418
252.830,424
252.855,418
252.880,407
252.905,385
252.930,351
252.955,314
252.980,282
253.005,259
253.030,235
253.055,201
253.080,149
253.105,84
253.130,17
253.155,-38
253.180,-87
253.205,-147
253.230,-232
253.255,-325
253.280,-381
253.305,-353
253.330,-239
253.355,-81
253.380,63
253.405,166
253.430,229
253.455,267
253.480,286
253.505,289
253.530,290
253.555,312
253.580,362
253.605,432
253.630,502
253.655,555
253.680,579
253.705,558
253.730,484
253.755,375
253.780,269
253.805,196
253.830,144
253.855,78
253.880,-5
253.905,-48
253.930,18
253.955,202
253.980,424
254.005,584
254.030,650
254.055,668
254.080,688
254.105,704
254.130,659
254.155,526
254.180,347
254.205,198
254.230,117
254.255,85
254.280,60
254.305,27
254.330,0
254.355,-12
254.380,-15
254.405,-21
254.430,-31
254.455,-49
254.480,-89
254.505,-157
254.530,-226
254.555,-237
254.580,-150
254.605,11
254.630,174
254.655,280
254.680,331
254.705,370
254.730,416
254.755,447
254.780,433
254.805,384
254.830,342
254.855,331
254.880,336
254.905,321
254.930,281
254.955,239
254.980,216
255.005,206
255.030,192
255.055,177
255.080,177
255.105,189
255.130,180
255.155,121
255.180,36
255.205,-1
255.230,59
255.255,204
255.280,363
255.305,474
255.330,531
255.355,564
255.380,596
255.405,615
255.430,606
255.455,575
255.480,543
255.505,525
255.530,511
255.555,486
255.580,450
255.605,409
255.630,364
255.655,311
255.680,249
255.705,186
255.730,128
255.755,62
255.780,-25
255.805,-123
255.830,-189
255.855,-180
255.880,-95
255.905,18
255.930,106
255.955,146
255.980,160
256.005,173
256.030,189
256.055,192
256.080,176
256.105,154
256.130,149
256.155,164
256.180,178
256.205,169
256.230,132
256.255,83
256.280,45
256.305,21
256.330,-2
256.355,-50
256.380,-132
256.405,-221
256.430,-268
256.455,-226
256.480,-85
256.505,120
256.530,338
256.555,525
256.580,665
256.605,756
256.630,798
256.655,787
256.680,732
256.705,667
256.730,626
256.755,627
256.780,646
256.805,632
256.830,542
256.855,368
256.880,148
256.905,-60
256.930,-215
256.955,-307
256.980,-354
257.005,-374
257.030,-365
257.055,-312
257.080,-205
257.105,-62
257.130,82
257.155,200
257.180,284
257.205,343
257.230,383
257.255,406
257.280,412
257.305,410
257.330,409
257.355,414
257.380,416
257.405,405
257.430,375
257.455,332
257.480,284
257.505,242
257.530,207
257.555,175
257.580,131
257.605,67
257.630,-6
257.655,-51
257.680,-26
257.705,77
257.730,218
257.755,336
257.780,396
257.805,410
257.830,407
257.855,407
257.880,404
257.905,389
257.930,370
257.955,362
257.980,369
258.005,379
258.030,376
258.055,357
258.080,326
258.105,289
258.130,243
258.155,193
258.180,144
258.205,95
258.230,36
258.255,-41
258.280,-115
258.305,-136
258.330,-67
258.355,74
258.380,226
258.405,336
258.430,396
258.455,437
258.480,483
258.505,521
258.530,532
258.555,517
258.580,503
258.605,509
258.630,520
258.655,510
258.680,471
258.705,421
258.730,375
258.755,320
258.780,234
258.805,121
258.830,14
258.855,-59
258.880,-118
258.905,-202
258.930,-320
258.955,-419
258.980,-433
259.005,-345
259.030,-210
259.055,-100
259.080,-41
259.105,0
259.130,58
259.155,131
259.180,183
259.205,197
259.230,199
259.255,231
259.280,312
259.305,426
259.330,549
259.355,661
259.380,747
259.405,783
259.430,752
259.455,665
259.480,560
259.505,460
259.530,352
259.555,205
259.580,30
259.605,-99
259.630,-103
259.655,27
259.680,215
259.705,357
259.730,410
259.755,410
259.780,412
259.805,429
259.830,433
259.855,406
259.880,375
259.905,373
259.930,397
259.955,403
259.980,353
260.005,262
260.030,177
260.055,126
260.080,93
260.105,44
260.130,-26
260.155,-96
260.180,-153
260.205,-211
260.230,-295
260.255,-387
260.280,-431
260.305,-378
260.330,-239
260.355,-79
260.380,43
260.405,115
260.430,167
260.455,218
260.480,261
260.505,277
260.530,267
260.555,259
260.580,275
260.605,307
260.630,335
260.655,342
260.680,336
260.705,330
260.730,331
260.755,347
260.780,389
260.805,457
260.830,525
260.855,541
260.880,478
260.905,369
260.930,294
260.955,315
260.980,423
261.005,546
261.030,620
261.055,638
261.080,639
261.105,650
261.130,657
261.155,629
261.180,565
261.205,495
261.230,450
261.255,424
261.280,393
261.305,342
261.330,287
261.355,240
261.380,195
261.405,130
261.430,41
261.455,-53
261.480,-140
261.505,-226
261.530,-332
261.555,-449
261.580,-525
261.605,-509
261.630,-398
261.655,-246
261.680,-118
261.705,-39
261.730,7
261.755,43
261.780,67
261.805,68
261.830,54
261.855,57
261.880,101
261.905,180
261.930,257
261.955,304
261.980,316
262.005,313
262.030,312
262.055,321
262.080,333
262.105,338
262.130,319
262.155,268
262.180,201
262.205,157
262.230,181
262.255,280
262.280,416
262.305,534
262.330,604
262.355,635
262.380,651
262.405,659
262.430,644
262.455,600
262.480,548
262.505,522
262.530,531
262.555,546
262.580,533
262.605,478
262.630,403
262.655,336
262.680,276
262.705,202
262.730,101
262.755,0
262.780,-55
262.805,-31
262.830,61
262.855,180
262.880,279
262.905,336
262.930,353
262.955,339
262.980,300
263.005,245
263.030,190
263.055,156
263.080,145
263.105,140
263.130,114
263.155,55
263.180,-16
263.205,-72
263.230,-104
263.255,-134
263.280,-187
263.305,-258
263.330,-307
263.355,-284
263.380,-174
263.405,-15
263.430,137
263.455,246
263.480,313
263.505,357
263.530,388
263.555,404
263.580,400
263.605,386
263.630,380
263.655,388
263.680,395
263.705,378
263.730,334
263.755,281
263.780,243
263.805,219
263.830,187
263.855,124
263.880,39
263.905,-27
263.930,-29
263.955,50
263.980,181
264.005,313
264.030,408
264.055,462
264.080,493
264.105,515
264.130,521
264.155,499
264.180,452
264.205,402
264.230,372
264.255,363
264.280,352
264.305,316
264.330,254
264.355,183
264.380,119
264.405,54
264.430,-25
264.455,-118
264.480,-189
264.505,-193
264.530,-112
264.555,23
264.580,160
264.605,260
264.630,321
264.655,368
264.680,414
264.705,454
264.730,467
264.755,448
264.780,412
264.805,380
264.830,359
264.855,338
264.880,301
264.905,244
264.930,181
264.955,130
264.980,93
265.005,54
265.030,-7
265.055,-88
265.080,-152
265.105,-153
265.130,-69
265.155,79
265.180,245
265.205,387
265.230,493
265.255,575
265.280,641
265.305,679
265.330,673
265.355,624
265.380,557
265.405,498
265.430,452
265.455,401
265.480,329
265.505,242
265.530,164
265.555,112
265.580,86
265.605,75
265.630,64
265.655,46
265.680,11
265.705,-52
265.730,-136
265.755,-206
265.780,-215
265.805,-148
265.830,-36
265.855,62
265.880,114
265.905,141
265.930,190
265.955,284
265.980,392
266.005,460
266.030,463
266.055,429
266.080,404
266.105,406
266.130,415
266.155,402
266.180,369
266.205,345
266.230,344
266.255,344
266.280,307
266.305,224
266.330,132
266.355,70
266.380,34
266.405,-17
266.430,-108
266.455,-203
266.480,-227
266.505,-137
266.530,34
266.555,208
266.580,330
266.605,402
266.630,457
266.655,508
266.680,533
266.705,518
266.730,482
266.755,461
266.780,466
266.805,470
266.830,443
266.855,385
266.880,320
266.905,257
266.930,184
266.955,86
266.980,-22
267.005,-115
267.030,-187
267.055,-264
267.080,-361
267.105,-442
267.130,-444
267.155,-339
267.180,-171
267.205,-12
267.230,105
267.255,211
267.280,340
267.305,472
267.330,556
267.355,569
267.380,549
267.405,555
267.430,587
267.455,590
267.480,520
267.505,404
267.530,323
267.555,327
267.580,390
267.605,441
267.630,440
267.655,397
267.680,341
267.705,278
267.730,198
267.755,110
267.780,52
267.805,56
267.830,120
267.855,205
267.880,282
267.905,347
267.930,414
267.955,482
267.980,534
268.005,558
268.030,555
268.055,536
268.080,509
268.105,474
268.130,432
268.155,383
268.180,325
268.205,251
268.230,163
268.255,75
268.280,5
268.305,-52
268.330,-118
268.355,-195
268.380,-245
268.405,-218
268.430,-103
268.455,48
268.480,156
268.505,178
268.530,143
268.555,111
268.580,120
268.605,159
268.630,197
268.655,220
268.680,236
268.705,255
268.730,273
268.755,272
268.780,243
268.805,191
268.830,129
268.855,71
268.880,17
268.905,-37
268.930,-106
268.955,-194
268.980,-281
269.005,-320
269.030,-264
269.055,-101
269.080,126
269.105,349
269.130,515
269.155,621
269.180,692
269.205,744
269.230,767
269.255,742
269.280,675
269.305,599
269.330,545
269.355,516
269.380,487
269.405,431
269.430,347
269.455,259
269.480,188
269.505,129
269.530,58
269.555,-37
269.580,-135
269.605,-185
269.630,-148
269.655,-30
269.680,117
269.705,241
269.730,317
269.755,364
269.780,405
269.805,443
269.830,459
269.855,441
269.880,404
269.905,377
269.930,369
269.955,363
269.980,333
270.005,274
270.030,210
270.055,161
270.080,118
270.105,51
270.130,-52
270.155,-160
270.180,-214
270.205,-172
270.230,-50
270.255,95
270.280,211
270.305,283
270.330,331
270.355,376
270.380,415
270.405,428
270.430,404
270.455,363
270.480,333
270.505,324
270.530,321
270.555,298
270.580,250
270.605,194
270.630,142
270.655,88
270.680,13
270.705,-84
270.730,-167
270.755,-186
270.780,-117
270.805,14
270.830,152
270.855,256
270.880,324
270.905,380
270.930,434
270.955,472
270.980,475
271.005,445
271.030,409
271.055,393
271.080,394
271.105,391
271.130,360
271.155,305
271.180,246
271.205,194
271.230,138
271.255,62
271.280,-31
271.305,-102
271.330,-101
271.355,-8
271.380,146
271.405,300
271.430,410
271.455,476
271.480,527
271.505,579
271.530,618
271.555,619
271.580,581
271.605,533
271.630,508
271.655,504
271.680,492
271.705,444
271.730,368
271.755,289
271.780,217
271.805,130
271.830,5
271.855,-143
271.880,-261
271.905,-289
271.930,-217
271.955,-88
271.980,38
272.005,133
272.030,200
272.055,253
272.080,296
272.105,317
272.130,306
272.155,269
272.180,222
272.205,178
272.230,140
272.255,103
272.280,57
272.305,-3
272.330,-75
272.355,-145
272.380,-205
272.405,-259
272.430,-317
272.455,-372
272.480,-394
272.505,-337
272.530,-181
272.555,46
272.580,279
272.605,458
272.630,564
272.655,622
272.680,664
272.705,703
272.730,730
272.755,737
272.780,734
272.805,734
272.830,740
272.855,728
272.880,674
272.905,576
272.930,464
272.955,372
272.980,308
273.005,243
273.030,142
273.055,8
273.080,-110
273.105,-149
273.130,-85
273.155,47
273.180,188
273.205,291
273.230,354
273.255,399
273.280,437
273.305,458
273.330,454
273.355,430
273.380,401
273.405,377
273.430,353
273.455,320
273.480,274
273.505,219
273.530,158
273.555,96
273.580,41
273.605,-5
273.630,-55
273.655,-124
273.680,-210
273.705,-278
273.730,-276
273.755,-179
273.780,-18
273.805,143
273.830,261
273.855,335
273.880,389
273.905,433
273.930,455
273.955,445
273.980,418
274.005,400
274.030,399
274.055,398
274.080,380
274.105,349
274.130,316
274.155,285
274.180,243
274.205,184
274.230,121
274.255,65
274.280,5
274.305,-77
274.330,-173
274.355,-225
274.380,-179
274.405,-32
274.430,148
274.455,291
274.480,371
274.505,418
274.530,462
274.555,499
274.580,503
274.605,470
274.630,430
274.655,409
274.680,404
274.705,392
274.730,363
274.755,326
274.780,289
274.805,247
274.830,190
274.855,122
274.880,61
274.905,6
274.930,-63
274.955,-157
274.980,-235
275.005,-230
275.030,-113
275.055,73
275.080,245
275.105,351
275.130,404
275.155,442
275.180,480
275.205,497
275.230,479
275.255,442
275.280,418
275.305,417
275.330,417
275.355,397
275.380,359
275.405,315
275.430,270
275.455,215
275.480,152
275.505,94
275.530,44
275.555,-14
275.580,-102
275.605,-198
275.630,-237
275.655,-166
275.680,2
275.705,192
275.730,334
275.755,412
275.780,455
275.805,490
275.830,509
275.855,494
275.880,451
275.905,411
275.930,389
275.955,376
275.980,350
276.005,308
276.030,261
276.055,216
276.080,166
276.105,106
276.130,46
276.155,-3
276.180,-54
276.205,-131
276.230,-233
276.255,-307
276.280,-284
276.305,-146
276.330,51
276.355,229
276.380,344
276.405,407
276.430,449
276.455,480
276.480,488
276.505,471
276.530,446
276.555,436
276.580,441
276.605,444
276.630,434
276.655,411
276.680,378
276.705,339
276.730,294
276.755,254
276.780,222
276.805,184
276.830,122
276.855,42
276.880,-11
276.905,13
276.930,130
276.955,290
276.980,425
277.005,499
277.030,526
277.055,534
277.080,534
277.105,516
277.130,476
277.155,428
277.180,391
277.205,367
277.230,342
277.255,305
277.280,254
277.305,194
277.330,133
277.355,76
277.380,27
277.405,-18
277.430,-81
277.455,-173
277.480,-274
277.505,-327
277.530,-278
277.555,-126
277.580,75
277.605,251
277.630,366
277.655,428
277.680,464
277.705,484
277.730,482
277.755,455
277.780,416
277.805,382
277.830,358
277.855,334
277.880,296
277.905,241
277.930,168
277.955,87
277.980,7
278.005,-64
278.030,-136
278.055,-229
278.080,-348
278.105,-464
278.130,-514
278.155,-453
278.180,-295
278.205,-113
278.230,14
278.255,65
278.280,84
278.305,142
278.330,285
278.355,503
278.380,741
278.405,940
278.430,1068
278.455,1128
278.480,1136
278.505,1095
278.530,985
278.555,789
278.580,529
278.605,271
278.630,75
278.655,-53
278.680,-158
278.705,-272
278.730,-370
278.755,-381
278.780,-268
278.805,-69
278.830,125
278.855,256
278.880,326
278.905,374
278.930,419
278.955,450
278.980,451
279.005,435
279.030,427
279.055,437
279.080,446
279.105,437
279.130,406
279.155,365
279.180,320
279.205,266
279.230,203
279.255,135
279.280,60
279.305,-30
279.330,-133
279.355,-210
279.380,-206
279.405,-97
279.430,77
279.455,242
279.480,348
279.505,398
279.530,429
279.555,457
279.580,469
279.605,450
279.630,412
279.655,381
279.680,369
279.705,363
279.730,344
279.755,309
279.780,263
279.805,211
279.830,151
279.855,88
279.880,34
279.905,-15
279.930,-78
279.955,-165
279.980,-241
280.005,-244
280.030,-136
280.055,47
280.080,224
280.105,336
280.130,388
280.155,424
280.180,465
280.205,491
280.230,478
280.255,434
280.280,400
280.305,396
280.330,406
280.355,396
280.380,360
280.405,315
280.430,274
280.455,227
280.480,163
280.505,91
280.530,30
280.555,-21
280.580,-91
280.605,-190
280.630,-276
280.655,-274
280.680,-152
280.705,45
280.730,229
280.755,342
280.780,402
280.805,454
280.830,514
280.855,552
280.880,544
280.905,506
280.930,481
280.955,487
280.980,500
281.005,483
281.030,432
281.055,372
281.080,323
281.105,278
281.130,218
281.155,144
281.180,77
281.205,25
281.230,-31
281.255,-114
281.280,-206
281.305,-246
281.330,-181
281.355,-25
281.380,151
281.405,278
281.430,340
281.455,375
281.480,417
281.505,460
281.530,474
281.555,446
281.580,399
281.605,371
281.630,371
281.655,375
281.680,352
281.705,300
281.730,244
281.755,202
281.780,173
281.805,141
281.830,97
281.855,52
281.880,10
281.905,-38
281.930,-111
281.955,-199
281.980,-257
282.005,-230
282.030,-98
282.055,96
282.080,284
282.105,416
282.130,494
282.155,550
282.180,604
282.205,647
282.230,658
282.255,637
282.280,608
282.305,592
282.330,591
282.355,583
282.380,550
282.405,494
282.430,426
282.455,352
282.480,268
282.505,179
282.530,96
282.555,30
282.580,-31
282.605,-113
282.630,-221
282.655,-316
282.680,-338
282.705,-258
282.730,-104
282.755,51
282.780,155
282.805,204
282.830,232
282.855,261
282.880,283
282.905,272
282.930,227
282.955,175
282.980,145
283.005,133
283.030,116
283.055,81
283.080,51
283.105,64
283.130,127
283.155,203
283.180,240
283.205,221
283.230,173
283.255,131
283.280,101
283.305,65
283.330,20
283.355,0
283.380,51
283.405,182
283.430,350
283.455,492
283.480,576
283.505,617
283.530,647
283.555,671
283.580,671
283.605,634
283.630,579
283.655,533
283.680,506
283.705,481
283.730,436
283.755,373
283.780,311
283.805,260
283.830,213
283.855,152
283.880,79
283.905,12
283.930,-36
283.955,-83
283.980,-150
284.005,-235
284.030,-294
284.055,-271
284.080,-147
284.105,35
284.130,209
284.155,329
284.180,396
284.205,444
284.230,490
284.255,526
284.280,533
284.305,512
284.330,488
284.355,482
284.380,489
284.405,483
284.430,443
284.455,378
284.480,314
284.505,265
284.530,220
284.555,162
284.580,93
284.605,30
284.630,-18
284.655,-70
284.680,-147
284.705,-239
284.730,-293
284.755,-256
284.780,-125
284.805,43
284.830,186
284.855,275
284.880,331
284.905,384
284.930,432
284.955,454
284.980,438
285.005,404
285.030,380
285.055,374
285.080,370
285.105,351
285.130,317
285.155,280
285.180,240
285.205,191
285.230,132
285.255,71
285.280,20
285.305,-30
285.330,-97
285.355,-171
285.380,-211
285.405,-169
285.430,-35
285.455,139
285.480,289
285.505,380
285.530,428
285.555,467
285.580,508
285.605,534
285.630,529
285.655,504
285.680,488
285.705,496
285.730,514
285.755,513
285.780,484
285.805,441
285.830,402
285.855,368
285.880,322
285.905,258
285.930,187
285.955,130
285.980,86
286.005,33
286.030,-47
286.055,-139
286.080,-188
286.105,-147
286.130,-22
286.155,130
286.180,247
286.205,307
286.230,334
286.255,365
286.280,405
286.305,432
286.330,427
286.355,397
286.380,371
286.405,362
286.430,361
286.455,346
286.480,306
286.505,250
286.530,189
286.555,128
286.580,68
286.605,13
286.630,-32
286.655,-77
286.680,-137
286.705,-211
286.730,-271
286.755,-270
286.780,-186
286.805,-45
286.830,94
286.855,187
286.880,233
286.905,262
286.930,299
286.955,345
286.980,386
287.005,413
287.030,435
287.055,458
287.080,475
287.105,478
287.130,467
287.155,452
287.180,437
287.205,405
287.230,337
287.255,239
287.280,139
287.305,64
287.330,12
287.355,-43
287.380,-113
287.405,-168
287.430,-155
287.455,-52
287.480,105
287.505,252
287.530,346
287.555,396
287.580,436
287.605,483
287.630,521
287.655,527
287.680,507
287.705,485
287.730,479
287.755,483
287.780,475
287.805,449
287.830,412
287.855,376
287.880,338
287.905,295
287.930,248
287.955,206
287.980,165
288.005,109
288.030,31
288.055,-40
288.080,-57
288.105,5
288.130,125
288.155,243
288.180,318
288.205,355
288.230,382
288.255,415
288.280,438
288.305,431
288.330,399
288.355,370
288.380,359
288.405,358
288.430,344
288.455,309
288.480,262
288.505,214
288.530,162
288.555,99
288.580,30
288.605,-35
288.630,-93
288.655,-160
288.680,-243
288.705,-317
288.730,-335
288.755,-264
288.780,-126
288.805,16
288.830,113
288.855,160
288.880,190
288.905,225
288.930,256
288.955,260
288.980,232
289.005,195
289.030,180
289.055,198
289.080,239
289.105,294
289.130,365
289.155,448
289.180,518
289.205,534
289.230,478
289.255,371
289.280,254
289.305,151
289.330,55
289.355,-43
289.380,-126
289.405,-137
289.430,-38
289.455,151
289.480,363
289.505,524
289.530,610
289.555,643
289.580,654
289.605,655
289.630,636
289.655,598
289.680,554
289.705,519
289.730,491
289.755,458
289.780,413
289.805,361
289.830,307
289.855,245
289.880,168
289.905,82
289.930,6
289.955,-48
289.980,-98
290.005,-168
290.030,-256
290.055,-317
290.080,-296
290.105,-178
290.130,-8
290.155,145
290.180,246
290.205,310
290.230,368
290.255,429
290.280,471
290.305,474
290.330,447
290.355,423
290.380,422
290.405,432
290.430,426
290.455,389
290.480,338
290.505,292
290.530,255
290.555,210
290.580,146
290.605,75
290.630,15
290.655,-34
290.680,-94
290.705,-179
290.730,-265
290.755,-294
290.780,-229
290.805,-85
290.830,77
290.855,201
290.880,279
290.905,338
290.930,403
290.955,462
290.980,491
291.005,482
291.030,459
291.055,448
291.080,454
291.105,454
291.130,430
291.155,389
291.180,349
291.205,316
291.230,276
291.255,221
291.280,158
291.305,105
291.330,64
291.355,11
291.380,-64
291.405,-139
291.430,-158
291.455,-83
291.480,65
291.505,229
291.530,353
291.555,428
291.580,485
291.605,546
291.630,602
291.655,628
291.680,613
291.705,582
291.730,566
291.755,574
291.780,582
291.805,565
291.830,519
291.855,458
291.880,392
291.905,312
291.930,202
291.955,68
291.980,-61
292.005,-157
292.030,-221
292.055,-285
292.080,-365
292.105,-439
292.130,-450
292.155,-361
292.180,-193
292.205,-6
292.230,144
292.255,250
292.280,334
292.305,417
292.330,487
292.355,523
292.380,516
292.405,487
292.430,464
292.455,450
292.480,429
292.505,388
292.530,334
292.555,293
292.580,280
292.605,280
292.630,263
292.655,212
292.680,138
292.705,73
292.730,34
292.755,10
292.780,-31
292.805,-120
292.830,-244
292.855,-353
292.880,-394
292.905,-343
292.930,-225
292.955,-94
292.980,8
293.005,77
293.030,133
293.055,198
293.080,283
293.105,382
293.130,484
293.155,577
293.180,642
293.205,659
293.230,621
293.255,545
293.280,466
293.305,414
293.330,389
293.355,371
293.380,340
293.405,299
293.430,272
293.455,270
293.480,280
293.505,276
293.530,253
293.555,239
293.580,275
293.605,375
293.630,506
293.655,617
293.680,675
293.705,686
293.730,673
293.755,648
293.780,610
293.805,555
293.830,498
293.855,457
293.880,433
293.905,409
293.930,370
293.955,319
293.980,272
294.005,233
294.030,188
294.055,124
294.080,53
294.105,-4
294.130,-46
294.155,-99
294.180,-184
294.205,-282
294.230,-337
294.255,-303
294.280,-190
294.305,-57
294.330,41
294.355,97
294.380,136
294.405,174
294.430,205
294.455,212
294.480,193
294.505,170
294.530,159
294.555,156
294.580,151
294.605,135
294.630,111
294.655,83
294.680,47
294.705,4
294.730,-43
294.755,-94
294.780,-155
294.805,-227
294.830,-282
294.855,-275
294.880,-173
294.905,2
294.930,193
294.955,345
294.980,448
295.005,529
295.030,605
295.055,662
295.080,674
295.105,644
295.130,601
295.155,573
295.180,562
295.205,546
295.230,509
295.255,454
295.280,391
295.305,326
295.330,259
295.355,199
295.380,149
295.405,97
295.430,25
295.455,-67
295.480,-142
295.505,-142
295.530,-51
295.555,91
295.580,218
295.605,296
295.630,343
295.655,396
295.680,458
295.705,502
295.730,504
295.755,479
295.780,460
295.805,460
295.830,461
295.855,439
295.880,395
295.905,348
295.930,309
295.955,269
295.980,214
296.005,150
296.030,94
296.055,47
296.080,-10
296.105,-91
296.130,-171
296.155,-197
296.180,-132
296.205,3
296.230,149
296.255,255
296.280,317
296.305,364
296.330,418
296.355,467
296.380,488
296.405,476
296.430,452
296.455,440
296.480,441
296.505,440
296.530,420
296.555,384
296.580,343
296.605,301
296.630,252
296.655,192
296.680,130
296.705,77
296.730,31
296.755,-24
296.780,-102
296.805,-182
296.830,-220
296.855,-181
296.880,-73
296.905,57
296.930,167
296.955,244
296.980,307
297.005,373
297.030,432
297.055,460
297.080,448
297.105,415
297.130,390
297.155,385
297.180,384
297.205,367
297.230,331
297.255,289
297.280,249
297.305,206
297.330,153
297.355,93
297.380,37
297.405,-12
297.430,-71
297.455,-151
297.480,-234
297.505,-275
297.530,-236
297.555,-118
297.580,33
297.605,169
297.630,265
297.655,334
297.680,397
297.705,458
297.730,503
297.755,519
297.780,514
297.805,510
297.830,518
297.855,531
297.880,529
297.905,502
297.930,459
297.955,418
297.980,384
298.005,346
298.030,291
298.055,223
298.080,157
298.105,105
298.130,55
298.155,-14
298.180,-107
298.205,-193
298.230,-218
298.255,-155
298.280,-24
298.305,119
298.330,231
298.355,304
298.380,362
298.405,420
298.430,471
298.455,491
298.480,476
298.505,447
298.530,429
298.555,429
298.580,431
298.605,412
298.630,370
