df_hash,22ZHK4.L745P3
428.668,67
429.887,69
430.763,67
431.735,67
432.862,68
433.834,64
434.959,64
436.028,66
436.712,76
437.883,67
438.814,48
439.979,59
440.562,73
441.783,79
442.658,77
443.630,69
444.800,64
445.927,80
446.610,71
447.754,53
448.651,56
449.533,57
450.704,35
451.581,43
452.554,74
453.682,83
454.555,81
455.431,77
456.650,64
457.527,65
458.557,69
459.769,70
460.598,70
461.619,66
462.840,57
463.523,52
464.353,56
465.617,54
466.518,62
467.326,76
468.590,83
469.614,86
470.299,83
471.583,79
472.398,81
473.276,81
474.587,77
475.370,78
476.247,76
477.560,54
478.350,57
479.367,51
480.583,47
481.414,39
482.194,40
483.415,48
484.337,56
485.460,63
486.389,70
487.459,70
488.237,74
489.512,68
490.240,68
491.116,63
492.335,64
493.212,51
494.091,45
495.309,49
496.283,48
