df_hash,22ZHK4.L745P3
292.803,630
293.333,690
294.161,680
294.751,720
295.429,690
296.112,695
296.849,680
297.560,690
298.207,695
298.890,700
299.621,685
300.304,695
300.986,745
301.669,645
302.352,650
303.083,705
303.766,760
304.448,690
305.277,725
305.870,755
306.154,590
306.398,310
307.227,340
307.972,775
308.689,675
308.823,730
310.006,175
311.422,1255
312.101,1415
312.784,680
313.516,660
314.198,745
314.881,645
315.465,690
316.148,655
316.836,660
317.367,640
318.100,655
318.780,660
319.317,640
320.048,640
320.730,660
321.267,675
321.998,655
322.680,685
323.368,680
324.082,685
324.780,695
325.459,730
326.142,690
326.824,660
327.409,655
327.945,640
328.735,600
329.359,635
329.911,660
330.601,665
331.310,690
332.101,695
332.676,690
333.356,710
334.088,710
334.770,705
335.502,680
336.136,680
336.721,635
337.403,655
337.939,625
338.681,640
338.939,625
339.353,225
340.035,455
340.719,695
341.400,730
342.132,670
342.668,695
343.351,625
343.936,635
344.472,610
345.155,600
345.766,600
346.032,615
346.035,230
346.275,10
347.007,380
347.576,615
348.274,635
348.911,665
349.934,665
350.176,685
350.858,635
351.638,680
352.174,655
352.857,645
353.539,650
353.783,640
354.758,265
355.343,1005
356.025,650
356.708,645
357.293,640
358.024,655
358.707,665
359.244,655
359.925,665
360.618,640
361.147,685
361.875,600
362.561,690
363.240,645
363.777,685
364.362,570
364.898,600
365.581,590
366.214,615
366.848,645
367.531,625
368.262,775
368.945,705
369.632,700
370.212,650
370.749,645
370.896,650
372.162,635
372.698,595
373.385,610
373.980,670
374.648,630
375.333,655
376.013,725
376.744,655
377.427,700
377.964,725
378.695,565
379.231,600
379.914,625
380.590,695
381.195,525
381.717,675
382.449,630
383.131,670
383.284,660
383.667,260
384.354,390
384.964,650
385.227,600
385.330,260
386.300,165
386.888,925
388.447,625
388.836,1310
389.517,650
389.907,665
391.031,435
391.467,925
392.052,545
392.784,690
393.076,590
393.271,280
393.957,390
394.490,570
395.076,625
395.757,625
396.344,630
397.561,630
398.160,1220
398.829,565
399.121,645
399.658,350
399.950,510
400.487,265
401.168,635
401.754,620
402.436,610
402.595,870
404.239,1030
404.788,555
405.897,575
406.482,1115
407.031,585
407.555,585
408.169,540
408.676,590
409.261,560
409.946,565
410.093,625
410.333,235
411.064,280
411.601,630
412.040,570
413.258,490
413.405,1175
413.408,195
413.606,10
413.844,10
414.380,345
414.916,575
415.501,575
416.038,530
416.622,575
417.161,570
417.699,535
418.311,575
418.816,575
419.401,495
419.937,595
420.474,560
420.766,610
421.206,310
421.742,320
422.280,575
422.868,590
423.545,595
424.090,635
424.667,600
425.348,610
426.031,670
426.766,620
427.298,680
427.985,670
428.568,660
429.249,595
429.785,605
430.370,605
431.052,600
431.740,625
432.321,675
433.003,675
433.685,655
434.673,735
435.247,685
435.795,755
436.463,650
437.035,620
437.585,595
438.305,615
438.952,650
439.535,650
440.071,590
440.753,635
441.339,625
442.167,660
442.704,715
443.537,685
444.117,715
444.809,685
445.482,700
446.042,625
446.627,595
447.286,570
447.969,615
448.660,690
449.383,720
450.213,765
450.894,765
451.625,725
452.259,705
452.990,745
453.968,735
454.355,700
455.037,665
455.852,685
456.452,630
457.134,740
457.983,675
458.571,680
459.230,755
460.059,750
460.644,735
461.180,605
461.862,645
462.548,620
463.227,665
463.959,730
464.641,720
465.470,735
466.214,745
466.835,735
467.566,740
468.395,740
469.126,750
469.760,680
470.442,700
471.175,685
471.856,725
472.539,740
473.367,765
474.099,755
474.781,765
475.464,710
476.147,695
476.829,710
477.565,640
477.804,710
478.245,310
478.925,365
479.218,650
479.510,325
480.048,300
480.729,625
481.314,660
481.997,595
482.533,645
483.215,620
483.947,625
484.483,665
485.020,590
485.751,625
486.286,650
487.262,620
487.554,650
488.244,615
488.774,615
489.370,585
490.041,600
490.577,595
491.162,585
492.137,550
493.794,1090
494.331,1615
494.915,580
495.452,565
496.156,595
