df_hash,22ZHK4.34VB5M
56.638,0.988
56.668,0.986
56.698,0.972
56.728,0.985
56.758,0.982
56.788,0.980
56.818,0.984
56.848,0.983
56.878,0.981
56.908,0.985
56.938,0.983
56.968,0.971
56.998,0.983
57.028,0.983
57.058,0.977
57.088,0.985
57.118,0.983
57.148,0.986
57.178,0.983
57.208,0.978
57.238,0.983
57.268,0.981
57.298,0.982
57.328,0.984
57.358,0.979
57.388,0.983
57.418,0.981
57.448,0.986
57.478,0.985
57.508,0.986
57.538,0.977
57.568,0.976
57.598,0.985
57.628,0.987
57.658,0.984
57.688,0.977
57.718,0.985
57.748,0.980
57.778,0.978
57.808,0.986
57.838,0.981
57.868,0.979
57.898,0.980
57.928,0.985
57.958,0.981
57.988,0.985
58.018,0.981
58.048,0.979
58.078,0.981
58.108,0.985
58.138,0.984
58.168,0.979
58.198,0.985
58.228,0.983
58.258,0.981
58.288,0.987
58.318,0.982
58.348,0.983
58.378,0.984
58.408,0.982
58.438,0.981
58.468,0.982
58.498,0.987
58.528,0.979
58.558,0.977
58.588,0.982
58.618,0.990
58.648,0.991
58.678,0.981
58.708,0.987
58.738,0.980
58.768,0.984
58.798,0.985
58.828,0.982
58.858,0.980
58.888,0.984
58.918,0.985
58.948,0.979
58.978,0.989
59.008,0.981
59.038,0.983
59.068,0.979
59.098,0.985
59.128,0.985
59.158,0.975
59.188,0.981
59.218,0.986
59.248,0.982
59.278,0.987
59.308,0.981
59.338,0.980
59.368,0.986
59.398,0.983
59.428,0.975
59.458,0.984
59.488,0.988
59.518,0.979
59.548,0.981
59.578,0.982
59.608,0.988
59.638,0.991
59.668,0.979
59.698,0.985
59.728,0.980
59.758,0.985
59.788,0.985
59.818,0.983
59.848,0.984
59.878,0.983
59.908,0.983
59.938,0.976
59.968,0.989
59.998,0.985
60.028,0.982
60.058,0.982
60.088,0.986
60.118,0.987
60.148,0.983
60.178,0.981
60.208,0.985
60.238,0.982
60.268,0.986
60.298,0.984
60.328,0.984
60.358,0.986
60.388,0.983
60.418,0.986
60.448,0.979
60.478,0.987
60.508,0.982
60.538,0.981
60.568,0.982
60.598,0.986
60.628,0.988
60.658,0.978
60.688,0.986
60.718,0.982
60.748,0.982
60.778,0.987
60.808,0.979
60.838,0.981
60.868,0.979
60.898,0.980
60.928,0.987
60.958,0.988
60.988,0.977
61.018,0.979
61.048,0.983
61.078,0.986
61.108,0.986
61.138,0.975
61.168,0.986
61.198,0.980
61.228,0.982
61.258,0.985
61.288,0.985
61.318,0.983
61.348,0.981
61.378,0.985
61.408,0.987
61.438,0.986
61.468,0.985
61.498,0.977
61.528,0.977
61.558,0.986
61.588,0.984
61.618,0.987
61.648,0.980
61.678,0.987
61.708,0.978
61.738,0.982
61.768,0.987
61.798,0.982
61.828,0.987
61.858,0.978
61.888,0.983
61.918,0.979
61.948,0.987
61.978,0.985
62.008,0.979
62.038,0.983
62.068,0.985
62.098,0.987
62.128,0.976
62.158,0.981
62.188,0.984
62.218,0.982
62.248,0.987
62.278,0.982
62.308,0.983
62.338,0.982
62.368,0.985
62.398,0.981
62.428,0.983
62.458,0.986
62.488,0.979
62.518,0.983
62.548,0.979
62.578,0.985
62.608,0.989
62.638,0.979
62.668,0.983
62.698,0.982
62.728,0.979
62.758,0.981
62.788,0.982
62.818,0.983
62.848,0.986
62.878,0.983
62.908,0.976
62.938,0.985
62.968,0.979
62.998,0.982
63.028,0.982
63.058,0.984
63.088,0.986
63.118,0.980
63.148,0.979
63.178,0.982
63.208,0.982
63.238,0.983
63.268,0.986
63.298,0.983
63.328,0.985
63.358,0.987
63.388,0.986
63.418,0.979
63.448,0.985
63.478,0.979
63.508,0.979
63.538,0.981
63.568,0.987
63.598,0.985
63.628,0.977
63.658,0.983
63.688,0.981
63.718,0.983
63.748,0.985
63.778,0.977
63.808,0.983
63.838,0.987
63.868,0.982
63.898,0.990
63.928,0.981
63.958,0.985
63.988,0.983
64.018,0.979
64.048,0.985
64.078,0.987
64.108,0.989
64.138,0.982
64.168,0.986
64.198,0.981
64.228,0.980
64.258,0.986
64.288,0.985
64.318,0.988
64.348,0.981
64.378,0.979
64.408,0.979
64.438,0.991
64.468,0.980
64.498,0.971
64.528,0.982
64.558,0.984
64.588,0.987
64.618,0.980
64.648,0.982
64.678,0.983
64.708,0.983
64.738,0.986
64.768,0.984
64.798,0.982
64.828,0.979
64.858,0.983
64.888,0.986
64.918,0.993
64.948,0.983
64.978,0.977
65.008,0.982
65.038,0.988
65.068,0.986
65.098,0.977
65.128,0.981
65.158,0.985
65.188,0.981
65.218,0.986
65.248,0.986
65.278,0.981
65.308,0.982
65.338,0.981
65.368,0.979
65.398,0.984
65.428,0.990
65.458,0.983
65.488,0.981
65.518,0.983
65.548,0.989
65.578,0.991
65.608,0.975
65.638,0.982
65.668,0.980
65.698,0.983
65.728,0.983
65.758,0.979
65.788,0.978
65.818,0.984
65.848,0.984
65.878,0.982
65.908,0.988
65.938,0.981
65.968,0.983
65.998,0.980
66.028,0.987
66.058,0.984
66.088,0.973
66.118,0.986
66.148,0.980
66.178,0.982
66.208,0.982
66.238,0.983
66.268,0.982
66.298,0.983
66.328,0.986
66.358,0.981
66.388,0.989
66.418,0.981
66.448,0.981
66.478,0.980
66.508,0.985
66.538,0.986
66.568,0.973
66.598,0.982
66.628,0.984
66.658,0.979
66.688,0.986
66.718,0.983
66.748,0.984
66.778,0.984
66.808,0.985
66.838,0.982
66.868,0.988
66.898,0.988
66.928,0.978
66.958,0.982
66.988,0.986
67.018,0.986
67.048,0.984
67.078,0.982
67.108,0.987
67.138,0.979
67.168,0.986
67.198,0.984
67.228,0.981
67.258,0.984
67.288,0.982
67.318,0.982
67.348,0.982
67.378,0.985
67.408,0.979
67.438,0.976
67.468,0.981
67.498,0.987
67.528,0.984
67.558,0.973
67.588,0.984
67.618,0.984
67.648,0.982
67.678,0.984
67.708,0.985
67.738,0.981
67.768,0.984
67.798,0.985
67.828,0.986
67.858,0.982
67.888,0.988
67.918,0.978
67.948,0.980
67.978,0.982
68.008,0.987
68.038,0.985
68.068,0.977
68.098,0.984
68.128,0.982
68.158,0.980
68.188,0.987
68.218,0.982
68.248,0.976
68.278,0.980
68.308,0.980
68.338,0.980
68.368,0.986
68.398,0.986
68.428,0.980
68.458,0.986
68.488,0.982
68.518,0.987
68.548,0.985
68.578,0.972
68.608,0.985
68.638,0.983
68.668,0.979
68.698,0.984
68.728,0.979
68.758,0.974
68.788,0.987
68.818,0.985
68.848,0.979
68.878,0.986
68.908,0.990
68.938,0.980
68.968,0.982
68.998,0.979
69.028,0.987
69.058,0.986
69.088,0.976
69.118,0.985
69.148,0.984
69.178,0.983
69.208,0.983
69.238,0.985
69.268,0.981
69.298,0.987
69.328,0.984
69.358,0.982
69.388,0.977
69.418,0.984
69.448,0.982
69.478,0.977
69.508,0.982
69.538,0.986
69.568,0.980
69.598,0.983
69.628,0.982
69.658,0.986
69.688,0.981
69.718,0.984
69.748,0.985
69.778,0.981
69.808,0.985
69.838,0.983
69.868,0.982
69.898,0.979
69.928,0.982
69.958,0.983
69.988,0.978
70.018,0.980
70.048,0.987
70.078,0.984
70.108,0.980
70.138,0.981
70.168,0.979
70.198,0.983
70.228,0.987
70.258,0.984
70.288,0.985
70.318,0.979
70.348,0.986
70.378,0.986
70.408,0.989
70.438,0.985
70.468,0.975
70.498,0.981
70.528,0.986
70.558,0.988
70.588,0.986
70.618,0.982
70.648,0.986
70.678,0.981
70.708,0.985
70.738,0.985
70.768,0.982
70.798,0.984
70.828,0.982
70.858,0.981
70.888,0.979
70.918,0.986
70.948,0.987
70.978,0.977
71.008,0.980
71.038,0.984
71.068,0.987
71.098,0.988
71.128,0.980
71.158,0.990
71.188,0.983
71.218,0.981
71.248,0.987
71.278,0.979
71.308,0.988
71.338,0.983
71.368,0.982
71.398,0.977
71.428,0.989
71.458,0.984
71.488,0.979
71.518,0.980
71.548,0.986
71.578,0.984
71.608,0.986
71.638,0.979
71.668,0.985
71.698,0.981
71.728,0.980
71.758,0.986
71.788,0.980
71.818,0.983
71.848,0.988
71.878,0.980
71.908,0.977
71.938,0.981
71.968,0.987
71.998,0.981
72.028,0.981
72.058,0.984
72.088,0.988
72.118,0.988
72.148,0.979
72.178,0.986
72.208,0.980
72.238,0.984
72.268,0.983
72.298,0.984
72.328,0.980
72.358,0.986
72.388,0.985
72.418,0.978
72.448,0.986
72.478,0.988
72.508,0.980
72.538,0.980
72.568,0.983
72.598,0.987
72.628,0.987
72.658,0.977
72.688,0.984
72.718,0.983
72.748,0.980
72.778,0.985
72.808,0.981
72.838,0.986
72.868,0.987
72.898,0.982
72.928,0.978
72.958,0.985
72.988,0.989
73.018,0.978
73.048,0.985
73.078,0.982
73.108,0.986
73.138,0.990
73.168,0.980
73.198,0.988
73.228,0.981
73.258,0.983
73.288,0.985
73.318,0.981
73.348,0.985
73.378,0.985
73.408,0.980
73.438,0.978
73.468,0.985
73.498,0.986
73.528,0.980
73.558,0.981
73.588,0.983
73.618,0.986
73.648,0.986
73.678,0.980
73.708,0.985
73.738,0.980
73.768,0.983
73.798,0.987
73.828,0.984
73.858,0.983
73.888,0.983
73.918,0.983
73.948,0.985
73.978,0.987
74.008,0.981
74.038,0.979
74.068,0.986
74.098,0.986
74.128,0.988
74.158,0.980
74.188,0.982
74.218,0.978
74.248,0.983
74.278,0.988
74.308,0.984
74.338,0.982
74.368,0.982
74.398,0.983
74.428,0.984
74.458,0.989
74.488,0.983
74.518,0.975
74.548,0.981
74.578,0.987
74.608,0.989
74.638,0.978
74.668,0.979
74.698,0.980
74.728,0.981
74.758,0.988
74.788,0.986
74.818,0.980
74.848,0.984
74.878,0.986
74.908,0.985
74.938,0.981
74.968,0.988
74.998,0.983
75.028,0.978
75.058,0.981
75.088,0.990
75.118,0.988
75.148,0.979
75.178,0.985
75.208,0.983
75.238,0.982
75.268,0.987
75.298,0.984
75.328,0.985
75.358,0.982
75.388,0.985
75.418,0.974
75.448,0.985
75.478,0.986
75.508,0.983
75.538,0.982
75.568,0.982
75.598,0.988
75.628,0.992
75.658,0.984
75.688,0.987
75.718,0.980
75.748,0.985
75.778,0.982
75.808,0.986
75.838,0.981
75.868,0.988
75.898,0.985
75.928,0.979
75.958,0.989
75.988,0.982
76.018,0.987
76.048,0.981
76.078,0.985
76.108,0.986
76.138,0.979
76.168,0.982
76.198,0.983
76.228,0.979
76.258,0.985
76.288,0.980
76.318,0.984
76.348,0.986
76.378,0.986
76.408,0.985
76.438,0.983
76.468,0.987
76.498,0.978
76.528,0.982
76.558,0.983
76.588,0.984
76.618,0.994
76.648,0.984
76.678,0.989
76.708,0.982
76.738,0.983
76.768,0.983
76.798,0.986
76.828,0.985
76.858,0.987
76.888,0.987
76.918,0.975
76.948,0.985
76.978,0.988
77.008,0.982
77.038,0.980
77.068,0.983
77.098,0.985
77.128,0.984
77.158,0.983
77.188,0.985
77.218,0.980
77.248,0.985
77.278,0.985
77.308,0.986
77.338,0.981
77.368,0.981
77.398,0.985
77.428,0.983
77.458,0.991
77.488,0.986
77.518,0.977
77.548,0.985
77.578,0.989
77.608,0.985
77.638,0.981
77.668,0.986
77.698,0.979
77.728,0.981
77.758,0.987
77.788,0.988
77.818,0.982
77.848,0.979
77.878,0.985
77.908,0.988
77.938,0.990
77.968,0.981
77.998,0.977
78.028,0.979
78.058,0.988
78.088,0.988
78.118,0.979
78.148,0.982
78.178,0.984
78.208,0.983
78.238,0.986
78.268,0.984
78.298,0.985
78.328,0.982
78.358,0.986
78.388,0.983
78.418,0.986
78.448,0.987
78.478,0.982
78.508,0.979
78.538,0.982
78.568,0.988
78.598,0.987
78.628,0.973
78.658,0.984
78.688,0.983
78.718,0.983
78.748,0.988
78.778,0.987
78.808,0.983
78.838,0.986
78.868,0.985
78.898,0.979
78.928,0.987
78.958,0.990
78.988,0.981
79.018,0.983
79.048,0.985
79.078,0.987
79.108,0.989
79.138,0.979
79.168,0.987
79.198,0.984
79.228,0.981
79.258,0.986
79.288,0.984
79.318,0.986
79.348,0.985
79.378,0.986
79.408,0.976
79.438,0.989
79.468,0.985
79.498,0.980
79.528,0.979
79.558,0.986
79.588,0.985
79.618,0.980
79.648,0.978
79.678,0.985
79.708,0.979
79.738,0.987
79.768,0.984
79.798,0.987
79.828,0.982
79.858,0.985
79.888,0.984
79.918,0.979
79.948,0.987
79.978,0.986
80.008,0.981
80.038,0.981
80.068,0.987
80.098,0.991
80.128,0.981
80.158,0.984
80.188,0.985
80.218,0.980
80.248,0.986
80.278,0.984
80.308,0.985
80.338,0.983
80.368,0.986
80.398,0.986
80.428,0.976
80.458,0.987
80.488,0.991
80.518,0.979
80.548,0.985
80.578,0.985
80.608,0.988
80.638,0.991
80.668,0.982
80.698,0.986
80.728,0.982
80.758,0.982
80.788,0.984
80.818,0.983
80.848,0.985
80.878,0.986
80.908,0.988
80.938,0.988
80.968,0.983
80.998,0.987
81.028,0.981
81.058,0.982
81.088,0.986
81.118,0.986
81.148,0.988
81.178,0.982
81.208,0.988
81.238,0.983
81.268,0.984
81.298,0.984
81.328,0.985
81.358,0.986
81.388,0.982
81.418,0.981
81.448,0.983
81.478,0.988
81.508,0.981
81.538,0.979
81.568,0.984
81.598,0.987
81.628,0.989
81.658,0.982
81.688,0.985
81.718,0.983
81.748,0.987
81.778,0.988
81.808,0.987
81.838,0.982
81.868,0.982
81.898,0.986
81.928,0.987
81.958,0.984
81.988,0.989
82.018,0.985
82.048,0.979
82.078,0.982
82.108,0.989
82.138,0.988
82.168,0.978
82.198,0.986
82.228,0.988
82.258,0.986
82.288,0.983
82.318,0.986
82.348,0.988
82.378,0.981
82.408,0.985
82.438,0.979
82.468,0.988
82.498,0.988
82.528,0.981
82.558,0.980
82.588,0.986
82.618,0.990
82.648,0.990
82.678,0.981
82.708,0.988
82.738,0.984
82.768,0.981
82.798,0.987
82.828,0.983
82.858,0.985
82.888,0.985
82.918,0.987
82.948,0.975
82.978,0.987
83.008,0.989
83.038,0.980
83.068,0.985
83.098,0.985
83.128,0.988
83.158,0.992
83.188,0.980
83.218,0.989
83.248,0.987
83.278,0.984
83.308,0.986
83.338,0.983
83.368,0.988
83.398,0.988
83.428,0.985
83.458,0.977
83.488,0.989
83.518,0.982
83.548,0.980
83.578,0.984
83.608,0.983
83.638,0.989
83.668,0.989
83.698,0.984
83.728,0.989
83.758,0.984
83.788,0.982
83.818,0.986
83.848,0.984
83.878,0.984
83.908,0.986
83.938,0.982
83.968,0.975
83.998,0.989
84.028,0.985
84.058,0.978
84.088,0.984
84.118,0.985
84.148,0.986
84.178,0.987
84.208,0.983
84.238,0.990
84.268,0.981
84.298,0.987
84.328,0.989
84.358,0.986
84.388,0.986
84.418,0.986
84.448,0.987
84.478,0.978
84.508,0.988
84.538,0.990
84.568,0.981
84.598,0.986
84.628,0.985
84.658,0.988
84.688,0.980
84.718,0.984
84.748,0.987
84.778,0.981
84.808,0.985
84.838,0.989
84.868,0.985
84.898,0.985
84.928,0.987
84.958,0.987
84.988,0.987
85.018,0.986
85.048,0.979
85.078,0.979
85.108,0.987
85.138,0.987
85.168,0.988
85.198,0.986
85.228,0.989
85.258,0.983
85.288,0.986
85.318,0.984
85.348,0.986
85.378,0.985
85.408,0.984
85.438,0.986
85.468,0.990
85.498,0.992
85.528,0.984
85.558,0.979
85.588,0.983
85.618,0.989
85.648,0.989
85.678,0.983
85.708,0.982
85.738,0.988
85.768,0.984
85.798,0.985
85.828,0.985
85.858,0.984
85.888,0.985
85.918,0.987
85.948,0.985
85.978,0.980
86.008,0.991
86.038,0.983
86.068,0.979
86.098,0.981
86.128,0.990
86.158,0.989
86.188,0.982
86.218,0.982
86.248,0.990
86.278,0.986
86.308,0.986
86.338,0.984
86.368,0.983
86.398,0.988
86.428,0.988
86.458,0.987
86.488,0.989
86.518,0.990
86.548,0.979
86.578,0.980
86.608,0.984
86.638,0.991
86.668,0.989
86.698,0.978
86.728,0.984
86.758,0.984
86.788,0.983
86.818,0.990
86.848,0.987
86.878,0.981
86.908,0.985
86.938,0.984
86.968,0.979
86.998,0.987
87.028,0.994
87.058,0.985
87.088,0.985
87.118,0.984
87.148,0.988
87.178,0.988
87.208,0.982
87.238,0.988
87.268,0.985
87.298,0.987
87.328,0.986
87.358,0.982
87.388,0.985
87.418,0.988
87.448,0.986
87.478,0.978
87.508,0.987
87.538,0.992
87.568,0.979
87.598,0.982
87.628,0.983
87.658,0.989
87.688,0.992
87.718,0.982
87.748,0.986
87.778,0.981
87.808,0.988
87.838,0.989
87.868,0.981
87.898,0.985
87.928,0.990
87.958,0.988
87.988,0.978
88.018,0.989
88.048,0.983
88.078,0.983
88.108,0.983
88.138,0.986
88.168,0.988
88.198,0.979
88.228,0.984
88.258,0.986
88.288,0.984
88.318,0.988
88.348,0.983
88.378,0.984
88.408,0.989
88.438,0.990
88.468,0.989
88.498,0.980
88.528,0.985
88.558,0.986
88.588,0.981
88.618,0.986
88.648,0.985
88.678,0.988
88.708,0.979
88.738,0.986
88.768,0.987
88.798,0.981
88.828,0.986
88.858,0.989
88.888,0.983
88.918,0.984
88.948,0.988
88.978,0.989
89.008,0.988
89.038,0.989
89.068,0.981
89.098,0.979
89.128,0.990
89.158,0.987
89.188,0.991
89.218,0.985
89.248,0.987
89.278,0.983
89.308,0.984
89.338,0.988
89.368,0.981
89.398,0.986
89.428,0.985
89.458,0.981
89.488,0.987
89.518,0.991
89.548,0.985
89.578,0.979
89.608,0.986
89.638,0.991
89.668,0.990
89.698,0.979
89.728,0.982
89.758,0.985
89.788,0.984
89.818,0.987
89.848,0.990
89.878,0.987
89.908,0.982
89.938,0.985
89.968,0.986
89.998,0.990
90.028,0.987
90.058,0.981
90.088,0.982
90.118,0.987
90.148,0.988
90.178,0.989
90.208,0.981
90.238,0.989
90.268,0.984
90.298,0.988
90.328,0.987
90.358,0.982
90.388,0.987
90.418,0.988
90.448,0.988
90.478,0.980
90.508,0.989
90.538,0.990
90.568,0.979
90.598,0.980
90.628,0.986
90.658,0.986
90.688,0.990
90.718,0.982
90.748,0.992
90.778,0.985
90.808,0.986
90.838,0.985
90.868,0.984
90.898,0.985
90.928,0.988
90.958,0.988
90.988,0.980
91.018,0.989
91.048,0.983
91.078,0.981
91.108,0.980
91.138,0.986
91.168,0.988
91.198,0.984
91.228,0.986
91.258,0.990
91.288,0.981
91.318,0.987
91.348,0.984
91.378,0.983
91.408,0.984
91.438,0.987
91.468,0.982
91.498,0.980
91.528,0.986
91.558,0.990
91.588,0.980
91.618,0.984
91.648,0.983
91.678,0.986
91.708,0.988
91.738,0.983
91.768,0.991
91.798,0.985
91.828,0.984
91.858,0.988
91.888,0.984
91.918,0.984
91.948,0.986
91.978,0.988
92.008,0.988
92.038,0.984
92.068,0.987
92.098,0.986
92.128,0.986
92.158,0.983
92.188,0.991
92.218,0.986
92.248,0.979
92.278,0.986
92.308,0.985
92.338,0.981
92.368,0.988
92.398,0.983
92.428,0.986
92.458,0.985
92.488,0.982
92.518,0.990
92.548,0.988
92.578,0.985
92.608,0.977
92.638,0.984
92.668,0.988
92.698,0.987
92.728,0.985
92.758,0.985
92.788,0.985
92.818,0.977
92.848,0.988
92.878,0.992
92.908,0.987
92.938,0.983
92.968,0.984
92.998,0.986
93.028,0.986
93.058,0.990
93.088,0.981
93.118,0.981
93.148,0.985
93.178,0.989
93.208,0.989
93.238,0.980
93.268,0.983
93.298,0.983
93.328,0.986
93.358,0.986
93.388,0.986
93.418,0.984
93.448,0.984
93.478,0.987
93.508,0.983
93.538,0.990
93.568,0.988
93.598,0.982
93.628,0.981
93.658,0.984
93.688,0.987
93.718,0.991
93.748,0.979
93.778,0.992
93.808,0.983
93.838,0.987
93.868,0.988
93.898,0.984
93.928,0.986
93.958,0.990
93.988,0.984
94.018,0.978
94.048,0.986
94.078,0.991
94.108,0.981
94.138,0.984
94.168,0.986
94.198,0.987
94.228,0.989
94.258,0.983
94.288,0.989
94.318,0.983
94.348,0.984
94.378,0.986
94.408,0.987
94.438,0.983
94.468,0.988
94.498,0.986
94.528,0.980
94.558,0.984
94.588,0.990
94.618,0.983
94.648,0.980
94.678,0.984
94.708,0.989
94.738,0.992
94.768,0.981
94.798,0.991
94.828,0.981
94.858,0.982
94.888,0.985
94.918,0.984
94.948,0.983
94.978,0.988
95.008,0.983
95.038,0.980
95.068,0.988
95.098,0.991
95.128,0.978
95.158,0.984
95.188,0.986
95.218,0.987
95.248,0.991
95.278,0.984
95.308,0.987
95.338,0.985
95.368,0.983
95.398,0.986
95.428,0.984
95.458,0.982
95.488,0.986
95.518,0.989
95.548,0.985
95.578,0.989
95.608,0.986
95.638,0.980
95.668,0.985
95.698,0.988
95.728,0.987
95.758,0.989
95.788,0.985
95.818,0.985
95.848,0.980
95.878,0.985
95.908,0.984
95.938,0.981
95.968,0.984
95.998,0.983
96.028,0.984
96.058,0.987
96.088,0.987
96.118,0.979
96.148,0.977
96.178,0.985
96.208,0.989
96.238,0.990
96.268,0.983
96.298,0.982
96.328,0.986
96.358,0.984
96.388,0.987
96.418,0.989
96.448,0.984
96.478,0.982
96.508,0.988
96.538,0.987
96.568,0.992
96.598,0.988
96.628,0.979
96.658,0.983
96.688,0.981
96.718,0.993
96.748,0.988
96.778,0.975
96.808,0.991
96.838,0.985
96.868,0.981
96.898,0.987
96.928,0.985
96.958,0.985
96.988,0.989
97.018,0.988
97.048,0.979
97.078,0.989
97.108,0.988
97.138,0.980
97.168,0.980
97.198,0.987
97.228,0.985
97.258,0.990
97.288,0.986
97.318,0.992
97.348,0.982
97.378,0.983
97.408,0.986
97.438,0.984
97.468,0.986
97.498,0.985
97.528,0.990
97.558,0.982
97.588,0.988
97.618,0.984
97.648,0.986
97.678,0.982
97.708,0.983
97.738,0.987
97.768,0.980
97.798,0.986
97.828,0.989
97.858,0.984
97.888,0.985
97.918,0.984
97.948,0.981
97.978,0.985
98.008,0.986
98.038,0.985
98.068,0.982
98.098,0.988
98.128,0.982
98.158,0.985
98.188,0.980
98.218,0.986
98.248,0.988
98.278,0.974
98.308,0.983
98.338,0.987
98.368,0.984
98.398,0.987
98.428,0.989
98.458,0.985
98.488,0.985
98.518,0.988
98.548,0.982
98.578,0.983
98.608,0.991
98.638,0.980
98.668,0.986
98.698,0.984
98.728,0.995
98.758,0.989
98.788,0.976
98.818,0.990
98.848,0.984
98.878,0.983
98.908,0.988
98.938,0.983
98.968,0.983
98.998,0.984
99.028,0.983
99.058,0.983
99.088,0.991
99.118,0.988
99.148,0.979
99.178,0.986
99.208,0.988
99.238,0.989
99.268,0.988
99.298,0.985
99.328,0.987
99.358,0.984
99.388,0.984
99.418,0.985
99.448,0.984
99.478,0.985
99.508,0.982
99.538,0.983
99.568,0.981
99.598,0.985
99.628,0.985
99.658,0.976
99.688,0.985
99.718,0.990
99.748,0.988
99.778,0.979
99.808,0.986
99.838,0.984
99.868,0.984
99.898,0.984
99.928,0.986
99.958,0.984
99.988,0.984
100.018,0.987
100.048,0.988
100.078,0.987
100.108,0.987
100.138,0.982
100.168,0.979
100.198,0.986
100.228,0.988
100.258,0.988
100.288,0.979
100.318,0.989
100.348,0.984
100.378,0.985
100.408,0.990
100.438,0.983
100.468,0.980
100.498,0.985
100.528,0.985
100.558,0.989
100.588,0.988
100.618,0.990
100.648,0.979
100.678,0.984
100.708,0.984
100.738,0.988
100.768,0.989
100.798,0.976
100.828,0.986
100.858,0.986
100.888,0.983
100.918,0.984
100.948,0.986
100.978,0.981
101.008,0.986
101.038,0.986
101.068,0.987
101.098,0.983
101.128,0.990
101.158,0.984
101.188,0.983
101.218,0.982
101.248,0.987
101.278,0.990
101.308,0.979
101.338,0.983
101.368,0.983
101.398,0.982
101.428,0.984
101.458,0.986
101.488,0.984
101.518,0.984
101.548,0.986
101.578,0.984
101.608,0.979
101.638,0.984
101.668,0.992
101.698,0.981
101.728,0.986
101.758,0.985
101.788,0.990
101.818,0.988
101.848,0.976
101.878,0.988
101.908,0.989
101.938,0.982
101.968,0.986
101.998,0.988
102.028,0.986
102.058,0.986
102.088,0.988
102.118,0.985
102.148,0.990
102.178,0.986
102.208,0.992
102.238,0.982
102.268,0.982
102.298,0.986
102.328,0.994
102.358,0.986
102.388,0.978
102.418,0.988
102.448,0.983
102.478,0.982
102.508,0.985
102.538,0.985
102.568,0.983
102.598,0.984
102.628,0.984
102.658,0.982
102.688,0.983
102.718,0.987
102.748,0.985
102.778,0.980
102.808,0.984
102.838,0.989
102.868,0.991
102.898,0.976
102.928,0.981
102.958,0.986
102.988,0.984
103.018,0.985
103.048,0.985
103.078,0.984
103.108,0.984
103.138,0.987
103.168,0.986
103.198,0.985
103.228,0.988
103.258,0.988
103.288,0.981
103.318,0.979
103.348,0.986
103.378,0.990
103.408,0.987
103.438,0.978
103.468,0.986
103.498,0.984
103.528,0.984
103.558,0.989
103.588,0.986
103.618,0.982
103.648,0.986
103.678,0.990
103.708,0.990
103.738,0.978
103.768,0.990
103.798,0.981
103.828,0.982
103.858,0.981
103.888,0.988
103.918,0.987
103.948,0.984
103.978,0.983
104.008,0.988
104.038,0.984
104.068,0.986
104.098,0.985
104.128,0.984
104.158,0.985
104.188,0.990
104.218,0.985
104.248,0.977
104.278,0.989
104.308,0.991
104.338,0.982
104.368,0.983
104.398,0.986
104.428,0.988
104.458,0.989
104.488,0.981
104.518,0.989
104.548,0.986
104.578,0.985
104.608,0.986
104.638,0.987
104.668,0.986
104.698,0.986
104.728,0.987
104.758,0.987
104.788,0.986
104.818,0.989
104.848,0.983
104.878,0.981
104.908,0.984
104.938,0.988
104.968,0.986
104.998,0.979
105.028,0.989
105.058,0.981
105.088,0.985
105.118,0.985
105.148,0.983
105.178,0.985
105.208,0.986
105.238,0.989
105.268,0.989
105.298,0.989
105.328,0.987
105.358,0.981
105.388,0.981
105.418,0.987
105.448,0.990
105.478,0.987
105.508,0.984
105.538,0.986
105.568,0.982
105.598,0.984
105.628,0.988
105.658,0.986
105.688,0.984
105.718,0.984
105.748,0.980
105.778,0.987
105.808,0.988
105.838,0.983
105.868,0.979
105.898,0.984
105.928,0.989
105.958,0.986
105.988,0.978
106.018,0.986
106.048,0.987
106.078,0.982
106.108,0.986
106.138,0.983
106.168,0.981
106.198,0.985
106.228,0.988
106.258,0.988
106.288,0.983
106.318,0.988
106.348,0.981
106.378,0.979
106.408,0.984
106.438,0.991
106.468,0.989
106.498,0.979
106.528,0.987
106.558,0.984
106.588,0.983
106.618,0.985
106.648,0.986
106.678,0.986
106.708,0.988
106.738,0.986
106.768,0.980
106.798,0.987
106.828,0.985
106.858,0.980
106.888,0.984
106.918,0.984
106.948,0.990
106.978,0.991
107.008,0.980
107.038,0.987
107.068,0.985
107.098,0.984
107.128,0.986
107.158,0.982
107.188,0.988
107.218,0.986
107.248,0.986
107.278,0.979
107.308,0.988
107.338,0.988
107.368,0.984
107.398,0.984
107.428,0.986
107.458,0.988
107.488,0.991
107.518,0.982
107.548,0.989
107.578,0.981
107.608,0.983
107.638,0.982
107.668,0.985
107.698,0.986
107.728,0.988
