df_hash,22ZHK4.BKX4E3
425.996,64
426.834,61
428.055,60
428.965,60
429.857,60
431.027,60
431.906,60
432.831,60
434.001,60
434.913,60
435.804,60
436.974,60
437.901,70
438.778,75
439.956,79
440.878,81
441.752,78
442.983,74
443.884,74
445.021,72
445.896,71
446.822,71
447.703,70
448.918,68
449.796,66
450.673,64
451.892,65
452.772,65
453.647,65
454.876,64
455.743,64
456.621,64
457.841,64
458.718,64
459.643,69
460.835,69
461.986,67
462.617,64
463.813,61
464.665,58
465.591,54
466.761,56
467.709,54
468.569,54
470.030,54
470.661,58
471.538,61
472.709,62
473.635,63
474.514,63
475.684,62
476.608,61
477.487,61
478.706,61
479.582,61
480.460,61
481.679,61
482.800,66
483.434,64
484.653,63
485.530,63
486.456,63
487.626,63
488.543,63
489.431,63
490.600,63
491.478,63
