df_hash,22ZHK4.BKX4E3
319.255,35.531
320.267,35.562
321.242,35.562
322.265,35.531
323.486,35.562
324.264,35.562
325.242,35.594
326.264,35.562
327.287,35.469
328.262,35.500
329.237,35.500
330.260,35.469
331.235,35.469
332.259,35.531
333.234,35.500
334.504,35.469
335.282,35.469
336.257,35.531
337.282,35.594
338.353,35.594
339.279,35.594
340.298,35.562
341.277,35.594
342.284,35.594
343.277,35.625
344.261,35.625
345.318,35.625
346.251,35.594
347.274,35.562
348.495,35.594
349.273,35.562
350.248,35.594
351.273,35.562
352.247,35.562
353.322,35.562
354.249,35.531
355.269,35.531
356.268,35.531
357.268,35.594
358.246,35.562
359.267,35.562
360.346,35.562
361.268,35.562
362.241,35.500
363.264,35.500
364.239,35.531
365.263,35.531
366.238,35.562
367.261,35.531
368.237,35.562
369.261,35.594
370.259,35.625
371.308,35.625
372.235,35.656
373.603,35.688
374.282,35.656
375.257,35.688
376.335,35.688
377.305,35.688
378.231,35.656
379.254,35.656
380.230,35.594
381.263,35.594
382.233,35.594
383.252,35.594
384.275,35.594
385.448,35.594
386.275,35.594
387.284,35.562
388.280,35.594
389.248,35.625
390.272,35.625
391.247,35.594
392.277,35.625
393.254,35.594
394.269,35.625
395.387,35.562
396.365,35.562
397.251,35.562
398.267,35.531
399.242,35.531
400.266,35.531
401.487,35.562
402.265,35.531
403.245,35.594
404.263,35.562
405.238,35.625
406.262,35.625
407.250,35.625
408.261,35.656
409.236,35.688
410.266,35.688
411.235,35.656
412.263,35.656
413.233,35.656
414.257,35.656
415.381,35.656
416.256,35.656
417.232,35.656
418.255,35.656
419.230,35.656
420.302,35.656
421.375,35.688
422.255,35.719
423.276,35.719
424.274,35.750
425.239,35.781
426.264,35.781
427.259,35.781
428.641,35.781
429.336,35.781
430.247,35.781
431.271,35.781
432.246,35.781
433.221,35.781
434.251,35.781
435.269,35.781
436.243,35.750
437.267,35.781
438.243,35.781
439.266,35.812
440.245,35.812
441.265,35.844
442.486,35.875
443.559,35.938
444.288,35.906
445.311,35.938
446.237,35.969
447.261,35.969
448.239,35.938
449.260,35.875
450.235,35.844
451.311,35.812
452.234,35.781
453.257,35.656
454.233,35.688
455.256,35.688
456.231,35.688
457.501,35.656
458.233,35.656
459.254,35.719
460.229,35.750
461.260,35.781
462.228,35.750
463.251,35.781
464.228,35.750
465.252,35.719
466.225,35.688
467.248,35.719
468.566,35.750
469.248,35.750
470.223,35.719
471.246,35.688
472.222,35.719
473.245,35.719
474.220,35.750
475.244,35.750
476.268,35.750
477.243,35.750
478.218,35.781
479.244,35.750
480.216,35.781
481.240,35.781
482.312,35.781
483.252,35.750
484.263,35.656
485.238,35.625
486.261,35.531
487.237,35.469
488.271,35.344
489.235,35.219
490.259,35.125
491.244,34.969
