df_hash,22ZHK4.YBNJA6
14.835,351
14.860,351
14.885,348
14.910,335
14.935,316
14.960,304
14.985,307
15.010,326
15.035,359
15.060,407
15.085,465
15.110,521
15.135,563
15.160,587
15.185,600
15.210,611
15.235,621
15.260,619
15.285,604
15.310,578
15.335,551
15.360,530
15.385,512
15.410,495
15.435,475
15.460,448
15.485,407
15.510,351
15.535,289
15.560,233
15.585,185
15.610,137
15.635,78
15.660,12
15.685,-49
15.710,-99
15.735,-142
15.760,-191
15.785,-233
15.810,-239
15.835,-182
15.860,-76
15.885,33
15.910,105
15.935,134
15.960,148
15.985,173
16.010,202
16.035,215
16.060,205
16.085,193
16.110,204
16.135,239
16.160,278
16.185,298
16.210,293
16.235,268
16.260,229
16.285,182
16.310,137
16.335,111
16.360,110
16.385,123
16.410,137
16.435,161
16.460,215
16.485,310
16.510,423
16.535,520
16.560,587
16.585,643
16.610,697
16.635,727
16.660,705
16.685,651
16.710,646
16.735,774
16.760,1036
16.785,1344
16.810,1589
16.835,1710
16.860,1715
16.885,1629
16.910,1484
16.935,1330
16.960,1242
16.985,1257
17.010,1297
17.035,1187
17.060,788
17.085,133
17.110,-569
17.135,-1095
17.160,-1349
17.185,-1392
17.210,-1336
17.235,-1253
17.260,-1167
17.285,-1099
17.310,-1070
17.335,-1056
17.360,-991
17.385,-828
17.410,-604
17.435,-421
17.460,-335
17.485,-294
17.510,-193
17.535,5
17.560,234
17.585,397
17.610,472
17.635,518
17.660,595
17.685,694
17.710,758
17.735,768
17.760,760
17.785,787
17.810,853
17.835,917
17.860,946
17.885,939
17.910,918
17.935,892
17.960,859
17.985,827
18.010,813
18.035,819
18.060,818
18.085,775
18.110,693
18.135,613
18.160,575
18.185,578
18.210,583
18.235,555
18.260,489
18.285,405
18.310,320
18.335,238
18.360,162
18.385,94
18.410,36
18.435,-11
18.460,-48
18.485,-64
18.510,-60
18.535,-52
18.560,-67
18.585,-103
18.610,-121
18.635,-81
18.660,6
18.685,74
18.710,59
18.735,-32
18.760,-133
18.785,-176
18.810,-161
18.835,-140
18.860,-147
18.885,-156
18.910,-104
18.935,38
18.960,235
18.985,412
19.010,509
19.035,514
19.060,454
19.085,364
19.110,280
19.135,230
19.160,221
19.185,239
19.210,251
19.235,236
19.260,197
19.285,149
19.310,103
19.335,59
19.360,18
19.385,-1
19.410,22
19.435,99
19.460,211
19.485,329
19.510,431
19.535,509
19.560,565
19.585,601
19.610,621
19.635,635
19.660,654
19.685,679
19.710,701
19.735,710
19.760,704
19.785,690
19.810,676
19.835,659
19.860,638
19.885,620
19.910,613
19.935,617
19.960,613
19.985,581
20.010,517
20.035,439
20.060,371
20.085,323
20.110,283
20.135,236
20.160,180
20.185,130
20.210,102
20.235,101
20.260,119
20.285,147
20.310,182
20.335,223
20.360,260
20.385,276
20.410,261
20.435,221
20.460,182
20.485,168
20.510,185
20.535,219
20.560,248
20.585,261
20.610,264
20.635,265
20.660,260
20.685,235
20.710,185
20.735,124
20.760,76
20.785,56
20.810,54
20.835,48
20.860,22
20.885,-14
20.910,-46
20.935,-64
20.960,-75
20.985,-88
21.010,-107
21.035,-126
21.060,-142
21.085,-148
21.110,-133
21.135,-82
21.160,6
21.185,112
21.210,205
21.235,272
21.260,332
21.285,413
21.310,522
21.335,628
21.360,692
21.385,708
21.410,707
21.435,720
21.460,750
21.485,769
21.510,760
21.535,730
21.560,697
21.585,661
21.610,603
21.635,514
21.660,423
21.685,376
21.710,391
21.735,436
21.760,459
21.785,428
21.810,356
21.835,275
21.860,202
21.885,137
21.910,79
21.935,36
21.960,22
21.985,33
22.010,55
22.035,75
22.060,97
22.085,129
22.110,169
22.135,201
22.160,216
22.185,219
22.210,223
22.235,229
22.260,227
22.285,210
22.310,193
22.335,198
22.360,230
22.385,270
22.410,288
22.435,274
22.460,246
22.485,227
22.510,226
22.535,231
22.560,228
22.585,212
22.610,188
22.635,159
22.660,120
22.685,73
22.710,27
22.735,-3
22.760,-12
22.785,-1
22.810,29
22.835,93
22.860,194
22.885,321
22.910,441
22.935,524
22.960,566
22.985,585
23.010,605
23.035,626
23.060,630
23.085,609
23.110,574
23.135,552
23.160,556
23.185,573
23.210,580
23.235,567
23.260,540
23.285,509
23.310,471
23.335,419
23.360,353
23.385,289
23.410,247
23.435,230
23.460,218
23.485,193
23.510,149
23.535,99
23.560,57
23.585,23
23.610,-14
23.635,-59
23.660,-99
23.685,-110
23.710,-82
23.735,-22
23.760,47
23.785,110
23.810,162
23.835,210
23.860,255
23.885,295
23.910,323
23.935,339
23.960,350
23.985,357
24.010,362
24.035,369
24.060,387
24.085,427
24.110,481
24.135,529
24.160,549
24.185,544
24.210,538
24.235,543
24.260,538
24.285,484
24.310,360
24.335,196
24.360,54
24.385,-18
24.410,-24
24.435,-6
24.460,-1
24.485,-14
24.510,-25
24.535,-17
24.560,10
24.585,52
24.610,108
24.635,178
24.660,256
24.685,330
24.710,393
24.735,452
24.760,516
24.785,581
24.810,630
24.835,650
24.860,650
24.885,650
24.910,660
24.935,665
24.960,638
24.985,568
25.010,458
25.035,322
25.060,165
25.085,-7
25.110,-168
25.135,-274
25.160,-289
25.185,-216
25.210,-101
25.235,-2
25.260,52
25.285,70
25.310,73
25.335,72
25.360,59
25.385,29
25.410,-4
25.435,-21
25.460,-4
25.485,45
25.510,114
25.535,193
25.560,277
25.585,362
25.610,439
25.635,496
25.660,534
25.685,559
25.710,579
25.735,592
25.760,589
25.785,577
25.810,572
25.835,588
25.860,623
25.885,655
25.910,667
25.935,662
25.960,655
25.985,656
26.010,655
26.035,638
26.060,600
26.085,547
26.110,489
26.135,420
26.160,333
26.185,234
26.210,141
26.235,74
26.260,31
26.285,-5
26.310,-51
26.335,-108
26.360,-162
26.385,-203
26.410,-228
26.435,-233
26.460,-209
26.485,-152
26.510,-74
26.535,4
26.560,64
26.585,110
26.610,156
26.635,210
26.660,262
26.685,293
26.710,297
26.735,288
26.760,289
26.785,311
26.810,348
26.835,385
26.860,413
26.885,427
26.910,428
26.935,414
26.960,393
26.985,373
27.010,368
27.035,385
27.060,421
27.085,466
27.110,512
27.135,550
27.160,566
27.185,549
27.210,497
27.235,428
27.260,372
27.285,352
27.310,370
27.335,403
27.360,423
27.385,417
27.410,389
27.435,351
27.460,309
27.485,269
27.510,233
27.535,205
27.560,184
27.585,158
27.610,117
27.635,62
27.660,10
27.685,-25
27.710,-41
27.735,-49
27.760,-61
27.785,-75
27.810,-81
27.835,-68
27.860,-38
27.885,3
27.910,51
27.935,107
27.960,168
27.985,226
28.010,276
28.035,319
28.060,361
28.085,404
28.110,444
28.135,476
28.160,502
28.185,523
28.210,538
28.235,542
28.260,533
28.285,520
28.310,506
28.335,483
28.360,440
28.385,382
28.410,339
28.435,346
28.460,398
28.485,449
28.510,444
28.535,382
28.560,312
28.585,291
28.610,320
28.635,347
28.660,316
28.685,227
28.710,132
28.735,82
28.760,79
28.785,76
28.810,35
28.835,-38
28.860,-102
28.885,-119
28.910,-80
28.935,-7
28.960,75
28.985,152
29.010,218
29.035,270
29.060,310
29.085,344
29.110,381
29.135,419
29.160,450
29.185,469
29.210,481
29.235,496
29.260,520
29.285,545
29.310,553
29.335,539
29.360,514
29.385,497
29.410,495
29.435,502
29.460,501
29.485,484
29.510,454
29.535,416
29.560,371
29.585,317
29.610,251
29.635,185
29.660,136
29.685,116
29.710,116
29.735,112
29.760,80
29.785,22
29.810,-37
29.835,-71
29.860,-73
29.885,-66
29.910,-79
29.935,-117
29.960,-157
29.985,-159
30.010,-104
30.035,-1
30.060,117
30.085,223
30.110,304
30.135,360
30.160,399
30.185,428
30.210,448
30.235,456
30.260,453
30.285,443
30.310,441
30.335,458
30.360,496
30.385,540
30.410,567
30.435,567
30.460,545
30.485,521
30.510,504
30.535,493
30.560,478
30.585,455
30.610,430
30.635,411
30.660,401
30.685,392
30.710,378
30.735,357
30.760,328
30.785,294
30.810,256
30.835,212
30.860,163
30.885,110
30.910,61
30.935,26
30.960,10
30.985,4
31.010,-7
31.035,-37
31.060,-72
31.085,-83
31.110,-43
31.135,39
31.160,135
31.185,208
31.210,249
31.235,273
31.260,298
31.285,324
31.310,341
31.335,341
31.360,332
31.385,333
31.410,349
31.435,375
31.460,401
31.485,421
31.510,437
31.535,449
31.560,454
31.585,449
31.610,438
31.635,431
31.660,435
31.685,442
31.710,434
31.735,400
31.760,345
31.785,289
31.810,252
31.835,238
31.860,235
31.885,225
31.910,200
31.935,168
31.960,141
31.985,126
32.010,114
32.035,92
32.060,58
32.085,26
32.110,20
32.135,54
32.160,119
32.185,187
32.210,233
32.235,250
32.260,251
32.285,255
32.310,269
32.335,284
32.360,287
32.385,283
32.410,288
32.435,322
32.460,384
32.485,454
32.510,508
32.535,533
32.560,533
32.585,520
32.610,505
32.635,497
32.660,498
32.685,506
32.710,511
32.735,506
32.760,489
32.785,468
32.810,455
32.835,453
32.860,454
32.885,445
32.910,422
32.935,388
32.960,350
32.985,318
33.010,309
33.035,336
33.060,400
33.085,479
33.110,538
33.135,551
33.160,524
33.185,474
33.210,413
33.235,329
33.260,210
33.285,64
33.310,-78
33.335,-185
33.360,-249
33.385,-285
33.410,-310
33.435,-328
33.460,-329
33.485,-312
33.510,-286
33.535,-267
33.560,-260
33.585,-262
33.610,-267
33.635,-269
33.660,-270
33.685,-273
33.710,-277
33.735,-275
33.760,-251
33.785,-185
33.810,-75
33.835,61
33.860,191
33.885,297
33.910,385
33.935,479
33.960,588
33.985,695
34.010,767
34.035,791
34.060,782
34.085,775
34.110,795
34.135,845
34.160,908
34.185,969
34.210,1015
34.235,1043
34.260,1054
34.285,1058
34.310,1058
34.335,1047
34.360,1005
34.385,924
34.410,810
34.435,687
34.460,572
34.485,467
34.510,366
34.535,266
34.560,171
34.585,83
34.610,-10
34.635,-121
34.660,-241
34.685,-337
34.710,-380
34.735,-365
34.760,-318
34.785,-268
34.810,-221
34.835,-166
34.860,-90
34.885,0
34.910,88
34.935,156
34.960,197
34.985,209
35.010,187
35.035,130
35.060,51
35.085,-30
35.110,-92
35.135,-126
35.160,-134
35.185,-118
35.210,-77
35.235,-9
35.260,81
35.285,187
35.310,297
35.335,405
35.360,504
35.385,579
35.410,607
35.435,573
35.460,482
35.485,366
35.510,267
35.535,209
35.560,190
35.585,190
35.610,202
35.635,234
35.660,302
35.685,404
35.710,512
35.735,591
35.760,628
35.785,640
35.810,657
35.835,691
35.860,734
35.885,769
35.910,791
35.935,805
35.960,818
35.985,820
36.010,801
36.035,761
36.060,718
36.085,690
36.110,677
36.135,662
36.160,621
36.185,538
36.210,412
36.235,247
36.260,56
36.285,-137
36.310,-306
36.335,-429
36.360,-508
36.385,-561
36.410,-605
36.435,-639
36.460,-644
36.485,-605
36.510,-523
36.535,-418
36.560,-313
36.585,-214
36.610,-116
36.635,-13
36.660,91
36.685,186
36.710,260
36.735,310
36.760,343
36.785,372
36.810,406
36.835,450
36.860,497
36.885,541
36.910,574
36.935,596
36.960,611
36.985,624
37.010,636
37.035,645
37.060,648
37.085,645
37.110,639
37.135,631
37.160,625
37.185,618
37.210,605
37.235,584
37.260,552
37.285,506
37.310,452
37.335,395
37.360,342
37.385,295
37.410,252
37.435,204
37.460,147
37.485,85
37.510,23
37.535,-30
37.560,-77
37.585,-119
37.610,-154
37.635,-170
37.660,-160
37.685,-125
37.710,-78
37.735,-32
37.760,8
37.785,53
37.810,112
37.835,180
37.860,241
37.885,281
37.910,299
37.935,312
37.960,336
37.985,378
38.010,427
38.035,466
38.060,487
38.085,491
38.110,492
38.135,498
38.160,509
38.185,516
38.210,508
38.235,486
38.260,458
38.285,436
38.310,420
38.335,405
38.360,384
38.385,357
38.410,331
38.435,303
38.460,267
38.485,219
38.510,171
38.535,143
38.560,141
38.585,140
38.610,103
38.635,15
38.660,-92
38.685,-156
38.710,-131
38.735,-21
38.760,115
38.785,221
38.810,269
38.835,280
38.860,287
38.885,314
38.910,355
38.935,399
38.960,435
38.985,466
39.010,495
39.035,520
39.060,540
39.085,553
39.110,560
39.135,563
39.160,558
39.185,536
39.210,498
39.235,454
39.260,420
39.285,398
39.310,377
39.335,342
39.360,290
39.385,236
39.410,196
39.435,169
39.460,139
39.485,85
39.510,9
39.535,-71
39.560,-138
39.585,-189
39.610,-232
39.635,-266
39.660,-270
39.685,-221
39.710,-116
39.735,22
39.760,158
39.785,269
39.810,353
39.835,424
39.860,492
39.885,555
39.910,602
39.935,622
39.960,608
39.985,565
40.010,510
40.035,468
40.060,451
40.085,460
40.110,478
40.135,490
40.160,489
40.185,478
40.210,462
40.235,440
40.260,414
40.285,388
40.310,366
40.335,347
40.360,324
40.385,294
40.410,263
40.435,240
40.460,222
40.485,197
40.510,157
40.535,108
40.560,66
40.585,41
40.610,21
40.635,-12
40.660,-67
40.685,-132
40.710,-179
40.735,-190
40.760,-159
40.785,-98
40.810,-22
40.835,54
40.860,125
40.885,186
40.910,244
40.935,304
40.960,364
40.985,412
41.010,439
41.035,450
41.060,458
41.085,480
41.110,515
41.135,548
41.160,566
41.185,568
41.210,561
41.235,554
41.260,547
41.285,538
41.310,528
41.335,517
41.360,508
41.385,494
41.410,473
41.435,445
41.460,413
41.485,384
41.510,358
41.535,333
41.560,307
41.585,274
41.610,231
41.635,181
41.660,129
41.685,81
41.710,36
41.735,-14
41.760,-76
41.785,-136
41.810,-170
41.835,-160
41.860,-106
41.885,-29
41.910,46
41.935,108
41.960,157
41.985,199
42.010,240
42.035,278
42.060,313
42.085,344
42.110,368
42.135,384
42.160,399
42.185,420
42.210,451
42.235,485
42.260,505
42.285,504
42.310,488
42.335,471
42.360,463
42.385,460
42.410,453
42.435,439
42.460,427
42.485,422
42.510,425
42.535,424
42.560,410
42.585,376
42.610,327
42.635,270
42.660,216
42.685,172
42.710,143
42.735,120
42.760,92
42.785,47
42.810,-16
42.835,-87
42.860,-146
42.885,-174
42.910,-158
42.935,-98
42.960,-9
42.985,83
43.010,156
43.035,203
43.060,235
43.085,269
43.110,313
43.135,360
43.160,395
43.185,419
43.210,442
43.235,476
43.260,519
43.285,555
43.310,571
43.335,564
43.360,541
43.385,509
43.410,473
43.435,437
43.460,409
43.485,397
43.510,400
43.535,408
43.560,406
43.585,388
43.610,360
43.635,333
43.660,314
43.685,299
43.710,278
43.735,244
43.760,199
43.785,150
43.810,108
43.835,72
43.860,37
43.885,-5
43.910,-53
43.935,-90
43.960,-92
43.985,-49
44.010,30
44.035,120
44.060,195
44.085,246
44.110,280
44.135,307
44.160,331
44.185,350
44.210,363
44.235,373
44.260,386
44.285,402
44.310,421
44.335,440
44.360,458
44.385,469
44.410,466
44.435,443
44.460,405
44.485,365
44.510,335
44.535,312
44.560,284
44.585,241
44.610,190
44.635,149
44.660,129
44.685,125
44.710,121
44.735,105
44.760,78
44.785,51
44.810,37
44.835,44
44.860,73
44.885,120
44.910,174
44.935,226
44.960,268
44.985,302
45.010,332
45.035,362
45.060,385
45.085,397
45.110,398
45.135,398
45.160,407
45.185,423
45.210,437
45.235,442
45.260,437
45.285,429
45.310,415
45.335,392
45.360,356
45.385,311
45.410,269
45.435,236
45.460,210
45.485,186
45.510,162
45.535,139
45.560,117
45.585,92
45.610,66
45.635,45
45.660,45
45.685,76
45.710,137
45.735,217
45.760,305
45.785,388
45.810,459
45.835,510
45.860,536
45.885,535
45.910,515
45.935,483
45.960,449
45.985,422
46.010,410
46.035,416
46.060,431
46.085,441
46.110,437
46.135,422
46.160,409
46.185,402
46.210,397
46.235,381
46.260,352
46.285,317
46.310,284
46.335,256
46.360,224
46.385,187
46.410,145
46.435,107
46.460,71
46.485,32
46.510,-10
46.535,-55
46.560,-96
46.585,-136
46.610,-180
46.635,-224
46.660,-252
46.685,-239
46.710,-179
46.735,-89
46.760,3
46.785,81
46.810,147
46.835,213
46.860,285
46.885,356
46.910,412
46.935,447
46.960,467
46.985,483
47.010,504
47.035,531
47.060,557
47.085,575
47.110,576
47.135,562
47.160,541
47.185,524
47.210,516
47.235,512
47.260,504
47.285,491
47.310,476
47.335,462
47.360,450
47.385,437
47.410,432
47.435,445
47.460,483
47.485,531
47.510,561
47.535,547
47.560,487
47.585,404
47.610,325
47.635,260
47.660,204
47.685,143
47.710,75
47.735,7
47.760,-49
47.785,-91
47.810,-127
47.835,-168
47.860,-220
47.885,-278
47.910,-320
47.935,-325
47.960,-281
47.985,-195
48.010,-94
48.035,-2
48.060,72
48.085,137
48.110,207
48.135,284
48.160,357
48.185,410
48.210,439
48.235,453
48.260,470
48.285,501
48.310,540
48.335,572
48.360,585
48.385,577
48.410,562
48.435,553
48.460,556
48.485,564
48.510,565
48.535,555
48.560,539
48.585,522
48.610,506
48.635,486
48.660,460
48.685,434
48.710,415
48.735,402
48.760,386
48.785,360
48.810,330
48.835,304
48.860,284
48.885,263
48.910,233
48.935,194
48.960,152
48.985,114
49.010,78
49.035,37
49.060,-7
49.085,-48
49.110,-79
49.135,-103
49.160,-130
49.185,-165
49.210,-196
49.235,-202
49.260,-173
49.285,-112
49.310,-36
49.335,39
49.360,108
49.385,172
49.410,231
49.435,285
49.460,331
49.485,368
49.510,396
49.535,420
49.560,445
49.585,471
49.610,497
49.635,519
49.660,536
49.685,547
49.710,554
49.735,555
49.760,549
49.785,537
49.810,523
49.835,508
49.860,494
49.885,478
49.910,458
49.935,436
49.960,415
49.985,397
50.010,381
50.035,366
50.060,350
50.085,328
50.110,300
50.135,268
50.160,237
50.185,214
50.210,198
50.235,182
50.260,157
50.285,126
50.310,96
50.335,73
50.360,50
50.385,15
50.410,-31
50.435,-72
50.460,-78
50.485,-33
50.510,49
50.535,143
50.560,223
50.585,279
50.610,314
50.635,334
50.660,346
50.685,352
50.710,360
50.735,376
50.760,403
50.785,437
50.810,474
50.835,506
50.860,524
50.885,522
50.910,499
50.935,461
50.960,422
50.985,392
51.010,371
51.035,353
51.060,337
51.085,322
51.110,312
51.135,304
51.160,290
51.185,265
51.210,232
51.235,201
51.260,175
51.285,148
51.310,112
51.335,66
51.360,17
51.385,-22
51.410,-48
51.435,-59
51.460,-57
51.485,-38
51.510,3
51.535,63
51.560,131
51.585,196
51.610,252
51.635,301
51.660,343
51.685,376
51.710,396
51.735,407
51.760,419
51.785,438
51.810,460
51.835,475
51.860,477
51.885,467
51.910,454
51.935,444
51.960,434
51.985,417
52.010,393
52.035,365
52.060,335
52.085,306
52.110,279
52.135,257
52.160,238
52.185,217
52.210,185
52.235,137
52.260,79
52.285,22
52.310,-23
52.335,-48
52.360,-47
52.385,-14
52.410,45
52.435,119
52.460,189
52.485,243
52.510,281
52.535,317
52.560,356
52.585,395
52.610,424
52.635,442
52.660,453
52.685,468
52.710,490
52.735,515
52.760,534
52.785,545
52.810,549
52.835,548
52.860,541
52.885,527
52.910,506
52.935,480
52.960,450
52.985,420
53.010,390
53.035,362
53.060,332
53.085,299
53.110,264
53.135,228
53.160,194
53.185,160
53.210,122
53.235,79
53.260,35
53.285,-5
53.310,-42
53.335,-83
53.360,-134
53.385,-192
53.410,-238
53.435,-249
53.460,-213
53.485,-136
53.510,-40
53.535,51
53.560,127
53.585,192
53.610,255
53.635,323
53.660,394
53.685,459
53.710,509
53.735,543
53.760,563
53.785,577
53.810,586
53.835,591
53.860,591
53.885,583
53.910,566
53.935,543
53.960,517
53.985,494
54.010,477
54.035,464
54.060,449
54.085,429
54.110,408
54.135,388
54.160,369
54.185,348
54.210,322
54.235,293
54.260,268
54.285,249
54.310,231
54.335,204
54.360,168
54.385,128
54.410,92
54.435,61
54.460,25
54.485,-23
54.510,-78
54.535,-125
54.560,-151
54.585,-160
54.610,-164
54.635,-174
54.660,-184
54.685,-175
54.710,-129
54.735,-42
54.760,72
54.785,194
54.810,301
54.835,384
54.860,448
54.885,502
54.910,555
54.935,607
54.960,647
54.985,666
55.010,667
55.035,664
55.060,673
55.085,697
55.110,725
55.135,737
55.160,728
55.185,702
55.210,674
55.235,649
55.260,626
55.285,596
55.310,552
55.335,495
55.360,429
55.385,363
55.410,308
55.435,269
55.460,243
55.485,218
55.510,185
55.535,142
55.560,98
55.585,61
55.610,30
55.635,-4
55.660,-48
55.685,-96
55.710,-133
55.735,-147
55.760,-147
55.785,-152
55.810,-178
55.835,-220
55.860,-253
55.885,-248
55.910,-194
55.935,-102
55.960,0
55.985,92
56.010,163
56.035,216
56.060,261
56.085,303
56.110,342
56.135,373
56.160,392
56.185,400
56.210,408
56.235,427
56.260,463
56.285,507
56.310,545
56.335,568
56.360,581
56.385,603
56.410,645
56.435,700
56.460,746
56.485,761
56.510,744
56.535,706
56.560,661
56.585,611
56.610,556
56.635,493
56.660,429
56.685,366
56.710,303
56.735,236
56.760,166
56.785,98
56.810,36
56.835,-27
56.860,-99
56.885,-178
56.910,-249
56.935,-294
56.960,-303
56.985,-283
57.010,-242
57.035,-191
57.060,-135
57.085,-83
57.110,-39
57.135,-4
57.160,25
57.185,46
57.210,51
57.235,50
57.260,77
57.285,181
57.310,381
57.335,632
57.360,844
57.385,939
57.410,909
57.435,807
57.460,700
57.485,617
57.510,545
57.535,473
57.560,409
57.585,376
57.610,376
57.635,378
57.660,350
57.685,290
57.710,227
57.735,188
57.760,173
57.785,156
57.810,118
57.835,69
57.860,40
57.885,53
57.910,104
57.935,172
57.960,234
57.985,284
58.010,327
58.035,370
58.060,410
58.085,438
58.110,446
58.135,438
58.160,426
58.185,423
58.210,432
58.235,442
58.260,440
58.285,422
58.310,402
58.335,395
58.360,403
58.385,411
58.410,403
58.435,379
58.460,352
58.485,334
58.510,316
58.535,284
58.560,231
58.585,169
58.610,116
58.635,77
58.660,41
58.685,-5
58.710,-62
58.735,-112
58.760,-135
58.785,-128
58.810,-96
58.835,-49
58.860,7
58.885,68
58.910,126
58.935,175
58.960,218
58.985,259
59.010,300
59.035,335
59.060,358
59.085,372
59.110,389
59.135,417
59.160,451
59.185,475
59.210,481
59.235,473
59.260,463
59.285,457
59.310,451
59.335,439
59.360,420
59.385,401
59.410,389
59.435,382
59.460,374
59.485,360
59.510,342
59.535,323
59.560,305
59.585,286
59.610,262
59.635,232
59.660,196
59.685,154
59.710,109
59.735,60
59.760,12
59.785,-24
59.810,-39
59.835,-21
59.860,27
59.885,91
59.910,151
59.935,198
59.960,238
59.985,281
60.010,331
60.035,374
60.060,401
60.085,415
60.110,432
60.135,460
60.160,496
60.185,521
60.210,528
60.235,526
60.260,526
60.285,524
60.310,500
60.335,438
60.360,343
60.385,246
60.410,176
60.435,142
60.460,132
60.485,129
