df_hash,22ZHK4.9VZJG1
14.211,1.007
14.241,1.012
14.271,1.010
14.301,1.009
14.331,1.006
14.361,1.009
14.391,1.010
14.421,1.011
14.451,1.004
14.481,1.009
14.511,1.008
14.541,1.006
14.571,1.006
14.601,1.011
14.631,1.010
14.661,1.008
14.691,1.010
14.721,1.011
14.751,1.011
14.781,1.006
14.811,1.009
14.841,1.010
14.871,1.010
14.901,1.006
14.931,1.010
14.961,1.006
14.991,1.009
15.021,1.006
15.051,1.007
15.081,1.005
15.111,1.008
15.141,1.008
15.171,1.008
15.201,1.007
15.231,1.009
15.261,1.009
15.291,1.007
15.321,1.009
15.351,1.009
15.381,1.012
15.411,1.008
15.441,1.011
15.471,1.011
15.501,1.014
15.531,1.007
15.561,1.009
15.591,1.007
15.621,1.007
15.651,1.008
15.681,1.008
15.711,1.006
15.741,1.010
15.771,1.014
15.801,1.012
15.831,1.007
15.861,1.011
15.891,1.010
15.921,1.005
15.951,1.008
15.981,1.010
16.011,1.005
16.041,1.012
16.071,1.005
16.101,1.008
16.131,1.004
16.161,1.005
16.191,1.007
16.221,1.010
16.251,1.018
16.281,1.007
16.311,1.007
16.341,1.010
16.371,1.004
16.401,1.003
16.431,1.009
16.461,1.006
16.491,1.009
16.521,1.013
16.551,1.012
16.581,1.006
16.611,1.006
16.641,1.011
16.671,1.008
16.701,1.011
16.731,1.009
16.761,1.008
16.791,1.006
16.821,1.011
16.851,1.006
16.881,1.012
16.911,1.008
16.941,1.006
16.971,1.011
17.001,1.012
17.031,1.010
17.061,1.005
17.091,1.006
17.121,1.011
17.151,1.005
17.181,1.007
17.211,1.013
17.241,1.004
17.271,1.011
17.301,1.011
17.331,1.008
17.361,1.010
17.391,1.007
17.421,1.012
17.451,1.014
17.481,1.010
17.511,1.009
17.541,1.003
17.571,1.007
17.601,1.011
17.631,1.013
17.661,1.007
17.691,1.002
17.721,1.010
17.751,1.013
17.781,1.012
17.811,1.006
17.841,1.009
17.871,1.005
17.901,1.008
17.931,1.008
17.961,1.016
17.991,1.005
18.021,1.007
18.051,1.012
18.081,1.007
18.111,1.008
18.141,1.009
18.171,1.011
18.201,1.005
18.231,1.009
18.261,1.008
18.291,1.010
18.321,1.006
18.351,1.009
18.381,1.012
18.411,1.010
18.441,1.009
18.471,1.009
18.501,1.010
18.531,1.016
18.561,1.008
18.591,1.012
18.621,1.009
18.651,1.007
18.681,1.007
18.711,1.012
18.741,1.002
18.771,1.008
18.801,1.010
18.831,1.012
18.861,1.005
18.891,1.006
18.921,1.010
18.951,1.009
18.981,1.007
19.011,1.010
19.041,1.010
19.071,1.008
19.101,1.009
19.131,1.009
19.161,1.007
19.191,1.013
19.221,1.010
19.251,1.008
19.281,1.009
19.311,1.011
19.341,1.011
19.371,1.008
19.401,1.008
19.431,1.010
19.461,1.010
19.491,1.008
19.521,1.014
19.551,1.006
19.581,1.006
19.611,1.010
19.641,1.009
19.671,1.006
19.701,1.009
19.731,1.010
19.761,1.011
19.791,1.009
19.821,1.010
19.851,1.010
19.881,1.010
19.911,1.009
19.941,1.006
19.971,1.008
20.001,1.008
20.031,1.009
20.061,1.008
20.091,1.009
20.121,1.008
20.151,1.009
20.181,1.013
20.211,1.007
20.241,1.009
20.271,1.008
20.301,1.011
20.331,1.006
20.361,1.011
20.391,1.008
20.421,1.009
20.451,1.009
20.481,1.013
20.511,1.011
20.541,1.007
20.571,1.007
20.601,1.007
20.631,1.013
20.661,1.008
20.691,1.011
20.721,1.009
20.751,1.011
20.781,1.009
20.811,1.008
20.841,1.010
20.871,1.007
20.901,1.013
20.931,1.010
20.961,1.007
20.991,1.008
21.021,1.004
21.051,1.008
21.081,1.006
21.111,1.013
21.141,1.010
21.171,1.009
21.201,1.011
21.231,1.015
21.261,1.010
21.291,1.014
21.321,1.011
21.351,1.010
21.381,1.008
21.411,1.009
21.441,1.011
21.471,1.009
21.501,1.008
21.531,1.011
21.561,1.006
21.591,1.006
21.621,1.011
21.651,1.013
21.681,1.012
21.711,1.012
21.741,1.009
21.771,1.003
21.801,1.007
21.831,1.013
21.861,1.007
21.891,1.007
21.921,1.009
21.951,1.013
21.981,1.007
22.011,1.006
22.041,1.012
22.071,1.005
22.101,1.011
22.131,1.011
22.161,1.010
22.191,1.003
22.221,1.011
22.251,1.008
22.281,1.009
22.311,1.011
22.341,1.012
22.371,1.011
22.401,1.008
22.431,1.010
22.461,1.007
22.491,1.011
22.521,1.007
22.551,1.009
22.581,1.011
22.611,1.005
22.641,1.016
22.671,1.006
22.701,1.008
22.731,1.009
22.761,1.013
22.791,1.009
22.821,1.010
22.851,1.009
22.881,1.009
22.911,1.011
22.941,1.011
22.971,1.010
23.001,1.007
23.031,1.007
23.061,1.010
23.091,1.010
23.121,1.012
23.151,1.011
23.181,1.011
23.211,1.009
23.241,1.009
23.271,1.005
23.301,1.010
23.331,1.011
23.361,1.010
23.391,1.008
23.421,1.008
23.451,1.013
23.481,1.007
23.511,1.007
23.541,1.009
23.571,1.012
23.601,1.010
23.631,1.009
23.661,1.015
23.691,1.006
23.721,1.008
23.751,1.011
23.781,1.011
23.811,1.007
23.841,1.008
23.871,1.006
23.901,1.010
23.931,1.010
23.961,1.012
23.991,1.009
24.021,1.010
24.051,1.012
24.081,1.009
24.111,1.010
24.141,1.005
24.171,1.005
24.201,1.009
24.231,1.008
24.261,1.016
24.291,1.006
24.321,1.007
24.351,1.008
24.381,1.011
24.411,1.007
24.441,1.010
24.471,1.007
24.501,1.008
24.531,1.010
24.561,1.013
24.591,1.008
24.621,1.007
24.651,1.011
24.681,1.013
24.711,1.011
24.741,1.006
24.771,1.007
24.801,1.008
24.831,1.010
24.861,1.012
24.891,1.010
24.921,1.006
24.951,1.010
24.981,1.005
25.011,1.013
25.041,1.010
25.071,1.013
25.101,1.009
25.131,1.011
25.161,1.007
25.191,1.007
25.221,1.006
25.251,1.010
25.281,1.009
25.311,1.009
25.341,1.010
25.371,1.008
25.401,1.008
25.431,1.010
25.461,1.014
25.491,1.010
25.521,1.013
25.551,1.012
25.581,1.013
25.611,1.013
25.641,1.013
25.671,1.004
25.701,1.003
25.731,1.008
25.761,1.009
25.791,1.006
25.821,1.006
25.851,1.011
25.881,1.011
25.911,1.009
25.941,1.012
25.971,1.007
26.001,1.011
26.031,1.011
26.061,1.010
26.091,1.008
26.121,1.008
26.151,1.010
26.181,1.007
26.211,1.009
26.241,1.014
26.271,1.010
26.301,1.009
26.331,1.009
26.361,1.013
26.391,1.006
26.421,1.007
26.451,1.008
26.481,1.009
26.511,1.011
26.541,1.007
26.571,1.009
26.601,1.008
26.631,1.007
26.661,1.008
26.691,1.009
26.721,1.007
26.751,1.012
26.781,1.013
26.811,1.009
26.841,1.008
26.871,1.003
26.901,1.007
26.931,1.012
26.961,1.010
26.991,1.010
27.021,1.009
27.051,1.012
27.081,1.011
27.111,1.009
27.141,1.006
27.171,1.009
27.201,1.012
27.231,1.005
27.261,1.017
27.291,1.010
27.321,1.005
27.351,1.007
27.381,1.011
27.411,1.007
27.441,1.008
27.471,1.011
27.501,1.006
27.531,1.010
27.561,1.012
27.591,1.009
27.621,1.010
27.651,1.005
27.681,1.008
27.711,1.007
27.741,1.011
27.771,1.010
27.801,1.008
27.831,1.008
27.861,1.011
27.891,1.010
27.921,1.009
27.951,1.014
27.981,1.009
28.011,1.017
28.041,1.010
28.071,1.007
28.101,1.010
28.131,1.009
28.161,1.007
28.191,1.013
28.221,1.002
28.251,1.006
28.281,1.013
28.311,1.011
28.341,1.009
28.371,1.008
28.401,1.009
28.431,1.008
28.461,1.012
28.491,1.009
28.521,1.010
28.551,1.011
28.581,1.005
28.611,1.011
28.641,1.013
28.671,1.010
28.701,1.007
28.731,1.006
28.761,1.017
28.791,1.009
28.821,1.007
28.851,1.008
28.881,1.008
28.911,1.010
28.941,1.008
28.971,1.007
29.001,1.005
29.031,1.011
29.061,1.012
29.091,1.011
29.121,1.007
29.151,1.009
29.181,1.008
29.211,1.014
29.241,1.011
29.271,1.006
29.301,1.006
29.331,1.005
29.361,1.013
29.391,1.015
29.421,1.013
29.451,1.006
29.481,1.008
29.511,1.007
29.541,1.009
29.571,1.015
29.601,1.007
29.631,1.007
29.661,1.013
29.691,1.013
29.721,1.007
29.751,1.013
29.781,1.005
29.811,1.008
29.841,1.010
29.871,1.011
29.901,1.011
29.931,1.010
29.961,1.009
29.991,1.011
30.021,1.011
30.051,1.008
30.081,1.009
30.111,1.009
30.141,1.010
30.171,1.011
30.201,1.011
30.231,1.011
30.261,1.011
30.291,1.007
30.321,1.013
30.351,1.007
30.381,1.015
30.411,1.010
30.441,1.011
30.471,1.014
30.501,1.008
30.531,1.011
30.561,1.011
30.591,1.007
30.621,1.007
30.651,1.012
30.681,1.009
30.711,1.008
30.741,1.012
30.771,1.007
30.801,1.010
30.831,1.013
30.861,1.009
30.891,1.007
30.921,1.008
30.951,1.012
30.981,1.013
31.011,1.007
31.041,1.003
31.071,1.011
31.101,1.007
31.131,1.014
31.161,1.009
31.191,1.006
31.221,1.012
31.251,1.010
31.281,1.010
31.311,1.013
31.341,1.009
31.371,1.006
31.401,1.012
31.431,1.010
31.461,1.008
31.491,1.013
31.521,1.010
31.551,1.010
31.581,1.010
31.611,1.009
31.641,1.013
31.671,1.007
31.701,1.009
31.731,1.011
31.761,1.011
31.791,1.009
31.821,1.007
31.851,1.007
31.881,1.015
31.911,1.006
31.941,1.009
31.971,1.011
32.001,1.013
32.031,1.008
32.061,1.009
32.091,1.006
32.121,1.008
32.151,1.013
32.181,1.010
32.211,1.004
32.241,1.009
32.271,1.008
32.301,1.007
32.331,1.013
32.361,1.011
32.391,1.008
32.421,1.011
32.451,1.006
32.481,1.009
32.511,1.013
32.541,1.008
32.571,1.006
32.601,1.009
32.631,1.015
32.661,1.011
32.691,1.011
32.721,1.007
32.751,1.012
32.781,1.010
32.811,1.012
32.841,1.011
32.871,1.007
32.901,1.010
32.931,1.007
32.961,1.008
32.991,1.009
33.021,1.010
33.051,1.008
33.081,1.014
33.111,1.009
33.141,1.011
33.171,1.007
33.201,1.010
33.231,1.008
33.261,1.010
33.291,1.012
33.321,1.011
33.351,1.011
33.381,1.007
33.411,1.015
33.441,1.014
33.471,1.011
33.501,1.012
33.531,1.008
33.561,1.012
33.591,1.007
33.621,1.012
33.651,1.009
33.681,1.016
33.711,1.010
33.741,1.009
33.771,1.011
33.801,1.012
33.831,1.011
33.861,1.012
33.891,1.010
33.921,1.010
33.951,1.010
33.981,1.008
34.011,1.008
34.041,1.011
34.071,1.011
34.101,1.011
34.131,1.007
34.161,1.010
34.191,1.011
34.221,1.016
34.251,1.011
34.281,1.008
34.311,1.007
34.341,1.006
34.371,1.008
34.401,1.015
34.431,1.004
34.461,1.009
34.491,1.010
34.521,1.008
34.551,1.008
34.581,1.008
34.611,1.010
34.641,1.012
34.671,1.010
34.701,1.008
34.731,1.010
34.761,1.009
34.791,1.005
34.821,1.012
34.851,1.010
34.881,1.010
34.911,1.011
34.941,1.013
34.971,1.012
35.001,1.008
35.031,1.010
35.061,1.011
35.091,1.011
35.121,1.008
35.151,1.015
35.181,1.006
35.211,1.014
35.241,1.015
35.271,1.006
35.301,1.009
35.331,1.008
35.361,1.010
35.391,1.010
35.421,1.012
35.451,1.008
35.481,1.007
35.511,1.011
35.541,1.008
35.571,1.012
35.601,1.007
35.631,1.007
35.661,1.009
35.691,1.008
35.721,1.018
35.751,1.007
35.781,1.008
35.811,1.011
35.841,1.012
35.871,1.007
35.901,1.008
35.931,1.007
35.961,1.010
35.991,1.016
36.021,1.010
36.051,1.006
36.081,1.010
36.111,1.009
36.141,1.012
36.171,1.010
36.201,1.010
36.231,1.010
36.261,1.009
36.291,1.011
36.321,1.009
36.351,1.010
36.381,1.012
36.411,1.010
36.441,1.008
36.471,1.006
36.501,1.013
36.531,1.012
36.561,1.008
36.591,1.007
36.621,1.008
36.651,1.011
36.681,1.011
36.711,1.012
36.741,1.010
36.771,1.007
36.801,1.010
36.831,1.010
36.861,1.007
36.891,1.009
36.921,1.009
36.951,1.010
36.981,1.013
37.011,1.011
37.041,1.008
37.071,1.008
37.101,1.009
37.131,1.007
37.161,1.011
37.191,1.014
37.221,1.011
37.251,1.007
37.281,1.010
37.311,1.010
37.341,1.011
37.371,1.009
37.401,1.010
37.431,1.012
37.461,1.007
37.491,1.005
37.521,1.016
37.551,1.005
37.581,1.012
37.611,1.011
37.641,1.008
37.671,1.008
37.701,1.009
37.731,1.008
37.761,1.011
37.791,1.011
37.821,1.009
37.851,1.008
37.881,1.012
37.911,1.008
37.941,1.010
37.971,1.008
38.001,1.006
38.031,1.012
38.061,1.013
38.091,1.013
38.121,1.010
38.151,1.008
38.181,1.010
38.211,1.008
38.241,1.009
38.271,1.014
38.301,1.004
38.331,1.012
38.361,1.012
38.391,1.007
38.421,1.005
38.451,1.007
38.481,1.010
38.511,1.011
38.541,1.012
38.571,1.013
38.601,1.011
38.631,1.007
38.661,1.012
38.691,1.009
38.721,1.005
38.751,1.010
38.781,1.007
38.811,1.013
38.841,1.009
38.871,1.008
38.901,1.009
38.931,1.012
38.961,1.008
38.991,1.010
39.021,1.009
39.051,1.011
39.081,1.013
39.111,1.011
39.141,1.008
39.171,1.010
39.201,1.007
39.231,1.010
39.261,1.011
39.291,1.013
39.321,1.013
39.351,1.006
39.381,1.005
39.411,1.012
39.441,1.010
39.471,1.005
39.501,1.009
39.531,1.012
39.561,1.013
39.591,1.010
39.621,1.010
39.651,1.011
39.681,1.007
39.711,1.012
39.741,1.014
39.771,1.007
39.801,1.012
39.831,1.012
39.861,1.011
39.891,1.012
39.921,1.008
39.951,1.009
39.981,1.008
40.011,1.012
40.041,1.012
40.071,1.008
40.101,1.008
40.131,1.010
40.161,1.010
40.191,1.008
40.221,1.010
40.251,1.010
40.281,1.004
40.311,1.016
40.341,1.014
40.371,1.010
40.401,1.011
40.431,1.010
40.461,1.008
40.491,1.010
40.521,1.011
40.551,1.006
40.581,1.014
40.611,1.012
40.641,1.008
40.671,1.010
40.701,1.010
40.731,1.010
40.761,1.012
40.791,1.013
40.821,1.014
40.851,1.008
40.881,1.007
40.911,1.012
40.941,1.008
40.971,1.014
41.001,1.010
41.031,1.014
41.061,1.009
41.091,1.008
41.121,1.014
41.151,1.013
41.181,1.008
41.211,1.008
41.241,1.011
41.271,1.008
41.301,1.010
41.331,1.013
41.361,1.009
41.391,1.013
41.421,1.013
41.451,1.007
41.481,1.007
41.511,1.010
41.541,1.007
41.571,1.008
41.601,1.016
41.631,1.011
41.661,1.010
41.691,1.009
41.721,1.011
41.751,1.010
41.781,1.010
41.811,1.008
41.841,1.012
41.871,1.004
41.901,1.009
41.931,1.017
41.961,1.011
41.991,1.008
42.021,1.011
42.051,1.009
42.081,1.010
42.111,1.010
42.141,1.015
42.171,1.005
42.201,1.009
42.231,1.010
42.261,1.011
42.291,1.008
42.321,1.014
42.351,1.009
42.381,1.011
42.411,1.011
42.441,1.010
42.471,1.012
42.501,1.007
42.531,1.010
42.561,1.012
42.591,1.009
42.621,1.010
42.651,1.012
42.681,1.008
42.711,1.008
42.741,1.005
42.771,1.010
42.801,1.006
42.831,1.007
42.861,1.009
42.891,1.009
42.921,1.011
42.951,1.014
42.981,1.005
43.011,1.010
43.041,1.013
43.071,1.008
43.101,1.007
43.131,1.015
43.161,1.007
43.191,1.009
43.221,1.009
43.251,1.011
43.281,1.011
43.311,1.010
43.341,1.009
43.371,1.012
43.401,1.008
43.431,1.008
43.461,1.011
43.491,1.010
43.521,1.010
43.551,1.010
43.581,1.008
43.611,1.017
43.641,1.010
43.671,1.009
43.701,1.008
43.731,1.013
43.761,1.012
43.791,1.007
43.821,1.011
43.851,1.007
43.881,1.013
43.911,1.013
43.941,1.010
43.971,1.010
44.001,1.010
44.031,1.008
44.061,1.013
44.091,1.012
44.121,1.009
44.151,1.010
44.181,1.013
44.211,1.009
44.241,1.010
44.271,1.011
44.301,1.010
44.331,1.012
44.361,1.011
44.391,1.013
44.421,1.008
44.451,1.006
44.481,1.014
44.511,1.010
44.541,1.017
44.571,1.006
44.601,1.009
44.631,1.011
44.661,1.009
44.691,1.008
44.721,1.014
44.751,1.011
44.781,1.012
44.811,1.013
44.841,1.012
44.871,1.008
44.901,1.009
44.931,1.008
44.961,1.012
44.991,1.010
45.021,1.011
45.051,1.009
45.081,1.010
45.111,1.010
45.141,1.010
45.171,1.011
45.201,1.010
45.231,1.013
45.261,1.011
45.291,1.016
45.321,1.010
45.351,1.008
45.381,1.011
45.411,1.008
45.441,1.015
45.471,1.011
45.501,1.009
45.531,1.010
45.561,1.010
45.591,1.008
45.621,1.008
45.651,1.014
45.681,1.007
45.711,1.016
45.741,1.016
45.771,1.012
45.801,1.007
45.831,1.008
45.861,1.011
45.891,1.012
45.921,1.008
45.951,1.009
45.981,1.009
46.011,1.010
46.041,1.013
46.071,1.012
46.101,1.010
46.131,1.011
46.161,1.013
46.191,1.010
46.221,1.009
46.251,1.013
46.281,1.011
46.311,1.014
46.341,1.007
46.371,1.010
46.401,1.008
46.431,1.013
46.461,1.011
46.491,1.011
46.521,1.006
46.551,1.007
46.581,1.014
46.611,1.012
46.641,1.011
46.671,1.010
46.701,1.011
46.731,1.009
46.761,1.011
46.791,1.013
46.821,1.009
46.851,1.010
46.881,1.013
46.911,1.006
46.941,1.009
46.971,1.010
47.001,1.007
47.031,1.012
47.061,1.011
47.091,1.015
47.121,1.008
47.151,1.009
47.181,1.011
47.211,1.012
47.241,1.008
47.271,1.011
47.301,1.014
47.331,1.005
47.361,1.011
47.391,1.010
47.421,1.013
47.451,1.013
47.481,1.011
47.511,1.009
47.541,1.016
47.571,1.011
47.601,1.007
47.631,1.007
47.661,1.011
47.691,1.013
47.721,1.011
47.751,1.014
47.781,1.006
47.811,1.009
47.841,1.014
47.871,1.013
47.901,1.006
47.931,1.007
47.961,1.009
47.991,1.011
48.021,1.011
48.051,1.015
48.081,1.007
48.111,1.009
48.141,1.014
48.171,1.009
48.201,1.010
48.231,1.010
48.261,1.010
48.291,1.012
48.321,1.012
48.351,1.011
48.381,1.012
48.411,1.011
48.441,1.010
48.471,1.012
48.501,1.012
48.531,1.012
48.561,1.010
48.591,1.011
48.621,1.011
48.651,1.012
48.681,1.002
48.711,1.007
48.741,1.012
48.771,1.014
48.801,1.012
48.831,1.013
48.861,1.005
48.891,1.008
48.921,1.013
48.951,1.012
48.981,1.008
49.011,1.008
49.041,1.010
49.071,1.008
49.101,1.011
49.131,1.014
49.161,1.011
49.191,1.009
49.221,1.012
49.251,1.011
49.281,1.010
49.311,1.006
49.341,1.006
49.371,1.010
49.401,1.007
49.431,1.016
49.461,1.010
49.491,1.009
49.521,1.011
49.551,1.012
49.581,1.008
49.611,1.010
49.641,1.014
49.671,1.007
49.701,1.012
49.731,1.012
49.761,1.009
49.791,1.011
49.821,1.009
49.851,1.008
49.881,1.011
49.911,1.013
49.941,1.010
49.971,1.012
50.001,1.015
50.031,1.009
50.061,1.010
50.091,1.011
50.121,1.008
50.151,1.006
50.181,1.013
50.211,1.014
50.241,1.012
50.271,1.009
50.301,1.007
50.331,1.013
50.361,1.012
50.391,1.013
50.421,1.017
50.451,1.007
50.481,1.012
50.511,1.013
50.541,1.008
50.571,1.008
50.601,1.010
50.631,1.011
50.661,1.009
50.691,1.010
50.721,1.013
50.751,1.007
50.781,1.009
50.811,1.011
50.841,1.007
50.871,1.011
50.901,1.014
50.931,1.011
50.961,1.011
50.991,1.010
51.021,1.015
51.051,1.009
51.081,1.010
51.111,1.012
51.141,1.011
51.171,1.009
51.201,1.013
51.231,1.007
51.261,1.009
51.291,1.012
51.321,1.010
51.351,1.014
51.381,1.008
51.411,1.014
51.441,1.007
51.471,1.010
51.501,1.011
51.531,1.012
51.561,1.010
51.591,1.009
51.621,1.011
51.651,1.013
51.681,1.015
51.711,1.013
51.741,1.014
51.771,1.011
51.801,1.009
51.831,1.011
51.861,1.009
51.891,1.017
51.921,1.013
51.951,1.009
51.981,1.011
52.011,1.011
52.041,1.008
52.071,1.011
52.101,1.013
52.131,1.007
52.161,1.013
52.191,1.011
52.221,1.011
52.251,1.012
52.281,1.011
52.311,1.012
52.341,1.010
52.371,1.009
52.401,1.013
52.431,1.012
52.461,1.010
52.491,1.009
52.521,1.010
52.551,1.010
52.581,1.013
52.611,1.011
52.641,1.012
52.671,1.013
52.701,1.016
52.731,1.010
52.761,1.006
52.791,1.014
52.821,1.013
52.851,1.008
52.881,1.011
52.911,1.010
52.941,1.010
52.971,1.012
53.001,1.012
53.031,1.006
53.061,1.011
53.091,1.012
53.121,1.008
53.151,1.011
53.181,1.011
53.211,1.012
53.241,1.013
53.271,1.012
53.301,1.013
53.331,1.011
53.361,1.009
53.391,1.008
53.421,1.010
53.451,1.007
53.481,1.012
53.511,1.011
53.541,1.011
53.571,1.015
53.601,1.015
53.631,1.007
53.661,1.011
53.691,1.011
53.721,1.015
53.751,1.008
53.781,1.012
53.811,1.012
53.841,1.010
53.871,1.014
53.901,1.014
53.931,1.008
53.961,1.007
53.991,1.013
54.021,1.011
54.051,1.008
54.081,1.008
54.111,1.010
54.141,1.009
54.171,1.013
54.201,1.012
54.231,1.012
54.261,1.010
54.291,1.009
54.321,1.012
54.351,1.014
54.381,1.010
54.411,1.011
54.441,1.008
54.471,1.011
54.501,1.010
54.531,1.012
54.561,1.015
54.591,1.011
54.621,1.006
54.651,1.007
54.681,1.013
54.711,1.014
54.741,1.008
54.771,1.013
54.801,1.008
54.831,1.014
54.861,1.013
54.891,1.011
54.921,1.008
54.951,1.009
54.981,1.009
55.011,1.014
55.041,1.013
55.071,1.012
55.101,1.008
55.131,1.011
55.161,1.009
55.191,1.009
55.221,1.010
55.251,1.010
55.281,1.010
55.311,1.009
55.341,1.011
55.371,1.014
55.401,1.009
55.431,1.009
55.461,1.006
55.491,1.011
55.521,1.011
55.551,1.012
55.581,1.018
55.611,1.008
55.641,1.011
55.671,1.011
55.701,1.007
55.731,1.008
55.761,1.011
55.791,1.012
55.821,1.011
55.851,1.012
55.881,1.013
55.911,1.008
55.941,1.007
55.971,1.012
56.001,1.010
56.031,1.011
56.061,1.014
56.091,1.012
56.121,1.010
56.151,1.008
56.181,1.014
56.211,1.010
56.241,1.013
56.271,1.009
56.301,1.012
56.331,1.009
56.361,1.008
56.391,1.012
56.421,1.007
56.451,1.012
56.481,1.011
56.511,1.011
56.541,1.012
56.571,1.012
56.601,1.011
