df_hash,22ZHK4.BUJ0BH
318.920,35.656
319.944,35.625
320.947,35.656
321.943,35.688
322.918,35.656
323.941,35.656
324.916,35.625
325.940,35.656
326.915,35.688
327.938,35.719
328.914,35.688
329.938,35.656
330.952,35.656
331.985,35.625
332.960,35.656
334.181,35.625
335.038,35.656
335.935,35.656
337.106,35.656
337.932,35.625
338.908,35.625
339.932,35.656
340.907,35.688
341.930,35.688
342.910,35.656
343.929,35.656
345.199,35.656
345.928,35.656
346.903,35.688
347.927,35.656
348.950,35.656
349.925,35.625
350.980,35.625
351.924,35.625
352.954,35.656
353.923,35.656
354.947,35.719
356.019,35.688
356.994,35.688
357.920,35.719
358.993,35.750
360.116,35.781
360.943,35.781
361.918,35.750
362.942,35.750
363.917,35.719
364.940,35.656
365.941,35.656
366.939,35.625
367.922,35.656
368.938,35.656
369.913,35.656
371.134,35.688
371.912,35.719
372.936,35.688
373.911,35.750
374.987,35.781
375.909,35.750
376.933,35.781
377.957,35.750
378.932,35.750
379.907,35.750
380.982,35.719
381.906,35.750
382.929,35.781
383.906,35.781
384.934,35.781
385.903,35.781
386.926,35.781
387.902,35.781
388.928,35.781
390.095,35.719
390.924,35.750
392.002,35.719
392.923,35.688
393.898,35.656
394.922,35.688
395.897,35.719
396.921,35.719
397.945,35.719
398.923,35.719
399.985,35.812
400.918,35.781
401.942,35.781
402.917,35.812
403.941,35.906
404.916,35.875
405.939,35.875
407.060,35.875
407.938,35.875
408.913,35.906
409.965,35.906
410.942,35.906
411.936,35.938
413.106,35.906
413.940,35.875
414.910,35.844
415.933,35.875
416.908,35.844
417.932,35.844
418.909,35.812
419.931,35.812
420.957,35.844
421.930,35.844
422.953,35.875
424.172,35.781
424.903,35.812
425.928,35.812
426.956,35.844
427.990,35.875
428.949,35.906
429.925,35.906
430.900,35.875
431.923,35.875
432.954,35.875
433.982,35.906
435.141,35.906
435.921,35.906
436.896,35.875
437.968,35.875
438.944,35.906
439.919,35.906
441.047,35.906
441.917,35.906
442.892,35.906
444.126,35.875
445.088,35.875
445.914,35.906
447.004,35.906
447.913,35.906
449.009,35.875
449.915,35.938
450.936,35.969
452.106,36.000
452.934,35.969
453.910,36.031
454.940,36.062
455.909,36.062
456.932,36.062
457.956,36.062
458.931,36.062
460.006,36.031
460.930,36.000
461.914,36.000
462.935,36.000
463.912,36.031
464.936,35.938
466.149,35.906
466.926,35.938
467.901,35.906
468.976,35.938
469.913,35.938
470.924,35.938
471.899,35.938
472.924,35.938
473.898,35.938
474.921,35.969
475.896,36.000
476.920,36.000
477.897,36.031
478.919,36.031
479.936,36.062
481.017,36.062
481.916,36.031
482.916,36.062
483.945,36.031
484.915,35.969
485.903,35.938
486.915,35.844
487.889,35.719
488.913,35.594
489.888,35.469
490.919,35.344
