df_hash,22ZHK4.BUJ0BH
422.371,0
423.005,0
423.931,33
425.103,48
425.981,56
426.951,52
428.318,51
429.050,45
429.830,28
431.095,61
432.023,67
432.947,59
434.025,61
434.942,63
435.834,75
436.996,68
437.874,77
438.899,70
439.970,68
441.040,65
441.776,70
443.236,67
443.968,72
444.748,79
446.159,74
446.987,75
447.770,81
449.035,81
449.818,83
450.695,79
451.917,81
452.792,76
453.814,76
454.933,75
455.765,82
456.643,78
457.865,81
458.741,60
459.760,55
460.835,44
461.910,41
462.642,45
463.811,47
464.931,48
465.612,50
466.836,71
467.711,60
468.684,66
469.908,77
470.683,78
471.607,70
472.730,70
473.656,63
474.537,62
475.765,60
476.630,59
477.508,51
478.728,42
479.604,38
480.530,34
481.701,0
482.730,6
483.463,0
484.771,0
485.554,0
486.493,29
487.647,39
488.529,0
489.453,0
490.914,36
491.500,100
