df_hash,22ZHK4.BUJ0BH
216.154,15
216.837,395
217.519,665
218.204,695
218.299,760
218.355,10
218.543,230
218.546,10
219.228,675
219.231,20
220.298,10
220.303,1145
220.883,10
220.908,600
222.251,675
222.985,660
223.032,650
223.515,10
223.518,650
223.760,10
223.808,305
225.044,555
225.319,610
226.002,240
226.733,730
226.976,775
227.129,445
228.391,310
228.975,820
228.979,610
230.249,10
230.489,1225
230.780,345
231.566,285
231.569,660
231.608,215
232.144,470
232.686,10
233.363,635
233.951,590
234.241,640
234.639,250
234.825,440
234.849,10
234.874,95
234.878,20
234.881,10
234.972,20
234.978,50
235.459,15
236.045,660
236.440,520
236.727,360
237.263,335
237.409,610
237.994,10
238.091,690
238.103,15
238.141,10
238.144,10
238.147,15
238.240,20
238.243,95
238.246,20
238.249,10
238.974,10
239.069,710
239.072,15
239.213,20
239.360,410
240.188,800
240.192,10
240.360,195
241.455,670
241.459,425
241.556,10
241.559,10
241.846,10
243.116,395
243.795,1210
244.431,790
244.529,295
245.258,255
245.307,815
245.746,10
246.479,465
246.720,655
246.724,345
246.867,15
246.870,145
246.918,15
246.921,10
247.162,240
248.670,800
248.674,775
249.407,10
250.236,735
250.328,850
251.059,10
251.742,790
252.717,730
252.765,890
253.254,10
253.985,560
254.814,785
254.825,835
254.963,25
255.008,10
255.012,10
255.498,555
256.185,10
256.328,755
256.333,10
256.919,10
257.159,695
257.738,245
258.567,505
259.104,905
259.110,525
260.517,10
260.565,1455
260.569,10
261.346,10
261.350,800
261.354,10
261.492,15
262.467,105
262.470,980
262.564,15
262.711,215
263.725,1045
263.832,15
263.835,15
263.875,15
263.883,15
263.978,125
264.271,10
264.274,300
264.417,235
265.490,595
266.274,530
266.321,700
267.049,10
267.052,765
267.156,10
267.161,75
267.196,130
267.293,10
267.296,10
267.342,10
267.345,20
267.348,30
267.395,15
267.405,15
267.408,15
268.444,310
268.449,740
268.512,10
269.146,10
269.877,670
270.072,750
271.212,315
271.973,1120
272.705,660
272.753,765
272.756,110
272.975,10
272.978,15
272.997,25
273.000,25
273.004,15
273.298,15
273.633,425
274.167,10
274.216,815
275.093,10
276.221,905
277.434,1145
278.025,1275
278.701,605
279.384,630
279.531,700
279.822,200
279.968,465
280.797,800
280.801,10
280.845,10
281.529,20
281.540,590
282.170,10
282.211,775
282.214,10
282.308,10
282.312,100
282.460,20
282.475,105
282.508,15
282.552,15
282.601,15
283.599,380
284.258,670
284.844,725
285.672,555
286.404,790
288.170,695
288.307,1895
288.311,15
288.451,10
288.598,350
289.963,770
290.696,695
291.623,710
291.671,925
291.766,15
292.059,110
293.570,285
294.215,1550
294.301,425
294.983,265
295.179,730
295.276,240
295.280,10
295.379,120
295.387,10
295.395,15
295.399,15
295.422,15
295.426,15
295.526,10
295.532,160
295.666,10
296.105,420
296.251,10
297.085,250
297.128,740
297.177,10
297.181,10
297.184,20
297.187,15
297.229,10
297.232,10
297.236,15
297.475,15
297.618,15
298.059,490
298.201,350
298.886,265
299.569,690
300.395,690
300.980,775
301.711,585
302.345,745
302.783,700
302.786,350
303.030,10
303.320,350
303.323,220
303.760,10
304.441,450
305.270,700
305.273,840
305.565,10
305.686,10
307.073,365
308.075,1415
308.195,955
308.197,15
308.201,15
308.611,165
309.318,340
309.465,720
310.681,10
311.363,1380
312.095,725
312.778,720
312.784,655
313.461,10
314.191,695
314.194,765
314.240,15
314.581,10
314.874,295
315.556,275
315.560,755
315.605,15
315.609,10
315.612,10
315.702,10
315.706,135
315.751,15
315.754,10
315.863,15
315.947,130
316.120,245
317.506,710
318.188,670
318.193,685
318.871,10
319.017,670
319.021,165
319.066,20
319.069,10
319.086,10
319.163,15
319.167,15
319.651,15
320.285,455
320.967,740
321.747,725
321.750,710
322.527,10
323.746,780
325.013,1260
325.021,1285
325.329,10
325.403,270
325.409,15
325.411,10
325.415,10
325.453,15
325.459,10
325.462,10
325.465,10
325.550,15
325.555,15
325.708,15
326.381,255
327.110,685
327.113,670
327.656,10
328.328,635
329.060,675
329.065,685
329.110,10
329.597,10
330.279,605
331.010,675
331.839,695
331.844,770
332.228,10
332.232,500
332.423,150
332.427,10
333.643,760
334.768,505
334.934,1000
335.044,390
335.842,770
336.471,10
336.476,550
336.520,15
336.527,15
336.532,20
336.568,15
336.616,15
337.695,15
337.789,1130
337.838,10
337.844,170
337.850,10
337.884,10
337.889,15
337.894,10
337.899,10
337.938,15
338.260,15
338.518,395
339.055,280
339.590,500
340.322,520
340.857,700
341.004,675
341.296,295
341.300,15
341.347,10
341.351,20
342.954,275
343.100,1380
343.104,195
343.108,10
343.490,20
344.221,400
344.904,705
344.907,675
345.591,10
346.269,620
347.000,700
347.683,730
347.975,765
349.097,210
349.194,1220
349.779,10
350.462,635
350.759,700
351.973,295
352.119,1245
352.560,145
353.681,255
354.513,1310
354.516,815
354.519,10
355.049,10
355.727,515
356.457,665
356.461,715
356.655,170
356.660,10
357.140,475
357.676,10
358.411,630
358.700,720
359.090,250
359.919,440
360.894,765
360.897,1025
361.188,10
361.332,300
361.869,10
362.405,615
362.409,605
362.990,10
363.683,630
364.453,645
365.038,660
365.628,695
365.777,660
366.305,10
366.309,665
366.987,10
366.993,670
367.280,15
367.719,10
367.768,605
368.256,10
368.943,660
370.205,685
370.742,1190
372.157,655
372.889,1265
373.277,680
374.647,565
375.227,1380
375.763,545
376.055,585
376.059,165
376.104,10
376.107,15
376.112,35
376.155,15
376.159,10
376.162,10
376.202,25
376.205,40
376.299,10
376.445,15
377.176,295
377.859,675
378.781,700
378.981,805
380.199,355
381.369,1275
381.373,1030
381.418,10
381.421,10
381.424,15
381.613,20
382.295,295
383.027,670
383.563,690
383.566,635
384.099,10
384.856,560
385.076,585
385.085,315
385.089,10
385.513,85
386.878,290
387.176,1415
387.220,290
387.225,15
387.229,10
387.232,25
387.268,15
388.294,15
388.851,925
388.974,700
389.169,285
389.174,15
390.100,305
390.669,685
391.363,615
391.366,680
391.610,10
391.902,205
392.046,30
392.728,375
393.410,700
393.414,710
393.462,10
393.465,30
393.609,170
394.142,555
394.678,10
395.361,555
395.653,715
396.092,250
396.774,435
397.998,675
398.286,1220
398.724,325
399.407,330
399.412,720
399.460,15
399.471,45
399.701,230
399.748,15
399.754,15
399.759,15
399.765,15
399.946,10
399.958,10
399.991,210
399.997,10
401.357,1345
401.360,10
401.893,10
403.163,615
403.697,1210
404.428,635
404.575,610
404.965,255
405.110,430
405.646,10
405.650,665
406.378,10
406.381,680
407.063,15
407.206,655
407.743,10
408.426,735
408.719,585
408.864,510
410.856,680
410.912,1265
410.921,10
410.938,10
410.960,15
410.964,60
411.058,20
411.114,185
412.326,800
413.110,485
413.889,685
415.014,860
415.399,1060
415.543,345
416.421,260
418.322,790
418.328,1950
418.733,10
419.005,410
420.031,315
420.125,970
420.142,155
420.665,520
421.247,10
422.612,630
423.053,1335
423.343,420
423.889,220
424.175,640
424.340,320
424.562,25
424.565,35
424.589,20
424.610,290
424.614,10
424.661,10
424.667,15
424.708,15
424.757,20
424.760,15
424.808,40
425.147,10
425.758,365
425.782,650
426.561,10
426.565,730
426.610,10
426.613,90
426.617,15
426.658,10
427.097,15
428.029,540
428.608,765
429.437,660
430.022,940
430.412,530
430.426,450
430.558,10
430.596,20
430.704,200
430.707,10
431.533,770
432.215,10
433.044,780
433.775,795
434.464,750
435.146,710
435.971,725
436.408,765
436.411,370
436.457,15
436.460,15
436.469,60
436.506,15
436.557,10
436.701,220
438.066,740
438.358,710
438.361,290
438.602,10
438.605,185
438.707,15
438.904,260
440.309,725
441.050,670
441.819,730
442.502,785
443.242,750
444.115,715
444.647,695
445.427,735
446.163,795
446.841,765
447.670,690
448.352,750
448.355,755
449.181,10
449.912,770
450.643,695
450.646,725
451.277,10
452.112,755
452.983,805
453.714,785
454.350,750
455.128,720
455.142,750
455.859,10
456.542,755
457.322,765
457.517,670
457.961,220
458.493,445
458.639,715
459.467,800
459.764,15
460.052,335
460.881,285
461.564,810
462.392,750
463.114,745
463.660,690
464.342,660
465.171,720
465.854,715
466.682,790
467.562,795
468.242,790
469.071,795
469.266,785
469.412,160
469.415,80
469.755,10
470.484,445
471.313,780
471.996,775
472.681,685
472.825,740
473.117,105
473.121,275
473.125,10
473.559,10
474.240,305
474.482,790
474.927,290
475.783,415
476.432,800
477.018,705
477.700,630
477.704,735
478.090,15
478.093,335
478.236,10
478.383,260
479.357,700
479.650,620
480.771,750
481.307,290
481.600,835
483.257,645
485.207,1145
486.182,1880
487.552,1000
489.644,1455
491.740,2035
491.745,2085
491.749,20
491.752,10
