df_hash,22ZHK4.BUJ0BH
422.172,91
423.002,91
423.928,92
425.098,92
425.976,93
426.861,93
428.101,92
428.952,92
429.827,92
431.045,89
431.926,88
432.898,87
434.019,85
434.937,84
435.823,83
436.993,82
437.871,82
438.894,82
439.967,82
440.916,82
441.771,82
442.965,82
443.964,82
444.744,82
445.918,82
446.851,82
447.767,82
449.012,82
449.814,81
450.692,81
451.911,81
452.788,81
453.742,81
454.885,81
455.762,80
456.639,80
457.858,80
458.736,81
459.665,81
460.832,80
461.905,80
462.636,80
463.806,80
464.927,81
465.609,82
466.790,82
467.706,82
468.587,81
469.902,80
470.680,79
471.557,79
472.727,79
473.653,80
474.531,80
475.750,81
476.627,81
477.504,82
478.723,81
479.601,81
480.527,81
481.697,81
482.724,81
483.452,81
484.672,81
485.548,81
486.490,74
487.645,72
488.523,74
489.449,74
490.911,73
491.496,61
