df_hash,22ZHK4.BUJ0BH
14.033,1.008
14.063,1.002
14.093,1.006
14.123,1.001
14.153,1.007
14.183,1.003
14.213,1.002
14.243,1.003
14.273,1.003
14.303,1.005
14.333,1.004
14.363,1.005
14.393,1.005
14.423,1.002
14.453,1.002
14.483,1.005
14.513,1.005
14.543,0.998
14.573,1.004
14.603,1.001
14.633,1.011
14.663,1.000
14.693,0.998
14.723,1.005
14.753,1.013
14.783,1.006
14.813,1.003
14.843,1.003
14.873,1.005
14.903,1.006
14.933,1.002
14.963,1.004
14.993,1.000
15.023,1.008
15.053,1.006
15.083,1.004
15.113,1.001
15.143,1.008
15.173,1.004
15.203,1.006
15.233,1.009
15.263,1.010
15.293,1.001
15.323,1.004
15.353,1.004
15.383,1.007
15.413,1.001
15.443,1.001
15.473,1.005
15.503,1.006
15.533,1.001
15.563,1.002
15.593,1.006
15.623,1.010
15.653,1.006
15.683,1.005
15.713,1.000
15.743,1.005
15.773,1.005
15.803,1.003
15.833,1.001
15.863,1.008
15.893,1.004
15.923,1.000
15.953,1.002
15.983,1.007
16.013,1.005
16.043,1.004
16.073,1.008
16.103,1.000
16.133,1.006
16.163,1.004
16.193,1.000
16.223,1.001
16.253,1.007
16.283,1.004
16.313,1.005
16.343,1.005
16.373,1.000
16.403,1.009
16.433,1.003
16.463,1.000
16.493,1.005
16.523,1.010
16.553,1.008
16.583,1.000
16.613,0.996
16.643,1.009
16.673,1.005
16.703,1.006
16.733,1.000
16.763,1.002
16.793,1.000
16.823,1.008
16.853,0.999
16.883,1.006
16.913,1.006
16.943,1.001
16.973,1.006
17.003,1.006
17.033,1.006
17.063,1.000
17.093,1.003
17.123,1.004
17.153,1.005
17.183,1.004
17.213,1.003
17.243,0.998
17.273,1.003
17.303,1.003
17.333,1.001
17.363,1.001
17.393,1.003
17.423,0.995
17.453,0.998
17.483,0.997
17.513,0.996
17.543,1.042
17.573,1.030
17.603,0.994
17.633,0.979
17.663,0.987
17.693,1.009
17.723,1.001
17.753,1.011
17.783,1.005
17.813,1.015
17.843,1.008
17.873,0.999
17.903,0.996
17.933,1.011
17.963,0.998
17.993,0.980
18.023,0.999
18.053,0.987
18.083,0.995
18.113,1.018
18.143,1.001
18.173,1.007
18.203,0.995
18.233,1.005
18.263,1.024
18.293,1.010
18.323,1.021
18.353,0.991
18.383,1.008
18.413,1.018
18.443,1.005
18.473,0.989
18.503,1.010
18.533,1.014
18.563,0.992
18.593,1.018
18.623,1.030
18.653,1.018
18.683,1.003
18.713,1.003
18.743,1.013
18.773,1.006
18.803,1.024
18.833,0.998
18.863,0.979
18.893,1.003
18.923,1.016
18.953,1.030
18.983,1.034
19.013,1.019
19.043,1.018
19.073,1.007
19.103,1.011
19.133,1.024
19.163,1.020
19.193,1.006
19.223,1.002
19.253,1.015
19.283,1.014
19.313,1.030
19.343,1.023
19.373,1.017
19.403,1.024
19.433,1.019
19.463,1.021
19.493,1.019
19.523,1.016
19.553,1.011
19.583,1.014
19.613,1.019
19.643,1.012
19.673,1.011
19.703,1.019
19.733,1.027
19.763,1.008
19.793,1.015
19.823,1.015
19.853,1.014
19.883,1.019
19.913,1.020
19.943,1.019
19.973,1.017
20.003,1.016
20.033,1.017
20.063,1.017
20.093,1.020
20.123,1.014
20.153,1.012
20.183,1.014
20.213,1.011
20.243,1.011
20.273,1.010
20.303,1.017
20.333,1.021
20.363,1.022
20.393,1.016
20.423,1.023
20.453,1.011
20.483,1.020
20.513,1.005
20.543,1.006
20.573,1.011
20.603,1.021
20.633,1.019
20.663,1.012
20.693,1.021
20.723,1.014
20.753,1.015
20.783,1.015
20.813,1.011
20.843,1.011
20.873,1.014
20.903,1.009
20.933,1.015
20.963,1.015
20.993,1.012
21.023,1.021
21.053,1.017
21.083,1.016
21.113,1.020
21.143,1.006
21.173,1.018
21.203,1.012
21.233,1.011
21.263,1.015
21.293,1.019
21.323,1.013
21.353,1.012
21.383,1.017
21.413,1.016
21.443,1.016
21.473,1.015
21.503,1.010
21.533,1.013
21.563,1.016
21.593,1.011
21.623,1.016
21.653,1.016
21.683,1.018
21.713,1.012
21.743,1.020
21.773,1.014
21.803,1.021
21.833,1.006
21.863,1.021
21.893,1.013
21.923,1.011
21.953,1.015
21.983,1.021
22.013,1.017
22.043,1.011
22.073,1.016
22.103,1.014
22.133,1.018
22.163,1.015
22.193,1.009
22.223,1.011
22.253,1.017
22.283,1.018
22.313,1.014
22.343,1.014
22.373,1.020
22.403,1.013
22.433,1.015
22.463,1.014
22.493,1.015
22.523,1.019
22.553,1.008
22.583,1.012
22.613,1.021
22.643,1.014
22.673,1.010
22.703,1.016
22.733,1.016
22.763,1.013
22.793,1.016
22.823,1.014
22.853,1.018
22.883,1.014
22.913,1.007
22.943,1.012
22.973,1.015
23.003,1.019
23.033,1.015
23.063,1.017
23.093,1.015
23.123,1.013
23.153,1.015
23.183,1.016
23.213,1.016
23.243,1.014
23.273,1.016
23.303,1.013
23.333,1.017
23.363,1.013
23.393,1.013
23.423,1.019
23.453,1.019
23.483,1.014
23.513,1.014
23.543,1.016
23.573,1.013
23.603,1.018
23.633,1.014
23.663,1.017
23.693,1.014
23.723,1.016
23.753,1.017
23.783,1.016
23.813,1.015
23.843,1.014
23.873,1.014
23.903,1.018
23.933,1.015
23.963,1.018
23.993,1.006
24.023,1.021
24.053,1.016
24.083,1.013
24.113,1.016
24.143,1.021
24.173,1.014
24.203,1.013
24.233,1.018
24.263,1.017
24.293,1.018
24.323,1.016
24.353,1.010
24.383,1.015
24.413,1.015
24.443,1.016
24.473,1.014
24.503,1.018
24.533,1.018
24.563,1.016
24.593,1.017
24.623,1.013
24.653,1.018
24.683,1.006
24.713,1.020
24.743,1.014
24.773,1.012
24.803,1.015
24.833,1.018
24.863,1.019
24.893,1.013
24.923,1.016
24.953,1.011
24.983,1.018
25.013,1.017
25.043,1.011
25.073,1.014
25.103,1.015
25.133,1.017
25.163,1.015
25.193,1.014
25.223,1.016
25.253,1.016
25.283,1.013
25.313,1.017
25.343,1.012
25.373,1.016
25.403,1.013
25.433,1.016
25.463,1.015
25.493,1.014
25.523,1.014
25.553,1.018
25.583,1.013
25.613,1.015
25.643,1.018
25.673,1.011
25.703,1.013
25.733,1.016
25.763,1.015
25.793,1.013
25.823,1.016
25.853,1.019
25.883,1.016
25.913,1.016
25.943,1.017
25.973,1.018
26.003,1.014
26.033,1.017
26.063,1.017
26.093,1.013
26.123,1.018
26.153,1.011
26.183,1.014
26.213,1.017
26.243,1.014
26.273,1.013
26.303,1.017
26.333,1.017
26.363,1.013
26.393,1.017
26.423,1.014
26.453,1.021
26.483,1.015
26.513,1.010
26.543,1.016
26.573,1.016
26.603,1.017
26.633,1.017
26.663,1.014
26.693,1.019
26.723,1.016
26.753,1.016
26.783,1.015
26.813,1.014
26.843,1.016
26.873,1.013
26.903,1.018
26.933,1.016
26.963,1.016
26.993,1.017
27.023,1.016
27.053,1.018
27.083,1.014
27.113,1.021
27.143,1.013
27.173,1.016
27.203,1.021
27.233,1.012
27.263,1.012
27.293,1.017
27.323,1.015
27.353,1.015
27.383,1.014
27.413,1.017
27.443,1.017
27.473,1.016
27.503,1.014
27.533,1.020
27.563,1.014
27.593,1.013
27.623,1.014
27.653,1.021
27.683,1.011
27.713,1.012
27.743,1.018
27.773,1.019
27.803,1.015
27.833,1.017
27.863,1.014
27.893,1.017
27.923,1.018
27.953,1.014
27.983,1.014
28.013,1.013
28.043,1.017
28.073,1.015
28.103,1.014
28.133,1.014
28.163,1.017
28.193,1.014
28.223,1.018
28.253,1.019
28.283,1.014
28.313,1.019
28.343,1.009
28.373,1.018
28.403,1.020
28.433,1.016
28.463,1.014
28.493,1.019
28.523,1.020
28.553,1.012
28.583,1.020
28.613,1.015
28.643,1.018
28.673,1.015
28.703,1.013
28.733,1.017
28.763,1.017
28.793,1.017
28.823,1.017
28.853,1.016
28.883,1.014
28.913,1.018
28.943,1.014
28.973,1.014
29.003,1.017
29.033,1.014
29.063,1.017
29.093,1.009
29.123,1.017
29.153,1.020
29.183,1.015
29.213,1.013
29.243,1.019
29.273,1.018
29.303,1.014
29.333,1.019
29.363,1.014
29.393,1.014
29.423,1.021
29.453,1.012
29.483,1.017
29.513,1.015
29.543,1.020
29.573,1.017
29.603,1.015
29.633,1.011
29.663,1.014
29.693,1.016
29.723,1.014
29.753,1.016
29.783,1.016
29.813,1.014
29.843,1.021
29.873,1.007
29.903,1.021
29.933,1.011
29.963,1.014
29.993,1.017
30.023,1.021
30.053,1.016
30.083,1.014
30.113,1.017
30.143,1.018
30.173,1.018
30.203,1.016
30.233,1.014
30.263,1.011
30.293,1.016
30.323,1.019
30.353,1.017
30.383,1.014
30.413,1.016
30.443,1.016
30.473,1.018
30.503,1.018
30.533,1.021
30.563,1.013
30.593,1.018
30.623,1.006
30.653,1.021
30.683,1.012
30.713,1.009
30.743,1.017
30.773,1.019
30.803,1.014
30.833,1.014
30.863,1.018
30.893,1.012
30.923,1.017
30.953,1.016
30.983,1.012
31.013,1.017
31.043,1.021
31.073,1.016
31.103,1.013
31.133,1.019
31.163,1.016
31.193,1.015
31.223,1.017
31.253,1.016
31.283,1.017
31.313,1.013
31.343,1.013
31.373,1.015
31.403,1.024
31.433,1.016
31.463,1.012
31.493,1.018
31.523,1.018
31.553,1.017
31.583,1.014
31.613,1.013
31.643,1.018
31.673,1.015
31.703,1.013
31.733,1.015
31.763,1.017
31.793,1.015
31.823,1.015
31.853,1.015
31.883,1.018
31.913,1.017
31.943,1.018
31.973,1.021
32.003,1.017
32.033,1.011
32.063,1.020
32.093,1.010
32.123,1.021
32.153,1.011
32.183,1.015
32.213,1.016
32.243,1.021
32.273,1.017
32.303,1.016
32.333,1.016
32.363,1.017
32.393,1.018
32.423,1.016
32.453,1.015
32.483,1.019
32.513,1.016
32.543,1.016
32.573,1.015
32.603,1.013
32.633,1.020
32.663,1.017
32.693,1.017
32.723,1.015
32.753,1.015
32.783,1.016
32.813,1.015
32.843,1.011
32.873,1.016
32.903,1.018
32.933,1.021
32.963,1.014
32.993,1.014
33.023,1.015
33.053,1.017
33.083,1.019
33.113,1.015
33.143,1.013
33.173,1.016
33.203,1.016
33.233,1.014
33.263,1.014
33.293,1.015
33.323,1.020
33.353,1.019
33.383,1.016
33.413,1.020
33.443,1.014
33.473,1.023
33.503,1.009
33.533,1.014
33.563,1.020
33.593,1.021
33.623,1.015
33.653,1.017
33.683,1.014
33.713,1.014
33.743,1.014
33.773,1.018
33.803,1.013
33.833,1.016
33.863,1.016
33.893,1.018
33.923,1.014
33.953,1.018
33.983,1.016
34.013,1.017
34.043,1.018
34.073,1.018
34.103,1.020
34.133,1.011
34.163,1.015
34.193,1.021
34.223,1.016
34.253,1.014
34.283,1.016
34.313,1.018
34.343,1.014
34.373,1.018
34.403,1.013
34.433,1.015
34.463,1.016
34.493,1.011
34.523,1.012
34.553,1.017
34.583,1.018
34.613,1.014
34.643,1.017
34.673,1.014
34.703,1.016
34.733,1.018
34.763,1.020
34.793,1.019
34.823,1.013
34.853,1.021
34.883,1.010
34.913,1.020
34.943,1.016
34.973,1.019
35.003,1.017
35.033,1.021
35.063,1.017
35.093,1.013
35.123,1.020
35.153,1.019
35.183,1.018
35.213,1.017
35.243,1.015
35.273,1.017
35.303,1.015
35.333,1.020
35.363,1.017
35.393,1.013
35.423,1.019
35.453,1.018
35.483,1.017
35.513,1.018
35.543,1.018
35.573,1.013
35.603,1.019
35.633,1.011
35.663,1.023
35.693,1.017
35.723,1.013
35.753,1.018
35.783,1.019
35.813,1.015
35.843,1.015
35.873,1.017
35.903,1.016
35.933,1.021
35.963,1.013
35.993,1.016
36.023,1.016
36.053,1.018
36.083,1.019
36.113,1.017
36.143,1.019
36.173,1.016
36.203,1.019
36.233,1.020
36.263,1.018
36.293,1.020
36.323,1.014
36.353,1.020
36.383,1.015
36.413,1.014
36.443,1.018
36.473,1.020
36.503,1.017
36.533,1.018
36.563,1.020
36.593,1.013
36.623,1.019
36.653,1.017
36.683,1.015
36.713,1.017
36.743,1.015
36.773,1.019
36.803,1.014
36.833,1.018
36.863,1.020
36.893,1.021
36.923,1.017
36.953,1.021
36.983,1.009
37.013,1.021
37.043,1.015
37.073,1.013
37.103,1.015
37.133,1.019
37.163,1.018
37.193,1.018
37.223,1.020
37.253,1.017
37.283,1.021
37.313,1.017
37.343,1.017
37.373,1.021
37.403,1.016
37.433,1.016
37.463,1.016
37.493,1.016
37.523,1.018
37.553,1.019
37.583,1.019
37.613,1.019
37.643,1.011
37.673,1.022
37.703,1.011
37.733,1.013
37.763,1.021
37.793,1.019
37.823,1.019
37.853,1.016
37.883,1.019
37.913,1.019
37.943,1.021
37.973,1.015
38.003,1.012
38.033,1.017
38.063,1.019
38.093,1.020
38.123,1.016
38.153,1.015
38.183,1.019
38.213,1.019
38.243,1.018
38.273,1.021
38.303,1.007
38.333,1.022
38.363,1.015
38.393,1.010
38.423,1.017
38.453,1.020
38.483,1.018
38.513,1.015
38.543,1.019
38.573,1.017
38.603,1.017
38.633,1.017
38.663,1.014
38.693,1.013
38.723,1.018
38.753,1.021
38.783,1.017
38.813,1.012
38.843,1.017
38.873,1.021
38.903,1.018
38.933,1.016
38.963,1.019
38.993,1.012
39.023,1.021
39.053,1.013
39.083,1.017
39.113,1.021
39.143,1.020
39.173,1.013
39.203,1.018
39.233,1.013
39.263,1.016
39.293,1.017
39.323,1.017
39.353,1.021
39.383,1.017
39.413,1.018
39.443,1.021
39.473,1.016
39.503,1.016
39.533,1.016
39.563,1.019
39.593,1.014
39.623,1.021
39.653,1.011
39.683,1.018
39.713,1.018
39.743,1.019
39.773,1.019
39.803,1.018
39.833,1.018
39.863,1.014
39.893,1.021
39.923,1.011
39.953,1.021
39.983,1.019
40.013,1.018
40.043,1.017
40.073,1.015
40.103,1.021
40.133,1.012
40.163,1.016
40.193,1.021
40.223,1.019
40.253,1.018
40.283,1.022
40.313,1.007
40.343,1.019
40.373,1.020
40.403,1.015
40.433,1.016
40.463,1.021
40.493,1.020
40.523,1.015
40.553,1.021
40.583,1.017
40.613,1.024
40.643,1.018
40.673,1.014
40.703,1.015
40.733,1.019
40.763,1.018
40.793,1.014
40.823,1.016
40.853,1.020
40.883,1.017
40.913,1.021
40.943,1.020
40.973,1.021
41.003,1.011
41.033,1.011
41.063,1.023
41.093,1.005
41.123,1.015
41.153,1.021
41.183,1.016
41.213,1.013
41.243,1.017
41.273,1.020
41.303,1.020
41.333,1.016
41.363,1.010
41.393,1.018
41.423,1.014
41.453,1.019
41.483,1.020
41.513,1.016
41.543,1.012
41.573,1.016
41.603,1.017
41.633,1.021
41.663,1.017
41.693,1.017
41.723,1.018
41.753,1.021
41.783,1.015
41.813,1.016
41.843,1.019
41.873,1.019
41.903,1.012
41.933,1.021
41.963,1.016
41.993,1.010
42.023,1.014
42.053,1.019
42.083,1.018
42.113,1.018
42.143,1.014
42.173,1.013
42.203,1.015
42.233,1.012
42.263,1.018
42.293,1.018
42.323,1.013
42.353,1.016
42.383,1.018
42.413,1.021
42.443,1.012
42.473,1.010
42.503,1.011
42.533,1.021
42.563,1.010
42.593,1.016
42.623,1.017
42.653,1.021
42.683,1.017
42.713,1.012
42.743,1.013
42.773,1.017
42.803,1.017
42.833,1.018
42.863,1.016
42.893,1.018
42.923,1.015
42.953,1.022
42.983,1.014
43.013,1.019
43.043,1.017
43.073,1.016
43.103,1.013
43.133,1.020
43.163,1.021
43.193,1.013
43.223,1.016
43.253,1.018
43.283,1.019
43.313,1.016
43.343,1.018
43.373,1.019
43.403,1.017
43.433,1.015
43.463,1.016
43.493,1.017
43.523,1.011
43.553,1.021
43.583,1.012
43.613,1.024
43.643,1.015
43.673,1.014
43.703,1.023
43.733,1.023
43.763,1.013
43.793,1.021
43.823,1.014
43.853,1.015
43.883,1.018
43.913,1.020
43.943,1.017
43.973,1.018
44.003,1.017
44.033,1.017
44.063,1.018
44.093,1.018
44.123,1.020
44.153,1.008
44.183,1.019
44.213,1.018
44.243,1.016
44.273,1.014
44.303,1.020
44.333,1.018
44.363,1.014
44.393,1.015
44.423,1.016
44.453,1.019
44.483,1.017
44.513,1.013
44.543,1.014
44.573,1.016
44.603,1.017
44.633,1.015
44.663,1.019
44.693,1.018
44.723,1.024
44.753,1.006
44.783,1.020
44.813,1.021
44.843,1.013
44.873,1.015
44.903,1.020
44.933,1.015
44.963,1.012
44.993,1.019
45.023,1.016
45.053,1.017
45.083,1.016
45.113,1.010
45.143,1.013
45.173,1.023
45.203,1.016
45.233,1.011
45.263,1.022
45.293,1.020
45.323,1.019
45.353,1.022
45.383,1.026
45.413,1.012
45.443,1.023
45.473,1.018
45.503,1.017
45.533,1.018
45.563,1.014
45.593,1.017
45.623,1.021
45.653,1.011
45.683,1.020
45.713,1.021
45.743,1.016
45.773,1.016
45.803,1.018
45.833,1.020
45.863,1.019
45.893,1.016
45.923,1.021
45.953,1.018
45.983,1.016
46.013,1.018
46.043,1.021
46.073,1.021
46.103,1.018
46.133,1.018
46.163,1.020
46.193,1.017
46.223,1.014
46.253,1.019
46.283,1.011
46.313,1.018
46.343,1.017
46.373,1.016
46.403,1.016
46.433,1.020
46.463,1.017
46.493,1.019
46.523,1.015
46.553,1.018
46.583,1.017
46.613,1.022
46.643,1.009
46.673,1.022
46.703,1.021
46.733,1.015
46.763,1.016
46.793,1.022
46.823,1.020
46.853,1.017
46.883,1.016
46.913,1.013
46.943,1.022
46.973,1.016
47.003,1.015
47.033,1.021
47.063,1.021
47.093,1.020
47.123,1.017
47.153,1.018
47.183,1.019
47.213,1.020
47.243,1.016
47.273,1.024
47.303,1.008
47.333,1.023
47.363,1.017
47.393,1.013
47.423,1.015
47.453,1.023
47.483,1.018
47.513,1.020
47.543,1.020
47.573,1.015
47.603,1.021
47.633,1.014
47.663,1.017
47.693,1.021
47.723,1.016
47.753,1.019
47.783,1.015
47.813,1.018
47.843,1.019
47.873,1.020
47.903,1.019
47.933,1.017
47.963,1.021
47.993,1.012
48.023,1.019
48.053,1.015
48.083,1.014
48.113,1.021
48.143,1.021
48.173,1.014
48.203,1.020
48.233,1.017
48.263,1.023
48.293,1.016
48.323,1.014
48.353,1.015
48.383,1.018
48.413,1.021
48.443,1.018
48.473,1.018
48.503,1.016
48.533,1.020
48.563,1.020
48.593,1.019
48.623,1.017
48.653,1.021
48.683,1.015
48.713,1.021
48.743,1.013
48.773,1.018
48.803,1.021
48.833,1.021
48.863,1.016
48.893,1.021
48.923,1.017
48.953,1.017
48.983,1.021
49.013,1.015
49.043,1.017
49.073,1.017
49.103,1.021
49.133,1.017
49.163,1.018
49.193,1.020
49.223,1.020
49.253,1.016
49.283,1.021
49.313,1.021
49.343,1.016
49.373,1.021
49.403,1.019
49.433,1.015
49.463,1.018
49.493,1.024
49.523,1.016
49.553,1.023
49.583,1.014
49.613,1.020
49.643,1.016
49.673,1.020
49.703,1.017
49.733,1.020
49.763,1.021
49.793,1.017
49.823,1.018
49.853,1.021
49.883,1.021
49.913,1.015
49.943,1.021
49.973,1.011
50.003,1.021
50.033,1.021
50.063,1.018
50.093,1.018
50.123,1.020
50.153,1.015
50.183,1.016
50.213,1.021
50.243,1.019
50.273,1.022
50.303,1.018
50.333,1.015
50.363,1.021
50.393,1.020
50.423,1.019
50.453,1.015
50.483,1.019
50.513,1.017
50.543,1.020
50.573,1.019
50.603,1.016
50.633,1.021
50.663,1.011
50.693,1.023
50.723,1.021
50.753,1.012
50.783,1.019
50.813,1.022
50.843,1.020
50.873,1.014
50.903,1.021
50.933,1.021
50.963,1.021
50.993,1.018
51.023,1.015
51.053,1.021
51.083,1.018
51.113,1.017
51.143,1.019
51.173,1.019
51.203,1.017
51.233,1.021
51.263,1.021
51.293,1.018
51.323,1.012
51.353,1.021
51.383,1.013
51.413,1.020
51.443,1.015
51.473,1.017
51.503,1.021
51.533,1.018
51.563,1.020
51.593,1.021
51.623,1.013
51.653,1.020
51.683,1.021
51.713,1.015
51.743,1.021
51.773,1.021
51.803,1.017
51.833,1.018
51.863,1.019
51.893,1.018
51.923,1.022
51.953,1.017
51.983,1.017
52.013,1.023
52.043,1.011
52.073,1.021
52.103,1.016
52.133,1.015
52.163,1.020
52.193,1.021
52.223,1.018
52.253,1.015
52.283,1.021
52.313,1.013
52.343,1.023
52.373,1.018
52.403,1.013
52.433,1.018
52.463,1.022
52.493,1.020
52.523,1.019
52.553,1.016
52.583,1.019
52.613,1.020
52.643,1.017
52.673,1.021
52.703,1.015
52.733,1.020
52.763,1.020
52.793,1.017
52.823,1.020
52.853,1.023
52.883,1.021
52.913,1.015
52.943,1.021
52.973,1.017
53.003,1.021
53.033,1.018
53.063,1.017
53.093,1.016
53.123,1.022
53.153,1.018
53.183,1.018
53.213,1.019
53.243,1.018
53.273,1.016
53.303,1.020
53.333,1.021
53.363,1.017
53.393,1.024
53.423,1.006
53.453,1.027
53.483,1.018
53.513,1.013
53.543,1.021
53.573,1.022
53.603,1.018
53.633,1.016
53.663,1.022
53.693,1.018
53.723,1.021
53.753,1.016
53.783,1.015
53.813,1.020
53.843,1.021
53.873,1.020
53.903,1.020
53.933,1.018
53.963,1.020
53.993,1.017
54.023,1.021
54.053,1.021
54.083,1.020
54.113,1.018
54.143,1.015
54.173,1.018
54.203,1.023
54.233,1.014
54.263,1.020
54.293,1.031
54.323,1.032
54.353,1.023
54.383,1.028
54.413,1.016
54.443,1.011
54.473,1.000
54.503,0.991
54.533,0.999
54.563,1.002
54.593,1.011
54.623,1.020
54.653,1.048
54.683,1.075
54.713,1.064
54.743,1.030
54.773,1.021
54.803,1.015
54.833,1.007
54.863,1.000
54.893,0.981
54.923,1.004
54.953,1.003
54.983,1.039
55.013,1.061
55.043,1.052
55.073,1.022
55.103,1.021
55.133,1.011
55.163,1.017
55.193,1.008
55.223,0.995
55.253,1.008
55.283,1.020
55.313,1.022
55.343,1.026
55.373,1.040
55.403,1.038
55.433,1.013
55.463,1.013
55.493,1.002
55.523,1.000
55.553,1.017
55.583,1.021
55.613,1.028
55.643,1.027
55.673,1.017
55.703,1.021
55.733,1.025
55.763,1.024
55.793,1.017
55.823,1.017
55.853,1.011
55.883,1.018
55.913,1.021
55.943,1.021
55.973,1.021
56.003,1.020
56.033,1.018
56.063,1.016
56.093,1.016
56.123,1.018
56.153,1.021
56.183,1.021
56.213,1.021
56.243,1.022
56.273,1.020
56.303,1.021
56.333,1.012
56.363,1.021
56.393,1.018
56.423,1.002
