df_hash,22ZHK4.BUJ0BH
236.963,1.053
236.993,1.056
237.023,1.035
237.053,1.040
237.083,0.963
237.113,0.991
237.143,1.015
237.173,1.030
237.203,1.053
237.233,1.085
237.263,1.066
237.293,1.039
237.323,1.104
237.353,1.060
237.383,1.057
237.413,1.062
237.443,1.055
237.473,1.015
237.503,1.049
237.533,1.062
237.563,1.026
237.593,1.053
237.623,1.123
237.653,1.106
237.683,1.021
237.713,0.969
237.743,1.021
237.773,0.992
237.803,1.005
237.833,1.025
237.863,1.041
237.893,1.061
237.923,1.040
237.953,1.046
237.983,1.037
238.013,1.010
238.043,1.036
238.073,1.051
238.103,1.024
238.133,1.006
238.163,1.031
238.193,1.063
238.223,1.068
238.253,1.052
238.283,1.071
238.313,1.057
238.343,1.048
238.373,1.072
238.403,1.080
238.433,1.058
238.463,1.060
238.493,1.067
238.523,1.051
238.553,1.048
238.583,1.064
238.613,1.075
238.643,1.069
238.673,1.073
238.703,1.067
238.733,1.056
238.763,1.053
238.793,1.056
238.823,1.055
238.853,1.056
238.883,1.059
238.913,1.044
238.943,1.054
238.973,1.067
239.003,1.067
239.033,1.063
239.063,1.056
239.093,1.066
239.123,1.071
239.153,1.085
239.183,1.083
239.213,1.081
239.243,1.088
239.273,1.089
239.303,1.090
239.333,1.088
239.363,1.081
239.393,1.085
239.423,1.087
239.453,1.076
239.483,1.079
239.513,1.090
239.543,1.077
239.573,1.074
239.603,1.081
239.633,1.078
239.663,1.079
239.693,1.085
239.723,1.081
239.753,1.078
239.783,1.079
239.813,1.088
239.843,1.081
239.873,1.074
239.903,1.082
239.933,1.088
239.963,1.076
239.993,1.082
240.023,1.080
240.053,1.073
240.083,1.082
240.113,1.082
240.143,1.079
240.173,1.077
240.203,1.078
240.233,1.080
240.263,1.079
240.293,1.083
240.323,1.074
240.353,1.075
240.383,1.081
240.413,1.083
240.443,1.075
240.473,1.078
240.503,1.081
240.533,1.077
240.563,1.091
240.593,1.083
240.623,1.067
240.653,1.084
240.683,1.075
240.713,1.074
240.743,1.087
240.773,1.074
240.803,1.076
240.833,1.081
240.863,1.078
240.893,1.076
240.923,1.078
240.953,1.075
240.983,1.084
241.013,1.078
241.043,1.070
241.073,1.082
241.103,1.085
241.133,1.083
241.163,1.084
241.193,1.081
241.223,1.078
241.253,1.085
241.283,1.084
241.313,1.083
241.343,1.082
241.373,1.085
241.403,1.086
241.433,1.087
241.463,1.090
241.493,1.085
241.523,1.101
241.553,1.098
241.583,1.116
241.613,1.217
241.643,1.134
241.673,1.078
241.703,1.088
241.733,1.042
241.763,1.034
241.793,1.029
241.823,1.052
241.853,1.027
241.883,1.082
241.913,1.063
241.943,1.056
241.973,1.104
242.003,1.056
242.033,1.064
242.063,1.070
242.093,1.056
242.123,1.059
242.153,1.087
242.183,1.057
242.213,1.073
242.243,1.094
242.273,1.062
242.303,1.060
242.333,1.073
242.363,1.069
242.393,1.084
242.423,1.055
242.453,1.060
242.483,1.076
242.513,1.066
242.543,1.070
242.573,1.068
242.603,1.062
242.633,1.066
242.663,1.064
242.693,1.062
242.723,1.074
242.753,1.067
242.783,1.056
242.813,1.072
242.843,1.078
242.873,1.073
242.903,1.055
242.933,1.070
242.963,1.040
242.993,1.090
243.023,1.006
243.053,1.062
243.083,1.115
243.113,1.026
243.143,1.080
243.173,1.116
243.203,1.054
243.233,1.074
243.263,1.103
243.293,1.066
243.323,1.065
243.353,1.101
243.383,1.099
243.413,1.062
243.443,1.093
243.473,1.086
243.503,1.089
243.533,1.059
243.563,1.062
243.593,1.078
243.623,1.069
243.653,1.075
243.683,1.095
243.713,1.082
243.743,1.057
243.773,1.077
243.803,1.084
243.833,1.063
243.863,1.064
243.893,1.078
243.923,1.081
243.953,1.061
243.983,1.068
244.013,1.073
244.043,1.064
244.073,1.069
244.103,1.072
244.133,1.068
244.163,1.071
244.193,1.076
244.223,1.074
244.253,1.072
244.283,1.071
244.313,1.072
244.343,1.070
244.373,1.069
244.403,1.075
244.433,1.076
244.463,1.070
244.493,1.078
244.523,1.077
244.553,1.075
244.583,1.079
244.613,1.075
244.643,1.074
244.673,1.068
244.703,1.068
244.733,1.060
244.763,1.064
244.793,1.064
244.823,1.061
244.853,1.062
244.883,1.078
244.913,1.077
244.943,1.070
244.973,1.061
245.003,1.071
245.033,1.062
245.063,1.063
245.093,1.069
245.123,1.070
245.153,1.161
245.183,1.118
245.213,1.035
245.243,1.035
245.273,1.037
245.303,1.031
245.333,1.044
245.363,1.048
245.393,1.062
245.423,1.062
245.453,1.061
245.483,1.080
245.513,1.103
245.543,1.138
245.573,0.984
245.603,0.859
245.633,1.028
245.663,1.010
245.693,1.096
245.723,1.158
245.753,1.113
245.783,1.049
245.813,1.084
245.843,1.083
245.873,1.069
245.903,1.087
245.933,1.091
245.963,1.083
245.993,1.083
246.023,1.086
246.053,1.081
246.083,1.080
246.113,1.081
246.143,1.078
246.173,1.073
246.203,1.081
246.233,1.086
246.263,1.079
246.293,1.082
246.323,1.077
246.353,1.084
246.383,1.071
246.413,1.085
246.443,1.084
246.473,1.069
246.503,1.080
246.533,1.083
246.563,1.080
246.593,1.082
246.623,1.072
246.653,1.076
246.683,1.086
246.713,1.083
246.743,1.077
246.773,1.076
246.803,1.087
246.833,1.078
246.863,1.080
246.893,1.077
246.923,1.078
246.953,1.079
246.983,1.078
247.013,1.076
247.043,1.076
247.073,1.080
247.103,1.079
247.133,1.074
247.163,1.076
247.193,1.081
247.223,1.080
247.253,1.082
247.283,1.082
247.313,1.078
247.343,1.082
247.373,1.081
247.403,1.083
247.433,1.075
247.463,1.083
247.493,1.087
247.523,1.080
247.553,1.075
247.583,1.080
247.613,1.080
247.643,1.083
247.673,1.080
247.703,1.077
247.733,1.077
247.763,1.083
247.793,1.081
247.823,1.077
247.853,1.084
247.883,1.080
247.913,1.083
247.943,1.082
247.973,1.081
248.003,1.081
248.033,1.084
248.063,1.078
248.093,1.083
248.123,1.081
248.153,1.082
248.183,1.079
248.213,1.078
248.243,1.075
248.273,1.076
248.303,1.083
248.333,1.078
248.363,1.076
248.393,1.085
248.423,1.083
248.453,1.082
248.483,1.078
248.513,1.080
248.543,1.076
248.573,1.083
248.603,1.084
248.633,1.081
248.663,1.080
248.693,1.082
248.723,1.083
248.753,1.081
248.783,1.079
248.813,1.080
248.843,1.080
248.873,1.082
248.903,1.087
248.933,1.083
248.963,1.079
248.993,1.078
249.023,1.081
249.053,1.080
249.083,1.084
249.113,1.082
249.143,1.082
249.173,1.084
249.203,1.086
249.233,1.082
249.263,1.084
249.293,1.078
249.323,1.080
249.353,1.085
249.383,1.086
249.413,1.082
249.443,1.082
249.473,1.083
249.503,1.081
249.533,1.084
249.563,1.078
249.593,1.086
249.623,1.081
249.653,1.080
249.683,1.085
249.713,1.084
249.743,1.078
249.773,1.074
249.803,1.084
249.833,1.090
249.863,1.084
249.893,1.078
249.923,1.087
249.953,1.082
249.983,1.077
250.013,1.086
250.043,1.085
250.073,1.080
250.103,1.082
250.133,1.081
250.163,1.076
250.193,1.086
250.223,1.087
250.253,1.080
250.283,1.079
250.313,1.080
250.343,1.079
250.373,1.081
250.403,1.084
250.433,1.081
250.463,1.074
250.493,1.083
250.523,1.086
250.553,1.083
250.583,1.079
250.613,1.080
250.643,1.086
250.673,1.083
250.703,1.079
250.733,1.080
250.763,1.085
250.793,1.083
250.823,1.076
250.853,1.083
250.883,1.084
250.913,1.081
250.943,1.083
250.973,1.085
251.003,1.081
251.033,1.084
251.063,1.079
251.093,1.086
251.123,1.090
251.153,1.077
251.183,1.085
251.213,1.084
251.243,1.079
251.273,1.080
251.303,1.084
251.333,1.086
251.363,1.081
251.393,1.075
251.423,1.082
251.453,1.086
251.483,1.083
251.513,1.078
251.543,1.081
251.573,1.088
251.603,1.081
251.633,1.087
251.663,1.084
251.693,1.080
251.723,1.082
251.753,1.082
251.783,1.081
251.813,1.079
251.843,1.081
251.873,1.080
251.903,1.078
251.933,1.079
251.963,1.089
251.993,1.083
252.023,1.085
252.053,1.087
252.083,1.087
252.113,1.085
252.143,1.080
252.173,1.079
252.203,1.084
252.233,1.088
252.263,1.082
252.293,1.082
252.323,1.079
252.353,1.080
252.383,1.084
252.413,1.080
252.443,1.080
252.473,1.087
252.503,1.081
252.533,1.078
252.563,1.081
252.593,1.074
252.623,1.076
252.653,1.079
252.683,1.080
252.713,1.077
252.743,1.079
252.773,1.085
252.803,1.080
252.833,1.087
252.863,1.082
252.893,1.081
252.923,1.077
252.953,1.073
252.983,1.083
253.013,1.078
253.043,1.076
253.073,1.078
253.103,1.084
253.133,1.078
253.163,1.074
253.193,1.081
253.223,1.078
253.253,1.084
253.283,1.077
253.313,1.079
253.343,1.078
253.373,1.077
253.403,1.077
253.433,1.086
253.463,1.081
253.493,1.080
253.523,1.077
253.553,1.074
253.583,1.082
253.613,1.081
253.643,1.079
253.673,1.071
253.703,1.081
253.733,1.088
253.763,1.099
253.793,1.067
253.823,1.084
253.853,1.079
253.883,1.075
253.913,1.070
253.943,1.073
253.973,1.069
254.003,1.076
254.033,1.073
254.063,1.072
254.093,1.078
254.123,1.081
254.153,1.078
254.183,1.071
254.213,1.077
254.243,1.077
254.273,1.067
254.303,1.098
254.333,1.090
254.363,1.070
254.393,1.085
254.423,1.079
254.453,1.088
254.483,1.094
254.513,1.083
254.543,1.078
254.573,1.088
254.603,1.066
254.633,1.076
254.663,1.082
254.693,1.049
254.723,1.062
254.753,1.078
254.783,1.049
254.813,1.062
254.843,1.042
254.873,1.037
254.903,1.026
254.933,1.044
254.963,1.052
254.993,1.061
255.023,1.077
255.053,1.083
255.083,1.073
255.113,1.057
255.143,1.084
255.173,1.098
255.203,1.090
255.233,1.069
255.263,1.077
255.293,1.069
255.323,1.084
255.353,1.092
255.383,1.084
255.413,1.094
255.443,1.106
255.473,1.089
255.503,1.086
255.533,1.087
255.563,1.075
255.593,1.077
255.623,1.085
255.653,1.080
255.683,1.088
255.713,1.090
255.743,1.086
255.773,1.082
255.803,1.087
255.833,1.080
255.863,1.077
255.893,1.082
255.923,1.084
255.953,1.080
255.983,1.089
256.013,1.085
256.043,1.082
256.073,1.085
256.103,1.086
256.133,1.080
256.163,1.081
256.193,1.086
256.223,1.080
256.253,1.090
256.283,1.085
256.313,1.085
256.343,1.096
256.373,1.091
256.403,1.083
256.433,1.080
256.463,1.087
256.493,1.084
256.523,1.081
256.553,1.083
256.583,1.084
256.613,1.082
256.643,1.091
256.673,1.093
256.703,1.079
256.733,1.081
256.763,1.087
256.793,1.085
256.823,1.093
256.853,1.093
256.883,1.088
256.913,1.089
256.943,1.089
256.973,1.087
257.003,1.084
257.033,1.089
257.063,1.086
257.093,1.086
257.123,1.089
257.153,1.086
257.183,1.081
257.213,1.088
257.243,1.088
257.273,1.084
257.303,1.091
257.333,1.084
257.363,1.081
257.393,1.092
257.423,1.093
257.453,1.083
257.483,1.083
257.513,1.086
257.543,1.085
257.573,1.082
257.603,1.089
257.633,1.092
257.663,1.081
257.693,1.094
257.723,1.095
257.753,1.083
257.783,1.086
257.813,1.093
257.843,1.085
257.873,1.088
257.903,1.089
257.933,1.080
257.963,1.080
257.993,1.090
258.023,1.087
258.053,1.083
258.083,1.087
258.113,1.087
258.143,1.088
258.173,1.086
258.203,1.087
258.233,1.087
258.263,1.081
258.293,1.086
258.323,1.088
258.353,1.085
258.383,1.084
258.413,1.088
258.443,1.088
258.473,1.089
258.503,1.089
258.533,1.088
258.563,1.091
258.593,1.085
258.623,1.083
258.653,1.089
258.683,1.083
258.713,1.085
258.743,1.091
258.773,1.090
258.803,1.095
258.833,1.090
258.863,1.086
258.893,1.091
258.923,1.094
258.953,1.086
258.983,1.090
259.013,1.091
259.043,1.085
259.073,1.088
259.103,1.083
259.133,1.092
259.163,1.093
259.193,1.089
259.223,1.093
259.253,1.094
259.283,1.083
259.313,1.088
259.343,1.086
259.373,1.082
259.403,1.084
259.433,1.084
259.463,1.075
259.493,1.090
259.523,1.089
259.553,1.077
259.583,1.076
259.613,1.080
259.643,1.087
259.673,1.082
259.703,1.079
259.733,1.082
259.763,1.087
259.793,1.082
259.823,1.086
259.853,1.087
259.883,1.081
259.913,1.090
259.943,1.093
259.973,1.082
260.003,1.087
260.033,1.093
260.063,1.087
260.093,1.084
260.123,1.088
260.153,1.091
260.183,1.094
260.213,1.095
260.243,1.095
260.273,1.091
260.303,1.090
260.333,1.094
260.363,1.085
260.393,1.083
260.423,1.087
260.453,1.090
260.483,1.085
260.513,1.075
260.543,1.076
260.573,1.093
260.603,1.083
260.633,1.075
260.663,1.076
260.693,1.083
260.723,1.083
260.753,1.090
260.783,1.071
260.813,1.064
260.843,1.061
260.873,1.070
260.903,1.062
260.933,1.052
260.963,1.068
260.993,1.065
261.023,1.066
261.053,1.056
261.083,1.053
261.113,1.072
261.143,1.074
261.173,1.079
261.203,1.073
261.233,1.086
261.263,1.086
261.293,1.089
261.323,1.097
261.353,1.089
261.383,1.092
261.413,1.084
261.443,1.098
261.473,1.096
261.503,1.085
261.533,1.094
261.563,1.092
261.593,1.082
261.623,1.080
261.653,1.083
261.683,1.088
261.713,1.086
261.743,1.088
261.773,1.085
261.803,1.092
261.833,1.087
261.863,1.082
261.893,1.083
261.923,1.092
261.953,1.085
261.983,1.080
262.013,1.088
262.043,1.087
262.073,1.083
262.103,1.081
262.133,1.089
262.163,1.084
262.193,1.080
262.223,1.084
262.253,1.087
262.283,1.081
262.313,1.083
262.343,1.089
262.373,1.087
262.403,1.084
262.433,1.081
262.463,1.085
262.493,1.079
262.523,1.076
262.553,1.084
262.583,1.090
262.613,1.084
262.643,1.081
262.673,1.088
262.703,1.089
262.733,1.083
262.763,1.082
262.793,1.084
262.823,1.082
262.853,1.082
262.883,1.088
262.913,1.087
262.943,1.088
262.973,1.086
263.003,1.088
263.033,1.080
263.063,1.078
263.093,1.084
263.123,1.087
263.153,1.087
263.183,1.087
263.213,1.083
263.243,1.085
263.273,1.084
263.303,1.087
263.333,1.086
263.363,1.081
263.393,1.082
263.423,1.091
263.453,1.083
263.483,1.077
263.513,1.079
263.543,1.077
263.573,1.083
263.603,1.087
263.633,1.083
263.663,1.083
263.693,1.087
263.723,1.089
263.753,1.092
263.783,1.093
263.813,1.089
263.843,1.085
263.873,1.085
263.903,1.090
263.933,1.085
263.963,1.079
263.993,1.078
264.023,1.087
264.053,1.088
264.083,1.085
264.113,1.078
264.143,1.084
264.173,1.080
264.203,1.082
264.233,1.087
264.263,1.090
264.293,1.093
264.323,1.080
264.353,1.077
264.383,1.087
264.413,1.082
264.443,1.084
264.473,1.086
264.503,1.081
264.533,1.072
264.563,1.076
264.593,1.095
264.623,1.082
264.653,1.076
264.683,1.083
264.713,1.082
264.743,1.082
264.773,1.087
264.803,1.087
264.833,1.080
264.863,1.079
264.893,1.085
264.923,1.083
264.953,1.080
264.983,1.087
265.013,1.079
265.043,1.087
265.073,1.087
265.103,1.079
265.133,1.078
265.163,1.081
265.193,1.086
265.223,1.079
265.253,1.071
265.283,1.073
265.313,1.081
265.343,1.075
265.373,1.073
265.403,1.086
265.433,1.081
265.463,1.072
265.493,1.081
265.523,1.079
265.553,1.071
265.583,1.088
265.613,1.089
265.643,1.079
265.673,1.087
265.703,1.096
265.733,1.092
265.763,1.100
265.793,1.104
265.823,1.168
265.853,1.247
265.883,1.129
265.913,1.043
265.943,0.997
265.973,1.029
266.003,1.051
266.033,1.006
266.063,1.058
266.093,1.047
266.123,1.048
266.153,1.071
266.183,1.117
266.213,1.071
266.243,1.050
266.273,1.095
266.303,1.014
266.333,0.951
266.363,1.081
266.393,0.983
266.423,1.055
266.453,1.152
266.483,1.104
266.513,1.084
266.543,1.106
266.573,1.067
266.603,1.057
266.633,1.089
266.663,1.081
266.693,1.072
266.723,1.082
266.753,1.073
266.783,1.084
266.813,1.076
266.843,1.062
266.873,1.087
266.903,1.076
266.933,1.037
266.963,1.073
266.993,1.095
267.023,1.073
267.053,1.059
267.083,1.086
267.113,1.090
267.143,1.073
267.173,1.083
267.203,1.095
267.233,1.076
267.263,1.096
267.293,1.106
267.323,1.099
267.353,1.096
267.383,1.094
267.413,1.077
267.443,1.101
267.473,1.104
267.503,1.091
267.533,1.094
267.563,1.103
267.593,1.102
267.623,1.081
267.653,1.078
267.683,1.084
267.713,1.071
267.743,1.090
267.773,1.086
267.803,1.081
267.833,1.088
267.863,1.099
267.893,1.090
267.923,1.087
267.953,1.087
267.983,1.082
268.013,1.076
268.043,1.086
268.073,1.079
268.103,1.078
268.133,1.090
268.163,1.083
268.193,1.088
268.223,1.095
268.253,1.084
268.283,1.089
268.313,1.097
268.343,1.085
268.373,1.085
268.403,1.088
268.433,1.092
268.463,1.092
268.493,1.096
268.523,1.086
268.553,1.085
268.583,1.090
268.613,1.085
268.643,1.087
268.673,1.091
268.703,1.077
268.733,1.092
268.763,1.091
268.793,1.086
268.823,1.088
268.853,1.094
268.883,1.099
268.913,1.096
268.943,1.096
268.973,1.088
269.003,1.086
269.033,1.085
269.063,1.086
269.093,1.080
269.123,1.076
269.153,1.084
269.183,1.081
269.213,1.077
269.243,1.069
269.273,1.079
269.303,1.090
269.333,1.085
269.363,1.086
269.393,1.086
269.423,1.090
269.453,1.087
269.483,1.086
269.513,1.088
269.543,1.091
269.573,1.089
269.603,1.094
269.633,1.099
269.663,1.094
269.693,1.097
269.723,1.090
269.753,1.086
269.783,1.090
269.813,1.090
269.843,1.092
269.873,1.090
269.903,1.085
269.933,1.093
269.963,1.094
269.993,1.087
270.023,1.090
270.053,1.100
270.083,1.091
270.113,1.092
270.143,1.097
270.173,1.088
270.203,1.090
270.233,1.088
270.263,1.088
270.293,1.096
270.323,1.092
270.353,1.090
270.383,1.092
270.413,1.092
270.443,1.094
270.473,1.087
270.503,1.093
270.533,1.091
270.563,1.091
270.593,1.094
270.623,1.088
270.653,1.086
270.683,1.096
270.713,1.090
270.743,1.092
270.773,1.098
270.803,1.096
270.833,1.088
270.863,1.094
270.893,1.094
270.923,1.086
270.953,1.087
270.983,1.087
271.013,1.095
271.043,1.096
271.073,1.089
271.103,1.087
271.133,1.097
271.163,1.098
271.193,1.092
271.223,1.092
271.253,1.085
271.283,1.096
271.313,1.097
271.343,1.092
271.373,1.096
271.403,1.108
271.433,1.109
271.463,1.107
271.493,1.105
271.523,1.104
271.553,1.093
271.583,1.085
271.613,1.091
271.643,1.088
271.673,1.079
271.703,1.088
271.733,1.085
271.763,1.088
271.793,1.082
271.823,1.083
271.853,1.078
271.883,1.086
271.913,1.088
271.943,1.074
271.973,1.080
272.003,1.093
272.033,1.085
272.063,1.074
272.093,1.084
272.123,1.079
272.153,1.083
272.183,1.087
272.213,1.081
272.243,1.086
272.273,1.091
272.303,1.081
272.333,1.090
272.363,1.095
272.393,1.086
272.423,1.090
272.453,1.088
272.483,1.092
272.513,1.079
272.543,1.082
272.573,1.083
272.603,1.089
272.633,1.086
272.663,1.091
272.693,1.088
272.723,1.087
272.753,1.088
272.783,1.095
272.813,1.083
272.843,1.088
272.873,1.095
272.903,1.095
272.933,1.096
272.963,1.098
272.993,1.089
273.023,1.092
273.053,1.093
273.083,1.085
273.113,1.086
273.143,1.091
273.173,1.088
273.203,1.087
273.233,1.084
273.263,1.089
273.293,1.094
273.323,1.090
273.353,1.093
273.383,1.093
273.413,1.087
273.443,1.090
273.473,1.090
273.503,1.089
273.533,1.086
273.563,1.089
273.593,1.090
273.623,1.090
273.653,1.093
273.683,1.093
273.713,1.092
273.743,1.089
273.773,1.087
273.803,1.089
273.833,1.089
273.863,1.085
273.893,1.091
273.923,1.090
273.953,1.085
273.983,1.093
274.013,1.095
274.043,1.086
274.073,1.094
274.103,1.094
274.133,1.090
274.163,1.092
274.193,1.091
274.223,1.084
274.253,1.092
274.283,1.097
274.313,1.088
274.343,1.086
274.373,1.095
274.403,1.090
274.433,1.095
274.463,1.095
274.493,1.093
274.523,1.091
274.553,1.086
274.583,1.087
274.613,1.087
274.643,1.084
274.673,1.081
274.703,1.082
274.733,1.093
274.763,1.089
274.793,1.084
274.823,1.087
274.853,1.084
274.883,1.085
274.913,1.090
274.943,1.095
274.973,1.087
275.003,1.093
275.033,1.095
275.063,1.095
275.093,1.091
275.123,1.095
275.153,1.095
275.183,1.091
275.213,1.085
275.243,1.087
275.273,1.091
275.303,1.090
275.333,1.092
275.363,1.093
275.393,1.092
275.423,1.088
275.453,1.093
275.483,1.096
275.513,1.092
275.543,1.090
275.573,1.089
275.603,1.094
275.633,1.089
275.663,1.088
275.693,1.093
275.723,1.095
275.753,1.093
275.783,1.089
275.813,1.093
275.843,1.092
275.873,1.090
275.903,1.096
275.933,1.087
275.963,1.083
275.993,1.086
276.023,1.092
276.053,1.100
276.083,1.091
276.113,1.095
276.143,1.093
276.173,1.098
276.203,1.102
276.233,1.104
276.263,1.097
276.293,1.077
276.323,1.076
276.353,1.079
276.383,1.077
276.413,1.089
276.443,1.070
276.473,1.085
276.503,1.102
276.533,1.093
276.563,1.070
276.593,1.080
276.623,1.062
276.653,1.081
276.683,1.082
276.713,1.092
276.743,1.089
276.773,1.087
276.803,1.104
276.833,1.107
276.863,1.105
276.893,1.086
276.923,1.084
276.953,1.091
276.983,1.081
277.013,1.085
277.043,1.102
277.073,1.093
277.103,1.102
277.133,1.105
277.163,1.099
277.193,1.089
277.223,1.111
277.253,1.106
277.283,1.104
277.313,1.104
277.343,1.105
277.373,1.091
277.403,1.094
277.433,1.102
277.463,1.096
277.493,1.096
277.523,1.094
277.553,1.096
277.583,1.099
277.613,1.088
277.643,1.086
277.673,1.092
277.703,1.103
277.733,1.096
277.763,1.090
277.793,1.092
277.823,1.096
277.853,1.097
277.883,1.099
277.913,1.095
277.943,1.098
277.973,1.096
278.003,1.093
278.033,1.094
278.063,1.091
278.093,1.092
278.123,1.103
278.153,1.097
278.183,1.099
278.213,1.098
278.243,1.095
278.273,1.097
278.303,1.096
278.333,1.093
278.363,1.092
278.393,1.094
278.423,1.087
278.453,1.088
278.483,1.099
278.513,1.097
278.543,1.093
278.573,1.103
278.603,1.100
278.633,1.095
278.663,1.093
278.693,1.093
278.723,1.094
278.753,1.094
278.783,1.093
278.813,1.099
278.843,1.097
278.873,1.098
278.903,1.094
278.933,1.095
278.963,1.096
278.993,1.093
279.023,1.089
279.053,1.099
279.083,1.102
279.113,1.102
279.143,1.096
279.173,1.096
279.203,1.097
279.233,1.095
279.263,1.090
279.293,1.095
279.323,1.101
279.353,1.093
279.383,1.093
279.413,1.098
279.443,1.096
279.473,1.093
279.503,1.097
279.533,1.096
279.563,1.096
279.593,1.097
279.623,1.093
279.653,1.091
279.683,1.094
279.713,1.097
279.743,1.095
279.773,1.100
279.803,1.100
279.833,1.094
279.863,1.098
279.893,1.098
279.923,1.096
279.953,1.100
279.983,1.098
280.013,1.096
280.043,1.092
280.073,1.101
280.103,1.100
280.133,1.095
280.163,1.102
280.193,1.100
280.223,1.092
280.253,1.096
280.283,1.100
280.313,1.095
280.343,1.093
280.373,1.098
280.403,1.096
280.433,1.096
280.463,1.097
280.493,1.102
280.523,1.096
280.553,1.093
280.583,1.098
280.613,1.098
280.643,1.090
280.673,1.100
280.703,1.092
280.733,1.097
280.763,1.096
280.793,1.101
280.823,1.103
280.853,1.101
280.883,1.093
280.913,1.097
280.943,1.100
280.973,1.100
281.003,1.103
281.033,1.095
281.063,1.092
281.093,1.103
281.123,1.104
281.153,1.104
281.183,1.110
281.213,1.104
281.243,1.099
281.273,1.091
281.303,1.094
281.333,1.085
281.363,1.088
281.393,1.079
281.423,1.081
281.453,1.083
281.483,1.081
281.513,1.086
281.543,1.089
281.573,1.082
281.603,1.091
281.633,1.089
281.663,1.084
281.693,1.084
281.723,1.097
281.753,1.095
281.783,1.103
281.813,1.105
281.843,1.101
281.873,1.102
281.903,1.104
281.933,1.102
281.963,1.098
281.993,1.101
282.023,1.097
282.053,1.096
282.083,1.096
282.113,1.099
282.143,1.104
282.173,1.095
282.203,1.094
282.233,1.102
282.263,1.099
282.293,1.089
282.323,1.094
282.353,1.096
282.383,1.095
282.413,1.096
282.443,1.098
282.473,1.100
282.503,1.096
282.533,1.096
282.563,1.101
282.593,1.100
282.623,1.092
282.653,1.104
282.683,1.099
282.713,1.094
282.743,1.097
282.773,1.100
282.803,1.094
282.833,1.093
282.863,1.100
282.893,1.104
282.923,1.097
282.953,1.092
282.983,1.098
283.013,1.094
283.043,1.091
283.073,1.094
283.103,1.094
283.133,1.095
283.163,1.100
283.193,1.100
283.223,1.098
283.253,1.101
283.283,1.100
283.313,1.093
283.343,1.088
283.373,1.093
283.403,1.093
283.433,1.094
283.463,1.102
283.493,1.100
283.523,1.096
283.553,1.093
283.583,1.096
283.613,1.101
283.643,1.100
283.673,1.099
283.703,1.098
283.733,1.092
283.763,1.093
283.793,1.094
283.823,1.099
283.853,1.102
283.883,1.095
283.913,1.099
283.943,1.095
283.973,1.099
284.003,1.097
284.033,1.096
284.063,1.098
284.093,1.096
284.123,1.094
284.153,1.099
284.183,1.100
284.213,1.098
284.243,1.097
284.273,1.098
284.303,1.101
284.333,1.094
284.363,1.097
284.393,1.097
284.423,1.092
284.453,1.102
284.483,1.102
284.513,1.098
284.543,1.096
284.573,1.098
284.603,1.098
284.633,1.096
284.663,1.093
284.693,1.096
284.723,1.094
284.753,1.089
284.783,1.096
284.813,1.101
284.843,1.101
284.873,1.105
284.903,1.098
284.933,1.098
284.963,1.110
284.993,1.113
285.023,1.113
285.053,1.106
285.083,1.105
285.113,1.093
285.143,1.093
285.173,1.091
285.203,1.088
285.233,1.086
285.263,1.094
285.293,1.089
285.323,1.096
285.353,1.100
285.383,1.095
285.413,1.095
285.443,1.104
285.473,1.104
285.503,1.102
285.533,1.096
285.563,1.101
285.593,1.091
285.623,1.094
285.653,1.094
285.683,1.084
285.713,1.067
285.743,1.077
285.773,1.074
285.803,1.063
285.833,1.079
285.863,1.068
285.893,1.077
285.923,1.079
285.953,1.076
285.983,1.075
286.013,1.082
286.043,1.086
286.073,1.089
286.103,1.087
286.133,1.092
286.163,1.104
286.193,1.114
286.223,1.096
286.253,1.086
286.283,1.089
286.313,1.097
286.343,1.089
286.373,1.077
286.403,1.077
286.433,1.089
286.463,1.087
286.493,1.077
286.523,1.079
286.553,1.086
286.583,1.084
286.613,1.087
286.643,1.076
286.673,1.078
286.703,1.075
286.733,1.070
286.763,1.070
286.793,1.066
286.823,1.080
286.853,1.084
286.883,1.075
286.913,1.081
286.943,1.068
286.973,1.069
287.003,1.077
287.033,1.076
287.063,1.059
287.093,1.061
287.123,1.056
287.153,1.063
287.183,1.069
287.213,1.060
287.243,1.059
287.273,1.059
287.303,1.051
287.333,1.065
287.363,1.070
287.393,1.071
287.423,1.071
287.453,1.084
287.483,1.083
287.513,1.074
287.543,1.075
287.573,1.087
287.603,1.072
287.633,1.075
287.663,1.097
287.693,1.092
287.723,1.082
287.753,1.095
287.783,1.096
287.813,1.088
287.843,1.089
287.873,1.081
287.903,1.083
287.933,1.080
287.963,1.087
287.993,1.082
288.023,1.079
288.053,1.085
288.083,1.080
288.113,1.079
288.143,1.074
288.173,1.081
288.203,1.082
288.233,1.081
288.263,1.075
288.293,1.079
288.323,1.080
288.353,1.079
288.383,1.078
288.413,1.083
288.443,1.077
288.473,1.080
288.503,1.079
288.533,1.080
288.563,1.080
288.593,1.079
288.623,1.073
288.653,1.085
288.683,1.078
288.713,1.071
288.743,1.079
288.773,1.074
288.803,1.076
288.833,1.082
288.863,1.076
288.893,1.078
288.923,1.086
288.953,1.083
288.983,1.073
289.013,1.080
289.043,1.079
289.073,1.078
289.103,1.079
289.133,1.074
289.163,1.080
289.193,1.081
289.223,1.081
289.253,1.073
289.283,1.073
289.313,1.085
289.343,1.084
