df_hash,22ZHK4.A1FC45
318.678,36.031
319.651,36.062
320.774,36.156
321.690,36.188
322.674,36.312
323.649,36.219
324.673,36.219
325.894,36.250
326.672,36.188
327.647,36.188
328.676,36.156
329.646,36.125
330.669,36.062
331.644,36.031
332.700,35.938
333.643,35.969
334.667,36.000
335.642,36.000
336.716,36.000
337.644,36.031
338.664,36.031
339.687,36.031
340.662,36.031
341.638,36.062
342.662,36.031
343.637,36.062
344.660,36.062
345.635,36.031
346.808,36.031
347.682,36.031
348.658,36.031
349.633,36.000
350.656,36.031
351.631,36.031
352.658,36.031
353.880,36.000
354.654,35.969
355.677,36.000
356.653,36.031
357.651,36.031
358.652,36.062
359.675,36.062
360.650,36.062
361.673,36.031
362.678,36.031
363.673,36.062
364.648,36.094
365.671,36.094
366.646,36.125
367.670,36.094
368.672,36.062
369.669,36.062
370.648,36.062
371.671,36.094
372.694,36.031
373.666,36.031
374.641,36.031
375.665,36.000
376.640,35.969
377.680,36.031
378.639,36.031
379.663,36.062
380.638,36.062
381.858,36.031
382.968,36.094
383.709,36.125
384.662,36.125
385.659,36.156
386.634,36.156
387.657,36.156
388.633,36.094
389.656,36.125
390.752,36.094
391.655,36.125
392.671,36.125
393.654,36.094
394.927,36.094
395.653,36.062
396.628,36.062
397.700,36.062
398.675,36.094
399.799,36.094
400.871,36.094
401.649,36.094
402.624,36.094
403.705,36.125
404.648,36.094
405.647,36.094
406.622,36.094
407.646,36.125
408.669,36.094
409.644,36.062
410.668,36.062
411.643,36.094
412.668,36.094
413.642,36.094
414.714,36.094
415.738,36.094
416.664,36.156
417.639,36.156
418.663,36.156
419.638,36.219
420.662,36.250
421.637,36.250
422.660,36.250
423.684,36.250
424.659,36.219
425.734,36.281
426.681,36.219
427.633,36.219
428.657,36.250
429.632,36.250
430.805,36.219
431.640,36.188
432.702,36.188
433.650,36.219
434.703,36.219
435.628,36.188
436.652,36.219
437.627,36.156
438.650,36.125
439.625,36.125
440.798,36.125
441.624,36.094
442.648,36.125
443.645,36.125
444.653,36.125
445.622,36.125
446.653,36.094
447.620,36.125
448.644,36.125
449.667,36.125
450.643,36.156
451.641,36.156
452.646,36.125
453.617,36.125
454.640,36.125
455.617,36.156
456.736,36.188
457.690,36.156
458.638,36.188
459.662,36.188
460.637,36.188
461.662,36.156
462.635,36.156
463.659,36.156
464.634,36.188
465.658,36.219
466.633,36.219
467.657,36.375
468.631,36.375
469.655,36.375
470.636,36.375
471.655,36.375
472.629,36.375
473.653,36.344
474.635,36.312
475.652,36.344
476.970,36.375
477.654,36.219
478.771,36.250
479.649,36.219
480.624,36.219
481.648,36.250
482.648,36.250
483.704,36.281
484.627,36.281
485.650,36.281
486.624,36.250
487.644,36.250
488.708,36.219
489.652,36.281
490.619,36.312
491.642,36.312
492.649,36.344
493.689,36.250
494.654,36.281
495.639,36.219
496.618,36.250
497.687,36.219
498.613,36.188
499.978,36.156
500.612,36.156
501.636,36.188
502.715,36.219
503.664,36.250
504.609,36.219
505.681,36.250
506.657,36.250
507.639,36.281
508.656,36.312
509.655,36.312
510.654,36.312
511.630,36.281
512.653,36.250
513.923,36.250
514.652,36.375
515.627,36.406
516.673,36.438
517.627,36.438
518.650,36.438
519.624,36.438
520.648,36.406
521.623,36.438
