df_hash,22ZHK4.A1FC45
434.071,89
435.338,89
435.878,89
437.041,89
437.967,89
438.845,89
440.064,89
440.944,89
441.867,89
443.050,89
443.915,89
444.793,89
446.011,89
446.890,89
447.767,89
448.986,89
449.862,89
450.838,89
451.959,89
452.836,87
453.763,88
454.981,85
455.810,90
456.740,90
457.906,89
458.832,89
459.730,89
460.880,89
462.050,89
462.690,86
463.854,85
464.780,83
465.661,82
466.879,81
467.754,81
468.635,81
469.850,82
470.776,83
471.605,84
472.833,83
473.701,83
474.628,83
475.798,83
476.976,77
477.601,76
478.775,74
479.654,73
480.575,74
481.745,74
482.651,80
483.549,85
484.719,85
485.596,83
486.523,83
487.698,83
488.619,76
489.499,74
490.666,72
491.593,71
492.519,71
493.692,73
494.591,75
495.444,78
496.663,76
497.540,75
498.418,75
499.636,75
500.514,75
501.420,75
502.659,75
503.491,75
504.365,65
505.584,68
506.462,59
507.339,62
508.558,56
509.435,55
510.361,56
511.531,56
512.409,55
513.337,55
514.505,55
515.383,55
516.329,55
517.479,55
518.406,55
519.283,55
520.457,55
521.379,54
