df_hash,22ZHK4.A1FC45
435.341,0
435.925,0
437.046,0
437.973,0
438.851,0
440.069,2
441.188,0
441.871,0
443.427,0
443.919,0
444.796,0
446.015,21
446.894,24
447.773,30
449.280,48
449.866,34
450.844,24
451.965,29
452.841,29
453.767,32
454.985,31
455.813,47
456.882,43
457.911,29
458.836,33
459.957,32
460.885,30
462.056,34
462.879,40
463.857,44
464.783,62
465.709,58
466.928,65
467.757,46
468.729,37
469.874,45
470.782,48
471.610,50
473.168,29
473.705,35
474.631,24
475.803,29
476.981,47
477.605,52
479.018,54
479.700,58
480.581,54
481.748,37
482.672,38
483.552,52
484.768,58
485.645,32
486.527,0
487.890,46
488.625,70
489.643,72
490.670,86
491.598,50
492.522,41
493.740,61
494.621,62
495.447,43
496.667,30
497.546,19
498.423,18
499.641,21
500.519,23
501.426,26
502.708,21
503.537,23
504.369,28
505.591,25
506.469,23
507.342,0
508.561,32
509.441,34
510.367,31
511.537,29
512.415,24
513.481,27
514.509,0
515.386,0
516.604,0
517.487,0
518.417,0
519.286,0
520.553,40
521.385,41
