df_hash,22ZHK4.A1FC45
260.567,730
260.985,930
261.692,380
261.789,740
261.886,135
261.932,10
261.935,90
262.081,15
262.373,10
262.517,400
262.521,175
262.664,20
262.956,15
264.471,430
264.617,1445
265.833,10
266.525,1490
267.254,690
267.977,655
268.465,675
269.345,670
270.025,750
270.033,715
270.276,10
270.414,325
270.561,280
271.974,1300
272.129,10
272.511,180
273.194,445
273.974,695
274.168,720
274.315,375
275.582,410
275.585,905
275.589,10
275.728,10
275.731,10
276.119,15
276.947,515
276.950,820
277.242,225
277.252,10
277.256,55
277.386,160
277.389,10
278.897,880
279.749,650
280.457,745
281.139,690
281.942,745
282.504,645
283.246,720
283.287,680
283.922,10
284.747,780
285.430,785
286.163,790
286.844,675
287.965,730
288.209,1035
288.213,260
288.216,15
288.220,10
288.501,225
290.234,725
290.451,1075
291.819,275
292.547,1295
293.229,690
293.913,770
294.212,710
294.620,265
295.570,415
295.618,1020
296.008,10
296.837,420
296.841,810
296.888,10
296.891,10
296.983,30
296.987,30
297.520,10
298.252,530
298.466,835
298.536,250
298.640,130
298.647,10
300.059,405
300.103,900
300.107,10
300.110,10
300.113,50
300.200,160
300.204,10
300.299,10
300.302,15
300.445,225
301.858,775
301.861,650
302.102,10
302.541,170
303.223,505
304.101,710
304.637,810
304.643,585
305.466,10
305.615,870
305.761,275
305.904,10
305.907,110
307.757,310
308.537,1530
309.220,735
309.904,700
310.635,705
310.879,720
310.927,300
311.319,10
311.852,385
312.632,630
312.729,670
313.122,190
313.126,55
313.948,10
313.951,1070
314.630,10
314.633,740
315.508,10
315.800,835
315.906,345
315.946,15
315.950,15
315.954,15
315.957,15
315.997,10
316.005,15
316.009,10
316.012,10
316.191,240
317.850,810
317.862,840
317.867,15
318.143,270
318.286,10
318.290,75
318.296,95
318.484,10
319.712,705
320.090,635
320.626,475
320.647,555
320.675,10
320.678,10
320.681,15
320.783,20
320.870,135
320.874,15
320.930,110
320.933,15
321.065,60
321.068,10
322.089,480
322.576,505
323.262,635
323.408,600
323.991,10
324.678,755
325.502,695
326.192,750
326.334,740
326.507,275
326.528,15
326.532,15
326.536,25
326.623,50
326.632,10
326.770,215
328.134,710
328.137,610
328.719,10
328.963,660
329.402,250
330.084,430
330.090,705
330.774,10
331.501,645
332.180,685
332.183,660
332.862,10
333.746,740
333.838,920
333.842,10
333.845,10
334.033,10
334.039,195
334.130,175
334.134,10
334.959,785
335.788,10
337.202,810
337.592,1355
337.884,750
339.541,1715
339.691,45
339.934,130
342.174,1275
342.222,1190
342.761,10
342.906,590
343.030,185
343.587,420
343.591,255
344.563,10
344.855,905
345.540,270
346.074,695
346.077,550
346.661,10
347.488,630
347.635,725
347.646,245
348.609,560
349.001,390
350.120,350
350.413,1245
350.559,370
352.655,910
353.045,1110
354.171,510
354.218,1115
354.221,10
354.224,15
354.615,20
355.824,345
356.363,1265
357.481,500
358.067,1240
359.431,480
360.260,1445
360.991,755
361.820,825
361.823,720
362.063,10
362.067,265
363.221,10
363.772,1110
364.306,610
364.989,635
365.428,575
365.963,535
366.695,525
367.913,660
367.917,1310
368.602,10
369.181,645
369.864,620
370.549,695
371.281,635
371.375,690
371.378,10
371.570,280
372.496,380
373.179,655
374.056,635
374.062,855
374.305,10
374.885,275
375.230,640
375.428,265
375.713,250
375.717,320
375.860,10
376.006,260
377.371,1165
377.374,205
377.421,10
378.346,375
379.175,635
379.181,840
380.299,10
380.306,955
380.735,10
381.417,505
381.968,640
382.972,690
382.978,690
383.514,10
384.732,775
385.483,1210
386.304,695
386.832,695
387.414,725
388.778,665
389.461,1325
390.436,675
390.442,950
390.590,10
390.631,10
390.755,310
392.145,665
392.830,705
393.118,685
393.215,405
393.362,235
394.629,680
394.986,570
395.165,335
395.897,280
396.433,665
397.129,575
397.846,720
397.851,625
397.895,10
397.898,10
397.917,10
397.946,15
398.383,20
399.065,535
399.217,720
399.367,155
399.406,15
399.410,15
399.417,10
399.420,15
399.503,25
399.506,80
399.555,10
399.560,10
399.681,240
401.468,1280
401.600,645
403.503,1195
404.232,705
405.357,795
405.757,845
405.794,595
405.804,80
406.036,200
407.157,950
407.694,250
407.850,580
407.990,135
408.181,20
408.184,10
408.717,10
409.354,780
409.532,315
410.180,545
410.912,585
411.172,750
411.594,275
412.130,465
413.544,580
413.934,1330
414.519,450
415.202,595
415.884,665
416.225,740
416.615,225
417.298,420
417.834,630
418.516,585
418.520,720
418.955,10
419.492,435
420.076,540
420.760,590
421.348,620
422.029,635
423.245,560
423.537,1395
424.662,325
425.342,1075
426.322,645
426.463,1100
426.657,205
428.559,310
429.680,1665
430.365,1120
431.338,570
431.594,1050
432.171,285
432.605,430
432.612,350
432.849,515
433.190,335
433.288,10
433.434,200
435.936,1035
436.318,1565
437.724,370
438.699,1405
439.674,915
440.357,1065
440.401,455
441.332,185
441.919,1045
442.996,470
443.433,1110
444.013,495
445.085,560
445.427,1070
446.061,285
446.624,690
446.628,585
447.181,10
447.185,520
447.572,10
448.157,520
448.257,535
448.768,10
449.376,510
450.107,695
450.888,770
450.936,695
451.471,150
451.478,525
452.154,10
452.743,625
453.032,595
453.276,220
453.867,340
454.835,605
454.839,900
455.226,10
455.908,385
456.644,745
456.889,695
456.935,280
457.858,10
458.443,925
459.153,640
459.710,630
460.539,620
461.368,845
462.064,780
462.489,765
462.538,375
462.885,10
463.609,390
464.293,740
464.537,740
465.121,250
465.950,545
466.783,820
466.876,895
467.218,10
467.221,405
467.900,10
468.734,690
469.411,775
470.034,685
470.680,635
470.688,725
470.693,20
470.826,10
471.215,15
471.804,475
472.483,590
473.312,615
474.293,835
475.116,1025
475.944,900
476.985,865
477.651,845
478.432,810
479.162,770
479.844,695
479.850,695
480.283,10
481.209,520
481.794,845
481.843,610
482.500,10
483.061,665
483.891,670
484.573,750
485.551,730
486.620,935
487.352,1030
488.180,860
488.188,845
489.009,10
489.838,825
490.815,855
491.398,810
492.227,740
492.958,780
493.202,740
493.592,295
493.884,415
494.640,240
494.649,745
495.006,10
495.541,305
496.224,650
496.371,720
496.517,270
497.786,690
498.321,540
499.442,565
499.991,1155
500.563,570
500.568,490
501.684,10
502.074,1095
502.366,490
502.378,235
502.909,10
503.732,275
504.561,1165
505.145,755
505.389,595
505.395,200
505.686,20
506.364,370
506.510,625
507.095,185
507.098,495
507.243,200
508.461,1070
508.899,180
509.192,470
510.021,305
510.411,800
510.556,580
511.385,325
511.678,460
512.070,285
512.799,480
512.805,600
512.850,10
512.865,10
513.191,10
513.197,385
513.488,10
514.312,355
514.846,855
514.850,460
514.994,10
515.000,190
515.821,265
515.825,590
516.114,200
517.089,540
518.356,455
519.039,1235
519.332,760
520.428,285
520.453,1125
520.989,10
521.526,475
