df_hash,22ZHK4.PMY16R
424.282,43
425.412,52
426.472,40
427.158,42
428.378,47
429.300,38
430.134,36
431.351,39
432.228,27
433.444,0
434.327,44
435.250,37
436.179,33
437.298,40
438.176,40
439.345,26
440.272,30
441.292,0
442.076,2
443.392,6
444.270,9
445.059,36
446.265,50
447.146,48
448.120,41
449.434,37
450.121,0
450.997,32
452.169,29
453.337,34
454.069,23
455.190,0
456.067,0
456.946,0
458.164,0
459.041,0
459.918,31
461.137,44
462.062,64
463.135,64
464.111,67
464.991,48
466.012,25
467.086,22
468.254,31
468.891,0
470.059,0
471.179,43
472.008,41
473.032,45
473.910,0
474.843,10
476.051,0
476.883,18
478.102,96
478.990,100
479.857,100
480.783,100
482.389,7
482.831,0
483.949,0
484.936,0
485.805,23
486.732,31
487.901,33
