df_hash,22ZHK4.PMY16R
265.545,1.000
265.575,0.998
265.605,1.005
265.635,1.009
265.665,1.009
265.695,1.016
265.725,1.008
265.755,1.001
265.785,1.005
265.815,1.002
265.845,1.007
265.875,1.009
265.905,1.019
265.935,1.017
265.965,1.019
265.995,1.006
266.025,1.006
266.055,1.006
266.085,1.000
266.115,1.009
266.145,1.019
266.175,1.021
266.205,1.023
266.235,1.023
266.265,1.018
266.295,1.007
266.325,1.016
266.355,1.020
266.385,1.004
266.415,1.016
266.445,1.022
266.475,1.016
266.505,1.010
266.535,1.007
266.565,1.006
266.595,1.002
266.625,1.014
266.655,1.025
266.685,1.017
266.715,1.012
266.745,1.017
266.775,1.012
266.805,1.012
266.835,1.016
266.865,1.020
266.895,1.020
266.925,1.015
266.955,1.016
266.985,1.018
267.015,1.018
267.045,1.016
267.075,1.011
267.105,1.018
267.135,1.012
267.165,1.020
267.195,1.019
267.225,1.018
267.255,1.016
267.285,1.018
267.315,1.019
267.345,1.019
267.375,1.017
267.405,1.011
267.435,1.014
267.465,1.017
267.495,1.019
267.525,1.020
267.555,1.021
267.585,1.012
267.615,1.017
267.645,1.011
267.675,1.013
267.705,1.015
267.735,1.019
267.765,1.014
267.795,1.020
267.825,1.021
267.855,1.010
267.885,1.019
267.915,1.020
267.945,1.012
267.975,1.012
268.005,1.019
268.035,1.014
268.065,1.019
268.095,1.014
268.125,1.018
268.155,1.019
268.185,1.010
268.215,1.014
268.245,1.017
268.275,1.019
268.305,1.014
268.335,1.014
268.365,1.019
268.395,1.023
268.425,1.017
268.455,1.018
268.485,1.013
268.515,1.005
268.545,1.017
268.575,1.019
268.605,1.016
268.635,1.019
268.665,1.021
268.695,1.019
268.725,1.015
268.755,1.011
268.785,1.018
268.815,1.016
268.845,1.022
268.875,1.020
268.905,1.020
268.935,1.017
268.965,1.018
268.995,1.014
269.025,1.016
269.055,1.016
269.085,1.022
269.115,1.019
269.145,1.020
269.175,1.007
269.205,1.013
269.235,1.022
269.265,1.026
269.295,1.017
269.325,1.016
269.355,1.021
269.385,1.017
269.415,1.016
269.445,1.010
269.475,1.017
269.505,1.015
269.535,1.018
269.565,1.020
269.595,1.011
269.625,1.013
269.655,1.017
269.685,1.013
269.715,1.013
269.745,1.011
269.775,1.021
269.805,1.018
269.835,1.016
269.865,1.015
269.895,1.015
269.925,1.019
269.955,1.017
269.985,1.010
270.015,1.010
270.045,1.013
270.075,1.016
270.105,1.020
270.135,1.025
270.165,1.018
270.195,1.012
270.225,1.015
270.255,1.023
270.285,1.017
270.315,1.016
270.345,1.015
270.375,1.014
270.405,1.017
270.435,1.017
270.465,1.019
270.495,1.019
270.525,1.013
270.555,1.016
270.585,1.020
270.615,1.022
270.645,1.021
270.675,1.027
270.705,1.021
270.735,1.024
270.765,1.030
270.795,1.032
270.825,1.030
270.855,1.027
270.885,1.036
270.915,1.031
270.945,1.029
270.975,1.034
271.005,1.037
271.035,1.033
271.065,1.033
271.095,1.027
271.125,1.032
271.155,1.038
271.185,1.039
271.215,1.028
271.245,1.027
271.275,1.035
271.305,1.031
271.335,1.027
271.365,1.022
271.395,1.015
271.425,1.006
271.455,1.011
271.485,1.005
271.515,1.004
271.545,1.002
271.575,1.012
271.605,1.019
271.635,1.015
271.665,1.016
271.695,1.004
271.725,0.996
271.755,0.997
271.785,1.002
271.815,0.998
271.845,0.998
271.875,1.001
271.905,1.014
271.935,1.013
271.965,1.007
271.995,1.006
272.025,1.010
272.055,1.002
272.085,1.008
272.115,1.006
272.145,1.014
272.175,1.011
272.205,1.014
272.235,1.014
272.265,1.012
272.295,1.020
272.325,1.006
272.355,1.017
272.385,1.017
272.415,1.029
272.445,1.029
272.475,1.022
272.505,1.020
272.535,1.003
272.565,0.989
272.595,1.014
272.625,1.006
272.655,0.997
272.685,1.002
272.715,1.011
272.745,1.009
272.775,1.008
272.805,1.005
272.835,0.986
272.865,0.994
272.895,0.994
272.925,1.003
272.955,1.005
272.985,1.003
273.015,0.997
273.045,1.003
273.075,1.024
273.105,1.024
273.135,1.045
273.165,1.051
273.195,1.059
273.225,1.072
273.255,1.045
273.285,1.043
273.315,1.046
273.345,1.062
273.375,1.057
273.405,1.060
273.435,1.059
273.465,1.052
273.495,1.046
273.525,1.046
273.555,1.029
273.585,1.021
273.615,1.018
273.645,1.028
273.675,1.039
273.705,1.039
273.735,1.029
273.765,1.040
273.795,1.025
273.825,1.025
273.855,1.032
273.885,1.029
273.915,1.038
273.945,1.042
273.975,1.034
274.005,1.027
274.035,1.026
274.065,1.032
274.095,1.033
274.125,1.022
274.155,1.024
274.185,1.020
274.215,1.023
274.245,1.039
274.275,1.027
274.305,1.023
274.335,1.038
274.365,1.038
274.395,1.024
274.425,1.031
274.455,1.028
274.485,1.028
274.515,1.026
274.545,1.023
274.575,1.021
274.605,1.025
274.635,1.024
274.665,1.026
274.695,1.028
274.725,1.032
274.755,1.028
274.785,1.025
274.815,1.021
274.845,1.026
274.875,1.019
274.905,1.021
274.935,1.028
274.965,1.029
274.995,1.031
275.025,1.018
275.055,1.024
275.085,1.020
275.115,1.016
275.145,1.032
275.175,1.029
275.205,1.023
275.235,1.022
275.265,1.021
275.295,1.021
275.325,1.021
275.355,1.019
275.385,1.027
275.415,1.030
275.445,1.026
275.475,1.026
275.505,1.027
275.535,1.020
275.565,1.023
275.595,1.024
275.625,1.019
275.655,1.025
275.685,1.029
275.715,1.028
275.745,1.032
275.775,1.021
275.805,1.022
275.835,1.022
275.865,1.019
275.895,1.018
275.925,1.021
275.955,1.030
275.985,1.028
276.015,1.026
276.045,1.028
276.075,1.019
276.105,1.022
276.135,1.029
276.165,1.029
276.195,1.021
276.225,1.023
276.255,1.027
276.285,1.019
276.315,1.020
276.345,1.019
276.375,1.025
276.405,1.034
276.435,1.022
276.465,1.022
276.495,1.023
276.525,1.017
276.555,1.021
276.585,1.039
276.615,1.031
276.645,1.027
276.675,1.020
276.705,1.029
276.735,1.023
276.765,1.022
276.795,1.020
276.825,1.020
276.855,1.022
276.885,1.022
276.915,1.022
276.945,1.025
276.975,1.019
277.005,1.029
277.035,1.033
277.065,1.025
277.095,1.027
277.125,1.023
277.155,1.027
277.185,1.018
277.215,1.021
277.245,1.021
277.275,1.015
277.305,1.017
277.335,1.025
277.365,1.034
277.395,1.026
277.425,1.019
277.455,1.018
277.485,1.028
277.515,1.036
277.545,1.033
277.575,1.038
277.605,1.038
277.635,1.047
277.665,1.051
277.695,1.029
277.725,1.037
277.755,1.047
277.785,1.042
277.815,1.047
277.845,1.061
277.875,1.058
277.905,1.055
277.935,1.054
277.965,1.055
277.995,1.047
278.025,1.044
278.055,1.058
278.085,1.045
278.115,1.029
278.145,1.036
278.175,1.037
278.205,1.033
278.235,1.048
278.265,1.047
278.295,1.041
278.325,1.040
278.355,1.042
278.385,1.039
278.415,1.045
278.445,1.037
278.475,1.031
278.505,1.032
278.535,1.044
278.565,1.043
278.595,1.044
278.625,1.044
278.655,1.038
278.685,1.041
278.715,1.047
278.745,1.037
278.775,1.027
278.805,1.035
278.835,1.042
278.865,1.041
278.895,1.041
278.925,1.042
278.955,1.039
278.985,1.034
279.015,1.028
279.045,1.024
279.075,1.039
279.105,1.043
279.135,1.042
279.165,1.052
279.195,1.038
279.225,1.034
279.255,1.031
279.285,1.038
279.315,1.053
279.345,1.043
279.375,1.034
279.405,1.057
279.435,1.049
279.465,1.067
279.495,1.051
279.525,1.042
279.555,1.024
279.585,1.024
279.615,1.036
279.645,1.052
279.675,1.034
279.705,1.038
279.735,1.041
279.765,1.039
279.795,1.051
279.825,1.039
279.855,1.038
279.885,1.039
279.915,1.027
279.945,1.035
279.975,1.037
280.005,1.043
280.035,1.051
280.065,1.040
280.095,1.034
280.125,1.033
280.155,1.033
280.185,1.035
280.215,1.033
280.245,1.029
280.275,1.041
280.305,1.039
280.335,1.041
280.365,1.033
280.395,1.034
280.425,1.034
280.455,1.029
280.485,1.040
280.515,1.036
280.545,1.036
280.575,1.038
280.605,1.044
280.635,1.035
280.665,1.033
280.695,1.045
280.725,1.038
280.755,1.042
280.785,1.043
280.815,1.032
280.845,1.031
280.875,1.031
280.905,1.040
280.935,1.029
280.965,1.033
280.995,1.041
281.025,1.048
281.055,1.035
281.085,1.039
281.115,1.036
281.145,1.032
281.175,1.027
281.205,1.033
281.235,1.034
281.265,1.028
281.295,1.038
281.325,1.042
281.355,1.031
281.385,1.031
281.415,1.034
281.445,1.033
281.475,1.044
281.505,1.038
281.535,1.031
281.565,1.030
281.595,1.044
281.625,1.040
281.655,1.033
281.685,1.037
281.715,1.039
281.745,1.030
281.775,1.045
281.805,1.027
281.835,1.033
281.865,1.046
281.895,1.040
281.925,1.039
281.955,1.042
281.985,1.039
282.015,1.026
282.045,1.031
282.075,1.040
282.105,1.034
282.135,1.031
282.165,1.042
282.195,1.036
282.225,1.035
282.255,1.038
282.285,1.034
282.315,1.042
282.345,1.033
282.375,1.029
282.405,1.037
282.435,1.040
282.465,1.039
282.495,1.045
282.525,1.042
282.555,1.034
282.585,1.035
282.615,1.038
282.645,1.040
282.675,1.033
282.705,1.031
282.735,1.041
282.765,1.037
282.795,1.036
282.825,1.041
282.855,1.031
282.885,1.031
282.915,1.034
282.945,1.052
282.975,1.049
283.005,1.043
283.035,1.048
283.065,1.044
283.095,1.041
283.125,1.039
283.155,1.035
283.185,1.033
283.215,1.041
283.245,1.050
283.275,1.044
283.305,1.045
283.335,1.040
283.365,1.038
283.395,1.029
283.425,1.021
283.455,1.025
283.485,1.028
283.515,1.019
283.545,1.034
283.575,1.039
283.605,1.036
283.635,1.032
283.665,1.029
283.695,1.039
283.725,1.033
283.755,1.032
283.785,1.034
283.815,1.034
283.845,1.034
283.875,1.035
283.905,1.046
283.935,1.045
283.965,1.031
283.995,1.034
284.025,1.033
284.055,1.036
284.085,1.036
284.115,1.027
284.145,1.053
284.175,1.060
284.205,1.062
284.235,1.094
284.265,1.098
284.295,1.090
284.325,1.093
284.355,1.084
284.385,1.050
284.415,1.027
284.445,1.008
284.475,0.998
284.505,0.994
284.535,1.004
284.565,1.002
284.595,1.013
284.625,1.033
284.655,1.042
284.685,1.042
284.715,1.030
284.745,1.021
284.775,1.019
284.805,1.030
284.835,1.014
284.865,1.003
284.895,1.019
284.925,1.026
284.955,1.023
284.985,1.042
285.015,1.045
285.045,1.037
285.075,1.027
285.105,1.041
285.135,1.037
285.165,1.015
285.195,1.014
285.225,1.008
285.255,1.008
285.285,0.999
285.315,1.010
285.345,1.008
285.375,0.987
285.405,1.022
285.435,1.027
285.465,1.021
285.495,1.049
285.525,1.057
285.555,1.057
285.585,1.052
285.615,1.054
285.645,1.062
285.675,1.055
285.705,1.054
285.735,1.065
285.765,1.047
285.795,1.040
285.825,1.053
285.855,1.055
285.885,1.046
285.915,1.060
285.945,1.056
285.975,1.039
286.005,1.048
286.035,1.040
286.065,1.023
286.095,1.036
286.125,1.043
286.155,1.032
286.185,1.039
286.215,1.039
286.245,1.034
286.275,1.043
286.305,1.044
286.335,1.027
286.365,1.025
286.395,1.037
286.425,1.031
286.455,1.019
286.485,1.035
286.515,1.036
286.545,1.037
286.575,1.049
286.605,1.039
286.635,1.030
286.665,1.028
286.695,1.033
286.725,1.033
286.755,1.034
286.785,1.029
286.815,1.038
286.845,1.029
286.875,1.026
286.905,1.027
286.935,1.036
286.965,1.037
286.995,1.038
287.025,1.036
287.055,1.038
287.085,1.044
287.115,1.045
287.145,1.035
287.175,1.032
287.205,1.033
287.235,1.030
287.265,1.035
287.295,1.040
287.325,1.034
287.355,1.039
287.385,1.044
287.415,1.035
287.445,1.038
287.475,1.027
287.505,1.026
287.535,1.034
287.565,1.034
287.595,1.033
287.625,1.034
287.655,1.044
287.685,1.044
287.715,1.029
287.745,1.036
287.775,1.038
287.805,1.028
287.835,1.030
287.865,1.034
287.895,1.031
287.925,1.036
287.955,1.034
287.985,1.038
288.015,1.038
288.045,1.038
288.075,1.021
288.105,1.027
288.135,1.045
288.165,1.031
288.195,1.031
288.225,1.040
288.255,1.031
288.285,1.031
288.315,1.031
288.345,1.030
288.375,1.030
288.405,1.033
288.435,1.043
288.465,1.035
288.495,1.030
288.525,1.033
288.555,1.032
288.585,1.025
288.615,1.028
288.645,1.024
288.675,1.037
288.705,1.051
288.735,1.039
288.765,1.044
288.795,1.052
288.825,1.039
288.855,1.034
288.885,1.038
288.915,1.040
288.945,1.035
288.975,1.029
289.005,1.029
289.035,1.032
289.065,1.039
289.095,1.040
289.125,1.034
289.155,1.037
289.185,1.027
289.215,1.020
289.245,1.029
289.275,1.035
289.305,1.021
289.335,1.029
289.365,1.040
289.395,1.050
289.425,1.042
289.455,1.055
289.485,1.062
289.515,1.042
289.545,1.033
289.575,1.022
289.605,1.022
289.635,1.029
289.665,1.022
289.695,1.029
289.725,1.050
289.755,1.044
289.785,1.054
289.815,1.038
289.845,1.035
289.875,1.036
289.905,1.022
289.935,1.051
289.965,1.027
289.995,1.042
290.025,1.029
290.055,1.051
290.085,1.095
290.115,1.019
290.145,1.036
290.175,1.034
290.205,1.112
290.235,1.068
290.265,1.079
290.295,1.065
290.325,1.068
290.355,1.040
290.385,1.047
290.415,1.049
290.445,1.035
290.475,1.065
290.505,1.041
290.535,1.050
290.565,1.052
290.595,1.054
290.625,1.053
290.655,1.037
290.685,1.049
290.715,1.077
290.745,1.100
290.775,1.024
290.805,1.012
290.835,1.055
290.865,1.044
290.895,1.033
290.925,1.022
290.955,1.020
290.985,1.001
291.015,1.023
291.045,1.031
291.075,1.003
291.105,1.021
291.135,1.020
291.165,1.011
291.195,1.015
291.225,1.023
291.255,1.031
291.285,1.020
291.315,1.033
291.345,1.007
291.375,1.023
291.405,1.028
291.435,1.034
291.465,1.043
291.495,1.031
291.525,1.031
291.555,1.033
291.585,1.029
291.615,1.031
291.645,1.054
291.675,1.025
291.705,1.047
291.735,1.046
291.765,1.037
291.795,1.038
291.825,1.034
291.855,1.022
291.885,1.040
291.915,1.032
291.945,1.030
291.975,1.029
292.005,1.028
292.035,1.023
292.065,1.031
292.095,1.019
292.125,1.019
292.155,1.026
292.185,1.022
292.215,1.017
292.245,1.014
292.275,1.018
292.305,1.029
292.335,1.036
292.365,1.049
292.395,1.056
292.425,1.075
292.455,1.054
292.485,1.041
292.515,1.018
292.545,1.021
292.575,1.011
292.605,1.026
292.635,1.027
292.665,1.045
292.695,1.034
292.725,1.012
292.755,1.033
292.785,1.028
292.815,1.017
292.845,1.027
292.875,1.022
292.905,1.004
292.935,1.012
292.965,1.015
292.995,1.013
293.025,1.016
293.055,1.017
293.085,1.014
293.115,1.023
293.145,1.032
293.175,1.021
293.205,1.023
293.235,1.032
293.265,1.018
293.295,0.999
293.325,1.017
293.355,1.021
293.385,1.015
293.415,1.021
293.445,1.030
293.475,1.029
293.505,1.024
293.535,1.029
293.565,1.026
293.595,1.013
293.625,1.026
293.655,1.027
293.685,1.022
293.715,1.024
293.745,1.037
293.775,1.025
293.805,1.032
293.835,1.042
293.865,1.033
293.895,1.020
293.925,1.015
293.955,1.019
293.985,1.018
294.015,1.019
294.045,1.024
294.075,1.025
294.105,1.021
294.135,1.028
294.165,1.032
294.195,1.022
294.225,1.029
294.255,1.023
294.285,1.019
294.315,1.023
294.345,1.032
294.375,1.035
294.405,1.026
294.435,1.021
294.465,1.032
294.495,1.029
294.525,1.031
294.555,1.019
294.585,1.023
294.615,1.026
294.645,1.017
294.675,1.025
294.705,1.036
294.735,1.031
294.765,1.026
294.795,1.030
294.825,1.005
294.855,1.012
294.885,1.023
294.915,1.030
294.945,1.027
294.975,1.021
295.005,1.015
295.035,1.015
295.065,1.037
295.095,1.021
295.125,1.008
295.155,1.010
295.185,1.012
295.215,1.003
295.245,1.035
295.275,1.031
295.305,1.031
295.335,1.043
295.365,1.041
295.395,1.034
295.425,1.039
295.455,1.043
295.485,1.038
295.515,1.035
295.545,1.051
295.575,1.046
295.605,1.029
295.635,1.042
295.665,1.053
295.695,1.050
295.725,1.054
295.755,1.052
295.785,1.044
295.815,1.046
295.845,1.049
295.875,1.057
295.905,1.054
295.935,1.048
295.965,1.049
295.995,1.039
296.025,1.044
296.055,1.048
296.085,1.048
296.115,1.048
296.145,1.049
296.175,1.044
296.205,1.043
296.235,1.051
296.265,1.039
296.295,1.033
296.325,1.044
296.355,1.043
296.385,1.047
296.415,1.042
296.445,1.042
296.475,1.044
296.505,1.040
296.535,1.047
296.565,1.047
296.595,1.043
296.625,1.048
296.655,1.038
296.685,1.037
296.715,1.048
296.745,1.048
296.775,1.048
296.805,1.051
296.835,1.052
296.865,1.050
296.895,1.058
296.925,1.046
296.955,1.042
296.985,1.048
297.015,1.041
297.045,1.041
297.075,1.048
297.105,1.039
297.135,1.041
297.165,1.056
297.195,1.050
297.225,1.045
297.255,1.051
297.285,1.037
297.315,1.040
297.345,1.047
297.375,1.042
297.405,1.043
297.435,1.048
297.465,1.039
297.495,1.040
297.525,1.045
297.555,1.057
297.585,1.055
297.615,1.063
297.645,1.060
297.675,1.049
297.705,1.037
297.735,1.049
297.765,1.048
297.795,1.041
297.825,1.046
297.855,1.054
297.885,1.050
297.915,1.047
297.945,1.051
297.975,1.053
298.005,1.043
298.035,1.045
298.065,1.040
298.095,1.048
298.125,1.049
298.155,1.052
298.185,1.051
298.215,1.053
298.245,1.046
298.275,1.050
298.305,1.048
298.335,1.043
298.365,1.049
298.395,1.058
298.425,1.050
298.455,1.042
298.485,1.043
298.515,1.042
298.545,1.048
298.575,1.053
298.605,1.041
298.635,1.044
298.665,1.053
298.695,1.055
298.725,1.054
298.755,1.059
298.785,1.056
298.815,1.048
298.845,1.055
298.875,1.053
298.905,1.049
298.935,1.049
298.965,1.055
298.995,1.050
299.025,1.043
299.055,1.036
299.085,1.033
299.115,1.022
299.145,1.006
299.175,1.025
299.205,1.023
299.235,1.014
299.265,1.019
299.295,1.036
299.325,1.021
299.355,1.010
299.385,1.001
299.415,1.008
299.445,1.018
299.475,1.008
299.505,1.021
299.535,1.041
299.565,1.063
299.595,1.065
299.625,1.067
299.655,1.090
299.685,1.103
299.715,1.092
299.745,1.063
299.775,1.084
299.805,1.106
299.835,1.091
299.865,1.077
299.895,1.095
299.925,1.072
299.955,1.085
299.985,1.109
300.015,1.113
300.045,1.110
300.075,1.102
300.105,1.088
300.135,1.092
300.165,1.097
300.195,1.109
300.225,1.107
300.255,1.092
300.285,1.072
300.315,1.066
300.345,1.091
300.375,1.078
300.405,1.070
300.435,1.090
300.465,1.073
300.495,1.087
300.525,1.096
300.555,1.114
300.585,1.124
300.615,1.128
300.645,1.124
300.675,1.134
300.705,1.144
300.735,1.144
300.765,1.137
300.795,1.129
300.825,1.123
300.855,1.115
300.885,1.105
300.915,1.085
300.945,1.083
300.975,1.078
301.005,1.063
301.035,1.081
301.065,1.061
301.095,1.030
301.125,1.043
301.155,1.058
301.185,1.033
301.215,1.057
301.245,1.052
301.275,1.032
301.305,1.030
301.335,1.021
301.365,1.026
301.395,1.005
301.425,1.020
301.455,1.027
301.485,1.025
301.515,1.023
301.545,0.997
301.575,1.036
301.605,1.021
301.635,0.997
301.665,1.042
301.695,1.032
301.725,1.014
301.755,1.026
301.785,1.011
301.815,1.019
301.845,1.039
301.875,1.025
301.905,1.045
301.935,1.033
301.965,1.029
301.995,1.044
302.025,1.068
302.055,1.028
302.085,1.008
302.115,0.981
302.145,1.021
302.175,0.979
302.205,1.038
302.235,1.032
302.265,1.021
302.295,1.023
302.325,1.035
302.355,1.030
302.385,1.021
302.415,1.016
302.445,1.035
302.475,1.032
302.505,1.012
302.535,1.025
302.565,1.036
302.595,1.016
302.625,1.016
302.655,1.033
302.685,1.032
302.715,1.028
302.745,1.016
302.775,1.038
302.805,1.016
302.835,1.025
302.865,1.020
302.895,1.024
302.925,1.021
302.955,1.014
302.985,1.025
303.015,1.019
303.045,0.999
303.075,1.018
303.105,1.046
303.135,1.025
303.165,1.010
303.195,1.019
303.225,1.023
303.255,1.011
303.285,1.017
303.315,1.011
303.345,1.007
303.375,0.994
303.405,1.007
303.435,1.019
303.465,1.021
303.495,1.012
303.525,1.020
303.555,1.021
303.585,1.018
303.615,1.023
303.645,1.024
303.675,1.034
303.705,1.016
303.735,1.010
303.765,1.021
303.795,1.022
303.825,1.018
303.855,1.025
303.885,1.021
303.915,1.012
303.945,1.013
303.975,1.015
304.005,1.012
304.035,1.003
304.065,0.997
304.095,1.002
304.125,1.013
304.155,1.009
304.185,1.010
304.215,1.017
304.245,1.021
304.275,1.012
304.305,1.006
304.335,1.006
304.365,0.998
304.395,1.008
304.425,1.004
304.455,1.007
304.485,1.007
304.515,1.002
304.545,1.003
304.575,1.000
304.605,0.997
304.635,1.000
304.665,1.003
304.695,1.004
304.725,1.009
304.755,1.000
304.785,0.996
304.815,1.008
304.845,1.010
304.875,1.003
304.905,1.003
304.935,1.001
304.965,1.009
304.995,1.004
305.025,1.002
305.055,1.007
305.085,1.005
305.115,1.004
305.145,1.000
305.175,1.000
305.205,1.009
305.235,1.005
305.265,0.997
305.295,1.004
305.325,1.007
305.355,0.999
305.385,0.999
305.415,1.003
305.445,1.003
305.475,1.007
305.505,1.002
305.535,0.999
305.565,1.001
305.595,1.009
305.625,1.005
305.655,0.999
305.685,1.006
305.715,1.004
305.745,1.003
305.775,1.002
305.805,0.997
305.835,0.999
305.865,1.005
305.895,1.008
305.925,0.995
305.955,0.993
305.985,1.006
306.015,1.008
306.045,1.007
306.075,1.007
306.105,1.002
306.135,1.005
306.165,1.007
306.195,1.000
306.225,0.997
306.255,1.009
306.285,1.010
306.315,0.998
306.345,1.001
306.375,1.004
306.405,1.006
306.435,1.005
306.465,1.001
306.495,1.000
306.525,0.999
306.555,1.003
306.585,1.006
306.615,1.002
306.645,1.004
306.675,1.004
306.705,0.999
306.735,1.000
306.765,0.993
306.795,1.002
306.825,1.003
306.855,1.002
306.885,1.002
306.915,1.007
306.945,1.013
306.975,1.008
307.005,0.995
307.035,1.000
307.065,1.001
307.095,0.998
307.125,1.003
307.155,1.003
307.185,1.006
307.215,1.000
307.245,0.998
307.275,0.999
307.305,1.004
307.335,1.001
307.365,0.998
307.395,0.997
307.425,1.004
307.455,0.999
307.485,1.010
307.515,1.017
307.545,1.006
307.575,1.001
307.605,0.993
307.635,0.997
307.665,1.004
307.695,0.993
307.725,0.997
307.755,1.010
307.785,0.996
307.815,1.002
307.845,0.994
307.875,0.996
307.905,1.000
307.935,1.019
307.965,1.009
307.995,1.001
308.025,1.002
308.055,1.000
308.085,0.995
308.115,0.994
308.145,1.003
308.175,1.006
308.205,0.999
308.235,1.005
308.265,1.019
308.295,1.003
308.325,0.999
308.355,1.001
308.385,0.999
308.415,0.997
308.445,1.003
308.475,1.001
308.505,1.003
308.535,1.004
308.565,0.994
308.595,1.002
308.625,1.002
308.655,1.003
308.685,1.011
308.715,1.023
308.745,1.032
308.775,1.010
308.805,1.000
308.835,0.993
308.865,0.998
308.895,0.998
308.925,1.005
308.955,0.997
308.985,0.990
309.015,0.991
309.045,1.005
309.075,1.018
309.105,1.007
309.135,0.991
309.165,1.004
309.195,0.993
309.225,1.002
309.255,1.011
309.285,1.009
309.315,1.011
309.345,0.994
309.375,1.003
309.405,1.018
309.435,1.017
309.465,0.983
309.495,0.979
309.525,0.961
309.555,0.963
309.585,0.959
309.615,0.948
309.645,0.955
309.675,0.973
309.705,0.974
309.735,1.004
309.765,1.025
309.795,1.028
309.825,1.030
309.855,1.027
309.885,1.020
309.915,0.986
309.945,0.980
309.975,0.994
310.005,0.966
310.035,1.003
310.065,1.012
310.095,1.003
310.125,1.021
310.155,1.027
310.185,1.000
310.215,1.003
310.245,1.011
310.275,1.001
310.305,1.018
310.335,1.011
310.365,0.996
310.395,0.999
310.425,1.024
310.455,1.014
310.485,1.010
310.515,1.015
310.545,0.999
310.575,1.001
310.605,0.996
310.635,1.013
310.665,1.005
310.695,1.009
310.725,1.007
310.755,1.009
310.785,1.022
310.815,1.027
310.845,1.007
310.875,0.993
310.905,0.996
310.935,0.981
310.965,0.988
310.995,0.988
311.025,0.985
311.055,0.993
311.085,0.999
311.115,1.014
311.145,1.017
311.175,1.023
311.205,1.035
311.235,1.044
311.265,1.048
311.295,1.062
311.325,1.057
311.355,1.036
311.385,1.031
311.415,1.014
311.445,1.020
311.475,1.018
311.505,1.010
311.535,1.002
311.565,1.009
311.595,1.005
311.625,1.007
311.655,1.002
311.685,0.990
311.715,1.021
311.745,1.010
311.775,0.999
311.805,1.002
311.835,0.998
311.865,0.968
311.895,0.965
311.925,0.970
311.955,0.964
311.985,1.023
312.015,1.017
312.045,0.990
312.075,0.977
312.105,1.017
312.135,0.996
312.165,0.989
312.195,0.975
312.225,0.952
312.255,0.988
312.285,1.026
312.315,1.028
312.345,1.018
312.375,1.050
312.405,1.073
312.435,1.023
312.465,1.038
312.495,1.050
312.525,1.047
312.555,1.020
312.585,1.030
312.615,1.024
312.645,0.944
312.675,0.959
312.705,0.938
312.735,1.044
312.765,1.115
312.795,1.142
312.825,1.108
312.855,1.048
312.885,1.086
312.915,1.058
312.945,1.058
312.975,1.017
313.005,1.026
313.035,1.012
313.065,1.038
313.095,1.075
313.125,1.082
313.155,1.068
313.185,1.007
313.215,1.014
313.245,1.013
313.275,1.013
313.305,1.048
313.335,1.076
313.365,1.067
313.395,1.058
313.425,1.078
313.455,1.036
313.485,1.096
313.515,1.009
313.545,0.990
313.575,1.062
313.605,0.962
313.635,1.002
313.665,0.996
313.695,0.998
313.725,0.991
313.755,1.012
313.785,1.018
313.815,1.005
313.845,1.027
313.875,1.010
313.905,1.005
313.935,1.009
313.965,1.016
313.995,1.019
314.025,1.010
314.055,0.993
314.085,1.035
314.115,1.027
314.145,1.012
314.175,1.015
314.205,1.024
314.235,1.021
314.265,1.028
314.295,1.021
314.325,1.021
314.355,1.037
314.385,1.022
314.415,1.015
314.445,1.025
314.475,1.036
314.505,1.028
314.535,1.015
314.565,1.028
314.595,1.026
314.625,1.014
314.655,1.022
314.685,1.010
314.715,1.006
314.745,1.009
314.775,1.004
314.805,0.999
314.835,0.998
314.865,0.994
314.895,0.996
314.925,0.991
314.955,0.982
314.985,1.000
315.015,1.008
315.045,0.996
315.075,1.000
315.105,0.994
315.135,0.992
315.165,0.999
315.195,0.996
315.225,0.985
315.255,0.989
315.285,0.997
315.315,0.979
315.345,0.980
315.375,0.989
315.405,0.982
315.435,0.987
315.465,0.992
315.495,1.003
315.525,1.006
315.555,0.997
315.585,0.991
315.615,0.989
315.645,0.991
315.675,0.991
315.705,1.004
315.735,1.006
315.765,0.998
315.795,0.989
315.825,0.989
315.855,1.000
315.885,1.003
315.915,1.001
315.945,0.998
315.975,0.997
316.005,0.989
316.035,0.990
316.065,0.987
316.095,0.993
316.125,0.992
316.155,0.995
316.185,0.998
316.215,0.999
316.245,0.982
316.275,0.991
316.305,0.999
316.335,0.989
316.365,0.981
316.395,0.987
316.425,0.989
316.455,0.996
316.485,0.992
316.515,0.984
316.545,0.987
316.575,0.990
316.605,0.993
316.635,1.002
316.665,0.996
316.695,0.995
316.725,0.990
316.755,0.994
316.785,0.988
316.815,0.985
316.845,0.994
316.875,0.983
316.905,0.986
316.935,0.987
316.965,0.988
316.995,0.995
317.025,1.001
317.055,0.982
317.085,0.978
317.115,0.991
317.145,0.982
317.175,0.986
317.205,0.984
317.235,0.978
317.265,0.986
317.295,0.994
317.325,0.971
317.355,0.988
317.385,0.985
317.415,0.982
317.445,0.991
317.475,0.988
317.505,0.982
317.535,0.984
317.565,0.994
317.595,0.992
317.625,0.988
317.655,0.991
317.685,0.987
317.715,0.981
317.745,0.991
317.775,0.987
317.805,0.988
317.835,0.991
317.865,0.989
317.895,0.986
317.925,0.993
