df_hash,22ZHK4.PMY16R
14.565,1.043
14.595,1.053
14.625,1.044
14.655,1.047
14.685,1.047
14.715,1.045
14.745,1.050
14.775,1.043
14.805,1.046
14.835,1.047
14.865,1.054
14.895,1.050
14.925,1.052
14.955,1.044
14.985,1.045
15.015,1.043
15.045,1.044
15.075,1.052
15.105,1.044
15.135,1.043
15.165,1.048
15.195,1.051
15.225,1.043
15.255,1.046
15.285,1.050
15.315,1.048
15.345,1.043
15.375,1.050
15.405,1.050
15.435,1.052
15.465,1.053
15.495,1.048
15.525,1.043
15.555,1.046
15.585,1.043
15.615,1.049
15.645,1.047
15.675,1.047
15.705,1.042
15.735,1.046
15.765,1.044
15.795,1.052
15.825,1.048
15.855,1.047
15.885,1.047
15.915,1.039
15.945,1.043
15.975,1.046
16.005,1.045
16.035,1.050
16.065,1.045
16.095,1.052
16.125,1.049
16.155,1.051
16.185,1.047
16.215,1.046
16.245,1.047
16.275,1.050
16.305,1.049
16.335,1.046
16.365,1.043
16.395,1.047
16.425,1.049
16.455,1.049
16.485,1.047
16.515,1.049
16.545,1.048
16.575,1.048
16.605,1.050
16.635,1.039
16.665,1.050
16.695,1.048
16.725,1.041
16.755,1.042
16.785,1.048
16.815,1.051
16.845,1.052
16.875,1.050
16.905,1.049
16.935,1.043
16.965,1.049
16.995,1.052
17.025,1.042
17.055,1.042
17.085,1.041
17.115,1.041
17.145,1.047
17.175,1.053
17.205,1.053
17.235,1.047
17.265,1.051
17.295,1.045
17.325,1.043
17.355,1.050
17.385,1.053
17.415,1.045
17.445,1.039
17.475,1.049
17.505,1.044
17.535,1.049
17.565,1.054
17.595,1.045
17.625,1.043
17.655,1.044
17.685,1.048
17.715,1.042
17.745,1.048
17.775,1.051
17.805,1.048
17.835,1.042
17.865,1.046
17.895,1.045
17.925,1.043
17.955,1.049
17.985,1.051
18.015,1.044
18.045,1.045
18.075,1.046
18.105,1.044
18.135,1.050
18.165,1.049
18.195,1.049
18.225,1.049
18.255,1.042
18.285,1.043
18.315,1.044
18.345,1.043
18.375,1.046
18.405,1.053
18.435,1.048
18.465,1.045
18.495,1.046
18.525,1.049
18.555,1.042
18.585,1.051
18.615,1.048
18.645,1.043
18.675,1.046
18.705,1.049
18.735,1.045
18.765,1.050
18.795,1.050
18.825,1.049
18.855,1.047
18.885,1.046
18.915,1.047
18.945,1.046
18.975,1.048
19.005,1.047
19.035,1.045
19.065,1.046
19.095,1.040
19.125,1.052
19.155,1.047
19.185,1.047
19.215,1.049
19.245,1.046
19.275,1.046
19.305,1.046
19.335,1.052
19.365,1.040
19.395,1.040
19.425,1.048
19.455,1.049
19.485,1.047
19.515,1.050
19.545,1.043
19.575,1.042
19.605,1.044
19.635,1.046
19.665,1.043
19.695,1.048
19.725,1.048
19.755,1.047
19.785,1.052
19.815,1.051
19.845,1.046
19.875,1.043
19.905,1.044
19.935,1.050
19.965,1.062
19.995,1.066
20.025,1.045
20.055,1.051
20.085,1.047
20.115,1.036
20.145,1.042
20.175,1.047
20.205,1.050
20.235,1.048
20.265,1.042
20.295,1.048
20.325,1.047
20.355,1.046
20.385,1.048
20.415,1.052
20.445,1.046
20.475,1.046
20.505,1.042
20.535,1.050
20.565,1.054
20.595,1.048
20.625,1.047
20.655,1.043
20.685,1.045
20.715,1.047
20.745,1.043
20.775,1.054
20.805,1.046
20.835,1.045
20.865,1.045
20.895,1.052
20.925,1.043
20.955,1.044
20.985,1.049
21.015,1.048
21.045,1.048
21.075,1.042
21.105,1.046
21.135,1.044
21.165,1.048
21.195,1.046
21.225,1.047
21.255,1.046
21.285,1.048
21.315,1.048
21.345,1.047
21.375,1.050
21.405,1.046
21.435,1.047
21.465,1.043
21.495,1.044
21.525,1.044
21.555,1.048
21.585,1.049
21.615,1.048
21.645,1.048
21.675,1.042
21.705,1.042
21.735,1.050
21.765,1.041
21.795,1.051
21.825,1.052
21.855,1.044
21.885,1.047
21.915,1.047
21.945,1.043
21.975,1.044
22.005,1.047
22.035,1.046
22.065,1.043
22.095,1.049
22.125,1.050
22.155,1.046
22.185,1.049
22.215,1.048
22.245,1.049
22.275,1.040
22.305,1.043
22.335,1.040
22.365,1.047
22.395,1.047
22.425,1.045
22.455,1.049
22.485,1.051
22.515,1.044
22.545,1.045
22.575,1.046
22.605,1.041
22.635,1.044
22.665,1.051
22.695,1.051
22.725,1.048
22.755,1.046
22.785,1.046
22.815,1.043
22.845,1.051
22.875,1.046
22.905,1.040
22.935,1.043
22.965,1.051
22.995,1.054
23.025,1.055
23.055,1.056
23.085,1.042
23.115,1.041
23.145,1.042
23.175,1.048
23.205,1.049
23.235,1.049
23.265,1.051
23.295,1.046
23.325,1.047
23.355,1.052
23.385,1.041
23.415,1.055
23.445,1.053
23.475,1.048
23.505,1.050
23.535,1.042
23.565,1.044
23.595,1.048
23.625,1.049
23.655,1.049
23.685,1.045
23.715,1.047
23.745,1.053
23.775,1.049
23.805,1.050
23.835,1.048
23.865,1.055
23.895,1.045
23.925,1.044
23.955,1.044
23.985,1.044
24.015,1.046
24.045,1.054
24.075,1.047
24.105,1.042
24.135,1.043
24.165,1.054
24.195,1.045
24.225,1.052
24.255,1.052
24.285,1.044
24.315,1.048
24.345,1.044
24.375,1.047
24.405,1.048
24.435,1.049
24.465,1.046
24.495,1.044
24.525,1.045
24.555,1.050
24.585,1.047
24.615,1.042
24.645,1.046
24.675,1.052
24.705,1.044
24.735,1.050
24.765,1.046
24.795,1.049
24.825,1.044
24.855,1.047
24.885,1.050
24.915,1.051
24.945,1.044
24.975,1.045
25.005,1.041
25.035,1.041
25.065,1.046
25.095,1.054
25.125,1.048
25.155,1.047
25.185,1.047
25.215,1.048
25.245,1.047
25.275,1.048
25.305,1.049
25.335,1.053
25.365,1.051
25.395,1.045
25.425,1.047
25.455,1.051
25.485,1.049
25.515,1.048
25.545,1.047
25.575,1.041
25.605,1.038
25.635,1.042
25.665,1.052
25.695,1.046
25.725,1.041
25.755,1.045
25.785,1.048
25.815,1.049
25.845,1.047
25.875,1.047
25.905,1.046
25.935,1.041
25.965,1.047
25.995,1.049
26.025,1.047
26.055,1.044
26.085,1.049
26.115,1.047
26.145,1.049
26.175,1.051
26.205,1.050
26.235,1.044
26.265,1.049
26.295,1.047
26.325,1.046
26.355,1.046
26.385,1.049
26.415,1.052
26.445,1.047
26.475,1.042
26.505,1.044
26.535,1.049
26.565,1.046
26.595,1.048
26.625,1.048
26.655,1.042
26.685,1.042
26.715,1.047
26.745,1.041
26.775,1.044
26.805,1.053
26.835,1.048
26.865,1.048
26.895,1.047
26.925,1.046
26.955,1.047
26.985,1.047
27.015,1.046
27.045,1.045
27.075,1.047
27.105,1.045
27.135,1.046
27.165,1.050
27.195,1.046
27.225,1.044
27.255,1.048
27.285,1.050
27.315,1.055
27.345,1.046
27.375,1.049
27.405,1.041
27.435,1.046
27.465,1.051
27.495,1.048
27.525,1.047
27.555,1.045
27.585,1.043
27.615,1.052
27.645,1.049
27.675,1.049
27.705,1.050
27.735,1.040
27.765,1.041
27.795,1.043
27.825,1.043
27.855,1.044
27.885,1.053
27.915,1.047
27.945,1.046
27.975,1.045
28.005,1.047
28.035,1.048
28.065,1.046
28.095,1.049
28.125,1.047
28.155,1.049
28.185,1.050
28.215,1.051
28.245,1.042
28.275,1.047
28.305,1.046
28.335,1.048
28.365,1.043
28.395,1.046
28.425,1.047
28.455,1.049
28.485,1.046
28.515,1.051
28.545,1.048
28.575,1.044
28.605,1.051
28.635,1.052
28.665,1.045
28.695,1.043
28.725,1.041
28.755,1.048
28.785,1.051
28.815,1.052
28.845,1.051
28.875,1.048
28.905,1.044
28.935,1.048
28.965,1.049
28.995,1.044
29.025,1.045
29.055,1.046
29.085,1.050
29.115,1.046
29.145,1.044
29.175,1.050
29.205,1.048
29.235,1.047
29.265,1.051
29.295,1.045
29.325,1.048
29.355,1.046
29.385,1.047
29.415,1.041
29.445,1.046
29.475,1.049
29.505,1.046
29.535,1.045
29.565,1.044
29.595,1.046
29.625,1.046
29.655,1.047
29.685,1.050
29.715,1.050
29.745,1.049
29.775,1.049
29.805,1.049
29.835,1.046
29.865,1.046
29.895,1.045
29.925,1.048
29.955,1.047
29.985,1.050
30.015,1.047
30.045,1.050
30.075,1.040
30.105,1.053
30.135,1.046
30.165,1.050
30.195,1.049
30.225,1.047
30.255,1.045
30.285,1.045
30.315,1.044
30.345,1.047
30.375,1.043
30.405,1.051
30.435,1.050
30.465,1.048
30.495,1.046
30.525,1.046
30.555,1.044
30.585,1.047
30.615,1.047
30.645,1.057
30.675,1.047
30.705,1.045
30.735,1.050
30.765,1.048
30.795,1.045
30.825,1.043
30.855,1.045
30.885,1.045
30.915,1.053
30.945,1.055
30.975,1.043
31.005,1.048
31.035,1.048
31.065,1.046
31.095,1.045
31.125,1.047
31.155,1.045
31.185,1.048
31.215,1.051
31.245,1.050
31.275,1.043
31.305,1.048
31.335,1.052
31.365,1.049
31.395,1.047
31.425,1.044
31.455,1.044
31.485,1.044
31.515,1.048
31.545,1.050
31.575,1.048
31.605,1.045
31.635,1.050
31.665,1.044
31.695,1.050
31.725,1.048
31.755,1.044
31.785,1.051
31.815,1.043
31.845,1.049
31.875,1.042
31.905,1.050
31.935,1.042
31.965,1.044
31.995,1.048
32.025,1.045
32.055,1.042
32.085,1.044
32.115,1.049
32.145,1.050
32.175,1.042
32.205,1.048
32.235,1.049
32.265,1.049
32.295,1.045
32.325,1.043
32.355,1.044
32.385,1.045
32.415,1.048
32.445,1.046
32.475,1.045
32.505,1.047
32.535,1.049
32.565,1.053
32.595,1.050
32.625,1.046
32.655,1.048
32.685,1.047
32.715,1.044
32.745,1.046
32.775,1.053
32.805,1.041
32.835,1.045
32.865,1.048
32.895,1.048
32.925,1.046
32.955,1.052
32.985,1.042
33.015,1.046
33.045,1.043
33.075,1.055
33.105,1.046
33.135,1.040
33.165,1.048
33.195,1.050
33.225,1.047
33.255,1.047
33.285,1.046
33.315,1.044
33.345,1.046
33.375,1.049
33.405,1.048
33.435,1.048
33.465,1.046
33.495,1.050
33.525,1.051
33.555,1.050
33.585,1.046
33.615,1.048
33.645,1.049
33.675,1.048
33.705,1.044
33.735,1.050
33.765,1.045
33.795,1.049
33.825,1.047
33.855,1.045
33.885,1.049
33.915,1.053
33.945,1.050
33.975,1.047
34.005,1.043
34.035,1.043
34.065,1.046
34.095,1.048
34.125,1.051
34.155,1.053
34.185,1.045
34.215,1.046
34.245,1.046
34.275,1.046
34.305,1.050
34.335,1.049
34.365,1.046
34.395,1.047
34.425,1.044
34.455,1.046
34.485,1.046
34.515,1.044
34.545,1.046
34.575,1.047
34.605,1.048
34.635,1.049
34.665,1.047
34.695,1.052
34.725,1.045
34.755,1.048
34.785,1.048
34.815,1.054
34.845,1.050
34.875,1.047
34.905,1.043
34.935,1.051
34.965,1.043
34.995,1.047
35.025,1.051
35.055,1.046
35.085,1.046
35.115,1.045
35.145,1.045
35.175,1.047
35.205,1.048
35.235,1.049
35.265,1.045
35.295,1.048
35.325,1.048
35.355,1.049
35.385,1.049
35.415,1.049
35.445,1.049
35.475,1.046
35.505,1.044
35.535,1.048
35.565,1.051
35.595,1.043
35.625,1.042
35.655,1.044
35.685,1.050
35.715,1.045
35.745,1.048
35.775,1.045
35.805,1.045
35.835,1.046
35.865,1.049
35.895,1.048
35.925,1.044
35.955,1.052
35.985,1.048
36.015,1.048
36.045,1.044
36.075,1.049
36.105,1.046
36.135,1.049
36.165,1.049
36.195,1.050
36.225,1.048
36.255,1.048
36.285,1.048
36.315,1.047
36.345,1.047
36.375,1.044
36.405,1.048
36.435,1.046
36.465,1.047
36.495,1.047
36.525,1.045
36.555,1.050
36.585,1.048
36.615,1.044
36.645,1.049
36.675,1.047
36.705,1.049
36.735,1.048
36.765,1.044
36.795,1.052
36.825,1.043
36.855,1.046
36.885,1.052
36.915,1.048
36.945,1.049
36.975,1.046
37.005,1.042
37.035,1.050
37.065,1.049
37.095,1.054
37.125,1.047
37.155,1.048
37.185,1.041
37.215,1.049
37.245,1.047
37.275,1.051
37.305,1.049
37.335,1.055
37.365,1.059
37.395,1.053
37.425,1.054
37.455,1.050
37.485,1.044
37.515,1.050
37.545,1.044
37.575,1.042
37.605,1.051
37.635,1.047
37.665,1.054
37.695,1.048
37.725,1.064
37.755,1.058
37.785,1.060
37.815,1.054
37.845,1.049
37.875,1.049
37.905,1.034
37.935,1.044
37.965,1.039
37.995,1.043
38.025,1.053
38.055,1.043
38.085,1.035
38.115,1.049
38.145,1.034
38.175,1.037
38.205,1.044
38.235,1.042
38.265,1.053
38.295,1.043
38.325,1.049
38.355,1.046
38.385,1.042
38.415,1.057
38.445,1.047
38.475,1.038
38.505,1.044
38.535,1.045
38.565,1.047
38.595,1.049
38.625,1.054
38.655,1.052
38.685,1.046
38.715,1.044
38.745,1.046
38.775,1.041
38.805,1.049
38.835,1.049
38.865,1.050
38.895,1.052
38.925,1.043
38.955,1.043
38.985,1.039
39.015,1.048
39.045,1.052
39.075,1.059
39.105,1.056
39.135,1.041
39.165,1.038
39.195,1.048
39.225,1.062
39.255,1.051
39.285,1.046
39.315,1.045
39.345,1.040
39.375,1.040
39.405,1.047
39.435,1.048
39.465,1.057
39.495,1.052
39.525,1.048
39.555,1.044
39.585,1.043
39.615,1.048
39.645,1.053
39.675,1.059
39.705,1.058
39.735,1.041
39.765,1.043
39.795,1.040
39.825,1.049
39.855,1.048
39.885,1.057
39.915,1.054
39.945,1.049
39.975,1.050
40.005,1.049
40.035,1.040
40.065,1.040
40.095,1.044
40.125,1.048
40.155,1.047
40.185,1.054
40.215,1.060
40.245,1.054
40.275,1.053
40.305,1.042
40.335,1.047
40.365,1.043
40.395,1.051
40.425,1.057
40.455,1.049
40.485,1.053
40.515,1.053
40.545,1.061
40.575,1.053
40.605,1.049
40.635,1.056
40.665,1.048
40.695,1.051
40.725,1.045
40.755,1.052
40.785,1.056
40.815,1.047
40.845,1.042
40.875,1.051
40.905,1.038
40.935,1.040
40.965,1.033
40.995,1.043
41.025,1.047
41.055,1.036
41.085,1.041
41.115,1.032
41.145,1.041
41.175,1.031
41.205,1.038
41.235,1.028
41.265,1.038
41.295,1.047
41.325,1.037
41.355,1.037
41.385,1.045
41.415,1.037
41.445,1.043
41.475,1.042
41.505,1.049
41.535,1.044
41.565,1.043
41.595,1.041
41.625,1.038
41.655,1.037
41.685,1.042
41.715,1.042
41.745,1.043
41.775,1.046
41.805,1.047
41.835,1.046
41.865,1.041
41.895,1.046
41.925,1.048
41.955,1.037
41.985,1.039
42.015,1.046
42.045,1.042
42.075,1.041
42.105,1.045
42.135,1.047
42.165,1.058
42.195,1.044
42.225,1.036
42.255,1.040
42.285,1.047
42.315,1.045
42.345,1.038
42.375,1.040
42.405,1.049
42.435,1.049
42.465,1.041
42.495,1.045
42.525,1.046
42.555,1.041
42.585,1.041
42.615,1.045
42.645,1.044
42.675,1.040
42.705,1.051
42.735,1.047
42.765,1.045
42.795,1.047
42.825,1.046
42.855,1.046
42.885,1.035
42.915,1.050
42.945,1.036
42.975,1.041
43.005,1.047
43.035,1.042
43.065,1.037
43.095,1.036
43.125,1.046
43.155,1.048
43.185,1.048
43.215,1.042
43.245,1.031
43.275,1.040
43.305,1.033
43.335,1.032
43.365,1.047
43.395,1.062
43.425,1.060
43.455,1.058
43.485,1.057
43.515,1.046
43.545,1.048
43.575,1.041
43.605,1.041
43.635,1.047
43.665,1.048
43.695,1.049
43.725,1.039
43.755,1.031
43.785,1.051
43.815,1.051
43.845,1.045
43.875,1.045
43.905,1.051
43.935,1.040
43.965,1.045
43.995,1.044
44.025,1.041
44.055,1.041
44.085,1.049
44.115,1.047
44.145,1.048
44.175,1.056
44.205,1.056
44.235,1.047
44.265,1.043
44.295,1.035
44.325,1.042
44.355,1.042
44.385,1.045
44.415,1.049
44.445,1.049
44.475,1.049
44.505,1.048
44.535,1.041
44.565,1.046
44.595,1.045
44.625,1.047
44.655,1.041
44.685,1.047
44.715,1.043
44.745,1.045
44.775,1.049
44.805,1.046
44.835,1.044
44.865,1.041
44.895,1.045
44.925,1.040
44.955,1.041
44.985,1.041
45.015,1.047
45.045,1.049
45.075,1.045
45.105,1.043
45.135,1.043
45.165,1.040
45.195,1.044
45.225,1.038
45.255,1.040
45.285,1.054
45.315,1.039
45.345,1.049
45.375,1.051
45.405,1.042
45.435,1.044
45.465,1.042
45.495,1.036
45.525,1.043
45.555,1.048
45.585,1.049
45.615,1.047
45.645,1.047
45.675,1.046
45.705,1.048
45.735,1.048
45.765,1.038
45.795,1.050
45.825,1.046
45.855,1.052
45.885,1.052
45.915,1.044
45.945,1.043
45.975,1.040
46.005,1.044
46.035,1.042
46.065,1.046
46.095,1.052
46.125,1.049
46.155,1.041
46.185,1.038
46.215,1.043
46.245,1.041
46.275,1.038
46.305,1.042
46.335,1.045
46.365,1.041
46.395,1.048
46.425,1.045
46.455,1.042
46.485,1.047
46.515,1.043
46.545,1.043
46.575,1.039
46.605,1.042
46.635,1.044
46.665,1.045
46.695,1.042
46.725,1.044
46.755,1.047
46.785,1.045
46.815,1.040
46.845,1.047
46.875,1.039
46.905,1.037
46.935,1.039
46.965,1.046
46.995,1.035
47.025,1.041
47.055,1.049
47.085,1.040
47.115,1.037
47.145,1.036
47.175,1.042
47.205,1.045
47.235,1.039
47.265,1.042
47.295,1.045
47.325,1.045
47.355,1.042
47.385,1.043
47.415,1.040
47.445,1.043
47.475,1.045
47.505,1.040
47.535,1.040
47.565,1.039
47.595,1.043
47.625,1.045
47.655,1.037
47.685,1.042
47.715,1.046
47.745,1.042
47.775,1.043
47.805,1.047
47.835,1.051
47.865,1.039
47.895,1.038
47.925,1.045
47.955,1.043
47.985,1.040
48.015,1.042
48.045,1.044
48.075,1.043
48.105,1.042
48.135,1.044
48.165,1.040
48.195,1.043
48.225,1.035
48.255,1.044
48.285,1.045
48.315,1.043
48.345,1.044
48.375,1.046
48.405,1.042
48.435,1.041
48.465,1.048
48.495,1.047
48.525,1.041
48.555,1.039
48.585,1.041
48.615,1.043
48.645,1.046
48.675,1.052
48.705,1.039
48.735,1.035
48.765,1.043
48.795,1.045
48.825,1.042
48.855,1.043
48.885,1.041
48.915,1.039
48.945,1.043
48.975,1.047
49.005,1.043
49.035,1.042
49.065,1.043
49.095,1.043
49.125,1.043
49.155,1.039
49.185,1.036
49.215,1.044
49.245,1.046
49.275,1.038
49.305,1.039
49.335,1.043
49.365,1.043
49.395,1.046
49.425,1.044
49.455,1.050
49.485,1.039
49.515,1.045
49.545,1.045
49.575,1.039
49.605,1.040
49.635,1.042
49.665,1.042
49.695,1.045
49.725,1.042
49.755,1.041
49.785,1.043
49.815,1.047
49.845,1.039
49.875,1.037
49.905,1.045
49.935,1.047
49.965,1.044
49.995,1.044
50.025,1.039
50.055,1.040
50.085,1.040
50.115,1.046
50.145,1.048
50.175,1.038
50.205,1.048
50.235,1.041
50.265,1.047
50.295,1.046
50.325,1.037
50.355,1.039
50.385,1.046
50.415,1.039
50.445,1.044
50.475,1.043
50.505,1.044
50.535,1.041
50.565,1.047
50.595,1.044
50.625,1.046
50.655,1.040
50.685,1.044
50.715,1.044
50.745,1.045
50.775,1.042
50.805,1.036
50.835,1.042
50.865,1.042
50.895,1.043
50.925,1.047
50.955,1.044
50.985,1.036
51.015,1.040
51.045,1.049
51.075,1.042
51.105,1.042
51.135,1.043
51.165,1.043
51.195,1.042
51.225,1.041
51.255,1.044
51.285,1.042
51.315,1.042
51.345,1.043
51.375,1.044
51.405,1.042
51.435,1.043
51.465,1.044
51.495,1.046
51.525,1.043
51.555,1.042
51.585,1.046
51.615,1.043
51.645,1.041
51.675,1.042
51.705,1.040
51.735,1.043
51.765,1.046
51.795,1.044
51.825,1.037
51.855,1.044
51.885,1.048
51.915,1.040
51.945,1.042
51.975,1.044
52.005,1.044
52.035,1.040
52.065,1.038
52.095,1.045
52.125,1.044
52.155,1.047
52.185,1.046
52.215,1.040
52.245,1.042
52.275,1.045
52.305,1.045
52.335,1.042
52.365,1.041
52.395,1.041
52.425,1.040
52.455,1.042
52.485,1.046
52.515,1.048
52.545,1.042
52.575,1.042
52.605,1.041
52.635,1.050
52.665,1.042
52.695,1.038
52.725,1.041
52.755,1.044
52.785,1.040
52.815,1.040
52.845,1.043
52.875,1.053
52.905,1.036
52.935,1.042
52.965,1.047
52.995,1.046
53.025,1.037
53.055,1.040
53.085,1.041
53.115,1.045
53.145,1.044
53.175,1.044
53.205,1.043
53.235,1.041
53.265,1.046
53.295,1.043
53.325,1.045
53.355,1.042
53.385,1.038
53.415,1.038
53.445,1.041
53.475,1.040
53.505,1.041
53.535,1.046
53.565,1.043
53.595,1.039
53.625,1.039
53.655,1.044
53.685,1.041
53.715,1.043
53.745,1.041
53.775,1.046
53.805,1.042
53.835,1.041
53.865,1.039
53.895,1.044
53.925,1.040
53.955,1.044
53.985,1.045
54.015,1.041
54.045,1.038
54.075,1.040
54.105,1.045
54.135,1.044
54.165,1.042
54.195,1.048
54.225,1.044
54.255,1.038
54.285,1.039
54.315,1.044
54.345,1.042
54.375,1.043
54.405,1.040
54.435,1.041
54.465,1.040
54.495,1.042
54.525,1.048
54.555,1.040
54.585,1.043
54.615,1.046
54.645,1.051
54.675,1.044
54.705,1.041
54.735,1.040
54.765,1.039
54.795,1.041
54.825,1.042
54.855,1.041
54.885,1.045
54.915,1.039
54.945,1.044
54.975,1.045
55.005,1.038
55.035,1.042
55.065,1.044
55.095,1.042
55.125,1.043
55.155,1.047
55.185,1.043
55.215,1.042
55.245,1.043
55.275,1.041
55.305,1.040
55.335,1.041
55.365,1.043
55.395,1.040
55.425,1.045
55.455,1.045
55.485,1.038
55.515,1.048
55.545,1.045
55.575,1.043
55.605,1.044
55.635,1.042
55.665,1.044
55.695,1.047
55.725,1.044
55.755,1.048
55.785,1.042
55.815,1.042
55.845,1.046
55.875,1.037
55.905,1.039
55.935,1.042
55.965,1.044
55.995,1.040
56.025,1.048
56.055,1.045
56.085,1.043
56.115,1.039
56.145,1.045
56.175,1.047
56.205,1.049
56.235,1.044
56.265,1.036
56.295,1.036
56.325,1.046
56.355,1.047
56.385,1.042
56.415,1.039
56.445,1.036
56.475,1.039
56.505,1.043
56.535,1.047
56.565,1.041
56.595,1.045
56.625,1.039
56.655,1.045
56.685,1.048
56.715,1.037
56.745,1.043
56.775,1.041
56.805,1.039
56.835,1.045
56.865,1.045
56.895,1.043
56.925,1.040
56.955,1.044
