df_hash,22ZHK4.PMY16R
424.278,77
425.400,75
426.287,72
427.155,68
428.374,66
429.251,68
430.129,68
431.347,67
432.225,67
433.176,67
434.322,65
435.199,66
436.174,66
437.295,66
438.172,65
439.102,65
440.269,65
441.222,65
442.072,65
443.388,65
444.266,65
445.046,59
446.216,57
447.142,55
448.025,56
449.284,58
450.116,57
450.994,56
452.164,56
453.159,56
454.065,56
455.186,56
456.064,56
456.941,56
458.160,56
459.038,56
459.915,62
461.134,63
462.058,65
462.910,66
464.108,68
464.985,69
465.883,68
467.081,67
468.013,67
468.885,67
470.055,67
470.935,67
471.862,67
473.029,67
473.906,67
474.833,67
476.003,67
476.880,67
477.861,56
478.977,51
479.854,48
480.780,47
481.953,48
482.828,48
483.809,47
484.924,47
485.801,47
486.728,47
487.898,47
