df_hash,22ZHK4.566DMF
13.771,0.964
13.801,0.959
13.831,0.968
13.861,0.967
13.891,0.969
13.921,0.971
13.951,0.955
13.981,0.966
14.011,0.977
14.041,0.963
14.071,0.958
14.101,0.963
14.131,0.962
14.161,0.972
14.191,0.975
14.221,0.955
14.251,0.964
14.281,0.972
14.311,0.962
14.341,0.964
14.371,0.963
14.401,0.966
14.431,0.961
14.461,0.967
14.491,0.966
14.521,0.969
14.551,0.967
14.581,0.957
14.611,0.958
14.641,0.979
14.671,0.962
14.701,0.962
14.731,0.963
14.761,0.962
14.791,0.964
14.821,0.975
14.851,0.967
14.881,0.962
14.911,0.968
14.941,0.966
14.971,0.961
15.001,0.963
15.031,0.964
15.061,0.967
15.091,0.963
15.121,0.965
15.151,0.965
15.181,0.962
15.211,0.966
15.241,0.963
15.271,0.954
15.301,0.961
15.331,0.964
15.361,0.961
15.391,0.962
15.421,0.964
15.451,0.966
15.481,0.969
15.511,0.967
15.541,0.972
15.571,0.970
15.601,0.958
15.631,0.964
15.661,0.967
15.691,0.967
15.721,0.973
15.751,0.968
15.781,0.965
15.811,0.966
15.841,0.968
15.871,0.962
15.901,0.961
15.931,0.962
15.961,0.965
15.991,0.967
16.021,0.965
16.051,0.967
16.081,0.963
16.111,0.960
16.141,0.966
16.171,0.964
16.201,0.968
16.231,0.961
16.261,0.964
16.291,0.966
16.321,0.964
16.351,0.975
16.381,0.956
16.411,0.958
16.441,0.974
16.471,0.966
16.501,0.959
16.531,0.963
16.561,0.963
16.591,0.968
16.621,0.975
16.651,0.966
16.681,0.961
16.711,0.968
16.741,0.969
16.771,0.962
16.801,0.962
16.831,0.967
16.861,0.963
16.891,0.966
16.921,0.966
16.951,0.961
16.981,0.965
17.011,0.967
17.041,0.963
17.071,0.961
17.101,0.963
17.131,0.972
17.161,0.963
17.191,0.965
17.221,0.955
17.251,0.971
17.281,0.972
17.311,0.967
17.341,0.963
17.371,0.962
17.401,0.963
17.431,0.966
17.461,0.971
17.491,0.970
17.521,0.951
17.551,0.963
17.581,0.970
17.611,0.961
17.641,0.964
17.671,0.960
17.701,0.964
17.731,0.963
17.761,0.968
17.791,0.967
17.821,0.966
17.851,0.965
17.881,0.967
17.911,0.966
17.941,0.960
17.971,0.964
18.001,0.968
18.031,0.974
18.061,0.960
18.091,0.960
18.121,0.965
18.151,0.968
18.181,0.974
18.211,0.972
18.241,0.955
18.271,0.966
18.301,0.966
18.331,0.963
18.361,0.963
18.391,0.961
18.421,0.963
18.451,0.961
18.481,0.971
18.511,0.969
18.541,0.960
18.571,0.964
18.601,0.965
18.631,0.966
18.661,0.967
18.691,0.961
18.721,0.965
18.751,0.972
18.781,0.960
18.811,0.961
18.841,0.961
18.871,0.966
18.901,0.969
18.931,0.969
18.961,0.964
18.991,0.964
19.021,0.967
19.051,0.963
19.081,0.963
19.111,0.963
19.141,0.966
19.171,0.967
19.201,0.969
19.231,0.968
19.261,0.963
19.291,0.964
19.321,0.966
19.351,0.958
19.381,0.964
19.411,0.964
19.441,0.963
19.471,0.967
19.501,0.962
19.531,0.964
19.561,0.967
19.591,0.964
19.621,0.970
19.651,0.958
19.681,0.969
19.711,0.976
19.741,0.958
19.771,0.959
19.801,0.959
19.831,0.964
19.861,0.970
19.891,0.974
19.921,0.962
19.951,0.962
19.981,0.971
20.011,0.968
20.041,0.964
20.071,0.962
20.101,0.963
20.131,0.964
20.161,0.968
20.191,0.969
20.221,0.965
20.251,0.964
20.281,0.962
20.311,0.968
20.341,0.967
20.371,0.967
20.401,0.963
20.431,0.966
20.461,0.969
20.491,0.964
20.521,0.970
20.551,0.956
20.581,0.958
20.611,0.978
20.641,0.965
20.671,0.958
20.701,0.962
20.731,0.962
20.761,0.970
20.791,0.972
20.821,0.968
20.851,0.957
20.881,0.965
20.911,0.963
20.941,0.964
20.971,0.962
21.001,0.963
21.031,0.963
21.061,0.963
21.091,0.968
21.121,0.965
21.151,0.963
21.181,0.969
21.211,0.967
21.241,0.967
21.271,0.968
21.301,0.963
21.331,0.964
21.361,0.966
21.391,0.971
21.421,0.966
21.451,0.960
21.481,0.972
21.511,0.975
21.541,0.963
21.571,0.958
21.601,0.963
21.631,0.966
21.661,0.968
21.691,0.968
21.721,0.957
21.751,0.961
21.781,0.966
21.811,0.966
21.841,0.964
21.871,0.967
21.901,0.963
21.931,0.964
21.961,0.963
21.991,0.969
22.021,0.964
22.051,0.964
22.081,0.968
22.111,0.968
22.141,0.967
22.171,0.965
22.201,0.974
22.231,0.957
22.261,0.963
22.291,0.974
22.321,0.966
22.351,0.961
22.381,0.967
22.411,0.972
22.441,0.972
22.471,0.974
22.501,0.976
22.531,0.975
22.561,0.965
22.591,0.973
22.621,0.968
22.651,0.983
22.681,0.975
22.711,0.979
22.741,0.960
22.771,0.979
22.801,0.985
22.831,0.975
22.861,0.965
22.891,0.965
22.921,0.961
22.951,0.958
22.981,0.969
23.011,0.971
23.041,0.958
23.071,0.958
23.101,0.963
23.131,0.961
23.161,0.962
23.191,0.956
23.221,0.952
23.251,0.965
23.281,0.971
23.311,0.972
23.341,0.970
23.371,0.960
23.401,0.970
23.431,0.972
23.461,0.963
23.491,0.961
23.521,0.955
23.551,0.957
23.581,0.952
23.611,0.970
23.641,0.974
23.671,0.965
23.701,0.958
23.731,0.952
23.761,0.959
23.791,0.960
23.821,0.953
23.851,0.979
23.881,0.970
23.911,0.953
23.941,0.945
23.971,0.976
24.001,0.970
24.031,0.969
24.061,0.975
24.091,0.974
24.121,0.966
24.151,0.959
24.181,0.965
24.211,0.967
24.241,0.978
24.271,0.973
24.301,0.965
24.331,0.961
24.361,0.965
24.391,0.970
24.421,0.975
24.451,0.971
24.481,0.965
24.511,0.976
24.541,0.967
24.571,0.961
24.601,0.965
24.631,0.973
24.661,0.967
24.691,0.969
24.721,0.966
24.751,0.971
24.781,0.967
24.811,0.970
24.841,0.965
24.871,0.968
24.901,0.967
24.931,0.963
24.961,0.958
24.991,0.964
25.021,0.966
25.051,0.973
25.081,0.965
25.111,0.964
25.141,0.966
25.171,0.970
25.201,0.960
25.231,0.962
25.261,0.965
25.291,0.965
25.321,0.966
25.351,0.966
25.381,0.967
25.411,0.960
25.441,0.966
25.471,0.968
25.501,0.974
25.531,0.965
25.561,0.965
25.591,0.967
25.621,0.962
25.651,0.965
25.681,0.975
25.711,0.965
25.741,0.964
25.771,0.968
25.801,0.965
25.831,0.964
25.861,0.965
25.891,0.964
25.921,0.964
25.951,0.966
25.981,0.963
26.011,0.965
26.041,0.968
26.071,0.961
26.101,0.960
26.131,0.971
26.161,0.969
26.191,0.964
26.221,0.966
26.251,0.963
26.281,0.964
26.311,0.973
26.341,0.958
26.371,0.967
26.401,0.969
26.431,0.965
26.461,0.962
26.491,0.966
26.521,0.966
26.551,0.966
26.581,0.965
26.611,0.966
26.641,0.965
26.671,0.969
26.701,0.974
26.731,0.962
26.761,0.964
26.791,0.975
26.821,0.962
26.851,0.961
26.881,0.969
26.911,0.962
26.941,0.966
26.971,0.969
27.001,0.962
27.031,0.970
27.061,0.964
27.091,0.962
27.121,0.965
27.151,0.967
27.181,0.966
27.211,0.964
27.241,0.966
27.271,0.964
27.301,0.963
27.331,0.967
27.361,0.968
27.391,0.959
27.421,0.958
27.451,0.973
27.481,0.970
27.511,0.962
27.541,0.966
27.571,0.967
27.601,0.968
27.631,0.974
27.661,0.958
27.691,0.969
27.721,0.965
27.751,0.961
27.781,0.968
27.811,0.965
27.841,0.965
27.871,0.969
27.901,0.968
27.931,0.966
27.961,0.966
27.991,0.967
28.021,0.967
28.051,0.969
28.081,0.963
28.111,0.964
28.141,0.975
28.171,0.970
28.201,0.959
28.231,0.965
28.261,0.968
28.291,0.969
28.321,0.974
28.351,0.965
28.381,0.969
28.411,0.966
28.441,0.965
28.471,0.962
28.501,0.961
28.531,0.963
28.561,0.968
28.591,0.966
28.621,0.970
28.651,0.966
28.681,0.966
28.711,0.970
28.741,0.960
28.771,0.961
28.801,0.975
28.831,0.964
28.861,0.961
28.891,0.965
28.921,0.965
28.951,0.967
28.981,0.967
29.011,0.966
29.041,0.972
29.071,0.965
29.101,0.961
29.131,0.966
29.161,0.966
29.191,0.967
29.221,0.968
29.251,0.967
29.281,0.968
29.311,0.967
29.341,0.970
29.371,0.960
29.401,0.956
29.431,0.973
29.461,0.970
29.491,0.956
29.521,0.965
29.551,0.966
29.581,0.968
29.611,0.973
29.641,0.964
29.671,0.970
29.701,0.968
29.731,0.965
29.761,0.964
29.791,0.962
29.821,0.966
29.851,0.968
29.881,0.969
29.911,0.970
29.941,0.964
29.971,0.968
30.001,0.975
30.031,0.966
30.061,0.967
30.091,0.974
30.121,0.967
30.151,0.968
30.181,0.967
30.211,0.968
30.241,0.973
30.271,0.962
30.301,0.966
30.331,0.972
30.361,0.967
30.391,0.966
30.421,0.968
30.451,0.964
30.481,0.963
30.511,0.969
30.541,0.966
30.571,0.963
30.601,0.966
30.631,0.967
30.661,0.969
30.691,0.962
30.721,0.969
30.751,0.977
30.781,0.966
30.811,0.968
30.841,0.963
30.871,0.968
30.901,0.976
30.931,0.961
30.961,0.973
30.991,0.972
31.021,0.962
31.051,0.967
31.081,0.967
31.111,0.968
31.141,0.970
31.171,0.972
31.201,0.967
31.231,0.969
31.261,0.962
31.291,0.970
31.321,0.976
31.351,0.960
31.381,0.963
31.411,0.977
31.441,0.966
31.471,0.964
31.501,0.963
31.531,0.968
31.561,0.969
31.591,0.969
31.621,0.967
31.651,0.975
31.681,0.963
31.711,0.964
31.741,0.967
31.771,0.965
31.801,0.969
31.831,0.970
31.861,0.970
31.891,0.969
31.921,0.970
31.951,0.969
31.981,0.969
32.011,0.971
32.041,0.973
32.071,0.970
32.101,0.963
32.131,0.966
32.161,0.967
32.191,0.969
32.221,0.978
32.251,0.968
32.281,0.969
32.311,0.967
32.341,0.966
32.371,0.967
32.401,0.965
32.431,0.968
32.461,0.969
32.491,0.965
32.521,0.966
32.551,0.970
32.581,0.969
32.611,0.974
32.641,0.963
32.671,0.961
32.701,0.977
32.731,0.969
32.761,0.968
32.791,0.971
32.821,0.966
32.851,0.970
32.881,0.973
32.911,0.961
32.941,0.971
32.971,0.972
33.001,0.963
33.031,0.965
33.061,0.967
33.091,0.967
33.121,0.968
33.151,0.971
33.181,0.966
33.211,0.965
33.241,0.965
33.271,0.979
33.301,0.963
33.331,0.964
33.361,0.977
33.391,0.967
33.421,0.965
33.451,0.968
33.481,0.969
33.511,0.974
33.541,0.973
33.571,0.963
33.601,0.974
33.631,0.967
33.661,0.964
33.691,0.957
33.721,0.964
33.751,0.971
33.781,0.977
33.811,0.973
33.841,0.964
33.871,0.962
33.901,0.966
33.931,0.970
33.961,0.979
33.991,0.962
34.021,0.962
34.051,0.973
34.081,0.964
34.111,0.965
34.141,0.972
34.171,0.967
34.201,0.974
34.231,0.975
34.261,0.958
34.291,0.971
34.321,0.971
34.351,0.964
34.381,0.967
34.411,0.966
34.441,0.963
34.471,0.969
34.501,0.969
34.531,0.969
34.561,0.966
34.591,0.965
34.621,0.966
34.651,0.969
34.681,0.969
34.711,0.969
34.741,0.966
34.771,0.967
34.801,0.971
34.831,0.966
34.861,0.967
34.891,0.971
34.921,0.969
34.951,0.972
34.981,0.962
35.011,0.965
35.041,0.972
35.071,0.966
35.101,0.962
35.131,0.968
35.161,0.965
35.191,0.966
35.221,0.973
35.251,0.970
35.281,0.969
35.311,0.964
35.341,0.970
35.371,0.965
35.401,0.965
35.431,0.968
35.461,0.969
35.491,0.977
35.521,0.966
35.551,0.976
35.581,0.971
35.611,0.961
35.641,0.960
35.671,0.962
35.701,0.967
35.731,0.969
35.761,0.968
35.791,0.970
35.821,0.967
35.851,0.966
35.881,0.965
35.911,0.964
35.941,0.967
35.971,0.966
36.001,0.969
36.031,0.969
36.061,0.969
36.091,0.970
36.121,0.969
36.151,0.966
36.181,0.970
36.211,0.969
36.241,0.973
36.271,0.968
36.301,0.961
36.331,0.964
36.361,0.969
36.391,0.966
36.421,0.969
36.451,0.966
36.481,0.969
36.511,0.970
36.541,0.964
36.571,0.966
36.601,0.969
36.631,0.962
36.661,0.966
36.691,0.969
36.721,0.971
36.751,0.967
36.781,0.966
36.811,0.963
36.841,0.963
36.871,0.969
36.901,0.979
36.931,0.971
36.961,0.962
36.991,0.968
37.021,0.964
37.051,0.966
37.081,0.972
37.111,0.967
37.141,0.969
37.171,0.970
37.201,0.963
37.231,0.964
37.261,0.967
37.291,0.966
37.321,0.969
37.351,0.966
37.381,0.967
37.411,0.970
37.441,0.965
37.471,0.978
37.501,0.961
37.531,0.965
37.561,0.976
37.591,0.964
37.621,0.963
37.651,0.968
37.681,0.967
37.711,0.971
37.741,0.972
37.771,0.961
37.801,0.972
37.831,0.971
37.861,0.962
37.891,0.965
37.921,0.967
37.951,0.968
37.981,0.974
38.011,0.973
38.041,0.967
38.071,0.965
38.101,0.970
38.131,0.977
38.161,0.967
38.191,0.969
38.221,0.974
38.251,0.966
38.281,0.967
38.311,0.967
38.341,0.967
38.371,0.971
38.401,0.966
38.431,0.968
38.461,0.973
38.491,0.966
38.521,0.966
38.551,0.968
38.581,0.966
38.611,0.966
38.641,0.968
38.671,0.968
38.701,0.968
38.731,0.969
38.761,0.968
38.791,0.970
38.821,0.964
38.851,0.964
38.881,0.973
38.911,0.973
38.941,0.965
38.971,0.965
39.001,0.968
39.031,0.973
39.061,0.972
39.091,0.963
39.121,0.970
39.151,0.972
39.181,0.967
39.211,0.964
39.241,0.968
39.271,0.962
39.301,0.970
39.331,0.970
39.361,0.964
39.391,0.967
39.421,0.966
39.451,0.972
39.481,0.965
39.511,0.961
39.541,0.969
39.571,0.976
39.601,0.969
39.631,0.964
39.661,0.966
39.691,0.967
39.721,0.968
39.751,0.976
39.781,0.960
39.811,0.969
39.841,0.971
39.871,0.964
39.901,0.960
39.931,0.963
39.961,0.973
39.991,0.969
40.021,0.968
40.051,0.970
40.081,0.967
40.111,0.970
40.141,0.969
40.171,0.971
40.201,0.965
40.231,0.971
40.261,0.971
40.291,0.968
40.321,0.966
40.351,0.966
40.381,0.973
40.411,0.971
40.441,0.966
40.471,0.967
40.501,0.975
40.531,0.968
40.561,0.965
40.591,0.967
40.621,0.969
40.651,0.969
40.681,0.970
40.711,0.969
40.741,0.969
40.771,0.969
40.801,0.966
40.831,0.972
40.861,0.966
40.891,0.965
40.921,0.971
40.951,0.972
40.981,0.963
41.011,0.970
41.041,0.969
41.071,0.969
41.101,0.970
41.131,0.968
41.161,0.969
41.191,0.971
41.221,0.971
41.251,0.965
41.281,0.966
41.311,0.966
41.341,0.971
41.371,0.972
41.401,0.971
41.431,0.970
41.461,0.967
41.491,0.969
41.521,0.969
41.551,0.968
41.581,0.977
41.611,0.961
41.641,0.969
41.671,0.970
41.701,0.966
41.731,0.965
41.761,0.972
41.791,0.966
41.821,0.973
41.851,0.973
41.881,0.960
41.911,0.973
41.941,0.972
41.971,0.966
42.001,0.966
42.031,0.967
42.061,0.966
42.091,0.968
42.121,0.973
42.151,0.975
42.181,0.969
42.211,0.966
42.241,0.970
42.271,0.966
42.301,0.967
42.331,0.969
42.361,0.970
42.391,0.971
42.421,0.973
42.451,0.972
42.481,0.965
42.511,0.971
42.541,0.971
42.571,0.965
42.601,0.983
42.631,0.976
42.661,0.964
42.691,0.968
42.721,0.965
42.751,0.972
42.781,0.977
42.811,0.970
42.841,0.958
42.871,0.975
42.901,0.976
42.931,0.968
42.961,0.963
42.991,0.964
43.021,0.966
43.051,0.969
43.081,0.970
43.111,0.973
43.141,0.971
43.171,0.968
43.201,0.967
43.231,0.969
43.261,0.968
43.291,0.972
43.321,0.971
43.351,0.970
43.381,0.971
43.411,0.972
43.441,0.976
43.471,0.974
43.501,0.964
43.531,0.966
43.561,0.966
43.591,0.973
43.621,0.978
43.651,0.975
43.681,0.964
43.711,0.970
43.741,0.970
43.771,0.967
43.801,0.969
43.831,0.968
43.861,0.967
43.891,0.969
43.921,0.969
43.951,0.970
43.981,0.968
44.011,0.969
44.041,0.972
44.071,0.967
44.101,0.970
44.131,0.974
44.161,0.968
44.191,0.962
44.221,0.968
44.251,0.969
44.281,0.969
44.311,0.975
44.341,0.971
44.371,0.961
44.401,0.971
44.431,0.970
44.461,0.967
44.491,0.969
44.521,0.967
44.551,0.967
44.581,0.969
44.611,0.966
44.641,0.970
44.671,0.968
44.701,0.973
44.731,0.962
44.761,0.966
44.791,0.976
44.821,0.972
44.851,0.966
44.881,0.968
44.911,0.966
44.941,0.967
44.971,0.974
45.001,0.971
45.031,0.967
45.061,0.973
45.091,0.971
45.121,0.966
45.151,0.965
45.181,0.968
45.211,0.970
45.241,0.967
45.271,0.971
45.301,0.970
45.331,0.970
45.361,0.971
45.391,0.960
45.421,0.966
45.451,0.976
45.481,0.967
45.511,0.966
45.541,0.973
45.571,0.970
45.601,0.969
45.631,0.973
45.661,0.968
45.691,0.966
45.721,0.972
45.751,0.970
45.781,0.964
45.811,0.968
45.841,0.967
45.871,0.969
45.901,0.970
45.931,0.970
45.961,0.966
45.991,0.969
46.021,0.968
46.051,0.972
46.081,0.967
46.111,0.964
46.141,0.973
46.171,0.975
46.201,0.964
46.231,0.969
46.261,0.966
46.291,0.969
46.321,0.975
46.351,0.970
46.381,0.967
46.411,0.976
46.441,0.968
46.471,0.969
46.501,0.965
46.531,0.970
46.561,0.968
46.591,0.974
46.621,0.970
46.651,0.968
46.681,0.965
46.711,0.972
46.741,0.973
46.771,0.970
46.801,0.956
46.831,0.966
46.861,0.979
46.891,0.966
46.921,0.964
46.951,0.967
46.981,0.966
47.011,0.972
47.041,0.977
47.071,0.965
47.101,0.971
47.131,0.970
47.161,0.966
47.191,0.968
47.221,0.963
47.251,0.970
47.281,0.969
47.311,0.974
47.341,0.970
47.371,0.972
47.401,0.974
47.431,0.978
47.461,0.967
47.491,0.969
47.521,0.976
47.551,0.962
47.581,0.966
47.611,0.969
47.641,0.970
47.671,0.970
47.701,0.966
47.731,0.966
47.761,0.971
47.791,0.966
47.821,0.965
47.851,0.965
47.881,0.968
47.911,0.970
47.941,0.968
47.971,0.967
48.001,0.970
48.031,0.971
48.061,0.972
48.091,0.964
48.121,0.965
48.151,0.977
48.181,0.965
48.211,0.966
48.241,0.968
48.271,0.967
48.301,0.973
48.331,0.977
48.361,0.961
48.391,0.974
48.421,0.970
48.451,0.962
48.481,0.965
48.511,0.966
48.541,0.965
48.571,0.970
48.601,0.969
48.631,0.968
48.661,0.970
48.691,0.970
48.721,0.976
48.751,0.967
48.781,0.970
48.811,0.975
48.841,0.968
48.871,0.968
48.901,0.968
48.931,0.968
48.961,0.971
48.991,0.965
49.021,0.968
49.051,0.978
49.081,0.965
49.111,0.965
49.141,0.967
49.171,0.965
49.201,0.965
49.231,0.969
49.261,0.969
49.291,0.967
49.321,0.969
49.351,0.979
49.381,0.964
49.411,0.959
49.441,0.975
49.471,0.967
49.501,0.962
49.531,0.970
49.561,0.969
49.591,0.974
49.621,0.974
49.651,0.961
49.681,0.975
49.711,0.970
49.741,0.967
49.771,0.969
49.801,0.968
49.831,0.968
49.861,0.968
49.891,0.977
49.921,0.967
49.951,0.970
49.981,0.972
50.011,0.968
50.041,0.964
50.071,0.973
50.101,0.972
50.131,0.959
50.161,0.970
50.191,0.970
50.221,0.974
50.251,0.981
50.281,0.964
50.311,0.975
50.341,0.971
50.371,0.966
50.401,0.967
50.431,0.967
50.461,0.968
50.491,0.968
50.521,0.970
50.551,0.965
50.581,0.969
50.611,0.967
50.641,0.961
50.671,0.971
50.701,0.976
50.731,0.969
50.761,0.962
50.791,0.968
50.821,0.966
50.851,0.969
50.881,0.976
50.911,0.967
50.941,0.973
50.971,0.965
51.001,0.966
51.031,0.966
51.061,0.966
51.091,0.967
51.121,0.969
51.151,0.966
51.181,0.969
51.211,0.971
51.241,0.978
51.271,0.970
51.301,0.971
51.331,0.977
51.361,0.964
51.391,0.968
51.421,0.969
51.451,0.968
51.481,0.977
51.511,0.964
51.541,0.970
51.571,0.971
51.601,0.968
51.631,0.969
51.661,0.969
51.691,0.965
51.721,0.969
51.751,0.968
51.781,0.970
51.811,0.970
51.841,0.968
51.871,0.976
51.901,0.967
51.931,0.970
51.961,0.973
51.991,0.966
52.021,0.970
52.051,0.969
52.081,0.972
52.111,0.973
52.141,0.969
52.171,0.968
52.201,0.976
52.231,0.963
52.261,0.965
52.291,0.968
52.321,0.967
52.351,0.972
52.381,0.971
52.411,0.966
52.441,0.967
52.471,0.967
52.501,0.973
52.531,0.977
52.561,0.966
52.591,0.966
52.621,0.975
52.651,0.967
52.681,0.969
52.711,0.971
52.741,0.971
52.771,0.971
52.801,0.975
52.831,0.962
52.861,0.971
52.891,0.967
52.921,0.964
52.951,0.967
52.981,0.968
53.011,0.970
53.041,0.974
53.071,0.972
53.101,0.969
53.131,0.964
53.161,0.972
53.191,0.974
53.221,0.978
53.251,0.966
53.281,0.971
53.311,0.973
53.341,0.965
53.371,0.966
53.401,0.972
53.431,0.969
53.461,0.970
53.491,0.974
53.521,0.964
53.551,0.973
53.581,0.970
53.611,0.965
53.641,0.966
53.671,0.971
53.701,0.969
53.731,0.973
53.761,0.970
53.791,0.970
53.821,0.966
53.851,0.967
53.881,0.971
53.911,0.970
53.941,0.969
53.971,0.970
54.001,0.961
54.031,0.970
54.061,0.982
54.091,0.963
54.121,0.966
54.151,0.966
54.181,0.968
54.211,0.977
54.241,0.974
54.271,0.966
54.301,0.975
54.331,0.972
54.361,0.963
54.391,0.963
54.421,0.966
54.451,0.969
54.481,0.970
54.511,0.972
54.541,0.971
54.571,0.968
54.601,0.969
54.631,0.970
54.661,0.969
54.691,0.969
54.721,0.974
54.751,0.979
54.781,0.974
54.811,0.962
54.841,0.968
54.871,0.966
54.901,0.971
54.931,0.971
54.961,0.969
54.991,0.965
55.021,0.969
55.051,0.967
55.081,0.965
55.111,0.966
55.141,0.969
55.171,0.966
55.201,0.969
55.231,0.969
55.261,0.970
55.291,0.969
55.321,0.967
55.351,0.964
55.381,0.970
55.411,0.972
55.441,0.968
55.471,0.966
55.501,0.966
55.531,0.966
55.561,0.973
55.591,0.974
55.621,0.963
55.651,0.969
55.681,0.969
55.711,0.966
55.741,0.967
55.771,0.969
55.801,0.968
55.831,0.969
55.861,0.969
55.891,0.970
55.921,0.969
55.951,0.970
55.981,0.974
56.011,0.966
56.041,0.964
56.071,0.974
56.101,0.971
56.131,0.967
56.161,0.966
