df_hash,22ZHK4.566DMF
106.826,-334
106.851,-372
106.876,-276
106.901,-66
106.926,177
106.951,375
106.976,491
107.001,537
107.026,548
107.051,542
107.076,521
107.101,480
107.126,432
107.151,397
107.176,382
107.201,367
107.226,322
107.251,237
107.276,136
107.301,52
107.326,-8
107.351,-76
107.376,-187
107.401,-333
107.426,-453
107.451,-468
107.476,-347
107.501,-129
107.526,105
107.551,295
107.576,425
107.601,513
107.626,573
107.651,597
107.676,580
107.701,533
107.726,484
107.751,454
107.776,438
107.801,415
107.826,366
107.851,289
107.876,197
107.901,108
107.926,31
107.951,-40
107.976,-128
108.001,-248
108.026,-382
108.051,-475
108.076,-456
108.101,-301
108.126,-57
108.151,186
108.176,366
108.201,481
108.226,569
108.251,648
108.276,697
108.301,686
108.326,629
108.351,576
108.376,563
108.401,569
108.426,548
108.451,476
108.476,383
108.501,308
108.526,255
108.551,187
108.576,85
108.601,-27
108.626,-110
108.651,-162
108.676,-234
108.701,-362
108.726,-510
108.751,-578
108.776,-489
108.801,-261
108.826,8
108.851,229
108.876,380
108.901,495
108.926,598
108.951,677
108.976,703
109.001,681
109.026,649
109.051,637
109.076,644
109.101,640
109.126,605
109.151,547
109.176,481
109.201,416
109.226,346
109.251,271
109.276,197
109.301,125
109.326,46
109.351,-43
109.376,-132
109.401,-204
109.426,-263
109.451,-340
109.476,-453
109.501,-567
109.526,-601
109.551,-487
109.576,-243
109.601,39
109.626,260
109.651,386
109.676,454
109.701,511
109.726,564
109.751,586
109.776,566
109.801,534
109.826,528
109.851,550
109.876,563
109.901,529
109.926,454
109.951,378
109.976,324
110.001,277
110.026,205
110.051,108
110.076,20
110.101,-32
110.126,-73
110.151,-153
110.176,-280
110.201,-390
110.226,-389
110.251,-240
110.276,0
110.301,232
110.326,390
110.351,478
110.376,529
110.401,558
110.426,555
110.451,519
110.476,476
110.501,457
110.526,459
110.551,454
110.576,420
110.601,362
110.626,300
110.651,237
110.676,163
110.701,77
110.726,-4
110.751,-75
110.776,-159
110.801,-282
110.826,-425
110.851,-507
110.876,-451
110.901,-255
110.926,-1
110.951,213
110.976,354
111.001,445
111.026,516
111.051,563
111.076,569
111.101,541
111.126,515
111.151,512
111.176,519
111.201,505
111.226,457
111.251,391
111.276,319
111.301,241
111.326,153
111.351,67
111.376,-7
111.401,-84
111.426,-192
111.451,-328
111.476,-428
111.501,-406
111.526,-241
111.551,1
111.576,223
111.601,372
111.626,468
111.651,547
111.676,609
111.701,625
111.726,586
111.751,524
111.776,480
111.801,463
111.826,445
111.851,403
111.876,336
111.901,258
111.926,175
111.951,86
111.976,1
112.001,-71
112.026,-142
112.051,-238
112.076,-365
112.101,-471
112.126,-475
112.151,-332
112.176,-87
112.201,164
112.226,347
112.251,457
112.276,529
112.301,584
112.326,612
112.351,600
112.376,561
112.401,525
112.426,508
112.451,496
112.476,469
112.501,416
112.526,343
112.551,263
112.576,184
112.601,112
112.626,44
112.651,-33
112.676,-140
112.701,-267
112.726,-360
112.751,-351
112.776,-210
112.801,18
112.826,248
112.851,409
112.876,491
112.901,523
112.926,532
112.951,525
112.976,498
113.001,458
113.026,424
113.051,409
113.076,403
113.101,382
113.126,327
113.151,244
113.176,155
113.201,83
113.226,31
113.251,-27
113.276,-120
113.301,-245
113.326,-348
113.351,-358
113.376,-239
113.401,-26
113.426,202
113.451,377
113.476,478
113.501,525
113.526,541
113.551,533
113.576,501
113.601,459
113.626,424
113.651,402
113.676,383
113.701,351
113.726,301
113.751,237
113.776,164
113.801,88
113.826,15
113.851,-49
113.876,-121
113.901,-221
113.926,-346
113.951,-443
113.976,-438
114.001,-296
114.026,-64
114.051,167
114.076,334
114.101,436
114.126,510
114.151,570
114.176,596
114.201,570
114.226,516
114.251,476
114.276,468
114.301,467
114.326,438
114.351,376
114.376,304
114.401,239
114.426,173
114.451,96
114.476,15
114.501,-53
114.526,-118
114.551,-209
114.576,-331
114.601,-428
114.626,-415
114.651,-256
114.676,-5
114.701,229
114.726,383
114.751,469
114.776,538
114.801,608
114.826,647
114.851,627
114.876,569
114.901,530
114.926,534
114.951,552
114.976,532
115.001,461
115.026,374
115.051,308
115.076,262
115.101,200
115.126,105
115.151,0
115.176,-74
115.201,-119
115.226,-178
115.251,-287
115.276,-421
115.301,-500
115.326,-449
115.351,-266
115.376,-19
115.401,206
115.426,368
115.451,471
115.476,539
115.501,585
115.526,602
115.551,588
115.576,556
115.601,529
115.626,520
115.651,518
115.676,499
115.701,449
115.726,378
115.751,309
115.776,256
115.801,208
115.826,142
115.851,49
115.876,-44
115.901,-112
115.926,-155
115.951,-215
115.976,-325
116.001,-452
116.026,-505
116.051,-409
116.076,-176
116.101,94
116.126,300
116.151,411
116.176,468
116.201,515
116.226,550
116.251,548
116.276,513
116.301,486
116.326,497
116.351,526
116.376,524
116.401,472
116.426,397
116.451,339
116.476,295
116.501,236
116.526,152
116.551,68
116.576,11
116.601,-39
116.626,-129
116.651,-259
116.676,-357
116.701,-330
116.726,-151
116.751,106
116.776,336
116.801,479
116.826,543
116.851,559
116.876,543
116.901,499
116.926,443
116.951,404
116.976,394
117.001,395
117.026,380
117.051,339
117.076,283
117.101,220
117.126,147
117.151,68
117.176,-4
117.201,-63
117.226,-128
117.251,-229
117.276,-355
117.301,-435
117.326,-387
117.351,-196
117.376,68
117.401,303
117.426,451
117.451,522
117.476,553
117.501,559
117.526,539
117.551,498
117.576,457
117.601,435
117.626,427
117.651,409
117.676,369
117.701,309
117.726,238
117.751,161
117.776,82
117.801,8
117.826,-63
117.851,-154
117.876,-282
117.901,-417
117.926,-482
117.951,-408
117.976,-197
118.001,70
118.026,298
118.051,446
118.076,534
118.101,593
118.126,626
118.151,620
118.176,581
118.201,541
118.226,520
118.251,512
118.276,491
118.301,446
118.326,384
118.351,312
118.376,229
118.401,138
118.426,51
118.451,-24
118.476,-108
118.501,-226
118.526,-357
118.551,-424
118.576,-347
118.601,-123
118.626,156
118.651,385
118.676,523
118.701,601
118.726,657
118.751,681
118.776,637
118.801,523
118.826,392
118.851,301
118.876,261
118.901,239
118.926,200
118.951,141
118.976,77
119.001,19
119.026,-31
119.051,-73
119.076,-106
119.101,-148
119.126,-222
119.151,-322
119.176,-380
119.201,-315
119.226,-105
119.251,176
119.276,422
119.301,572
119.326,645
119.351,687
119.376,708
119.401,688
119.426,623
119.451,549
119.476,508
119.501,500
119.526,486
119.551,436
119.576,363
119.601,291
119.626,225
119.651,146
119.676,50
119.701,-42
119.726,-115
119.751,-187
119.776,-295
119.801,-432
119.826,-524
119.851,-481
119.876,-283
119.901,-3
119.926,246
119.951,403
119.976,477
120.001,509
120.026,521
120.051,510
120.076,470
120.101,419
120.126,381
120.151,366
120.176,358
120.201,334
120.226,283
120.251,213
120.276,142
120.301,83
120.326,36
120.351,-17
120.376,-100
120.401,-204
120.426,-282
120.451,-268
120.476,-133
120.501,84
120.526,303
120.551,451
120.576,515
120.601,530
120.626,529
120.651,521
120.676,495
120.701,455
120.726,422
120.751,411
120.776,411
120.801,390
120.826,329
120.851,243
120.876,162
120.901,105
120.926,55
120.951,-21
120.976,-137
121.001,-257
121.026,-318
121.051,-266
121.076,-99
121.101,123
121.126,324
121.151,448
121.176,492
121.201,489
121.226,471
121.251,449
121.276,417
121.301,381
121.326,354
121.351,343
121.376,333
121.401,299
121.426,232
121.451,155
121.476,93
121.501,45
121.526,-17
121.551,-117
121.576,-231
121.601,-293
121.626,-241
121.651,-74
121.676,148
121.701,342
121.726,458
121.751,499
121.776,495
121.801,473
121.826,440
121.851,400
121.876,364
121.901,346
121.926,340
121.951,320
121.976,266
122.001,186
122.026,111
122.051,61
122.076,17
122.101,-60
122.126,-182
122.151,-296
122.176,-319
122.201,-200
122.226,25
122.251,263
122.276,432
122.301,513
122.326,539
122.351,546
122.376,535
122.401,497
122.426,438
122.451,389
122.476,370
122.501,366
122.526,339
122.551,269
122.576,175
122.601,96
122.626,42
122.651,-20
122.676,-129
122.701,-273
122.726,-384
122.751,-382
122.776,-238
122.801,-4
122.826,226
122.851,384
122.876,461
122.901,492
122.926,508
122.951,508
122.976,477
123.001,419
123.026,364
123.051,336
123.076,326
123.101,294
123.126,217
123.151,120
123.176,50
123.201,19
123.226,-14
123.251,-109
123.276,-267
123.301,-411
123.326,-446
123.351,-334
123.376,-128
123.401,81
123.426,239
123.451,353
123.476,461
123.501,576
123.526,679
123.551,738
123.576,746
123.601,721
123.626,689
123.651,658
123.676,613
123.701,533
123.726,412
123.751,275
123.776,159
123.801,75
123.826,-2
123.851,-116
123.876,-274
123.901,-423
123.926,-482
123.951,-402
123.976,-212
124.001,7
124.026,184
124.051,298
124.076,360
124.101,389
124.126,390
124.151,370
124.176,342
124.201,316
124.226,291
124.251,266
124.276,255
124.301,282
124.326,352
124.351,430
124.376,469
124.401,449
124.426,385
124.451,299
124.476,182
124.501,18
124.526,-168
124.551,-299
124.576,-295
124.601,-146
124.626,74
124.651,269
124.676,388
124.701,441
124.726,461
124.751,466
124.776,452
124.801,423
124.826,393
124.851,378
124.876,371
124.901,358
124.926,322
124.951,265
124.976,192
125.001,118
125.026,53
125.051,-1
125.076,-59
125.101,-141
125.126,-250
125.151,-344
125.176,-356
125.201,-247
125.226,-41
125.251,182
125.276,355
125.301,452
125.326,492
125.351,501
125.376,489
125.401,460
125.426,425
125.451,399
125.476,386
125.501,377
125.526,352
125.551,304
125.576,235
125.601,158
125.626,84
125.651,23
125.676,-31
125.701,-100
125.726,-204
125.751,-321
125.776,-390
125.801,-346
125.826,-178
125.851,51
125.876,258
125.901,398
125.926,483
125.951,545
125.976,588
126.001,592
126.026,555
126.051,505
126.076,476
126.101,469
126.126,456
126.151,415
126.176,350
126.201,280
126.226,212
126.251,139
126.276,58
126.301,-18
126.326,-93
126.351,-182
126.376,-296
126.401,-399
126.426,-418
126.451,-304
126.476,-83
126.501,150
126.526,321
126.551,420
126.576,494
126.601,568
126.626,620
126.651,618
126.676,568
126.701,519
126.726,507
126.751,514
126.776,496
126.801,437
126.826,361
126.851,298
126.876,246
126.901,177
126.926,81
126.951,-14
126.976,-83
127.001,-137
127.026,-218
127.051,-341
127.076,-450
127.101,-459
127.126,-330
127.151,-106
127.176,119
127.201,284
127.226,389
127.251,470
127.276,539
127.301,578
127.326,568
127.351,528
127.376,499
127.401,505
127.426,525
127.451,518
127.476,466
127.501,392
127.526,328
127.551,280
127.576,224
127.601,141
127.626,45
127.651,-35
127.676,-92
127.701,-157
127.726,-264
127.751,-395
127.776,-473
127.801,-423
127.826,-237
127.851,7
127.876,218
127.901,352
127.926,433
127.951,500
127.976,558
128.001,579
128.026,554
128.051,512
128.076,497
128.101,513
128.126,523
128.151,489
128.176,418
128.201,347
128.226,295
128.251,246
128.276,172
128.301,79
128.326,1
128.351,-48
128.376,-103
128.401,-203
128.426,-332
128.451,-409
128.476,-355
128.501,-168
128.526,69
128.551,271
128.576,399
128.601,474
128.626,521
128.651,539
128.676,521
128.701,483
128.726,454
128.751,450
128.776,454
128.801,439
128.826,397
128.851,343
128.876,289
128.901,229
128.926,159
128.951,88
128.976,29
129.001,-25
129.026,-104
129.051,-215
129.076,-310
129.101,-314
129.126,-185
129.151,37
129.176,262
129.201,417
129.226,490
129.251,512
129.276,514
129.301,503
129.326,475
129.351,436
129.376,399
129.401,374
129.426,356
129.451,328
129.476,277
129.501,203
129.526,119
129.551,45
129.576,-8
129.601,-54
129.626,-122
129.651,-227
129.676,-339
129.701,-391
129.726,-324
129.751,-142
129.776,89
129.801,292
129.826,426
129.851,496
129.876,529
129.901,538
129.926,525
129.951,496
129.976,465
130.001,445
130.026,433
130.051,417
130.076,382
130.101,321
130.126,238
130.151,148
130.176,68
130.201,6
130.226,-57
130.251,-154
130.276,-281
130.301,-385
130.326,-387
130.351,-250
130.376,-19
130.401,215
130.426,384
130.451,481
130.476,540
130.501,582
130.526,596
130.551,570
130.576,521
130.601,481
130.626,465
130.651,453
130.676,422
130.701,366
130.726,298
130.751,224
130.776,143
130.801,58
130.826,-20
130.851,-94
130.876,-184
130.901,-306
130.926,-425
130.951,-463
130.976,-354
131.001,-121
131.026,135
131.051,326
131.076,432
131.101,501
131.126,568
131.151,616
131.176,609
131.201,554
131.226,500
131.251,485
131.276,495
131.301,484
131.326,429
131.351,353
131.376,285
131.401,225
131.426,150
131.451,55
131.476,-32
131.501,-100
131.526,-170
131.551,-277
131.576,-404
131.601,-468
131.626,-389
131.651,-168
131.676,103
131.701,317
131.726,438
131.751,502
131.776,555
131.801,597
131.826,598
131.851,554
131.876,505
131.901,489
131.926,503
131.951,503
131.976,458
132.001,381
132.026,308
132.051,255
132.076,200
132.101,119
132.126,21
132.151,-61
132.176,-120
132.201,-184
132.226,-288
132.251,-414
132.276,-480
132.301,-409
132.326,-195
132.351,79
132.376,309
132.401,441
132.426,498
132.451,528
132.476,551
132.501,553
132.526,525
132.551,486
132.576,471
132.601,483
132.626,490
132.651,458
132.676,392
132.701,323
132.726,270
132.751,217
132.776,141
132.801,47
132.826,-30
132.851,-80
132.876,-131
132.901,-228
132.926,-359
132.951,-438
132.976,-377
133.001,-165
133.026,107
133.051,332
133.076,458
133.101,511
133.126,536
133.151,547
133.176,530
133.201,489
133.226,455
133.251,453
133.276,467
133.301,462
133.326,420
133.351,360
133.376,306
133.401,254
133.426,186
133.451,102
133.476,27
133.501,-23
133.526,-73
133.551,-163
133.576,-286
133.601,-370
133.626,-328
133.651,-144
133.676,111
133.701,336
133.726,471
133.751,525
133.776,532
133.801,516
133.826,482
133.851,442
133.876,414
133.901,407
133.926,409
133.951,398
133.976,360
134.001,304
134.026,241
134.051,174
134.076,108
134.101,47
134.126,-10
134.151,-79
134.176,-178
134.201,-289
134.226,-354
134.251,-302
134.276,-116
134.301,139
134.326,368
134.351,501
134.376,542
134.401,533
134.426,512
134.451,487
134.476,452
134.501,416
134.526,394
134.551,390
134.576,383
134.601,346
134.626,274
134.651,187
134.676,110
134.701,54
134.726,-1
134.751,-85
134.776,-206
134.801,-329
134.826,-390
134.851,-330
134.876,-144
134.901,110
134.926,342
134.951,487
134.976,539
135.001,540
135.026,528
135.051,512
135.076,481
135.101,436
135.126,399
135.151,385
135.176,377
135.201,339
135.226,256
135.251,152
135.276,68
135.301,12
135.326,-48
135.351,-154
135.376,-298
135.401,-415
135.426,-428
135.451,-304
135.476,-79
135.501,167
135.526,367
135.551,490
135.576,549
135.601,569
135.626,569
135.651,554
135.676,523
135.701,485
135.726,454
135.751,437
135.776,418
135.801,370
135.826,282
135.851,176
135.876,86
135.901,22
135.926,-45
135.951,-157
135.976,-306
136.001,-425
136.026,-432
136.051,-296
136.076,-65
136.101,172
136.126,358
136.151,479
136.176,552
136.201,588
136.226,590
136.251,565
136.276,533
136.301,509
136.326,493
136.351,473
136.376,439
136.401,385
136.426,313
136.451,226
136.476,135
136.501,57
136.526,-10
136.551,-92
136.576,-211
136.601,-348
136.626,-434
136.651,-396
136.676,-224
136.701,16
136.726,235
136.751,387
136.776,481
136.801,541
136.826,572
136.851,567
136.876,534
136.901,503
136.926,493
136.951,492
136.976,471
137.001,423
137.026,360
137.051,296
137.076,228
137.101,148
137.126,63
137.151,-10
137.176,-77
137.201,-166
137.226,-290
137.251,-401
137.276,-417
137.301,-293
137.326,-64
137.351,173
137.376,347
137.401,446
137.426,502
137.451,535
137.476,541
137.501,517
137.526,482
137.551,460
137.576,456
137.601,450
137.626,420
137.651,365
137.676,297
137.701,226
137.726,155
137.751,88
137.776,28
137.801,-37
137.826,-129
137.851,-245
137.876,-338
137.901,-341
137.926,-219
137.951,-11
137.976,200
138.001,352
138.026,433
138.051,471
138.076,489
138.101,490
138.126,472
138.151,443
138.176,420
138.201,407
138.226,393
138.251,361
138.276,306
138.301,235
138.326,160
138.351,92
138.376,35
138.401,-16
138.426,-88
138.451,-193
138.476,-307
138.501,-368
138.526,-315
138.551,-148
138.576,70
138.601,262
138.626,391
138.651,471
138.676,528
138.701,563
138.726,561
138.751,523
138.776,478
138.801,455
138.826,449
138.851,434
138.876,389
138.901,322
138.926,250
138.951,178
138.976,102
139.001,21
139.026,-59
139.051,-143
139.076,-247
139.101,-373
139.126,-478
139.151,-489
139.176,-363
139.201,-131
139.226,115
139.251,307
139.276,438
139.301,546
139.326,648
139.351,716
139.376,715
139.401,654
139.426,588
139.451,563
139.476,570
139.501,556
139.526,493
139.551,400
139.576,319
139.601,263
139.626,199
139.651,102
139.676,-13
139.701,-108
139.726,-170
139.751,-236
139.776,-352
139.801,-506
139.826,-617
139.851,-601
139.876,-438
139.901,-193
139.926,48
139.951,244
139.976,403
140.001,548
140.026,671
140.051,745
140.076,757
140.101,730
140.126,699
140.151,686
140.176,682
140.201,665
140.226,620
140.251,548
140.276,463
140.301,377
140.326,297
140.351,219
140.376,132
140.401,33
140.426,-66
140.451,-153
140.476,-228
140.501,-314
140.526,-435
140.551,-569
140.576,-650
140.601,-605
140.626,-422
140.651,-160
140.676,91
140.701,283
140.726,422
140.751,540
140.776,645
140.801,713
140.826,723
140.851,689
140.876,654
140.901,646
140.926,656
140.951,645
140.976,592
141.001,505
141.026,417
141.051,346
141.076,280
141.101,199
141.126,98
141.151,-1
141.176,-78
141.201,-140
141.226,-224
141.251,-351
141.276,-484
141.301,-539
141.326,-452
141.351,-235
141.376,24
141.401,236
141.426,368
141.451,450
141.476,519
141.501,571
141.526,581
141.551,545
141.576,500
141.601,483
141.626,491
141.651,487
141.676,442
141.701,371
141.726,300
141.751,239
141.776,169
141.801,80
141.826,-8
141.851,-80
141.876,-147
141.901,-243
141.926,-368
141.951,-459
141.976,-430
142.001,-257
142.026,-8
142.051,214
142.076,361
142.101,452
142.126,529
142.151,595
142.176,618
142.201,589
142.226,540
142.251,516
142.276,519
142.301,515
142.326,472
142.351,399
142.376,326
142.401,264
142.426,193
142.451,101
142.476,2
142.501,-75
142.526,-141
142.551,-232
142.576,-363
142.601,-480
142.626,-492
142.651,-352
142.676,-107
142.701,136
142.726,308
142.751,414
142.776,501
142.801,587
142.826,643
142.851,637
142.876,585
142.901,540
142.926,535
142.951,548
142.976,532
143.001,471
143.026,390
143.051,323
143.076,267
143.101,196
143.126,99
143.151,0
143.176,-75
143.201,-133
143.226,-216
143.251,-345
143.276,-476
143.301,-524
143.326,-428
143.351,-210
143.376,42
143.401,249
143.426,385
143.451,475
143.476,551
143.501,611
143.526,633
143.551,613
143.576,578
143.601,559
143.626,565
143.651,569
143.676,541
143.701,477
143.726,400
143.751,338
143.776,286
143.801,220
143.826,127
143.851,21
143.876,-65
143.901,-127
143.926,-192
143.951,-296
143.976,-429
144.001,-526
144.026,-510
144.051,-353
144.076,-108
144.101,136
144.126,314
144.151,423
144.176,493
144.201,550
144.226,590
144.251,598
144.276,577
144.301,551
144.326,545
144.351,556
144.376,556
144.401,518
144.426,447
144.451,370
144.476,309
144.501,256
144.526,186
144.551,93
144.576,-2
144.601,-73
144.626,-124
144.651,-196
144.676,-314
144.701,-439
144.726,-483
144.751,-379
144.776,-146
144.801,115
144.826,313
144.851,422
144.876,482
144.901,532
144.926,566
144.951,561
144.976,523
145.001,489
145.026,487
145.051,502
145.076,494
145.101,447
145.126,381
145.151,324
145.176,269
145.201,195
145.226,101
145.251,15
145.276,-43
145.301,-104
145.326,-206
145.351,-342
145.376,-434
145.401,-392
145.426,-205
145.451,49
145.476,269
145.501,405
145.526,473
145.551,507
145.576,520
145.601,508
145.626,478
145.651,454
145.676,446
145.701,443
145.726,424
145.751,385
145.776,334
145.801,273
145.826,197
145.851,109
145.876,28
145.901,-39
145.926,-114
145.951,-226
145.976,-359
146.001,-437
146.026,-379
146.051,-178
146.076,86
146.101,310
146.126,446
146.151,517
146.176,559
146.201,581
146.226,569
146.251,526
146.276,481
146.301,459
146.326,452
146.351,434
146.376,390
146.401,325
146.426,250
146.451,167
146.476,81
146.501,0
146.526,-75
146.551,-164
146.576,-288
146.601,-426
146.626,-499
146.651,-427
146.676,-204
146.701,79
146.726,316
146.751,459
146.776,539
146.801,600
146.826,642
146.851,641
146.876,594
146.901,539
146.926,512
146.951,509
146.976,493
147.001,446
147.026,377
147.051,306
147.076,228
147.101,133
147.126,32
147.151,-52
147.176,-123
147.201,-216
147.226,-353
147.251,-483
147.276,-504
147.301,-354
147.326,-80
147.351,194
147.376,380
147.401,477
147.426,540
147.451,594
147.476,617
147.501,586
147.526,528
147.551,492
147.576,495
147.601,500
147.626,469
147.651,402
147.676,331
147.701,267
147.726,195
147.751,103
147.776,8
147.801,-65
147.826,-133
147.851,-234
147.876,-372
147.901,-468
147.926,-426
147.951,-222
147.976,56
148.001,292
148.026,429
148.051,498
148.076,547
148.101,582
148.126,576
148.151,529
148.176,480
148.201,465
148.226,472
148.251,461
148.276,415
148.301,354
148.326,303
148.351,251
148.376,175
148.401,77
148.426,-8
148.451,-68
148.476,-131
148.501,-238
148.526,-370
148.551,-440
148.576,-364
148.601,-146
148.626,119
148.651,328
148.676,443
148.701,489
148.726,504
148.751,499
148.776,473
148.801,436
148.826,412
148.851,410
148.876,415
148.901,404
148.926,370
148.951,318
148.976,255
149.001,186
149.026,120
149.051,67
149.076,16
149.101,-61
149.126,-178
149.151,-294
149.176,-327
149.201,-221
149.226,-1
149.251,240
149.276,418
149.301,505
149.326,529
149.351,521
149.376,494
149.401,454
149.426,417
149.451,402
149.476,405
149.501,400
149.526,369
149.551,315
149.576,253
149.601,187
149.626,114
149.651,36
149.676,-32
149.701,-97
149.726,-184
149.751,-305
149.776,-419
149.801,-441
149.826,-315
149.851,-72
149.876,186
149.901,371
149.926,467
149.951,515
149.976,548
150.001,558
150.026,532
150.051,484
150.076,451
150.101,447
150.126,449
150.151,429
150.176,376
150.201,309
150.226,237
150.251,162
150.276,82
150.301,8
150.326,-60
150.351,-147
150.376,-268
150.401,-394
150.426,-439
150.451,-331
150.476,-90
150.501,181
150.526,380
150.551,480
150.576,526
150.601,563
150.626,585
150.651,570
150.676,524
150.701,488
150.726,488
150.751,499
150.776,479
150.801,419
150.826,347
150.851,287
150.876,227
150.901,144
150.926,45
150.951,-39
150.976,-105
151.001,-187
151.026,-310
151.051,-428
151.076,-442
151.101,-289
151.126,-20
151.151,240
151.176,402
151.201,472
151.226,511
151.251,549
151.276,561
151.301,523
151.326,463
151.351,434
151.376,449
151.401,468
151.426,444
151.451,382
151.476,319
151.501,272
151.526,219
151.551,134
151.576,35
151.601,-40
151.626,-91
151.651,-162
151.676,-287
151.701,-420
151.726,-458
151.751,-333
151.776,-82
151.801,184
151.826,376
151.851,480
151.876,530
151.901,552
151.926,543
151.951,506
151.976,466
152.001,451
152.026,457
152.051,459
152.076,436
152.101,391
152.126,338
152.151,276
152.176,199
152.201,113
152.226,41
152.251,-18
152.276,-93
152.301,-210
152.326,-340
152.351,-398
152.376,-313
152.401,-94
152.426,171
152.451,386
152.476,506
152.501,548
152.526,546
152.551,522
152.576,487
152.601,453
152.626,434
152.651,427
152.676,417
152.701,392
152.726,348
152.751,288
152.776,215
152.801,132
152.826,52
152.851,-16
152.876,-89
152.901,-193
152.926,-331
152.951,-445
152.976,-450
153.001,-302
153.026,-46
153.051,214
153.076,398
153.101,491
153.126,529
153.151,545
153.176,541
153.201,514
153.226,478
153.251,452
153.276,445
153.301,437
153.326,410
153.351,357
153.376,284
153.401,199
153.426,111
153.451,31
153.476,-38
153.501,-115
153.526,-225
153.551,-362
153.576,-461
153.601,-433
153.626,-248
153.651,29
153.676,286
153.701,453
153.726,536
153.751,586
153.776,622
153.801,628
153.826,592
153.851,540
153.876,510
153.901,511
153.926,509
153.951,472
153.976,403
154.001,328
154.026,257
154.051,179
154.076,83
154.101,-14
154.126,-102
154.151,-196
154.176,-324
154.201,-471
154.226,-556
154.251,-489
154.276,-258
154.301,42
154.326,292
154.351,432
154.376,494
154.401,534
154.426,566
154.451,566
154.476,529
154.501,491
154.526,492
154.551,526
154.576,540
154.601,498
154.626,419
154.651,349
154.676,302
154.701,245
154.726,148
154.751,26
154.776,-71
154.801,-129
154.826,-190
154.851,-305
154.876,-454
154.901,-539
154.926,-464
154.951,-231
154.976,60
155.001,298
155.026,439
155.051,514
155.076,563
155.101,589
155.126,575
155.151,532
155.176,499
155.201,503
155.226,524
155.251,517
155.276,465
155.301,396
155.326,340
155.351,293
155.376,224
155.401,126
155.426,32
155.451,-30
155.476,-81
155.501,-173
155.526,-316
155.551,-439
155.576,-440
155.601,-276
155.626,-10
155.651,246
155.676,421
155.701,511
155.726,549
155.751,554
155.776,528
155.801,483
155.826,447
155.851,438
155.876,445
155.901,439
155.926,408
155.951,359
155.976,303
156.001,236
156.026,154
156.051,72
156.076,8
156.101,-48
156.126,-134
156.151,-262
156.176,-381
156.201,-399
156.226,-264
156.251,-19
156.276,232
156.301,408
156.326,499
156.351,535
156.376,542
156.401,522
156.426,479
156.451,440
156.476,426
156.501,431
156.526,425
156.551,391
156.576,337
156.601,275
156.626,206
156.651,121
156.676,28
156.701,-51
156.726,-118
156.751,-206
156.776,-336
156.801,-464
156.826,-494
156.851,-359
156.876,-97
156.901,180
156.926,376
156.951,478
156.976,531
157.001,567
157.026,575
157.051,542
157.076,488
157.101,460
157.126,469
157.151,483
157.176,463
157.201,403
157.226,332
157.251,265
157.276,192
157.301,104
157.326,12
157.351,-67
157.376,-148
157.401,-260
157.426,-397
157.451,-481
157.476,-420
157.501,-198
157.526,96
157.551,340
157.576,478
157.601,542
157.626,585
157.651,618
157.676,613
157.701,564
157.726,511
157.751,496
157.776,510
157.801,505
157.826,451
157.851,370
157.876,299
157.901,245
157.926,178
157.951,82
157.976,-19
158.001,-99
158.026,-167
158.051,-267
158.076,-406
158.101,-512
158.126,-483
158.151,-284
158.176,9
158.201,274
158.226,435
158.251,511
158.276,557
158.301,594
158.326,600
158.351,560
158.376,505
158.401,481
158.426,497
158.451,512
158.476,482
158.501,410
158.526,334
158.551,277
158.576,221
158.601,139
158.626,32
158.651,-64
158.676,-132
158.701,-201
158.726,-310
158.751,-443
158.776,-515
158.801,-435
158.826,-198
158.851,100
158.876,341
158.901,473
158.926,527
158.951,555
158.976,571
159.001,558
159.026,514
159.051,475
159.076,473
159.101,496
159.126,499
159.151,454
159.176,380
159.201,315
159.226,264
159.251,202
159.276,113
159.301,18
159.326,-50
159.351,-101
159.376,-182
159.401,-313
159.426,-436
159.451,-447
159.476,-289
159.501,-14
159.526,262
159.551,449
159.576,538
159.601,566
159.626,564
159.651,536
159.676,488
159.701,445
159.726,431
159.751,439
159.776,438
159.801,408
159.826,356
159.851,300
159.876,239
159.901,164
159.926,79
159.951,6
159.976,-48
160.001,-116
160.026,-227
160.051,-357
160.076,-417
160.101,-327
160.126,-94
160.151,184
160.176,402
160.201,517
160.226,555
160.251,557
160.276,535
160.301,489
160.326,436
160.351,404
160.376,404
160.401,410
160.426,393
160.451,348
160.476,291
160.501,228
160.526,152
160.551,61
160.576,-27
160.601,-99
160.626,-172
160.651,-278
160.676,-407
160.701,-482
160.726,-412
160.751,-185
160.776,112
160.801,362
160.826,509
160.851,578
160.876,615
160.901,629
160.926,604
160.951,546
160.976,494
161.001,478
161.026,483
161.051,470
161.076,419
161.101,350
161.126,285
161.151,217
161.176,130
161.201,29
161.226,-59
161.251,-133
161.276,-224
161.301,-358
161.326,-490
161.351,-516
161.376,-366
161.401,-83
161.426,209
161.451,411
161.476,513
161.501,567
161.526,605
161.551,614
161.576,576
161.601,517
161.626,483
161.651,487
161.676,494
161.701,464
161.726,399
161.751,327
161.776,262
161.801,187
161.826,91
161.851,-7
161.876,-84
161.901,-154
161.926,-258
161.951,-399
161.976,-502
162.001,-464
162.026,-253
162.051,45
162.076,307
162.101,464
162.126,537
162.151,575
162.176,595
162.201,583
162.226,540
162.251,500
162.276,489
162.301,496
