df_hash,22ZHK4.566DMF
436.570,28
437.447,35
438.354,33
439.543,34
440.665,35
441.349,35
442.616,45
443.395,31
444.347,38
445.491,47
446.417,47
447.297,52
448.467,48
449.346,39
450.268,31
451.682,35
452.365,35
453.485,31
454.412,33
455.635,54
456.216,62
457.483,53
458.312,22
459.287,37
460.700,34
461.286,0
462.164,45
463.333,31
464.261,26
465.137,30
466.307,41
467.328,33
468.354,23
469.424,25
470.499,0
471.228,0
472.304,24
473.473,26
474.060,0
475.277,36
476.156,0
477.033,24
478.497,29
479.128,26
480.006,27
481.225,32
482.151,23
482.983,17
484.199,46
485.371,63
486.005,50
487.175,49
488.096,24
488.980,19
490.193,30
491.024,52
491.995,26
493.363,0
494.053,19
