df_hash,22ZHK4.NFTM31
424.380,0
425.604,17
426.436,18
427.304,27
428.568,10
429.403,20
430.380,22
431.499,25
432.377,24
433.351,0
434.473,0
435.399,0
436.371,0
437.472,6
438.371,0
439.261,26
440.470,17
441.490,22
442.221,34
443.443,50
444.366,40
445.196,45
446.609,44
447.295,38
448.264,35
449.677,36
450.266,33
451.241,34
452.362,35
453.239,37
454.427,34
455.382,32
456.309,44
457.529,65
458.313,59
459.331,64
460.265,72
461.338,68
462.210,69
463.092,70
464.308,75
465.184,69
466.061,67
467.282,70
468.159,70
469.037,73
470.255,75
471.179,77
472.103,74
473.287,70
474.107,69
475.077,68
476.281,62
477.079,59
478.200,47
479.175,41
480.103,29
481.271,0
482.150,29
483.078,0
483.953,18
485.125,14
486.050,0
487.218,15
488.146,0
489.171,0
489.901,0
