df_hash,22ZHK4.NFTM31
113.395,720
113.637,10
114.173,225
114.904,545
115.050,805
115.733,10
115.830,730
115.833,185
115.837,20
116.025,20
116.415,25
116.420,430
116.951,10
116.956,640
117.156,15
117.244,90
117.251,15
117.341,60
117.348,10
118.365,10
119.340,1205
119.346,905
119.437,10
120.022,15
120.851,770
120.860,740
121.669,10
121.672,705
122.265,10
122.268,715
122.947,10
122.952,740
123.780,10
123.876,745
123.923,15
124.459,175
125.191,570
125.200,705
125.877,10
126.555,670
127.384,735
127.389,775
127.725,10
128.066,265
128.070,480
128.895,15
129.041,785
129.627,170
129.775,585
129.821,145
129.892,10
129.896,85
129.920,10
130.020,10
130.363,45
130.991,400
130.995,655
131.284,10
131.674,200
131.679,440
131.821,10
132.439,155
132.601,520
132.607,10
133.088,150
133.092,560
133.234,10
133.237,195
133.380,15
133.384,15
133.387,15
134.063,20
134.067,510
134.100,15
134.608,160
134.748,570
134.894,15
135.335,190
135.577,505
136.013,10
136.017,685
136.217,10
136.700,185
137.021,565
137.524,200
137.527,580
138.273,10
138.402,760
138.405,10
138.499,160
138.938,20
138.941,515
139.623,10
139.627,695
140.380,10
140.384,695
140.700,10
141.034,175
141.038,515
141.283,10
141.769,175
141.774,485
141.863,10
142.548,155
142.984,470
142.988,620
143.152,10
143.521,135
144.225,465
144.349,655
144.353,10
144.935,170
145.032,575
145.227,10
145.763,195
146.056,630
146.592,200
146.864,615
146.984,185
147.426,30
147.716,530
148.103,10
148.106,730
148.786,10
149.559,705
150.199,700
150.203,650
150.346,10
150.816,155
150.882,515
150.887,10
150.930,10
150.934,10
150.943,20
150.979,15
150.982,10
150.985,10
150.990,10
151.028,15
151.032,15
151.126,15
151.129,10
151.133,15
151.177,10
151.189,10
151.198,10
151.201,15
151.223,15
151.226,25
151.271,20
151.324,25
151.502,10
152.003,265
152.007,625
152.786,10
152.832,640
153.444,150
153.661,625
154.246,255
154.566,610
155.080,190
155.172,645
155.414,10
155.467,170
155.470,35
155.474,25
155.757,10
156.051,465
156.488,155
156.492,540
156.737,10
157.171,165
157.416,505
157.853,195
157.857,490
158.536,10
158.539,675
158.683,10
159.267,180
159.270,475
159.949,10
159.953,675
160.632,10
160.635,690
160.828,10
161.395,185
162.208,575
162.290,795
162.341,165
162.387,15
162.390,20
162.875,20
162.878,535
163.021,10
163.167,165
163.171,15
163.216,10
163.220,10
163.223,10
163.557,15
163.561,460
164.240,10
164.971,660
165.118,660
165.653,190
165.800,500
165.804,185
166.095,25
166.336,15
166.339,465
167.018,10
167.021,695
167.171,10
167.662,140
167.701,525
168.286,10
168.335,665
169.017,10
169.021,655
169.700,10
169.704,705
169.847,10
169.943,180
169.948,20
169.993,15
169.997,15
170.000,20
170.382,10
171.065,430
171.068,670
171.211,10
171.747,170
171.751,470
172.333,10
173.015,635
173.604,640
173.798,645
174.282,145
174.286,510
174.429,10
174.432,145
174.480,20
174.483,15
174.529,10
174.965,15
174.971,435
175.111,10
175.118,100
175.160,20
175.172,15
175.182,10
175.187,15
175.209,10
175.213,10
175.218,10
175.225,15
175.257,10
175.502,15
176.135,350
176.233,645
176.239,15
176.379,120
176.382,35
176.574,20
176.774,15
176.966,445
177.456,160
177.551,495
177.598,10
178.038,160
178.378,490
178.726,165
179.304,460
179.986,630
180.717,635
180.820,650
181.254,145
181.257,495
181.351,10
181.355,150
181.936,10
181.940,460
182.472,10
182.476,625
183.155,10
183.160,635
183.301,10
183.886,165
183.892,515
183.986,10
183.992,80
184.033,15
184.038,15
184.081,30
184.087,40
184.092,15
184.132,10
184.140,10
184.278,15
184.282,20
184.423,25
184.456,25
185.106,320
185.690,650
185.694,615
185.934,10
186.373,170
186.376,460
186.958,10
187.056,635
187.202,10
187.642,150
187.648,525
187.884,10
188.323,170
188.332,480
188.469,10
188.480,155
189.072,10
189.590,470
189.639,630
189.837,10
190.273,145
190.278,485
190.422,15
190.809,160
190.861,470
191.102,10
191.589,175
191.593,500
191.687,10
192.223,140
192.372,540
192.469,145
192.473,15
192.538,15
192.613,10
192.616,10
192.619,10
192.622,10
192.665,15
192.668,25
192.909,10
193.588,390
193.592,675
193.734,10
194.319,175
195.099,540
195.103,775
195.870,10
196.157,800
196.582,205
196.708,530
196.805,10
197.244,190
197.248,460
197.932,10
198.098,670
198.658,165
198.663,490
198.758,10
199.292,175
199.295,500
199.438,10
200.023,170
200.026,510
200.169,10
200.559,185
201.290,500
201.978,685
202.165,715
202.805,10
202.899,780
203.094,10
203.631,215
203.637,530
203.777,10
203.792,170
204.172,20
204.365,480
204.898,10
205.142,685
205.581,175
205.584,525
206.409,10
206.559,730
207.092,210
207.095,495
207.239,10
207.774,145
207.823,525
208.360,10
209.042,670
209.773,670
209.871,740
210.602,10
210.608,735
211.432,10
211.578,810
211.592,150
211.600,10
211.674,10
211.680,10
211.724,10
211.733,10
211.738,15
211.745,10
211.772,10
211.777,10
211.869,10
211.875,10
211.882,10
211.918,15
211.923,15
211.928,15
211.934,10
212.114,10
212.127,15
212.163,265
212.801,745
212.945,10
213.527,10
213.534,675
213.625,10
213.771,185
213.774,25
214.210,30
214.217,405
214.761,10
214.795,645
214.949,15
215.472,130
215.478,510
216.159,10
216.165,670
216.306,15
216.853,150
216.988,565
216.995,120
217.037,20
217.042,15
217.047,10
217.089,10
217.135,10
217.183,10
217.189,10
217.525,15
217.530,510
218.354,10
219.768,850
221.151,1400
221.278,1400
221.285,10
221.376,45
221.382,10
221.388,10
221.577,50
221.723,350
223.131,1260
223.134,180
223.228,20
223.521,30
223.524,350
223.667,10
223.837,205
224.060,10
224.203,350
224.209,150
224.424,115
224.430,20
224.447,10
224.453,10
224.496,15
224.540,20
224.691,15
224.697,225
225.325,715
226.187,10
226.202,715
226.303,10
226.595,155
226.600,90
227.012,10
227.961,680
228.006,925
228.012,15
228.104,15
228.107,15
228.111,175
228.418,15
228.433,10
228.437,10
228.440,15
228.640,20
228.644,35
228.668,325
228.786,180
228.933,220
229.225,160
229.233,10
229.568,15
229.615,485
230.492,10
230.496,765
230.639,10
231.175,225
231.321,480
231.325,170
231.370,15
231.373,10
231.385,10
231.814,10
232.443,415
232.589,645
232.835,155
233.125,280
233.515,275
234.392,450
234.398,775
234.490,10
234.493,165
237.561,1075
238.254,1990
239.018,685
239.658,710
239.806,670
240.196,220
240.925,420
241.608,670
241.612,685
241.656,10
241.931,255
242.046,195
242.193,115
243.158,700
243.270,320
243.313,10
243.558,305
243.709,160
243.712,15
243.715,10
243.753,10
243.757,10
243.801,15
243.805,50
244.928,410
245.361,715
246.488,510
246.878,840
248.141,650
248.433,1355
248.436,175
248.481,20
248.680,25
248.823,385
248.826,10
250.237,710
250.383,710
250.386,160
250.530,15
250.533,15
250.536,10
250.919,15
250.922,495
251.753,10
251.895,775
251.899,200
252.041,25
252.577,30
253.456,585
253.701,900
253.749,210
253.752,30
254.283,30
254.289,550
254.430,10
254.435,10
255.114,125
255.820,640
255.941,805
255.961,15
256.111,145
256.431,15
256.434,15
256.477,15
257.062,425
257.065,635
257.744,10
257.748,615
258.573,10
258.576,830
259.255,10
259.258,720
260.133,10
260.136,810
260.231,10
260.234,150
260.428,15
260.432,20
260.533,20
260.823,185
261.013,365
261.693,10
261.697,770
262.327,10
262.330,755
263.741,10
264.144,1390
264.569,325
264.573,415
265.252,10
265.691,800
266.130,170
266.137,640
266.913,10
267.202,820
267.206,220
267.252,15
267.261,10
267.269,10
267.351,10
267.354,10
267.358,10
267.738,15
268.470,475
269.008,690
269.152,635
269.693,165
270.273,455
270.517,645
270.520,205
270.959,30
270.962,385
271.638,10
271.648,770
271.787,15
271.835,110
271.838,10
271.931,35
271.934,55
272.033,15
272.044,10
272.086,15
272.126,70
272.129,25
272.132,10
272.135,10
272.325,10
272.501,25
273.296,365
273.299,880
274.174,10
274.185,875
274.564,10
275.008,395
275.023,395
275.831,10
275.834,750
276.368,10
277.050,660
277.053,630
277.672,10
278.369,620
278.373,670
278.464,10
279.000,170
280.268,455
281.097,1270
281.100,890
281.242,15
281.247,95
281.688,30
282.546,340
283.632,850
284.022,1145
284.167,600
284.173,10
284.218,10
285.289,1145
285.435,10
285.484,75
285.581,120
285.585,25
285.630,10
285.633,10
285.637,20
285.972,40
285.999,335
287.239,10
288.068,1210
288.896,845
288.900,865
289.042,10
289.046,10
289.092,90
289.096,10
289.099,50
289.103,20
289.726,10
289.739,615
290.554,10
290.557,890
291.383,15
292.222,790
292.312,805
293.092,10
293.482,790
293.774,185
293.823,640
294.091,10
295.429,300
295.432,1360
297.086,10
297.089,1600
297.093,10
297.616,95
297.672,10
297.678,10
297.683,15
297.689,10
297.693,15
297.736,15
297.821,515
297.826,10
298.750,1005
299.478,10
300.450,700
300.454,955
300.500,10
300.551,10
300.699,140
301.136,105
302.400,475
302.404,1260
302.645,265
303.912,250
304.204,1015
304.894,260
305.130,725
305.136,10
305.187,15
305.864,205
306.155,560
307.130,505
307.425,920
308.641,270
308.787,1250
308.790,230
308.933,10
308.940,15
309.177,45
309.180,15
309.183,15
309.794,320
309.798,535
310.639,15
310.643,730
310.688,15
310.694,70
310.697,30
310.740,20
310.952,25
310.965,170
310.977,15
310.980,10
311.273,15
311.276,365
311.471,10
312.102,10
312.105,895
313.077,10
313.297,990
313.908,10
313.933,635
314.637,10
314.640,755
314.687,10
314.690,10
314.697,10
314.783,25
314.786,20
314.789,20
315.076,25
315.174,465
316.002,705
316.008,165
316.054,15
316.082,10
316.109,10
316.149,15
316.168,15
316.270,10
316.538,15
316.542,420
317.269,15
318.099,770
318.927,855
318.931,750
319.076,10
319.079,10
319.610,25
320.341,715
320.447,760
320.588,10
320.596,120
320.633,20
320.637,15
320.640,35
320.646,25
320.685,10
320.688,10
320.691,10
321.170,25
321.415,485
321.998,250
322.002,615
323.217,10
323.221,1230
323.266,10
323.269,25
323.364,125
323.948,555
323.952,10
324.143,10
324.147,155
324.326,15
324.329,10
324.634,15
324.637,10
325.167,10
325.171,1005
325.216,20
325.219,10
325.222,15
325.313,10
325.317,10
325.320,10
325.703,15
325.707,15
325.778,20
325.998,480
326.050,15
326.194,195
326.435,20
326.439,490
327.264,10
328.180,820
329.137,860
329.172,895
329.180,30
329.184,20
329.799,25
330.871,640
331.164,1130
331.456,310
331.462,215
331.882,10
332.628,290
333.016,810
333.022,495
333.260,10
333.264,225
333.309,15
333.315,20
333.318,10
333.358,10
333.430,10
334.527,15
334.530,1235
334.826,10
335.210,280
335.893,390
336.504,645
337.306,655
338.140,720
338.281,850
338.428,250
338.674,10
338.966,400
339.500,10
339.503,770
339.792,10
339.802,250
340.232,20
341.209,430
341.596,670
342.280,675
343.059,740
343.254,740
343.741,215
343.744,510
344.570,10
344.716,755
344.719,175
344.960,10
344.963,185
345.642,10
345.646,810
345.935,15
346.179,270
347.475,270
349.689,1280
349.986,2020
350.033,460
350.036,10
351.493,10
351.497,1510
351.787,10
353.447,265
353.689,1600
353.735,10
353.739,370
354.665,10
354.808,905
355.442,200
356.270,585
356.319,840
356.962,10
357.100,700
357.733,10
358.321,715
358.332,665
359.001,10
359.294,705
359.341,170
359.345,15
359.393,60
359.829,30
359.832,465
360.658,10
361.341,800
362.097,725
362.900,725
362.905,865
363.730,10
364.412,770
364.415,740
364.558,10
364.851,135
365.094,275
365.825,335
366.508,635
367.780,695
367.873,1295
368.019,230
368.068,25
368.071,15
368.120,10
368.122,15
368.848,255
368.851,565
369.726,10
369.874,880
369.878,145
369.970,10
372.074,890
372.602,1215
373.187,580
373.873,650
374.455,595
375.020,635
375.335,600
375.724,10
375.727,615
376.384,10
376.941,640
376.946,595
377.477,10
378.160,640
378.794,605
379.427,585
380.158,700
381.985,755
382.011,1720
382.018,20
382.026,10
382.032,10
382.060,15
382.088,15
382.206,275
383.474,615
383.626,655
384.050,140
384.156,470
384.449,10
384.839,275
385.423,435
385.427,620
386.106,10
386.253,635
386.691,165
387.232,415
387.666,655
387.669,320
387.715,20
387.718,15
387.721,10
387.763,10
387.953,230
388.739,380
389.326,495
389.860,405
390.591,645
390.724,815
390.835,250
391.810,565
392.259,370
392.298,425
392.302,10
392.312,35
392.344,15
392.380,15
392.395,15
392.398,80
392.641,10
395.028,1950
395.710,685
395.713,690
396.250,10
397.002,585
397.810,715
397.855,740
398.489,10
399.318,805
400.000,720
400.731,725
401.414,695
402.096,725
402.925,755
403.656,835
404.339,725
404.878,670
405.632,585
405.998,665
406.143,390
406.149,10
406.192,160
407.121,770
407.269,180
407.606,20
408.776,410
409.361,1200
410.189,610
410.193,845
411.869,10
412.529,1650
412.822,705
413.407,345
413.504,535
413.650,235
414.480,905
414.625,15
414.629,25
414.772,215
416.629,505
416.638,1310
416.643,10
416.868,10
417.408,280
417.941,510
418.236,625
418.282,175
419.696,10
420.037,1395
420.888,515
420.949,820
421.304,10
421.308,355
421.840,10
423.401,565
423.937,1605
423.940,530
424.766,10
425.449,845
426.033,695
426.862,530
427.155,1095
428.374,755
429.252,510
429.349,965
430.469,400
432.029,815
432.176,1450
433.980,195
434.662,1870
435.199,575
435.491,620
436.174,280
436.764,675
436.807,570
436.810,15
436.823,10
436.859,10
436.862,10
437.002,15
437.977,260
438.718,915
439.099,810
439.391,370
440.122,275
440.756,645
440.951,720
441.048,260
441.051,20
441.097,10
441.100,15
441.146,15
441.149,15
441.152,15
441.195,10
441.198,20
442.319,400
443.145,810
443.148,810
443.193,10
443.197,10
443.437,10
444.805,30
445.534,1530
446.216,795
446.363,715
446.411,140
446.414,15
446.560,10
446.703,20
446.715,20
446.727,20
446.752,10
446.755,10
446.759,45
446.762,45
446.999,15
447.002,15
447.006,10
447.110,260
448.313,720
449.309,750
449.395,930
449.974,10
450.506,470
451.335,845
452.066,800
452.115,730
452.753,10
453.432,680
454.231,650
454.412,655
454.700,10
455.527,665
456.210,715
456.214,745
456.405,10
456.941,195
456.944,565
457.921,10
458.530,760
458.552,710
459.135,10
459.140,705
459.967,15
460.549,660
461.281,720
461.505,685
462.012,150
462.602,525
462.743,680
463.181,215
464.011,465
464.696,750
465.424,775
465.671,715
466.110,155
466.789,510
467.494,655
467.618,680
467.621,10
468.323,205
468.327,520
468.908,180
469.568,535
469.574,685
470.377,10
471.085,705
471.128,760
471.226,10
471.812,230
471.958,530
472.200,425
472.204,15
473.175,260
473.224,745
473.626,15
474.005,345
474.012,400
474.833,10
475.565,840
475.710,780
475.714,115
475.765,10
475.878,15
476.201,35
476.204,20
476.207,10
476.210,15
476.393,30
476.398,465
476.564,10
476.588,135
476.592,15
476.595,20
476.600,30
476.639,15
476.642,10
476.646,10
476.685,15
476.689,95
476.834,15
476.929,260
476.932,10
479.562,1270
480.936,1380
480.940,1165
480.947,10
480.950,10
480.975,10
481.277,150
481.280,15
482.634,515
482.780,1215
482.925,235
482.931,15
484.049,465
484.437,720
485.023,360
485.558,615
486.241,515
487.362,635
488.946,1145
489.607,1590
