df_hash,22ZHK4.U9L6MD
311.022,740
311.705,700
312.533,710
313.363,750
314.188,875
315.017,865
315.752,775
316.577,750
317.405,815
318.234,835
319.065,830
319.746,810
320.441,730
321.988,595
322.966,1660
323.646,935
324.489,825
325.303,805
326.034,835
326.865,730
327.692,840
328.522,740
328.667,825
328.672,260
330.032,505
331.153,810
332.665,1105
332.716,1545
333.932,10
334.614,1235
335.443,780
336.321,820
337.149,890
337.832,805
338.527,740
339.392,710
340.074,720
340.903,770
341.732,840
343.292,845
343.828,1455
344.560,625
345.340,710
346.168,800
346.607,905
347.157,405
348.138,495
348.948,1000
349.776,860
350.072,790
350.361,340
350.605,490
351.584,785
351.877,200
351.883,15
352.020,20
352.896,485
353.676,730
354.505,855
355.337,835
356.070,855
356.895,765
357.722,840
358.423,765
359.241,775
359.916,820
361.479,745
362.158,1435
362.851,715
363.572,705
363.816,700
363.962,375
363.975,15
364.011,10
364.017,15
364.022,20
364.269,250
365.766,865
366.594,790
367.424,765
368.162,805
368.837,680
369.666,800
369.672,805
370.501,10
371.323,805
372.201,870
373.030,860
373.861,865
374.133,835
374.248,245
374.994,10
376.346,805
376.788,1370
377.468,475
378.733,670
379.416,1245
380.392,755
381.074,905
381.902,805
382.634,815
382.913,745
382.982,160
382.993,50
383.463,10
384.159,510
384.828,780
385.550,690
386.338,675
386.345,790
386.387,10
386.393,55
386.924,30
387.901,550
388.776,810
389.117,980
390.531,385
392.049,1470
392.774,1495
393.602,740
394.285,735
394.967,750
395.699,730
396.385,715
397.210,730
397.892,720
397.895,755
398.721,10
399.598,815
400.379,845
401.939,840
402.621,1545
403.304,700
404.133,765
404.867,730
405.839,800
406.667,870
407.496,910
408.179,810
409.007,735
409.740,765
410.570,795
411.250,800
412.089,780
412.811,710
413.590,785
414.341,780
415.101,760
415.833,730
416.685,820
417.490,855
418.319,860
419.148,825
419.976,775
421.390,810
422.073,1410
423.025,705
423.895,845
424.707,940
425.690,935
426.509,900
427.484,905
428.215,870
429.044,845
429.873,805
430.701,815
431.825,820
432.399,845
433.188,855
433.940,825
434.019,755
434.760,10
435.576,790
435.579,890
436.262,10
437.088,690
438.065,780
438.745,775
440.844,855
441.524,2100
442.356,735
443.181,835
444.108,845
445.034,850
445.570,965
445.863,550
446.399,325
447.081,495
448.495,780
450.007,1405
450.594,1475
450.709,390
451.518,310
452.249,845
453.077,810
453.857,785
454.451,725
455.272,715
456.002,720
456.685,735
457.519,740
458.196,775
458.200,805
459.025,10
459.854,820
460.585,795
461.415,740
462.097,800
462.779,730
463.811,745
464.927,850
465.557,910
466.289,910
467.267,810
468.092,880
468.921,875
469.621,825
470.972,770
471.849,1390
472.776,860
472.822,930
473.504,15
474.040,690
474.479,590
475.319,355
475.601,830
476.137,335
476.819,500
477.502,770
478.232,690
479.207,735
480.046,875
480.867,865
481.696,835
482.380,830
482.523,595
483.354,295
484.034,785
484.863,790
485.740,775
486.569,865
487.398,810
488.372,905
489.207,905
490.031,910
490.862,825
491.549,760
492.371,760
493.101,790
493.931,805
494.909,860
494.913,860
495.734,10
496.563,840
497.392,830
498.422,825
498.903,845
499.195,810
499.198,265
499.780,10
500.171,585
500.636,365
501.585,470
502.120,850
502.803,600
503.391,745
505.215,395
507.151,1995
509.481,1955
509.628,2400
509.785,55
509.831,165
509.854,30
509.872,20
509.901,15
510.032,15
510.066,10
510.072,15
510.077,20
510.085,15
510.090,20
510.096,15
510.101,15
510.104,15
510.108,10
510.112,10
510.117,10
510.120,10
510.123,10
510.126,10
510.164,10
510.168,10
510.171,10
510.174,10
510.213,10
510.216,10
510.220,10
510.223,10
510.270,10
510.314,10
510.318,10
510.321,15
510.325,10
510.329,10
511.435,30
511.724,1285
511.870,265
511.968,130
511.977,45
512.128,225
512.219,40
512.847,505
513.674,105
513.820,900
513.918,160
513.921,15
514.015,15
514.210,15
514.213,305
514.259,15
514.262,15
514.266,10
514.310,10
514.315,10
514.318,10
514.360,10
514.419,10
514.459,10
514.480,10
514.501,10
514.515,15
514.609,10
514.628,10
515.185,25
515.478,800
515.481,315
515.624,45
515.722,215
515.770,35
515.773,20
515.868,40
516.306,300
516.600,215
517.141,275
517.428,375
517.432,400
517.853,70
