df_hash,22ZHK4.U9L6MD
13.815,0.980
13.845,0.982
13.875,0.980
13.905,0.982
13.935,0.983
13.965,0.979
13.995,0.984
14.025,0.986
14.055,0.988
14.085,0.987
14.115,0.982
14.145,0.979
14.175,0.987
14.205,0.989
14.235,0.982
14.265,0.983
14.295,0.988
14.325,0.982
14.355,0.982
14.385,0.979
14.415,0.989
14.445,0.991
14.475,0.990
14.505,0.979
14.535,0.986
14.565,0.976
14.595,0.977
14.625,0.983
14.655,0.986
14.685,0.982
14.715,0.980
14.745,0.977
14.775,0.979
14.805,0.975
14.835,0.979
14.865,0.982
14.895,0.975
14.925,0.983
14.955,0.991
14.985,0.988
15.015,0.986
15.045,0.984
15.075,0.978
15.105,0.984
15.135,0.983
15.165,0.982
15.195,0.979
15.225,0.984
15.255,0.978
15.285,0.979
15.315,0.983
15.345,0.982
15.375,0.983
15.405,0.982
15.435,0.984
15.465,0.986
15.495,0.984
15.525,0.979
15.555,0.986
15.585,0.980
15.615,0.984
15.645,0.985
15.675,0.981
15.705,0.981
15.735,0.984
15.765,0.986
15.795,0.982
15.825,0.984
15.855,0.983
15.885,0.987
15.915,0.983
15.945,0.985
15.975,0.980
16.005,0.986
16.035,0.981
16.065,0.985
16.095,0.985
16.125,0.985
16.155,0.980
16.185,0.985
16.215,0.986
16.245,0.981
16.275,0.983
16.305,0.983
16.335,0.981
16.365,0.983
16.395,0.983
16.425,0.980
16.455,0.987
16.485,0.982
16.515,0.983
16.545,0.980
16.575,0.979
16.605,0.985
16.635,0.984
16.665,0.987
16.695,0.982
16.725,0.983
16.755,0.981
16.785,0.986
16.815,0.985
16.845,0.984
16.875,0.979
16.905,0.983
16.935,0.981
16.965,0.984
16.995,0.981
17.025,0.984
17.055,0.980
17.085,0.984
17.115,0.981
17.145,0.982
17.175,0.985
17.205,0.982
17.235,0.982
17.265,0.983
17.295,0.986
17.325,0.978
17.355,0.982
17.385,0.984
17.415,0.982
17.445,0.987
17.475,0.980
17.505,0.980
17.535,0.984
17.565,0.980
17.595,0.982
17.625,0.982
17.655,0.979
17.685,0.982
17.715,0.987
17.745,0.984
17.775,0.983
17.805,0.979
17.835,0.982
17.865,0.981
17.895,0.982
17.925,0.982
17.955,0.981
17.985,0.981
18.015,0.979
18.045,0.984
18.075,0.982
18.105,0.982
18.135,0.984
18.165,0.982
18.195,0.983
18.225,0.983
18.255,0.988
18.285,0.984
18.315,0.975
18.345,0.985
18.375,0.979
18.405,0.983
18.435,0.980
18.465,0.983
18.495,0.982
18.525,0.981
18.555,0.981
18.585,0.981
18.615,0.979
18.645,0.982
18.675,0.987
18.705,0.980
18.735,0.985
18.765,0.981
18.795,0.981
18.825,0.986
18.855,0.984
18.885,0.983
18.915,0.982
18.945,0.982
18.975,0.979
19.005,0.983
19.035,0.981
19.065,0.982
19.095,0.982
19.125,0.981
19.155,0.984
19.185,0.981
19.215,0.984
19.245,0.980
19.275,0.982
19.305,0.977
19.335,0.981
19.365,0.986
19.395,0.980
19.425,0.986
19.455,0.981
19.485,0.980
19.515,0.981
19.545,0.984
19.575,0.985
19.605,0.981
19.635,0.979
19.665,0.980
19.695,0.986
19.725,0.983
19.755,0.984
19.785,0.979
19.815,0.979
19.845,0.984
19.875,0.985
19.905,0.984
19.935,0.984
19.965,0.979
19.995,0.981
20.025,0.984
20.055,0.983
20.085,0.983
20.115,0.983
20.145,0.981
20.175,0.981
20.205,0.981
20.235,0.985
20.265,0.982
20.295,0.985
20.325,0.983
20.355,0.982
20.385,0.989
20.415,0.984
20.445,0.983
20.475,0.983
20.505,0.976
20.535,0.980
20.565,0.982
20.595,0.983
20.625,0.983
20.655,0.985
20.685,0.978
20.715,0.986
20.745,0.984
20.775,0.981
20.805,0.980
20.835,0.980
20.865,0.979
20.895,0.983
20.925,0.980
20.955,0.982
20.985,0.982
21.015,0.984
21.045,0.982
21.075,0.986
21.105,0.981
21.135,0.981
21.165,0.978
21.195,0.979
21.225,0.985
21.255,0.983
21.285,0.986
21.315,0.978
21.345,0.981
21.375,0.987
21.405,0.983
21.435,0.987
21.465,0.982
21.495,0.979
21.525,0.982
21.555,0.983
21.585,0.982
21.615,0.984
21.645,0.976
21.675,0.982
21.705,0.987
21.735,0.982
21.765,0.984
21.795,0.981
21.825,0.981
21.855,0.984
21.885,0.983
21.915,0.984
21.945,0.983
21.975,0.982
22.005,0.980
22.035,0.981
22.065,0.982
22.095,0.985
22.125,0.984
22.155,0.983
22.185,0.980
22.215,0.981
22.245,0.984
22.275,0.981
22.305,0.978
22.335,0.982
22.365,0.986
22.395,0.979
22.425,0.987
22.455,0.982
22.485,0.979
22.515,0.985
22.545,0.981
22.575,0.984
22.605,0.982
22.635,0.979
22.665,0.976
22.695,0.987
22.725,0.983
22.755,0.985
22.785,0.978
22.815,0.980
22.845,0.984
22.875,0.988
22.905,0.982
22.935,0.982
22.965,0.978
22.995,0.981
23.025,0.984
23.055,0.981
23.085,0.982
23.115,0.979
23.145,0.982
23.175,0.983
23.205,0.981
23.235,0.985
23.265,0.984
23.295,0.986
23.325,0.982
23.355,0.981
23.385,0.983
23.415,0.979
23.445,0.985
23.475,0.982
23.505,0.979
23.535,0.980
23.565,0.982
23.595,0.984
23.625,0.983
23.655,0.978
23.685,0.983
23.715,0.989
23.745,0.980
23.775,0.980
23.805,0.980
23.835,0.983
23.865,0.983
23.895,0.989
23.925,0.986
23.955,0.984
23.985,0.979
24.015,0.979
24.045,0.979
24.075,0.983
24.105,0.982
24.135,0.979
24.165,0.982
24.195,0.979
24.225,0.982
24.255,0.980
24.285,0.982
24.315,0.983
24.345,0.976
24.375,0.988
24.405,0.982
24.435,0.980
24.465,0.979
24.495,0.973
24.525,0.979
24.555,0.982
24.585,0.986
24.615,0.981
24.645,0.980
24.675,0.978
24.705,0.986
24.735,0.981
24.765,0.983
24.795,0.979
24.825,0.979
24.855,0.983
24.885,0.980
24.915,0.984
24.945,0.985
24.975,0.980
25.005,0.982
25.035,0.979
25.065,0.979
25.095,0.976
25.125,0.979
25.155,0.983
25.185,0.984
25.215,0.982
25.245,0.981
25.275,0.977
25.305,0.981
25.335,0.983
25.365,0.984
25.395,0.974
25.425,0.978
25.455,0.982
25.485,0.982
25.515,0.985
25.545,0.982
25.575,0.972
25.605,0.982
25.635,0.983
25.665,0.979
25.695,0.980
25.725,0.977
25.755,0.979
25.785,0.985
25.815,0.978
25.845,0.983
25.875,0.983
25.905,0.979
25.935,0.980
25.965,0.980
25.995,0.980
26.025,0.979
26.055,0.982
26.085,0.979
26.115,0.979
26.145,0.979
26.175,0.982
26.205,0.982
26.235,0.980
26.265,0.981
26.295,0.982
26.325,0.978
26.355,0.978
26.385,0.981
26.415,0.979
26.445,0.983
26.475,0.979
26.505,0.972
26.535,0.983
26.565,0.980
26.595,0.981
26.625,0.979
26.655,0.979
26.685,0.983
26.715,0.983
26.745,0.983
26.775,0.985
26.805,0.979
26.835,0.979
26.865,0.979
26.895,0.978
26.925,0.982
26.955,0.981
26.985,0.980
27.015,0.983
27.045,0.982
27.075,0.984
27.105,0.980
27.135,0.979
27.165,0.982
27.195,0.976
27.225,0.985
27.255,0.979
27.285,0.976
27.315,0.981
27.345,0.981
27.375,0.982
27.405,0.981
27.435,0.979
27.465,0.975
27.495,0.985
27.525,0.979
27.555,0.982
27.585,0.977
27.615,0.974
27.645,0.984
27.675,0.982
27.705,0.984
27.735,0.979
27.765,0.982
27.795,0.982
27.825,0.979
27.855,0.978
27.885,0.978
27.915,0.981
27.945,0.984
27.975,0.977
28.005,0.980
28.035,0.983
28.065,0.980
28.095,0.973
28.125,0.979
28.155,0.985
28.185,0.982
28.215,0.983
28.245,0.977
28.275,0.974
28.305,0.983
28.335,0.979
28.365,0.983
28.395,0.976
28.425,0.979
28.455,0.980
28.485,0.984
28.515,0.980
28.545,0.978
28.575,0.976
28.605,0.977
28.635,0.978
28.665,0.981
28.695,0.984
28.725,0.985
28.755,0.980
28.785,0.975
28.815,0.980
28.845,0.979
28.875,0.979
28.905,0.976
28.935,0.979
28.965,0.981
28.995,0.981
29.025,0.984
29.055,0.978
29.085,0.980
29.115,0.978
29.145,0.978
29.175,0.977
29.205,0.971
29.235,0.977
29.265,0.984
29.295,0.981
29.325,0.983
29.355,0.982
29.385,0.974
29.415,0.984
29.445,0.982
29.475,0.976
29.505,0.978
29.535,0.977
29.565,0.978
29.595,0.979
29.625,0.980
29.655,0.981
29.685,0.981
29.715,0.978
29.745,0.977
29.775,0.979
29.805,0.979
29.835,0.979
29.865,0.978
29.895,0.979
29.925,0.979
29.955,0.981
29.985,0.979
30.015,0.983
30.045,0.978
30.075,0.981
30.105,0.978
30.135,0.980
30.165,0.985
30.195,0.979
30.225,0.976
30.255,0.980
30.285,0.979
30.315,0.979
30.345,0.977
30.375,0.972
30.405,0.984
30.435,0.983
30.465,0.979
30.495,0.981
30.525,0.980
30.555,0.978
30.585,0.982
30.615,0.982
30.645,0.979
30.675,0.978
30.705,0.977
30.735,0.977
30.765,0.977
30.795,0.978
30.825,0.979
30.855,0.980
30.885,0.978
30.915,0.980
30.945,0.977
30.975,0.980
31.005,0.978
31.035,0.983
31.065,0.981
31.095,0.979
31.125,0.981
31.155,0.977
31.185,0.982
31.215,0.980
31.245,0.974
31.275,0.978
31.305,0.976
31.335,0.980
31.365,0.980
31.395,0.979
31.425,0.969
31.455,0.985
31.485,0.979
31.515,0.981
31.545,0.977
31.575,0.974
31.605,0.986
31.635,0.994
31.665,0.979
31.695,0.981
31.725,0.977
31.755,0.979
31.785,0.972
31.815,0.974
31.845,0.979
31.875,0.981
31.905,0.979
31.935,0.979
31.965,0.980
31.995,0.978
32.025,0.980
32.055,0.982
32.085,0.984
32.115,0.973
32.145,0.978
32.175,0.985
32.205,0.979
32.235,0.981
32.265,0.977
32.295,0.975
32.325,0.981
32.355,0.982
32.385,0.983
32.415,0.977
32.445,0.976
32.475,0.976
32.505,0.982
32.535,0.978
32.565,0.978
32.595,0.978
32.625,0.982
32.655,0.976
32.685,0.979
32.715,0.986
32.745,0.981
32.775,0.979
32.805,0.978
32.835,0.978
32.865,0.980
32.895,0.979
32.925,0.978
32.955,0.973
32.985,0.977
33.015,0.979
33.045,0.978
33.075,0.973
33.105,0.974
33.135,0.980
33.165,0.979
33.195,0.980
33.225,0.977
33.255,0.977
33.285,0.983
33.315,0.981
33.345,0.983
33.375,0.979
33.405,0.979
33.435,0.978
33.465,0.984
33.495,0.980
33.525,0.982
33.555,0.976
33.585,0.977
33.615,0.981
33.645,0.978
33.675,0.983
33.705,0.981
33.735,0.981
33.765,0.979
33.795,0.978
33.825,0.976
33.855,0.976
33.885,0.979
33.915,0.979
33.945,0.978
33.975,0.980
34.005,0.980
34.035,0.977
34.065,0.979
34.095,0.981
34.125,0.976
34.155,0.985
34.185,0.977
34.215,0.974
34.245,0.976
34.275,0.979
34.305,0.979
34.335,0.980
34.365,0.979
34.395,0.977
34.425,0.983
34.455,0.980
34.485,0.980
34.515,0.977
34.545,0.977
34.575,0.982
34.605,0.982
34.635,0.981
34.665,0.980
34.695,0.980
34.725,0.979
34.755,0.980
34.785,0.977
34.815,0.977
34.845,0.978
34.875,0.977
34.905,0.981
34.935,0.979
34.965,0.981
34.995,0.980
35.025,0.978
35.055,0.979
35.085,0.978
35.115,0.985
35.145,0.979
35.175,0.978
35.205,0.979
35.235,0.979
35.265,0.979
35.295,0.980
35.325,0.978
35.355,0.975
35.385,0.981
35.415,0.977
35.445,0.981
35.475,0.977
35.505,0.976
35.535,0.982
35.565,0.982
35.595,0.985
35.625,0.982
35.655,0.975
35.685,0.972
35.715,0.975
35.745,0.978
35.775,0.978
35.805,0.977
35.835,0.979
35.865,0.980
35.895,0.981
35.925,0.979
35.955,0.982
35.985,0.973
36.015,0.977
36.045,0.979
36.075,0.981
36.105,0.984
36.135,0.974
36.165,0.977
36.195,0.979
36.225,0.978
36.255,0.981
36.285,0.980
36.315,0.969
36.345,0.982
36.375,0.982
36.405,0.978
36.435,0.976
36.465,0.980
36.495,0.982
36.525,0.982
36.555,0.976
36.585,0.978
36.615,0.981
36.645,0.973
36.675,0.978
36.705,0.978
36.735,0.977
36.765,0.977
36.795,0.981
36.825,0.979
36.855,0.979
36.885,0.979
36.915,0.972
36.945,0.982
36.975,0.984
37.005,0.978
37.035,0.980
37.065,0.972
37.095,0.974
37.125,0.982
37.155,0.982
37.185,0.984
37.215,0.979
37.245,0.972
37.275,0.982
37.305,0.979
37.335,0.977
37.365,0.979
37.395,0.974
37.425,0.977
37.455,0.980
37.485,0.979
37.515,0.982
37.545,0.977
37.575,0.979
37.605,0.979
37.635,0.979
37.665,0.973
37.695,0.979
37.725,0.978
37.755,0.980
37.785,0.973
37.815,0.978
37.845,0.984
37.875,0.980
37.905,0.983
37.935,0.977
37.965,0.979
37.995,0.979
38.025,0.981
38.055,0.983
38.085,0.977
38.115,0.970
38.145,0.983
38.175,0.981
38.205,0.980
38.235,0.979
38.265,0.975
38.295,0.979
38.325,0.979
38.355,0.980
38.385,0.980
38.415,0.981
38.445,0.980
38.475,0.976
38.505,0.979
38.535,0.977
38.565,0.977
38.595,0.978
38.625,0.980
38.655,0.981
38.685,0.984
38.715,0.976
38.745,0.981
38.775,0.979
38.805,0.984
38.835,0.980
38.865,0.974
38.895,0.978
38.925,0.976
38.955,0.980
38.985,0.984
39.015,0.978
39.045,0.974
39.075,0.981
39.105,0.978
39.135,0.981
39.165,0.976
39.195,0.978
39.225,0.980
39.255,0.982
39.285,0.982
39.315,0.980
39.345,0.981
39.375,0.980
39.405,0.979
39.435,0.979
39.465,0.979
39.495,0.978
39.525,0.980
39.555,0.981
39.585,0.979
39.615,0.979
39.645,0.983
39.675,0.983
39.705,0.971
39.735,0.977
39.765,0.979
39.795,0.983
39.825,0.981
39.855,0.973
39.885,0.982
39.915,0.981
39.945,0.981
39.975,0.982
40.005,0.975
40.035,0.974
40.065,0.981
40.095,0.979
40.125,0.980
40.155,0.979
40.185,0.978
40.215,0.981
40.245,0.986
40.275,0.981
40.305,0.982
40.335,0.979
40.365,0.976
40.395,0.977
40.425,0.979
40.455,0.977
40.485,0.982
40.515,0.978
40.545,0.980
40.575,0.986
40.605,0.988
40.635,0.974
40.665,0.979
40.695,0.976
40.725,0.975
40.755,0.975
40.785,0.979
40.815,0.979
40.845,0.976
40.875,0.987
40.905,0.979
40.935,0.979
40.965,0.981
40.995,0.980
41.025,0.980
41.055,0.981
41.085,0.976
41.115,0.978
41.145,0.981
41.175,0.979
41.205,0.983
41.235,0.977
41.265,0.979
41.295,0.982
41.325,0.983
41.355,0.978
41.385,0.979
41.415,0.981
41.445,0.979
41.475,0.978
41.505,0.978
41.535,0.979
41.565,0.979
41.595,0.980
41.625,0.981
41.655,0.979
41.685,0.980
41.715,0.980
41.745,0.979
41.775,0.977
41.805,0.972
41.835,0.979
41.865,0.986
41.895,0.982
41.925,0.981
41.955,0.972
41.985,0.981
42.015,0.982
42.045,0.982
42.075,0.982
42.105,0.979
42.135,0.970
42.165,0.984
42.195,0.980
42.225,0.978
42.255,0.979
42.285,0.979
42.315,0.981
42.345,0.978
42.375,0.980
42.405,0.980
42.435,0.979
42.465,0.977
42.495,0.976
42.525,0.980
42.555,0.978
42.585,0.979
42.615,0.976
42.645,0.981
42.675,0.981
42.705,0.979
42.735,0.979
42.765,0.979
42.795,0.982
42.825,0.978
42.855,0.982
42.885,0.977
42.915,0.977
42.945,0.979
42.975,0.979
43.005,0.979
43.035,0.982
43.065,0.976
43.095,0.984
43.125,0.985
43.155,0.979
43.185,0.978
43.215,0.975
43.245,0.978
43.275,0.978
43.305,0.979
43.335,0.980
43.365,0.979
43.395,0.976
43.425,0.977
43.455,0.976
43.485,0.979
43.515,0.976
43.545,0.979
43.575,0.979
43.605,0.981
43.635,0.980
43.665,0.980
43.695,0.982
43.725,0.977
43.755,0.981
43.785,0.977
43.815,0.979
43.845,0.981
43.875,0.975
43.905,0.977
43.935,0.978
43.965,0.981
43.995,0.980
44.025,0.978
44.055,0.970
44.085,0.981
44.115,0.979
44.145,0.979
44.175,0.975
44.205,0.974
44.235,0.983
44.265,0.985
44.295,0.980
44.325,0.979
44.355,0.977
44.385,0.977
44.415,0.977
44.445,0.979
44.475,0.975
44.505,0.979
44.535,0.977
44.565,0.975
44.595,0.979
44.625,0.979
44.655,0.981
44.685,0.977
44.715,0.975
44.745,0.980
44.775,0.977
44.805,0.982
44.835,0.981
44.865,0.977
44.895,0.979
44.925,0.982
44.955,0.977
44.985,0.979
45.015,0.976
45.045,0.974
45.075,0.982
45.105,0.980
45.135,0.979
45.165,0.976
45.195,0.977
45.225,0.982
45.255,0.980
45.285,0.979
45.315,0.979
45.345,0.980
45.375,0.978
45.405,0.977
45.435,0.981
45.465,0.982
45.495,0.976
45.525,0.976
45.555,0.979
45.585,0.978
45.615,0.982
45.645,0.979
45.675,0.971
45.705,0.975
45.735,0.985
45.765,0.981
45.795,0.982
45.825,0.977
45.855,0.972
45.885,0.982
45.915,0.980
45.945,0.980
45.975,0.983
46.005,0.971
46.035,0.975
46.065,0.981
46.095,0.975
46.125,0.979
46.155,0.975
46.185,0.975
46.215,0.977
46.245,0.980
46.275,0.983
46.305,0.982
46.335,0.979
46.365,0.974
46.395,0.978
46.425,0.978
46.455,0.977
46.485,0.978
46.515,0.977
46.545,0.979
46.575,0.978
46.605,0.977
46.635,0.984
46.665,0.981
46.695,0.981
46.725,0.979
46.755,0.973
46.785,0.979
46.815,0.978
46.845,0.981
46.875,0.981
46.905,0.979
46.935,0.978
46.965,0.983
46.995,0.979
47.025,0.982
47.055,0.977
47.085,0.975
47.115,0.980
47.145,0.979
47.175,0.978
47.205,0.979
47.235,0.979
47.265,0.975
47.295,0.975
47.325,0.978
47.355,0.977
47.385,0.977
47.415,0.977
47.445,0.979
47.475,0.981
47.505,0.979
47.535,0.978
47.565,0.983
47.595,0.985
47.625,0.979
47.655,0.973
47.685,0.977
47.715,0.979
47.745,0.977
47.775,0.980
47.805,0.979
47.835,0.971
47.865,0.980
47.895,0.978
47.925,0.979
47.955,0.976
47.985,0.973
48.015,0.979
48.045,0.979
48.075,0.980
48.105,0.977
48.135,0.979
48.165,0.976
48.195,0.977
48.225,0.978
48.255,0.978
48.285,0.979
48.315,0.977
48.345,0.978
48.375,0.977
48.405,0.983
48.435,0.981
48.465,0.979
48.495,0.982
48.525,0.983
48.555,0.979
48.585,0.982
48.615,0.975
48.645,0.974
48.675,0.977
48.705,0.977
48.735,0.975
48.765,0.973
48.795,0.966
48.825,0.977
48.855,0.973
48.885,0.945
48.915,0.973
48.945,0.969
48.975,0.962
49.005,0.958
49.035,0.970
49.065,0.971
49.095,0.973
49.125,0.969
49.155,1.002
49.185,0.992
49.215,0.973
49.245,0.977
49.275,0.979
49.305,0.962
49.335,0.956
49.365,0.976
49.395,0.976
49.425,0.964
49.455,0.985
49.485,0.981
49.515,0.965
49.545,0.978
49.575,0.978
49.605,0.976
49.635,0.975
49.665,0.973
49.695,0.998
49.725,0.996
49.755,0.992
49.785,0.990
49.815,0.976
49.845,0.964
49.875,0.977
49.905,0.990
49.935,1.039
49.965,0.993
49.995,0.942
50.025,0.941
50.055,0.956
50.085,0.966
50.115,0.959
50.145,0.968
50.175,0.983
50.205,0.977
50.235,0.954
50.265,0.970
50.295,0.994
50.325,0.984
50.355,0.976
50.385,0.988
50.415,0.979
50.445,0.964
50.475,0.984
50.505,0.988
50.535,0.980
50.565,0.973
50.595,0.980
50.625,0.974
50.655,0.993
50.685,0.991
50.715,0.984
50.745,0.979
50.775,0.981
50.805,0.996
50.835,1.000
50.865,1.002
50.895,0.999
50.925,1.001
50.955,1.000
50.985,1.013
51.015,1.003
51.045,0.985
51.075,0.985
51.105,0.980
51.135,0.979
51.165,0.986
51.195,0.989
51.225,0.983
51.255,0.992
51.285,0.985
51.315,0.988
51.345,0.995
51.375,0.998
51.405,0.993
51.435,0.994
51.465,0.989
51.495,0.987
51.525,0.989
51.555,0.989
51.585,0.993
51.615,0.984
51.645,0.992
51.675,0.997
51.705,0.989
51.735,0.989
51.765,0.989
51.795,0.991
51.825,0.986
51.855,0.993
51.885,0.987
51.915,0.988
51.945,0.992
51.975,0.987
52.005,0.989
52.035,0.990
52.065,0.990
52.095,0.988
52.125,0.990
52.155,0.991
52.185,0.990
52.215,0.990
52.245,0.991
52.275,0.989
52.305,0.986
52.335,0.990
52.365,0.983
52.395,0.986
52.425,0.990
52.455,0.983
52.485,0.987
52.515,0.984
52.545,0.986
52.575,0.988
52.605,0.991
52.635,0.995
52.665,0.980
52.695,0.986
52.725,0.985
52.755,0.984
52.785,0.987
52.815,0.990
52.845,0.985
52.875,0.983
52.905,0.984
52.935,0.989
52.965,0.984
52.995,0.985
53.025,0.988
53.055,0.986
53.085,0.984
53.115,0.986
53.145,0.994
53.175,0.988
53.205,0.983
53.235,0.991
53.265,0.986
53.295,0.986
53.325,0.981
53.355,0.980
53.385,0.986
53.415,0.989
53.445,0.986
53.475,0.985
53.505,0.979
53.535,0.985
53.565,0.985
53.595,0.985
53.625,0.983
53.655,0.984
53.685,0.979
53.715,0.980
53.745,0.984
53.775,0.987
53.805,0.985
53.835,0.986
53.865,0.984
53.895,0.982
53.925,0.980
53.955,0.979
53.985,0.984
54.015,0.985
54.045,0.988
54.075,0.984
54.105,0.983
54.135,0.986
54.165,0.983
54.195,0.982
54.225,0.985
54.255,0.978
54.285,0.978
54.315,0.980
54.345,0.984
54.375,0.982
54.405,0.976
54.435,0.988
54.465,0.989
54.495,0.983
54.525,0.982
54.555,0.979
54.585,0.981
54.615,0.984
54.645,0.981
54.675,0.983
54.705,0.985
54.735,0.982
54.765,0.981
54.795,0.983
54.825,0.985
54.855,0.981
54.885,0.984
54.915,0.981
54.945,0.981
54.975,0.983
55.005,0.981
55.035,0.979
55.065,0.985
55.095,0.981
55.125,0.987
55.155,0.984
55.185,0.984
55.215,0.984
55.245,0.981
55.275,0.982
55.305,0.979
55.335,0.974
55.365,0.983
55.395,0.988
55.425,0.981
55.455,0.980
55.485,0.981
55.515,0.984
55.545,0.985
55.575,0.979
55.605,0.982
55.635,0.982
55.665,0.983
55.695,0.981
55.725,0.984
55.755,0.983
55.785,0.983
55.815,0.983
55.845,0.982
55.875,0.982
55.905,0.979
55.935,0.983
55.965,0.979
55.995,0.977
56.025,0.982
56.055,0.980
56.085,0.982
56.115,0.981
56.145,0.978
56.175,0.981
56.205,0.982
