df_hash,22ZHK4.U9L6MD
56.235,0.982
56.265,0.980
56.295,0.976
56.325,0.979
56.355,0.985
56.385,0.980
56.415,0.979
56.445,0.981
56.475,0.980
56.505,0.979
56.535,0.982
56.565,0.982
56.595,0.981
56.625,0.982
56.655,0.982
56.685,0.982
56.715,0.979
56.745,0.981
56.775,0.980
56.805,0.978
56.835,0.981
56.865,0.979
56.895,0.982
56.925,0.978
56.955,0.979
56.985,0.979
57.015,0.984
57.045,0.979
57.075,0.973
57.105,0.979
57.135,0.981
57.165,0.981
57.195,0.981
57.225,0.978
57.255,0.975
57.285,0.983
57.315,0.983
57.345,0.981
57.375,0.977
57.405,0.979
57.435,0.981
57.465,0.982
57.495,0.982
57.525,0.982
57.555,0.980
57.585,0.977
57.615,0.981
57.645,0.978
57.675,0.978
57.705,0.978
57.735,0.981
57.765,0.983
57.795,0.977
57.825,0.980
57.855,0.979
57.885,0.983
57.915,0.982
57.945,0.975
57.975,0.975
58.005,0.980
58.035,0.980
58.065,0.982
58.095,0.980
58.125,0.978
58.155,0.983
58.185,0.983
58.215,0.979
58.245,0.982
58.275,0.976
58.305,0.978
58.335,0.984
58.365,0.980
58.395,0.980
58.425,0.978
58.455,0.977
58.485,0.978
58.515,0.984
58.545,0.980
58.575,0.980
58.605,0.981
58.635,0.980
58.665,0.978
58.695,0.977
58.725,0.980
58.755,0.979
58.785,0.986
58.815,0.977
58.845,0.978
58.875,0.981
58.905,0.981
58.935,0.981
58.965,0.982
58.995,0.973
59.025,0.983
59.055,0.984
59.085,0.984
59.115,0.982
59.145,0.976
59.175,0.977
59.205,0.982
59.235,0.981
59.265,0.981
59.295,0.982
59.325,0.979
59.355,0.978
59.385,0.978
59.415,0.983
59.445,0.980
59.475,0.980
59.505,0.981
59.535,0.983
59.565,0.982
59.595,0.978
59.625,0.984
59.655,0.978
59.685,0.986
59.715,0.981
59.745,0.977
59.775,0.979
59.805,0.982
59.835,0.981
59.865,0.981
59.895,0.978
59.925,0.977
59.955,0.981
59.985,0.981
60.015,0.979
60.045,0.979
60.075,0.975
60.105,0.982
60.135,0.983
60.165,0.985
60.195,0.979
60.225,0.978
60.255,0.979
60.285,0.979
60.315,0.981
60.345,0.982
60.375,0.978
60.405,0.978
60.435,0.976
60.465,0.982
60.495,0.984
60.525,0.979
60.555,0.981
60.585,0.979
60.615,0.978
60.645,0.983
60.675,0.976
60.705,0.978
60.735,0.981
60.765,0.981
60.795,0.984
60.825,0.978
60.855,0.979
60.885,0.983
60.915,0.979
60.945,0.983
60.975,0.977
61.005,0.977
61.035,0.979
61.065,0.982
61.095,0.981
61.125,0.980
61.155,0.978
61.185,0.978
61.215,0.980
61.245,0.977
61.275,0.978
61.305,0.979
61.335,0.980
61.365,0.979
61.395,0.984
61.425,0.978
61.455,0.978
61.485,0.980
61.515,0.979
61.545,0.982
61.575,0.972
61.605,0.981
61.635,0.984
61.665,0.979
61.695,0.984
61.725,0.983
61.755,0.975
61.785,0.982
61.815,0.978
61.845,0.982
61.875,0.979
61.905,0.979
61.935,0.979
61.965,0.981
61.995,0.983
62.025,0.983
62.055,0.981
62.085,0.978
62.115,0.979
62.145,0.981
62.175,0.979
62.205,0.977
62.235,0.980
62.265,0.978
62.295,0.981
62.325,0.982
62.355,0.980
62.385,0.978
62.415,0.984
62.445,0.977
62.475,0.986
62.505,0.982
62.535,0.978
62.565,0.982
62.595,0.982
62.625,0.979
62.655,0.978
62.685,0.975
62.715,0.968
62.745,0.968
62.775,0.974
62.805,0.974
62.835,0.966
62.865,0.963
62.895,0.976
62.925,0.976
62.955,0.983
62.985,0.995
63.015,0.985
63.045,0.994
63.075,0.981
63.105,0.976
63.135,0.978
63.165,0.965
63.195,0.969
63.225,0.967
63.255,0.985
63.285,0.978
63.315,0.977
63.345,0.975
63.375,0.981
63.405,0.995
63.435,0.978
63.465,0.978
63.495,0.977
63.525,0.971
63.555,0.972
63.585,0.973
63.615,0.975
63.645,0.972
63.675,0.971
63.705,0.973
63.735,0.974
63.765,0.979
63.795,0.974
63.825,0.968
63.855,0.977
63.885,0.977
63.915,0.970
63.945,0.972
63.975,0.974
64.005,0.965
64.035,0.968
64.065,0.975
64.095,0.968
64.125,0.967
64.155,0.977
64.185,0.972
64.215,0.978
64.245,0.975
64.275,0.971
64.305,0.978
64.335,0.981
64.365,0.979
64.395,0.966
64.425,0.965
64.455,0.969
64.485,0.977
64.515,0.970
64.545,0.973
64.575,0.964
64.605,0.974
64.635,0.977
64.665,0.974
64.695,0.974
64.725,0.967
64.755,0.974
64.785,0.973
64.815,0.971
64.845,0.978
64.875,0.975
64.905,0.977
64.935,0.973
64.965,0.972
64.995,0.969
65.025,0.975
65.055,0.976
65.085,0.977
65.115,0.967
65.145,0.964
65.175,0.981
65.205,0.974
65.235,0.990
65.265,0.989
65.295,0.976
65.325,0.994
65.355,0.956
65.385,0.963
65.415,0.990
65.445,0.970
65.475,0.959
65.505,0.982
65.535,0.980
65.565,0.978
65.595,0.973
65.625,0.976
65.655,0.980
65.685,0.975
65.715,0.971
65.745,0.981
65.775,0.975
65.805,0.975
65.835,0.977
65.865,0.967
65.895,0.970
65.925,0.986
65.955,0.978
65.985,0.973
66.015,0.984
66.045,0.981
66.075,0.983
66.105,1.000
66.135,0.984
66.165,0.979
66.195,0.981
66.225,0.978
66.255,0.984
66.285,0.988
66.315,0.990
66.345,0.991
66.375,0.993
66.405,0.985
66.435,0.987
66.465,0.991
66.495,0.987
66.525,0.993
66.555,0.985
66.585,0.983
66.615,0.994
66.645,0.991
66.675,0.988
66.705,0.987
66.735,0.983
66.765,0.985
66.795,0.995
66.825,0.992
66.855,0.990
66.885,0.987
66.915,0.991
66.945,0.985
66.975,1.008
67.005,1.002
67.035,0.984
67.065,0.982
67.095,0.990
67.125,0.972
67.155,0.984
67.185,0.986
67.215,0.977
67.245,0.998
67.275,0.998
67.305,0.994
67.335,0.988
67.365,0.989
67.395,0.995
67.425,1.000
67.455,0.994
67.485,1.006
67.515,0.994
67.545,0.985
67.575,0.988
67.605,0.987
67.635,0.991
67.665,0.990
67.695,0.990
67.725,0.989
67.755,0.992
67.785,0.993
67.815,0.989
67.845,0.988
67.875,0.986
67.905,0.988
67.935,0.993
67.965,0.989
67.995,0.989
68.025,0.987
68.055,0.985
68.085,0.987
68.115,0.994
68.145,0.997
68.175,0.990
68.205,0.998
68.235,0.993
68.265,0.995
68.295,0.992
68.325,0.993
68.355,0.994
68.385,0.992
68.415,0.995
68.445,1.002
68.475,1.001
68.505,0.999
68.535,0.995
68.565,0.996
68.595,0.997
68.625,0.997
68.655,0.992
68.685,0.989
68.715,0.999
68.745,0.997
68.775,0.990
68.805,0.999
68.835,0.996
68.865,0.993
68.895,0.985
68.925,0.987
68.955,0.993
68.985,0.996
69.015,0.991
69.045,0.992
69.075,0.990
69.105,0.997
69.135,0.991
69.165,1.001
69.195,0.995
69.225,0.983
69.255,0.983
69.285,0.989
69.315,0.986
69.345,0.995
69.375,1.004
69.405,0.996
69.435,0.989
69.465,0.993
69.495,0.997
69.525,0.988
69.555,0.984
69.585,0.991
69.615,0.992
69.645,0.988
69.675,0.989
69.705,0.989
69.735,0.981
69.765,0.986
69.795,0.993
69.825,0.986
69.855,0.981
69.885,0.988
69.915,0.984
69.945,0.984
69.975,0.991
70.005,0.994
70.035,0.978
70.065,0.987
70.095,0.994
70.125,0.978
70.155,0.980
70.185,0.993
70.215,0.991
70.245,0.995
70.275,0.995
70.305,0.989
70.335,0.994
70.365,0.991
70.395,0.973
70.425,1.030
70.455,0.999
70.485,0.986
70.515,0.992
70.545,1.008
70.575,0.993
70.605,0.998
70.635,1.030
70.665,0.986
70.695,0.996
70.725,1.001
70.755,1.001
70.785,0.990
70.815,0.989
70.845,0.990
70.875,0.972
70.905,1.004
70.935,1.002
70.965,0.988
70.995,0.993
71.025,0.990
71.055,1.016
71.085,1.005
71.115,1.008
71.145,1.022
71.175,1.017
71.205,1.021
71.235,1.029
71.265,1.015
71.295,1.012
71.325,1.005
71.355,1.019
71.385,1.013
71.415,1.021
71.445,1.024
71.475,1.002
71.505,1.018
71.535,1.022
71.565,0.992
71.595,1.021
71.625,0.993
71.655,0.997
71.685,1.010
71.715,0.986
71.745,0.996
71.775,1.038
71.805,1.010
71.835,0.998
71.865,0.975
71.895,0.975
71.925,0.975
71.955,0.996
71.985,0.997
72.015,0.998
72.045,1.008
72.075,1.013
72.105,1.018
72.135,1.015
72.165,1.003
72.195,1.009
72.225,1.012
72.255,1.012
72.285,1.017
72.315,0.987
72.345,0.973
72.375,0.983
72.405,0.978
72.435,0.985
72.465,0.983
72.495,0.978
72.525,0.987
72.555,0.990
72.585,0.995
72.615,0.982
72.645,0.979
72.675,0.984
72.705,0.978
72.735,0.988
72.765,0.977
72.795,0.976
72.825,0.990
72.855,0.995
72.885,0.982
72.915,0.985
72.945,1.001
72.975,0.989
73.005,0.979
73.035,0.983
73.065,0.978
73.095,0.989
73.125,0.976
73.155,0.979
73.185,0.992
73.215,0.990
73.245,0.986
73.275,0.993
73.305,0.991
73.335,0.986
73.365,0.987
73.395,0.986
73.425,0.983
73.455,0.983
73.485,0.985
73.515,0.983
73.545,0.978
73.575,0.981
73.605,0.992
73.635,0.986
73.665,0.986
73.695,0.983
73.725,0.980
73.755,0.986
73.785,0.993
73.815,0.987
73.845,0.987
73.875,0.988
73.905,0.988
73.935,0.989
73.965,0.988
73.995,0.986
74.025,0.985
74.055,0.982
74.085,0.985
74.115,0.987
74.145,0.990
74.175,0.989
74.205,0.990
74.235,0.986
74.265,0.982
74.295,0.986
74.325,0.979
74.355,0.981
74.385,0.996
74.415,0.985
74.445,0.989
74.475,0.988
74.505,0.988
74.535,0.988
74.565,0.988
74.595,0.988
74.625,0.991
74.655,0.984
74.685,0.988
74.715,0.991
74.745,0.988
74.775,0.986
74.805,0.984
74.835,0.986
74.865,0.987
74.895,0.989
74.925,0.990
74.955,0.990
74.985,0.990
75.015,0.989
75.045,0.989
75.075,0.987
75.105,0.991
75.135,0.992
75.165,0.986
75.195,0.987
75.225,0.988
75.255,0.989
75.285,0.991
75.315,0.985
75.345,0.985
75.375,0.990
75.405,0.985
75.435,0.984
75.465,0.987
75.495,0.988
75.525,0.982
75.555,0.989
75.585,0.987
75.615,0.982
75.645,0.981
75.675,0.985
75.705,0.987
75.735,0.988
75.765,0.987
75.795,0.980
75.825,0.984
75.855,0.982
75.885,0.987
75.915,0.982
75.945,0.980
75.975,0.982
76.005,0.991
76.035,0.986
76.065,0.982
76.095,0.979
76.125,0.995
76.155,0.992
76.185,0.981
76.215,0.985
76.245,0.990
76.275,0.988
76.305,0.987
76.335,0.988
76.365,0.984
76.395,0.976
76.425,0.985
76.455,0.990
76.485,0.984
76.515,0.990
76.545,0.988
76.575,0.986
76.605,0.985
76.635,0.984
76.665,0.982
76.695,0.982
76.725,0.982
76.755,0.985
76.785,0.989
76.815,0.980
76.845,0.979
76.875,0.985
76.905,0.983
76.935,0.977
76.965,0.987
76.995,0.987
77.025,0.977
77.055,0.988
77.085,0.988
77.115,0.988
77.145,0.983
77.175,0.979
77.205,0.981
77.235,0.990
77.265,0.986
77.295,0.982
77.325,0.978
77.355,0.985
77.385,0.984
77.415,0.984
77.445,0.984
77.475,0.981
77.505,0.984
77.535,0.983
77.565,0.983
77.595,0.985
77.625,0.982
77.655,0.984
77.685,0.983
77.715,0.982
77.745,0.979
77.775,0.980
77.805,0.982
77.835,0.986
77.865,0.982
77.895,0.987
77.925,0.986
77.955,0.987
77.985,0.983
78.015,0.986
78.045,0.979
78.075,0.981
78.105,0.988
78.135,0.984
78.165,0.984
78.195,0.984
78.225,0.989
78.255,0.988
78.285,0.985
78.315,0.986
78.345,0.983
78.375,0.979
78.405,0.987
78.435,0.983
78.465,0.988
78.495,0.983
78.525,0.986
78.555,0.982
78.585,0.983
78.615,0.981
78.645,0.985
78.675,0.987
78.705,0.982
78.735,0.988
78.765,0.987
78.795,0.983
78.825,0.984
78.855,0.984
78.885,0.984
78.915,0.982
78.945,0.988
78.975,0.988
79.005,0.978
79.035,0.988
79.065,0.991
79.095,0.985
79.125,0.984
79.155,0.984
79.185,0.985
79.215,0.991
79.245,0.993
79.275,0.993
79.305,0.993
79.335,0.984
79.365,0.985
79.395,0.984
79.425,0.982
79.455,0.985
79.485,0.983
79.515,0.984
79.545,0.986
79.575,0.989
79.605,0.987
79.635,0.991
79.665,0.989
79.695,0.982
79.725,0.984
79.755,0.992
79.785,0.986
79.815,0.987
79.845,0.975
79.875,0.987
79.905,0.989
79.935,0.985
79.965,0.985
79.995,0.985
80.025,0.987
80.055,0.990
80.085,0.988
80.115,0.986
80.145,0.988
80.175,0.989
80.205,0.984
80.235,0.984
80.265,0.983
80.295,0.988
80.325,0.986
80.355,0.985
80.385,0.982
80.415,0.988
80.445,0.986
80.475,0.987
80.505,0.986
80.535,0.981
80.565,0.985
80.595,0.994
80.625,0.987
80.655,0.987
80.685,0.983
80.715,0.987
80.745,0.989
80.775,0.989
80.805,0.988
80.835,0.989
80.865,0.984
80.895,0.987
80.925,0.987
80.955,0.987
80.985,0.989
81.015,0.987
81.045,0.984
81.075,0.984
81.105,0.986
81.135,0.986
81.165,0.982
81.195,0.979
81.225,0.988
81.255,0.985
81.285,0.986
81.315,0.988
81.345,0.985
81.375,0.987
81.405,0.986
81.435,0.988
81.465,0.990
81.495,0.985
81.525,0.987
81.555,0.988
81.585,0.990
81.615,0.983
81.645,0.986
81.675,0.983
81.705,0.985
81.735,0.982
81.765,0.985
81.795,0.988
81.825,0.987
81.855,0.988
81.885,0.981
81.915,0.990
81.945,0.987
81.975,0.987
82.005,0.986
82.035,0.979
82.065,0.987
82.095,0.985
82.125,0.989
82.155,0.985
82.185,0.982
82.215,0.985
82.245,0.984
82.275,0.986
82.305,0.988
82.335,0.978
82.365,0.987
82.395,0.989
82.425,0.987
82.455,0.988
82.485,0.986
82.515,0.983
82.545,0.987
82.575,0.986
82.605,0.987
82.635,0.988
82.665,0.983
82.695,0.981
82.725,0.983
82.755,0.986
82.785,0.986
82.815,0.983
82.845,0.987
82.875,0.985
82.905,0.986
82.935,0.985
82.965,0.983
82.995,0.991
83.025,0.986
83.055,0.988
83.085,0.986
83.115,0.982
83.145,0.984
83.175,0.985
83.205,0.987
83.235,0.987
83.265,0.978
83.295,0.990
83.325,0.990
83.355,0.989
83.385,0.985
83.415,0.984
83.445,0.981
83.475,0.988
83.505,0.985
83.535,0.989
83.565,0.987
83.595,0.984
83.625,0.984
83.655,0.983
83.685,0.982
83.715,0.982
83.745,0.986
83.775,0.989
83.805,0.982
83.835,0.989
83.865,0.982
83.895,0.981
83.925,0.991
83.955,0.989
83.985,0.987
84.015,0.981
84.045,0.980
84.075,0.982
84.105,0.988
84.135,0.985
84.165,0.986
84.195,0.976
84.225,0.984
84.255,0.988
84.285,0.986
84.315,0.986
84.345,0.983
84.375,0.985
84.405,0.986
84.435,0.986
84.465,0.989
84.495,0.988
84.525,0.987
84.555,0.982
84.585,0.983
84.615,0.986
84.645,0.984
84.675,0.986
84.705,0.985
84.735,0.985
84.765,0.984
84.795,0.982
84.825,0.987
84.855,0.982
84.885,0.988
84.915,0.980
84.945,0.979
84.975,0.984
85.005,0.984
85.035,0.986
85.065,0.990
85.095,0.981
85.125,0.990
85.155,0.986
85.185,0.986
85.215,0.984
85.245,0.982
85.275,0.986
85.305,0.988
85.335,0.985
85.365,0.986
85.395,0.987
85.425,0.990
85.455,0.989
85.485,0.981
85.515,0.980
85.545,0.985
85.575,0.986
85.605,0.992
85.635,0.985
85.665,0.989
85.695,0.986
85.725,0.983
85.755,0.990
85.785,0.984
85.815,0.987
85.845,0.981
85.875,0.980
85.905,0.985
85.935,0.986
85.965,0.993
85.995,0.984
86.025,0.978
86.055,0.991
86.085,0.991
86.115,0.989
86.145,0.987
86.175,0.980
86.205,0.981
86.235,0.989
86.265,0.988
86.295,0.986
86.325,0.987
86.355,0.985
86.385,0.984
86.415,0.984
86.445,0.987
86.475,0.987
86.505,0.987
86.535,0.982
86.565,0.988
86.595,0.986
86.625,0.993
86.655,0.984
86.685,0.983
86.715,0.994
86.745,0.989
86.775,0.988
86.805,0.979
86.835,0.980
86.865,0.987
86.895,0.989
86.925,0.986
86.955,0.989
86.985,0.983
87.015,0.991
87.045,0.989
87.075,0.986
87.105,0.986
87.135,0.983
87.165,0.986
87.195,0.983
87.225,0.989
87.255,0.989
87.285,0.985
87.315,0.986
87.345,0.986
87.375,0.986
87.405,0.983
87.435,0.988
87.465,0.985
87.495,0.988
87.525,0.987
87.555,0.984
87.585,0.988
87.615,0.987
87.645,0.991
87.675,0.989
87.705,0.989
87.735,0.984
87.765,0.985
87.795,0.987
87.825,0.988
87.855,0.983
87.885,0.983
87.915,0.991
87.945,0.988
87.975,0.985
88.005,0.984
88.035,0.988
88.065,0.987
88.095,0.989
88.125,0.985
88.155,0.988
88.185,0.987
88.215,0.983
88.245,0.986
88.275,0.983
88.305,0.985
88.335,0.982
88.365,0.984
88.395,0.986
88.425,0.986
88.455,0.983
88.485,0.986
88.515,0.988
88.545,0.984
88.575,0.989
88.605,0.979
88.635,0.982
88.665,0.987
88.695,0.987
88.725,0.989
88.755,0.990
88.785,0.977
88.815,0.989
88.845,0.985
88.875,0.989
88.905,0.985
88.935,0.980
88.965,0.983
88.995,0.989
89.025,0.986
89.055,0.984
89.085,0.987
89.115,0.985
89.145,0.986
89.175,0.985
89.205,0.984
89.235,0.987
89.265,0.986
89.295,0.983
89.325,0.987
89.355,0.991
89.385,0.981
89.415,0.984
89.445,0.982
89.475,0.988
89.505,0.987
89.535,0.985
89.565,0.982
89.595,0.988
89.625,0.988
89.655,0.984
89.685,0.985
89.715,0.983
89.745,0.990
89.775,0.987
89.805,0.988
89.835,0.985
89.865,0.983
89.895,0.987
89.925,0.985
89.955,0.987
89.985,0.989
90.015,0.988
90.045,0.986
90.075,0.986
90.105,0.983
90.135,0.986
90.165,0.986
90.195,0.986
90.225,0.986
90.255,0.982
90.285,0.982
90.315,0.989
90.345,0.986
90.375,0.987
90.405,0.983
90.435,0.981
90.465,0.990
90.495,0.986
90.525,0.988
90.555,0.989
90.585,0.976
90.615,0.984
90.645,0.987
90.675,0.983
90.705,0.990
90.735,0.985
90.765,0.983
90.795,0.988
90.825,0.988
90.855,0.989
90.885,0.989
90.915,0.987
90.945,0.984
90.975,0.984
91.005,0.985
91.035,0.987
91.065,0.986
91.095,0.990
91.125,0.983
91.155,0.983
91.185,0.984
91.215,0.985
91.245,0.992
91.275,0.983
91.305,0.980
91.335,0.988
91.365,0.983
91.395,0.987
91.425,0.988
91.455,0.978
91.485,0.986
91.515,0.986
91.545,0.988
91.575,0.986
91.605,0.981
91.635,0.984
91.665,0.987
91.695,0.985
91.725,0.988
91.755,0.986
91.785,0.983
91.815,0.986
91.845,0.984
91.875,0.985
91.905,0.984
91.935,0.985
91.965,0.986
91.995,0.986
92.025,0.989
92.055,0.985
92.085,0.984
92.115,0.983
92.145,0.989
92.175,1.001
92.205,0.982
92.235,0.981
92.265,0.988
92.295,0.984
92.325,0.985
92.355,0.980
92.385,0.977
92.415,0.988
92.445,0.987
92.475,0.988
92.505,0.985
92.535,0.984
92.565,0.986
92.595,0.990
92.625,0.987
92.655,0.990
92.685,0.986
92.715,0.979
92.745,0.984
92.775,0.985
92.805,0.984
92.835,0.986
92.865,0.986
92.895,0.987
92.925,0.987
92.955,0.987
92.985,0.986
93.015,0.986
93.045,0.985
93.075,0.981
93.105,0.986
93.135,0.988
93.165,0.984
93.195,0.988
93.225,0.979
93.255,0.981
93.285,0.983
93.315,0.986
93.345,0.984
93.375,0.987
93.405,0.977
93.435,0.985
93.465,0.986
93.495,0.984
93.525,0.982
93.555,0.982
93.585,0.984
93.615,0.984
93.645,0.985
93.675,0.989
93.705,0.986
93.735,0.984
93.765,0.984
93.795,0.985
93.825,0.983
93.855,0.983
93.885,0.986
93.915,0.986
93.945,0.983
93.975,0.990
94.005,0.985
94.035,0.985
94.065,0.978
94.095,0.982
94.125,0.991
94.155,0.985
94.185,0.992
94.215,0.979
94.245,0.978
94.275,0.986
94.305,0.988
94.335,0.986
94.365,0.985
94.395,0.980
94.425,0.986
94.455,0.990
94.485,0.987
94.515,0.986
94.545,0.986
94.575,0.983
94.605,0.986
94.635,0.987
94.665,0.985
94.695,0.986
94.725,0.986
94.755,0.984
94.785,0.983
94.815,0.985
94.845,0.983
94.875,0.982
94.905,0.989
94.935,0.985
94.965,0.985
94.995,0.985
95.025,0.983
95.055,0.987
95.085,0.985
95.115,0.990
95.145,0.986
95.175,0.980
95.205,0.982
95.235,0.986
95.265,0.987
95.295,0.987
95.325,0.983
95.355,0.982
95.385,0.990
95.415,0.985
95.445,0.986
95.475,0.982
95.505,0.984
95.535,0.983
95.565,0.988
95.595,0.987
95.625,0.986
95.655,0.985
95.685,0.979
95.715,0.986
95.745,0.987
95.775,0.987
95.805,0.985
95.835,0.985
95.865,0.985
95.895,0.984
95.925,0.989
95.955,0.987
95.985,0.980
96.015,0.986
96.045,0.983
96.075,0.991
96.105,0.985
96.135,0.977
96.165,0.985
96.195,0.986
96.225,0.986
96.255,0.983
96.285,0.979
96.315,0.984
96.345,0.989
96.375,0.988
96.405,0.984
96.435,0.981
96.465,0.983
96.495,0.985
96.525,0.987
96.555,0.986
96.585,0.987
96.615,0.981
96.645,0.985
96.675,0.982
96.705,0.982
96.735,0.983
96.765,0.986
96.795,0.984
96.825,0.986
96.855,0.982
96.885,0.984
96.915,0.990
96.945,0.983
96.975,0.984
97.005,0.986
97.035,0.986
97.065,0.985
97.095,0.979
97.125,0.980
97.155,0.988
97.185,0.990
97.215,0.984
97.245,0.987
97.275,0.978
97.305,0.985
97.335,0.988
97.365,0.986
97.395,0.983
97.425,0.984
97.455,0.984
97.485,0.981
97.515,0.988
97.545,0.986
97.575,0.984
97.605,0.984
97.635,0.983
97.665,0.980
97.695,0.985
97.725,0.986
97.755,0.980
97.785,0.984
97.815,0.986
97.845,0.983
97.875,0.988
97.905,0.985
97.935,0.987
97.965,0.986
97.995,0.982
98.025,0.984
98.055,0.982
98.085,0.985
98.115,0.990
98.145,0.982
98.175,0.984
98.205,0.989
98.235,0.985
98.265,0.985
98.295,0.984
98.325,0.982
98.355,0.986
98.385,0.984
98.415,0.982
98.445,0.985
98.475,0.982
98.505,0.986
98.535,0.983
98.565,0.986
98.595,0.981
98.625,0.985
98.655,0.984
98.685,0.986
98.715,0.981
98.745,0.982
98.775,0.987
98.805,0.985
98.835,0.989
98.865,0.982
98.895,0.984
98.925,0.986
98.955,0.983
98.985,0.986
99.015,0.986
99.045,0.975
99.075,0.989
99.105,0.983
99.135,0.989
99.165,0.984
99.195,0.981
99.225,0.981
99.255,0.989
99.285,0.986
99.315,0.983
99.345,0.984
99.375,0.982
99.405,0.985
99.435,0.983
99.465,0.984
99.495,0.978
99.525,0.984
99.555,0.985
99.585,0.988
99.615,0.984
99.645,0.986
99.675,0.985
99.705,0.983
99.735,0.988
99.765,0.980
99.795,0.979
99.825,0.984
99.855,0.986
99.885,0.985
99.915,0.983
99.945,0.975
99.975,0.989
100.005,0.985
100.035,0.983
100.065,0.982
100.095,0.980
100.125,0.987
100.155,0.987
100.185,0.987
100.215,0.983
100.245,0.983
100.275,0.984
100.305,0.982
100.335,0.984
100.365,0.983
100.395,0.984
100.425,0.984
100.455,0.985
100.485,0.983
100.515,0.991
100.545,0.981
100.575,0.979
100.605,0.993
100.635,0.985
100.665,0.985
100.695,0.978
100.725,0.978
100.755,0.985
100.785,0.988
100.815,0.985
100.845,0.984
100.875,0.978
100.905,0.987
100.935,0.984
100.965,0.985
100.995,0.981
101.025,0.983
101.055,0.983
101.085,0.983
101.115,0.985
101.145,0.988
101.175,0.985
101.205,0.985
101.235,0.983
101.265,0.985
101.295,0.985
101.325,0.985
101.355,0.983
101.385,0.985
101.415,0.979
101.445,0.980
101.475,0.988
101.505,0.980
101.535,0.985
101.565,0.981
101.595,0.982
101.625,0.984
101.655,0.984
101.685,0.985
101.715,0.986
101.745,0.978
101.775,0.987
101.805,0.989
101.835,0.986
101.865,0.984
101.895,0.980
101.925,0.982
101.955,0.984
101.985,0.986
102.015,0.987
102.045,0.985
102.075,0.983
102.105,0.983
102.135,0.986
102.165,0.986
102.195,0.984
102.225,0.982
102.255,0.984
102.285,0.983
102.315,0.984
102.345,0.986
102.375,0.982
102.405,0.985
102.435,0.985
102.465,0.989
102.495,0.985
102.525,0.979
102.555,0.983
102.585,0.986
102.615,0.987
102.645,0.983
102.675,0.982
102.705,0.982
102.735,0.988
102.765,0.984
102.795,0.985
102.825,0.982
102.855,0.982
102.885,0.986
102.915,0.981
102.945,0.986
102.975,0.984
103.005,0.985
103.035,0.984
103.065,0.983
103.095,0.983
103.125,0.985
103.155,0.984
103.185,0.984
103.215,0.984
103.245,0.987
103.275,0.986
103.305,0.984
103.335,0.983
103.365,0.980
103.395,0.983
103.425,0.980
103.455,0.989
103.485,0.982
103.515,0.981
103.545,0.985
103.575,0.988
103.605,0.983
103.635,0.986
103.665,0.979
103.695,0.983
103.725,0.983
103.755,0.984
103.785,0.986
103.815,0.982
103.845,0.979
103.875,0.985
103.905,0.984
103.935,0.984
103.965,0.984
103.995,0.981
104.025,0.982
104.055,0.982
104.085,0.982
104.115,0.984
104.145,0.985
104.175,0.983
104.205,0.983
104.235,0.983
104.265,0.981
104.295,0.979
104.325,0.979
104.355,0.986
104.385,0.981
104.415,0.985
104.445,0.987
104.475,0.977
104.505,0.983
104.535,0.984
104.565,0.973
104.595,0.981
104.625,0.979
104.655,0.983
104.685,0.986
104.715,0.984
104.745,0.979
104.775,0.977
104.805,0.979
104.835,0.978
104.865,0.982
104.895,0.987
104.925,0.985
104.955,0.983
104.985,0.983
105.015,0.980
105.045,0.981
105.075,0.983
105.105,0.983
105.135,0.985
105.165,0.984
105.195,0.981
105.225,0.983
105.255,0.977
105.285,0.984
105.315,0.985
105.345,0.979
105.375,0.979
105.405,0.982
105.435,0.983
105.465,0.983
105.495,0.982
105.525,0.980
105.555,0.983
105.585,0.982
105.615,0.980
105.645,0.980
105.675,0.977
105.705,0.982
105.735,0.983
105.765,0.982
105.795,0.983
105.825,0.983
105.855,0.984
105.885,0.981
105.915,0.982
105.945,0.979
105.975,0.982
106.005,0.984
106.035,0.984
106.065,0.982
106.095,0.978
106.125,0.983
106.155,0.980
106.185,0.986
106.215,0.984
106.245,0.979
106.275,0.983
106.305,0.984
106.335,0.982
106.365,0.984
106.395,0.972
106.425,0.985
106.455,0.985
106.485,0.986
106.515,0.980
106.545,0.979
106.575,0.980
106.605,0.981
106.635,0.983
106.665,0.984
106.695,0.985
106.725,0.981
106.755,0.979
106.785,0.980
106.815,0.982
106.845,0.983
106.875,0.982
106.905,0.982
106.935,0.983
106.965,0.983
106.995,0.986
107.025,0.983
107.055,0.986
107.085,0.982
107.115,0.985
107.145,0.985
107.175,0.976
107.205,0.982
107.235,0.987
107.265,0.981
107.295,0.986
107.325,0.985
107.355,0.983
107.385,0.984
107.415,0.984
