df_hash,22ZHK4.U9L6MD
318.276,36.844
319.290,36.875
320.233,36.875
321.260,36.875
322.478,36.875
323.404,36.875
324.279,36.875
325.260,36.875
326.278,36.844
327.265,36.875
328.277,36.875
329.259,36.906
330.279,36.938
331.251,36.938
332.275,36.969
333.250,36.969
334.422,37.031
335.248,37.062
336.272,37.062
337.247,37.094
338.515,37.062
339.246,37.031
340.292,37.000
341.593,36.969
342.275,36.969
343.296,36.938
344.267,36.844
345.242,36.812
346.266,36.844
347.281,36.844
348.274,36.844
349.267,36.844
350.263,36.844
351.241,36.875
352.262,36.875
353.239,36.906
354.261,36.906
355.274,36.906
356.266,36.875
357.235,36.875
358.412,36.875
359.553,36.875
360.260,36.875
361.476,36.875
362.256,36.844
363.236,36.844
364.403,36.844
365.233,36.875
366.253,36.875
367.381,36.875
368.252,36.875
369.227,36.906
370.495,36.906
371.231,36.875
372.447,36.906
373.274,36.875
374.255,36.875
375.273,36.781
376.310,36.781
377.271,36.812
378.259,36.812
379.273,36.781
380.245,36.781
381.661,36.812
382.244,36.812
383.267,36.844
384.297,36.844
385.271,36.938
386.241,36.875
387.463,36.844
388.240,36.844
389.263,36.844
390.238,36.844
391.262,36.844
392.238,36.812
393.309,36.844
394.239,36.875
395.260,36.875
396.282,36.875
397.259,36.906
398.234,36.906
399.257,36.875
400.232,36.844
401.256,36.844
402.231,36.844
403.255,36.844
404.230,36.844
405.266,36.844
406.229,36.812
407.301,36.844
408.228,36.875
409.251,36.906
410.226,36.938
411.591,36.906
412.226,36.938
413.250,36.938
414.224,36.938
415.248,36.969
416.223,37.031
417.246,37.000
418.225,36.969
419.245,36.938
420.269,36.969
421.244,37.000
422.262,36.938
423.248,36.906
424.266,36.875
425.241,36.844
426.265,36.844
427.240,36.844
428.263,36.781
429.239,36.781
430.263,36.781
431.386,36.781
432.350,36.875
433.236,36.938
434.260,36.938
435.235,36.969
436.258,36.969
437.234,36.969
438.258,37.031
439.275,37.000
440.256,36.969
441.232,36.969
442.353,36.875
443.475,36.844
444.254,36.844
445.426,36.844
446.253,36.844
447.276,36.781
448.290,36.750
449.227,36.781
450.250,36.781
451.225,36.781
452.252,36.812
453.224,36.781
454.248,36.781
455.223,36.812
456.395,36.844
457.271,36.844
458.245,36.875
459.320,36.906
460.244,36.906
461.219,36.906
462.489,36.875
463.220,36.875
464.254,36.906
465.229,36.875
466.240,36.875
467.215,36.906
468.239,36.906
469.604,36.938
470.289,36.938
471.262,36.969
472.237,37.000
473.325,36.938
474.235,36.875
475.264,36.906
476.241,36.938
477.257,36.969
478.239,36.938
479.257,36.969
480.241,37.000
481.404,36.969
482.238,36.969
483.254,37.062
484.326,37.094
485.253,37.094
486.228,37.062
487.251,37.031
488.227,37.031
489.259,36.969
490.250,36.969
491.268,36.938
492.224,36.938
493.248,36.875
494.323,36.875
495.275,36.875
496.230,36.875
497.246,36.875
498.709,36.875
499.244,36.875
500.219,36.844
501.243,36.875
502.218,36.875
503.243,36.875
504.365,36.781
505.274,36.656
506.216,36.531
507.285,36.406
508.214,36.281
509.238,36.125
510.459,36.000
511.237,35.812
512.409,35.750
513.236,35.562
514.356,35.438
515.334,35.312
516.209,35.250
517.233,35.156
