df_hash,22ZHK4.U9L6MD
428.560,82
429.483,79
430.612,78
431.536,79
432.509,86
433.632,86
434.748,89
435.384,74
436.603,74
437.481,68
438.504,69
439.919,54
440.454,46
441.436,31
442.569,35
443.628,38
444.598,36
445.525,39
446.448,26
447.523,26
448.549,30
449.377,25
450.303,31
451.477,26
452.350,27
453.275,0
454.446,36
455.620,37
456.252,36
457.513,70
458.297,83
459.224,72
460.394,71
461.279,80
462.197,83
463.802,72
464.301,76
465.222,62
466.682,51
467.367,61
468.146,74
469.614,70
470.241,76
471.119,75
472.337,37
473.264,41
474.138,35
475.313,31
476.234,32
477.115,50
478.285,39
479.166,29
480.235,51
481.260,55
482.161,55
483.013,74
484.283,76
485.113,74
486.133,65
487.206,69
488.093,65
488.961,67
490.242,74
491.250,78
491.993,68
493.153,63
494.034,74
495.150,75
496.222,68
497.005,83
497.931,84
499.102,83
500.027,84
500.905,53
502.075,16
503.101,26
503.878,25
505.098,0
505.975,0
507.144,0
508.071,0
509.094,0
510.019,0
511.050,19
511.924,4
512.802,100
514.067,2
515.137,5
515.823,0
516.995,4
