df_hash,22ZHK4.U9L6MD
428.556,68
429.435,68
430.604,69
431.530,70
432.438,72
433.626,73
434.506,73
435.382,74
436.600,74
437.477,75
438.357,76
439.598,76
440.451,75
441.347,75
442.547,75
443.478,75
444.353,75
445.521,72
446.435,73
447.280,73
448.544,75
449.372,74
450.299,79
451.470,77
452.346,76
453.272,76
454.443,76
455.615,77
456.246,78
457.421,80
458.294,80
459.220,80
460.390,79
461.267,78
462.194,78
463.389,78
464.291,78
465.217,77
466.341,76
467.364,75
468.142,72
469.609,71
470.237,71
471.115,71
472.334,71
473.219,71
474.089,71
475.308,71
476.185,71
477.111,71
478.281,72
479.159,71
480.232,74
481.255,75
482.156,75
483.010,73
484.278,72
485.106,73
486.036,74
487.202,74
488.080,74
488.958,72
490.233,71
491.076,70
491.981,70
493.150,72
494.028,74
494.976,75
496.137,75
497.001,73
497.927,72
499.098,72
500.024,72
500.901,72
502.071,72
503.003,72
503.875,72
505.095,72
505.971,72
507.141,72
508.068,72
508.991,72
510.015,72
511.042,72
511.919,72
512.796,61
514.018,65
514.915,66
515.819,66
516.989,65
