df_hash,22ZHK4.4549PD
429.395,69
430.521,70
431.394,71
432.472,71
433.490,70
434.392,68
435.343,67
436.488,66
437.344,65
438.271,66
439.440,67
440.365,68
441.340,69
442.411,70
443.289,70
444.264,70
445.416,69
446.311,68
447.290,68
448.359,68
449.286,69
450.211,68
451.333,72
452.259,74
453.283,72
454.307,71
455.477,70
456.211,70
457.280,71
458.207,73
459.084,74
460.254,74
461.180,72
