df_hash,22ZHK4.KQAWQ2
317.704,35.156
318.734,35.156
319.675,35.156
320.698,35.125
321.703,35.125
322.697,35.125
323.686,35.156
325.040,35.094
325.671,35.125
326.695,35.125
327.916,35.125
328.693,35.156
329.692,35.156
330.692,35.156
331.670,35.156
332.691,35.125
333.666,35.156
334.690,35.188
335.665,35.156
337.081,35.188
337.669,35.156
338.702,35.125
339.662,35.125
340.686,35.188
341.664,35.156
342.701,35.156
343.660,35.125
344.685,35.125
345.659,35.125
346.974,35.125
347.657,35.125
348.681,35.156
349.656,35.188
350.679,35.156
351.804,35.219
352.679,35.219
353.654,35.250
354.677,35.250
355.701,35.219
356.676,35.219
357.676,35.156
358.675,35.156
359.699,35.125
360.675,35.125
361.697,35.094
362.680,35.125
363.696,35.156
364.671,35.188
365.695,35.219
366.670,35.219
367.694,35.281
368.672,35.281
369.698,35.312
370.668,35.281
371.691,35.344
372.861,35.312
373.693,35.250
374.863,35.250
375.689,35.281
376.700,35.281
377.688,35.250
378.663,35.250
379.686,35.281
380.661,35.281
381.685,35.250
382.743,35.250
383.684,35.281
384.660,35.250
385.755,35.250
386.808,35.281
387.730,35.281
388.756,35.281
389.680,35.250
390.698,35.250
391.829,35.219
392.677,35.250
393.678,35.250
394.896,35.250
395.682,35.250
396.651,35.219
397.676,35.219
398.652,35.219
399.725,35.219
400.675,35.219
401.673,35.281
402.707,35.281
403.674,35.312
404.695,35.281
405.670,35.281
406.740,35.219
407.669,35.219
408.742,35.250
409.668,35.250
410.693,35.281
411.674,35.281
412.690,35.312
413.763,35.281
414.689,35.250
415.674,35.281
416.723,35.469
417.678,35.469
418.686,35.469
419.664,35.469
420.687,35.438
421.660,35.469
422.691,35.469
423.683,35.469
424.829,35.500
425.663,35.469
426.682,35.375
427.754,35.344
428.681,35.344
429.656,35.312
430.679,35.312
431.858,35.281
432.690,35.250
433.669,35.281
434.677,35.312
435.708,35.312
436.676,35.312
437.651,35.344
438.679,35.312
439.649,35.344
440.673,35.344
441.651,35.375
442.672,35.375
443.695,35.312
444.678,35.281
445.646,35.281
446.702,35.312
447.644,35.281
448.668,35.312
449.987,35.312
450.667,35.312
451.645,35.312
452.666,35.312
453.757,35.312
454.665,35.344
455.688,35.344
456.810,35.344
457.689,35.281
458.666,35.281
459.686,35.312
460.660,35.312
461.688,35.312
462.668,35.312
463.683,35.344
464.658,35.312
465.682,35.281
466.657,35.281
467.681,35.375
468.663,35.344
469.680,35.312
470.659,35.375
471.755,35.375
472.656,35.375
473.677,35.375
474.652,35.406
475.676,35.438
476.651,35.469
477.675,35.438
478.798,35.438
479.674,35.438
480.659,35.406
481.672,35.438
482.666,35.406
483.675,35.438
484.695,35.406
485.670,35.469
486.668,35.406
487.669,35.438
488.644,35.469
489.667,35.469
490.643,35.500
491.666,35.469
492.790,35.469
493.710,35.500
494.688,35.469
495.664,35.469
496.665,35.500
497.662,35.500
498.638,35.500
499.786,35.500
500.795,35.500
501.715,35.531
502.784,35.531
503.659,35.469
504.683,35.531
505.658,35.500
506.681,35.438
507.682,35.438
508.680,35.406
509.665,35.406
510.678,35.500
511.854,35.500
512.678,35.531
513.653,35.562
514.678,35.562
515.651,35.562
516.675,35.594
517.653,35.625
518.684,35.594
519.649,35.562
520.673,35.500
521.891,35.469
522.673,35.469
523.647,35.438
524.670,35.438
525.671,35.438
526.669,35.406
527.654,35.406
528.668,35.406
529.643,35.438
530.666,35.438
531.739,35.469
532.665,35.469
533.886,35.500
534.677,35.469
535.788,35.438
536.663,35.469
537.638,35.469
538.662,35.500
539.637,35.531
540.660,35.531
541.882,35.500
542.659,35.500
543.639,35.531
544.665,35.562
545.633,35.562
546.754,35.562
547.632,35.562
548.655,35.531
549.679,35.438
550.665,35.438
551.729,35.438
552.658,35.438
553.677,35.438
554.652,35.438
555.675,35.438
556.651,35.500
557.674,35.531
558.649,35.500
559.687,35.594
560.797,35.594
561.683,35.625
562.648,35.594
563.673,35.625
564.646,35.625
565.669,35.625
567.037,35.625
567.668,35.594
568.653,35.625
569.666,35.562
570.641,35.562
571.697,35.562
572.642,35.594
573.669,35.562
574.688,35.562
575.734,35.594
576.638,35.594
577.685,35.594
578.637,35.594
579.661,35.625
580.636,35.625
581.660,35.625
582.645,35.562
583.660,35.562
584.655,35.594
585.803,35.531
586.632,35.562
587.656,35.562
588.631,35.562
589.654,35.531
590.632,35.562
591.653,35.562
592.628,35.594
593.661,35.594
594.627,35.594
595.901,35.625
596.943,35.594
597.753,35.594
598.625,35.594
599.648,35.594
600.822,35.594
601.647,35.562
602.671,35.531
603.646,35.562
604.670,35.531
605.645,35.500
606.669,35.531
607.650,35.531
608.667,35.531
609.642,35.531
610.666,35.562
611.793,35.562
612.685,35.625
613.640,35.625
614.663,35.625
615.639,35.562
616.769,35.469
617.637,35.406
618.664,35.312
619.636,35.219
620.660,35.094
621.783,34.969
622.659,34.812
623.639,34.656
624.659,34.531
625.831,34.469
626.656,34.375
627.634,34.281
628.655,34.219
629.630,34.188
630.658,34.125
631.629,34.094
632.697,34.031
633.628,33.969
634.682,33.906
635.626,33.875
636.653,33.844
637.637,33.750
638.649,33.688
639.635,33.625
640.688,33.594
