df_hash,22ZHK4.KQAWQ2
255.567,770
256.396,790
257.103,780
257.908,760
258.639,760
259.467,780
259.473,740
260.151,10
260.979,770
261.665,770
262.393,745
263.222,750
263.904,755
264.732,770
265.416,745
266.098,740
266.983,720
267.658,770
268.341,755
269.169,750
269.900,770
270.729,790
271.558,805
272.387,780
273.069,810
273.897,795
274.629,805
275.409,765
276.244,780
276.969,780
277.653,760
278.480,745
279.216,765
279.310,785
280.040,10
280.723,755
281.603,745
282.234,760
283.063,770
283.794,755
284.476,755
285.305,740
285.988,785
286.820,745
287.526,750
288.328,765
289.059,785
289.888,780
290.571,765
291.399,790
292.228,795
292.910,780
293.798,770
294.470,780
295.299,790
295.985,765
296.848,770
297.644,785
298.371,805
299.199,790
299.901,785
300.710,775
301.003,795
301.544,225
302.221,545
302.953,770
303.781,755
304.472,760
305.293,750
306.122,775
306.952,850
307.097,825
307.633,190
308.462,595
309.193,775
310.026,770
310.790,760
311.386,735
312.459,760
312.654,735
312.948,460
313.629,250
314.322,765
314.483,715
314.604,270
314.653,15
314.656,10
314.755,90
315.017,280
315.730,10
316.262,665
316.944,625
317.675,665
317.919,710
318.358,315
318.809,325
319.043,405
319.107,10
319.723,310
320.701,720
320.990,950
320.994,20
321.527,255
322.210,635
322.355,655
322.502,295
323.477,305
323.773,685
323.916,260
323.921,10
323.926,10
323.931,175
324.182,185
325.462,680
326.110,665
326.792,660
327.523,690
328.206,675
328.888,680
329.576,695
330.302,715
330.985,705
331.667,705
332.349,690
333.080,695
333.470,715
334.445,505
334.449,950
334.592,10
334.738,275
334.742,15
334.934,15
335.860,360
336.688,730
337.761,780
337.766,1120
337.809,10
337.815,20
337.907,20
337.912,10
337.961,10
338.199,20
338.882,300
340.298,750
340.978,1360
341.661,725
342.246,655
343.075,670
343.757,730
344.586,770
345.414,815
346.246,835
346.978,830
347.803,775
348.632,780
348.730,800
349.333,185
349.997,575
350.826,725
351.618,745
351.632,745
352.240,10
352.922,740
352.925,720
353.751,10
353.898,710
353.902,170
353.906,10
353.909,40
353.946,15
354.459,10
355.275,495
355.948,805
356.773,730
356.776,805
356.920,240
357.797,850
357.901,10
358.194,40
359.019,320
359.555,850
359.857,500
360.142,270
360.540,415
361.405,405
362.087,795
362.801,720
362.916,710
363.452,150
363.455,510
364.184,10
364.931,670
365.256,680
365.548,465
365.554,220
365.988,10
366.231,400
366.524,310
367.498,310
367.791,1055
367.795,180
367.839,15
367.844,10
367.848,10
368.034,230
368.040,70
368.181,155
368.864,325
369.488,300
370.133,665
370.423,680
371.404,275
371.643,1000
372.081,240
373.446,360
374.568,1420
375.986,1175
376.663,1395
377.200,630
377.931,630
378.467,615
379.783,645
380.420,1235
381.003,630
381.538,625
382.221,620
382.903,640
383.050,665
383.055,220
383.199,10
383.245,15
383.250,20
383.256,30
383.263,25
383.342,15
383.349,15
383.354,10
383.359,10
383.511,255
384.707,650
385.390,645
386.121,650
386.834,665
387.340,655
387.925,675
388.071,680
388.910,650
388.957,145
389.004,15
389.038,20
389.070,10
389.290,10
389.973,395
390.561,665
391.248,615
391.841,650
392.507,635
392.512,650
393.190,10
393.775,635
394.458,665
394.998,630
395.773,630
396.407,650
396.944,640
397.627,635
398.212,655
398.747,645
398.909,425
399.580,265
400.259,665
400.843,620
401.526,650
402.358,660
402.647,565
402.940,620
403.037,290
403.330,10
404.013,315
404.597,670
405.280,665
405.975,670
406.658,640
407.230,595
407.766,645
408.059,590
408.352,275
409.059,345
409.570,630
410.252,630
410.838,640
411.520,600
412.061,640
412.641,610
412.939,615
413.766,285
414.592,800
415.130,860
416.102,525
416.106,990
416.395,260
417.516,590
418.199,605
418.297,655
418.345,85
418.359,10
418.397,15
419.418,10
420.003,1115
420.539,575
421.811,595
422.493,1150
422.928,700
423.025,500
423.172,185
423.182,10
423.222,15
423.226,10
423.615,100
424.832,310
425.414,1235
425.560,615
426.243,200
426.389,725
426.584,150
427.218,270
427.758,500
429.169,495
429.176,1500
429.420,195
431.329,1235
431.659,575
432.336,545
432.922,620
433.665,605
433.751,660
434.140,210
435.115,340
435.121,985
435.603,10
436.236,375
436.919,695
437.601,730
437.605,675
437.897,190
438.625,790
438.869,110
439.015,250
439.162,40
439.844,260
440.533,635
440.678,670
440.724,215
440.730,10
441.112,15
441.648,355
442.333,620
443.062,665
443.746,670
444.475,665
445.255,815
445.990,805
446.767,730
447.498,715
448.035,695
448.766,675
449.453,675
450.131,670
450.813,685
451.505,725
452.227,760
452.909,695
453.598,680
454.275,665
454.591,670
455.006,260
455.250,440
455.542,265
456.224,380
456.814,605
457.492,655
458.180,640
458.321,655
458.759,230
458.764,385
459.003,10
459.296,275
459.978,335
460.124,575
460.129,240
460.273,15
460.278,20
460.281,20
460.567,10
461.100,335
461.782,595
462.074,595
462.077,300
462.318,250
464.025,1195
464.707,580
464.712,660
465.389,10
466.072,640
466.958,785
467.217,835
467.242,185
467.247,15
467.251,10
467.254,10
467.632,10
468.461,510
468.610,795
468.656,65
468.660,25
469.143,10
469.972,600
470.967,800
471.393,715
471.779,730
472.068,620
473.726,660
474.701,1120
475.288,895
475.387,805
477.187,860
477.482,835
477.626,155
477.870,545
478.601,710
479.292,10
479.966,720
480.259,700
480.404,240
480.698,130
481.526,330
482.412,820
483.037,820
483.866,780
484.549,790
484.841,750
485.526,275
486.109,500
486.791,740
487.473,735
488.302,720
488.307,760
488.448,10
488.452,125
488.553,10
488.562,15
488.985,10
489.842,585
491.522,785
492.207,1590
493.031,800
493.034,790
493.618,15
494.396,680
495.127,750
495.130,760
495.811,10
496.257,690
496.638,200
497.321,560
498.057,760
498.883,740
499.858,765
499.865,810
499.953,250
501.075,480
501.514,720
501.660,435
501.678,120
501.708,45
501.711,10
501.837,10
501.925,220
502.001,10
503.347,650
503.610,725
503.853,300
504.536,295
504.829,700
505.278,250
505.950,385
506.633,720
507.520,720
508.290,790
508.436,835
508.619,345
508.728,125
509.021,300
509.413,10
509.855,345
510.096,540
510.387,250
510.681,240
510.825,260
510.923,315
513.018,775
513.604,1255
514.296,680
514.533,695
514.968,10
515.657,655
516.397,695
517.211,740
518.040,800
518.879,800
519.697,805
520.380,835
521.213,740
521.895,765
522.624,765
523.319,775
523.988,695
524.673,705
524.962,725
524.966,180
525.523,30
526.474,565
526.781,920
527.751,360
528.180,950
528.862,485
529.252,625
530.166,440
530.813,860
531.353,635
531.362,655
532.032,10
532.768,605
533.399,1010
533.992,1030
534.761,10
535.395,615
536.078,690
536.370,800
536.772,195
536.928,505
537.589,10
537.881,785
537.885,280
538.031,10
538.857,350
539.539,620
539.836,725
540.223,205
540.514,410
541.569,265
542.172,1015
542.902,735
542.908,740
543.975,10
544.414,1115
545.389,410
545.810,900
546.510,455
546.760,645
547.047,335
547.092,255
548.460,510
548.558,950
548.850,165
549.533,285
550.264,650
550.509,705
550.802,255
550.970,130
551.678,265
552.166,735
552.897,590
553.433,640
554.115,565
554.122,650
554.301,220
554.846,575
556.066,1235
556.504,10
557.338,445
557.625,855
557.629,265
558.016,10
558.308,315
559.283,395
559.381,890
559.724,135
561.331,255
561.774,1685
562.598,490
563.136,860
563.866,575
564.548,590
565.376,765
565.913,770
566.059,690
566.066,10
566.205,210
567.863,855
568.841,845
569.424,750
569.680,830
569.962,235
570.940,10
571.080,1230
571.086,110
571.350,250
572.452,355
572.592,910
573.566,675
573.957,350
574.401,375
574.691,445
575.522,285
576.199,890
576.785,680
576.881,745
577.467,485
577.613,10
577.758,300
578.539,820
579.271,455
580.109,315
580.245,770
580.249,170
582.049,1200
582.196,625
582.300,215
582.352,10
583.421,375
584.097,645
584.974,850
585.510,830
585.513,595
585.659,10
585.806,225
587.460,840
588.289,815
588.972,810
588.975,750
589.657,10
590.398,725
591.214,745
591.923,720
592.726,730
593.847,800
595.066,1195
595.924,1280
596.665,775
597.454,725
597.458,780
597.601,10
597.604,180
597.649,10
597.652,10
597.655,15
597.750,10
597.893,10
598.575,300
598.966,705
599.258,330
599.651,330
599.940,345
600.531,335
600.916,580
601.069,365
601.215,355
601.452,170
602.330,840
603.037,820
603.158,130
603.309,105
603.355,10
603.358,10
603.549,200
604.816,1275
605.407,10
605.942,615
606.912,585
606.915,875
607.477,10
608.423,555
609.252,990
610.081,865
610.230,880
610.376,165
610.812,65
611.644,480
612.333,775
612.645,745
612.859,330
613.152,175
614.274,320
615.102,1080
615.346,900
616.614,200
617.881,1360
618.274,1255
619.685,355
620.132,1405
620.221,320
620.514,260
621.488,330
622.024,950
622.171,700
622.317,160
625.486,1120
627.582,2045
627.586,2100
629.678,15
629.682,2045
629.727,15
629.731,10
629.734,10
629.776,10
629.780,10
629.783,15
629.787,20
629.847,20
629.971,25
630.800,35
630.804,990
631.052,10
631.498,255
631.774,510
633.140,275
633.144,1315
633.189,10
633.192,10
633.195,10
633.286,15
633.290,125
633.335,25
633.432,120
633.435,10
634.957,1465
635.001,35
635.024,20
635.069,15
635.107,10
635.145,10
635.157,10
635.160,10
635.190,10
635.193,15
635.197,10
635.200,15
635.204,10
635.236,10
635.239,10
635.242,10
635.247,10
635.250,10
635.253,15
635.256,10
635.279,15
635.285,10
635.289,15
635.293,10
635.296,10
635.333,15
635.337,10
635.342,15
635.346,15
635.382,20
635.427,20
635.433,20
635.437,20
635.440,15
635.445,15
635.448,10
635.452,10
635.475,10
635.480,10
635.489,15
636.747,40
636.893,1380
636.900,40
637.042,30
637.186,40
637.189,240
637.288,25
637.309,20
637.357,25
637.625,180
637.628,30
637.631,50
637.773,235
638.551,555
638.555,275
638.844,40
639.119,245
639.236,305
639.850,30
640.209,655
640.648,395
