df_hash,22ZHK4.KQAWQ2
14.126,1.003
14.156,0.998
14.186,0.996
14.216,1.002
14.246,1.000
14.276,0.994
14.306,0.988
14.336,0.997
14.366,1.004
14.396,1.001
14.426,0.995
14.456,0.995
14.486,0.999
14.516,0.998
14.546,1.000
14.576,0.996
14.606,0.996
14.636,0.992
14.666,0.994
14.696,0.995
14.726,0.997
14.756,1.000
14.786,1.001
14.816,0.998
14.846,0.997
14.876,1.000
14.906,0.998
14.936,0.995
14.966,0.995
14.996,0.996
15.026,0.994
15.056,0.997
15.086,1.000
15.116,0.997
15.146,0.996
15.176,0.996
15.206,0.996
15.236,1.002
15.266,1.002
15.296,1.000
15.326,0.999
15.356,0.996
15.386,0.994
15.416,0.993
15.446,0.994
15.476,0.997
15.506,1.006
15.536,0.995
15.566,0.990
15.596,0.997
15.626,1.001
15.656,1.002
15.686,0.997
15.716,0.997
15.746,0.990
15.776,0.997
15.806,1.004
15.836,1.002
15.866,0.994
15.896,0.997
15.926,0.999
15.956,0.999
15.986,0.997
16.016,0.995
16.046,0.998
16.076,1.001
16.106,1.000
16.136,0.997
16.166,0.997
16.196,0.996
16.226,0.998
16.256,0.995
16.286,0.997
16.316,0.999
16.346,0.992
16.376,0.996
16.406,1.002
16.436,1.011
16.466,0.996
16.496,0.990
16.526,0.994
16.556,1.001
16.586,1.002
16.616,1.000
16.646,0.991
16.676,0.987
16.706,1.000
16.736,1.001
16.766,0.997
16.796,0.994
16.826,0.996
16.856,0.999
16.886,1.002
16.916,1.001
16.946,1.000
16.976,0.999
17.006,0.995
17.036,0.999
17.066,1.000
17.096,0.995
17.126,0.988
17.156,0.995
17.186,1.002
17.216,1.002
17.246,1.001
17.276,0.997
17.306,0.998
17.336,1.002
17.366,0.996
17.396,0.997
17.426,0.994
17.456,0.993
17.486,0.999
17.516,1.001
17.546,0.994
17.576,0.994
17.606,0.998
17.636,0.998
17.666,1.003
17.696,1.004
17.726,1.002
17.756,0.997
17.786,0.994
17.816,0.995
17.846,0.994
17.876,0.996
17.906,1.005
17.936,0.996
17.966,0.992
17.996,0.998
18.026,0.999
18.056,0.995
18.086,1.000
18.116,0.997
18.146,0.993
18.176,0.997
18.206,0.999
18.236,0.996
18.266,0.999
18.296,0.998
18.326,1.000
18.356,0.996
18.386,0.996
18.416,0.997
18.446,1.001
18.476,1.005
18.506,1.003
18.536,1.002
18.566,0.997
18.596,0.996
18.626,0.996
18.656,0.999
18.686,0.998
18.716,0.994
18.746,0.999
18.776,1.001
18.806,1.006
18.836,0.998
18.866,0.993
18.896,0.997
18.926,0.994
18.956,0.997
18.986,1.002
19.016,0.997
19.046,0.992
19.076,1.000
19.106,1.001
19.136,0.993
19.166,0.991
19.196,0.996
19.226,1.001
19.256,1.000
19.286,0.995
19.316,0.999
19.346,0.993
19.376,0.995
19.406,0.999
19.436,0.996
19.466,0.995
19.496,0.998
19.526,1.000
19.556,1.000
19.586,0.995
19.616,0.996
19.646,0.999
19.676,0.999
19.706,0.996
19.736,0.992
19.766,0.998
19.796,0.997
19.826,1.001
19.856,1.000
19.886,0.999
19.916,1.000
19.946,0.998
19.976,0.997
20.006,1.001
20.036,1.003
20.066,1.002
20.096,0.999
20.126,0.994
20.156,0.992
20.186,0.996
20.216,1.000
20.246,0.994
20.276,0.994
20.306,1.000
20.336,1.002
20.366,0.996
20.396,1.002
20.426,0.999
20.456,0.996
20.486,0.997
20.516,0.997
20.546,0.989
20.576,0.998
20.606,1.004
20.636,1.000
20.666,0.992
20.696,0.992
20.726,0.998
20.756,1.000
20.786,1.002
20.816,1.000
20.846,0.996
20.876,0.993
20.906,0.995
20.936,1.000
20.966,0.998
20.996,1.004
21.026,0.994
21.056,0.995
21.086,1.003
21.116,1.007
21.146,0.999
21.176,0.999
21.206,0.996
21.236,0.991
21.266,0.999
21.296,1.002
21.326,0.993
21.356,1.000
21.386,1.001
21.416,0.998
21.446,0.999
21.476,0.997
21.506,0.998
21.536,1.000
21.566,1.004
21.596,1.001
21.626,0.999
21.656,1.001
21.686,0.992
21.716,1.001
21.746,0.999
21.776,0.993
21.806,0.996
21.836,1.001
21.866,1.009
21.896,0.993
21.926,0.994
21.956,0.995
21.986,0.997
22.016,1.000
22.046,1.000
22.076,0.996
22.106,0.992
22.136,0.999
22.166,1.004
22.196,1.001
22.226,0.999
22.256,0.994
22.286,1.000
22.316,1.002
22.346,1.004
22.376,1.000
22.406,0.997
22.436,0.995
22.466,0.997
22.496,1.003
22.526,0.999
22.556,0.991
22.586,0.994
22.616,1.007
22.646,1.000
22.676,1.002
22.706,0.998
22.736,1.000
22.766,0.996
22.796,0.995
22.826,0.998
22.856,0.998
22.886,1.000
22.916,1.003
22.946,1.001
22.976,0.998
23.006,0.994
23.036,0.995
23.066,0.997
23.096,1.001
23.126,1.002
23.156,1.001
23.186,0.997
23.216,0.997
23.246,0.995
23.276,1.000
23.306,0.999
23.336,0.994
23.366,0.994
23.396,1.000
23.426,1.000
23.456,1.001
23.486,1.000
23.516,1.000
23.546,0.997
23.576,0.997
23.606,0.997
23.636,0.997
23.666,0.998
23.696,1.000
23.726,1.000
23.756,0.995
23.786,0.994
23.816,0.998
23.846,0.997
23.876,1.007
23.906,1.011
23.936,1.012
23.966,1.007
23.996,1.008
24.026,1.004
24.056,1.013
24.086,1.024
24.116,1.013
24.146,1.025
24.176,1.025
24.206,1.016
24.236,1.021
24.266,1.001
24.296,1.001
24.326,0.984
24.356,0.984
24.386,0.982
24.416,0.984
24.446,0.974
24.476,0.981
24.506,0.970
24.536,0.974
24.566,0.967
24.596,0.963
24.626,0.961
24.656,0.970
24.686,0.977
24.716,0.978
24.746,0.972
24.776,0.973
24.806,0.978
24.836,0.983
24.866,0.979
24.896,0.987
24.926,0.998
24.956,1.009
24.986,0.992
25.016,0.980
25.046,0.964
25.076,0.957
25.106,0.971
25.136,0.993
25.166,1.008
25.196,1.012
25.226,1.014
25.256,1.004
25.286,0.985
25.316,0.983
25.346,0.981
25.376,0.981
25.406,0.982
25.436,0.980
25.466,0.979
25.496,0.987
25.526,0.994
25.556,0.996
25.586,0.979
25.616,0.987
25.646,0.994
25.676,0.981
25.706,0.985
25.736,0.990
25.766,0.988
25.796,0.981
25.826,0.990
25.856,0.994
25.886,0.980
25.916,0.980
25.946,0.992
25.976,0.993
26.006,0.991
26.036,0.984
26.066,0.984
26.096,0.986
26.126,0.990
26.156,0.994
26.186,0.986
26.216,0.982
26.246,0.985
26.276,0.993
26.306,0.986
26.336,0.983
26.366,0.990
26.396,0.987
26.426,0.986
26.456,0.991
26.486,0.991
26.516,0.984
26.546,0.988
26.576,0.986
26.606,0.978
26.636,0.985
26.666,0.993
26.696,0.989
26.726,0.989
26.756,0.987
26.786,0.985
26.816,0.986
26.846,0.987
26.876,0.991
26.906,0.987
26.936,0.992
26.966,0.987
26.996,0.988
27.026,0.993
27.056,0.987
27.086,0.989
27.116,0.986
27.146,0.988
27.176,0.991
27.206,0.988
27.236,0.985
27.266,0.989
27.296,0.984
27.326,0.987
27.356,0.991
27.386,0.990
27.416,0.989
27.446,0.988
27.476,0.988
27.506,0.987
27.536,0.989
27.566,0.995
27.596,0.989
27.626,0.992
27.656,0.992
27.686,0.990
27.716,0.983
27.746,0.982
27.776,0.988
27.806,0.993
27.836,0.992
27.866,0.985
27.896,0.986
27.926,0.989
27.956,0.985
27.986,0.997
28.016,0.984
28.046,0.981
28.076,0.992
28.106,0.990
28.136,0.985
28.166,0.986
28.196,0.986
28.226,0.983
28.256,0.988
28.286,0.990
28.316,0.982
28.346,0.990
28.376,0.993
28.406,0.984
28.436,0.981
28.466,0.990
28.496,0.997
28.526,0.988
28.556,0.984
28.586,0.984
28.616,0.984
28.646,0.990
28.676,0.997
28.706,0.991
28.736,0.981
28.766,0.981
28.796,0.988
28.826,0.989
28.856,0.986
28.886,0.986
28.916,0.987
28.946,0.986
28.976,0.992
29.006,0.992
29.036,0.990
29.066,0.988
29.096,0.992
29.126,0.991
29.156,0.980
29.186,0.982
29.216,0.990
29.246,0.980
29.276,0.993
29.306,0.990
29.336,0.985
29.366,0.987
29.396,0.990
29.426,0.994
29.456,0.983
29.486,0.986
29.516,0.994
29.546,0.991
29.576,0.984
29.606,0.988
29.636,0.982
29.666,0.993
29.696,0.991
29.726,0.995
29.756,0.990
29.786,0.987
29.816,0.985
29.846,0.987
29.876,0.994
29.906,0.988
29.936,0.984
29.966,0.990
29.996,0.989
30.026,0.984
30.056,0.989
30.086,0.991
30.116,0.987
30.146,0.990
30.176,0.987
30.206,0.984
30.236,0.985
30.266,0.992
30.296,0.988
30.326,0.986
30.356,0.985
30.386,0.986
30.416,0.991
30.446,0.993
30.476,0.989
30.506,0.990
30.536,0.995
30.566,0.990
30.596,0.992
30.626,0.992
30.656,0.984
30.686,0.986
30.716,0.997
30.746,0.994
30.776,0.991
30.806,0.985
30.836,0.986
30.866,0.986
30.896,0.991
30.926,0.990
30.956,0.979
30.986,0.987
31.016,0.996
31.046,0.993
31.076,0.989
31.106,0.983
31.136,0.987
31.166,0.990
31.196,0.988
31.226,0.988
31.256,0.993
31.286,0.997
31.316,0.992
31.346,0.988
31.376,0.983
31.406,0.987
31.436,0.997
31.466,0.997
31.496,0.982
31.526,0.986
31.556,0.987
31.586,0.989
31.616,0.992
31.646,0.992
31.676,0.988
31.706,0.983
31.736,0.993
31.766,0.995
31.796,0.991
31.826,0.990
31.856,0.983
31.886,0.989
31.916,0.991
31.946,0.989
31.976,0.989
32.006,0.988
32.036,0.991
32.066,0.995
32.096,0.991
32.126,0.979
32.156,0.984
32.186,1.000
32.216,0.989
32.246,0.984
32.276,0.987
32.306,0.989
32.336,0.989
32.366,0.989
32.396,0.989
32.426,0.983
32.456,0.992
32.486,0.994
32.516,0.986
32.546,0.988
32.576,0.988
32.606,0.985
32.636,0.990
32.666,0.991
32.696,0.987
32.726,0.993
32.756,0.984
32.786,0.990
32.816,0.997
32.846,0.996
32.876,0.986
32.906,0.983
32.936,0.995
32.966,0.991
32.996,0.990
33.026,0.987
33.056,0.992
33.086,0.989
33.116,0.996
33.146,0.993
33.176,0.984
33.206,0.993
33.236,0.995
33.266,0.992
33.296,0.985
33.326,0.984
33.356,0.989
33.386,0.993
33.416,0.989
33.446,0.988
33.476,0.992
33.506,0.987
33.536,0.986
33.566,0.996
33.596,0.988
33.626,0.981
33.656,0.993
33.686,1.002
33.716,0.990
33.746,0.982
33.776,0.987
33.806,0.990
33.836,0.993
33.866,0.991
33.896,0.990
33.926,0.984
33.956,0.987
33.986,0.998
34.016,0.991
34.046,0.984
34.076,0.984
34.106,0.993
34.136,0.989
34.166,0.995
34.196,0.992
34.226,0.992
34.256,0.989
34.286,0.986
34.316,0.988
34.346,0.989
34.376,0.990
34.406,0.991
34.436,0.986
34.466,0.989
34.496,0.992
34.526,0.990
34.556,0.990
34.586,0.989
34.616,0.986
34.646,0.989
34.676,0.988
34.706,0.994
34.736,0.986
34.766,0.990
34.796,0.993
34.826,0.995
34.856,0.989
34.886,0.988
34.916,0.991
34.946,0.989
34.976,0.991
35.006,0.991
35.036,0.988
35.066,0.989
35.096,0.986
35.126,0.985
35.156,0.991
35.186,0.993
35.216,0.985
35.246,0.994
35.276,0.994
35.306,0.989
35.336,0.994
35.366,0.994
35.396,0.988
35.426,0.987
35.456,0.986
35.486,0.991
35.516,0.994
35.546,0.990
35.576,0.988
35.606,0.992
35.636,0.998
35.666,0.990
35.696,0.987
35.726,0.990
35.756,0.989
35.786,0.994
35.816,0.992
35.846,0.991
35.876,0.995
35.906,0.989
35.936,0.988
35.966,0.990
35.996,0.991
36.026,0.993
36.056,0.983
36.086,0.980
36.116,0.991
36.146,1.002
36.176,0.994
36.206,0.984
36.236,0.984
36.266,0.988
36.296,0.994
36.326,0.994
36.356,0.992
36.386,0.980
36.416,0.991
36.446,0.999
36.476,0.988
36.506,0.984
36.536,0.981
36.566,0.988
36.596,0.996
36.626,0.996
36.656,0.992
36.686,0.990
36.716,0.989
36.746,0.992
36.776,0.998
36.806,0.987
36.836,0.979
36.866,0.990
36.896,1.000
36.926,0.993
36.956,0.990
36.986,0.989
37.016,0.990
37.046,0.990
37.076,0.991
37.106,0.994
37.136,0.984
37.166,0.989
37.196,0.991
37.226,0.992
37.256,0.989
37.286,0.988
37.316,0.986
37.346,0.989
37.376,0.988
37.406,1.001
37.436,0.990
37.466,0.988
37.496,0.985
37.526,0.990
37.556,0.992
37.586,0.997
37.616,0.984
37.646,0.984
37.676,0.991
37.706,0.989
37.736,0.992
37.766,0.990
37.796,0.992
37.826,0.990
37.856,0.989
37.886,0.990
37.916,0.982
37.946,0.988
37.976,0.993
38.006,0.995
38.036,0.987
38.066,0.985
38.096,0.991
38.126,0.991
38.156,0.992
38.186,0.990
38.216,0.989
38.246,0.989
38.276,0.988
38.306,0.988
38.336,0.991
38.366,0.990
38.396,0.991
38.426,0.989
38.456,0.996
38.486,0.995
38.516,0.991
38.546,0.992
38.576,0.991
38.606,0.994
38.636,0.994
38.666,0.988
38.696,0.990
38.726,0.993
38.756,0.994
38.786,0.992
38.816,0.984
38.846,0.986
38.876,0.988
38.906,0.994
38.936,0.991
38.966,0.994
38.996,0.989
39.026,0.987
39.056,0.988
39.086,0.986
39.116,0.984
39.146,0.994
39.176,0.996
39.206,0.993
39.236,0.985
39.266,0.988
39.296,0.998
39.326,0.992
39.356,0.994
39.386,0.995
39.416,0.959
39.446,0.932
39.476,0.967
39.506,0.971
39.536,0.986
39.566,0.986
39.596,0.995
39.626,1.024
39.656,0.979
39.686,1.011
39.716,1.042
39.746,1.009
39.776,0.996
39.806,0.993
39.836,0.993
39.866,0.976
39.896,0.978
39.926,1.000
39.956,0.977
39.986,0.994
40.016,0.989
40.046,0.970
40.076,0.988
40.106,0.964
40.136,0.958
40.166,0.980
40.196,0.981
40.226,0.970
40.256,0.986
40.286,1.009
40.316,0.998
40.346,0.982
40.376,0.977
40.406,0.994
40.436,0.981
40.466,0.976
40.496,0.976
40.526,0.987
40.556,0.990
40.586,0.988
40.616,0.990
40.646,0.991
40.676,0.982
40.706,0.973
40.736,0.983
40.766,0.988
40.796,0.980
40.826,0.984
40.856,0.987
40.886,0.982
40.916,0.979
40.946,0.984
40.976,0.981
41.006,0.980
41.036,0.987
41.066,0.988
41.096,0.987
41.126,0.985
41.156,0.984
41.186,0.986
41.216,0.981
41.246,0.980
41.276,0.986
41.306,0.987
41.336,0.983
41.366,0.984
41.396,0.978
41.426,0.987
41.456,0.987
41.486,0.983
41.516,0.981
41.546,0.981
41.576,0.983
41.606,0.987
41.636,0.987
41.666,0.987
41.696,0.985
41.726,0.981
41.756,0.985
41.786,0.984
41.816,0.985
41.846,0.981
41.876,0.987
41.906,0.987
41.936,0.976
41.966,0.981
41.996,0.979
42.026,0.981
42.056,0.992
42.086,0.990
42.116,0.983
42.146,0.984
42.176,0.988
42.206,0.985
42.236,0.982
42.266,0.981
42.296,0.985
42.326,0.985
42.356,0.981
42.386,0.979
42.416,0.988
42.446,0.992
42.476,0.984
42.506,0.984
42.536,0.976
42.566,0.978
42.596,0.988
42.626,0.984
42.656,0.977
42.686,0.978
42.716,0.981
42.746,0.983
42.776,0.985
42.806,0.988
42.836,0.983
42.866,0.973
42.896,0.989
42.926,0.991
42.956,0.985
42.986,0.985
43.016,0.984
43.046,0.981
43.076,0.979
43.106,0.979
43.136,0.991
43.166,0.982
43.196,0.981
43.226,0.982
43.256,0.989
43.286,0.987
43.316,0.981
43.346,0.984
43.376,0.987
43.406,0.985
43.436,0.982
43.466,0.988
43.496,0.982
43.526,0.985
43.556,0.989
43.586,0.985
43.616,0.985
43.646,0.985
43.676,0.986
43.706,0.985
43.736,0.985
43.766,0.991
43.796,0.985
43.826,0.981
43.856,0.984
43.886,0.978
43.916,0.981
43.946,0.982
43.976,0.985
44.006,0.985
44.036,0.982
44.066,0.982
44.096,0.989
44.126,0.987
44.156,0.985
44.186,0.989
44.216,0.985
44.246,0.987
44.276,0.988
44.306,0.979
44.336,0.983
44.366,0.990
44.396,0.987
44.426,0.984
44.456,0.985
44.486,0.985
44.516,0.988
44.546,0.988
44.576,0.991
44.606,0.987
44.636,0.988
44.666,0.986
44.696,0.981
44.726,0.983
44.756,0.991
44.786,0.990
44.816,0.984
44.846,0.987
44.876,0.993
44.906,0.988
44.936,0.985
44.966,0.984
44.996,0.987
45.026,0.988
45.056,0.997
45.086,0.988
45.116,0.986
45.146,0.983
45.176,0.991
45.206,0.987
45.236,0.986
45.266,0.985
45.296,0.985
45.326,0.990
45.356,0.991
45.386,0.988
45.416,0.983
45.446,0.983
45.476,0.983
45.506,0.987
45.536,0.987
45.566,0.989
45.596,0.990
45.626,1.001
45.656,1.009
45.686,1.062
45.716,1.104
45.746,1.021
45.776,0.879
45.806,0.811
45.836,0.803
45.866,0.801
45.896,0.754
45.926,0.848
45.956,0.886
45.986,0.942
46.016,0.943
46.046,0.890
46.076,1.092
46.106,1.185
46.136,1.153
46.166,1.107
46.196,1.097
46.226,1.093
46.256,1.193
46.286,1.188
46.316,1.118
46.346,1.171
46.376,1.108
46.406,1.012
46.436,1.067
46.466,1.072
46.496,1.090
46.526,1.089
46.556,1.104
46.586,1.105
46.616,1.103
46.646,1.099
46.676,1.175
46.706,1.149
46.736,1.048
46.766,0.991
46.796,1.086
46.826,1.164
46.856,1.019
46.886,0.857
46.916,0.933
46.946,0.936
46.976,0.918
47.006,0.935
47.036,1.048
47.066,1.162
47.096,1.101
47.126,1.018
47.156,1.114
47.186,1.068
47.216,1.079
47.246,1.157
47.276,1.137
47.306,1.138
47.336,1.151
47.366,1.174
47.396,1.142
47.426,1.078
47.456,1.060
47.486,1.064
47.516,1.039
47.546,1.013
47.576,1.000
47.606,0.983
47.636,1.005
47.666,0.997
47.696,0.968
47.726,0.964
47.756,0.967
47.786,0.949
47.816,0.925
47.846,0.951
47.876,0.957
47.906,0.923
47.936,0.917
47.966,0.920
47.996,0.949
48.026,0.958
48.056,0.962
48.086,0.975
48.116,0.973
48.146,0.993
48.176,1.004
48.206,1.021
48.236,1.011
48.266,1.002
48.296,0.997
48.326,0.986
48.356,0.984
48.386,1.004
48.416,1.014
48.446,1.018
48.476,1.019
48.506,1.017
48.536,1.015
48.566,1.012
48.596,1.020
48.626,1.010
48.656,1.001
48.686,1.005
48.716,1.001
48.746,1.008
48.776,1.004
48.806,0.995
48.836,1.000
48.866,1.012
48.896,1.001
48.926,0.997
48.956,1.000
48.986,1.008
49.016,1.005
49.046,0.998
49.076,0.998
49.106,1.002
49.136,1.009
49.166,1.008
49.196,1.004
49.226,1.002
49.256,1.007
49.286,1.008
49.316,1.001
49.346,0.998
49.376,1.007
49.406,1.007
49.436,1.006
49.466,1.009
49.496,0.999
49.526,0.999
49.556,1.002
49.586,1.004
49.616,1.006
49.646,0.999
49.676,1.002
49.706,0.998
49.736,1.000
49.766,1.005
49.796,1.006
49.826,1.001
49.856,0.997
49.886,0.999
49.916,1.002
49.946,1.004
49.976,1.004
50.006,1.000
50.036,0.998
50.066,1.001
50.096,1.003
50.126,1.009
50.156,1.000
50.186,1.002
50.216,1.003
50.246,1.003
50.276,1.001
50.306,0.998
50.336,0.999
50.366,0.999
50.396,1.001
50.426,1.004
50.456,1.002
50.486,1.004
50.516,0.997
50.546,0.994
50.576,1.003
50.606,1.004
50.636,1.004
50.666,1.001
50.696,0.999
50.726,1.000
50.756,1.004
50.786,1.003
50.816,0.996
50.846,1.003
50.876,1.005
50.906,1.001
50.936,1.000
50.966,1.001
50.996,0.999
51.026,1.002
51.056,1.006
51.086,1.002
51.116,1.000
51.146,0.998
51.176,1.006
51.206,0.999
51.236,0.988
51.266,0.994
51.296,1.005
51.326,1.005
51.356,0.999
51.386,1.000
51.416,1.003
51.446,1.000
51.476,1.005
51.506,1.005
51.536,0.999
51.566,1.002
51.596,1.007
51.626,1.007
51.656,0.999
51.686,1.000
51.716,1.000
51.746,1.002
51.776,1.000
51.806,1.001
51.836,0.995
51.866,1.000
51.896,0.998
51.926,0.996
51.956,0.999
51.986,0.992
52.016,0.995
52.046,1.002
52.076,1.010
52.106,1.000
52.136,0.998
52.166,0.997
52.196,1.003
52.226,1.002
52.256,1.002
52.286,0.999
52.316,0.997
52.346,0.999
52.376,1.001
52.406,1.000
52.436,0.999
52.466,0.995
52.496,0.992
52.526,0.994
52.556,1.002
52.586,1.004
52.616,1.000
52.646,1.000
52.676,1.002
52.706,0.999
52.736,1.003
52.766,1.005
52.796,1.002
52.826,0.998
52.856,0.996
52.886,1.002
52.916,1.000
52.946,1.001
52.976,1.003
53.006,1.002
53.036,1.000
53.066,0.999
53.096,0.997
53.126,1.000
53.156,1.000
53.186,1.003
53.216,0.999
53.246,1.002
53.276,0.998
53.306,0.998
53.336,1.000
53.366,1.000
53.396,1.003
53.426,1.002
53.456,0.998
53.486,0.999
53.516,1.000
53.546,1.001
53.576,0.994
53.606,0.994
53.636,0.998
53.666,1.001
53.696,1.004
53.726,0.996
53.756,0.997
53.786,1.003
53.816,1.000
53.846,1.000
53.876,1.002
53.906,1.003
53.936,0.998
53.966,1.000
53.996,1.003
54.026,1.001
54.056,0.996
54.086,0.992
54.116,0.997
54.146,1.000
54.176,0.999
54.206,1.007
54.236,1.002
54.266,0.997
54.296,0.999
54.326,1.006
54.356,0.999
54.386,0.994
54.416,1.002
54.446,1.009
54.476,1.004
54.506,0.994
54.536,0.995
54.566,0.998
54.596,1.004
54.626,1.007
54.656,1.002
54.686,0.992
54.716,0.994
54.746,1.003
54.776,1.001
54.806,0.997
54.836,0.995
54.866,0.996
54.896,1.000
54.926,1.004
54.956,1.001
54.986,1.000
55.016,1.000
55.046,1.000
55.076,1.002
55.106,1.000
55.136,0.995
55.166,0.995
55.196,1.004
55.226,1.000
55.256,0.999
55.286,1.002
55.316,1.000
55.346,1.001
55.376,0.999
55.406,1.002
55.436,0.997
55.466,0.999
55.496,1.003
55.526,1.000
55.556,0.998
55.586,0.997
55.616,0.999
55.646,1.000
55.676,1.005
55.706,1.004
55.736,0.997
55.766,1.000
55.796,0.997
55.826,1.002
55.856,1.000
55.886,1.000
55.916,1.000
55.946,0.999
55.976,1.002
56.006,1.001
56.036,1.001
56.066,1.002
56.096,0.999
56.126,0.996
56.156,1.003
56.186,1.002
56.216,0.998
56.246,1.000
56.276,1.007
56.306,0.999
56.336,0.992
56.366,0.999
56.396,1.000
56.426,1.001
56.456,1.003
56.486,1.001
56.516,0.998
