df_hash,22ZHK4.KQAWQ2
497.816,1.058
497.846,1.045
497.876,1.047
497.906,1.052
497.936,1.050
497.966,1.059
497.996,1.057
498.026,1.058
498.056,1.052
498.086,1.051
498.116,1.051
498.146,1.051
498.176,1.045
498.206,1.056
498.236,1.058
498.266,1.048
498.296,1.046
498.326,1.055
498.356,1.058
498.386,1.048
498.416,1.048
498.446,1.058
498.476,1.050
498.506,1.045
498.536,1.048
498.566,1.056
498.596,1.052
498.626,1.055
498.656,1.048
498.686,1.045
498.716,1.049
498.746,1.050
498.776,1.055
498.806,1.045
498.836,1.046
498.866,1.045
498.896,1.033
498.926,1.050
498.956,1.051
498.986,1.053
499.016,1.063
499.046,1.067
499.076,1.062
499.106,1.055
499.136,1.051
499.166,1.047
499.196,1.052
499.226,1.057
499.256,1.062
499.286,1.059
499.316,1.066
499.346,1.060
499.376,1.054
499.406,1.058
499.436,1.056
499.466,1.057
499.496,1.055
499.526,1.069
499.556,1.068
499.586,1.061
499.616,1.056
499.646,1.061
499.676,1.058
499.706,1.055
499.736,1.062
499.766,1.068
499.796,1.060
499.826,1.060
499.856,1.061
499.886,1.062
499.916,1.054
499.946,1.051
499.976,1.054
500.006,1.058
500.036,1.061
500.066,1.057
500.096,1.058
500.126,1.067
500.156,1.069
500.186,1.061
500.216,1.050
500.246,1.051
500.276,1.063
500.306,1.062
500.336,1.058
500.366,1.061
500.396,1.059
500.426,1.060
500.456,1.065
500.486,1.059
500.516,1.062
500.546,1.060
500.576,1.062
500.606,1.064
500.636,1.063
500.666,1.054
500.696,1.059
500.726,1.064
500.756,1.062
500.786,1.063
500.816,1.063
500.846,1.062
500.876,1.056
500.906,1.051
500.936,1.042
500.966,1.056
500.996,1.062
501.026,1.064
501.056,1.059
501.086,1.056
501.116,1.043
501.146,1.062
501.176,1.062
501.206,1.053
501.236,1.054
501.266,1.055
501.296,1.062
501.326,1.063
501.356,1.060
501.386,1.061
501.416,1.057
501.446,1.050
501.476,1.052
501.506,1.052
501.536,1.061
501.566,1.059
501.596,1.061
501.626,1.066
501.656,1.058
501.686,1.060
501.716,1.051
501.746,1.051
501.776,1.062
501.806,1.055
501.836,1.057
501.866,1.069
501.896,1.063
501.926,1.064
501.956,1.066
501.986,1.064
502.016,1.066
502.046,1.064
502.076,1.062
502.106,1.053
502.136,1.052
502.166,1.062
502.196,1.053
502.226,1.049
502.256,1.059
502.286,1.054
502.316,1.047
502.346,1.042
502.376,1.051
502.406,1.051
502.436,1.045
502.466,1.060
502.496,1.054
502.526,1.064
502.556,1.075
502.586,1.079
502.616,1.070
502.646,1.069
502.676,1.080
502.706,1.081
502.736,1.074
502.766,1.070
502.796,1.093
502.826,1.084
502.856,1.062
502.886,1.057
502.916,1.073
502.946,1.057
502.976,1.059
503.006,1.076
503.036,1.079
503.066,1.072
503.096,1.072
503.126,1.079
503.156,1.081
503.186,1.077
503.216,1.070
503.246,1.062
503.276,1.062
503.306,1.062
503.336,1.067
503.366,1.076
503.396,1.077
503.426,1.086
503.456,1.097
503.486,1.082
503.516,1.060
503.546,1.063
503.576,1.076
503.606,1.061
503.636,1.056
503.666,1.066
503.696,1.059
503.726,1.050
503.756,1.045
503.786,1.073
503.816,1.058
503.846,1.042
503.876,1.053
503.906,1.043
503.936,1.027
503.966,1.033
503.996,1.039
504.026,1.021
504.056,1.017
504.086,1.028
504.116,1.018
504.146,1.010
504.176,1.004
504.206,1.028
504.236,1.039
504.266,1.013
504.296,1.007
504.326,1.027
504.356,1.026
504.386,1.019
504.416,1.022
504.446,1.021
504.476,1.021
504.506,1.010
504.536,1.030
504.566,1.010
504.596,0.981
504.626,0.985
504.656,0.998
504.686,1.019
504.716,1.088
504.746,1.091
504.776,1.006
504.806,1.034
504.836,1.062
504.866,1.048
504.896,1.021
504.926,1.035
504.956,1.027
504.986,1.054
505.016,1.031
505.046,1.037
505.076,1.015
505.106,1.035
505.136,1.038
505.166,1.072
505.196,1.020
505.226,1.032
505.256,1.051
505.286,1.046
505.316,1.032
505.346,1.024
505.376,1.034
505.406,1.020
505.436,1.015
505.466,1.028
505.496,1.021
505.526,1.029
505.556,1.031
505.586,1.021
505.616,1.016
505.646,1.015
505.676,1.012
505.706,1.020
505.736,1.023
505.766,1.024
505.796,1.024
505.826,1.022
505.856,1.017
505.886,1.014
505.916,0.985
505.946,0.985
505.976,1.001
506.006,1.000
506.036,1.020
506.066,1.018
506.096,1.031
506.126,1.013
506.156,1.016
506.186,1.022
506.216,1.004
506.246,1.007
506.276,1.010
506.306,1.017
506.336,0.999
506.366,0.962
506.396,1.004
506.426,1.053
506.456,1.036
506.486,1.061
506.516,1.127
506.546,1.084
506.576,1.067
506.606,1.095
506.636,1.088
506.666,1.045
506.696,1.050
506.726,1.069
506.756,1.042
506.786,1.050
506.816,1.092
506.846,1.069
506.876,1.060
506.906,1.073
506.936,1.077
506.966,1.074
506.996,1.075
507.026,1.081
507.056,1.081
507.086,1.066
507.116,1.046
507.146,1.061
507.176,1.050
507.206,1.041
507.236,1.027
507.266,1.013
507.296,1.022
507.326,1.032
507.356,1.037
507.386,1.048
507.416,1.030
507.446,1.056
507.476,1.070
507.506,1.060
507.536,1.046
507.566,1.047
507.596,1.038
507.626,1.040
507.656,1.038
507.686,1.033
507.716,1.023
507.746,1.030
507.776,1.034
507.806,1.046
507.836,1.060
507.866,1.050
507.896,1.046
507.926,1.055
507.956,1.044
507.986,1.040
508.016,1.055
508.046,1.063
508.076,1.031
508.106,1.052
508.136,1.057
508.166,1.032
508.196,1.055
508.226,1.045
508.256,1.029
508.286,1.054
508.316,1.048
508.346,1.040
508.376,1.048
508.406,1.049
508.436,1.043
508.466,1.046
508.496,1.046
508.526,1.038
508.556,1.044
508.586,1.047
508.616,1.048
508.646,1.038
508.676,1.049
508.706,1.044
508.736,1.040
508.766,1.050
508.796,1.056
508.826,1.046
508.856,1.051
508.886,1.048
508.916,1.038
508.946,1.049
508.976,1.051
509.006,1.044
509.036,1.048
509.066,1.048
509.096,1.048
509.126,1.046
509.156,1.038
509.186,1.040
509.216,1.039
509.246,1.046
509.276,1.038
509.306,1.034
509.336,1.048
509.366,1.042
509.396,1.039
509.426,1.048
509.456,1.042
509.486,1.051
509.516,1.045
509.546,1.039
509.576,1.048
509.606,1.056
509.636,1.037
509.666,1.045
509.696,1.042
509.726,1.032
509.756,1.043
509.786,1.041
509.816,1.038
509.846,1.057
509.876,1.045
509.906,1.047
509.936,1.046
509.966,1.047
509.996,1.045
510.026,1.039
510.056,1.032
510.086,1.054
510.116,1.052
510.146,1.040
510.176,1.046
510.206,1.052
510.236,1.046
510.266,1.048
510.296,1.044
510.326,1.033
510.356,1.044
510.386,1.057
510.416,1.053
510.446,1.034
510.476,1.046
510.506,1.054
510.536,1.052
510.566,1.048
510.596,1.047
510.626,1.050
510.656,1.052
510.686,1.049
510.716,1.035
510.746,1.054
510.776,1.053
510.806,1.047
510.836,1.055
510.866,1.053
510.896,1.054
510.926,1.041
510.956,1.039
510.986,1.046
511.016,1.050
511.046,1.048
511.076,1.051
511.106,1.046
511.136,1.040
511.166,1.048
511.196,1.051
511.226,1.052
511.256,1.042
511.286,1.054
511.316,1.061
511.346,1.052
511.376,1.046
511.406,1.057
511.436,1.045
511.466,1.041
511.496,1.054
511.526,1.055
511.556,1.048
511.586,1.055
511.616,1.048
511.646,1.044
511.676,1.046
511.706,1.047
511.736,1.058
511.766,1.048
511.796,1.039
511.826,1.036
511.856,1.068
511.886,1.048
511.916,1.042
511.946,1.064
511.976,1.053
512.006,1.033
512.036,1.045
512.066,1.043
512.096,1.030
512.126,1.051
512.156,1.055
512.186,1.031
512.216,1.046
512.246,1.061
512.276,1.057
512.306,1.065
512.336,1.073
512.366,1.054
512.396,1.045
512.426,1.045
512.456,1.056
512.486,1.076
512.516,1.146
512.546,1.105
512.576,1.049
512.606,1.023
512.636,1.032
512.666,1.039
512.696,1.055
512.726,1.040
512.756,1.052
512.786,1.053
512.816,1.039
512.846,1.059
512.876,1.057
512.906,1.055
512.936,1.072
512.966,1.055
512.996,1.053
513.026,1.069
513.056,1.058
513.086,1.046
513.116,1.027
513.146,1.057
513.176,1.060
513.206,1.028
513.236,1.011
513.266,1.026
513.296,1.023
513.326,0.996
513.356,1.026
513.386,1.021
513.416,1.024
513.446,1.045
513.476,1.037
513.506,1.021
513.536,1.056
513.566,1.022
513.596,1.029
513.626,1.029
513.656,1.042
513.686,1.020
513.716,1.021
513.746,1.039
513.776,1.060
513.806,1.067
513.836,1.058
513.866,1.039
513.896,1.059
513.926,1.058
513.956,1.022
513.986,1.059
514.016,1.080
514.046,1.046
514.076,1.055
514.106,1.072
514.136,1.064
514.166,1.062
514.196,1.068
514.226,1.057
514.256,1.046
514.286,1.021
514.316,1.026
514.346,1.039
514.376,1.023
514.406,1.035
514.436,1.048
514.466,1.052
514.496,1.088
514.526,1.072
514.556,1.022
514.586,1.024
514.616,1.037
514.646,1.037
514.676,1.041
514.706,1.020
514.736,1.032
514.766,1.032
514.796,1.010
514.826,1.030
514.856,1.025
514.886,1.032
514.916,1.031
514.946,1.024
514.976,1.030
515.006,1.055
515.036,1.030
515.066,1.047
515.096,1.032
515.126,1.025
515.156,1.038
515.186,1.054
515.216,1.048
515.246,1.028
515.276,1.043
515.306,1.048
515.336,1.038
515.366,1.048
515.396,1.052
515.426,1.060
515.456,1.051
515.486,1.048
515.516,1.060
515.546,1.037
515.576,1.036
515.606,1.048
515.636,1.042
515.666,1.033
515.696,1.053
515.726,1.046
515.756,1.040
515.786,1.043
515.816,1.052
515.846,1.037
515.876,1.031
515.906,1.042
515.936,1.036
515.966,1.038
515.996,1.042
516.026,1.044
516.056,1.041
516.086,1.045
516.116,1.038
516.146,1.026
516.176,1.038
516.206,1.040
516.236,1.038
516.266,1.028
516.296,1.048
516.326,1.045
516.356,1.042
516.386,1.041
516.416,1.050
516.446,1.047
516.476,1.051
516.506,1.052
516.536,1.044
516.566,1.042
516.596,1.062
516.626,1.044
516.656,1.046
516.686,1.043
516.716,1.057
516.746,1.052
516.776,1.055
516.806,1.062
516.836,1.052
516.866,1.044
516.896,1.056
516.926,1.053
516.956,1.046
516.986,1.042
517.016,1.043
517.046,1.043
517.076,1.036
517.106,1.047
517.136,1.045
517.166,1.045
517.196,1.051
517.226,1.052
517.256,1.037
517.286,1.043
517.316,1.052
517.346,1.049
517.376,1.049
517.406,1.046
517.436,1.055
517.466,1.055
517.496,1.050
517.526,1.039
517.556,1.047
517.586,1.053
517.616,1.045
517.646,1.052
517.676,1.049
517.706,1.052
517.736,1.055
517.766,1.045
517.796,1.039
517.826,1.039
517.856,1.045
517.886,1.052
517.916,1.048
517.946,1.047
517.976,1.052
518.006,1.055
518.036,1.050
518.066,1.055
518.096,1.051
518.126,1.044
518.156,1.044
518.186,1.043
518.216,1.038
518.246,1.041
518.276,1.049
518.306,1.054
518.336,1.055
518.366,1.049
518.396,1.048
518.426,1.058
518.456,1.053
518.486,1.050
518.516,1.043
518.546,1.050
518.576,1.049
518.606,1.036
518.636,1.044
518.666,1.055
518.696,1.046
518.726,1.044
518.756,1.052
518.786,1.046
518.816,1.051
518.846,1.051
518.876,1.047
518.906,1.052
518.936,1.055
518.966,1.055
518.996,1.049
519.026,1.044
519.056,1.057
519.086,1.057
519.116,1.052
519.146,1.050
519.176,1.053
519.206,1.056
519.236,1.052
519.266,1.038
519.296,1.049
519.326,1.047
519.356,1.051
519.386,1.052
519.416,1.056
519.446,1.043
519.476,1.042
519.506,1.051
519.536,1.054
519.566,1.046
519.596,1.050
519.626,1.051
519.656,1.054
519.686,1.051
519.716,1.042
519.746,1.048
519.776,1.055
519.806,1.055
519.836,1.050
519.866,1.049
519.896,1.041
519.926,1.046
519.956,1.055
519.986,1.049
520.016,1.044
520.046,1.040
520.076,1.053
520.106,1.060
520.136,1.046
520.166,1.046
520.196,1.050
520.226,1.051
520.256,1.049
520.286,1.060
520.316,1.042
520.346,1.045
520.376,1.059
520.406,1.052
520.436,1.046
520.466,1.054
520.496,1.053
520.526,1.049
520.556,1.045
520.586,1.045
520.616,1.052
520.646,1.042
520.676,1.053
520.706,1.054
520.736,1.053
520.766,1.063
520.796,1.048
520.826,1.037
520.856,1.043
520.886,1.052
520.916,1.044
520.946,1.042
520.976,1.053
521.006,1.060
521.036,1.056
521.066,1.057
521.096,1.059
521.126,1.044
521.156,1.049
521.186,1.052
521.216,1.039
521.246,1.038
521.276,1.046
521.306,1.052
521.336,1.052
521.366,1.052
521.396,1.050
521.426,1.049
521.456,1.056
521.486,1.047
521.516,1.051
521.546,1.055
521.576,1.044
521.606,1.034
521.636,1.043
521.666,1.055
521.696,1.041
521.726,1.043
521.756,1.047
521.786,1.045
521.816,1.049
521.846,1.057
521.876,1.054
521.906,1.047
521.936,1.043
521.966,1.049
521.996,1.057
522.026,1.052
522.056,1.051
522.086,1.050
522.116,1.054
522.146,1.056
522.176,1.054
522.206,1.048
522.236,1.043
522.266,1.057
522.296,1.054
522.326,1.039
522.356,1.043
522.386,1.050
522.416,1.042
522.446,1.043
522.476,1.050
522.506,1.047
522.536,1.046
522.566,1.052
522.596,1.057
522.626,1.045
522.656,1.041
522.686,1.055
522.716,1.056
522.746,1.055
522.776,1.056
522.806,1.045
522.836,1.041
522.866,1.042
522.896,1.049
522.926,1.047
522.956,1.053
522.986,1.053
523.016,1.048
523.046,1.054
523.076,1.062
523.106,1.046
523.136,1.050
523.166,1.052
523.196,1.047
523.226,1.036
523.256,1.035
523.286,1.044
523.316,1.052
523.346,1.045
523.376,1.043
523.406,1.049
523.436,1.061
523.466,1.054
523.496,1.042
523.526,1.045
523.556,1.045
523.586,1.048
523.616,1.054
523.646,1.052
523.676,1.044
523.706,1.044
523.736,1.058
523.766,1.051
523.796,1.043
523.826,1.042
523.856,1.042
523.886,1.049
523.916,1.052
523.946,1.050
523.976,1.057
524.006,1.052
524.036,1.051
524.066,1.052
524.096,1.042
524.126,1.037
524.156,1.047
524.186,1.049
524.216,1.049
524.246,1.049
524.276,1.047
524.306,1.037
524.336,1.043
524.366,1.050
524.396,1.051
524.426,1.051
524.456,1.043
524.486,1.051
524.516,1.053
524.546,1.041
524.576,1.046
524.606,1.055
524.636,1.054
524.666,1.040
524.696,1.042
524.726,1.051
524.756,1.049
524.786,1.041
524.816,1.044
524.846,1.045
524.876,1.044
524.906,1.049
524.936,1.042
524.966,1.047
524.996,1.049
525.026,1.042
525.056,1.047
525.086,1.016
525.116,1.024
525.146,1.045
525.176,1.056
525.206,1.086
525.236,1.116
525.266,1.082
525.296,1.058
525.326,1.066
525.356,1.073
525.386,1.083
525.416,1.105
525.446,1.080
525.476,1.066
525.506,1.052
525.536,1.062
525.566,1.073
525.596,1.076
525.626,1.066
525.656,1.091
525.686,1.090
525.716,1.142
525.746,1.111
525.776,1.115
525.806,1.103
525.836,1.047
525.866,1.045
525.896,1.026
525.926,1.021
525.956,0.976
525.986,0.970
526.016,0.978
526.046,0.970
526.076,0.964
526.106,1.012
526.136,1.015
526.166,0.997
526.196,1.001
526.226,1.018
526.256,1.021
526.286,1.021
526.316,1.021
526.346,0.992
526.376,1.003
526.406,0.985
526.436,0.960
526.466,0.963
526.496,0.970
526.526,0.981
526.556,0.978
526.586,0.979
526.616,0.978
526.646,0.979
526.676,0.991
526.706,0.976
526.736,0.964
526.766,0.961
526.796,0.990
526.826,1.015
526.856,0.979
526.886,0.969
526.916,0.990
526.946,0.990
526.976,0.978
527.006,0.970
527.036,0.980
527.066,1.001
527.096,0.980
527.126,0.964
527.156,0.962
527.186,0.953
527.216,0.958
527.246,0.979
527.276,0.991
527.306,0.977
527.336,0.987
527.366,1.002
527.396,0.985
527.426,0.973
527.456,0.995
527.486,0.987
527.516,0.984
527.546,0.995
527.576,0.998
527.606,0.976
527.636,0.984
527.666,0.983
527.696,0.975
527.726,0.969
527.756,0.981
527.786,0.983
527.816,0.978
527.846,0.976
527.876,0.984
527.906,0.987
527.936,0.981
527.966,0.986
527.996,1.009
528.026,0.999
528.056,0.973
528.086,0.958
528.116,0.967
528.146,0.981
528.176,0.984
528.206,0.986
528.236,0.991
528.266,1.002
528.296,0.983
528.326,0.985
528.356,0.997
528.386,0.992
528.416,1.001
528.446,1.004
528.476,1.007
528.506,1.005
528.536,1.002
528.566,1.012
528.596,1.002
528.626,1.018
528.656,1.012
528.686,1.007
528.716,0.988
528.746,1.014
528.776,1.009
528.806,0.996
528.836,0.990
528.866,1.001
528.896,1.002
528.926,1.039
528.956,0.995
528.986,0.950
529.016,1.017
529.046,1.026
529.076,1.049
529.106,1.054
529.136,1.062
529.166,1.129
529.196,1.183
529.226,1.142
529.256,1.144
529.286,1.091
529.316,0.884
529.346,0.872
529.376,0.899
529.406,0.903
529.436,0.895
529.466,0.960
529.496,0.963
529.526,0.921
529.556,1.069
529.586,1.093
529.616,1.025
529.646,1.038
529.676,1.027
529.706,0.979
529.736,0.979
529.766,1.013
529.796,0.975
529.826,0.981
529.856,1.010
529.886,1.033
529.916,0.975
529.946,0.962
529.976,1.011
530.006,0.918
530.036,0.900
530.066,1.058
530.096,0.951
530.126,1.005
530.156,1.018
530.186,0.999
530.216,0.984
530.246,0.998
530.276,0.974
530.306,0.989
530.336,0.986
530.366,1.022
530.396,1.037
530.426,0.971
530.456,0.956
530.486,1.054
530.516,1.049
530.546,1.041
530.576,1.019
530.606,1.003
530.636,1.001
530.666,0.999
530.696,0.960
530.726,1.027
530.756,1.025
530.786,1.015
530.816,1.007
530.846,1.007
530.876,1.000
530.906,0.979
530.936,0.989
530.966,1.008
530.996,1.021
531.026,1.018
531.056,1.018
531.086,1.023
531.116,1.009
531.146,0.971
531.176,0.989
531.206,1.016
531.236,0.982
531.266,0.970
531.296,1.033
531.326,1.019
531.356,1.009
531.386,1.052
531.416,1.056
531.446,0.988
531.476,0.990
531.506,1.047
531.536,1.038
531.566,1.000
531.596,1.046
531.626,1.062
531.656,1.021
531.686,1.032
531.716,1.065
531.746,1.069
531.776,1.088
531.806,1.104
531.836,1.107
531.866,1.134
531.896,1.113
531.926,1.091
531.956,1.090
531.986,1.081
532.016,1.049
532.046,1.063
532.076,1.074
532.106,1.053
532.136,1.022
532.166,1.040
532.196,1.048
532.226,1.045
532.256,1.043
532.286,1.034
532.316,1.047
532.346,1.049
532.376,1.063
532.406,1.063
532.436,1.061
532.466,1.049
532.496,1.053
532.526,1.055
532.556,1.063
532.586,1.062
532.616,1.064
532.646,1.069
532.676,1.043
532.706,1.012
532.736,1.061
532.766,1.067
532.796,1.080
532.826,1.047
532.856,1.058
532.886,1.070
532.916,1.071
532.946,1.074
532.976,1.075
533.006,1.062
533.036,1.068
533.066,1.056
533.096,1.029
533.126,0.998
533.156,0.994
533.186,1.025
533.216,1.036
533.246,1.028
533.276,1.016
533.306,1.031
533.336,1.022
533.366,1.001
533.396,1.030
533.426,1.035
533.456,1.037
533.486,1.029
533.516,1.063
533.546,1.051
533.576,1.042
533.606,1.062
533.636,1.067
533.666,1.053
533.696,1.055
533.726,1.076
533.756,1.054
533.786,1.032
533.816,1.067
533.846,1.067
533.876,1.047
533.906,1.053
533.936,1.074
533.966,1.062
533.996,1.060
534.026,1.061
534.056,1.059
534.086,1.034
534.116,1.043
534.146,1.039
534.176,1.055
534.206,1.062
534.236,1.061
534.266,1.064
534.296,1.072
534.326,1.062
534.356,1.056
534.386,1.043
534.416,1.035
534.446,1.041
534.476,1.021
534.506,1.040
534.536,1.062
534.566,1.048
534.596,1.031
534.626,1.035
534.656,1.049
534.686,1.043
534.716,1.064
534.746,1.055
534.776,1.040
534.806,1.066
534.836,1.066
534.866,1.056
534.896,1.064
534.926,1.066
534.956,1.048
534.986,1.043
535.016,1.057
535.046,1.057
535.076,1.053
535.106,1.050
535.136,1.041
535.166,1.047
535.196,1.060
535.226,1.053
535.256,1.044
535.286,1.043
535.316,1.057
535.346,1.066
535.376,1.046
535.406,1.044
535.436,1.055
535.466,1.049
535.496,1.040
535.526,1.055
535.556,1.046
535.586,1.045
535.616,1.061
535.646,1.064
535.676,1.055
535.706,1.046
535.736,1.057
535.766,1.057
535.796,1.050
535.826,1.056
535.856,1.050
535.886,1.053
535.916,1.062
535.946,1.057
535.976,1.057
536.006,1.047
536.036,1.049
536.066,1.059
536.096,1.052
536.126,1.042
536.156,1.049
536.186,1.052
536.216,1.045
536.246,1.055
536.276,1.057
536.306,1.058
536.336,1.057
536.366,1.055
536.396,1.035
536.426,1.065
536.456,1.046
536.486,1.041
536.516,1.056
536.546,1.054
536.576,1.049
536.606,1.049
536.636,1.051
536.666,1.060
536.696,1.071
536.726,1.044
536.756,1.053
536.786,1.043
536.816,1.054
536.846,1.069
536.876,1.048
536.906,1.056
536.936,1.050
536.966,1.049
536.996,1.046
537.026,1.053
537.056,1.063
537.086,1.038
537.116,1.053
537.146,1.052
537.176,1.039
537.206,1.041
537.236,1.066
537.266,1.049
537.296,1.039
537.326,1.058
537.356,1.056
537.386,1.030
537.416,1.052
537.446,1.039
537.476,1.051
537.506,1.059
537.536,1.066
537.566,1.054
537.596,1.053
537.626,1.055
537.656,1.062
537.686,1.058
537.716,1.052
537.746,1.046
537.776,1.029
537.806,1.045
537.836,1.059
537.866,1.062
537.896,1.045
537.926,1.058
537.956,1.048
537.986,1.045
538.016,1.038
538.046,1.061
538.076,1.056
538.106,1.046
538.136,1.062
538.166,1.062
538.196,1.051
538.226,1.044
538.256,1.038
538.286,1.046
538.316,1.062
538.346,1.059
538.376,1.053
538.406,1.055
538.436,1.052
538.466,1.047
538.496,1.042
538.526,1.054
538.556,1.055
538.586,1.043
538.616,1.056
538.646,1.057
538.676,1.048
538.706,1.039
538.736,1.056
538.766,1.060
538.796,1.049
538.826,1.057
538.856,1.060
538.886,1.054
538.916,1.059
538.946,1.063
538.976,1.057
539.006,1.049
539.036,1.062
539.066,1.074
539.096,1.062
539.126,1.049
539.156,1.031
539.186,1.056
539.216,1.051
539.246,1.019
539.276,1.046
539.306,1.048
539.336,1.051
539.366,1.063
539.396,1.052
539.426,1.044
539.456,1.065
539.486,1.056
539.516,1.057
539.546,1.064
539.576,1.067
539.606,1.056
539.636,1.051
539.666,1.060
539.696,1.070
539.726,1.057
539.756,1.041
539.786,1.051
539.816,1.053
539.846,1.040
539.876,1.042
539.906,1.046
539.936,1.049
539.966,1.070
539.996,1.062
540.026,1.047
540.056,1.056
540.086,1.067
540.116,1.045
540.146,1.054
540.176,1.048
540.206,1.052
540.236,1.082
540.266,1.073
540.296,1.044
540.326,1.054
540.356,1.058
540.386,1.034
540.416,1.024
540.446,0.991
540.476,1.034
540.506,1.066
540.536,1.069
540.566,1.048
540.596,1.055
540.626,1.058
540.656,1.070
540.686,1.044
540.716,1.044
540.746,1.033
540.776,1.051
540.806,1.059
540.836,1.054
540.866,1.047
540.896,1.072
540.926,1.024
540.956,1.035
540.986,1.047
541.016,1.058
541.046,1.052
541.076,1.069
541.106,1.054
541.136,1.048
541.166,1.048
541.196,1.047
541.226,1.050
541.256,1.047
541.286,1.055
541.316,1.059
541.346,1.047
541.376,1.051
541.406,1.056
541.436,1.056
541.466,1.062
541.496,1.057
541.526,1.056
541.556,1.058
541.586,1.059
541.616,1.056
541.646,1.055
541.676,1.054
541.706,1.050
541.736,1.057
541.766,1.057
541.796,1.058
541.826,1.047
541.856,1.051
541.886,1.063
541.916,1.055
541.946,1.063
541.976,1.062
542.006,1.059
542.036,1.067
542.066,1.058
542.096,1.043
542.126,1.053
542.156,1.067
542.186,1.058
542.216,1.057
542.246,1.064
542.276,1.060
542.306,1.054
542.336,1.047
542.366,1.059
542.396,1.057
542.426,1.048
542.456,1.066
542.486,1.057
542.516,1.041
542.546,1.057
542.576,1.064
542.606,1.055
542.636,1.024
542.666,1.066
542.696,1.062
542.726,1.036
542.756,1.040
542.786,1.040
542.816,1.054
542.846,1.037
542.876,1.073
542.906,1.050
542.936,1.076
542.966,1.047
542.996,1.097
543.026,1.063
543.056,1.043
543.086,1.058
543.116,1.061
543.146,1.037
543.176,1.014
543.206,1.034
543.236,0.985
543.266,1.065
543.296,1.085
543.326,1.032
543.356,1.046
543.386,1.057
543.416,1.052
543.446,1.034
543.476,1.044
543.506,1.035
543.536,1.036
543.566,1.067
543.596,1.049
543.626,1.017
543.656,1.041
543.686,1.059
543.716,1.062
543.746,1.037
543.776,1.051
543.806,1.052
543.836,1.056
543.866,1.053
543.896,1.055
543.926,1.055
543.956,1.047
543.986,1.060
544.016,1.062
544.046,1.051
544.076,1.038
544.106,1.062
544.136,1.065
544.166,1.051
544.196,1.056
544.226,1.057
544.256,1.043
544.286,1.040
544.316,1.050
544.346,1.050
544.376,1.054
544.406,1.043
544.436,1.039
544.466,1.041
544.496,1.029
544.526,1.030
544.556,1.060
544.586,1.021
544.616,1.033
544.646,1.024
544.676,1.030
544.706,1.077
544.736,1.067
544.766,1.047
544.796,1.035
544.826,1.052
544.856,1.041
544.886,1.066
544.916,1.051
544.946,1.037
544.976,1.075
545.006,1.061
545.036,1.073
545.066,1.053
545.096,1.056
545.126,1.048
545.156,1.063
545.186,1.048
545.216,1.051
545.246,1.068
545.276,1.060
545.306,1.043
545.336,1.057
545.366,1.062
545.396,1.062
545.426,1.052
545.456,1.053
545.486,1.042
545.516,1.046
545.546,1.052
545.576,1.050
545.606,1.048
545.636,1.045
545.666,1.055
545.696,1.055
545.726,1.039
545.756,1.040
545.786,1.054
545.816,1.051
545.846,1.053
545.876,1.046
545.906,1.045
545.936,1.059
545.966,1.066
545.996,1.050
546.026,1.043
546.056,1.061
546.086,1.060
546.116,1.051
546.146,1.061
546.176,1.056
546.206,1.053
546.236,1.052
546.266,1.054
546.296,1.052
546.326,1.054
546.356,1.054
546.386,1.057
546.416,1.054
546.446,1.062
546.476,1.058
546.506,1.062
546.536,1.061
546.566,1.052
546.596,1.052
546.626,1.057
546.656,1.057
546.686,1.102
546.716,1.093
546.746,1.145
546.776,1.147
546.806,1.242
546.836,1.194
546.866,1.183
546.896,1.128
546.926,1.050
546.956,1.010
546.986,1.008
547.016,0.986
547.046,0.982
547.076,0.995
547.106,1.012
547.136,0.990
547.166,0.999
547.196,1.012
547.226,1.001
547.256,1.006
547.286,1.010
547.316,1.006
547.346,0.983
547.376,0.981
547.406,1.004
547.436,1.005
547.466,1.022
547.496,1.020
547.526,0.987
547.556,0.997
547.586,0.985
547.616,0.955
547.646,0.980
547.676,0.993
547.706,0.972
547.736,0.966
547.766,0.997
547.796,0.974
547.826,0.949
547.856,0.978
547.886,0.969
547.916,0.950
547.946,0.979
547.976,0.958
548.006,0.965
548.036,1.007
548.066,1.035
548.096,1.033
548.126,1.062
548.156,1.109
548.186,1.119
548.216,1.089
548.246,1.081
548.276,1.112
548.306,1.089
548.336,1.064
548.366,1.049
548.396,1.020
548.426,0.952
548.456,0.930
548.486,0.966
548.516,0.931
548.546,0.991
548.576,0.999
548.606,0.993
548.636,1.008
548.666,1.000
548.696,0.989
548.726,1.006
548.756,0.993
548.786,0.984
548.816,1.008
548.846,1.022
548.876,1.030
548.906,0.990
548.936,1.021
548.966,0.962
548.996,0.968
549.026,1.000
549.056,0.960
549.086,0.998
549.116,1.013
549.146,1.002
549.176,1.011
549.206,1.050
549.236,1.038
549.266,0.983
549.296,0.998
549.326,1.002
549.356,0.985
549.386,0.961
549.416,0.945
549.446,0.939
549.476,0.980
549.506,1.063
549.536,1.081
549.566,1.124
549.596,1.168
549.626,1.176
549.656,1.139
549.686,1.134
549.716,1.079
549.746,0.995
549.776,0.976
549.806,0.953
549.836,0.898
549.866,0.948
549.896,0.994
549.926,1.008
549.956,1.032
549.986,1.071
550.016,1.082
550.046,1.073
550.076,1.082
550.106,1.062
550.136,1.036
550.166,1.029
550.196,0.970
