df_hash,22ZHK4.KQAWQ2
429.411,96
430.581,96
431.508,96
432.387,99
433.614,99
434.482,100
435.359,99
436.578,99
437.456,96
438.333,95
439.551,96
440.459,95
441.306,95
442.532,95
443.403,94
444.329,94
445.500,92
446.425,91
447.254,88
448.515,87
449.352,86
450.228,86
451.464,86
452.325,86
453.202,86
454.420,86
455.347,85
456.175,85
457.394,85
458.272,85
459.198,85
460.368,85
461.247,85
462.172,85
463.342,90
464.219,93
465.145,95
466.315,96
467.510,94
468.119,94
469.301,90
470.167,88
471.098,86
472.263,85
473.141,84
474.068,84
475.237,84
476.361,84
477.041,84
478.283,79
479.088,81
480.014,79
481.184,80
482.317,80
482.988,81
484.182,80
485.090,79
486.038,78
487.132,78
488.058,79
488.936,79
490.106,79
491.032,79
491.911,78
493.079,78
494.007,78
494.883,78
496.102,79
496.981,79
497.863,80
499.076,80
499.991,80
500.873,80
502.004,80
502.987,80
503.805,80
505.020,80
505.901,80
506.780,82
507.948,83
508.875,83
509.758,83
510.997,80
511.863,79
512.726,80
513.945,79
514.822,79
515.740,79
516.918,79
517.796,81
518.869,81
519.892,80
520.772,79
521.647,78
522.866,78
523.769,78
524.621,79
525.840,79
526.720,80
527.595,79
528.814,79
529.691,79
530.569,79
531.812,79
532.668,79
533.542,79
534.791,72
535.639,76
536.516,76
537.735,65
538.612,68
539.490,76
540.712,80
541.595,76
542.492,75
543.700,72
544.587,71
545.486,72
546.656,72
547.534,71
548.466,71
549.630,71
550.656,71
551.434,71
552.604,81
553.481,86
554.408,86
555.578,88
556.455,89
557.383,90
558.551,91
559.439,90
560.355,90
561.526,90
562.403,90
563.329,90
564.499,90
565.380,90
566.307,84
567.473,82
568.399,79
569.276,78
570.446,76
571.395,75
572.264,76
573.421,76
574.348,75
575.224,75
576.395,75
577.320,78
578.198,79
579.368,79
580.329,79
581.172,78
582.634,78
583.271,78
584.145,78
585.318,78
586.242,78
587.119,75
588.317,76
589.223,75
590.385,74
591.263,75
592.212,77
593.067,76
594.286,75
595.163,75
596.074,75
597.210,75
598.139,75
599.014,75
600.236,75
601.149,75
601.988,75
603.208,75
604.084,72
604.962,73
606.181,73
607.058,68
607.936,69
609.155,69
610.032,69
610.958,68
612.142,60
613.068,63
613.883,70
615.107,67
616.005,66
616.857,66
618.076,66
618.963,66
619.930,66
621.049,66
621.927,66
622.853,66
624.027,66
624.901,66
625.846,66
626.997,66
627.902,66
628.801,53
629.975,57
630.883,58
631.778,58
632.945,57
633.822,53
634.748,50
635.956,48
636.796,47
637.722,48
638.892,48
639.781,47
