df_hash,22ZHK4.1R5J5W
13.825,0.997
13.855,0.997
13.885,0.996
13.915,0.991
13.945,0.995
13.975,1.000
14.005,0.997
14.035,0.999
14.065,0.997
14.095,0.999
14.125,0.992
14.155,0.993
14.185,0.992
14.215,0.995
14.245,0.998
14.275,0.995
14.305,0.998
14.335,0.998
14.365,0.996
14.395,0.992
14.425,0.993
14.455,0.995
14.485,0.999
14.515,0.995
14.545,0.997
14.575,1.000
14.605,1.002
14.635,1.002
14.665,0.999
14.695,0.988
14.725,0.988
14.755,0.992
14.785,0.994
14.815,0.992
14.845,0.994
14.875,0.990
14.905,0.992
14.935,0.998
14.965,1.005
14.995,1.002
15.025,1.002
15.055,0.999
15.085,0.998
15.115,1.000
15.145,0.993
15.175,0.996
15.205,0.993
15.235,0.994
15.265,0.993
15.295,0.993
15.325,0.994
15.355,0.988
15.385,0.998
15.415,0.997
15.445,1.001
15.475,1.000
15.505,1.001
15.535,1.006
15.565,0.993
15.595,0.992
15.625,0.986
15.655,0.989
15.685,0.994
15.715,0.994
15.745,0.993
15.775,0.989
15.805,0.992
15.835,0.984
15.865,0.990
15.895,0.997
15.925,0.993
15.955,0.996
15.985,0.997
16.015,0.994
16.045,0.992
16.075,0.986
16.105,0.988
16.135,0.993
16.165,0.999
16.195,1.002
16.225,1.001
16.255,0.991
16.285,0.997
16.315,0.993
16.345,0.994
16.375,0.992
16.405,0.992
16.435,0.990
16.465,1.001
16.495,0.999
16.525,0.995
16.555,0.988
16.585,0.994
16.615,0.993
16.645,0.991
16.675,0.992
16.705,0.990
16.735,0.994
16.765,0.987
16.795,0.989
16.825,0.992
16.855,0.989
16.885,0.994
16.915,0.993
16.945,0.997
16.975,0.998
17.005,0.993
17.035,0.993
17.065,0.996
17.095,0.996
17.125,0.993
17.155,0.991
17.185,0.987
17.215,0.982
17.245,1.000
17.275,1.005
17.305,0.993
17.335,0.993
17.365,1.001
17.395,0.999
17.425,0.994
17.455,0.994
17.485,0.992
17.515,0.990
17.545,0.997
17.575,0.991
17.605,0.994
17.635,0.999
17.665,0.996
17.695,0.999
17.725,0.991
17.755,0.996
17.785,0.996
17.815,0.996
17.845,0.992
17.875,0.996
17.905,0.999
17.935,0.993
17.965,0.994
17.995,0.987
18.025,0.993
18.055,0.999
18.085,0.995
18.115,0.991
18.145,1.000
18.175,0.997
18.205,0.990
18.235,0.993
18.265,0.991
18.295,0.993
18.325,0.992
18.355,0.996
18.385,1.000
18.415,0.997
18.445,0.995
18.475,0.994
18.505,0.994
18.535,0.992
18.565,0.992
18.595,0.994
18.625,0.995
18.655,0.999
18.685,0.999
18.715,0.995
18.745,0.992
18.775,0.992
18.805,0.989
18.835,1.000
18.865,0.999
18.895,0.995
18.925,0.996
18.955,0.998
18.985,0.997
19.015,0.991
19.045,0.994
19.075,0.989
19.105,0.993
19.135,0.998
19.165,1.001
19.195,0.994
19.225,0.992
19.255,0.993
19.285,0.992
19.315,0.999
19.345,0.996
19.375,0.990
19.405,0.990
19.435,0.992
19.465,0.995
19.495,0.997
19.525,1.000
19.555,0.997
19.585,0.999
19.615,0.999
19.645,0.996
19.675,0.989
19.705,0.994
19.735,0.994
19.765,0.994
19.795,0.991
19.825,0.990
19.855,0.991
19.885,0.991
19.915,0.990
19.945,0.993
19.975,0.995
20.005,0.996
20.035,0.995
20.065,0.998
20.095,0.998
20.125,0.994
20.155,0.998
20.185,0.997
20.215,0.993
20.245,0.999
20.275,1.002
20.305,0.997
20.335,0.991
20.365,0.982
20.395,0.994
20.425,0.993
20.455,0.993
20.485,0.996
20.515,0.997
20.545,0.997
20.575,0.997
20.605,0.997
20.635,0.992
20.665,0.997
20.695,0.997
20.725,0.994
20.755,0.994
20.785,0.998
20.815,0.997
20.845,0.997
20.875,0.991
20.905,0.996
20.935,0.994
20.965,0.992
20.995,0.995
21.025,0.996
21.055,0.998
21.085,0.999
21.115,0.996
21.145,0.997
21.175,0.992
21.205,0.995
21.235,0.998
21.265,0.998
21.295,0.995
21.325,0.997
21.355,0.986
21.385,0.993
21.415,0.996
21.445,0.997
21.475,0.997
21.505,1.001
21.535,1.001
21.565,0.991
21.595,0.995
21.625,0.992
21.655,0.992
21.685,0.994
21.715,0.997
21.745,0.999
21.775,0.995
21.805,0.992
21.835,0.997
21.865,0.993
21.895,0.993
21.925,0.997
21.955,0.997
21.985,0.995
22.015,0.998
22.045,0.994
22.075,0.992
22.105,0.993
22.135,0.995
22.165,0.995
22.195,0.995
22.225,0.994
22.255,0.997
22.285,0.996
22.315,0.990
22.345,0.991
22.375,0.991
22.405,0.996
22.435,1.002
22.465,0.999
22.495,0.997
22.525,0.990
22.555,0.994
22.585,1.000
22.615,0.997
22.645,0.997
22.675,0.996
22.705,0.990
22.735,0.992
22.765,0.994
22.795,0.992
22.825,0.988
22.855,0.998
22.885,1.002
22.915,1.004
22.945,1.000
22.975,0.993
23.005,0.992
23.035,0.997
23.065,0.995
23.095,0.997
23.125,1.002
23.155,1.001
23.185,1.000
23.215,0.990
23.245,0.992
23.275,0.995
23.305,1.001
23.335,1.004
23.365,0.993
23.395,0.986
23.425,0.990
23.455,0.981
23.485,0.988
23.515,0.990
23.545,0.994
23.575,0.993
23.605,0.998
23.635,1.001
23.665,1.000
23.695,0.992
23.725,0.995
23.755,0.991
23.785,0.990
23.815,0.997
23.845,0.993
23.875,0.996
23.905,0.997
23.935,1.003
23.965,0.999
23.995,0.994
24.025,0.994
24.055,0.986
24.085,0.990
24.115,0.993
24.145,0.993
24.175,0.996
24.205,0.997
24.235,0.990
24.265,0.997
24.295,0.995
24.325,0.996
24.355,0.996
24.385,1.001
24.415,0.996
24.445,0.997
24.475,0.992
24.505,0.993
24.535,0.992
24.565,0.993
24.595,0.998
24.625,0.999
24.655,0.999
24.685,1.000
24.715,0.990
24.745,0.995
24.775,0.993
24.805,0.988
24.835,0.999
24.865,1.001
24.895,0.991
24.925,0.989
24.955,0.994
24.985,0.991
25.015,0.998
25.045,1.002
25.075,0.998
25.105,0.994
25.135,0.997
25.165,0.999
25.195,0.994
25.225,0.995
25.255,0.993
25.285,0.997
25.315,0.991
25.345,0.990
25.375,0.998
25.405,1.002
25.435,0.993
25.465,0.993
25.495,0.997
25.525,0.994
25.555,0.992
25.585,0.991
25.615,1.002
25.645,0.997
25.675,0.996
25.705,0.990
25.735,0.993
25.765,0.995
25.795,0.992
25.825,0.990
25.855,0.996
25.885,0.992
25.915,0.990
25.945,0.990
25.975,0.991
26.005,0.994
26.035,0.997
26.065,0.989
26.095,0.992
26.125,0.995
26.155,0.998
26.185,0.997
26.215,0.993
26.245,0.996
26.275,0.999
26.305,0.995
26.335,0.992
26.365,0.995
26.395,0.994
26.425,0.995
26.455,1.003
26.485,0.998
26.515,0.996
26.545,0.996
26.575,0.996
26.605,0.991
26.635,0.993
26.665,0.995
26.695,0.993
26.725,0.995
26.755,0.995
26.785,0.993
26.815,0.995
26.845,0.996
26.875,0.997
26.905,0.997
26.935,0.995
26.965,0.996
26.995,0.994
27.025,0.988
27.055,0.998
27.085,0.998
27.115,1.002
27.145,1.001
27.175,0.992
27.205,0.983
27.235,0.999
27.265,0.995
27.295,0.995
27.325,1.000
27.355,1.003
27.385,0.998
27.415,0.991
27.445,0.987
27.475,0.985
27.505,0.995
27.535,0.999
27.565,0.998
27.595,0.998
27.625,0.995
27.655,0.993
27.685,0.992
27.715,0.996
27.745,0.996
27.775,0.995
27.805,1.000
27.835,0.997
27.865,0.993
27.895,0.996
27.925,1.006
27.955,1.007
27.985,0.989
28.015,0.986
28.045,0.986
28.075,0.996
28.105,1.002
28.135,0.992
28.165,0.996
28.195,0.999
28.225,0.999
28.255,0.995
28.285,0.992
28.315,0.993
28.345,0.994
28.375,0.993
28.405,0.994
28.435,0.995
28.465,0.998
28.495,0.993
28.525,0.999
28.555,0.996
28.585,0.996
28.615,0.998
28.645,0.995
28.675,0.993
28.705,0.997
28.735,0.997
28.765,0.996
28.795,0.994
28.825,0.994
28.855,0.995
28.885,0.989
28.915,0.998
28.945,0.997
28.975,0.992
29.005,0.995
29.035,1.002
29.065,0.997
29.095,0.992
29.125,0.993
29.155,0.991
29.185,0.988
29.215,0.993
29.245,0.998
29.275,0.998
29.305,0.998
29.335,0.993
29.365,0.997
29.395,0.991
29.425,0.994
29.455,0.998
29.485,0.992
29.515,0.991
29.545,0.998
29.575,0.996
29.605,0.993
29.635,0.993
29.665,0.990
29.695,0.992
29.725,0.996
29.755,0.996
29.785,0.995
29.815,1.001
29.845,0.999
29.875,0.992
29.905,0.992
29.935,0.994
29.965,0.993
29.995,0.995
30.025,0.993
30.055,0.993
30.085,0.993
30.115,0.993
30.145,0.997
30.175,0.994
30.205,0.995
30.235,0.997
30.265,0.992
30.295,0.992
30.325,0.996
30.355,0.999
30.385,0.997
30.415,0.991
30.445,0.995
30.475,0.994
30.505,0.994
30.535,0.992
30.565,0.991
30.595,1.000
30.625,1.000
30.655,0.994
30.685,0.997
30.715,0.999
30.745,0.996
30.775,0.994
30.805,0.994
30.835,0.991
30.865,0.994
30.895,0.994
30.925,0.997
30.955,0.997
30.985,0.998
31.015,0.991
31.045,0.995
31.075,0.998
31.105,0.995
31.135,0.999
31.165,0.998
31.195,0.993
31.225,0.993
31.255,0.998
31.285,0.994
31.315,0.998
31.345,0.996
31.375,0.997
31.405,0.995
31.435,0.994
31.465,0.993
31.495,0.995
31.525,0.990
31.555,0.995
31.585,0.996
31.615,0.997
31.645,0.999
31.675,0.997
31.705,0.994
31.735,0.993
31.765,0.995
31.795,0.994
31.825,0.991
31.855,0.997
31.885,0.993
31.915,1.002
31.945,0.998
31.975,0.991
32.005,0.993
32.035,0.995
32.065,0.997
32.095,0.997
32.125,0.999
32.155,0.990
32.185,0.994
32.215,0.992
32.245,1.000
32.275,1.002
32.305,0.996
32.335,0.994
32.365,0.995
32.395,0.991
32.425,0.988
32.455,0.993
32.485,1.000
32.515,0.994
32.545,0.995
32.575,0.999
32.605,0.990
32.635,0.993
32.665,0.996
32.695,0.989
32.725,0.996
32.755,1.000
32.785,0.995
32.815,0.997
32.845,0.993
32.875,0.991
32.905,1.000
32.935,0.993
32.965,0.994
32.995,1.002
33.025,1.001
33.055,0.993
33.085,0.992
33.115,0.989
33.145,0.997
33.175,0.993
33.205,0.993
33.235,0.999
33.265,0.999
33.295,0.997
33.325,0.999
33.355,0.988
33.385,0.995
33.415,0.995
33.445,0.999
33.475,0.994
33.505,0.994
33.535,0.996
33.565,0.997
33.595,0.997
33.625,0.996
33.655,0.996
33.685,0.996
33.715,0.992
33.745,0.990
33.775,0.998
33.805,0.992
33.835,1.001
33.865,1.000
33.895,0.991
33.925,0.998
33.955,0.991
33.985,0.997
34.015,1.002
34.045,0.991
34.075,0.993
34.105,0.999
34.135,0.997
34.165,0.989
34.195,0.991
34.225,0.998
34.255,0.999
34.285,1.000
34.315,0.995
34.345,0.995
34.375,0.992
34.405,0.990
34.435,0.996
34.465,0.997
34.495,0.994
34.525,0.993
34.555,0.992
34.585,0.993
34.615,0.996
34.645,1.002
34.675,0.997
34.705,0.996
34.735,0.996
34.765,0.995
34.795,0.993
34.825,1.001
34.855,0.998
34.885,0.995
34.915,0.994
34.945,1.000
34.975,0.999
35.005,0.996
35.035,0.998
35.065,0.990
35.095,0.992
35.125,0.996
35.155,0.996
35.185,1.000
35.215,0.995
35.245,0.992
35.275,0.990
35.305,0.993
35.335,0.995
35.365,0.996
35.395,0.999
35.425,1.005
35.455,0.996
35.485,0.996
35.515,0.991
35.545,0.987
35.575,0.993
35.605,0.999
35.635,0.997
35.665,0.995
35.695,0.997
35.725,0.998
35.755,0.996
35.785,0.998
35.815,0.993
35.845,0.995
35.875,0.996
35.905,0.991
35.935,0.998
35.965,0.996
35.995,0.997
36.025,0.994
36.055,0.993
36.085,0.998
36.115,0.997
36.145,0.994
36.175,0.999
36.205,1.000
36.235,0.999
36.265,0.995
36.295,0.987
36.325,0.999
36.355,0.995
36.385,0.992
36.415,0.998
36.445,1.000
36.475,0.989
36.505,0.993
36.535,0.996
36.565,0.995
36.595,0.996
36.625,0.993
36.655,0.997
36.685,0.995
36.715,0.996
36.745,0.995
36.775,0.997
36.805,0.994
36.835,0.997
36.865,1.000
36.895,0.995
36.925,0.994
36.955,0.997
36.985,0.993
37.015,0.997
37.045,0.997
37.075,0.997
37.105,0.992
37.135,0.993
37.165,0.995
37.195,0.996
37.225,0.988
37.255,0.993
37.285,1.000
37.315,1.002
37.345,0.993
37.375,0.988
37.405,0.990
37.435,0.993
37.465,0.996
37.495,1.000
37.525,0.996
37.555,0.996
37.585,0.997
37.615,0.999
37.645,0.994
37.675,0.991
37.705,0.996
37.735,0.996
37.765,0.998
37.795,0.999
37.825,0.993
37.855,0.998
37.885,0.998
37.915,0.996
37.945,1.000
37.975,0.995
38.005,0.996
38.035,0.990
38.065,0.995
38.095,0.996
38.125,0.994
38.155,0.998
38.185,1.006
38.215,1.003
38.245,0.994
38.275,0.995
38.305,0.990
38.335,0.993
38.365,0.993
38.395,0.996
38.425,0.997
38.455,0.998
38.485,0.992
38.515,0.993
38.545,0.995
38.575,0.995
38.605,0.994
38.635,0.999
38.665,0.995
38.695,0.992
38.725,0.992
38.755,0.999
38.785,1.000
38.815,0.996
38.845,0.994
38.875,0.996
38.905,0.997
38.935,0.997
38.965,0.995
38.995,0.995
39.025,0.995
39.055,0.995
39.085,0.994
39.115,0.994
39.145,0.997
39.175,0.992
39.205,0.996
39.235,0.996
39.265,0.998
39.295,0.996
39.325,0.995
39.355,0.997
39.385,0.995
39.415,0.996
39.445,0.998
39.475,0.997
39.505,0.993
39.535,0.999
39.565,0.999
39.595,0.997
39.625,0.995
39.655,0.995
39.685,0.991
39.715,0.996
39.745,0.996
39.775,0.997
39.805,0.998
39.835,1.000
39.865,0.998
39.895,0.998
39.925,0.996
39.955,0.991
39.985,0.997
40.015,0.997
40.045,0.994
40.075,0.997
40.105,0.999
40.135,0.997
40.165,0.996
40.195,0.992
40.225,0.994
40.255,0.996
40.285,0.993
40.315,1.002
40.345,0.998
40.375,0.998
40.405,0.995
40.435,0.992
40.465,0.995
40.495,0.995
40.525,0.998
40.555,0.999
40.585,0.999
40.615,0.995
40.645,0.995
40.675,0.990
40.705,0.993
40.735,0.996
40.765,0.996
40.795,0.996
40.825,0.996
40.855,0.996
40.885,0.997
40.915,0.995
40.945,0.995
40.975,0.997
41.005,0.995
41.035,0.995
41.065,0.997
41.095,1.000
41.125,0.999
41.155,0.998
41.185,0.996
41.215,0.986
41.245,0.996
41.275,0.996
41.305,0.994
41.335,0.999
41.365,1.003
41.395,0.997
41.425,0.994
41.455,0.994
41.485,0.992
41.515,0.999
41.545,0.998
41.575,0.997
41.605,0.998
41.635,0.996
41.665,0.995
41.695,0.995
41.725,0.997
41.755,0.993
41.785,0.994
41.815,0.998
41.845,0.993
41.875,0.994
41.905,0.998
41.935,0.999
41.965,1.002
41.995,0.998
42.025,0.994
42.055,0.989
42.085,0.996
42.115,0.994
42.145,0.994
42.175,0.999
42.205,0.998
42.235,0.997
42.265,0.996
42.295,0.996
42.325,0.994
42.355,0.997
42.385,0.993
42.415,1.000
42.445,0.997
42.475,0.993
42.505,0.993
42.535,0.996
42.565,0.994
42.595,0.994
42.625,0.997
42.655,0.995
42.685,0.997
42.715,1.002
42.745,1.006
42.775,1.000
42.805,0.993
42.835,0.991
42.865,0.992
42.895,0.996
42.925,0.998
42.955,1.000
42.985,0.999
43.015,0.995
43.045,1.000
43.075,0.995
43.105,0.993
43.135,0.990
43.165,0.992
43.195,0.995
43.225,0.997
43.255,0.998
43.285,1.002
43.315,0.995
43.345,0.996
43.375,1.001
43.405,0.999
43.435,0.992
43.465,0.996
43.495,0.997
43.525,1.001
43.555,0.999
43.585,0.994
43.615,0.993
43.645,0.998
43.675,0.997
43.705,0.994
43.735,0.997
43.765,1.001
43.795,0.995
43.825,0.995
43.855,1.001
43.885,0.991
43.915,0.992
43.945,0.998
43.975,0.996
44.005,1.000
44.035,0.994
44.065,0.998
44.095,0.996
44.125,0.995
44.155,0.993
44.185,0.995
44.215,0.995
44.245,0.995
44.275,0.998
44.305,1.005
44.335,0.992
44.365,0.990
44.395,0.997
44.425,0.995
44.455,0.991
44.485,1.000
44.515,1.002
44.545,0.999
44.575,0.995
44.605,0.996
44.635,0.994
44.665,0.995
44.695,0.997
44.725,0.999
44.755,0.997
44.785,0.995
44.815,0.999
44.845,0.994
44.875,1.000
44.905,0.999
44.935,0.997
44.965,0.994
44.995,0.988
45.025,0.996
45.055,0.996
45.085,0.997
45.115,1.000
45.145,0.999
45.175,0.992
45.205,0.994
45.235,1.001
45.265,0.993
45.295,0.997
45.325,1.003
45.355,0.999
45.385,0.990
45.415,0.992
45.445,0.986
45.475,0.996
45.505,0.996
45.535,0.998
45.565,0.999
45.595,0.998
45.625,1.000
45.655,0.995
45.685,0.997
45.715,0.999
45.745,0.996
45.775,0.999
45.805,0.993
45.835,0.998
45.865,1.000
45.895,0.998
45.925,0.997
45.955,0.997
45.985,0.990
46.015,0.997
46.045,0.994
46.075,0.995
46.105,0.997
46.135,1.001
46.165,0.998
46.195,0.995
46.225,0.995
46.255,0.994
46.285,0.991
46.315,0.997
46.345,0.994
46.375,0.996
46.405,0.995
46.435,0.994
46.465,0.993
46.495,0.993
46.525,0.994
46.555,0.999
46.585,1.001
46.615,1.001
46.645,0.994
46.675,0.995
46.705,0.998
46.735,0.994
46.765,1.001
46.795,1.004
46.825,0.997
46.855,0.998
46.885,0.994
46.915,0.994
46.945,0.992
46.975,0.993
47.005,0.991
47.035,0.997
47.065,0.997
47.095,0.997
47.125,0.997
47.155,0.995
47.185,0.997
47.215,0.996
47.245,0.994
47.275,0.994
47.305,0.999
47.335,1.001
47.365,1.000
47.395,0.996
47.425,0.990
47.455,0.995
47.485,0.997
47.515,0.997
47.545,1.002
47.575,1.001
47.605,0.997
47.635,0.994
47.665,0.996
47.695,0.995
47.725,0.996
47.755,0.997
47.785,0.992
47.815,0.992
47.845,0.998
47.875,0.997
47.905,0.998
47.935,0.999
47.965,0.997
47.995,0.996
48.025,0.998
48.055,0.999
48.085,1.001
48.115,1.000
48.145,0.998
48.175,0.992
48.205,0.993
48.235,0.996
48.265,0.996
48.295,0.998
48.325,1.000
48.355,0.997
48.385,0.994
48.415,0.995
48.445,0.993
48.475,0.996
48.505,0.996
48.535,0.993
48.565,0.996
48.595,0.999
48.625,0.995
48.655,0.998
48.685,0.999
48.715,0.995
48.745,0.997
48.775,0.999
48.805,0.996
48.835,0.998
48.865,0.998
48.895,0.996
48.925,0.997
48.955,0.997
48.985,0.997
49.015,0.997
49.045,0.996
49.075,0.988
49.105,1.000
49.135,0.998
49.165,0.997
49.195,1.000
49.225,0.998
49.255,0.995
49.285,0.994
49.315,0.992
49.345,0.999
49.375,0.998
49.405,0.996
49.435,0.996
49.465,0.998
49.495,0.991
49.525,0.995
49.555,0.996
49.585,0.995
49.615,1.000
49.645,1.000
49.675,0.999
49.705,0.995
49.735,0.997
49.765,0.999
49.795,1.000
49.825,1.000
49.855,0.997
49.885,0.993
49.915,0.995
49.945,0.997
49.975,1.000
50.005,0.995
50.035,1.001
50.065,0.999
50.095,0.996
50.125,0.998
50.155,0.995
50.185,0.994
50.215,0.997
50.245,0.992
50.275,0.996
50.305,0.997
50.335,0.995
50.365,0.993
50.395,0.995
50.425,0.999
50.455,0.997
50.485,0.999
50.515,1.000
50.545,0.999
50.575,0.995
50.605,0.998
50.635,0.997
50.665,0.994
50.695,1.001
50.725,0.997
50.755,0.993
50.785,0.997
50.815,1.000
50.845,1.001
50.875,1.001
50.905,0.998
50.935,0.996
50.965,0.998
50.995,0.993
51.025,0.994
51.055,0.999
51.085,0.994
51.115,0.995
51.145,1.000
51.175,0.996
51.205,0.997
51.235,0.996
51.265,0.998
51.295,1.000
51.325,0.998
51.355,0.998
51.385,0.996
51.415,0.989
51.445,0.996
51.475,0.996
51.505,0.997
51.535,1.003
51.565,1.004
51.595,0.998
51.625,0.995
51.655,0.993
51.685,0.998
51.715,0.996
51.745,0.995
51.775,0.995
51.805,0.997
51.835,0.996
51.865,0.999
51.895,0.996
51.925,0.997
51.955,0.998
51.985,0.998
52.015,0.998
52.045,0.999
52.075,1.001
52.105,1.001
52.135,1.001
52.165,1.000
52.195,0.999
52.225,0.990
52.255,1.002
52.285,0.999
52.315,0.996
52.345,1.000
52.375,0.999
52.405,0.993
52.435,0.994
52.465,0.991
52.495,0.995
52.525,1.000
52.555,0.999
52.585,0.999
52.615,0.999
52.645,1.001
52.675,0.994
52.705,0.997
52.735,0.999
52.765,0.994
52.795,1.000
52.825,0.991
52.855,0.990
52.885,1.000
52.915,1.009
52.945,1.006
52.975,1.003
53.005,1.000
53.035,0.992
53.065,0.997
53.095,0.998
53.125,0.995
53.155,1.005
53.185,1.001
53.215,0.996
53.245,0.996
53.275,0.997
53.305,0.994
53.335,0.990
53.365,0.997
53.395,1.000
53.425,1.006
53.455,1.003
53.485,0.997
53.515,0.997
53.545,1.000
53.575,1.000
53.605,0.997
53.635,0.999
53.665,1.000
53.695,1.002
53.725,0.999
53.755,1.000
53.785,0.994
53.815,0.995
53.845,1.003
53.875,1.006
53.905,0.997
53.935,1.000
53.965,0.997
53.995,0.994
54.025,1.000
54.055,0.993
54.085,0.992
54.115,0.995
54.145,0.994
54.175,0.997
54.205,0.996
54.235,1.003
54.265,0.998
54.295,0.999
54.325,1.000
54.355,0.998
54.385,0.993
54.415,1.000
54.445,1.000
54.475,1.000
54.505,1.000
54.535,0.993
54.565,1.004
54.595,1.019
54.625,1.016
54.655,1.000
54.685,1.000
54.715,0.993
54.745,0.987
54.775,0.990
54.805,0.989
54.835,0.996
54.865,1.001
54.895,0.999
54.925,1.000
54.955,1.009
54.985,1.001
55.015,0.988
55.045,0.988
55.075,0.986
55.105,0.997
55.135,0.997
55.165,1.000
55.195,1.004
55.225,1.004
55.255,0.995
55.285,0.995
55.315,0.998
55.345,0.997
55.375,1.007
55.405,1.007
55.435,1.007
55.465,0.990
55.495,0.992
55.525,0.993
55.555,0.989
55.585,0.991
55.615,1.000
55.645,1.009
55.675,1.007
55.705,1.004
55.735,1.000
55.765,0.993
55.795,0.997
55.825,1.000
55.855,0.995
55.885,0.996
55.915,0.996
55.945,0.993
55.975,1.002
56.005,1.006
56.035,1.003
56.065,0.999
56.095,1.000
56.125,0.998
56.155,1.001
56.185,1.001
56.215,1.003
