df_hash,22ZHK4.1R5J5W
14.765,146
14.790,58
14.815,-28
14.840,-131
14.865,-248
14.890,-341
14.915,-357
14.940,-274
14.965,-123
14.990,35
15.015,153
15.040,222
15.065,263
15.090,294
15.115,315
15.140,314
15.165,296
15.190,283
15.215,297
15.240,336
15.265,374
15.290,385
15.315,363
15.340,323
15.365,283
15.390,248
15.415,214
15.440,184
15.465,165
15.490,160
15.515,155
15.540,133
15.565,90
15.590,36
15.615,-14
15.640,-68
15.665,-137
15.690,-216
15.715,-272
15.740,-257
15.765,-153
15.790,7
15.815,166
15.840,279
15.865,344
15.890,385
15.915,420
15.940,446
15.965,450
15.990,432
16.015,409
16.040,399
16.065,407
16.090,421
16.115,428
16.140,419
16.165,393
16.190,356
16.215,310
16.240,259
16.265,202
16.290,140
16.315,76
16.340,14
16.365,-47
16.390,-118
16.415,-205
16.440,-292
16.465,-340
16.490,-306
16.515,-184
16.540,-14
16.565,142
16.590,252
16.615,324
16.640,386
16.665,448
16.690,492
16.715,499
16.740,478
16.765,459
16.790,469
16.815,501
16.840,528
16.865,529
16.890,508
16.915,477
16.940,445
16.965,407
16.990,359
17.015,302
17.040,243
17.065,185
17.090,125
17.115,61
17.140,-14
17.165,-114
17.190,-243
17.215,-383
17.240,-485
17.265,-498
17.290,-401
17.315,-230
17.340,-48
17.365,95
17.390,198
17.415,288
17.440,385
17.465,477
17.490,531
17.515,531
17.540,491
17.565,449
17.590,432
17.615,443
17.640,462
17.665,468
17.690,453
17.715,423
17.740,385
17.765,338
17.790,281
17.815,218
17.840,162
17.865,120
17.890,86
17.915,45
17.940,-9
17.965,-77
17.990,-154
18.015,-246
18.040,-358
18.065,-475
18.090,-549
18.115,-528
18.140,-396
18.165,-190
18.190,22
18.215,199
18.240,336
18.265,456
18.290,565
18.315,647
18.340,688
18.365,699
18.390,712
18.415,748
18.440,805
18.465,859
18.490,894
18.515,905
18.540,897
18.565,873
18.590,833
18.615,778
18.640,705
18.665,609
18.690,490
18.715,354
18.740,221
18.765,102
18.790,-1
18.815,-100
18.840,-195
18.865,-281
18.890,-358
18.915,-443
18.940,-544
18.965,-641
18.990,-676
19.015,-599
19.040,-418
19.065,-198
19.090,-18
19.115,92
19.140,157
19.165,215
19.190,275
19.215,317
19.240,332
19.265,334
19.290,350
19.315,383
19.340,414
19.365,422
19.390,409
19.415,391
19.440,377
19.465,363
19.490,335
19.515,294
19.540,246
19.565,196
19.590,142
19.615,83
19.640,26
19.665,-20
19.690,-64
19.715,-117
19.740,-172
19.765,-194
19.790,-144
19.815,-17
19.840,148
19.865,295
19.890,390
19.915,445
19.940,485
19.965,518
19.990,532
20.015,512
20.040,468
20.065,428
20.090,416
20.115,429
20.140,450
20.165,459
20.190,451
20.215,426
20.240,385
20.265,331
20.290,270
20.315,208
20.340,146
20.365,81
20.390,13
20.415,-52
20.440,-114
20.465,-181
20.490,-266
20.515,-361
20.540,-429
20.565,-417
20.590,-305
20.615,-129
20.640,44
20.665,165
20.690,239
20.715,301
20.740,375
20.765,448
20.790,489
20.815,492
20.840,483
20.865,495
20.890,531
20.915,567
20.940,578
20.965,565
20.990,542
21.015,518
21.040,489
21.065,446
21.090,395
21.115,344
21.140,293
21.165,231
21.190,155
21.215,78
21.240,16
21.265,-39
21.290,-112
21.315,-205
21.340,-277
21.365,-263
21.390,-143
21.415,40
21.440,205
21.465,304
21.490,349
21.515,383
21.540,423
21.565,452
21.590,448
21.615,421
21.640,401
21.665,408
21.690,431
21.715,444
21.740,439
21.765,425
21.790,412
21.815,395
21.840,365
21.865,321
21.890,272
21.915,222
21.940,169
21.965,113
21.990,60
22.015,9
22.040,-68
22.065,-205
22.090,-390
22.115,-550
22.140,-592
22.165,-482
22.190,-279
22.215,-87
22.240,35
22.265,103
22.290,168
22.315,248
22.340,313
22.365,336
22.390,327
22.415,329
22.440,365
22.465,418
22.490,455
22.515,464
22.540,459
22.565,453
22.590,437
22.615,399
22.640,342
22.665,287
22.690,245
22.715,202
22.740,138
22.765,56
22.790,-21
22.815,-86
22.840,-154
22.865,-242
22.890,-330
22.915,-361
22.940,-286
22.965,-115
22.990,85
23.015,246
23.040,347
23.065,415
23.090,481
23.115,543
23.140,580
23.165,579
23.190,557
23.215,546
23.240,561
23.265,594
23.290,624
23.315,632
23.340,618
23.365,591
23.390,560
23.415,529
23.440,498
23.465,462
23.490,424
23.515,387
23.540,351
23.565,309
23.590,253
23.615,186
23.640,121
23.665,65
23.690,13
23.715,-45
23.740,-116
23.765,-188
23.790,-249
23.815,-309
23.840,-385
23.865,-476
23.890,-532
23.915,-494
23.940,-337
23.965,-109
23.990,104
24.015,249
24.040,328
24.065,385
24.090,448
24.115,506
24.140,538
24.165,538
24.190,532
24.215,544
24.240,577
24.265,611
24.290,625
24.315,611
24.340,575
24.365,530
24.390,480
24.415,426
24.440,364
24.465,297
24.490,229
24.515,162
24.540,93
24.565,15
24.590,-73
24.615,-160
24.640,-228
24.665,-281
24.690,-343
24.715,-440
24.740,-548
24.765,-589
24.790,-490
24.815,-247
24.840,48
24.865,277
24.890,376
24.915,374
24.940,348
24.965,346
24.990,366
25.015,379
25.040,376
25.065,374
25.090,387
25.115,413
25.140,436
25.165,447
25.190,447
25.215,442
25.240,430
25.265,410
25.290,381
25.315,339
25.340,274
25.365,192
25.390,111
25.415,54
25.440,18
25.465,-28
25.490,-109
25.515,-196
25.540,-217
25.565,-118
25.590,76
25.615,276
25.640,405
25.665,458
25.690,486
25.715,525
25.740,560
25.765,552
25.790,495
25.815,435
25.840,417
25.865,441
25.890,464
25.915,450
25.940,399
25.965,332
25.990,266
26.015,203
26.040,151
26.065,129
26.090,144
26.115,171
26.140,168
26.165,115
26.190,34
26.215,-39
26.240,-96
26.265,-157
26.290,-234
26.315,-293
26.340,-275
26.365,-149
26.390,42
26.415,217
26.440,313
26.465,334
26.490,332
26.515,352
26.540,398
26.565,437
26.590,443
26.615,420
26.640,393
26.665,381
26.690,378
26.715,366
26.740,334
26.765,288
26.790,246
26.815,215
26.840,189
26.865,159
26.890,124
26.915,92
26.940,66
26.965,39
26.990,0
27.015,-49
27.040,-95
27.065,-130
27.090,-162
27.115,-206
27.140,-263
27.165,-305
27.190,-301
27.215,-237
27.240,-130
27.265,-1
27.290,138
27.315,287
27.340,435
27.365,559
27.390,648
27.415,713
27.440,775
27.465,835
27.490,866
27.515,845
27.540,781
27.565,713
27.590,676
27.615,667
27.640,660
27.665,634
27.690,595
27.715,557
27.740,521
27.765,477
27.790,417
27.815,348
27.840,280
27.865,213
27.890,139
27.915,61
27.940,-12
27.965,-76
27.990,-140
28.015,-212
28.040,-283
28.065,-338
28.090,-379
28.115,-432
28.140,-511
28.165,-581
28.190,-574
28.215,-450
28.240,-249
28.265,-64
28.290,45
28.315,100
28.340,164
28.365,266
28.390,366
28.415,407
28.440,381
28.465,337
28.490,326
28.515,353
28.540,382
28.565,387
28.590,382
28.615,389
28.640,407
28.665,407
28.690,368
28.715,303
28.740,238
28.765,188
28.790,145
28.815,98
28.840,51
28.865,11
28.890,-30
28.915,-91
28.940,-159
28.965,-187
28.990,-123
29.015,39
29.040,242
29.065,408
29.090,504
29.115,549
29.140,583
29.165,617
29.190,628
29.215,599
29.240,543
29.265,492
29.290,468
29.315,463
29.340,457
29.365,435
29.390,403
29.415,366
29.440,322
29.465,269
29.490,207
29.515,147
29.540,94
29.565,40
29.590,-19
29.615,-86
29.640,-154
29.665,-222
29.690,-300
29.715,-388
29.740,-453
29.765,-441
29.790,-317
29.815,-99
29.840,139
29.865,327
29.890,435
29.915,492
29.940,534
29.965,571
29.990,588
30.015,574
30.040,552
30.065,560
30.090,607
30.115,664
30.140,690
30.165,672
30.190,635
30.215,613
30.240,608
30.265,599
30.290,567
30.315,520
30.340,474
30.365,425
30.390,341
30.415,202
30.440,25
30.465,-142
30.490,-272
30.515,-378
30.540,-490
30.565,-606
30.590,-667
30.615,-610
30.640,-429
30.665,-192
30.690,8
30.715,129
30.740,198
30.765,265
30.790,351
30.815,429
30.840,465
30.865,459
30.890,443
30.915,449
30.940,479
30.965,503
30.990,500
31.015,471
31.040,434
31.065,399
31.090,359
31.115,301
31.140,227
31.165,150
31.190,77
31.215,7
31.240,-67
31.265,-146
31.290,-213
31.315,-264
31.340,-315
31.365,-393
31.390,-498
31.415,-580
31.440,-573
31.465,-450
31.490,-252
31.515,-62
31.540,60
31.565,118
31.590,157
31.615,208
31.640,269
31.665,326
31.690,386
31.715,478
31.740,613
31.765,760
31.790,870
31.815,915
31.840,912
31.865,893
31.890,865
31.915,809
31.940,714
31.965,598
31.990,493
32.015,415
32.040,346
32.065,267
32.090,175
32.115,83
32.140,-3
32.165,-99
32.190,-202
32.215,-278
32.240,-271
32.265,-162
32.290,6
32.315,157
32.340,245
32.365,285
32.390,321
32.415,373
32.440,417
32.465,423
32.490,391
32.515,353
32.540,342
32.565,358
32.590,374
32.615,371
32.640,353
32.665,335
32.690,322
32.715,306
32.740,273
32.765,224
32.790,167
32.815,116
32.840,77
32.865,49
32.890,23
32.915,-10
32.940,-58
32.965,-115
32.990,-168
33.015,-213
33.040,-258
33.065,-317
33.090,-379
33.115,-402
33.140,-335
33.165,-171
33.190,39
33.215,227
33.240,352
33.265,433
33.290,514
33.315,609
33.340,687
33.365,713
33.390,693
33.415,672
33.440,688
33.465,728
33.490,738
33.515,680
33.540,572
33.565,472
33.590,423
33.615,421
33.640,429
33.665,416
33.690,380
33.715,333
33.740,286
33.765,237
33.790,184
33.815,132
33.840,79
33.865,13
33.890,-77
33.915,-180
33.940,-262
33.965,-303
33.990,-321
34.015,-355
34.040,-421
34.065,-478
34.090,-456
34.115,-319
34.140,-109
34.165,90
34.190,221
34.215,293
34.240,354
34.265,429
34.290,497
34.315,517
34.340,486
34.365,441
34.390,427
34.415,450
34.440,477
34.465,476
34.490,450
34.515,421
34.540,402
34.565,380
34.590,334
34.615,261
34.640,180
34.665,108
34.690,45
34.715,-14
34.740,-71
34.765,-117
34.790,-154
34.815,-201
34.840,-276
34.865,-360
34.890,-401
34.915,-352
34.940,-214
34.965,-41
34.990,104
35.015,199
35.040,262
35.065,317
35.090,366
35.115,392
35.140,389
35.165,373
35.190,371
35.215,392
35.240,426
35.265,464
35.290,503
35.315,545
35.340,583
35.365,599
35.390,585
35.415,552
35.440,515
35.465,482
35.490,445
35.515,397
35.540,334
35.565,254
35.590,146
35.615,0
35.640,-165
35.665,-287
35.690,-300
35.715,-185
35.740,3
35.765,177
35.790,277
35.815,309
35.840,322
35.865,354
35.890,397
35.915,417
35.940,399
35.965,363
35.990,350
36.015,374
36.040,416
36.065,443
36.090,442
36.115,425
36.140,414
36.165,409
36.190,389
36.215,337
36.240,261
36.265,187
36.290,137
36.315,103
36.340,63
36.365,3
36.390,-68
36.415,-139
36.440,-213
36.465,-301
36.490,-396
36.515,-450
36.540,-408
36.565,-256
36.590,-45
36.615,139
36.640,248
36.665,298
36.690,342
36.715,409
36.740,479
36.765,514
36.790,505
36.815,481
36.840,478
36.865,500
36.890,522
36.915,521
36.940,498
36.965,472
36.990,450
37.015,422
37.040,378
37.065,326
37.090,278
37.115,236
37.140,181
37.165,101
37.190,8
37.215,-71
37.240,-131
37.265,-191
37.290,-276
37.315,-371
37.340,-419
37.365,-367
37.390,-215
37.415,-22
37.440,139
37.465,239
37.490,297
37.515,345
37.540,393
37.565,425
37.590,426
37.615,404
37.640,382
37.665,381
37.690,398
37.715,419
37.740,430
37.765,421
37.790,398
37.815,366
37.840,333
37.865,299
37.890,261
37.915,213
37.940,158
37.965,102
37.990,44
38.015,-25
38.040,-115
38.065,-206
38.090,-250
38.115,-203
38.140,-68
38.165,100
38.190,237
38.215,309
38.240,339
38.265,364
38.290,399
38.315,425
38.340,421
38.365,390
38.390,360
38.415,353
38.440,368
38.465,385
38.490,382
38.515,360
38.540,327
38.565,296
38.590,267
38.615,233
38.640,186
38.665,127
38.690,66
38.715,11
38.740,-42
38.765,-107
38.790,-187
38.815,-257
38.840,-269
38.865,-190
38.890,-35
38.915,137
38.940,271
38.965,348
38.990,396
39.015,444
39.040,496
39.065,527
39.090,521
39.115,492
39.140,471
39.165,477
39.190,499
39.215,510
39.240,498
39.265,468
39.290,438
39.315,414
39.340,388
39.365,348
39.390,293
39.415,232
39.440,178
39.465,130
39.490,80
39.515,19
39.540,-49
39.565,-115
39.590,-175
39.615,-239
39.640,-321
39.665,-407
39.690,-452
39.715,-405
39.740,-260
39.765,-66
39.790,98
39.815,197
39.840,250
39.865,301
39.890,373
39.915,442
39.940,476
39.965,473
39.990,463
40.015,479
40.040,518
40.065,554
40.090,564
40.115,549
40.140,525
40.165,505
40.190,485
40.215,459
40.240,422
40.265,376
40.290,324
40.315,269
40.340,212
40.365,153
40.390,90
40.415,23
40.440,-39
40.465,-90
40.490,-133
40.515,-192
40.540,-278
40.565,-368
40.590,-402
40.615,-327
40.640,-151
40.665,55
40.690,213
40.715,292
40.740,325
40.765,358
40.790,404
40.815,437
40.840,435
40.865,408
40.890,390
40.915,402
40.940,430
40.965,447
40.990,441
41.015,421
41.040,403
41.065,385
41.090,355
41.115,308
41.140,257
41.165,219
41.190,200
41.215,187
41.240,160
41.265,115
41.290,64
41.315,19
41.340,-23
41.365,-80
41.390,-157
41.415,-224
41.440,-235
41.465,-159
41.490,-14
41.515,145
41.540,267
41.565,339
41.590,387
41.615,436
41.640,480
41.665,498
41.690,483
41.715,455
41.740,445
41.765,462
41.790,484
41.815,487
41.840,469
41.865,444
41.890,423
41.915,398
41.940,358
41.965,305
41.990,248
42.015,193
42.040,135
42.065,68
42.090,0
42.115,-59
42.140,-112
42.165,-180
42.190,-269
42.215,-352
42.240,-370
42.265,-287
42.290,-122
42.315,61
42.340,200
42.365,278
42.390,321
42.415,359
42.440,395
42.465,410
42.490,395
42.515,363
42.540,340
42.565,341
42.590,358
42.615,369
42.640,360
42.665,333
42.690,303
42.715,279
42.740,256
42.765,220
42.790,166
42.815,105
42.840,53
42.865,8
42.890,-50
42.915,-137
42.940,-228
42.965,-266
42.990,-203
43.015,-47
43.040,138
43.065,281
43.090,359
43.115,401
43.140,445
43.165,494
43.190,521
43.215,507
43.240,469
43.265,444
43.290,447
43.315,462
43.340,464
43.365,443
43.390,413
43.415,384
43.440,353
43.465,311
43.490,260
43.515,208
43.540,159
43.565,104
43.590,37
43.615,-33
43.640,-95
43.665,-151
43.690,-221
43.715,-311
43.740,-389
43.765,-393
43.790,-290
43.815,-109
43.840,80
43.865,219
43.890,303
43.915,362
43.940,425
43.965,483
43.990,511
44.015,501
44.040,472
44.065,456
44.090,468
44.115,494
44.140,513
44.165,515
44.190,504
44.215,488
44.240,470
44.265,445
44.290,411
44.315,369
44.340,328
44.365,285
44.390,231
44.415,155
44.440,61
44.465,-29
44.490,-100
44.515,-156
44.540,-221
44.565,-304
44.590,-376
44.615,-379
44.640,-273
44.665,-81
44.690,124
44.715,277
44.740,362
44.765,408
44.790,451
44.815,490
44.840,506
44.865,490
44.890,465
44.915,461
44.940,483
44.965,511
44.990,519
45.015,505
45.040,478
45.065,448
45.090,413
45.115,367
45.140,316
45.165,269
45.190,230
45.215,191
45.240,145
45.265,89
45.290,18
45.315,-80
45.340,-216
45.365,-375
45.390,-510
45.415,-564
45.440,-510
45.465,-370
45.490,-192
45.515,-20
45.540,121
45.565,220
45.590,271
45.615,277
45.640,263
45.665,262
45.690,297
45.715,362
45.740,432
45.765,486
45.790,517
45.815,528
45.840,519
45.865,487
45.890,440
45.915,395
45.940,362
45.965,337
45.990,301
46.015,251
46.040,196
46.065,145
46.090,89
46.115,13
46.140,-74
46.165,-131
46.190,-103
46.215,21
46.240,198
46.265,356
46.290,447
46.315,475
46.340,469
46.365,450
46.390,417
46.415,358
46.440,280
46.465,207
46.490,171
46.515,183
46.540,230
46.565,284
46.590,317
46.615,319
46.640,297
46.665,267
46.690,236
46.715,198
46.740,145
46.765,75
46.790,3
46.815,-61
46.840,-125
46.865,-202
46.890,-282
46.915,-323
46.940,-280
46.965,-144
46.990,36
47.015,192
47.040,287
47.065,335
47.090,376
47.115,426
47.140,470
47.165,480
47.190,460
47.215,435
47.240,434
47.265,454
47.290,475
47.315,479
47.340,465
47.365,444
47.390,419
47.415,385
47.440,338
47.465,284
47.490,232
47.515,183
47.540,132
47.565,72
47.590,13
47.615,-38
47.640,-87
47.665,-146
47.690,-218
47.715,-272
47.740,-258
47.765,-149
47.790,28
47.815,210
47.840,342
47.865,417
47.890,466
47.915,513
47.940,551
47.965,551
47.990,509
48.015,453
48.040,419
48.065,416
48.090,420
48.115,407
48.140,376
48.165,344
48.190,319
48.215,289
48.240,241
48.265,179
48.290,118
48.315,65
48.340,10
48.365,-53
48.390,-123
48.415,-190
48.440,-258
48.465,-344
48.490,-448
48.515,-527
48.540,-516
48.565,-381
48.590,-154
48.615,83
48.640,265
48.665,379
48.690,454
48.715,519
48.740,578
48.765,618
48.790,639
48.815,655
48.840,683
48.865,720
48.890,746
48.915,743
48.940,708
48.965,653
48.990,596
49.015,548
49.040,501
49.065,444
49.090,369
49.115,283
49.140,196
49.165,113
49.190,25
49.215,-80
49.240,-192
49.265,-276
49.290,-292
49.315,-230
49.340,-123
49.365,-16
49.390,64
49.415,123
49.440,172
49.465,211
49.490,224
49.515,207
49.540,181
49.565,178
49.590,213
49.615,264
49.640,295
49.665,287
49.690,253
49.715,220
49.740,197
49.765,173
49.790,128
49.815,62
49.840,-11
49.865,-79
49.890,-149
49.915,-229
49.940,-312
49.965,-356
49.990,-317
50.015,-188
50.040,-9
50.065,158
50.090,276
50.115,350
50.140,404
50.165,449
50.190,476
50.215,473
50.240,450
50.265,434
50.290,443
50.315,474
50.340,506
50.365,516
50.390,498
50.415,457
50.440,408
50.465,361
50.490,322
50.515,287
50.540,247
50.565,199
50.590,147
50.615,95
50.640,34
50.665,-49
50.690,-153
50.715,-233
50.740,-231
50.765,-124
50.790,49
50.815,212
50.840,312
50.865,358
50.890,395
50.915,449
50.940,502
50.965,518
50.990,491
51.015,451
51.040,437
51.065,456
51.090,487
51.115,504
51.140,499
51.165,480
51.190,455
51.215,423
51.240,380
51.265,328
51.290,273
51.315,221
51.340,170
51.365,117
51.390,56
51.415,-14
51.440,-87
51.465,-151
51.490,-199
51.515,-242
51.540,-301
51.565,-379
51.590,-442
51.615,-433
51.640,-317
51.665,-120
51.690,82
51.715,225
51.740,297
51.765,334
51.790,375
51.815,423
51.840,451
51.865,445
51.890,419
51.915,405
51.940,416
51.965,440
51.990,452
52.015,444
52.040,428
52.065,415
52.090,406
52.115,392
52.140,366
52.165,335
52.190,311
52.215,291
52.240,258
52.265,198
52.290,118
52.315,42
52.340,-18
52.365,-76
52.390,-154
52.415,-250
52.440,-314
52.465,-289
52.490,-155
52.515,37
52.540,209
52.565,312
52.590,354
52.615,376
52.640,401
52.665,416
52.690,400
52.715,356
52.740,315
52.765,302
52.790,312
52.815,325
52.840,322
52.865,306
52.890,286
52.915,271
52.940,260
52.965,250
52.990,239
53.015,220
53.040,193
53.065,161
53.090,131
53.115,98
53.140,45
53.165,-36
53.190,-123
53.215,-159
53.240,-99
53.265,46
53.290,215
53.315,340
53.340,396
53.365,408
53.390,407
53.415,398
53.440,368
53.465,309
53.490,240
53.515,184
53.540,155
53.565,148
53.590,154
53.615,167
53.640,180
53.665,187
53.690,186
53.715,185
53.740,190
53.765,196
53.790,190
53.815,163
53.840,120
53.865,68
53.890,7
53.915,-68
53.940,-135
53.965,-145
53.990,-54
54.015,123
54.040,317
54.065,457
54.090,524
54.115,557
54.140,593
54.165,628
54.190,627
54.215,578
54.240,515
54.265,485
54.290,494
54.315,508
54.340,490
54.365,439
54.390,382
54.415,333
54.440,277
54.465,198
54.490,107
54.515,37
54.540,5
54.565,-6
54.590,-32
54.615,-83
54.640,-144
54.665,-198
54.690,-252
54.715,-327
54.740,-414
54.765,-466
54.790,-432
54.815,-311
54.840,-161
54.865,-47
54.890,12
54.915,56
54.940,132
54.965,244
54.990,351
55.015,411
55.040,423
55.065,423
55.090,445
55.115,489
55.140,531
55.165,549
55.190,544
55.215,528
55.240,508
55.265,482
55.290,454
55.315,434
55.340,426
55.365,409
55.390,359
55.415,273
55.440,177
55.465,102
55.490,44
55.515,-25
55.540,-118
55.565,-194
55.590,-187
55.615,-66
55.640,125
55.665,299
55.690,395
55.715,425
55.740,438
55.765,463
55.790,485
55.815,471
55.840,418
55.865,362
55.890,335
55.915,342
55.940,361
55.965,369
55.990,362
56.015,344
56.040,317
56.065,282
56.090,243
56.115,209
56.140,178
56.165,140
56.190,86
56.215,27
56.240,-21
56.265,-57
56.290,-96
56.315,-152
56.340,-209
56.365,-224
56.390,-165
56.415,-42
56.440,95
56.465,199
56.490,255
56.515,279
56.540,295
56.565,308
56.590,310
56.615,297
56.640,282
56.665,279
56.690,294
56.715,314
56.740,321
56.765,307
56.790,276
56.815,244
56.840,217
56.865,193
56.890,160
56.915,114
56.940,64
56.965,20
56.990,-21
57.015,-76
57.040,-153
57.065,-225
57.090,-238
57.115,-148
57.140,33
57.165,242
57.190,402
57.215,482
57.240,500
57.265,497
57.290,493
57.315,483
57.340,457
57.365,423
57.390,403
57.415,408
57.440,431
57.465,449
57.490,446
57.515,419
57.540,375
57.565,322
57.590,266
57.615,209
57.640,154
57.665,101
57.690,46
57.715,-21
57.740,-105
57.765,-199
57.790,-272
57.815,-279
57.840,-187
57.865,-8
57.890,195
57.915,343
57.940,393
57.965,362
57.990,309
58.015,279
58.040,278
58.065,280
58.090,271
58.115,260
58.140,264
58.165,283
58.190,297
58.215,294
58.240,279
58.265,274
58.290,290
58.315,318
58.340,335
58.365,325
58.390,288
58.415,233
58.440,174
58.465,114
58.490,49
58.515,-33
58.540,-144
58.565,-266
58.590,-347
58.615,-329
58.640,-192
58.665,19
58.690,219
58.715,343
58.740,391
58.765,414
58.790,453
58.815,503
58.840,528
58.865,510
58.890,476
58.915,464
58.940,485
58.965,509
58.990,509
59.015,487
59.040,468
59.065,464
59.090,458
59.115,425
59.140,369
59.165,316
59.190,286
59.215,265
59.240,224
59.265,158
59.290,90
59.315,37
59.340,-19
59.365,-111
59.390,-231
59.415,-313
59.440,-287
59.465,-149
59.490,26
59.515,157
59.540,220
59.565,259
59.590,313
59.615,368
59.640,380
59.665,330
59.690,261
59.715,236
59.740,275
59.765,339
59.790,375
59.815,358
59.840,305
59.865,240
59.890,176
59.915,116
59.940,65
59.965,28
59.990,2
