df_hash,22ZHK4.1R5J5W
429.445,79
430.664,78
431.541,76
432.517,75
433.638,74
434.515,73
435.396,73
436.616,73
437.489,73
438.420,73
439.585,64
440.609,59
441.394,56
442.560,59
443.732,59
444.363,58
445.535,54
446.410,53
447.337,58
448.556,59
449.384,57
450.310,56
451.480,56
452.361,56
453.284,60
454.454,63
455.337,65
456.258,67
457.428,68
458.354,69
459.232,69
460.401,69
461.332,69
462.205,69
463.398,70
464.301,69
465.182,69
466.352,69
467.325,69
468.153,69
469.372,69
470.253,69
471.127,71
472.402,71
473.223,72
474.104,73
475.322,74
476.197,75
477.074,76
478.293,76
479.193,75
480.073,75
481.275,75
482.144,75
483.072,75
484.240,75
485.118,75
486.291,75
487.214,75
488.141,75
489.018,76
490.200,75
491.066,75
