df_hash,22ZHK4.1R5J5W
318.344,36.531
319.566,36.531
320.343,36.531
321.318,36.562
322.342,36.531
323.414,36.562
324.340,36.562
325.315,36.531
326.339,36.500
327.370,36.531
328.338,36.500
329.313,36.531
330.337,36.531
331.313,36.500
332.335,36.531
333.364,36.531
334.354,36.562
335.309,36.594
336.344,36.562
337.308,36.562
338.331,36.562
339.307,36.562
340.330,36.625
341.646,36.656
342.329,36.625
343.304,36.625
344.328,36.594
345.303,36.562
346.327,36.594
347.302,36.594
348.325,36.562
349.390,36.562
350.332,36.531
351.299,36.531
352.344,36.562
353.321,36.531
354.322,36.531
355.394,36.531
356.320,36.531
357.295,36.531
358.319,36.562
359.343,36.531
360.321,36.500
361.344,36.531
362.332,36.531
363.340,36.594
364.315,36.562
365.351,36.625
366.314,36.625
367.338,36.625
368.313,36.625
369.434,36.750
370.312,36.750
371.341,36.750
372.310,36.688
373.349,36.688
374.702,36.688
375.342,36.656
376.308,36.688
377.332,36.656
378.307,36.656
379.330,36.594
380.305,36.594
381.329,36.625
382.304,36.656
383.328,36.656
384.313,36.656
385.327,36.688
386.302,36.656
387.326,36.656
388.301,36.688
389.354,36.656
390.299,36.656
391.323,36.625
392.298,36.625
393.365,36.656
394.297,36.625
395.325,36.625
396.296,36.656
397.319,36.625
398.294,36.625
399.318,36.625
400.588,36.625
401.317,36.625
402.292,36.656
403.364,36.656
404.367,36.656
405.314,36.656
406.536,36.656
407.361,36.625
408.338,36.688
409.312,36.719
410.358,36.594
411.344,36.625
412.334,36.594
413.309,36.594
414.333,36.625
415.454,36.625
416.331,36.656
417.320,36.656
418.331,36.594
419.306,36.594
420.525,36.688
421.305,36.688
422.361,36.656
423.303,36.656
424.326,36.656
425.327,36.625
426.327,36.562
427.304,36.594
428.365,36.625
429.299,36.625
430.323,36.625
431.321,36.594
432.322,36.625
433.301,36.625
434.324,36.656
435.393,36.625
436.420,36.656
437.294,36.625
438.318,36.625
439.345,36.625
440.317,36.688
441.292,36.656
442.355,36.656
443.291,36.656
444.314,36.656
445.289,36.688
446.313,36.719
447.288,36.750
448.312,36.781
449.287,36.812
450.330,36.781
451.286,36.781
452.326,36.781
453.579,36.812
454.310,36.781
455.283,36.781
456.553,36.750
457.331,36.750
458.306,36.688
459.329,36.688
460.304,36.656
461.328,36.688
462.303,36.688
463.330,36.719
464.353,36.719
465.332,36.719
466.306,36.656
467.336,36.719
468.302,36.750
469.323,36.750
470.311,36.781
471.322,36.750
472.378,36.719
473.321,36.719
474.296,36.719
475.319,36.719
476.300,36.688
477.318,36.656
478.686,36.656
479.322,36.625
480.292,36.656
481.559,36.625
482.328,36.594
483.319,36.625
484.290,36.688
485.313,36.688
486.340,36.719
487.312,36.750
488.287,36.688
489.311,36.688
490.306,36.688
491.338,36.688
