df_hash,22ZHK4.K83A0A
422.903,78
423.785,78
424.999,78
425.879,72
426.754,66
428.000,63
429.048,61
429.728,59
430.947,58
431.824,59
432.849,59
433.921,58
434.798,58
435.724,58
436.894,58
437.772,58
438.786,58
439.873,58
440.785,63
441.672,66
442.845,63
443.769,62
444.646,62
445.826,58
446.768,54
447.620,56
448.814,56
449.716,63
450.593,68
451.764,69
452.728,66
453.616,66
454.737,66
455.664,66
456.541,66
457.858,66
458.637,66
459.550,74
460.733,78
461.612,79
462.493,77
463.725,77
464.585,77
465.462,77
466.681,77
467.634,77
468.436,77
469.660,77
470.532,77
471.410,75
472.634,71
473.506,69
474.389,71
475.602,71
476.480,79
477.406,83
478.577,79
479.454,80
480.380,77
481.550,77
482.428,76
483.356,76
484.548,75
485.450,75
486.398,75
487.523,73
488.424,73
489.301,74
490.493,73
491.398,71
492.281,71
493.445,71
494.371,71
495.249,71
496.419,71
497.394,71
498.229,71
499.442,71
500.325,71
501.196,71
502.415,71
503.342,71
504.170,71
505.389,71
506.267,71
507.144,71
508.363,71
509.243,71
510.124,71
511.337,71
512.214,71
513.092,71
514.310,71
515.188,66
516.114,67
517.284,67
518.162,67
519.091,66
520.258,66
521.136,66
522.062,60
