df_hash,22ZHK4.K83A0A
340.634,1.030
340.664,1.033
340.694,1.037
340.724,1.042
340.754,1.036
340.784,1.037
340.814,1.035
340.844,1.040
340.874,1.034
340.904,1.033
340.934,1.036
340.964,1.034
340.994,1.029
341.024,1.034
341.054,1.029
341.084,1.030
341.114,1.036
341.144,1.038
341.174,1.033
341.204,1.034
341.234,1.035
341.264,1.038
341.294,1.038
341.324,1.033
341.354,1.037
341.384,1.041
341.414,1.039
341.444,1.037
341.474,1.033
341.504,1.034
341.534,1.036
341.564,1.035
341.594,1.032
341.624,1.033
341.654,1.030
341.684,1.037
341.714,1.040
341.744,1.043
341.774,1.040
341.804,1.035
341.834,1.035
341.864,1.033
341.894,1.033
341.924,1.032
341.954,1.035
341.984,1.036
342.014,1.038
342.044,1.035
342.074,1.037
342.104,1.038
342.134,1.035
342.164,1.036
342.194,1.043
342.224,1.039
342.254,1.036
342.284,1.031
342.314,1.034
342.344,1.046
342.374,1.047
342.404,1.031
342.434,1.023
342.464,1.034
342.494,1.041
342.524,1.047
342.554,1.041
342.584,1.038
342.614,1.041
342.644,1.033
342.674,1.028
342.704,1.029
342.734,1.038
342.764,1.041
342.794,1.035
342.824,1.032
342.854,1.031
342.884,1.035
342.914,1.034
342.944,1.027
342.974,1.026
343.004,1.022
343.034,1.031
343.064,1.031
343.094,1.021
343.124,1.024
343.154,1.028
343.184,1.023
343.214,1.026
343.244,1.030
343.274,1.025
343.304,1.022
343.334,1.028
343.364,1.026
343.394,1.028
343.424,1.031
343.454,1.035
343.484,1.026
343.514,1.030
343.544,1.032
343.574,1.026
343.604,1.028
343.634,1.025
343.664,1.030
343.694,1.032
343.724,1.027
343.754,1.030
343.784,1.034
343.814,1.031
343.844,1.030
343.874,1.030
343.904,1.035
343.934,1.032
343.964,1.024
343.994,1.026
344.024,1.029
344.054,1.032
344.084,1.026
344.114,1.032
344.144,1.034
344.174,1.032
344.204,1.030
344.234,1.026
344.264,1.024
344.294,1.029
344.324,1.034
344.354,1.035
344.384,1.034
344.414,1.029
344.444,1.024
344.474,1.029
344.504,1.034
344.534,1.032
344.564,1.033
344.594,1.033
344.624,1.033
344.654,1.033
344.684,1.032
344.714,1.032
344.744,1.028
344.774,1.030
344.804,1.026
344.834,1.032
344.864,1.032
344.894,1.033
344.924,1.032
344.954,1.036
344.984,1.033
345.014,1.030
345.044,1.026
345.074,1.034
345.104,1.027
345.134,1.023
345.164,1.025
345.194,1.035
345.224,1.036
345.254,1.031
345.284,1.028
345.314,1.030
345.344,1.031
345.374,1.032
345.404,1.035
345.434,1.036
345.464,1.030
345.494,1.036
345.524,1.030
345.554,1.029
345.584,1.031
345.614,1.038
345.644,1.035
345.674,1.028
345.704,1.025
345.734,1.026
345.764,1.025
345.794,1.025
345.824,1.027
345.854,1.023
345.884,1.029
345.914,1.030
345.944,1.037
345.974,1.027
346.004,1.032
346.034,1.032
346.064,1.035
346.094,1.024
346.124,1.022
346.154,1.028
346.184,1.031
346.214,1.034
346.244,1.031
346.274,1.032
346.304,1.030
346.334,1.028
346.364,1.027
346.394,1.030
346.424,1.029
346.454,1.024
346.484,1.030
346.514,1.033
346.544,1.034
346.574,1.034
346.604,1.027
346.634,1.026
346.664,1.029
346.694,1.035
346.724,1.029
346.754,1.029
346.784,1.031
346.814,1.036
346.844,1.030
346.874,1.035
346.904,1.036
346.934,1.036
346.964,1.031
346.994,1.031
347.024,1.033
347.054,1.031
347.084,1.030
347.114,1.034
347.144,1.038
347.174,1.031
347.204,1.032
347.234,1.033
347.264,1.031
347.294,1.026
347.324,1.031
347.354,1.029
347.384,1.025
347.414,1.029
347.444,1.028
347.474,1.030
347.504,1.030
347.534,1.031
347.564,1.029
347.594,1.026
347.624,1.027
347.654,1.031
347.684,1.033
347.714,1.036
347.744,1.029
347.774,1.036
347.804,1.042
347.834,1.038
347.864,1.031
347.894,1.025
347.924,1.027
347.954,1.032
347.984,1.033
348.014,1.027
348.044,1.028
348.074,1.035
348.104,1.028
348.134,1.027
348.164,1.038
348.194,1.029
348.224,1.034
348.254,1.037
348.284,1.037
348.314,1.030
348.344,1.030
348.374,1.029
348.404,1.034
348.434,1.034
348.464,1.029
348.494,1.029
348.524,1.036
348.554,1.037
348.584,1.032
348.614,1.033
348.644,1.032
348.674,1.028
348.704,1.028
348.734,1.027
348.764,1.034
348.794,1.029
348.824,1.034
348.854,1.030
348.884,1.037
348.914,1.042
348.944,1.032
348.974,1.038
349.004,1.034
349.034,1.035
349.064,1.031
349.094,1.030
349.124,1.027
349.154,1.033
349.184,1.038
349.214,1.038
349.244,1.032
349.274,1.027
349.304,1.030
349.334,1.031
349.364,1.031
349.394,1.030
349.424,1.032
349.454,1.039
349.484,1.028
349.514,1.029
349.544,1.021
349.574,1.029
349.604,1.028
349.634,1.033
349.664,1.030
349.694,1.039
349.724,1.035
349.754,1.034
349.784,1.034
349.814,1.035
349.844,1.025
349.874,1.029
349.904,1.040
349.934,1.043
349.964,1.035
349.994,1.035
350.024,1.038
350.054,1.036
350.084,1.036
350.114,1.027
350.144,1.033
350.174,1.031
350.204,1.023
350.234,1.028
350.264,1.032
350.294,1.028
350.324,1.033
350.354,1.038
350.384,1.030
350.414,1.028
350.444,1.034
350.474,1.038
350.504,1.033
350.534,1.038
350.564,1.035
350.594,1.034
350.624,1.034
350.654,1.033
350.684,1.036
350.714,1.034
350.744,1.039
350.774,1.035
350.804,1.032
350.834,1.032
350.864,1.034
350.894,1.026
350.924,1.028
350.954,1.029
350.984,1.034
351.014,1.031
351.044,1.033
351.074,1.034
351.104,1.031
351.134,1.024
351.164,1.034
351.194,1.039
351.224,1.026
351.254,1.033
351.284,1.037
351.314,1.044
351.344,1.043
351.374,1.037
351.404,1.034
351.434,1.034
351.464,1.041
351.494,1.034
351.524,1.034
351.554,1.032
351.584,1.039
351.614,1.027
351.644,1.042
351.674,1.036
351.704,1.038
351.734,1.032
351.764,1.032
351.794,1.019
351.824,1.017
351.854,1.028
351.884,1.027
351.914,1.037
351.944,1.028
351.974,1.029
352.004,1.029
352.034,1.029
352.064,1.029
352.094,1.028
352.124,1.029
352.154,1.029
352.184,1.031
352.214,1.033
352.244,1.042
352.274,1.041
352.304,1.037
352.334,1.029
352.364,1.029
352.394,1.033
352.424,1.030
352.454,1.033
352.484,1.033
352.514,1.040
352.544,1.033
352.574,1.037
352.604,1.037
352.634,1.033
352.664,1.030
352.694,1.024
352.724,1.027
352.754,1.028
352.784,1.032
352.814,1.039
352.844,1.040
352.874,1.033
352.904,1.035
352.934,1.036
352.964,1.030
352.994,1.032
353.024,1.032
353.054,1.027
353.084,1.034
353.114,1.034
353.144,1.039
353.174,1.043
353.204,1.035
353.234,1.033
353.264,1.032
353.294,1.029
353.324,1.026
353.354,1.032
353.384,1.043
353.414,1.028
353.444,1.029
353.474,1.039
353.504,1.032
353.534,1.032
353.564,1.030
353.594,1.029
353.624,1.035
353.654,1.038
353.684,1.040
353.714,1.040
353.744,1.032
353.774,1.034
353.804,1.033
353.834,1.033
353.864,1.041
353.894,1.041
353.924,1.033
353.954,1.023
353.984,1.022
354.014,1.029
354.044,1.033
354.074,1.030
354.104,1.035
354.134,1.032
354.164,1.037
354.194,1.037
354.224,1.032
354.254,1.032
354.284,1.032
354.314,1.032
354.344,1.031
354.374,1.037
354.404,1.037
354.434,1.034
354.464,1.035
354.494,1.034
354.524,1.033
354.554,1.035
354.584,1.029
354.614,1.030
354.644,1.036
354.674,1.031
354.704,1.031
354.734,1.031
354.764,1.030
354.794,1.033
354.824,1.027
354.854,1.038
354.884,1.031
354.914,1.035
354.944,1.037
354.974,1.032
355.004,1.028
355.034,1.035
355.064,1.038
355.094,1.044
355.124,1.036
355.154,1.041
355.184,1.033
355.214,1.027
355.244,1.029
355.274,1.026
355.304,1.029
355.334,1.037
355.364,1.038
355.394,1.035
355.424,1.029
355.454,1.028
355.484,1.028
355.514,1.038
355.544,1.040
355.574,1.025
355.604,1.024
355.634,1.038
355.664,1.042
355.694,1.040
355.724,1.037
355.754,1.031
355.784,1.036
355.814,1.032
355.844,1.039
355.874,1.041
355.904,1.041
355.934,1.026
355.964,1.033
355.994,1.037
356.024,1.036
356.054,1.028
356.084,1.027
356.114,1.033
356.144,1.032
356.174,1.030
356.204,1.032
356.234,1.032
356.264,1.039
356.294,1.040
356.324,1.030
356.354,1.028
356.384,1.033
356.414,1.032
356.444,1.034
356.474,1.035
356.504,1.031
356.534,1.032
356.564,1.030
356.594,1.030
356.624,1.034
356.654,1.043
356.684,1.037
356.714,1.035
356.744,1.037
356.774,1.033
356.804,1.031
356.834,1.031
356.864,1.034
356.894,1.030
356.924,1.030
356.954,1.024
356.984,1.027
357.014,1.032
357.044,1.034
357.074,1.041
357.104,1.035
357.134,1.031
357.164,1.039
357.194,1.047
357.224,1.035
357.254,1.035
357.284,1.037
357.314,1.026
357.344,1.032
357.374,1.029
357.404,1.039
357.434,1.037
357.464,1.034
357.494,1.032
357.524,1.032
357.554,1.028
357.584,1.029
357.614,1.026
357.644,1.039
357.674,1.034
357.704,1.028
357.734,1.032
357.764,1.035
357.794,1.038
357.824,1.042
357.854,1.036
357.884,1.031
357.914,1.035
357.944,1.035
357.974,1.035
358.004,1.034
358.034,1.037
358.064,1.039
358.094,1.035
358.124,1.033
358.154,1.026
358.184,1.027
358.214,1.030
358.244,1.039
358.274,1.040
358.304,1.034
358.334,1.035
358.364,1.027
358.394,1.022
358.424,1.028
358.454,1.028
358.484,1.031
358.514,1.036
358.544,1.045
358.574,1.050
358.604,1.053
358.634,1.040
358.664,1.041
358.694,1.062
358.724,1.059
358.754,1.078
358.784,1.056
358.814,1.029
358.844,1.003
358.874,0.996
358.904,0.994
358.934,1.003
358.964,1.005
358.994,1.004
359.024,1.019
359.054,1.024
359.084,1.042
359.114,1.037
359.144,1.006
359.174,1.012
359.204,1.016
359.234,1.020
359.264,1.013
359.294,1.014
359.324,1.016
359.354,1.021
359.384,1.021
359.414,1.028
359.444,1.024
359.474,1.034
359.504,1.027
359.534,1.025
359.564,1.030
359.594,1.026
359.624,1.030
359.654,1.032
359.684,1.036
359.714,1.027
359.744,1.025
359.774,1.033
359.804,1.030
359.834,1.032
359.864,1.032
359.894,1.034
359.924,1.030
359.954,1.030
359.984,1.029
360.014,1.026
360.044,1.024
360.074,1.034
360.104,1.034
360.134,1.038
360.164,1.035
360.194,1.032
360.224,1.034
360.254,1.035
360.284,1.037
360.314,1.034
360.344,1.027
360.374,1.036
360.404,1.037
360.434,1.034
360.464,1.039
360.494,1.036
360.524,1.036
360.554,1.031
360.584,1.036
360.614,1.032
360.644,1.034
360.674,1.032
360.704,1.031
360.734,1.036
360.764,1.038
360.794,1.038
360.824,1.032
360.854,1.038
360.884,1.032
360.914,1.041
360.944,1.040
360.974,1.033
361.004,1.038
361.034,1.040
361.064,1.042
361.094,1.042
361.124,1.034
361.154,1.040
361.184,1.033
361.214,1.026
361.244,1.030
361.274,1.035
361.304,1.032
361.334,1.032
361.364,1.040
361.394,1.038
361.424,1.041
361.454,1.030
361.484,1.026
361.514,1.028
361.544,1.047
361.574,1.032
361.604,1.041
361.634,1.051
361.664,1.030
361.694,1.036
361.724,1.036
361.754,1.032
361.784,1.030
361.814,1.027
361.844,1.027
361.874,1.026
361.904,1.033
361.934,1.038
361.964,1.032
361.994,1.032
362.024,1.033
362.054,1.031
362.084,1.024
362.114,1.025
362.144,1.027
362.174,1.033
362.204,1.028
362.234,1.035
362.264,1.036
362.294,1.036
362.324,1.030
362.354,1.028
362.384,1.044
362.414,1.044
362.444,1.051
362.474,1.044
362.504,1.038
362.534,1.044
362.564,1.044
362.594,1.047
362.624,1.040
362.654,1.038
362.684,1.023
362.714,1.028
362.744,1.032
362.774,1.029
362.804,1.026
362.834,1.021
362.864,1.029
362.894,1.026
362.924,1.034
362.954,1.033
362.984,1.031
363.014,1.026
363.044,1.031
363.074,1.033
363.104,1.034
363.134,1.031
363.164,1.036
363.194,1.033
363.224,1.032
363.254,1.036
363.284,1.038
363.314,1.034
363.344,1.036
363.374,1.037
363.404,1.028
363.434,1.032
363.464,1.029
363.494,1.035
363.524,1.035
363.554,1.028
363.584,1.032
363.614,1.033
363.644,1.033
363.674,1.033
363.704,1.035
363.734,1.029
363.764,1.031
363.794,1.035
363.824,1.036
363.854,1.041
363.884,1.042
363.914,1.030
363.944,1.036
363.974,1.039
364.004,1.034
364.034,1.032
364.064,1.038
364.094,1.038
364.124,1.038
364.154,1.040
364.184,1.037
364.214,1.040
364.244,1.041
364.274,1.037
364.304,1.036
364.334,1.041
364.364,1.028
364.394,1.026
364.424,1.031
364.454,1.038
364.484,1.041
364.514,1.040
364.544,1.039
364.574,1.041
364.604,1.043
364.634,1.043
364.664,1.040
364.694,1.035
364.724,1.040
364.754,1.032
364.784,1.031
364.814,1.028
364.844,1.033
364.874,1.035
364.904,1.036
364.934,1.035
364.964,1.039
364.994,1.036
365.024,1.038
365.054,1.039
365.084,1.041
365.114,1.036
365.144,1.036
365.174,1.033
365.204,1.033
365.234,1.045
365.264,1.045
365.294,1.032
365.324,1.026
365.354,1.032
365.384,1.042
365.414,1.039
365.444,1.035
365.474,1.035
365.504,1.041
365.534,1.040
365.564,1.040
365.594,1.040
365.624,1.032
365.654,1.035
365.684,1.042
365.714,1.050
365.744,1.042
365.774,1.035
365.804,1.035
365.834,1.039
365.864,1.040
365.894,1.038
365.924,1.046
365.954,1.049
365.984,1.050
366.014,1.051
366.044,1.041
366.074,1.038
366.104,1.035
366.134,1.037
366.164,1.038
366.194,1.041
366.224,1.058
366.254,1.057
366.284,1.054
366.314,1.055
366.344,1.043
366.374,1.040
366.404,1.034
366.434,1.028
366.464,1.001
366.494,0.993
366.524,1.001
366.554,0.995
366.584,0.996
366.614,0.988
366.644,0.990
366.674,0.990
366.704,0.992
366.734,0.998
366.764,0.998
366.794,0.998
366.824,1.002
366.854,1.006
366.884,1.005
366.914,1.013
366.944,1.015
366.974,1.015
367.004,1.013
367.034,1.004
367.064,0.995
367.094,1.009
367.124,1.006
367.154,1.010
367.184,1.021
367.214,1.024
367.244,1.031
367.274,1.027
367.304,1.021
367.334,1.021
367.364,1.028
367.394,1.025
367.424,1.021
367.454,1.022
367.484,1.036
367.514,1.031
367.544,1.028
367.574,1.022
367.604,1.024
367.634,1.028
367.664,1.027
367.694,1.029
367.724,1.029
367.754,1.035
367.784,1.032
367.814,1.033
367.844,1.036
367.874,1.037
367.904,1.038
367.934,1.033
367.964,1.032
367.994,1.024
368.024,1.033
368.054,1.031
368.084,1.032
368.114,1.031
368.144,1.031
368.174,1.033
368.204,1.032
368.234,1.030
368.264,1.028
368.294,1.029
368.324,1.034
368.354,1.030
368.384,1.032
368.414,1.031
368.444,1.031
368.474,1.037
368.504,1.032
368.534,1.035
368.564,1.028
368.594,1.036
368.624,1.038
368.654,1.034
368.684,1.028
368.714,1.032
368.744,1.032
368.774,1.031
368.804,1.026
368.834,1.030
368.864,1.033
368.894,1.029
368.924,1.029
368.954,1.024
368.984,1.024
369.014,1.028
369.044,1.030
369.074,1.032
369.104,1.027
369.134,1.028
369.164,1.030
369.194,1.031
369.224,1.030
369.254,1.038
369.284,1.048
369.314,1.044
369.344,1.030
369.374,1.027
369.404,1.024
369.434,1.027
369.464,1.024
369.494,1.030
369.524,1.035
369.554,1.036
369.584,1.034
369.614,1.032
369.644,1.030
369.674,1.034
369.704,1.032
369.734,1.028
369.764,1.023
369.794,1.030
369.824,1.037
369.854,1.040
369.884,1.040
369.914,1.032
369.944,1.026
369.974,1.027
370.004,1.021
370.034,1.027
370.064,1.035
370.094,1.032
370.124,1.032
370.154,1.027
370.184,1.037
370.214,1.033
370.244,1.026
370.274,1.036
370.304,1.030
370.334,1.032
370.364,1.034
370.394,1.036
370.424,1.030
370.454,1.034
370.484,1.041
370.514,1.031
370.544,1.027
370.574,1.030
370.604,1.028
370.634,1.028
370.664,1.032
370.694,1.039
370.724,1.032
370.754,1.033
370.784,1.039
370.814,1.042
370.844,1.039
370.874,1.030
370.904,1.035
370.934,1.037
370.964,1.040
370.994,1.038
371.024,1.028
371.054,1.036
371.084,1.035
371.114,1.033
371.144,1.026
371.174,1.029
371.204,1.017
371.234,1.033
371.264,1.030
371.294,1.028
371.324,1.023
371.354,1.029
371.384,1.036
371.414,1.035
371.444,1.028
371.474,1.034
371.504,1.027
371.534,1.041
371.564,1.031
371.594,1.035
371.624,1.045
371.654,1.036
371.684,1.032
371.714,1.026
371.744,1.033
371.774,1.039
371.804,1.029
371.834,1.039
371.864,1.030
371.894,1.031
371.924,1.036
371.954,1.031
371.984,1.031
372.014,1.027
372.044,1.032
372.074,1.030
372.104,1.029
372.134,1.029
372.164,1.031
372.194,1.035
372.224,1.033
372.254,1.030
372.284,1.035
372.314,1.040
372.344,1.033
372.374,1.033
372.404,1.033
372.434,1.034
372.464,1.033
372.494,1.032
372.524,1.030
372.554,1.035
372.584,1.039
372.614,1.038
372.644,1.030
372.674,1.035
372.704,1.031
372.734,1.032
372.764,1.030
372.794,1.031
372.824,1.029
372.854,1.032
372.884,1.033
372.914,1.025
372.944,1.033
372.974,1.040
373.004,1.026
373.034,1.029
373.064,1.028
373.094,1.044
373.124,1.036
373.154,1.033
373.184,1.034
373.214,1.033
373.244,1.031
373.274,1.033
373.304,1.032
373.334,1.040
373.364,1.035
373.394,1.034
373.424,1.032
373.454,1.032
373.484,1.038
373.514,1.040
373.544,1.031
373.574,1.029
373.604,1.029
373.634,1.034
373.664,1.031
373.694,1.032
373.724,1.027
373.754,1.025
373.784,1.033
373.814,1.041
373.844,1.038
373.874,1.042
373.904,1.038
373.934,1.038
373.964,1.041
373.994,1.037
374.024,1.043
374.054,1.042
374.084,1.043
374.114,1.039
374.144,1.037
374.174,1.032
374.204,1.037
374.234,1.042
374.264,1.039
374.294,1.036
374.324,1.038
374.354,1.048
374.384,1.048
374.414,1.041
374.444,1.031
374.474,1.035
374.504,1.031
374.534,1.028
374.564,1.021
374.594,1.020
374.624,1.015
374.654,1.024
374.684,1.014
374.714,1.017
374.744,1.013
374.774,1.017
374.804,1.015
374.834,1.012
374.864,1.009
374.894,1.012
374.924,1.008
374.954,1.013
374.984,1.007
375.014,1.005
375.044,1.012
375.074,1.010
375.104,1.013
375.134,1.008
375.164,1.008
375.194,1.017
375.224,1.016
375.254,1.014
375.284,1.015
375.314,1.021
375.344,1.006
375.374,1.017
375.404,1.020
375.434,1.018
375.464,1.016
375.494,1.017
375.524,1.017
375.554,1.015
375.584,1.004
375.614,1.003
375.644,0.990
375.674,0.990
375.704,0.983
375.734,0.977
375.764,0.981
375.794,0.982
375.824,0.992
375.854,1.021
375.884,1.021
375.914,1.024
375.944,1.030
375.974,1.040
376.004,1.043
376.034,1.036
376.064,1.029
376.094,1.031
376.124,1.023
376.154,1.029
376.184,1.030
376.214,1.026
376.244,1.026
376.274,1.035
376.304,1.025
376.334,1.025
376.364,1.028
376.394,1.018
376.424,1.014
376.454,1.022
376.484,1.011
376.514,1.021
376.544,1.025
376.574,1.014
376.604,1.010
376.634,1.012
376.664,1.013
376.694,1.016
376.724,1.023
376.754,1.024
376.784,1.022
376.814,1.021
376.844,1.024
376.874,1.015
376.904,1.021
376.934,1.018
376.964,1.020
376.994,1.023
377.024,1.024
377.054,1.016
377.084,1.020
377.114,1.020
377.144,1.015
377.174,1.020
377.204,1.016
377.234,1.014
377.264,1.021
377.294,1.021
377.324,1.022
377.354,1.021
377.384,1.020
377.414,1.014
377.444,1.025
377.474,1.021
377.504,1.015
377.534,1.013
377.564,1.018
377.594,1.024
377.624,1.020
377.654,1.015
377.684,1.015
377.714,1.029
377.744,1.027
377.774,1.016
377.804,1.015
377.834,1.021
377.864,1.016
377.894,1.023
377.924,1.021
377.954,1.020
377.984,1.012
378.014,1.017
378.044,1.019
378.074,1.022
378.104,1.020
378.134,1.017
378.164,1.021
378.194,1.023
378.224,1.017
378.254,1.015
378.284,1.022
378.314,1.018
378.344,1.021
378.374,1.022
378.404,1.023
378.434,1.015
378.464,1.018
378.494,1.021
378.524,1.023
378.554,1.026
378.584,1.020
378.614,1.019
378.644,1.018
378.674,1.021
378.704,1.021
378.734,1.023
378.764,1.024
378.794,1.015
378.824,1.021
378.854,1.023
378.884,1.023
378.914,1.015
378.944,1.013
378.974,1.023
379.004,1.022
379.034,1.023
379.064,1.022
379.094,1.022
379.124,1.024
379.154,1.021
379.184,1.017
379.214,1.012
379.244,1.021
379.274,1.023
379.304,1.021
379.334,1.021
379.364,1.020
379.394,1.024
379.424,1.017
379.454,1.016
379.484,1.020
379.514,1.025
379.544,1.026
379.574,1.020
379.604,1.026
379.634,1.022
379.664,1.020
379.694,1.009
379.724,1.019
379.754,1.028
379.784,1.025
379.814,1.023
379.844,1.021
379.874,1.022
379.904,1.021
379.934,1.019
379.964,1.019
379.994,1.021
380.024,1.025
380.054,1.021
380.084,1.027
380.114,1.023
380.144,1.021
380.174,1.021
380.204,1.019
380.234,1.017
380.264,1.015
380.294,1.023
380.324,1.028
380.354,1.023
380.384,1.019
380.414,1.017
380.444,1.026
380.474,1.032
380.504,1.036
380.534,1.026
380.564,1.031
380.594,1.032
380.624,1.022
380.654,1.021
380.684,1.025
380.714,1.026
380.744,1.023
380.774,1.021
380.804,1.028
380.834,1.021
380.864,1.031
380.894,1.015
380.924,1.008
380.954,1.021
380.984,1.020
381.014,1.020
381.044,1.016
381.074,1.022
381.104,1.019
381.134,1.018
381.164,1.022
381.194,1.020
381.224,1.004
381.254,1.009
381.284,1.027
381.314,1.019
381.344,1.018
381.374,1.022
381.404,1.015
381.434,1.021
381.464,1.013
381.494,1.018
381.524,1.014
381.554,1.011
381.584,1.008
381.614,1.016
381.644,1.015
381.674,1.015
381.704,1.018
381.734,1.011
381.764,1.009
381.794,1.009
381.824,1.016
381.854,1.017
381.884,1.024
381.914,1.019
381.944,1.011
381.974,1.006
382.004,1.006
382.034,1.006
382.064,1.012
382.094,1.018
382.124,1.013
382.154,1.015
382.184,1.016
382.214,1.011
382.244,1.013
382.274,1.014
382.304,1.018
382.334,1.022
382.364,1.020
382.394,1.021
382.424,1.017
382.454,1.018
382.484,1.011
382.514,1.015
382.544,1.021
382.574,1.021
382.604,1.020
382.634,1.021
382.664,1.024
382.694,1.028
382.724,1.026
382.754,1.027
382.784,1.022
382.814,1.021
382.844,1.024
382.874,1.021
382.904,1.026
382.934,1.029
382.964,1.023
382.994,1.021
383.024,1.021
383.054,1.023
383.084,1.021
383.114,1.017
383.144,1.021
383.174,1.024
383.204,1.029
383.234,1.021
383.264,1.025
383.294,1.018
383.324,1.016
383.354,1.027
383.384,1.020
383.414,1.020
383.444,1.025
383.474,1.019
383.504,1.017
383.534,1.020
383.564,1.021
383.594,1.023
383.624,1.026
383.654,1.027
383.684,1.020
383.714,1.018
383.744,1.012
383.774,1.010
383.804,1.016
383.834,1.015
383.864,1.021
383.894,1.024
383.924,1.026
383.954,1.028
383.984,1.022
384.014,1.015
384.044,1.019
384.074,1.025
384.104,1.019
384.134,1.024
384.164,1.017
384.194,1.020
384.224,1.018
384.254,1.018
384.284,1.023
384.314,1.020
384.344,1.021
384.374,1.021
384.404,1.019
384.434,1.022
384.464,1.021
384.494,1.024
384.524,1.015
384.554,1.016
384.584,1.018
384.614,1.015
384.644,1.021
