df_hash,22ZHK4.K83A0A
163.308,15
163.404,250
164.134,10
164.138,720
164.817,10
165.500,695
166.182,685
166.186,750
167.306,10
167.742,765
167.986,790
167.990,185
168.086,20
168.089,15
168.571,20
168.575,540
168.717,10
168.870,160
168.873,35
168.876,25
169.253,10
169.256,500
169.546,10
169.549,185
169.555,15
170.082,20
170.085,615
170.814,15
170.964,700
171.371,10
171.642,515
171.647,265
172.471,10
173.299,750
173.348,875
173.352,15
173.594,10
173.707,65
173.836,375
173.843,135
173.936,20
173.949,10
175.104,10
175.688,1260
175.932,215
176.078,515
177.736,265
177.889,1635
178.467,185
178.471,485
179.003,10
180.222,610
180.225,1210
180.515,10
180.518,240
180.615,15
180.618,10
180.959,20
181.051,335
181.054,150
181.106,15
181.110,25
181.118,15
181.200,10
181.490,10
181.493,380
182.172,10
182.176,670
182.318,10
182.322,145
182.886,25
183.148,535
184.415,255
184.420,1275
185.097,10
185.103,675
185.878,10
186.463,705
187.194,675
187.342,765
187.437,130
187.440,60
187.443,15
187.489,10
187.928,15
188.705,490
188.708,780
188.756,10
188.851,15
188.855,105
188.900,15
188.903,15
188.906,10
189.000,15
189.388,20
189.534,540
190.125,145
190.660,605
191.630,440
192.220,990
193.297,650
194.116,1050
195.237,875
195.240,1080
195.427,150
195.431,10
197.187,1835
197.875,10
198.603,695
199.430,755
200.259,770
200.262,830
200.356,10
200.409,170
200.554,10
200.941,555
201.770,10
202.750,810
203.330,995
204.013,580
204.286,730
204.298,170
204.308,15
204.403,15
204.406,15
204.842,145
206.109,355
207.035,1355
207.182,915
207.620,220
208.449,400
208.453,810
208.647,15
209.131,10
209.137,610
209.862,15
209.866,685
210.399,15
210.403,655
210.545,10
210.549,110
210.740,15
210.744,20
210.842,20
210.849,15
210.852,10
211.081,10
212.057,500
213.178,885
214.107,1140
214.592,730
215.744,690
216.251,1165
216.395,515
216.399,10
216.402,150
216.639,245
216.642,10
216.688,10
216.691,10
216.694,10
216.931,185
216.937,10
218.199,250
218.204,1020
218.251,10
218.455,35
219.174,315
219.272,610
219.320,180
219.326,15
219.369,10
219.376,10
219.382,15
219.418,10
219.423,15
219.466,10
219.474,10
219.479,10
219.484,10
219.488,10
219.515,10
219.521,10
219.564,10
219.570,10
219.891,25
220.539,340
222.197,785
222.343,1650
222.489,190
223.318,20
223.325,560
223.828,10
223.854,705
223.903,10
223.908,190
224.439,10
224.488,505
225.147,10
225.151,680
225.173,10
225.268,155
225.853,615
226.681,10
227.657,730
227.901,1280
229.850,1650
230.488,405
231.118,540
232.142,510
233.750,1110
235.323,1725
236.139,1575
237.651,800
238.479,1500
239.318,830
239.357,860
239.361,30
239.365,15
239.373,15
239.454,15
239.458,20
239.503,15
239.506,20
239.510,15
239.604,10
239.893,15
240.028,515
241.944,1115
242.526,930
244.037,470
244.719,1560
245.548,745
245.552,765
246.426,10
247.499,885
249.460,1160
249.594,1965
249.598,135
249.741,15
249.745,25
249.841,20
250.180,10
251.008,500
252.373,810
253.056,1330
253.104,720
253.933,10
253.941,840
254.762,10
254.767,850
255.591,10
256.569,830
256.712,850
256.717,195
256.761,10
256.766,10
256.771,10
256.861,10
257.263,10
257.437,640
258.223,10
258.229,920
258.372,15
259.052,10
259.057,795
259.886,10
260.735,840
261.587,840
262.416,825
262.660,820
264.366,320
264.371,1700
264.463,10
264.469,110
264.515,20
264.520,15
265.438,15
265.442,860
265.487,15
265.493,15
265.496,15
265.731,25
265.734,265
265.877,10
266.121,15
266.998,345
267.974,945
268.803,980
269.049,735
270.321,300
271.143,1245
271.438,895
271.983,240
272.410,595
273.531,485
273.921,1090
273.926,390
274.360,10
274.506,370
274.510,185
274.555,15
274.558,10
275.047,10
275.481,455
275.880,495
276.310,420
278.358,440
279.140,2020
279.143,790
279.576,10
279.771,375
280.746,335
281.429,860
282.309,705
282.989,905
283.379,755
284.354,370
286.018,980
286.606,1595
286.745,650
286.752,10
287.718,1105
289.082,10
289.086,1315
290.110,15
290.501,1055
290.643,10
291.715,510
291.723,1120
291.864,25
291.868,15
292.300,20
293.275,525
293.619,895
293.812,305
294.932,345
294.935,1100
295.372,15
296.590,395
297.858,1200
298.834,1295
300.441,990
301.195,1550
301.904,875
301.913,695
302.148,10
302.151,210
302.197,45
302.200,15
302.203,10
302.756,15
302.879,485
302.884,15
302.928,60
302.976,155
302.980,20
303.416,15
303.910,485
304.537,410
305.073,695
306.784,615
308.150,1675
308.973,1355
309.413,810
309.801,390
310.644,450
311.459,840
312.288,810
312.350,850
313.019,10
313.994,790
314.969,875
314.974,1000
315.019,20
315.115,10
315.119,135
315.359,10
316.335,315
317.902,995
317.943,1425
317.946,10
317.949,10
318.043,10
318.138,20
318.284,340
318.288,20
318.333,15
318.336,15
318.340,10
318.477,210
319.429,355
319.844,650
319.848,390
319.895,10
319.899,10
320.091,10
321.063,280
321.648,930
321.651,565
322.574,10
322.580,885
322.723,10
323.309,45
324.144,775
324.817,780
324.823,695
326.084,10
326.088,1305
326.230,10
326.234,20
326.429,60
326.432,15
326.495,10
327.452,300
327.455,830
327.752,10
327.757,350
329.155,315
329.159,1125
329.399,10
329.403,220
329.448,20
329.451,10
329.454,15
329.748,230
329.772,10
330.667,925
330.674,20
330.916,15
331.206,20
331.351,645
332.181,10
332.191,850
332.196,10
333.008,10
333.012,825
333.154,15
333.446,170
333.450,345
334.421,10
334.424,940
335.103,10
335.106,705
335.542,10
335.835,495
336.549,840
336.627,10
336.761,260
336.766,20
336.815,15
336.822,15
338.028,315
338.033,930
338.711,10
339.547,685
339.786,805
340.271,10
341.099,780
341.105,755
341.789,10
341.931,775
342.075,10
342.083,130
342.223,215
344.024,1045
344.028,755
344.707,10
345.389,735
345.393,710
346.072,10
346.218,720
346.901,10
346.950,795
347.780,10
348.461,760
348.467,795
348.607,10
348.612,15
348.755,30
348.759,175
348.805,10
348.997,220
349.143,140
349.146,85
349.150,10
349.441,210
351.240,470
351.386,1435
352.361,10
352.366,1055
352.507,10
352.518,15
352.607,160
352.751,15
352.757,225
354.555,845
354.993,1010
355.823,380
356.213,880
356.262,375
356.505,265
356.508,75
356.651,40
359.284,1360
360.267,1315
361.088,990
361.819,790
362.653,810
363.330,755
364.159,790
365.670,840
367.230,1440
367.233,1545
367.915,10
368.888,725
369.472,950
369.475,610
370.106,10
370.837,685
371.087,755
371.669,10
372.353,770
372.546,755
373.499,10
374.152,1015
374.155,725
374.207,15
374.445,15
375.956,280
376.687,1525
377.516,755
377.520,805
377.762,10
378.200,270
378.354,460
379.027,10
379.031,790
379.710,10
380.464,680
380.688,685
381.124,10
381.806,665
382.489,730
382.635,760
383.324,10
384.049,745
384.878,740
385.561,765
386.242,765
386.974,725
387.072,730
387.656,10
387.754,695
388.485,10
388.491,715
389.168,10
389.314,680
389.320,205
389.704,10
389.707,395
389.853,10
390.435,130
391.135,560
391.315,755
391.947,10
392.632,725
393.362,695
394.194,770
394.875,775
395.700,800
396.532,745
397.066,705
397.895,765
398.625,755
398.631,805
398.923,10
399.454,220
399.470,520
400.283,10
400.288,840
400.429,10
400.435,200
400.579,105
400.585,15
402.769,1010
403.208,1195
403.896,415
404.867,745
405.841,760
405.847,1155
405.889,10
405.897,10
405.902,15
406.279,20
406.382,355
406.436,155
407.839,45
408.766,1355
408.771,955
409.206,10
409.211,495
410.034,10
410.726,735
411.398,755
411.987,770
412.227,520
412.914,280
413.104,645
413.297,10
413.351,280
413.494,10
413.498,325
414.333,825
414.762,10
415.840,415
416.566,1070
417.415,675
418.080,840
418.515,705
418.905,480
419.601,345
420.564,780
421.443,935
422.659,900
423.937,1210
424.317,1235
424.609,520
425.438,270
425.734,1045
426.852,920
427.681,255
428.071,825
428.217,340
428.221,200
429.777,10
430.167,1555
430.514,350
431.142,350
431.727,660
432.117,615
432.556,415
433.093,345
433.774,630
435.481,685
435.922,1655
436.117,405
436.553,195
437.675,480
438.260,1120
439.771,670
441.038,1505
441.429,1195
442.014,500
443.086,545
443.232,1060
443.236,225
443.379,15
443.382,10
444.354,10
445.037,975
445.951,815
447.669,750
448.259,1815
448.405,780
448.549,10
449.765,1090
451.179,315
452.982,1355
453.226,2065
454.790,455
454.797,1155
454.805,10
454.944,10
455.081,125
455.176,10
456.005,250
456.736,855
457.418,730
457.431,680
458.249,10
459.232,740
459.759,765
460.831,855
461.564,875
461.906,875
462.294,315
463.128,360
463.366,835
463.951,385
464.780,540
465.316,830
466.292,610
466.886,930
467.851,515
468.534,1040
468.973,650
469.655,375
471.313,700
471.605,1720
471.608,325
471.702,15
471.706,95
471.754,20
471.996,240
473.264,685
474.092,670
475.366,810
476.041,1175
476.870,750
477.725,820
477.845,810
477.848,10
478.573,145
479.242,685
479.512,810
480.186,245
481.014,655
481.745,795
482.135,710
482.577,425
483.565,505
483.796,925
483.841,355
483.845,15
483.955,90
484.089,20
485.060,275
485.259,875
485.265,10
485.353,225
485.358,15
485.499,105
485.504,20
485.889,405
486.718,10
487.547,810
488.375,815
489.253,870
490.330,825
490.910,1095
490.914,660
491.056,10
491.739,10
491.743,725
491.837,10
491.840,10
492.714,25
492.756,800
492.764,140
492.767,10
492.770,15
492.773,10
493.397,10
494.226,745
494.813,820
494.908,345
496.468,290
497.589,1620
497.687,1085
497.836,210
497.885,15
497.895,10
497.898,10
498.128,15
498.957,265
500.222,900
500.466,1170
501.587,285
502.318,1160
502.858,775
503.146,705
503.294,210
504.658,280
506.608,1085
506.998,1975
508.558,375
508.561,1595
510.654,10
510.659,2105
510.752,15
510.756,10
510.759,25
510.898,245
510.901,10
510.905,10
512.481,1415
512.507,25
512.513,20
512.516,10
512.519,10
512.555,10
512.559,10
512.563,10
512.566,10
512.607,15
512.643,10
512.650,10
512.676,10
512.679,15
512.682,10
512.685,15
512.702,20
512.705,15
512.708,10
512.712,10
512.750,15
512.753,15
512.756,10
512.760,15
512.799,15
512.802,20
512.805,20
512.809,25
512.848,15
513.677,20
513.680,965
513.726,15
513.825,10
513.829,10
515.237,20
515.240,1435
515.243,40
515.334,30
515.337,20
515.383,15
515.386,20
515.389,20
515.432,15
515.435,20
515.438,15
515.443,15
515.508,10
515.529,15
515.539,15
515.549,15
515.578,10
515.581,15
515.584,10
515.587,15
515.627,15
515.630,15
515.633,15
515.679,10
515.685,15
515.687,10
515.692,15
515.736,10
515.743,10
515.757,10
515.770,10
515.779,10
515.789,15
515.807,10
516.068,15
517.041,40
517.047,1230
517.189,40
517.430,45
517.723,400
517.735,325
517.869,15
517.883,10
519.235,10
519.246,1270
519.252,30
519.258,15
519.270,20
519.280,20
519.284,135
519.289,20
519.380,15
519.386,15
519.429,10
519.434,15
519.439,10
519.529,15
519.538,15
519.543,25
519.673,125
519.680,20
519.686,15
519.700,10
519.820,15
520.649,25
521.039,1045
521.184,440
521.189,30
521.233,20
521.237,20
521.243,15
521.287,15
521.295,15
521.303,10
521.312,15
521.336,10
521.456,10
521.480,10
521.484,10
521.490,10
521.498,10
521.501,10
521.509,10
521.517,10
522.160,20
522.306,885
522.598,55
522.605,325
