df_hash,22ZHK4.K83A0A
318.869,32.812
320.088,32.844
320.868,32.844
321.843,32.844
322.867,32.844
324.134,32.844
324.889,32.875
325.841,32.844
326.865,32.875
327.840,32.844
328.863,32.844
329.877,32.875
331.060,32.875
331.837,32.875
332.861,32.875
333.885,32.969
334.860,33.000
335.840,33.000
336.859,33.000
337.834,33.031
338.857,33.062
339.881,33.094
340.856,33.125
341.900,33.156
342.856,33.188
343.879,33.125
344.854,33.125
345.877,33.219
346.852,33.219
347.876,33.219
348.864,33.219
349.875,33.344
350.850,33.344
351.874,33.344
352.870,33.344
353.884,33.375
354.847,33.344
355.874,33.250
356.854,33.250
357.870,33.281
358.845,33.281
359.869,33.156
360.870,33.156
361.868,33.156
362.843,33.156
363.866,33.125
365.136,33.188
365.869,33.219
366.873,33.250
367.864,33.281
368.839,33.312
369.863,33.312
371.084,33.312
371.861,33.375
372.837,33.375
373.860,33.406
374.835,33.406
375.908,33.469
376.834,33.438
377.867,33.438
378.833,33.438
379.859,33.438
380.832,33.438
381.882,33.406
382.830,33.438
383.854,33.406
384.829,33.406
385.877,33.406
386.828,33.438
387.852,33.438
388.924,33.406
389.850,33.469
390.874,33.500
391.849,33.531
392.873,33.406
393.848,33.438
394.871,33.469
395.847,33.469
396.871,33.469
397.845,33.469
398.918,33.531
399.908,33.531
401.160,33.531
401.843,33.531
402.867,33.625
403.893,33.625
404.874,33.625
405.989,33.594
406.902,33.594
407.846,33.594
408.863,33.594
409.838,33.594
410.959,33.594
411.837,33.625
412.861,33.625
413.836,33.656
414.914,33.656
415.834,33.719
416.858,33.719
418.077,33.719
418.857,33.750
419.832,33.812
420.856,33.812
421.832,33.812
422.855,33.812
423.836,33.812
424.853,33.812
425.828,33.812
427.050,33.812
427.827,33.812
428.853,33.781
429.876,33.781
430.898,33.781
431.875,33.781
432.859,33.812
433.824,33.812
434.858,33.812
435.919,33.812
436.846,33.875
437.871,33.844
438.845,33.844
439.869,33.844
440.844,33.875
441.867,33.812
442.842,33.812
443.915,33.812
444.841,33.812
445.918,33.906
446.840,33.906
447.864,34.062
448.843,34.094
449.863,34.062
450.838,34.062
451.910,34.094
452.858,34.125
453.860,34.125
454.927,34.062
455.859,34.000
456.985,33.969
457.870,33.844
458.834,33.844
459.856,33.875
460.834,33.875
461.856,33.875
463.124,33.906
463.854,33.906
464.829,33.938
465.881,33.938
466.880,33.969
467.855,34.000
468.827,33.969
469.850,33.969
470.928,34.000
471.849,34.031
472.824,33.969
473.899,33.969
474.833,33.969
475.847,34.000
476.845,34.031
478.286,34.000
478.820,34.000
479.844,33.969
480.819,33.969
481.843,33.969
482.818,34.000
483.939,33.969
484.822,34.000
485.870,34.000
486.864,33.969
487.839,34.000
488.863,34.000
489.838,34.000
490.862,34.000
491.844,34.000
492.861,34.000
493.836,34.031
494.859,34.062
495.834,34.062
496.861,34.062
497.833,34.094
498.857,34.125
499.832,34.125
500.856,34.156
501.831,34.156
502.854,34.125
503.829,34.125
504.853,34.062
505.829,34.000
506.852,33.969
507.827,33.875
508.853,33.719
510.072,33.719
510.853,33.625
511.825,33.500
512.875,33.406
514.021,33.281
514.847,33.188
516.072,33.125
516.886,33.000
517.821,32.938
518.845,32.875
519.845,32.781
520.846,32.688
521.819,32.625
