df_hash,22ZHK4.K83A0A
423.830,0
425.002,19
425.886,25
426.759,36
428.003,43
429.051,48
429.732,50
430.952,71
431.828,31
432.854,0
433.924,0
434.817,0
435.728,0
436.898,0
437.775,0
438.797,10
439.875,0
440.788,23
441.675,24
442.991,0
443.776,25
444.649,0
445.876,54
446.771,37
447.623,26
448.839,0
449.719,52
450.599,36
451.775,37
452.836,0
453.621,0
454.742,0
455.667,0
456.544,0
457.863,0
458.641,0
459.561,33
460.737,37
461.615,54
462.784,34
463.757,31
464.588,15
465.466,27
466.685,26
467.641,29
468.440,22
469.808,25
470.536,19
471.416,32
472.681,30
473.516,31
474.630,24
475.605,23
476.483,39
477.410,44
478.581,31
479.457,27
480.383,37
481.554,56
482.432,45
483.405,45
484.817,39
485.456,38
486.623,33
487.528,43
488.427,67
489.304,75
490.767,67
491.401,51
492.571,54
493.449,50
494.375,50
495.252,20
496.422,15
497.397,21
498.422,26
499.445,0
500.371,0
501.199,6
502.419,19
503.346,0
504.174,7
505.394,18
506.275,0
507.150,0
508.368,0
509.389,0
510.177,26
511.340,0
512.217,0
513.095,0
514.314,0
515.191,31
516.119,0
517.289,0
518.165,0
519.141,0
520.262,8
521.139,0
522.065,41
